AverageReturn,AverageAbsQ,MaxReturn,StdEsReturn,MinForwardProgress,AverageDiscountedReturn,AverageForwardProgress,StdForwardProgress,MaxForwardProgress,MaxEsReturn,AverageAbsY,AverageAbsQYDiff,AverageQ,PolicyRegParamNorm,AverageEsReturn,AverageAction,AverageQLoss,StdReturn,MinEsReturn,AveragePolicySurr,QFunRegParamNorm,AverageY,MinReturn,Epoch
nan,nan,nan,43.1659508877,-0.025186830592,nan,0.000129960007266,0.0114206627188,0.0234713281793,137.781403017,0.00654140246194,nan,nan,nan,26.4985740985,nan,nan,nan,-56.0207058361,nan,nan,0.00409317431712,nan,9
nan,nan,nan,nan,-0.0254191840763,nan,0.00320590937909,0.0150452626694,0.0352084941412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10
nan,nan,nan,nan,-0.0339818929308,nan,-0.00216401976431,0.0158427808521,0.0303458009564,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11
nan,nan,nan,nan,-0.01757520853,nan,0.00146505569115,0.0129574062021,0.0408687446758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12
nan,nan,nan,nan,-0.0439437761862,nan,0.00128396438948,0.0171400235168,0.0300832901835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13
nan,nan,nan,nan,-0.0289292333236,nan,0.00234047430976,0.0145028871991,0.0324467187758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14
nan,nan,nan,nan,-0.0195082316516,nan,0.00235628399072,0.0120920824997,0.0331060228166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15
nan,nan,nan,nan,-0.025504374572,nan,0.00151708177546,0.0151504032542,0.0405060666608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16
nan,nan,nan,nan,-0.0323525477252,nan,-5.87957994182e-05,0.0155540804734,0.0362434186638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17
nan,nan,nan,nan,-0.0312414149859,nan,0.00164990616213,0.0135762915123,0.0282821863988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18
nan,nan,nan,nan,-0.0220519374421,nan,-0.00139881453898,0.0138659596454,0.0354695915156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19
nan,nan,nan,nan,-0.0339930707437,nan,-0.00177224799912,0.0149197394797,0.0246810022508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20
nan,nan,nan,nan,-0.0256800638656,nan,0.00245432898436,0.0127704304623,0.0336650737643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21
nan,nan,nan,nan,-0.0309388926882,nan,-0.00239668903884,0.0160605122376,0.04247993734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22
nan,nan,nan,nan,-0.0416705351238,nan,-5.14049066436e-05,0.0146272988247,0.0323188854355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23
nan,nan,nan,nan,-0.0380920489322,nan,0.00435584772375,0.0165571346323,0.0402213612572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24
nan,nan,nan,nan,-0.0512801669271,nan,-0.0030524951944,0.0170708376769,0.0409461710138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25
nan,nan,nan,nan,-0.0241859326115,nan,0.00223605652998,0.0135153971056,0.0242877088912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26
nan,nan,nan,nan,-0.0280450679849,nan,-0.00188993313892,0.0121176351337,0.0311377418463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27
nan,nan,nan,nan,-0.0211773076818,nan,0.00200172405548,0.0126873123926,0.0341686907938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28
nan,nan,nan,nan,-0.0380219506289,nan,-0.00375748091323,0.0133997606787,0.0321507767913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29
nan,nan,nan,nan,-0.041174697689,nan,-0.00349600489274,0.0143487127064,0.0198081006671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30
nan,nan,nan,nan,-0.0362127298345,nan,-0.00251169767889,0.0138697699903,0.0255551669498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31
