AverageDiscountedReturn,StdEsReturn,AveragePolicySurr,AverageAbsQYDiff,MaxReturn,AverageY,AverageQ,AverageForwardProgress,AverageQLoss,MinReturn,AverageReturn,QFunRegParamNorm,MinEsReturn,PolicyRegParamNorm,AverageAction,AverageEsReturn,MaxEsReturn,StdForwardProgress,MinForwardProgress,MaxForwardProgress,AverageAbsY,AverageAbsQ,StdReturn,Epoch
nan,nan,nan,nan,nan,nan,nan,-0.001775146598,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0123432138369,-0.0319736661515,0.0169161246339,nan,nan,nan,461
nan,nan,nan,nan,nan,nan,nan,-0.0021760841506,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0102974940571,-0.0203167554733,0.0208281132816,nan,nan,nan,462
nan,nan,nan,nan,nan,nan,nan,-0.00019467160951,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00764347981449,-0.0143182775852,0.0166593406013,nan,nan,nan,463
nan,nan,nan,nan,nan,nan,nan,0.000891962461984,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00847386829376,-0.0174601364257,0.016156533715,nan,nan,nan,464
nan,nan,nan,nan,nan,nan,nan,0.000678973132448,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0107993605521,-0.0210700777265,0.0359266770558,nan,nan,nan,465
nan,nan,nan,nan,nan,nan,nan,-0.000891310770969,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00993066562801,-0.0236049239213,0.0172589984949,nan,nan,nan,466
nan,nan,nan,nan,nan,nan,nan,0.00254258486317,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00839578508185,-0.0169797917499,0.0193469658538,nan,nan,nan,467
nan,nan,nan,nan,nan,nan,nan,9.61143648258e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0117329126385,-0.0286840184353,0.0259150016351,nan,nan,nan,468
nan,nan,nan,nan,nan,nan,nan,-0.00328180021875,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00921446704481,-0.0173295031481,0.0152919283156,nan,nan,nan,469
nan,nan,nan,nan,nan,nan,nan,-0.000428151273235,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00972597072356,-0.0210253207618,0.0244555910664,nan,nan,nan,470
nan,nan,nan,nan,nan,nan,nan,0.00154706936282,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00885370723878,-0.0173280095113,0.0172932736853,nan,nan,nan,471
nan,nan,nan,nan,nan,nan,nan,5.11462169216e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00921243126035,-0.0255473760997,0.0174203575418,nan,nan,nan,472
nan,nan,nan,nan,nan,nan,nan,-0.00293801761852,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00829929504058,-0.0232451210272,0.0165430065951,nan,nan,nan,473
nan,nan,nan,nan,nan,nan,nan,-0.00101809824621,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0083587964365,-0.0191582627255,0.0184317525494,nan,nan,nan,474
nan,nan,nan,nan,nan,nan,nan,-0.0015096258119,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00970191324017,-0.0251853056092,0.0178522374166,nan,nan,nan,475
nan,nan,nan,nan,nan,nan,nan,0.000356704102405,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106546931942,-0.0258026227614,0.0245590561897,nan,nan,nan,476
nan,nan,nan,nan,nan,nan,nan,-0.00103223934307,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108274007796,-0.0211033335206,0.0249233834325,nan,nan,nan,477
nan,nan,nan,nan,nan,nan,nan,-0.00221804579899,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0100300608056,-0.0191006246508,0.0207700796403,nan,nan,nan,478
nan,nan,nan,nan,nan,nan,nan,-0.00237318179657,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00878036590747,-0.0238545353027,0.0220664345203,nan,nan,nan,479
nan,nan,nan,nan,nan,nan,nan,-0.000931577037884,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109934121525,-0.023822851504,0.0165564392109,nan,nan,nan,480
nan,nan,nan,nan,nan,nan,nan,-0.00041086626367,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0101844887778,-0.0207681164173,0.0197311213148,nan,nan,nan,481
nan,nan,nan,nan,nan,nan,nan,0.00022835092822,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0130515113726,-0.0369781457987,0.0362711466654,nan,nan,nan,482
nan,nan,nan,nan,nan,nan,nan,2.07550109155e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00867945299584,-0.0208122944235,0.0193525907977,nan,nan,nan,483
nan,nan,nan,nan,nan,nan,nan,0.000791614303215,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0123427709263,-0.0299003960711,0.0212657212375,nan,nan,nan,484
nan,nan,nan,nan,nan,nan,nan,0.00177468322302,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.011257204071,-0.0205160652132,0.0178582705807,nan,nan,nan,485
nan,nan,nan,nan,nan,nan,nan,0.00115695237609,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00950280892723,-0.0156122865892,0.0213634132286,nan,nan,nan,486
nan,nan,nan,nan,nan,nan,nan,0.00130972101474,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00881866177066,-0.0123309458806,0.0188200879487,nan,nan,nan,487
nan,nan,nan,nan,nan,nan,nan,-0.000661484616462,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109100523135,-0.0256726963759,0.0288322041025,nan,nan,nan,488
nan,nan,nan,nan,nan,nan,nan,0.00165736811833,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109182024876,-0.0214650575315,0.022935944873,nan,nan,nan,489
nan,nan,nan,nan,nan,nan,nan,0.00348343606322,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0101118971718,-0.0216873521241,0.0221603214046,nan,nan,nan,490
nan,nan,nan,nan,nan,nan,nan,-0.00306972689369,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0102090046432,-0.0215214705852,0.0235478742015,nan,nan,nan,491
nan,nan,nan,nan,nan,nan,nan,0.00244225607217,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010783800366,-0.0203887241802,0.0335064104148,nan,nan,nan,492
nan,nan,nan,nan,nan,nan,nan,0.000616751537147,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108537454027,-0.0339492351355,0.0189216917231,nan,nan,nan,493
nan,nan,nan,nan,nan,nan,nan,-0.00239920409761,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00844619974881,-0.0216488381217,0.0186143061071,nan,nan,nan,494
nan,nan,nan,nan,nan,nan,nan,-0.000723081074377,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00983168171288,-0.0181720984097,0.0242935723698,nan,nan,nan,495
nan,nan,nan,nan,nan,nan,nan,0.00100651452794,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0102979972453,-0.0246508501712,0.0182899104653,nan,nan,nan,496
nan,nan,nan,nan,nan,nan,nan,-0.00383828002511,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108605254865,-0.0278177174923,0.0241586373151,nan,nan,nan,497
nan,nan,nan,nan,nan,nan,nan,0.00026582141803,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0084828197141,-0.0189090333701,0.0269369289632,nan,nan,nan,498
nan,nan,nan,nan,nan,nan,nan,-0.00258669702666,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00771408549547,-0.020875887601,0.0156713878385,nan,nan,nan,499
nan,nan,nan,nan,nan,nan,nan,0.000776234297841,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00953035378617,-0.021941176755,0.0179674142909,nan,nan,nan,500
nan,nan,nan,nan,nan,nan,nan,0.00401740600181,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0121006088452,-0.0184582749243,0.0351443381283,nan,nan,nan,501
nan,nan,nan,nan,nan,nan,nan,-0.00225267155677,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00941427228638,-0.0249426774212,0.0200088241433,nan,nan,nan,502
nan,nan,nan,nan,nan,nan,nan,-0.000523702867208,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010880202246,-0.0246502223282,0.0240970191103,nan,nan,nan,503
nan,nan,nan,nan,nan,nan,nan,-0.00229839504057,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010346011195,-0.0248783275414,0.0174591656988,nan,nan,nan,504
nan,nan,nan,nan,nan,nan,nan,-0.000190096438038,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01153729039,-0.0190305546495,0.0199755866652,nan,nan,nan,505
nan,nan,nan,nan,nan,nan,nan,-0.000416474531209,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0113716235819,-0.0305216335507,0.0274478297234,nan,nan,nan,506
nan,nan,nan,nan,nan,nan,nan,0.000939625589028,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00901747745764,-0.0169644955663,0.0195902062656,nan,nan,nan,507
nan,nan,nan,nan,nan,nan,nan,0.00148593655022,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0110979644883,-0.0281971042137,0.0218180111492,nan,nan,nan,508
nan,nan,nan,nan,nan,nan,nan,0.00254899851472,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00802540050928,-0.0115703136289,0.020500872011,nan,nan,nan,509
nan,nan,nan,nan,nan,nan,nan,-0.00239798375058,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0112768956239,-0.0325013513594,0.0190667208848,nan,nan,nan,510
nan,nan,nan,nan,nan,nan,nan,-0.000422533886661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00872319457212,-0.0201316916606,0.0228338416806,nan,nan,nan,511
nan,nan,nan,nan,nan,nan,nan,0.000506135634974,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00906204712454,-0.0179413073183,0.0254659864471,nan,nan,nan,512
nan,nan,nan,nan,nan,nan,nan,0.000918511518123,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0107467342815,-0.0219679436584,0.0292239524842,nan,nan,nan,513
nan,nan,nan,nan,nan,nan,nan,0.00176685370676,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00914997048351,-0.0186113987005,0.0267279397477,nan,nan,nan,514
nan,nan,nan,nan,nan,nan,nan,-0.0020840944076,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0110195297816,-0.0339558229934,0.0159617677116,nan,nan,nan,515
nan,nan,nan,nan,nan,nan,nan,0.000110125750473,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0111869329749,-0.0179343144475,0.0231271602551,nan,nan,nan,516
nan,nan,nan,nan,nan,nan,nan,0.00162039213042,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0107199461451,-0.0221198160246,0.0261128891936,nan,nan,nan,517
nan,nan,nan,nan,nan,nan,nan,0.000755138414109,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00962685196248,-0.0123321135101,0.0241493462613,nan,nan,nan,518
nan,nan,nan,nan,nan,nan,nan,0.000370470095783,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00875513345041,-0.0167591804916,0.0166046142078,nan,nan,nan,519
nan,nan,nan,nan,nan,nan,nan,-0.000102604814101,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0101962123121,-0.0197084244656,0.0334444396131,nan,nan,nan,520
nan,nan,nan,nan,nan,nan,nan,-7.89272626613e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00939308965037,-0.0256343528169,0.0171036788731,nan,nan,nan,521
nan,nan,nan,nan,nan,nan,nan,0.00339415402162,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106762812625,-0.0190035459009,0.0245337043495,nan,nan,nan,522
nan,nan,nan,nan,nan,nan,nan,0.000695074879378,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00745326112867,-0.0160633990926,0.0158409081137,nan,nan,nan,523
nan,nan,nan,nan,nan,nan,nan,0.000594216776524,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0107916099774,-0.0194187985932,0.0205351933044,nan,nan,nan,524
nan,nan,nan,nan,nan,nan,nan,-0.00258630775759,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0104281977183,-0.0258503618524,0.0150472973852,nan,nan,nan,525
nan,nan,nan,nan,nan,nan,nan,0.000703949938452,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0113040932423,-0.0193104523811,0.0342786547552,nan,nan,nan,526
nan,nan,nan,nan,nan,nan,nan,0.00206184021624,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0112391758575,-0.0215684584487,0.0249548006679,nan,nan,nan,527
nan,nan,nan,nan,nan,nan,nan,-0.000439615688092,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0104320066925,-0.0257430664605,0.0205674335543,nan,nan,nan,528
nan,nan,nan,nan,nan,nan,nan,0.000385409376751,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00962896007929,-0.0205136102729,0.0163463771438,nan,nan,nan,529
nan,nan,nan,nan,nan,nan,nan,-0.000490103986857,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00979846310747,-0.0199154989349,0.0208787449945,nan,nan,nan,530
nan,nan,nan,nan,nan,nan,nan,0.000530853555429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00918040749692,-0.026543840125,0.0169282699622,nan,nan,nan,531
nan,nan,nan,nan,nan,nan,nan,-2.0395879559e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00992137640598,-0.0195404527388,0.0191995211758,nan,nan,nan,532
nan,nan,nan,nan,nan,nan,nan,0.000866963256877,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0112500229648,-0.0195066972956,0.0285737301992,nan,nan,nan,533
nan,nan,nan,nan,nan,nan,nan,-0.000756984572639,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0110077746496,-0.0273942727663,0.0230310191432,nan,nan,nan,534
nan,nan,nan,nan,nan,nan,nan,0.00156278765008,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108352436664,-0.0221991033232,0.0268642594184,nan,nan,nan,535
nan,nan,nan,nan,nan,nan,nan,-0.00103872259316,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00874168338227,-0.0222498551179,0.0180535722111,nan,nan,nan,536
nan,nan,nan,nan,nan,nan,nan,-5.95758542961e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00959253469507,-0.0210492697721,0.02351095978,nan,nan,nan,537
nan,nan,nan,nan,nan,nan,nan,-0.000826468411601,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00956780703337,-0.0193223709677,0.0203377102769,nan,nan,nan,538
nan,nan,nan,nan,nan,nan,nan,0.000789796366855,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00917540828181,-0.0189981663419,0.0273837717998,nan,nan,nan,539
nan,nan,nan,nan,nan,nan,nan,0.00177592750684,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0110026968552,-0.0195428781749,0.0256365125653,nan,nan,nan,540
nan,nan,nan,nan,nan,nan,nan,-0.000908922266294,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00970968514988,-0.0236511533176,0.0162799184338,nan,nan,nan,541
nan,nan,nan,nan,nan,nan,nan,-0.00185549055392,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108840325634,-0.0204498138848,0.0279404234974,nan,nan,nan,542
nan,nan,nan,nan,nan,nan,nan,0.000993523034463,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106989345684,-0.0209273810418,0.0279081988646,nan,nan,nan,543
nan,nan,nan,nan,nan,nan,nan,-0.000816532567642,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00982997507949,-0.0222208236307,0.0305629175701,nan,nan,nan,544
nan,nan,nan,nan,nan,nan,nan,-0.00014056747349,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0111377671332,-0.0313415213213,0.0212332996267,nan,nan,nan,545
nan,nan,nan,nan,nan,nan,nan,-0.00194744406046,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0105412155859,-0.0229542920381,0.020948666636,nan,nan,nan,546
nan,nan,nan,nan,nan,nan,nan,-9.35426268684e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00895085308119,-0.0247975091899,0.0218190156025,nan,nan,nan,547
nan,nan,nan,nan,nan,nan,nan,-0.00143084886991,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00906734109374,-0.0183793813798,0.0260416490761,nan,nan,nan,548
nan,nan,nan,nan,nan,nan,nan,0.000994421191999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0128734932938,-0.0224402232435,0.0316879727427,nan,nan,nan,549
nan,nan,nan,nan,nan,nan,nan,-0.00175403615684,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00993824376617,-0.0344821648122,0.0140672037031,nan,nan,nan,550
nan,nan,nan,nan,nan,nan,nan,0.00297948474336,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00858984634996,-0.0204350005383,0.0203780088063,nan,nan,nan,551
nan,nan,nan,nan,nan,nan,nan,-0.00172266791156,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109051684012,-0.0224436583382,0.0167788335337,nan,nan,nan,552
nan,nan,nan,nan,nan,nan,nan,0.00191441285262,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0118465113913,-0.0272142191567,0.0265739923928,nan,nan,nan,553
nan,nan,nan,nan,nan,nan,nan,0.000353216441429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0091591037083,-0.0171841861406,0.019116699871,nan,nan,nan,554
nan,nan,nan,nan,nan,nan,nan,0.000798840028204,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00829340655591,-0.0182043211927,0.0176165035437,nan,nan,nan,555
nan,nan,nan,nan,nan,nan,nan,-0.00144313630941,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0077057612673,-0.0172887716225,0.0171733218953,nan,nan,nan,556
nan,nan,nan,nan,nan,nan,nan,-0.00130736896819,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.009595835431,-0.0222990398071,0.0171764080467,nan,nan,nan,557
nan,nan,nan,nan,nan,nan,nan,-0.00121560829003,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00838728975981,-0.0207801529075,0.0219383212316,nan,nan,nan,558
nan,nan,nan,nan,nan,nan,nan,0.0020902422926,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0094940113766,-0.0267526812278,0.0225479984493,nan,nan,nan,559
nan,nan,nan,nan,nan,nan,nan,0.000455347160343,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0101520727305,-0.0230567061862,0.0225456240691,nan,nan,nan,560
nan,nan,nan,nan,nan,nan,nan,0.00332451965021,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00966831037036,-0.0104644650628,0.0236751258208,nan,nan,nan,561
nan,nan,nan,nan,nan,nan,nan,-0.000440330222343,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0107891518637,-0.0260318918725,0.022287285094,nan,nan,nan,562
nan,nan,nan,nan,nan,nan,nan,-0.00273265945084,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0123479482409,-0.0362667144042,0.0229537711442,nan,nan,nan,563
nan,nan,nan,nan,nan,nan,nan,0.000478726075905,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00917616060865,-0.0181946208912,0.0219047305102,nan,nan,nan,564
nan,nan,nan,nan,nan,nan,nan,-2.10398732626e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00790988892323,-0.0208469935187,0.0188842072406,nan,nan,nan,565
nan,nan,nan,nan,nan,nan,nan,-0.00040865182623,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108598791022,-0.0200893705117,0.0180451625726,nan,nan,nan,566
nan,nan,nan,nan,nan,nan,nan,0.000360757617334,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0088929020095,-0.0146809132378,0.0185659547936,nan,nan,nan,567
nan,nan,nan,nan,nan,nan,nan,-0.000524902021794,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010495550025,-0.0252963556443,0.021981849204,nan,nan,nan,568
nan,nan,nan,nan,nan,nan,nan,0.00029721707738,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0096110462279,-0.0118763358035,0.029372494613,nan,nan,nan,569
nan,nan,nan,nan,nan,nan,nan,-0.00131030641031,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0112543993225,-0.0242190281672,0.0163295132401,nan,nan,nan,570
nan,nan,nan,nan,nan,nan,nan,0.00185147250682,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0097367712167,-0.0210627563274,0.0346445034502,nan,nan,nan,571
nan,nan,nan,nan,nan,nan,nan,0.00178296077558,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0095835222337,-0.0176921587012,0.0200373093373,nan,nan,nan,572
nan,nan,nan,nan,nan,nan,nan,0.00598943423338,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010547658749,-0.0277336820601,0.0293479917709,nan,nan,nan,573
nan,nan,nan,nan,nan,nan,nan,0.00286612763115,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0090405018039,-0.0125219929741,0.019389409898,nan,nan,nan,574
nan,nan,nan,nan,nan,nan,nan,0.00116661673449,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108912303811,-0.0206654719685,0.0279453851929,nan,nan,nan,575
nan,nan,nan,nan,nan,nan,nan,0.00137925888434,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0111631694773,-0.0277041499875,0.0204313989293,nan,nan,nan,576
nan,nan,nan,nan,nan,nan,nan,0.00245314606413,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00914779538663,-0.0150760773273,0.0315714388431,nan,nan,nan,577
nan,nan,nan,nan,nan,nan,nan,0.000177323325433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00957900731046,-0.0206416839747,0.020369828823,nan,nan,nan,578
nan,nan,nan,nan,nan,nan,nan,0.00147963397946,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00970705132447,-0.0239702924796,0.0272338369467,nan,nan,nan,579
nan,nan,nan,nan,nan,nan,nan,-0.00168047801583,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010427705987,-0.0241156250245,0.0248162017055,nan,nan,nan,580
nan,nan,nan,nan,nan,nan,nan,0.000421169434372,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010471928844,-0.0223332002982,0.021903213858,nan,nan,nan,581
nan,nan,nan,nan,nan,nan,nan,-0.00287251896812,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00951401932781,-0.0227589316219,0.0216390234061,nan,nan,nan,582
nan,nan,nan,nan,nan,nan,nan,-0.00223165260881,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106011820329,-0.0237339259408,0.0160412184026,nan,nan,nan,583
nan,nan,nan,nan,nan,nan,nan,-0.000568689203032,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00909212179433,-0.016392983923,0.0206885683231,nan,nan,nan,584
nan,nan,nan,nan,nan,nan,nan,-0.000793607222914,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108233670293,-0.0269497019319,0.0200646725775,nan,nan,nan,585
nan,nan,nan,nan,nan,nan,nan,0.00376026321748,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0104140728313,-0.0172917087493,0.0259631430572,nan,nan,nan,586
nan,nan,nan,nan,nan,nan,nan,0.002658169259,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0114132625753,-0.0276505145978,0.0230994421042,nan,nan,nan,587
nan,nan,nan,nan,nan,nan,nan,0.00191287228562,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0100933051398,-0.023473925905,0.0247682195226,nan,nan,nan,588
nan,nan,nan,nan,nan,nan,nan,0.00141332499929,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0105595328928,-0.0289361819823,0.0240641006358,nan,nan,nan,589
nan,nan,nan,nan,nan,nan,nan,0.00439696853698,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0103438119849,-0.011622281861,0.0359257156238,nan,nan,nan,590
nan,nan,nan,nan,nan,nan,nan,-0.00170477601471,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00840130346791,-0.0201452683009,0.0180536777037,nan,nan,nan,591
nan,nan,nan,nan,nan,nan,nan,0.00115114166891,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0113950273646,-0.0309727414949,0.0216643898354,nan,nan,nan,592
nan,nan,nan,nan,nan,nan,nan,0.00061056341054,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00930180095899,-0.0199361952559,0.017108964881,nan,nan,nan,593
nan,nan,nan,nan,nan,nan,nan,0.00101994567292,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0098509687878,-0.0192221484835,0.0289350775341,nan,nan,nan,594
nan,nan,nan,nan,nan,nan,nan,-0.000754448428719,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108566301066,-0.0228570623907,0.0287897350486,nan,nan,nan,595
nan,nan,nan,nan,nan,nan,nan,-0.00015041886957,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0120831993718,-0.024013295045,0.0335109795519,nan,nan,nan,596
nan,nan,nan,nan,nan,nan,nan,-0.000170892772448,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106260615375,-0.023846106931,0.0263172247648,nan,nan,nan,597
nan,nan,nan,nan,nan,nan,nan,9.12237978578e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00935379629989,-0.0185533381853,0.0270378328783,nan,nan,nan,598
nan,nan,nan,nan,nan,nan,nan,-0.00247806823149,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0127031823165,-0.0349910186189,0.0196825056658,nan,nan,nan,599
nan,nan,nan,nan,nan,nan,nan,0.000411755397299,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00814033165897,-0.013386385529,0.020836275625,nan,nan,nan,600
nan,nan,nan,nan,nan,nan,nan,-0.00123199115041,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00875494924701,-0.0201615474367,0.0198763690696,nan,nan,nan,601
nan,nan,nan,nan,nan,nan,nan,-0.0017816549732,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0082610169469,-0.024242333861,0.0168957580332,nan,nan,nan,602
nan,nan,nan,nan,nan,nan,nan,-0.00225147671415,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0097456594242,-0.0293005297783,0.0145158179577,nan,nan,nan,603
nan,nan,nan,nan,nan,nan,nan,-0.000720869552229,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0083165021182,-0.0187459077635,0.0157404692325,nan,nan,nan,604
nan,nan,nan,nan,nan,nan,nan,2.43294160719e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00730515787137,-0.0126941291654,0.0199802464695,nan,nan,nan,605
nan,nan,nan,nan,nan,nan,nan,-2.74598516679e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0118714160675,-0.0259606367083,0.0265911419201,nan,nan,nan,606
nan,nan,nan,nan,nan,nan,nan,-0.00128500392776,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00958891280054,-0.0242260051072,0.0191592422719,nan,nan,nan,607
nan,nan,nan,nan,nan,nan,nan,0.00122254273584,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00817475189405,-0.019633347089,0.0157674241679,nan,nan,nan,608
nan,nan,nan,nan,nan,nan,nan,0.00160441142427,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0103768926148,-0.0205776783366,0.0215298521131,nan,nan,nan,609
