AverageDiscountedReturn,StdEsReturn,AveragePolicySurr,AverageAbsQYDiff,MaxReturn,AverageY,AverageQ,AverageForwardProgress,AverageQLoss,MinReturn,AverageReturn,QFunRegParamNorm,MinEsReturn,PolicyRegParamNorm,AverageAction,AverageEsReturn,MaxEsReturn,StdForwardProgress,MinForwardProgress,MaxForwardProgress,AverageAbsY,AverageAbsQ,StdReturn,Epoch
-28.8955134448,15.0274514317,0.0129303,0.00349147382406,-70.167078121,-0.0103773179723,-0.0103794,-0.0185501866209,2.83737e-05,-83.3382628247,-76.8272966339,11.509,-76.7126537801,14.4254,1.0,-52.3298497196,-36.7207424376,0.0323649803748,-0.0835944058527,0.0478331237535,0.0226880553084,0.0223867,3.23872060257,20
-28.6463324236,17.3386440561,0.0163518,0.00353823425288,-66.4669196383,-0.0139322010245,-0.0139331,-0.0153153756451,2.97467e-05,-86.3077013574,-76.49663596,11.7215,-61.700114497,14.4258,1.0,-34.08543251,-18.1153101473,0.034336356178,-0.113529158382,0.0850818704255,0.0247646079782,0.0244864,3.43352493297,21
-29.4552708228,4.54748780444,0.0195681,0.00355653603308,-72.935995157,-0.0172739918111,-0.0172745,-0.0254683339126,3.06712e-05,-83.1734032775,-77.5135564469,11.9223,-53.6686548611,14.4251,1.0,-48.4790933092,-42.3495144122,0.027679279396,-0.08208778182,0.0203895307135,0.0265054755409,0.0261995,2.76995934932,22
-29.1130852446,8.29244155099,0.0220793,0.00374138209514,-69.8531633067,-0.0203355650335,-0.0203395,-0.0214931247798,3.42299e-05,-86.2527835847,-77.1166804137,12.0822,-57.7327936717,14.4246,1.0,-51.6997560898,-37.4271379634,0.0395416071192,-0.11273851824,0.0513847065509,0.0285816104669,0.0283269,3.95805496281,23
-27.3324896211,11.1941031228,0.0231965,0.00371646568283,-64.7063270772,-0.0230002151709,-0.0230044,0.00525279567608,3.37532e-05,-81.4550551133,-74.504319542,12.2603,-63.8768840039,14.5239,0.999985,-49.5760498317,-32.5745544238,0.0375101162635,-0.0645832031703,0.103246893524,0.0305526897749,0.030318,3.74563483833,24
-27.7764481117,2.58678529198,0.0261595,0.00382018539506,-66.8256493007,-0.0252955355209,-0.0253007,-0.00159066025118,3.7567e-05,-83.28231909,-74.7508125003,12.4471,-48.8002677672,14.5331,0.994159,-46.521411117,-42.2381916179,0.0369585106419,-0.0878590301828,0.0786363242995,0.0322594811512,0.0320205,3.64661540594,25
-27.4904453024,5.32936308531,0.0265741,0.00387972584115,-68.2153526016,-0.0266588444589,-0.0266649,0.00349965723742,3.87419e-05,-83.5247028115,-74.6778242214,12.6164,-52.1341280118,14.6257,0.999985,-45.971905233,-37.4465306089,0.0393976513661,-0.0850123503802,0.0677966874893,0.0333882575931,0.0331381,3.94118020352,26
-28.4625502152,10.7613049186,0.0266307,0.00407326633609,-69.656963366,-0.0267199934807,-0.0267217,-0.0080219352367,4.23911e-05,-81.2801710359,-75.8305248905,12.7624,-62.1103946418,14.6302,0.999999,-45.8598506953,-32.4281313542,0.0266882367855,-0.0621412301831,0.054042513817,0.033754254568,0.0334683,2.66770156405,27
-26.842168514,9.77439776309,0.0277734,0.0040589790781,-65.6858253451,-0.0277312707193,-0.0277289,0.011197952134,4.21204e-05,-79.857641916,-73.9099453258,12.9293,-67.6705061038,14.6316,1.0,-54.9427596175,-41.1081625399,0.0320255002321,-0.0484257762122,0.0933673234901,0.0345524252,0.0342961,3.20305299815,28
-27.4877173251,22.1688298772,0.029958,0.0041721721834,-67.435843229,-0.0291254398497,-0.0291321,0.00329314634804,4.41004e-05,-82.3112262973,-74.5204093923,13.0596,-72.3554329267,14.6108,0.997609,-49.4941963208,-25.6619389894,0.0331419614132,-0.0747931601491,0.074454230938,0.0359501114263,0.0357063,3.29233905147,29
-29.3897954764,18.9222241729,0.0320036,0.00429430702832,-69.4585259729,-0.0310218954154,-0.0310199,-0.025091319255,4.72297e-05,-88.2353528016,-77.4726985664,13.2047,-64.8106881128,14.583,0.999948,-37.0671146473,-13.6992826448,0.0429795408271,-0.133257326807,0.0557552461588,0.0373391040841,0.037084,4.29106523091,30
-30.3098981906,16.8406601986,0.0343177,0.00423669568547,-70.3928081324,-0.0335886818597,-0.0335953,-0.0354669112783,4.61365e-05,-85.6650971088,-78.5216130909,13.3535,-57.2016375772,14.6219,0.999998,-38.3011230918,-12.4131582968,0.0330761352016,-0.106767319821,0.0455189346185,0.039699960792,0.0394537,3.31505434947,31
-28.0668722348,20.9488420901,0.0359572,0.00440432035085,-69.0641275953,-0.0353677801592,-0.0353706,-0.00422817660072,5.05758e-05,-82.6573980027,-75.4501857613,13.5532,-77.932745377,14.7628,0.999937,-54.5300922243,-31.3675951353,0.0339314998771,-0.0763933818303,0.0598444511708,0.0412822443217,0.0410355,3.39118881502,32
-25.7199370313,10.7664594088,0.0378336,0.00447389775097,-63.8631733277,-0.0372114262464,-0.0372156,0.0155762727721,5.14555e-05,-78.545583099,-72.5501925278,13.7438,-52.5097480292,14.8641,0.988311,-36.9790597438,-24.0186825567,0.0335984463733,-0.0447685550828,0.102757240775,0.0429492441791,0.0427075,3.36429275484,33
-26.9375727356,11.4917143434,0.039331,0.00451488711843,-66.0099710232,-0.038779860071,-0.0387816,0.00695733916625,5.19993e-05,-83.2708590821,-74.0605982637,13.892,-63.859978275,15.0268,0.996568,-48.9815261368,-35.5502620715,0.03398132486,-0.0849242189299,0.087400428519,0.0443796972704,0.04415,3.40176168501,34
-27.7068935572,10.7516950383,0.0424358,0.00457042071518,-65.5425245136,-0.0413175387621,-0.0413247,-0.0162271661157,5.38222e-05,-80.3454073042,-72.6260124965,14.02,-74.1302579914,15.1864,0.947194,-58.4017371568,-43.8881068818,0.0367983246745,-0.10104557962,0.0615789166746,0.046434772419,0.0462003,3.37054179036,35
-27.2945029611,11.2387123348,0.0441607,0.00468606234579,-67.9492391358,-0.0435988580312,-0.0435971,0.00374051503739,5.67774e-05,-81.5637330144,-74.475801235,14.1544,-61.77736593,15.3805,0.997654,-47.8000956413,-32.1792501437,0.0330599973694,-0.0670949172325,0.0690275776827,0.0484981007541,0.0482748,3.30648130371,36
-27.0446534263,7.82783644966,0.0457701,0.00465475404283,-67.1163178445,-0.0450243398473,-0.0450312,0.00531423460001,5.61149e-05,-82.2986730724,-74.2231685079,14.2763,-61.1654822808,15.4437,0.996464,-50.4791037971,-40.7209101783,0.0332675536286,-0.0752758842991,0.0764532698355,0.0497611927062,0.0495408,3.32592511577,37
-26.9062693237,10.6617182345,0.0482165,0.00476902388663,-68.4454648769,-0.0473736736739,-0.0473736,0.00830731092159,5.81321e-05,-81.0554002031,-74.0226828446,14.3909,-57.1234472274,15.5786,0.99773,-42.5464328537,-27.0661025567,0.0323999926067,-0.0619448628218,0.063835558644,0.0516341074384,0.0514246,3.23506698262,38
-22.3221168656,10.9052817703,0.0481185,0.00481279963797,-60.4792841287,-0.0493528999881,-0.0493605,0.0675878430149,6.01895e-05,-74.4423827334,-67.7873913923,14.523,-58.4878343607,15.6681,0.991565,-40.2367272851,-29.6004758222,0.0386682145396,0.0025341676213,0.14156797886,0.0534425316975,0.0532446,3.88120349082,39
-21.5142448025,21.8005839983,0.0490886,0.00506028147732,-57.2482772412,-0.0498288058077,-0.0498284,0.0831942302752,6.65098e-05,-75.5141914866,-66.6528884984,14.6561,-50.8098294214,15.7978,0.996799,-25.1416415086,1.39683048351,0.0423850084151,-0.00625275071081,0.178563865377,0.0536803812625,0.053445,4.21045447196,40
-21.9074437362,14.1858974601,0.0504124,0.00516131932001,-59.3257485429,-0.0502565583906,-0.0502595,0.0677895522126,6.83908e-05,-72.814329384,-66.9190420954,14.778,-60.3048405987,15.9332,0.980305,-37.1510323541,-24.2566452218,0.0313590677894,0.00959823511054,0.141976715921,0.0542247585225,0.0540301,3.1976591427,41
-21.9681514796,9.80960883101,0.0520438,0.00551972260191,-59.9117160588,-0.051573164109,-0.0515734,0.0670125099654,7.85197e-05,-76.9091682808,-67.1644170803,14.9636,-41.4738462263,16.051,0.982587,-32.6906328827,-17.2494844463,0.0406570278443,-0.0300622959728,0.137265989783,0.0554025177458,0.0551632,4.11880742047,42
-27.1271588495,19.0359535883,0.0531923,0.00550493612875,-65.2358426499,-0.0531072680865,-0.0531063,0.00758815913409,7.88903e-05,-82.7667386812,-74.2144198844,15.0778,-53.9527329472,16.1545,0.999265,-29.0689173006,-7.17902436525,0.0387258141921,-0.0782056532344,0.097692147505,0.0570670707426,0.0568218,3.86808164107,43
-27.7371792895,24.504356432,0.0552985,0.00551497388742,-67.6166070168,-0.0546265701374,-0.0546291,-2.99359434008e-05,7.93487e-05,-83.1861150414,-75.0223356428,15.1852,-69.55718779,16.2488,0.999863,-43.5143100012,-3.31443636254,0.0323009166522,-0.0820385826264,0.0738788664063,0.0584756845117,0.0582513,3.22606412416,44
-26.3681940575,9.18067357683,0.0575561,0.00551387343493,-67.5324980058,-0.0566269790596,-0.0566344,0.0173856934648,8.04103e-05,-82.3524291235,-73.2889916409,15.285,-55.8476728751,16.3622,0.999988,-45.071657843,-30.4582291836,0.0350108456311,-0.0730009665224,0.0748340083615,0.0605011086814,0.0602811,3.50057919664,45
-28.2920720534,13.8228967807,0.0593247,0.00554596448525,-66.7499779574,-0.0584493299459,-0.0584503,-0.00636611246741,8.09808e-05,-82.082554028,-75.6664119003,15.3766,-64.6730051862,16.4499,1.0,-50.0065253458,-27.3248189989,0.0311857107749,-0.0704114037567,0.0829481013449,0.0623177817441,0.062107,3.11632883419,46
-27.237360709,9.95637906018,0.0611451,0.00566181282911,-66.6735517552,-0.0602782817181,-0.0602767,0.00674619848867,8.25383e-05,-83.0412054562,-74.3577616247,15.4719,-66.5227013176,16.4851,1.0,-51.9598876258,-38.9074285721,0.0333383607621,-0.0801452222278,0.0840122168722,0.0641507765504,0.0639513,3.32836361416,47
-28.1739711153,6.15065559206,0.0636545,0.0057322979057,-68.0881678126,-0.0626556799916,-0.062661,-0.0048783986004,8.52545e-05,-82.767474211,-75.518155221,15.5789,-54.2503887643,16.4893,1.0,-46.7102073469,-37.2349959087,0.0328411554784,-0.0775135725744,0.0696357281307,0.0662778436796,0.0660946,3.28452239501,48
-27.2417821054,22.5906093684,0.0657774,0.00579068333816,-66.7594073786,-0.0644722772075,-0.0644773,0.00633029433567,8.84855e-05,-83.0325199498,-74.3975525625,15.708,-74.6928955193,16.4984,1.0,-45.4274353466,-16.000269795,0.0346513603421,-0.0800154908061,0.0827286960984,0.068160786119,0.0679684,3.46580608733,49
-27.5097109395,9.78890543518,0.0670721,0.00570775447194,-66.7673586695,-0.0663758656258,-0.0663728,0.000771270289068,8.4234e-05,-81.46226362,-74.736816857,15.8106,-58.8879419663,16.4726,0.997009,-44.8589525174,-35.5306718107,0.0332440412317,-0.0657552672449,0.0800256537966,0.0700363183252,0.0698626,3.33339393206,50
-28.970769164,16.3222179791,0.0692961,0.00588880036378,-67.7806050159,-0.0681983134989,-0.0681994,-0.0206116421107,9.24261e-05,-82.6844615757,-76.9697074265,15.9329,-57.4180175035,16.5318,0.999193,-36.5547882626,-11.9590228113,0.0324960390409,-0.0779626323565,0.0712412924545,0.071793266374,0.0715935,3.24191990286,51
-30.2534157471,9.16330542891,0.071418,0.00589034079384,-70.8373229186,-0.0700347263141,-0.0700372,-0.0356845882051,9.24761e-05,-84.8961521847,-78.5411685479,16.0185,-60.1408693747,16.5531,0.999991,-46.5194265401,-37.4122413391,0.0345202806631,-0.0993465777517,0.0413011662437,0.0733406881857,0.0731594,3.45641637232,52
-29.7148906,18.6940035005,0.0722285,0.00574775017911,-70.2077622458,-0.0718739168725,-0.0718743,-0.0286427973298,8.5989e-05,-88.6937566284,-77.8330628825,16.1524,-64.1880789767,16.5554,1.0,-39.650986549,-14.6529258234,0.0393000666355,-0.137336224659,0.0475594727503,0.0750212889871,0.0748548,3.92831123341,53
-29.1538667115,15.9584155186,0.0738448,0.00570507474178,-69.5680999286,-0.0733384999866,-0.0733409,-0.0216856538462,8.63263e-05,-84.7023007598,-77.1411451009,16.2305,-60.2080946942,16.5552,0.999999,-48.2512444204,-20.7737137754,0.0373327504524,-0.0974783668191,0.0537365951195,0.0763114193535,0.0761583,3.74004365482,54
-28.2169058781,10.7295525532,0.0751641,0.00560862106464,-69.9610482117,-0.0747713159487,-0.074764,-0.0143893015409,8.02411e-05,-84.872863492,-75.384151678,16.3394,-57.3534636289,16.5964,0.986425,-41.6141502843,-28.5230334184,0.0360066613556,-0.114028050618,0.0416321104128,0.077454601584,0.0773221,3.44990335067,55
-27.7907937364,8.36956705741,0.0758263,0.00556364004986,-67.6917534605,-0.0757174165496,-0.0757214,-0.00452830839858,8.10211e-05,-85.5214885934,-75.41131451,16.431,-62.1072309966,16.6485,0.999931,-51.426295407,-38.9482514894,0.0349329430382,-0.105566124383,0.0731988221581,0.0783461840085,0.0782201,3.48749987329,56
-29.2594161316,15.3595794722,0.0775182,0.00559765139903,-67.0720169283,-0.0772442201706,-0.0772393,-0.0230936126775,8.06042e-05,-85.3906327623,-77.2832911901,16.5429,-70.2247621074,16.6494,0.999993,-51.7758489359,-27.555852633,0.0357276474662,-0.103912836564,0.0789609321983,0.0796171040448,0.0794745,3.57652524013,57
-29.3846533939,22.0028884338,0.0772135,0.00561504799351,-67.7169444895,-0.0773535643922,-0.0773471,-0.0249314738108,8.26998e-05,-86.0914802107,-77.4642905305,16.6208,-61.0936966427,16.6508,1.0,-42.0793282602,-4.61096550884,0.0360466059276,-0.111361687876,0.0724817311314,0.0798689876276,0.0797482,3.60793019915,58
-29.1453237123,11.0776782651,0.0787534,0.00557874947121,-68.660608738,-0.0786541278892,-0.0786676,-0.0213932979007,8.26573e-05,-86.3809092483,-77.1106066337,16.7314,-54.8494082367,16.6508,1.0,-43.5979404391,-28.013052866,0.0368170454114,-0.113866037362,0.0630255047463,0.0808087147124,0.0807092,3.68211928704,59
-29.1878812396,13.2039073522,0.0794248,0.00551081083951,-67.0640588731,-0.0794285990806,-0.0794238,-0.0226787967167,7.85995e-05,-85.7282413713,-77.2377120372,16.8024,-57.9068307315,16.651,1.0,-37.7422317664,-20.8559768159,0.041121412074,-0.107538238219,0.0788541787156,0.0814810254167,0.0813534,4.11668811256,60
-28.8476608079,12.8236900723,0.0801935,0.00547954518489,-70.4376478302,-0.0800922912571,-0.0800904,-0.0178086378513,7.67032e-05,-81.9001461427,-76.7502444939,16.9144,-54.3720969883,16.6512,1.0,-44.4947650086,-22.5382995577,0.0331219699074,-0.0696115253982,0.0453595691173,0.082095144895,0.0819874,3.31615067269,61
-29.1761857085,8.71133703828,0.0819509,0.00549212074722,-70.4759307175,-0.0814633884118,-0.0814657,-0.0221859086308,7.88612e-05,-85.1289823079,-77.1911476912,17.0178,-61.3137000873,16.6511,1.0,-55.2137408269,-40.265909454,0.0377204324655,-0.101692330333,0.0449416720974,0.0832842470708,0.0832043,3.77538878841,62
-29.0080658478,5.74168733236,0.0834069,0.00542890531263,-68.8405791606,-0.0829129305904,-0.082915,-0.0193641268003,7.77775e-05,-86.9837965654,-76.905584748,17.1016,-40.9861031454,16.6511,1.0,-35.053720068,-26.7086123777,0.0389141378884,-0.119807773297,0.0612224983395,0.0846920309503,0.0846163,3.89489330235,63
-28.9555934123,11.3700303169,0.0849351,0.00530201708954,-67.8367762362,-0.0845000486221,-0.0844925,-0.0195658135435,7.32311e-05,-83.5987007834,-76.9310777884,17.1799,-55.1603553672,16.6511,1.0,-42.6013295697,-29.0896609679,0.0400921026351,-0.0859542508581,0.0714495560461,0.0860736712868,0.0859888,4.00971997305,64
-29.1198286741,18.1703996898,0.0861084,0.00531862188253,-68.9416571684,-0.0856578315674,-0.0856729,-0.0221485896037,7.27651e-05,-86.1503790888,-77.1811688786,17.2709,-65.9330635048,16.6511,1.0,-44.6775953237,-20.7503987277,0.0365962427929,-0.111928769756,0.060046781017,0.0872983620011,0.0872254,3.65689190912,65
-30.0318607033,13.6623266698,0.0865941,0.00530984971358,-72.2208116712,-0.0862535167458,-0.0862415,-0.0321690672766,7.34816e-05,-84.8841203951,-78.1889495802,17.3285,-53.964382922,16.651,1.0,-35.7622232825,-22.1322687996,0.0339171140782,-0.0991514659592,0.0272225464371,0.0878184757108,0.087727,3.39621576466,66
-29.7847706892,11.1039431079,0.0876529,0.00528506911952,-69.5731826481,-0.0872465517635,-0.0872448,-0.0291040801752,7.22916e-05,-84.3354140861,-77.8778515495,17.3957,-55.4557883884,16.6511,1.0,-43.8956119597,-25.756201148,0.0341136867641,-0.0938048592524,0.0533390592948,0.0887453792944,0.0886726,3.41452328808,67
-28.9757437557,10.5824288464,0.0887718,0.00532540440708,-70.5773591099,-0.0885726457959,-0.0885696,-0.0195702255154,7.53861e-05,-85.1430872799,-76.9198579736,17.5111,-63.2180359076,16.6511,1.0,-45.1895038441,-37.3253908661,0.0379138149373,-0.102246791379,0.0440104204244,0.0900312773761,0.0899529,3.78788956525,68
-29.760637872,8.39932354863,0.0901966,0.00516526880481,-68.5478372803,-0.0898158136646,-0.0898171,-0.0287807351488,6.98192e-05,-89.956723608,-77.8455042019,17.6132,-51.1293408939,16.651,1.0,-44.0925969386,-29.7803701862,0.0389542735628,-0.149974054367,0.0643010338172,0.0911542721359,0.091089,3.89464747035,69
-29.4577198163,6.52841433493,0.0911664,0.00528347662265,-70.90899239,-0.0908572404158,-0.0908662,-0.0246689840989,7.25815e-05,-86.1424342355,-77.4353923532,17.6908,-49.882478371,16.6508,1.0,-40.1192341445,-33.8660736335,0.0388017696061,-0.111573627499,0.0406926518795,0.09207050922,0.0920177,3.87657562187,70
-29.5881195973,19.4572429186,0.0923853,0.00520101485627,-70.369341069,-0.0920138265557,-0.0920126,-0.0268246893755,7.09827e-05,-86.1362017776,-77.6467128812,17.7964,-70.5773847386,16.651,1.0,-46.3232068535,-17.1906696499,0.0326519746373,-0.111720235307,0.0457409576248,0.0932083428708,0.0931471,3.267552839,71
-29.3446217254,10.9873023379,0.0932645,0.00518875586618,-71.8677395795,-0.0929529758787,-0.0929449,-0.0247539312376,7.12212e-05,-86.2247032112,-77.4470415191,17.9294,-54.3673942118,16.651,1.0,-43.2430777767,-25.6017070709,0.0319962266424,-0.112764234054,0.031010395484,0.0940975184672,0.0940295,3.19969799604,72
-29.5561638388,11.7318567521,0.0949429,0.00517062579877,-71.2081512356,-0.0941938886674,-0.0941903,-0.0267933104665,6.96154e-05,-86.9759924544,-77.6463927438,18.0213,-64.6165378672,16.6513,1.0,-46.1668155118,-35.2842480479,0.0376652332628,-0.120034218695,0.0376838545187,0.0953739312873,0.0953018,3.77014389425,73
-28.8625488508,9.39893699343,0.0962032,0.00518121036615,-71.1881539844,-0.095622502728,-0.0956292,-0.0182216391091,6.96105e-05,-83.9007932638,-76.7957863376,18.0728,-67.0204208969,16.6513,1.0,-51.2249210567,-42.3609850573,0.0335858184492,-0.089282927407,0.0377214355649,0.0967593376863,0.0967001,3.36163708487,74
-29.2251539598,24.6164127691,0.0982992,0.00523662473444,-70.453421883,-0.0973439640955,-0.0973452,-0.0227627520471,7.29612e-05,-83.9374136692,-77.2459159886,18.1943,-61.7739827011,16.6513,1.0,-28.7281741085,5.97557329933,0.0319921914323,-0.0898132090106,0.0450863391639,0.0984131415796,0.0983449,3.20138594283,75
-28.900655721,11.966770043,0.0986416,0.00522831952518,-69.4187307115,-0.0982174197381,-0.098212,-0.0184679936852,7.27619e-05,-83.7107232137,-76.8143658988,18.2782,-56.1711290458,16.6512,1.0,-38.5780432624,-22.5240344833,0.030472974826,-0.08723697496,0.0549611172895,0.0994517045952,0.0993779,3.05220141258,76
-29.2748480623,9.4164229531,0.100935,0.005186493902,-69.1410724966,-0.100408225509,-0.100413,-0.0234297669571,7.05188e-05,-83.924289957,-77.3101472792,18.3639,-62.8192561052,16.6512,1.0,-51.1031920585,-36.8412984314,0.0341242125962,-0.0897353739047,0.0577642055776,0.101490115136,0.101444,3.41881973749,77
-29.7113332041,7.75561123227,0.101583,0.00518730422203,-69.5987151136,-0.101013585106,-0.101005,-0.0289746991294,7.07731e-05,-85.6254868244,-77.8683078008,18.4468,-56.0012741902,16.651,1.0,-47.3774870148,-36.5976987218,0.0358595130269,-0.106450357082,0.0538271808412,0.102126770298,0.102068,3.58531660074,78
-29.0514585377,11.2333007119,0.102654,0.0052181846653,-70.0034576742,-0.102101192626,-0.102112,-0.018008324663,7.20055e-05,-85.062131939,-76.6097868059,18.5437,-62.8672107272,16.6747,0.996232,-50.4337539729,-32.7551585774,0.0356031428923,-0.103309938189,0.0481277015408,0.103169523972,0.103115,3.55841348063,79
-28.5340202184,11.3476085291,0.103705,0.0052062711169,-66.550861996,-0.103429277068,-0.103429,-0.0214378011939,7.06771e-05,-81.1614124189,-74.8531468265,18.6464,-56.5433757863,16.7563,0.969834,-45.0855289189,-28.810356283,0.0344986580116,-0.0897106706118,0.0674037648909,0.104469972139,0.104396,3.21780326377,80
-29.7159306437,8.561202225,0.105149,0.00526654017673,-68.584717744,-0.104618232682,-0.104623,-0.0284508730629,7.36198e-05,-83.7797824058,-77.8106527072,18.7434,-48.6428243689,16.8511,0.999988,-38.1587948674,-26.1479419024,0.0378174540283,-0.0881149605506,0.06372215731,0.105747666948,0.105671,3.78269029915,81
-29.0487510071,8.38954434273,0.106402,0.00512967355487,-71.0556007814,-0.105857270169,-0.105849,-0.021520538405,6.81142e-05,-86.2549796639,-76.6040979648,18.8415,-50.6574319454,16.8177,0.993203,-43.5748452984,-29.8971118543,0.0367171819747,-0.12071487326,0.0351178721639,0.106823379477,0.106772,3.58993385988,82
-30.0657052131,11.1486221348,0.107576,0.00515334238069,-73.9021927765,-0.107138415523,-0.107139,-0.032855415806,6.99385e-05,-83.7074624335,-78.254978291,18.9362,-65.7628746709,16.8506,0.999997,-50.630570974,-37.1699882055,0.0261995151136,-0.0872603036132,0.0107313634815,0.10810918888,0.108059,2.62228150514,83
-27.9735768393,5.25246517696,0.108599,0.00518928344583,-64.9789809458,-0.108131262403,-0.108129,-0.015469370146,7.20361e-05,-85.0877185883,-73.4987071566,19.0244,-48.8507296269,16.8439,0.959776,-39.8799491227,-35.482667301,0.0415838285425,-0.144959744459,0.0777569490341,0.109088856139,0.109043,3.70967291621,84
-28.8547125316,11.0064903365,0.10989,0.00516144278946,-68.5702729966,-0.109396990614,-0.109397,-0.0186650902461,6.80287e-05,-84.6893162917,-76.8383138918,19.122,-76.2083275456,16.897,0.999999,-57.9515180087,-46.7404598583,0.0370152229891,-0.0969528084466,0.0639625989444,0.110342149663,0.110286,3.70531485389,85
-29.4805242247,11.3500330763,0.110374,0.0051834772475,-71.8864851874,-0.110271021034,-0.110273,-0.0260465009307,7.03975e-05,-88.4731209167,-77.5774154275,19.2186,-63.4642865426,16.9625,0.999994,-46.6558843948,-31.7428691353,0.0322007117345,-0.135133391673,0.0308973790797,0.111216823752,0.111172,3.21503672663,86
-29.4149024849,9.51242586,0.11113,0.00517006942981,-69.629745989,-0.110998125304,-0.110999,-0.024470891963,7.05974e-05,-82.9888947835,-77.3667937369,19.3082,-52.7996793476,17.1582,0.999351,-41.4381230806,-28.4605260593,0.0336482227178,-0.0807523940111,0.0531295801683,0.111912537013,0.111849,3.35393177725,87
-29.5308270045,13.1856448615,0.111624,0.00510942744321,-71.7805593609,-0.111424345058,-0.111425,-0.0266110225901,6.86207e-05,-84.6811430562,-77.627037532,19.3987,-65.8748647955,17.2675,1.0,-44.7088590798,-29.5857644389,0.0331177290827,-0.0969156867668,0.0316864495452,0.112457715777,0.112405,3.31543078623,88
-30.0945711274,10.8435717928,0.112683,0.00513795110796,-70.4553895196,-0.112513031677,-0.112508,-0.0342724883221,7.25001e-05,-86.5934859017,-78.4010686744,19.4433,-48.8420504609,17.2793,1.0,-30.6710130622,-20.9787426567,0.040672133248,-0.115785531373,0.0451280772928,0.113399374394,0.113346,4.07390482012,89
