AverageAbsY,AverageQ,MaxReturn,AverageAbsQ,MinEsReturn,StdEsReturn,QFunRegParamNorm,AverageReturn,AverageAction,AverageQLoss,AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,AverageY,AverageEsReturn,StdReturn,MaxEsReturn,AverageDiscountedReturn,Iteration,Epoch,MinReturn
2.93037664483,-1.36299,4.17069653992,1.49722,-17.2290484507,4.13489603274,11.4914,-3.38563707616,0.203228,21.9558,0.663174,4.14422593584,11.7094,2.78123656571,-4.35843752914,1.0284199823,12.2393397603,-1.64675739857,9,9,-4.89943183597
1.45491434677,1.1861,-8.05496554006,1.35368,-17.7382296402,2.78964944192,11.8066,-8.25678178468,0.99997,0.44262,-1.57038,0.405261619355,12.3667,1.2214224416,-8.06978884215,0.067302908305,2.02728491352,-7.97328127102,10,10,-8.45410007924
1.34481225098,0.472655,-8.06539617065,1.33169,-18.7788370444,1.39195436215,12.0582,-8.25830864046,0.999996,0.0561699,-0.443002,0.178314212016,12.3983,0.47414618395,-7.75505182712,0.0664539841017,-4.8774091372,-7.97478218872,11,11,-8.44279206403
1.84710862541,-0.344045,-10.0328202841,1.84111,-16.892203818,1.66261446663,12.6446,-10.2336306141,0.999992,0.0684912,0.59346,0.196481544851,12.8144,-0.344829696234,-7.17520736552,0.0835074119246,-3.94756168222,-9.49746545594,12,12,-10.4449443962
2.2947179557,-1.19003,-5.57464419514,2.2847,-16.3346093134,2.57919306122,13.3929,-8.54912256012,0.998534,0.0853473,0.38212,0.217079945291,13.5802,-1.19002134342,-10.193329975,1.41588215916,-3.25330271611,-5.21457194575,13,13,-11.631285021
2.61688636301,-0.666663,-5.88147541236,2.60447,-36.6473808115,10.6548501004,14.3449,-8.86772772298,0.999996,0.119461,-0.934904,0.255428126499,14.4418,-0.664593179614,-15.8203903043,1.33493719142,-5.82997149303,-5.46067719888,14,14,-11.3530495954
2.98437250462,0.206182,-5.64487443474,2.97187,-24.4887677427,5.92772446575,15.2111,-8.69170906919,0.999999,0.138371,-1.67554,0.269636586208,14.4673,0.20776604673,-10.3163791444,1.4447046092,0.682896028759,-5.33433708959,15,15,-11.4300268822
3.41844585632,0.67087,506.788739312,3.40191,-19.3258244297,143.559688872,16.0887,472.633452286,0.686644,0.17528,-2.6716,0.296873178466,15.1951,0.67144423842,92.892947874,18.3508647582,337.413663787,122.050994782,16,16,434.855996417
4.24901909711,2.09299,526.03881484,4.23267,246.906702563,86.5344024206,16.8601,170.322630108,0.625749,0.212449,-4.20221,0.311259150632,16.066,2.09444051072,347.061015017,135.584873582,477.360319004,73.7015259394,17,17,63.4196287475
5.15153870146,3.35063,1004.76805005,5.13468,230.358596048,80.1831802686,17.5771,1002.84424456,0.324493,0.246613,-5.47773,0.33092158528,16.9297,3.35209613938,343.693080701,1.14511287245,403.598306701,109.850858841,18,18,1001.42767211
6.15219463079,4.74831,446.063115652,6.13365,311.769576836,62.6115801801,18.3267,220.579270957,0.545664,0.339546,-6.9283,0.370360849488,17.8102,4.7501957857,400.315352597,134.966640212,444.809950226,83.350313608,19,19,70.6851699217
7.13317275389,5.96947,1029.96434508,7.11555,10.8075725718,108.410780357,19.0967,336.673391141,0.650637,0.498904,-8.19866,0.429212789482,18.6059,5.97190816724,172.753881813,348.922873177,291.684379333,72.8134591003,20,20,43.4999472239
8.1249520091,7.13073,485.094909854,8.10949,6.68239397192,24.6474983316,19.7458,82.3464665021,0.779103,0.670729,-9.33816,0.472371944495,19.3203,7.13400516658,53.6537820646,108.429625949,88.1841374691,47.0029951955,21,21,12.674858605
9.12755569161,8.23656,472.46398129,9.11191,15.4649664519,148.037143987,20.4458,116.53859354,0.768039,0.723086,-10.3871,0.505729964775,20.0576,8.23939033323,148.259474904,114.913280801,430.743986324,60.8363698106,22,22,28.9407674919
10.2219575767,9.39562,411.692181931,10.2045,126.339805813,62.5766972033,21.1147,114.792972993,0.745757,0.919209,-11.5072,0.546990503511,20.7252,9.39905135167,216.330282136,97.5159569774,281.77347541,63.0357039497,23,23,32.7604764516
11.3001066658,10.5389,621.42193836,11.2876,21.9998986879,165.685328563,21.7495,393.508498939,0.641172,1.10631,-12.5777,0.580697635684,21.46,10.5424689871,197.121922425,105.646270727,492.723057281,122.240790956,24,24,98.5552894929
12.1791506785,11.4412,955.278773069,12.1639,7.4221762301,140.703926102,22.4019,174.027628154,0.669855,1.32193,-13.4992,0.630462744229,22.3251,11.4453216974,171.460416009,224.597711138,338.71026933,60.3326155699,25,25,11.8405044965
13.1839328273,12.4623,483.961548431,13.1701,-1.06955024245,127.429454112,23.09,270.205665712,0.706327,1.54307,-14.4636,0.670342143446,23.0457,12.4660080757,84.8834134146,86.9805792639,337.772748008,102.605024855,26,26,44.918674745
14.0392708113,13.3307,1000.52389617,14.0247,-25.5330285921,124.878767182,23.7447,477.616979021,0.611085,1.55649,-15.285,0.701454332499,23.7555,13.3338045874,121.35015954,257.671690633,352.611756842,116.761778572,27,27,233.273973363
14.8301619514,14.1019,1163.53479434,14.8139,22.3382033869,206.382177956,24.4512,141.951096186,0.690798,1.81117,-16.0236,0.754911560406,24.2922,14.1058766241,209.388961069,302.292480194,531.252204076,36.0873161358,28,28,-27.0123046954
15.8605191143,15.1446,459.984990481,15.8473,18.1888505863,376.764336329,25.1655,362.684974295,0.728013,2.0815,-17.0954,0.805449089198,24.7313,15.1487787799,336.432834194,28.778431649,865.64619697,132.351500911,29,29,301.783049303
17.0265753657,16.3526,392.094514121,17.0146,59.8631276812,110.00557365,25.8639,287.984660454,0.765017,2.19534,-18.3521,0.839741329219,24.9829,16.3576371341,195.854399691,24.9860584117,384.356554069,118.709642231,30,30,236.509134821
