MinEsReturn,AverageQ,AverageAbsY,MinReturn,AverageY,AverageAbsQ,AverageQLoss,AverageAction,MaxReturn,Iteration,AverageDiscountedReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageEsReturn,AveragePolicySurr,Epoch,AverageReturn,StdReturn,PolicyRegParamNorm,StdEsReturn,MaxEsReturn
14.2092496251,4.46065,4.46261284209,259.772553373,4.46161942727,4.46466,0.0978046,0.675786,407.695243404,33,125.121702912,23.3374,0.139788586668,248.944260169,-4.65954,33,300.749270945,26.6052810308,30.7605,132.31760381,364.040622149
84.9469689537,4.66146,4.66366963046,268.105858646,4.66263206187,4.66561,0.0971471,0.560706,341.119499488,34,154.805323416,23.7733,0.142307342434,217.806391475,-4.86045,34,291.35283894,17.8836760443,31.2048,96.5993119703,403.219784336
47.3366093654,4.84967,4.85192623035,333.239400558,4.8511188424,4.85335,0.0974112,0.584298,495.494065694,35,154.78582407,24.241,0.14531378992,206.297611532,-5.05464,35,391.411351972,42.3547096078,31.6243,105.517554109,341.433051822
16.0771482253,5.03847,5.04000659247,316.596552126,5.03928509446,5.04257,0.110252,0.563082,415.49808245,36,158.85621602,24.6884,0.151339251745,188.510082279,-5.2477,36,353.40087008,16.3595784188,32.0682,129.459709999,367.83439805
51.2863437674,5.24492,5.24670202827,293.80982883,5.24605534984,5.24897,0.120294,0.589237,336.760913019,37,160.661497651,25.1212,0.155945509312,269.577562222,-5.46042,37,313.883489402,9.02473491971,32.4675,138.166547453,475.940457792
14.0392697972,5.47607,5.47813553802,502.021162431,5.47759927768,5.48048,0.132287,0.594746,555.452829323,38,214.994562057,25.6037,0.163582901597,244.696831999,-5.70259,38,524.060757186,13.4317437854,33.0049,155.498252637,554.521217221
35.091027437,5.71487,5.71675251755,340.781033505,5.7163344733,5.71868,0.119015,0.648244,547.302431797,39,189.208667362,25.9944,0.159936760595,288.685991683,-5.94264,39,435.979863061,59.017395508,33.464,191.893126704,615.067792876
85.8497028769,5.94006,5.9417231192,264.97927039,5.94084251008,5.94475,0.146098,0.623129,284.35713966,40,148.95473554,26.4635,0.172570402271,273.295900781,-6.17748,40,273.222542436,4.15531248622,34.0054,131.825323994,444.300366705
190.139069409,6.1726,6.17503890669,419.018174222,6.17456982653,6.17716,0.157581,0.699831,505.990268525,41,204.049805452,26.9008,0.175913004517,398.697234127,-6.41904,41,458.747041171,22.0894191363,34.525,137.562040572,562.672572668
44.6666893812,6.41207,6.41401407122,350.670967317,6.41353561837,6.41724,0.16638,0.656157,938.773696497,42,215.887647247,27.3376,0.183803315753,204.943013636,-6.66861,42,692.673670557,138.064754909,34.9733,138.418150413,435.396038271
85.3967979994,6.65286,6.65450428013,417.673437386,6.65408681992,6.65798,0.200086,0.739384,490.030812202,43,199.792672527,27.77,0.19330802583,315.309019184,-6.90977,43,451.442478163,17.8060664232,35.4283,104.57899012,424.115405488
9.04957203622,6.87106,6.87297363546,364.659773317,6.87253804757,6.87626,0.194012,0.778552,479.21999873,44,195.092777374,28.175,0.196738903203,278.189880152,-7.1245,44,428.322528756,29.1201293861,35.7769,167.627518257,501.279513444
11.7538991037,7.15388,7.15574696442,441.083607488,7.15500686632,7.1597,0.179169,0.707262,668.414113792,45,211.452028434,28.5558,0.192140437342,225.139799309,-7.4143,45,570.122740345,59.0832401744,36.1823,173.650262518,521.012170631
44.8621724028,7.36132,7.3633187593,355.829087234,7.36264995035,7.3672,0.2062,0.77365,408.410875717,46,180.001286177,28.9616,0.208981481624,227.175444001,-7.63053,46,375.504023164,13.2362512034,36.6041,143.429288778,525.926808212
33.9811963385,7.61908,7.62103031156,373.020695962,7.62044591887,7.62536,0.215176,0.747054,533.385452122,47,190.323478387,29.3492,0.20693751991,254.446763158,-7.88442,47,413.872802079,41.7463655506,36.9627,148.855409341,544.222173066
38.4172827962,7.83251,7.83429115248,354.009787853,7.83378549395,7.83859,0.220167,0.764389,454.157908637,48,182.823795354,29.6963,0.21294867394,230.713361628,-8.1056,48,379.954980213,21.7761726399,37.3652,200.211855271,655.627546618
130.778349509,8.08815,8.0915104964,361.013518535,8.09100214028,8.09376,0.244154,0.764156,490.650633351,49,185.297265439,30.0569,0.221823551229,318.041809678,-8.36103,49,391.669946024,29.1152367283,37.6751,75.8714637613,404.913433665
41.6032700385,8.31287,8.3139751121,381.712933634,8.31358068621,8.31911,0.236028,0.697298,514.562855627,50,191.186752949,30.3982,0.215403172006,261.897834439,-8.58818,50,424.286346106,39.2021879359,38.0073,156.437161131,587.634425057
17.8124959004,8.5708,8.5716241498,256.237628553,8.57129360841,8.57692,0.243912,0.727131,599.933395964,51,185.753623585,30.7317,0.227075090162,200.546742641,-8.85403,51,433.855517954,122.657606932,38.3164,105.694211972,397.371239379
47.2400700924,8.76364,8.76629724877,408.811856715,8.76582830827,8.76978,0.313097,0.690232,501.807231688,52,198.594266622,31.123,0.24361063707,217.38966444,-9.05287,52,463.584751089,17.4931582159,38.6451,118.70011709,428.151778458
51.0129617714,9.03225,9.03454933506,391.112326263,9.03385290004,9.03918,0.296558,0.764107,471.89633764,53,191.789847675,31.4885,0.244877309361,284.978112915,-9.31754,53,427.811204234,17.7369788398,38.9412,117.302617792,477.806166243
31.9835433579,9.22527,9.227490498,400.754316374,9.22717935231,9.23176,0.299687,0.652633,469.875531022,54,192.718010031,31.8011,0.250508812952,289.211954483,-9.51946,54,428.650198725,18.0595922389,39.2032,144.109345211,471.882536375
35.3893049798,9.4771,9.47982193875,348.654960974,9.47900185058,9.48334,0.315592,0.680347,569.398841736,55,205.789695919,32.1351,0.252114178226,235.356470942,-9.78784,55,507.298392202,33.6147171521,39.4752,99.7630807905,427.620145523
75.9578600318,9.69108,9.69389250636,408.9942671,9.69310557833,9.69869,0.343756,0.719358,458.640650976,56,194.189119407,32.4879,0.264850939185,254.999075508,-10.0024,56,439.199621412,12.205386092,39.8,97.2941938846,384.055534596
59.5324295868,9.93012,9.93296426062,346.864354778,9.93218888525,9.93767,0.335188,0.718951,518.29238936,57,200.59002073,32.8242,0.267993820486,257.739882826,-10.243,57,470.5938776,38.0599090778,40.0294,136.101793826,460.970781107
149.333269681,10.1831,10.1863536856,325.405376086,10.1854339456,10.1912,0.350469,0.688569,600.30119049,58,209.551221972,33.2134,0.270803872123,328.702628451,-10.507,58,533.338788302,67.8445737136,40.2929,93.0314684414,453.563124056
16.2275002136,10.4177,10.4214690036,348.885363789,10.419533677,10.4267,0.326796,0.749477,489.156230171,59,198.345830514,33.561,0.267107553507,270.91363247,-10.7425,59,460.059791723,31.67087855,40.6335,125.147672909,414.34702212
53.9311226449,10.6737,10.6772687746,307.182738027,10.6756756029,10.6829,0.36018,0.704583,472.149923361,60,188.351485633,33.9278,0.286464488368,229.118773846,-10.9933,60,422.300697963,45.163068473,41.0213,153.246280069,478.670832072
39.1123530548,10.8943,10.8980078502,300.179636742,10.8961297433,10.9044,0.344907,0.702279,680.030087793,61,194.112760792,34.2319,0.271284542031,288.456214053,-11.2147,61,448.870141237,57.3056177834,41.4228,147.059911569,472.601890309
156.145952827,11.151,11.1547941361,326.189027857,11.1536203493,11.1612,0.415638,0.721623,465.440850877,62,189.340443321,34.5583,0.292756027065,340.807373567,-11.4775,62,422.447336913,29.1125748122,41.7565,119.073790204,495.435664561
65.2454874402,11.3574,11.3609704422,410.93180541,11.3592632138,11.3675,0.435741,0.770954,452.106989601,63,192.922022111,34.9191,0.297137644107,314.404837589,-11.6882,63,434.840690798,10.3278704684,42.0981,152.07320981,574.972966156
10.6252943074,11.5757,11.5798185666,402.56019883,11.5775926993,11.5865,0.401979,0.757578,416.907265543,64,192.722318869,35.2012,0.287575419784,229.60867415,-11.8883,64,411.520903732,3.10732233272,42.4151,105.09954135,386.670473617
59.6066659055,11.798,11.8010886236,403.596297352,11.799820392,11.8081,0.444441,0.75358,427.486606983,65,191.327639288,35.4608,0.300562727286,242.756382305,-12.1183,65,415.758913403,5.95076189518,42.7373,139.855909413,395.711209062
17.524202,11.9685,11.9728654683,392.765779922,11.9709967717,11.9807,0.537682,0.760845,427.830806406,66,190.629044854,35.7829,0.328589479492,213.574731599,-12.2944,66,411.429643764,8.53129125763,42.9605,164.942934903,553.320554603
108.65837712,12.2165,12.2219533354,402.825755413,12.2194222717,12.2279,0.457535,0.754799,441.486768823,67,190.887057653,36.0862,0.316169363528,265.083837915,-12.542,67,420.955838639,9.54392742952,43.2458,100.05627595,377.879328004
9.93332624583,12.4019,12.4049374462,77.1541545932,12.402599885,12.4135,0.467004,0.762845,637.119997322,68,202.558852092,36.3819,0.315892155254,231.000274617,-12.7209,68,564.393427818,88.3911620917,43.5451,167.321658792,572.127953522
12.978974674,12.6185,12.6251579379,381.47388174,12.6213986621,12.6314,0.536264,0.753386,434.173149258,69,190.792507892,36.6233,0.332824914187,280.848999029,-12.9391,69,414.816305829,12.0144948471,43.8388,216.351975825,752.917071067
14.9133010291,12.8514,12.8541937384,384.508941903,12.8523067033,12.8622,0.504903,0.756506,465.891452682,70,191.107248077,36.9608,0.330123476309,249.85245625,-13.1748,70,412.558879595,18.2906981818,44.1495,157.259401731,500.671412158
33.9331375114,13.0015,13.0078044359,64.8120097672,13.0043722045,13.0138,0.532455,0.745557,528.535725976,71,131.035860642,37.2619,0.330048090369,213.254174502,-13.3289,71,262.120959855,168.875815817,44.3769,169.708922639,511.878447931
79.7546523441,13.207,13.2114784111,369.48691539,13.2084977934,13.218,0.524165,0.793586,422.876572378,72,185.97869319,37.533,0.331243752999,245.781885245,-13.5388,72,389.389738877,12.5061767756,44.597,98.5938309378,364.534331785
27.8840547005,13.4266,13.431168726,365.217559954,13.4286438213,13.4369,0.54249,0.745914,507.53946544,73,191.054188275,37.7964,0.326093623757,233.657263536,-13.7563,73,416.279059882,42.4237606185,44.8308,125.164639178,389.521741276
12.1844920438,13.6056,13.6109050335,63.3666367284,13.6079086733,13.6163,0.579204,0.737852,498.65986476,74,197.750715641,38.0563,0.342141119502,301.543928461,-13.9426,74,438.731976798,51.6391367348,45.0563,162.767480083,485.201206649
55.1921556936,13.7921,13.7961310755,354.668964305,13.7942277718,13.8042,0.640425,0.736826,443.903975123,75,187.806589311,38.3374,0.355241992411,228.23865399,-14.1276,75,403.815973282,23.3989268928,45.3802,100.324802344,336.257953478
102.448584229,13.9897,13.9932101179,365.797089783,13.9909223346,14.0019,0.598093,0.712977,424.613678667,76,186.27441411,38.6315,0.354140123538,282.253604437,-14.3307,76,397.245275591,16.1534439943,45.6153,110.534431767,426.806428397
12.427378686,14.1597,14.1656384269,352.991859684,14.1622790483,14.1721,0.638889,0.705665,397.358729767,77,181.371481562,38.933,0.363444783091,146.545450804,-14.4876,77,374.213076323,6.68928125664,45.8026,105.483130417,364.390349757
25.1810115865,14.3412,14.3449329682,379.199066562,14.3431428235,14.3534,0.655725,0.665561,438.231621911,78,189.328784161,39.1722,0.36486023311,236.097749271,-14.6804,78,411.033459139,17.6689193603,46.0063,136.564508489,398.387414005
31.0180508628,14.5888,14.5922705848,443.922559667,14.5900147106,14.5995,0.593211,0.686632,524.111820684,79,205.995003945,39.3798,0.356208134684,228.544101516,-14.9276,79,487.265895548,20.1474200113,46.1624,143.022276461,406.713773939
42.8641282388,14.7579,14.7627491628,389.859719511,14.7607161937,14.7695,0.613536,0.748434,542.44095815,80,197.545706648,39.6257,0.358404860838,265.047492433,-15.1062,80,473.343889924,37.2942705611,46.3289,128.190970384,464.341758661
61.6543202184,14.9606,14.9640461606,377.949501434,14.9618900168,14.9721,0.687503,0.682107,480.220890518,81,186.363298877,39.8566,0.379555557263,234.601712152,-15.3061,81,400.453725135,28.1604066178,46.5332,126.416571932,440.529363287
22.343466536,15.1731,15.1778113348,320.594223308,15.1756137699,15.1834,0.730502,0.694822,427.406734356,82,172.888031226,40.1357,0.38608169256,151.05843295,-15.5379,82,354.855386269,20.2838474547,46.7488,119.104727093,402.934699564
20.7657733739,15.2905,15.2942794473,445.414361207,15.2923022839,15.3024,0.6979,0.735962,538.003585487,83,210.666603502,40.3816,0.377665969029,214.231310728,-15.6607,83,506.554928803,20.3705817302,47.0122,126.686677315,448.170487655
60.9416724568,15.5363,15.5396429743,320.474708607,15.5380881738,15.5492,0.82447,0.744874,514.856145251,84,196.051836816,40.6669,0.398380107543,226.944500213,-15.9097,84,454.722632144,58.1415794587,47.2422,116.955836086,410.157685536
9.74438838165,15.6918,15.6957119795,251.956910714,15.694060896,15.7061,0.832332,0.766494,469.89306445,85,184.808332073,40.8909,0.397903695681,213.819049629,-16.0606,85,399.322776023,49.8259588725,47.39,125.788710526,352.799448976
8.91013039177,15.8874,15.8914508113,386.20599954,15.8904931937,15.8973,0.773656,0.731604,495.854002228,86,203.098147025,41.1975,0.398820476512,179.594432111,-16.2502,86,461.375436404,20.4624813157,47.5856,121.134712206,407.373017269
29.100243048,16.0519,16.0548792569,207.956018441,16.0534837948,16.0641,0.862297,0.743681,495.511511182,87,172.603569496,41.4443,0.408681824014,198.998413867,-16.4327,87,357.386264847,105.647297326,47.7668,133.235810693,415.236706871
51.0503418727,16.2638,16.2682774248,411.1574902,16.2665040251,16.2767,0.888663,0.789052,502.391646575,88,206.451736241,41.7201,0.400758355618,224.436026622,-16.6285,88,483.251910602,14.2273179855,48.0314,89.160752042,343.975114148
26.7698786149,16.4095,16.4133976199,468.797591257,16.4115494063,16.4217,0.726127,0.748337,536.563363891,89,209.965580181,41.9622,0.390014529376,200.36948433,-16.7989,89,510.30461438,14.4011417419,48.2336,115.995041839,405.386712437
22.7663758517,16.6214,16.6251970092,332.334143278,16.6230284494,16.6342,0.835378,0.69988,477.008405547,90,184.69734975,42.199,0.405859040984,226.334020174,-17.0035,90,402.634969436,35.0399497836,48.3985,144.856823018,407.469812714
17.9114694139,16.7804,16.7854681963,489.443993472,16.7831168942,16.7936,0.850117,0.740801,634.018061949,91,221.264447257,42.5129,0.416153603996,153.599640624,-17.1936,91,567.719798529,58.631522208,48.5411,116.861858927,363.316046978
12.5331416215,16.9541,16.958964502,442.311857763,16.9560282714,16.9696,0.987382,0.740135,510.308187035,92,200.968036342,42.7566,0.438893381933,196.128833824,-17.38,92,459.934025774,10.8836973344,48.7287,151.563456979,410.10634222
19.9733174362,17.2116,17.2178065803,525.323927539,17.2138663284,17.2266,0.93149,0.743921,602.209857115,93,221.631603207,42.9827,0.432553367267,205.343714221,-17.6186,93,572.750210038,18.1387727089,48.9287,162.779378418,516.207795901
23.9914592174,17.401,17.4061144799,450.858012186,17.4032780206,17.4139,1.09488,0.759124,498.783009853,94,205.152079731,43.2251,0.448644417166,151.141725662,-17.8224,94,477.921399899,17.3825567705,49.1037,117.723689938,338.190615837
22.9319650037,17.5489,17.5555511439,458.329762111,17.5518753905,17.5633,1.00792,0.734581,539.497808443,95,204.653134917,43.4735,0.440584260276,313.166682716,-17.9768,95,473.871080563,9.44226602441,49.254,117.050266851,455.818697734
9.87458237135,17.8281,17.8318172868,454.828558521,17.8292599924,17.8401,0.99828,0.697203,504.495751021,96,208.085053428,43.7259,0.453221270824,141.536287508,-18.2394,96,489.824466545,8.30854304419,49.435,131.866021732,452.607161653
70.6065450963,17.9777,17.9813340207,470.727358949,17.9791587152,17.9931,0.99597,0.650976,501.279578202,97,206.188173231,43.9177,0.441231517649,273.699653828,-18.3856,97,482.37526018,6.46065350363,49.6583,165.03001695,561.691270032
12.3028317293,18.1914,18.1963151943,401.606993423,18.1935095686,18.2051,0.937966,0.652809,560.615747373,98,215.845205822,44.1338,0.440812086461,197.778945296,-18.6215,98,534.454463972,33.1710450738,49.8263,149.344300083,429.256339553
8.50730028192,18.3575,18.3619607692,377.029234772,18.3591376655,18.3714,1.07315,0.723831,485.032903741,99,184.206445953,44.4054,0.453439976435,157.110911248,-18.7797,99,391.790942222,27.5584127379,49.945,187.415084781,588.777673033
25.8358108515,18.5788,18.5852924173,388.987196147,18.5806913965,18.5951,1.12987,0.661588,494.968378585,100,200.098048777,44.6763,0.467632419956,196.757445859,-19.0141,100,454.550510238,22.3064794214,50.1249,132.32029263,397.423654538
25.8877590173,18.8043,18.8096965391,452.344667227,18.806796046,18.8173,1.09234,0.703965,477.073782146,101,203.445777612,44.919,0.463054552934,194.826344524,-19.2293,101,464.726137073,5.80396696998,50.4042,162.112887223,486.462869201
20.9647463162,19.0031,19.0077810544,346.995630255,19.0046496808,19.0175,1.27075,0.652366,517.13737487,102,200.056990802,45.1192,0.481295489156,262.563967852,-19.4337,102,468.327066085,39.92163252,50.5873,151.249744558,522.622599561
8.4293716761,19.1881,19.1943848487,428.512683362,19.1908807955,19.2045,1.09296,0.708086,516.617106085,103,206.257511013,45.3427,0.469081301935,195.352868825,-19.6195,103,488.413675565,11.4418876587,50.7787,157.439317567,542.385427481
23.6066543039,19.3819,19.385941363,331.374784571,19.3834392401,19.3962,1.18282,0.669525,375.570100101,104,173.267253108,45.6071,0.477645801566,234.837924459,-19.8345,104,351.088548198,9.57880712428,50.9386,186.472846648,585.279304352
60.3500702327,19.5839,19.5882527173,127.458727423,19.5862729426,19.5987,1.42111,0.72151,374.680870763,105,168.767291066,45.8881,0.509263952743,291.342582044,-20.0303,105,341.852367092,50.064504691,51.17,192.425158743,573.881869716
47.3657659125,19.6859,19.6919552147,223.685759117,19.688962571,19.6994,1.14948,0.631446,484.616468905,106,182.986441812,46.1787,0.483510648457,238.83246462,-20.1366,106,410.239821949,100.519462271,51.3171,138.716089936,555.573894362
35.8781066697,19.8948,19.8996898906,423.951357014,19.8965875336,19.9086,1.28843,0.687425,475.613506607,107,199.737419625,46.4511,0.492444561811,181.419733811,-20.3429,107,451.339319496,15.7699648676,51.5292,119.429537454,374.492672553
11.1821516452,20.1186,20.1245557394,266.089456689,20.1216761502,20.1347,1.34513,0.670849,416.295838727,108,173.412705002,46.7382,0.504712583753,190.899314145,-20.5621,108,346.704946872,20.4584782222,51.7153,149.033432998,521.012904305
12.6943401832,20.2785,20.2839008093,266.967007743,20.2803463629,20.2936,1.37851,0.678837,363.436040264,109,165.099316886,46.9657,0.504306463175,154.288823296,-20.7434,109,316.892703974,22.9705567451,51.8682,113.269195505,326.37005525
32.8048637842,20.5252,20.5318810905,173.538003529,20.5288424702,20.5411,1.45251,0.647327,318.795415717,110,143.014451636,47.2168,0.506894116244,207.100702215,-20.9716,110,252.803671844,29.9337217687,52.0827,141.215140147,431.177660848
7.4980080195,20.5828,20.5875386976,305.498723385,20.5844053233,20.5998,1.22737,0.718416,548.587422999,111,169.454925643,47.443,0.494861677533,206.908745735,-21.0377,111,333.589532181,55.2671736953,52.2599,197.488084992,662.778401664
75.3650190821,20.8399,20.8466908711,380.661470037,20.8435323845,20.8525,1.51528,0.657399,519.559733857,112,190.798683117,47.6902,0.520621212349,217.842030304,-21.3103,112,412.727093759,39.5752697568,52.3856,131.057426521,439.625213516
92.3660914733,20.995,20.9999620638,248.95347913,20.997102579,21.0085,1.52773,0.62526,487.22905756,113,181.576414232,47.8749,0.515744394365,257.948468822,-21.4595,113,391.010435522,75.8636333241,52.4992,107.853730218,510.088567423
27.4846868814,21.2309,21.2356118642,416.901608615,21.232259934,21.2461,1.41414,0.682216,445.490716557,114,195.832710066,48.1269,0.510394663648,250.15209769,-21.6769,114,430.753158674,7.55374855208,52.6958,203.533989921,665.348065387
32.6414167629,21.3501,21.3560637747,452.779543185,21.3523980998,21.3664,1.36586,0.680928,537.566194769,115,209.376017786,48.4081,0.51256236737,222.416966164,-21.7922,115,490.401689575,27.2338166985,52.839,123.013893764,400.88265821
9.71251310127,21.4722,21.4772488689,394.462426311,21.4749377064,21.4877,1.33208,0.673693,616.052176785,116,209.672898521,48.5882,0.508384385653,269.15300383,-21.9429,116,507.405186792,101.217812083,52.9472,254.123287227,841.787498518
11.2680407935,21.5843,21.5897884864,636.428283314,21.5868049338,21.6003,1.51683,0.690885,666.627633501,117,232.048637534,48.7494,0.524105212845,224.094622801,-22.0341,117,651.416392373,8.16771705169,53.118,180.779984923,498.780887946
38.0109207241,21.8188,21.8254479259,649.167140899,21.8214826513,21.8367,1.40776,0.677974,993.341136374,118,233.831446713,48.9749,0.516711608072,336.466411032,-22.2711,118,774.513969559,139.135053932,53.238,173.143214478,562.172946853
42.2176491944,21.9385,21.944087697,365.902080164,21.9405005009,21.9545,1.52169,0.745111,686.160492468,119,217.254176337,49.1435,0.531851358783,388.790677553,-22.3886,119,565.757150136,63.2451106109,53.4201,298.349251538,964.346181829
38.9801137276,22.1596,22.1637692556,665.859431819,22.161534033,22.1714,1.21499,0.723506,693.009226115,120,234.813688182,49.2871,0.487754827743,356.348976505,-22.6075,120,682.865853168,6.99241302718,53.5978,204.495002722,646.272987413
8.5505058128,22.3005,22.3077871272,653.765325444,22.3032369076,22.3199,1.43874,0.697659,894.303893236,121,229.487503728,49.5372,0.526695344527,475.701985655,-22.754,121,693.014354224,63.9330471498,53.7363,194.505921937,616.392402527
18.2753933048,22.3233,22.331135171,561.603170624,22.3262819405,22.3461,1.29984,0.697526,615.56283645,122,223.95033369,49.7372,0.514725530733,294.565193823,-22.7675,122,590.097276007,12.8362577655,53.8678,191.691947274,640.475147067
15.9458439267,22.4789,22.483705685,469.649057185,22.4796461832,22.4941,1.47533,0.792511,503.081683411,123,204.364085659,49.9764,0.520016772721,304.731111395,-22.927,123,488.818722479,7.53518298995,54.0629,214.031571982,646.199520491
9.44852932284,22.5631,22.5728607367,748.325986385,22.5673171093,22.5806,1.72617,0.720551,763.947770082,124,241.729098352,50.1853,0.552722655917,218.601979092,-23.0483,124,757.294772572,3.53449282128,54.2473,172.518582959,479.833883025
