AveragePolicySurr,PolicyRegParamNorm,StdEsReturn,MinEsReturn,AverageY,AverageQ,QFunRegParamNorm,AverageQLoss,AverageAbsQYDiff,AverageAction,AverageDiscountedReturn,AverageAbsY,AverageReturn,MaxReturn,Epoch,MinReturn,AverageAbsQ,StdReturn,AverageEsReturn,Iteration,MaxEsReturn
-23.4563,37.335,0.0,40.0537186469,23.2652973556,23.2637,41.5499,0.848087,0.304770127858,0.981601,20.5120463048,23.2654241182,36.3407769151,69.6109402838,122,27.1754309002,23.2637,11.8720747816,40.0537186469,122,40.0537186469
-23.4633,37.4461,0.0,68.1270226341,23.2603819169,23.2597,41.6749,0.69381,0.267476044166,0.955091,22.3716997047,23.2606705292,107.239114023,114.409222997,123,94.8501142011,23.2597,6.54277668138,68.1270226341,123,68.1270226341
-23.4785,37.5557,0.0,43.7596019933,23.2273307471,23.2265,41.7824,0.647549,0.276143400689,0.848925,22.2255932822,23.2277638703,77.4596301528,80.4197924277,124,73.7775085873,23.2265,1.8424789873,43.7596019933,124,43.7596019933
-23.6196,37.6747,0.0,43.3030792778,23.3622005417,23.3619,41.8843,0.484306,0.256076772252,0.859068,20.9149407135,23.3623050757,31.9698398616,35.8180819815,125,27.3847510752,23.3619,2.82161807396,43.3030792778,125,43.3030792778
-23.4729,37.7421,0.0,46.6825278014,23.2290528206,23.228,41.9777,0.746059,0.293075752595,0.914285,21.4056633253,23.2293072697,16.6139172192,19.5591974043,126,14.7535400897,23.228,1.60531002846,46.6825278014,126,46.6825278014
-23.4732,37.8919,0.0,39.0279763511,23.2106675382,23.2092,42.074,0.794419,0.283255174092,0.987476,22.3094917911,23.2110160201,35.8896715989,40.0606103369,127,31.8206717299,23.2092,2.45386549791,39.0279763511,127,39.0279763511
-23.4053,37.9697,0.0,51.9513501298,23.1603760102,23.1594,42.2203,0.619323,0.256119063011,0.900778,23.9044008271,23.1606288879,27.4442151769,31.1356814223,128,24.5305358219,23.1594,1.87939513454,51.9513501298,128,51.9513501298
-23.3555,38.0914,0.0,39.5188221387,23.1144442464,23.1138,42.3064,0.777316,0.274305104969,0.935134,24.5804637523,23.1147833174,21.4341728251,33.2936775391,129,14.9303929249,23.1138,6.1599508808,39.5188221387,129,39.5188221387
-23.4348,38.1994,0.0,21.6099010162,23.1997074966,23.1994,42.4836,0.75612,0.274815557113,0.89779,23.6753674202,23.2002385641,22.8932957518,27.7819705124,130,19.799478541,23.1994,2.91264054674,21.6099010162,130,21.6099010162
-23.3351,38.3296,0.0,38.3518003958,23.0999842793,23.0975,42.6416,0.867455,0.29579459638,0.955342,22.5990549311,23.1003419473,25.640829231,28.0935685823,131,20.716144986,23.0975,2.0810571196,38.3518003958,131,38.3518003958
-23.2703,38.413,0.0,22.3857286518,23.0449984867,23.0438,42.7634,0.761796,0.271047040258,0.976132,23.4633092845,23.0451605952,29.7483843447,31.8854366614,132,27.5038228701,23.0438,1.37943157878,22.3857286518,132,22.3857286518
-23.1854,38.4971,0.0,28.5387999736,22.9666055197,22.9656,42.9191,0.658744,0.27014061085,0.638741,27.397723797,22.966855072,44.1494519374,47.7615261924,133,40.1424166477,22.9656,2.1812891129,28.5387999736,133,28.5387999736
-23.281,38.6241,0.0,26.9300734761,23.0740355682,23.0732,43.0303,0.570934,0.259390739317,0.893347,24.7432194112,23.0742971274,36.3200472399,38.2651434838,134,34.4870382695,23.0732,1.08437505198,26.9300734761,134,26.9300734761
-23.3058,38.7417,0.0,35.8834442623,23.09942008,23.0986,43.1831,0.885671,0.305361367635,0.982653,24.9481777185,23.0997927774,34.4177718488,37.5221269682,135,32.5164470655,23.0986,1.70278587329,35.8834442623,135,35.8834442623
-23.1032,38.8554,0.0,34.0975584251,22.9119997831,22.911,43.2631,0.456794,0.237243314427,0.844298,25.1678359124,22.9121568381,37.6292269729,39.0852718518,136,35.4716418173,22.911,1.03538194063,34.0975584251,136,34.0975584251
-23.0372,38.9281,0.0,46.6867527157,22.856667464,22.8555,43.4004,0.53999,0.25398121314,0.993138,23.8198056962,22.8568094336,33.3160696821,37.0988694866,137,26.9866794976,22.8555,2.73902452355,46.6867527157,137,46.6867527157
-23.007,39.0106,0.0,43.6460636542,22.8418456072,22.8402,43.5752,0.906962,0.304629024763,0.990598,23.6643477702,22.8419969459,32.4157979068,33.4312348009,138,31.4504952713,22.8402,0.722196288192,43.6460636542,138,43.6460636542
-22.8455,39.1457,0.0,46.7315753419,22.679092454,22.6782,43.6981,0.833546,0.279160012262,0.973635,24.5894789108,22.679306531,35.1946095436,37.1378860624,139,34.5523115106,22.6782,0.83314755193,46.7315753419,139,46.7315753419
-22.7356,39.2178,0.0,40.6203502707,22.5684317434,22.5672,43.8243,0.624254,0.248829758939,0.997132,24.8150002931,22.5686337526,34.1335426443,35.3612494586,140,30.896651377,22.5672,1.25633493506,40.6203502707,140,40.6203502707
-22.6284,39.324,0.0,40.611665261,22.4644792714,22.4638,43.8861,0.671786,0.264558112751,0.995812,22.6869848337,22.4647581132,31.6304285314,33.3144157492,141,29.8213950389,22.4638,1.03367828386,40.611665261,141,40.611665261
-22.6424,39.3896,0.0,42.2354496696,22.4641617968,22.4623,43.9895,0.734806,0.261030287998,0.995098,22.102158331,22.4644623941,30.319927964,32.2239400822,142,29.2440863114,22.4623,0.994712559929,42.2354496696,142,42.2354496696
-22.6679,39.4657,0.0,31.718766313,22.4790192951,22.4794,44.0696,0.555206,0.244581577285,0.996102,22.4167158076,22.4793656754,29.7396340584,30.6736306595,143,28.468471283,22.4794,0.789114708562,31.718766313,143,31.718766313
-22.5176,39.5826,0.0,31.615338031,22.343040696,22.3426,44.1546,0.433388,0.219253016248,0.996851,21.8886417611,22.3431377184,29.777135324,31.9518137513,144,27.3276579731,22.3426,1.24781752837,31.615338031,144,31.615338031
-22.5343,39.7074,0.0,33.2568013886,22.3538549678,22.3524,44.3414,0.854332,0.289409145401,0.995499,20.9731097586,22.354182837,28.2134618394,30.6968413636,145,26.8194498944,22.3524,1.30415773982,33.2568013886,145,33.2568013886
-22.4565,39.8126,0.0,32.8519099606,22.2855539908,22.2846,44.4181,0.439114,0.235306392214,0.996005,22.9798009136,22.2857160353,31.615162202,33.0268434403,146,29.4572733596,22.2846,1.12973746943,32.8519099606,146,32.8519099606
-22.3278,39.9347,0.0,28.5462125523,22.1510259346,22.1503,44.5192,0.479533,0.237153154417,0.995562,20.3879365358,22.1511917085,26.35986823,27.5616224274,147,25.166839908,22.1503,0.848717354359,28.5462125523,147,28.5462125523
-22.3983,40.0293,0.0,30.3233252452,22.2192256234,22.2185,44.643,0.698315,0.269649694496,0.996484,20.6366964411,22.219437112,28.4290621188,29.8262719541,148,26.99226998,22.2185,0.973459895648,30.3233252452,148,30.3233252452
-22.2527,40.124,0.0,31.3375368,22.0783060637,22.0775,44.7685,0.549443,0.237938702768,0.995623,18.6992905081,22.0784680248,23.070347283,24.2656965587,149,21.4087402401,22.0775,0.854608484616,31.3375368,149,31.3375368
-22.2175,40.2167,0.0,29.6783552974,22.0485392672,22.0475,44.8931,0.824433,0.274381845154,0.996128,18.4636818748,22.0487529647,24.1695529681,25.7451902257,150,22.6085146324,22.0475,0.841589111847,29.6783552974,150,29.6783552974
-22.2153,40.2697,0.0,27.9438862765,22.0380166223,22.0373,45.0332,0.692954,0.266800094802,0.996062,20.8009765426,22.038169827,27.2702808293,28.3907978834,151,25.9909701584,22.0373,0.828575192112,27.9438862765,151,27.9438862765
-22.128,40.3495,0.0,26.396118088,21.9598383302,21.9592,45.1662,0.65828,0.250942932645,0.995071,20.2209637187,21.9601594867,27.1899193923,28.6964825648,152,25.8381434801,21.9592,0.922175225984,26.396118088,152,26.396118088
-22.0095,40.4511,0.0,47.0224312428,21.8469237006,21.846,45.2624,0.517312,0.238996408162,0.995436,21.0598710174,21.8470213526,28.6225573393,30.1241418303,153,27.116178949,21.846,0.959931325128,47.0224312428,153,47.0224312428
-21.9805,40.6003,0.0,48.5871826625,21.8174559226,21.8162,45.3899,0.679412,0.261235488362,0.995635,19.3588150152,21.8175649155,25.3431832015,26.8151202281,154,24.3437695746,21.8162,0.680545116456,48.5871826625,154,48.5871826625
-21.8341,40.7374,0.0,49.3253678399,21.656065205,21.6554,45.5171,0.664739,0.249735592414,0.90571,20.977641619,21.6562132079,28.1469310141,40.7898020256,155,21.076679837,21.6554,7.62226403394,49.3253678399,155,49.3253678399
-21.7089,40.8839,0.0,38.7138586086,21.5418850663,21.5409,45.6688,0.835038,0.276284175645,0.867239,21.4556721042,21.5423591459,49.602710086,64.3622858861,156,37.1301937266,21.5409,9.42529019573,38.7138586086,156,38.7138586086
-21.7734,40.9421,0.0,45.9396192781,21.5909111889,21.5896,45.7301,0.456209,0.224439780763,0.880395,24.0245512256,21.5909446637,37.8449688517,45.7468495293,157,29.7058207179,21.5896,5.10945570113,45.9396192781,157,45.9396192781
-21.644,41.0566,0.0,45.9651221897,21.462318341,21.462,45.8402,0.811065,0.278771954857,0.917183,18.0829486727,21.4627093569,21.3188909074,27.7706042999,158,16.0086116299,21.462,4.32723489996,45.9651221897,158,45.9651221897
-21.5604,41.1967,0.0,56.5270848055,21.3660543218,21.3652,45.9356,0.564562,0.245463934987,0.957872,23.0323140209,21.3662407642,29.9849071828,33.8051974669,159,27.3187557573,21.3652,2.10318152834,56.5270848055,159,56.5270848055
-21.5754,41.3661,0.0,42.2306310785,21.3754744348,21.3747,45.9978,0.587779,0.242907596887,0.938265,22.2854385844,21.3758117474,34.5717226589,38.3247564519,160,32.1593176097,21.3747,2.12265945168,42.2306310785,160,42.2306310785
-21.4469,41.5252,0.0,48.6593831775,21.2497271715,21.2493,46.0985,0.454536,0.226058027121,0.863737,23.7904581281,21.2500641683,22.6379314138,26.5571644182,161,18.4497505806,21.2493,2.36191060345,48.6593831775,161,48.6593831775
-21.4538,41.5961,0.0,31.812175589,21.260058402,21.2593,46.2026,0.551478,0.241685792222,0.891229,24.7166575232,21.2602077772,27.0715754852,28.4631974775,162,24.5310896988,21.2593,1.11638963836,31.812175589,162,31.812175589
-21.3821,41.6943,0.0,35.4158111685,21.2012311401,21.2007,46.3699,0.548913,0.241000301454,0.921153,24.6012809605,21.2013031775,29.9881516661,31.7869025454,163,28.5334725506,21.2007,0.802908196261,35.4158111685,163,35.4158111685
-21.3602,41.774,0.0,38.9602526401,21.172264717,21.1713,46.516,0.592215,0.253961839817,0.926117,25.0663023607,21.1725118142,28.4463087217,31.038376608,164,24.2232179827,21.1713,1.79321001383,38.9602526401,164,38.9602526401
-21.2112,41.8915,0.0,41.1336065771,21.0296393403,21.0292,46.5928,0.342373,0.2091304852,0.865026,23.615841186,21.0297470475,32.4572506938,35.9972647484,165,30.3017819767,21.0292,1.77808655764,41.1336065771,165,41.1336065771
-21.1933,41.9701,0.0,28.4659621588,20.9995940985,20.9988,46.7126,0.480807,0.234176065222,0.805161,25.6774864736,20.9996947984,25.905472697,28.1959379308,166,23.1740263193,20.9988,1.57787427796,28.4659621588,166,28.4659621588
-21.156,42.0663,0.0,24.9232002427,20.9753738288,20.9739,46.8415,0.611003,0.248226483298,0.843422,23.2589101606,20.9755276065,24.0219673784,26.5068771991,167,22.0105909591,20.9739,1.38903708929,24.9232002427,167,24.9232002427
-21.0193,42.1199,0.0,37.0637100435,20.8412292861,20.8409,46.932,0.360787,0.202921508724,0.949477,24.2785111513,20.8414209074,36.7647371373,49.698680796,168,28.6941754874,20.8409,5.61061571901,37.0637100435,168,37.0637100435
-20.9303,42.1685,0.0,30.9916564332,20.7740099993,20.7732,47.0545,0.490362,0.236245115007,0.988703,24.9778565302,20.7740922175,34.1807962614,35.9977863707,169,31.1788861634,20.7732,1.46709817758,30.9916564332,169,30.9916564332
-20.811,42.284,0.0,47.3372983046,20.6641830472,20.6638,47.1699,0.617723,0.233666070974,0.988885,24.2592930515,20.66429934,36.0768811933,37.937177557,170,34.3465682086,20.6638,1.08006058146,47.3372983046,170,47.3372983046
-20.7466,42.3247,0.0,31.0713015145,20.5914742801,20.5902,47.3427,0.586326,0.249892307872,0.937025,25.9005053736,20.5917455284,39.7507241326,43.3642549065,171,37.3601233624,20.5902,1.66690815647,31.0713015145,171,31.0713015145
-20.6556,42.3231,0.0,22.9702079453,20.5180758526,20.5178,47.4016,0.473823,0.210847004786,0.832183,24.9268048317,20.5182626834,32.3874946987,35.3953969652,172,30.7270799436,20.5178,1.45619240381,22.9702079453,172,22.9702079453
-20.5266,42.381,0.0,42.6949942545,20.3987615315,20.3988,47.4838,0.330693,0.197225230193,0.723145,26.0550468531,20.3988919724,45.5707727189,46.6488978561,173,43.3668880036,20.3988,0.908225784107,42.6949942545,173,42.6949942545
-20.4083,42.4842,0.0,32.5674673506,20.2857055745,20.2847,47.5822,0.378942,0.20388590116,0.968219,27.5627499223,20.2859356154,42.8929749924,44.7602814648,174,39.3962408623,20.2847,1.43625217229,32.5674673506,174,32.5674673506
-20.298,42.4775,0.0,41.4766938375,20.1735889165,20.1729,47.6764,0.544302,0.231668241708,0.96707,26.553765652,20.1739296287,41.2894142257,43.2856511648,175,37.0469341604,20.1729,1.83762192062,41.4766938375,175,41.4766938375
-20.1522,42.5867,0.0,35.6665095883,20.0275732978,20.0265,47.8545,0.676617,0.260242424284,0.990943,24.7968393488,20.0277769361,38.3398640047,41.0547367148,176,35.0949875166,20.0265,1.65201680836,35.6665095883,176,35.6665095883
-19.9629,42.6797,0.0,51.4734888109,19.8388608743,19.838,47.9871,0.549049,0.228615899111,0.992431,25.206379273,19.8389838991,38.8253397208,42.9460979384,177,36.723547687,19.838,1.80350117194,51.4734888109,177,51.4734888109
-19.891,42.7542,0.0,41.5339678956,19.7752294629,19.7744,48.0947,0.394175,0.199165793812,0.925823,27.067635916,19.775442393,42.2862033535,45.0335176673,178,39.002768108,19.7744,1.70883663005,41.5339678956,178,41.5339678956
-19.7818,42.8292,0.0,52.1351724555,19.6587128413,19.6572,48.2141,0.742845,0.249260421706,0.967477,26.5218745967,19.6590570167,40.6404780102,44.1271238531,179,38.2451737539,19.6572,1.92545373018,52.1351724555,179,52.1351724555
-19.685,42.9322,0.0,42.5823034162,19.561897301,19.5621,48.3403,0.484791,0.211615632357,0.933523,26.7551490675,19.5620449471,43.4500715496,45.6034055575,180,39.8744634058,19.5621,1.54954088569,42.5823034162,180,42.5823034162
-19.5298,43.0769,0.0,43.8873262828,19.4070233084,19.4066,48.401,0.403648,0.207494973399,0.929927,23.6159096005,19.4072047399,27.68846033,29.0675853707,181,26.1166965792,19.4066,0.743736860907,43.8873262828,181,43.8873262828
-19.4699,43.2321,0.0,23.9792966571,19.3524581144,19.3513,48.5244,0.586105,0.229878342185,0.849044,25.1090442691,19.3527849115,34.022748932,42.4339244942,182,30.0523008598,19.3513,4.75027317018,23.9792966571,182,23.9792966571
-19.352,43.2898,0.0,32.3963699264,19.2251660127,19.2244,48.5993,0.397888,0.208083640034,0.968048,25.6605366069,19.2253454683,44.3147674902,47.579000895,183,40.270193729,19.2244,2.35512849123,32.3963699264,183,32.3963699264
-19.2651,43.4068,0.0,40.1255890712,19.1308528607,19.1305,48.661,0.303306,0.185883453445,0.991256,26.5596052932,19.1309222197,44.831502867,48.3068690184,184,41.4516105605,19.1305,1.84073370522,40.1255890712,184,40.1255890712
-19.1452,43.55,0.0,48.3940031287,19.0275661674,19.027,48.7039,0.485566,0.215160207505,0.989927,24.7539889783,19.027662063,42.5606669564,47.3606924898,185,41.29305522,19.027,1.70267809355,48.3940031287,185,48.3940031287
-19.0795,43.6418,0.0,55.5478436767,18.95420227,18.9533,48.8694,0.67251,0.244294186074,0.996428,25.8924607645,18.9544378714,46.0696766945,49.8332690806,186,43.8963053197,18.9533,2.05672735081,55.5478436767,186,55.5478436767
-18.9395,43.7157,0.0,43.5833814055,18.8002377096,18.7995,48.9585,0.557424,0.225960437814,0.959558,23.9874033243,18.8005768263,31.5757401853,40.9808232804,187,23.5701837104,18.7995,4.66016843388,43.5833814055,187,43.5833814055
-18.9382,43.8406,0.0,33.9612004324,18.7797509524,18.7797,49.001,0.271987,0.18023899569,0.995317,25.3172359396,18.7798709021,44.791813149,46.0742937423,188,43.1902240157,18.7797,0.797545692129,33.9612004324,188,33.9612004324
-18.7904,43.9384,0.0,40.8439700831,18.6306057213,18.6299,49.1815,0.473293,0.219049680394,0.9922,26.5770093231,18.6307807359,45.6920503077,47.6973875181,189,43.6854227881,18.6299,1.20220487985,40.8439700831,189,40.8439700831
-18.8399,44.0408,0.0,51.8255225655,18.6743935134,18.6735,49.2584,0.544043,0.221491880555,0.97197,25.7351896528,18.6745785561,47.4657704354,48.6530850979,190,45.1000812537,18.6735,0.98068827026,51.8255225655,190,51.8255225655
-18.7201,44.0595,0.0,53.2440276822,18.5516422512,18.5515,49.3201,0.406774,0.201372714582,0.850101,25.5085036988,18.5517115601,37.9609580093,39.2087368591,191,36.5289492217,18.5515,0.856518237292,53.2440276822,191,53.2440276822
-18.7253,44.133,0.0,40.0732338321,18.5539255673,18.5535,49.3989,0.435018,0.215398275579,0.713789,25.7752403762,18.5542014943,46.2523373165,48.3285236059,192,33.9348431777,18.5535,4.16013827888,40.0732338321,192,40.0732338321
-18.6794,44.1752,0.0,41.9738811323,18.5010895618,18.5003,49.5127,0.503657,0.218633545308,0.94568,24.1077363249,18.5012716334,49.5839284,55.5159799547,193,45.4603291906,18.5003,3.36699889979,41.9738811323,193,41.9738811323
-18.6315,44.2122,0.0,51.331127575,18.4590961605,18.4585,49.6124,0.409577,0.206514372262,0.996565,25.6696255174,18.4592543375,41.1332655494,42.8296786253,194,39.9098796092,18.4585,0.853820960945,51.331127575,194,51.331127575
-18.4582,44.3387,0.0,48.6425593151,18.2919364287,18.2912,49.7761,0.813274,0.2601331823,0.997109,27.1049430253,18.2922234934,43.0951826597,45.294063786,195,41.0907277287,18.2912,1.27824329463,48.6425593151,195,48.6425593151
-18.3963,44.4476,0.0,46.1514897339,18.239226512,18.2388,49.8723,0.318313,0.184599022041,0.9936,25.9002265658,18.2393943122,38.7295888892,40.0189585168,196,37.8407987399,18.2388,0.679834630012,46.1514897339,196,46.1514897339
-18.4034,44.5315,0.0,50.4421087731,18.2485903582,18.2476,50.0394,0.330314,0.196801245021,0.996299,25.2568982808,18.2487930933,39.5633424009,41.2750921849,197,35.6161154901,18.2476,1.5198096841,50.4421087731,197,50.4421087731
-18.3837,44.5648,0.0,33.8782419562,18.232483052,18.2316,50.2073,0.563287,0.225793382033,0.964841,23.2055926846,18.2327188483,25.1992600407,26.2021731926,198,24.7593133789,18.2316,0.458597830331,33.8782419562,198,33.8782419562
-18.2673,44.6478,0.0,40.3920777958,18.1075379252,18.1073,50.3044,0.361387,0.190955090866,0.992979,20.2081491738,18.1077244508,34.387638885,41.5251309482,199,-6.42622844015,18.1073,13.6685443947,40.3920777958,199,40.3920777958
-18.2361,44.6645,0.0,39.0964611437,18.0810369373,18.0806,50.4891,0.50855,0.224017338924,0.997686,24.2764487853,18.0813590812,39.0368077422,42.2827462652,200,34.4847042564,18.0806,2.60313846501,39.0964611437,200,39.0964611437
-18.1356,44.7565,0.0,40.8258654116,17.9996587532,17.9987,50.6126,0.545229,0.219136156082,0.994431,25.8408460783,17.9999001712,41.3274842778,44.8117402615,201,37.4016881688,17.9987,2.80073940859,40.8258654116,201,40.8258654116
-18.0337,44.7925,0.0,38.6937878937,17.9041897182,17.9034,50.6657,0.4048,0.209133114982,0.997302,25.8462378909,17.904297368,40.2144325876,42.6004013173,202,38.6166138325,17.9034,1.38918397717,38.6937878937,202,38.6937878937
-18.031,44.8543,0.0,35.780040084,17.9071531014,17.9064,50.7571,0.44375,0.210275260485,0.990113,26.9651139576,17.9073352897,40.3215137798,42.0073157111,203,38.6074574092,17.9064,0.89497454103,35.780040084,203,35.780040084
-17.8561,44.9063,0.0,44.7121669104,17.738179324,17.7377,50.8964,0.367531,0.195959239912,0.997741,23.0823798292,17.7383132212,33.0826668164,35.8173595371,204,29.777399808,17.7377,1.90671913815,44.7121669104,204,44.7121669104
-17.7459,44.9885,0.0,44.1598404302,17.6441151605,17.6439,50.9803,0.311196,0.188377791837,0.997415,25.9006539043,17.6442096139,37.8958056684,40.6742510857,205,35.7338117217,17.6439,1.62375756251,44.1598404302,205,44.1598404302
-17.6343,45.0666,0.0,36.8004720258,17.5369223487,17.537,51.0783,0.438826,0.201782514162,0.997016,25.5046912375,17.5371152,37.1890315277,40.2989854918,206,31.7667673434,17.537,2.17244654911,36.8004720258,206,36.8004720258
-17.5608,45.1602,0.0,45.066963192,17.4649590706,17.4637,51.1583,0.351757,0.195726374168,0.997211,26.9352955489,17.465166972,44.9826143597,50.8384533877,207,38.0715182763,17.4637,4.61653462113,45.066963192,207,45.066963192
-17.4431,45.2242,0.0,49.1848973862,17.3367793273,17.3364,51.2666,0.42082,0.203973154198,0.997399,26.7487480412,17.3370369927,42.1904556874,46.3980631852,208,38.4791915738,17.3364,2.81772853671,49.1848973862,208,49.1848973862
-17.348,45.2894,0.0,41.8086737254,17.2485786876,17.2481,51.3073,0.333518,0.188086547809,0.994811,26.2648448047,17.2487368605,42.663433942,45.4691929905,209,38.3348417284,17.2481,2.81354219848,41.8086737254,209,41.8086737254
-17.2387,45.4344,0.0,36.5973942042,17.1359892439,17.1357,51.4386,0.263016,0.176594718602,0.995081,26.8216418725,17.136100951,42.7341177919,43.5225809729,210,41.9792082092,17.1357,0.566561780077,36.5973942042,210,36.5973942042
-17.1693,45.4656,0.0,42.2704166532,17.0615186408,17.0609,51.5295,0.380452,0.198988550612,0.988749,24.6734092898,17.0616207513,36.4018454939,40.1536407044,211,32.8547719669,17.0609,2.2007155752,42.2704166532,211,42.2704166532
-17.1119,45.5622,0.0,29.7386925788,17.0054665286,17.0049,51.6189,0.287712,0.184267152404,0.968827,25.4926428504,17.0056740434,40.3193556438,45.5876340505,212,36.2943025969,17.0049,3.24799491856,29.7386925788,212,29.7386925788
-16.9644,45.7201,0.0,30.9880728329,16.8538351569,16.8534,51.7082,0.306678,0.185993706458,0.818296,24.2194803131,16.854050368,35.1775566839,38.644948768,213,31.8852607638,16.8534,1.98623724511,30.9880728329,213,30.9880728329
-16.8697,45.7881,0.0,40.1464898502,16.7630125074,16.7624,51.8243,0.346176,0.185581759936,0.827285,25.7719845409,16.7631051216,40.6172586934,43.7326222073,214,37.0838577609,16.7624,2.06306875245,40.1464898502,214,40.1464898502
-16.7972,45.8667,0.0,36.5974417873,16.6861045964,16.6859,51.873,0.368998,0.190957212088,0.945702,25.2648060417,16.6863967193,40.4276522402,42.7285903428,215,36.1164198027,16.6859,1.77506659433,36.5974417873,215,36.5974417873
-16.6867,45.9195,0.0,38.9940926777,16.579155462,16.5784,51.9302,0.296257,0.177236204864,0.997476,26.1881485438,16.5793398211,40.0545470178,41.371591223,216,38.3162064419,16.5784,0.950879759582,38.9940926777,216,38.9940926777
-16.641,45.9655,0.0,39.8954585141,16.5298676057,16.5295,52.0147,0.402835,0.192122103218,0.998007,27.3933251015,16.5301199996,43.18674323,48.0514521749,217,41.0576890256,16.5295,2.06965602416,39.8954585141,217,39.8954585141
-16.5594,46.0732,0.0,41.7148564648,16.4524861197,16.4521,52.0813,0.343972,0.185778361871,0.987418,24.3598755353,16.4526470901,46.3169594148,48.6654657476,218,41.5375087114,16.4521,1.94031017007,41.7148564648,218,41.7148564648
-16.457,46.1232,0.0,42.5360243577,16.3543015393,16.3534,52.1507,0.284265,0.171866628618,0.997966,25.6636801287,16.3544053621,40.1602949069,41.8531002006,219,39.0282418088,16.3534,0.908470598471,42.5360243577,219,42.5360243577
-16.416,46.2346,0.0,33.6182456419,16.3087282817,16.3081,52.2295,0.29255,0.178324846746,0.982356,25.7018538486,16.3089333222,43.417703121,45.590103169,220,41.0157697943,16.3081,1.40705457755,33.6182456419,220,33.6182456419
-16.2446,46.2506,0.0,41.7618935083,16.1445438581,16.1434,52.3436,0.516325,0.217229805504,0.997189,26.3080290897,16.1447668196,47.1630283955,49.79561895,221,42.1159963688,16.1434,2.30714104896,41.7618935083,221,41.7618935083
-16.162,46.3478,0.0,40.6371788407,16.0679640965,16.0676,52.3853,0.209056,0.151508500019,0.996103,26.0434282295,16.0680253287,46.6947945189,50.668794756,222,43.9623607218,16.0676,2.0137541285,40.6371788407,222,40.6371788407
-16.077,46.4318,0.0,47.0959136257,15.9843548032,15.9834,52.4965,0.424303,0.201757649164,0.989952,27.0667282561,15.9846390222,50.6198798247,54.3666990763,223,46.3844616577,15.9834,2.14529959572,47.0959136257,223,47.0959136257
-15.9913,46.4692,0.0,50.7988242749,15.8931140909,15.8929,52.5939,0.340099,0.177626799508,0.993925,24.6602886818,15.8933898322,43.8055358096,45.2671936306,224,42.6744316356,15.8929,0.728366630628,50.7988242749,224,50.7988242749
-15.9546,46.5828,0.0,45.8989192402,15.8401009265,15.8396,52.6599,0.389338,0.188746061239,0.992113,25.3524124105,15.84032716,43.5882834673,46.7122504097,225,40.5456870138,15.8396,1.97284903444,45.8989192402,225,45.8989192402
-15.8401,46.6517,0.0,40.6726103923,15.7227706754,15.7222,52.7375,0.350785,0.176228691285,0.985352,26.8871574695,15.7230803237,51.8584161049,54.7356830009,226,45.478600236,15.7222,2.80981634786,40.6726103923,226,40.6726103923
-15.7126,46.7565,0.0,50.6131241549,15.6081733584,15.6079,52.8096,0.310137,0.179481793964,0.945343,24.8933480557,15.6084509644,44.6738357045,47.6004994435,227,42.8655949219,15.6079,1.47078237373,50.6131241549,227,50.6131241549
-15.6779,46.8353,0.0,50.251361133,15.56547469,15.5647,52.9343,0.45411,0.198448032126,0.980959,27.3681953131,15.5655843517,55.0312628688,56.9445430609,228,52.7831503278,15.5647,1.17818081192,50.251361133,228,50.251361133
-15.5601,46.9609,0.0,56.0517232058,15.4464222252,15.4459,53.0627,0.486882,0.198002274204,0.995615,27.0261392009,15.4466562855,48.9660326781,51.6651062324,229,45.4478940973,15.4459,1.95242260501,56.0517232058,229,56.0517232058
-15.6145,47.0029,0.0,50.3566700971,15.485857501,15.486,53.1145,0.261277,0.161480958107,0.995829,27.3558334164,15.486052851,46.8684853566,49.3580489801,230,43.9311527768,15.486,1.46458895985,50.3566700971,230,50.3566700971
-15.5647,47.0655,0.0,53.3148970618,15.4385306259,15.438,53.1972,0.23969,0.16937120337,0.975321,26.1519992578,15.4386699908,42.1347122399,45.5446033485,231,34.6421217663,15.438,3.42853459583,53.3148970618,231,53.3148970618
-15.4193,47.1207,0.0,44.1082215306,15.2860848181,15.2857,53.2781,0.274423,0.168987212964,0.995819,26.4582297183,15.2861500258,45.6060884999,47.4499709961,232,43.1586856298,15.2857,1.20921546188,44.1082215306,232,44.1082215306
-15.4155,47.1827,0.0,42.8110730863,15.2958146178,15.2951,53.3627,0.328386,0.179751638943,0.996059,26.5006219356,15.2958914485,44.2013943118,47.3645896449,233,39.1252123042,15.2951,2.59906453597,42.8110730863,233,42.8110730863
-15.3421,47.2521,0.0,39.2777388698,15.2135839872,15.2131,53.4978,0.434512,0.19241615807,0.980076,26.7480653197,15.2138901855,48.4481233701,51.1470021602,234,44.4664424822,15.2131,2.32320965744,39.2777388698,234,39.2777388698
-15.3289,47.376,0.0,43.0659025332,15.1920185804,15.1916,53.5824,0.371,0.181893952989,0.947164,25.1504406708,15.1922217204,39.5537536698,42.9738113855,235,36.7607862523,15.1916,1.5738397008,43.0659025332,235,43.0659025332
-15.3262,47.4436,0.0,42.0980243557,15.1900309151,15.19,53.6328,0.333566,0.170059944671,0.959352,24.8196092734,15.1901239035,36.5980971469,39.3382996831,236,29.1368212266,15.19,3.07555653391,42.0980243557,236,42.0980243557
