MaxReturn,AverageEsReturn,PolicyRegParamNorm,QFunRegParamNorm,Epoch,MaxEsReturn,AverageReturn,StdEsReturn,AverageAbsY,AverageDiscountedReturn,MinReturn,AveragePolicySurr,AverageQ,AverageAbsQYDiff,AverageQLoss,MinEsReturn,AverageAbsQ,AverageAction,AverageY,StdReturn,Iteration
2286.37443975,-421.46419409,130.868,134.756,1508,-421.46419409,1856.2328678,0.0,19.7794808456,157.735406718,1622.61429363,-19.7776,19.7408,0.265534438643,0.493859,-421.46419409,19.7789,0.999718,19.7414263378,186.613978287,1508
2221.84585864,865.597733925,130.852,134.746,1509,865.597733925,2065.88678165,0.0,19.8099752717,168.981512726,1864.75358015,-19.7998,19.7751,0.261268046585,0.415941,865.597733925,19.8099,0.999743,19.7751057287,107.473400632,1509
2237.20756373,881.871471922,130.859,134.784,1510,881.871471922,1985.90955766,0.0,19.7614000186,155.995573643,1666.77626799,-19.7529,19.7246,0.264083596673,0.490017,881.871471922,19.7611,0.999804,19.7247768826,171.043192764,1510
2257.06415987,994.921675892,130.889,134.833,1511,994.921675892,2112.43567574,0.0,19.7641333262,174.352321,1958.97769242,-19.7766,19.7255,0.25382628205,0.451644,994.921675892,19.7629,0.999826,19.726618917,105.957913662,1511
2610.1764281,933.757612466,130.839,134.851,1512,933.757612466,2322.9869782,0.0,19.6967223427,186.993661759,2216.35798129,-19.7043,19.6552,0.242407086815,0.327521,933.757612466,19.6966,0.99989,19.6553409931,110.431986029,1512
2676.33031745,1218.01900142,130.88,134.89,1513,1218.01900142,2399.32208464,0.0,19.682791754,184.559084743,1907.69462643,-19.6822,19.6408,0.253814470014,0.540932,1218.01900142,19.6825,0.999816,19.6409188194,211.669051887,1513
2666.86900223,1605.18386389,130.964,134.907,1514,1605.18386389,2339.89793676,0.0,19.5810828995,182.173431471,2098.65700324,-19.6181,19.5431,0.236584099601,0.306877,1605.18386389,19.5807,0.999818,19.5434122136,163.208936516,1514
2299.60500155,671.985572685,131.035,134.985,1515,671.985572685,2057.83773556,0.0,19.6109965978,183.475658323,1792.8797418,-19.6462,19.5692,0.254111554948,0.517441,671.985572685,19.6111,0.999857,19.5688305871,143.02017331,1515
2681.79460218,1140.65946176,131.081,135.012,1516,1140.65946176,2266.76263696,0.0,19.5789372386,183.979258686,1987.30293364,-19.612,19.5424,0.258697798049,0.620759,1140.65946176,19.579,0.999861,19.5422411278,240.891241112,1516
2646.97573526,1372.10650151,131.086,135.061,1517,1372.10650151,2342.22969782,0.0,19.5719749909,197.57028602,1332.29827924,-19.6185,19.5358,0.240072382275,0.399052,1372.10650151,19.5706,0.999836,19.5371557395,363.323569214,1517
2760.07586992,1405.12738148,131.083,135.09,1518,1405.12738148,2451.36650715,0.0,19.5974235326,194.509481628,2003.36425403,-19.6376,19.5553,0.24422118128,0.476633,1405.12738148,19.5975,0.999935,19.555160145,221.2002868,1518
2604.64921936,1362.42383358,131.098,135.137,1519,1362.42383358,2350.19902386,0.0,19.6280689505,182.012328981,2093.63197215,-19.6754,19.5945,0.238003155551,0.452362,1362.42383358,19.6276,0.999843,19.5949050612,172.87265108,1519
2879.04623987,1400.19116698,131.073,135.134,1520,1400.19116698,2462.22872268,0.0,19.5885770149,202.370978303,2039.17775967,-19.625,19.5536,0.240192674956,0.486822,1400.19116698,19.5888,0.999874,19.5532623998,238.604710662,1520
2607.32571984,1200.15822248,131.057,135.184,1521,1200.15822248,2433.48266722,0.0,19.5663149347,190.250389217,2114.22862676,-19.6134,19.5286,0.243290431534,0.482104,1200.15822248,19.5654,0.999825,19.5293705554,139.526880047,1521
2787.43900832,1322.16909695,131.069,135.193,1522,1322.16909695,2422.977766,0.0,19.588066441,207.565975825,2099.9804195,-19.6225,19.5542,0.227614823599,0.311478,1322.16909695,19.5882,0.999865,19.5539982889,217.43059062,1522
2699.53310405,1051.36707939,131.064,135.237,1523,1051.36707939,2204.93236341,0.0,19.5731671644,172.962197552,573.643370442,-19.6099,19.5427,0.244558323735,0.553399,1051.36707939,19.5738,0.999899,19.5420398819,597.004925647,1523
3008.62535167,1086.03851455,131.142,135.272,1524,1086.03851455,2663.20023773,0.0,19.6194283339,204.842625009,2354.70038412,-19.6418,19.5772,0.235711474333,0.419386,1086.03851455,19.6186,0.999923,19.5778525395,242.451749789,1524
2862.75298502,1636.44355475,131.149,135.333,1525,1636.44355475,2238.51251483,0.0,19.5538742578,198.761283794,874.799150147,-19.5954,19.5203,0.237131073666,0.42411,1636.44355475,19.5542,0.999877,19.5200826613,502.377351669,1525
2272.6815934,1330.42988666,131.212,135.353,1526,1330.42988666,2115.52238563,0.0,19.5800641543,166.592645715,1840.66712894,-19.6164,19.5439,0.231431596701,0.346262,1330.42988666,19.5801,0.999891,19.5437680982,123.152341171,1526
2887.12258255,1246.2368216,131.194,135.367,1527,1246.2368216,2428.58224623,0.0,19.5093559172,187.869731072,2211.7991578,-19.5384,19.4698,0.236192933148,0.406115,1246.2368216,19.5086,0.999857,19.4705564403,202.734286582,1527
2836.09209929,929.68480453,131.283,135.386,1528,929.68480453,2331.88495536,0.0,19.5627015351,183.190135194,922.438908465,-19.6143,19.5296,0.244659776172,0.440395,929.68480453,19.5631,0.999845,19.5290641269,510.018142512,1528
2949.00155173,1315.0325519,131.379,135.471,1529,1315.0325519,2624.03937665,0.0,19.5376617523,202.972795557,2197.62400883,-19.6019,19.5079,0.250410647292,0.495834,1315.0325519,19.5372,0.999937,19.5084145537,204.761019225,1529
2800.92584456,1146.50391616,131.437,135.517,1530,1146.50391616,2454.32606155,0.0,19.5352607778,197.53048957,2004.3558683,-19.5942,19.4952,0.259560125095,0.669233,1146.50391616,19.535,0.99992,19.4954437553,237.056793505,1530
2810.59264354,1412.21366575,131.474,135.529,1531,1412.21366575,2446.52477651,0.0,19.5593467693,197.662805743,1912.74755262,-19.6137,19.5192,0.242180163644,0.487562,1412.21366575,19.5594,0.999931,19.519032756,263.014615962,1531
2791.00894259,1124.58990315,131.534,135.554,1532,1124.58990315,2469.55240647,0.0,19.5521047345,179.818922878,2027.71645915,-19.5998,19.5174,0.25099467475,0.541938,1124.58990315,19.5512,0.999899,19.5181593885,225.041714856,1532
3023.26283271,1277.30845393,131.598,135.604,1533,1277.30845393,2794.40167029,0.0,19.5545713275,206.209705375,2436.39491892,-19.6185,19.5162,0.246775998151,0.495235,1277.30845393,19.5552,0.999934,19.5154782581,162.718529431,1533
3265.21781465,1760.79850778,131.632,135.606,1534,1760.79850778,2834.749103,0.0,19.5721510999,226.32741087,2560.2113769,-19.6483,19.5331,0.241271114165,0.393571,1760.79850778,19.5717,0.999909,19.5334857469,182.766771674,1534
2903.65400178,1500.64721848,131.616,135.647,1535,1500.64721848,2622.53584616,0.0,19.6992546145,197.870928875,2417.44578506,-19.78,19.661,0.25170507482,0.525151,1500.64721848,19.6987,0.999879,19.6615333344,169.891966714,1535
2872.57720871,1535.25626315,131.676,135.666,1536,1535.25626315,2587.01309788,0.0,19.6350346827,204.643996029,2288.22261063,-19.7082,19.5935,0.244612602494,0.511623,1535.25626315,19.635,0.99981,19.5934469185,172.795620267,1536
3045.81957085,1349.3453377,131.72,135.739,1537,1349.3453377,2698.37366245,0.0,19.7632898605,217.186012712,2478.08782653,-19.8287,19.7294,0.249478899207,0.548454,1349.3453377,19.7623,0.999965,19.7304846677,170.955262565,1537
3044.34025677,1440.73178465,131.7,135.778,1538,1440.73178465,2795.29645803,0.0,19.6987587983,217.176283927,2585.81458173,-19.7608,19.6623,0.261150289145,0.628947,1440.73178465,19.6991,0.99991,19.6617936599,153.508957652,1538
2936.14008558,850.712332051,131.783,135.783,1539,850.712332051,2761.70983886,0.0,19.7355392427,219.121181127,2466.02546696,-19.7826,19.6936,0.236811049303,0.407986,850.712332051,19.7359,0.999872,19.6931688337,139.333056207,1539
2956.5925662,1423.14484583,131.828,135.841,1540,1423.14484583,2789.01550975,0.0,19.8026035678,223.282283235,2446.55257644,-19.864,19.761,0.251460452318,0.524084,1423.14484583,19.8018,0.999952,19.7617751131,148.041676429,1540
2467.99407196,1728.87738478,131.889,135.876,1541,1728.87738478,1930.37524025,0.0,19.7901008428,169.074288938,1513.63036833,-19.8452,19.7566,0.255034714024,0.522173,1728.87738478,19.7898,0.999829,19.7567353077,238.054549832,1541
2546.36424291,1388.1860234,131.909,135.901,1542,1388.1860234,2155.54838001,0.0,19.8081949887,187.395876997,1742.7179619,-19.8352,19.7705,0.255253761626,0.51432,1388.1860234,19.8077,0.999823,19.7710584304,214.241245482,1542
2672.9551342,900.955974402,131.927,135.992,1543,900.955974402,2158.07149778,0.0,19.8425779854,187.063428869,1694.29597922,-19.8774,19.8042,0.241517220726,0.415255,900.955974402,19.8427,0.999844,19.8041390035,246.702190019,1543
3052.92104728,947.533077769,131.968,136.033,1544,947.533077769,2797.15955163,0.0,19.8001005398,213.088238303,2470.03911807,-19.8263,19.7623,0.245540601388,0.476457,947.533077769,19.8,0.99984,19.7624173995,149.032585899,1544
3327.34415671,1131.59205296,132.064,136.107,1545,1131.59205296,3064.06923908,0.0,19.7313742648,235.953349701,2761.16051206,-19.7876,19.6939,0.261122428507,0.57004,1131.59205296,19.7313,0.999882,19.6937612029,188.459304585,1545
3307.77637005,1130.46389043,132.116,136.115,1546,1130.46389043,2956.45061652,0.0,19.7259129815,223.532693833,2702.21674013,-19.7672,19.6879,0.246962852761,0.473784,1130.46389043,19.7255,0.999834,19.6881857645,175.087386168,1546
3405.28487463,1503.32708293,132.226,136.099,1547,1503.32708293,3037.87076253,0.0,19.8103373054,220.617287361,2626.31785433,-19.8767,19.7758,0.237939836504,0.381331,1503.32708293,19.8111,0.999901,19.7749996442,260.917010203,1547
3304.37012988,1572.39587686,132.307,136.136,1548,1572.39587686,2997.41689512,0.0,19.7738961035,222.174758765,2711.88850412,-19.8413,19.7358,0.242470177563,0.388395,1572.39587686,19.7734,0.999855,19.7362128364,186.690862986,1548
3391.11784745,1768.58175736,132.307,136.18,1549,1768.58175736,3039.17401129,0.0,19.8184658579,225.305289151,2660.02283779,-19.8865,19.7772,0.250555900621,0.444897,1768.58175736,19.8178,0.99984,19.777715814,229.139040747,1549
3440.27777865,1927.41239844,132.311,136.219,1550,1927.41239844,3106.19310985,0.0,19.8629411566,235.161966008,913.498221967,-19.9331,19.8295,0.250302041095,0.405538,1927.41239844,19.8627,0.999912,19.8296442528,735.92851272,1550
3686.78522922,1718.93088343,132.381,136.274,1551,1718.93088343,3186.02615763,0.0,19.9171234263,252.718603625,2453.67632744,-19.9823,19.8783,0.245762944171,0.454419,1718.93088343,19.9165,0.999822,19.8788463562,294.192829564,1551
3427.42038646,1601.11267837,132.359,136.308,1552,1601.11267837,3248.74281088,0.0,19.9543253053,255.652862666,3125.60152283,-20.0354,19.9217,0.251182635046,0.476135,1601.11267837,19.9538,0.999879,19.922145741,81.5238520712,1552
2878.83944543,1685.94111886,132.364,136.345,1553,1685.94111886,2491.93239655,0.0,19.8925457407,209.010958671,835.119197855,-19.9621,19.8517,0.256445339771,0.554313,1685.94111886,19.8927,0.999761,19.8513999563,563.199466695,1553
3118.46424054,1533.24938813,132.377,136.446,1554,1533.24938813,2551.63139223,0.0,19.9822149431,217.758187821,688.137662478,-20.0438,19.9382,0.249322695216,0.500574,1533.24938813,19.9818,0.999807,19.9385108965,847.057686982,1554
3224.37322152,1893.01392254,132.417,136.511,1555,1893.01392254,2962.06059156,0.0,19.9610563198,230.05528052,2846.28139915,-20.0399,19.9208,0.262212255558,0.672805,1893.01392254,19.9606,0.999892,19.9212297597,112.644207016,1555
3236.33081943,1681.0356492,132.485,136.543,1556,1681.0356492,3066.48411388,0.0,20.0148770731,225.647532546,2930.155766,-20.0926,19.9797,0.2370334988,0.366613,1681.0356492,20.0143,0.999873,19.9802068874,86.779966527,1556
2623.41993617,1662.4842091,132.516,136.573,1557,1662.4842091,2478.96645169,0.0,20.0667633139,212.756835323,2280.64808643,-20.1176,20.0318,0.252047215876,0.526941,1662.4842091,20.0666,0.999851,20.0318666288,113.309274002,1557
3097.9736264,1466.63871089,132.562,136.605,1558,1466.63871089,2787.82317992,0.0,20.001530938,224.659132144,2642.28568005,-20.0495,19.9584,0.239207904074,0.364072,1466.63871089,20.0009,0.999899,19.9589531947,127.053256163,1558
3026.85784306,1764.02287251,132.685,136.628,1559,1764.02287251,2603.14870295,0.0,20.0117685003,232.285670861,1251.16993438,-20.0403,19.9639,0.250443713505,0.431518,1764.02287251,20.0113,0.999897,19.96444404,502.324932173,1559
3180.97871652,2011.18197437,132.698,136.693,1560,2011.18197437,2882.56494469,0.0,20.0752021022,233.987846206,1916.85561758,-20.1393,20.0418,0.26736864834,0.598435,2011.18197437,20.0746,0.999904,20.042355685,337.713395959,1560
3390.10493272,1593.2624511,132.72,136.729,1561,1593.2624511,2905.18905377,0.0,20.0741469851,228.528788233,277.412903938,-20.1318,20.0354,0.264934953326,0.591991,1593.2624511,20.0739,0.99988,20.0355113588,893.339738858,1561
3343.85447124,1641.29466231,132.777,136.765,1562,1641.29466231,3189.32190357,0.0,20.0447011817,226.545031369,2969.85801509,-20.1118,19.9999,0.262394236401,0.578026,1641.29466231,20.0441,0.999924,20.0004943478,105.626350973,1562
3306.03235799,2166.77247764,132.807,136.792,1563,2166.77247764,2916.61813041,0.0,20.0715422119,239.198170795,1157.49856,-20.158,20.0282,0.253871603494,0.450619,2166.77247764,20.071,0.999916,20.028919104,605.749230573,1563
3346.00506934,1656.96579867,132.857,136.849,1564,1656.96579867,2715.47790944,0.0,20.1817215453,227.393440193,804.549922432,-20.2632,20.1416,0.257848037418,0.475495,1656.96579867,20.1811,0.999949,20.1421576614,708.338796718,1564
2898.49747163,1584.07131258,132.861,136.887,1565,1584.07131258,2618.27487955,0.0,20.220625171,198.953975924,2285.41397586,-20.2877,20.1816,0.266423266312,0.568401,1584.07131258,20.2207,0.999869,20.1812593505,163.674301007,1565
3215.45892638,1595.55872011,132.839,136.933,1566,1595.55872011,2996.01558921,0.0,20.3131550462,234.394863727,2752.97727272,-20.3789,20.2717,0.256711639509,0.498452,1595.55872011,20.3122,0.9999,20.2726719929,149.243551219,1566
3040.69142708,1425.16065205,132.786,136.966,1567,1425.16065205,2799.99148964,0.0,20.1909949054,212.531336329,2584.11930605,-20.2545,20.1447,0.259528841953,0.546464,1425.16065205,20.1904,0.999928,20.145210671,135.630683504,1567
3137.39695595,1523.75183547,132.824,136.997,1568,1523.75183547,2949.34835079,0.0,20.2843527658,238.699369426,2829.96719291,-20.3478,20.2433,0.258547435777,0.513437,1523.75183547,20.2841,0.999856,20.2434749821,93.2716806822,1568
2916.99397473,1624.68975138,132.868,137.022,1569,1624.68975138,2789.09440084,0.0,20.257222727,229.336862023,2610.29302711,-20.3175,20.2161,0.266307382506,0.591284,1624.68975138,20.2572,0.999857,20.2160916909,117.037551353,1569
2853.21523427,1409.56742988,132.886,137.048,1570,1409.56742988,2663.69040856,0.0,20.3610876016,211.630715728,2493.49580807,-20.4078,20.3204,0.258642668956,0.493419,1409.56742988,20.3606,0.999893,20.3208680898,98.6632162809,1570
3369.09230494,1528.46418925,132.974,137.057,1571,1528.46418925,3057.2818464,0.0,20.3828964275,235.901252577,2667.81594061,-20.4384,20.3376,0.251521282146,0.419757,1528.46418925,20.3827,0.999852,20.3376818812,187.344345278,1571
3066.68117843,1643.30468738,133.025,137.104,1572,1643.30468738,2840.98674326,0.0,20.3197136939,228.851869478,2692.02883929,-20.3934,20.2783,0.265654336359,0.516957,1643.30468738,20.3186,0.999929,20.2792232355,119.570860118,1572
3291.26698577,623.441329465,133.161,137.125,1573,623.441329465,2880.42742343,0.0,20.3911356239,241.354488516,685.515367511,-20.4577,20.3494,0.251496697196,0.449276,623.441329465,20.3904,0.999807,20.3499554865,742.119307596,1573
3246.36197473,1636.31621778,133.231,137.181,1574,1636.31621778,2503.84787399,0.0,20.3467779948,240.408558777,485.984906378,-20.4136,20.3031,0.261160909233,0.468259,1636.31621778,20.3464,0.999876,20.3035136537,1009.57114093,1574
3057.67584146,975.02070553,133.273,137.204,1575,975.02070553,2637.52425146,0.0,20.4313073157,229.891124454,852.190250808,-20.5019,20.3883,0.278144887657,0.64382,975.02070553,20.4306,0.999809,20.3887421805,635.110397787,1575
2577.86128543,1636.73927898,133.29,137.245,1576,1636.73927898,2302.82469093,0.0,20.3731786174,190.0323369,1971.71625643,-20.4364,20.3289,0.259425819622,0.517428,1636.73927898,20.3725,0.999832,20.3296460633,157.061277673,1576
2975.07452965,1622.43052725,133.332,137.265,1577,1622.43052725,2602.80624952,0.0,20.4418262762,220.635040472,821.990016036,-20.5051,20.4041,0.259397555027,0.485399,1622.43052725,20.4414,0.999838,20.4044176178,604.234492432,1577
2978.24436548,1365.62743666,133.416,137.308,1578,1365.62743666,2769.52649288,0.0,20.4994916303,220.106813163,2564.116067,-20.5716,20.4686,0.258620705584,0.474943,1365.62743666,20.4991,0.999908,20.4688335006,133.651648427,1578
2623.85005793,1440.12771441,133.479,137.295,1579,1440.12771441,2126.28989628,0.0,20.4795327156,178.980147491,268.761974402,-20.546,20.4454,0.272353586068,0.65401,1440.12771441,20.479,0.999838,20.4458694706,637.145423545,1579
2991.47008256,1422.75503132,133.449,137.303,1580,1422.75503132,2736.68715137,0.0,20.4526889115,239.624219293,1638.8299287,-20.5286,20.4248,0.267590160087,0.575143,1422.75503132,20.4528,0.999854,20.4246018535,388.798413076,1580
3383.12394638,464.413691505,133.524,137.357,1581,464.413691505,2813.32793042,0.0,20.5134234124,260.254933789,870.754038067,-20.5832,20.4833,0.260140409225,0.515345,464.413691505,20.5133,0.999901,20.4833320329,747.475932537,1581
2400.81179334,1529.53154179,133.666,137.39,1582,1529.53154179,2046.22995144,0.0,20.5244384945,180.607551492,1137.93995855,-20.5953,20.488,0.259462732543,0.498525,1529.53154179,20.5241,0.999903,20.4883523839,365.178749961,1582
2344.37821696,1340.07886106,133.692,137.436,1583,1340.07886106,1996.00202476,0.0,20.6091598742,173.174685607,398.973448147,-20.6689,20.5759,0.276471454701,0.631304,1340.07886106,20.6093,0.99983,20.5755385398,561.357988275,1583
2729.89272002,672.049784083,133.667,137.473,1584,672.049784083,2515.63844229,0.0,20.5075825273,185.624964776,2199.85923938,-20.5689,20.4782,0.26854262586,0.503782,672.049784083,20.5068,0.999911,20.4788348982,131.850268968,1584
2298.21733752,885.19956422,133.66,137.513,1585,885.19956422,1119.79194953,0.0,20.504345525,142.604523585,362.964662329,-20.5709,20.4723,0.261847349708,0.452771,885.19956422,20.5045,0.999918,20.4721271209,767.100279532,1585
1891.83291846,1375.51661511,133.775,137.506,1586,1375.51661511,1025.57591001,0.0,20.6000153846,136.114702002,389.489570315,-20.6598,20.5678,0.261014489,0.413993,1375.51661511,20.6001,0.999888,20.5677982231,540.883786827,1586
2409.91039509,1049.85735959,133.833,137.566,1587,1049.85735959,1423.47373433,0.0,20.4953961091,166.479212121,513.069401588,-20.561,20.458,0.267710990727,0.445815,1049.85735959,20.4943,0.999896,20.4588994677,616.761914861,1587
2492.71494258,562.444825814,133.825,137.618,1588,562.444825814,1783.10776957,0.0,20.5659058147,174.219901425,719.904703833,-20.6328,20.5354,0.277823465939,0.582755,562.444825814,20.5658,0.99981,20.5353327709,609.71643935,1588
2340.98549388,1269.87165104,133.891,137.656,1589,1269.87165104,1932.23420364,0.0,20.591050822,171.532135214,690.296456377,-20.6486,20.5625,0.265848504067,0.495736,1269.87165104,20.5911,0.999865,20.5623829785,534.460015639,1589
3066.52782835,571.886647241,133.946,137.705,1590,571.886647241,2759.27159055,0.0,20.5897424941,228.357403747,1805.01443617,-20.6485,20.5556,0.283325409746,0.64219,571.886647241,20.5889,0.99987,20.5563279534,359.030318335,1590
3125.44334471,1397.84049575,133.933,137.74,1591,1397.84049575,2634.6445546,0.0,20.5637185922,213.481536788,638.309384542,-20.6449,20.5356,0.261935963489,0.37033,1397.84049575,20.5644,0.999786,20.5348333518,684.863047365,1591
2919.83373372,1500.77954926,134.038,137.759,1592,1500.77954926,2699.67338689,0.0,20.5716792009,198.984312191,2429.38953962,-20.6477,20.5468,0.279679003982,0.622719,1500.77954926,20.571,0.999844,20.5473713536,153.008956994,1592
2280.23333398,796.039586774,134.125,137.774,1593,796.039586774,1820.77486719,0.0,20.6045337965,165.50034739,588.430322892,-20.6683,20.5772,0.265707087414,0.414059,796.039586774,20.6041,0.999888,20.5774785859,489.741633707,1593
3067.75379339,1192.92740181,134.102,137.824,1594,1192.92740181,2678.60937553,0.0,20.5045001643,229.158702683,2251.19624909,-20.5544,20.4674,0.282836317232,0.542369,1192.92740181,20.5045,0.999805,20.4673636242,209.713817222,1594
2847.90570716,1121.11415035,134.182,137.869,1595,1121.11415035,2704.21944311,0.0,20.5960154277,213.278727573,2467.07423418,-20.6685,20.56,0.292393478724,0.651211,1121.11415035,20.5946,0.999805,20.5613623495,109.814919543,1595
2968.00510023,1080.2362492,134.178,137.917,1596,1080.2362492,2676.44988871,0.0,20.616429103,233.687853428,857.404318089,-20.7123,20.589,0.280093081874,0.610251,1080.2362492,20.6172,0.999865,20.5882535501,610.749583408,1596
2874.36503476,1690.93275731,134.199,137.911,1597,1690.93275731,2024.71501026,0.0,20.6485210091,198.718082412,575.364467408,-20.7373,20.6187,0.275718307756,0.55419,1690.93275731,20.6477,0.999889,20.6193538208,727.008536858,1597
2787.98215608,1682.97817874,134.285,137.913,1598,1682.97817874,2184.09404331,0.0,20.7049339371,201.86876349,778.066809635,-20.7892,20.6721,0.263587688716,0.43283,1682.97817874,20.7045,0.999801,20.6725735742,648.01811458,1598
2689.12933123,1286.86245948,134.216,137.969,1599,1286.86245948,2511.66470138,0.0,20.6724725646,200.073558409,2209.19849309,-20.7563,20.644,0.275672720767,0.609552,1286.86245948,20.6714,0.999865,20.6450607771,136.723409735,1599
2669.52632497,1495.51314362,134.274,138.012,1600,1495.51314362,2379.36218223,0.0,20.6744795479,197.962512567,1560.60343824,-20.7514,20.6377,0.267548618031,0.55799,1495.51314362,20.6738,0.999923,20.6383546835,316.586504166,1600
2977.1441185,1446.84327446,134.254,138.026,1601,1446.84327446,2469.23190886,0.0,20.790040911,203.954027575,810.296890671,-20.8709,20.7571,0.264114701762,0.464789,1446.84327446,20.7898,0.99984,20.7572134091,567.677355702,1601
3032.11350428,1244.92393774,134.322,138.021,1602,1244.92393774,2650.75767501,0.0,20.7070374188,221.937415309,770.991478887,-20.7917,20.6762,0.258191200802,0.454538,1244.92393774,20.7068,0.999858,20.6762810621,633.427787681,1602
2656.00048702,1460.2838623,134.35,138.03,1603,1460.2838623,2382.63576397,0.0,20.7415654497,206.338307887,2169.77032993,-20.8219,20.7104,0.262043652445,0.510544,1460.2838623,20.7408,0.999819,20.7111182288,149.360682812,1603
2598.84878519,1271.81591849,134.397,138.046,1604,1271.81591849,2221.64007117,0.0,20.8139004121,184.78246827,1929.98652877,-20.8982,20.7858,0.264708817294,0.586445,1271.81591849,20.813,0.999903,20.7866390762,212.828989231,1604
2759.36871607,1296.30806576,134.376,138.068,1605,1296.30806576,2626.35706115,0.0,20.8057759304,228.305105865,2401.600048,-20.8772,20.7715,0.25305603287,0.395508,1296.30806576,20.8053,0.999839,20.7719119434,94.0559462949,1605
3057.64132223,1426.063927,134.307,138.105,1606,1426.063927,2730.46429858,0.0,20.8161414088,224.440536918,2362.58860081,-20.8856,20.7911,0.278451870054,0.697693,1426.063927,20.8162,0.999909,20.791010994,237.933367199,1606
2562.11923827,1539.81246625,134.38,138.134,1607,1539.81246625,2187.51821964,0.0,20.862049243,195.898059706,1902.76070314,-20.9311,20.83,0.258030800218,0.465049,1539.81246625,20.8615,0.999862,20.830498575,193.89033139,1607
2481.99843069,1457.35172109,134.428,138.189,1608,1457.35172109,2144.56833569,0.0,20.8791200944,208.304731389,1096.58424766,-20.952,20.8445,0.262553231868,0.514556,1457.35172109,20.8784,0.999876,20.8451477345,368.844170341,1608
1948.34753336,1143.53438944,134.423,138.219,1609,1143.53438944,1703.14286027,0.0,20.8147121322,151.679131029,857.143668089,-20.8756,20.7834,0.275865033497,0.645201,1143.53438944,20.8144,0.999758,20.7834541537,293.588403714,1609
2171.30380577,1209.72656956,134.527,138.269,1610,1209.72656956,1864.84839361,0.0,20.8037382915,163.8973296,723.295925134,-20.8526,20.7751,0.274785487664,0.686164,1209.72656956,20.803,0.999753,20.7761034967,389.273867064,1610
2869.87648515,763.261397189,134.535,138.288,1611,763.261397189,2441.30196103,0.0,20.8120083707,178.491854351,1471.32029861,-20.8713,20.7831,0.263651770039,0.563761,763.261397189,20.8119,0.999808,20.7831300486,351.686338935,1611
3299.12652663,944.941332276,134.591,138.342,1612,944.941332276,2855.81709102,0.0,20.847031382,238.226271462,1314.35205919,-20.923,20.8127,0.269477900526,0.547544,944.941332276,20.8459,0.999863,20.8138062459,533.405229347,1612
2962.9510402,1586.8958987,134.621,138.349,1613,1586.8958987,2240.15995804,0.0,20.8977219658,199.953858431,352.855495504,-20.9925,20.8673,0.26724710771,0.534556,1586.8958987,20.8977,0.999953,20.8672975667,964.774061416,1613
3280.16229766,1497.59765571,134.621,138.414,1614,1497.59765571,2656.04879593,0.0,20.8551166047,231.449387492,709.652373548,-20.9434,20.8216,0.262803078042,0.51522,1497.59765571,20.8549,0.999815,20.8218426844,731.264563444,1614
2817.06708268,1659.44110487,134.697,138.464,1615,1659.44110487,2352.88844103,0.0,20.8187494574,211.167199788,629.379822879,-20.8971,20.784,0.254900671013,0.446719,1659.44110487,20.8177,0.999855,20.7850414253,615.31848497,1615
3203.45584403,1049.36111206,134.743,138.496,1616,1049.36111206,2836.55936327,0.0,20.9600417725,234.776738783,2062.31734145,-21.0393,20.9311,0.262769101524,0.493045,1049.36111206,20.96,0.999839,20.9311506538,281.53913625,1616
3168.85053442,1045.52438124,134.683,138.54,1617,1045.52438124,2897.55760449,0.0,20.97762098,229.59920763,2595.98144038,-21.0733,20.9474,0.25971687782,0.468107,1045.52438124,20.9766,0.999826,20.9482496035,182.980049062,1617
3236.77201585,1608.14025957,134.721,138.602,1618,1608.14025957,2944.82686819,0.0,20.9615831812,241.888627153,2348.38772855,-21.0383,20.9231,0.264860596982,0.547178,1608.14025957,20.9614,0.999802,20.9232585529,243.712304374,1618
3251.36971795,1472.37765076,134.77,138.614,1619,1472.37765076,2817.33977243,0.0,21.0252388843,248.229808197,1165.44838133,-21.1116,20.9997,0.246430687103,0.417728,1472.37765076,21.0245,0.999868,21.0003667674,604.975751385,1619
3048.41644797,1573.03201741,134.779,138.652,1620,1573.03201741,2924.703311,0.0,21.0222066962,216.208134695,2735.7035333,-21.105,20.9864,0.253189841576,0.496497,1573.03201741,21.0225,0.999793,20.9860939757,97.4940429739,1620
2981.49464958,1612.01786187,134.857,138.723,1621,1612.01786187,2871.02421099,0.0,21.0391310014,236.206073704,2759.50706328,-21.116,21.0078,0.267295274716,0.614322,1612.01786187,21.0388,0.999816,21.0080531032,70.0401205898,1621
2637.27939651,1650.7217757,134.918,138.739,1622,1650.7217757,2470.99987233,0.0,21.0657240799,208.58261214,2331.20803897,-21.143,21.0328,0.247136150374,0.392958,1650.7217757,21.0651,0.999887,21.0333978132,86.4592645862,1622
3121.30482928,1412.81219922,134.923,138.816,1623,1412.81219922,2981.69646984,0.0,21.1396709282,233.789800948,2801.94474959,-21.2177,21.1084,0.263817842532,0.499848,1412.81219922,21.1391,0.999826,21.1089694417,103.385516441,1623
3312.69629137,1296.83889076,134.95,138.799,1624,1296.83889076,3222.73335957,0.0,21.1316808833,257.451576021,3092.81665919,-21.2134,21.0993,0.26356931826,0.543415,1296.83889076,21.131,0.999773,21.0999041396,67.6439898316,1624
