AverageForwardProgress,MaxForwardProgress,AverageQ,StdReturn,AverageAbsY,Epoch,AverageQLoss,MinForwardProgress,MaxEsReturn,AverageAction,MinEsReturn,PolicyRegParamNorm,MinReturn,AverageDiscountedReturn,MaxReturn,AverageReturn,StdForwardProgress,QFunRegParamNorm,AveragePolicySurr,AverageEsReturn,StdEsReturn,AverageAbsQ,AverageAbsQYDiff,AverageY
0.0918502967945,0.227092843769,-0.00827289,6.26473225188,0.0256922898026,9,0.00132434,-0.0764722211887,41.7838495521,0.000339076,0.192303637303,14.1287,4.44639953436,17.228475989,42.2375971756,25.3446402553,0.0504974444424,14.1912,-0.0205762,23.3073414033,8.77502440703,0.00838044,0.0339651817977,0.0256922898026
0.143087168047,0.386346023008,0.055587,14.6223000349,0.0557264712303,10,7.34462e-05,-0.140403470901,58.6978801181,0.955049,0.166379455706,15.0293,-1.95374817204,20.43008582,70.6261419781,34.9750280733,0.112350055114,14.9579,-0.0896194,29.9132279829,17.4667619999,0.0556169,0.00477566730697,0.0556455882276
0.0176903580357,0.258552885586,0.12585,11.7130070595,0.126075155949,11,0.00015534,-0.141112617932,50.7430111551,0.964175,-36.0106844412,15.588,-9.72046702824,8.90009522382,47.8294658094,13.6328365445,0.0760116324131,15.9265,-0.168378,11.9996045396,27.9339418909,0.12599,0.00641581697114,0.125918158497
-0.00409533318779,0.103490034517,0.18352,3.97988511737,0.184324886796,12,0.00031716,-0.0877146205537,23.6771778013,0.97311,-3.00805777416,16.167,-5.1204939991,4.88542168717,19.606359207,5.74078956774,0.0310033522893,17.2207,-0.231089,7.16808566408,5.23227126903,0.184198,0.00886982567652,0.183619649587
0.00272113356032,0.0850641635417,0.234485,3.98990127317,0.235328151471,13,0.000367045,-0.0762408324642,43.3379379331,0.969159,-2.55140194451,16.7496,-3.66779058924,5.6514991242,17.2597575358,6.65547677918,0.0309438873996,18.0395,-0.276261,7.01665909648,7.52318371484,0.235298,0.00986016290392,0.234502199605
-0.085923607229,0.0464543521396,0.278419,5.32070903646,0.279342279869,14,0.000387607,-0.188647679713,12.1849841767,0.961324,-5.23096228744,17.3358,-14.8200684657,-0.639304313958,14.6170085581,-1.91082370499,0.0430303354644,18.8912,-0.315711,5.16671609389,4.93633222229,0.279289,0.0106383414947,0.278447860333
-0.000228292394538,0.115501153981,0.306224,4.49746725042,0.307330437215,15,0.00067986,-0.105390006375,50.199647073,0.912388,-21.7367437938,17.6968,-6.21229261541,5.65780028241,21.6612050181,6.74401371807,0.0352570699757,20.0307,-0.333664,4.40626734925,13.9477109032,0.307153,0.0136083249523,0.306337332333
0.000421216728778,0.0903992758165,0.329153,4.12020643781,0.329897885546,16,0.000706528,-0.0886130257325,16.6911816601,0.979263,-1.65856319563,18.0769,-4.55744431687,5.59321808498,18.0433614748,6.63088497697,0.0322013744492,20.8651,-0.367375,6.62796136288,4.18074980208,0.329797,0.0141590853508,0.329218690942
0.000167017238987,0.0962539369938,0.371008,4.23493205475,0.371921153066,17,0.000755353,-0.111390732814,12.7546557676,0.98593,-1.93436520776,18.3412,-8.22593150333,5.64579400141,19.2849547619,6.71761376214,0.0327972012258,21.6976,-0.424873,5.99677467224,4.3157409304,0.371799,0.0151205427105,0.371093205804
0.00194127907541,0.0851736894355,0.44456,4.23271562308,0.445575904213,18,0.000900765,-0.0802657995246,16.8364168635,0.986621,-1.84578496142,18.6126,-3.70260046795,5.74405435255,17.2255046468,6.80910440549,0.0331487247408,22.5612,-0.517823,6.29560206128,4.65851583158,0.445477,0.016656905979,0.444660968645
