StdEsReturn,MinEsReturn,AverageReturn,MinReturn,AverageAbsY,StdReturn,AverageEsReturn,AverageY,MaxReturn,AverageAbsQ,AverageDiscountedReturn,AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,Epoch,Iteration,QFunRegParamNorm,MaxEsReturn,AverageAction,AverageQ,AverageQLoss
0.0,594.506063004,1035.0581351,852.522960716,14.7478813118,98.9237649518,594.506063004,14.7454967486,1192.40891639,14.7387,106.200673397,-15.9101,0.724400865723,26.8542,34,34,27.8372,594.506063004,0.754716,14.7378,1.16823
0.0,645.32000373,1231.26006798,942.870634543,15.8481942167,194.204976303,645.32000373,15.847038258,1639.42792011,15.8401,128.713026419,-17.0236,0.745507948871,27.2635,35,35,28.2662,645.32000373,0.842645,15.8398,1.21613
0.0,663.123329544,1201.25074141,1120.72535828,17.2472008996,52.7038528238,663.123329544,17.2462503722,1290.69492895,17.2383,124.076237142,-18.4366,0.78376391618,27.5839,36,36,28.6572,663.123329544,0.810311,17.238,1.40001
0.0,1305.70437217,1254.05763091,1093.20175349,18.4474000989,186.75587044,1305.70437217,18.4466062821,1700.0583735,18.4382,139.551910885,-19.6364,0.801035184864,27.9,37,37,29.0954,1305.70437217,0.800264,18.4381,1.47331
0.0,601.812103647,1087.16380968,961.189508592,19.565086065,117.97898999,601.812103647,19.5647175591,1314.25324302,19.5567,140.148620742,-20.7332,0.816433501251,28.2321,38,38,29.5025,601.812103647,0.815004,19.5567,1.57725
0.0,746.89228437,1336.27725653,909.922894951,20.8646626694,364.854950885,746.89228437,20.8641983797,2158.24227184,20.8557,160.246984066,-22.0292,0.850356563736,28.6128,39,39,29.9494,746.89228437,0.81693,20.8557,1.7916
0.0,1137.79881209,1657.68825059,929.053648629,22.0918921611,661.739810125,1137.79881209,22.0915355797,2996.27719944,22.0829,193.079139125,-23.2793,0.848188695903,28.9591,40,40,30.2869,1137.79881209,0.843266,22.0829,1.70951
0.0,828.948263052,1648.09996212,929.341326622,23.2340354149,551.20887199,828.948263052,23.2336459829,2817.94432654,23.2245,196.581151544,-24.428,0.883725301741,29.3051,41,41,30.6919,828.948263052,0.861652,23.2245,1.91935
0.0,759.584571126,2072.1687811,1355.92194237,24.3587288742,486.843738274,759.584571126,24.358198145,2666.58668416,24.3497,211.58809779,-25.5776,0.8839453365,29.6394,42,42,31.0769,759.584571126,0.878563,24.3497,1.96488
0.0,649.353897304,1162.65398818,994.363362772,25.7838343337,155.089877734,649.353897304,25.7835394847,1439.6060096,25.7751,153.509324677,-27.043,0.912200517009,29.9786,43,43,31.4812,649.353897304,0.768006,25.7751,2.11472
0.0,1147.34874535,1146.87812707,964.466264845,27.4194370933,132.149179358,1147.34874535,27.4190803361,1366.51843922,27.4103,158.469073037,-28.6506,0.930578103617,30.3357,44,44,31.8758,1147.34874535,0.750735,27.4103,2.15767
0.0,1462.67304256,1415.50049555,1027.79067238,29.0984162458,335.562332367,1462.67304256,29.0981703273,2166.0363657,29.0904,193.387283204,-30.3645,0.974536891984,30.6338,45,45,32.3219,1462.67304256,0.771057,29.0904,2.48809
0.0,1794.42235989,1210.94628478,949.883664103,30.8504045208,474.665763763,1794.42235989,30.8501396328,2607.43275651,30.8403,161.919918918,-32.1246,0.98735800511,30.8981,46,46,32.7547,1794.42235989,0.779434,30.8403,2.66125
0.0,1137.9274177,1362.59014377,559.231333281,32.1423977691,536.76656592,1137.9274177,32.1421053858,2702.4300548,32.1347,206.587254144,-33.4261,1.01332626749,31.2461,47,47,33.1987,1137.9274177,0.788415,32.1347,2.98212
0.0,876.496228848,2382.51369145,1518.72460019,33.5493985558,323.817016259,876.496228848,33.5491139981,2629.23568818,33.5382,206.760642926,-34.8565,1.03247488436,31.4983,48,48,33.6393,876.496228848,0.90574,33.5382,2.96975
0.0,751.487716434,1406.23022435,-0.257328309951,34.7756702801,698.988426999,751.487716434,34.775442374,2975.30113873,34.7675,198.984125316,-36.123,1.02801422953,31.8237,49,49,34.0941,751.487716434,0.796682,34.7675,3.11153
0.0,1077.24656201,1469.50790868,1009.05393338,36.238135613,373.469665836,1077.24656201,36.2378470279,2264.96221217,36.2307,192.407171933,-37.5925,1.07223912382,32.0964,50,50,34.5181,1077.24656201,0.834382,36.2307,3.47397
0.0,1355.02523829,1469.00448171,965.763873639,37.7409072452,533.740535398,1355.02523829,37.7405751875,2770.25866985,37.7314,202.875505031,-39.0664,1.07732392251,32.35,51,51,34.9285,1355.02523829,0.79326,37.7314,3.21195
0.0,845.097449441,1286.26802028,622.10552318,39.3501744118,355.712402008,845.097449441,39.3497992944,2065.29665575,39.3395,183.310397235,-40.6674,1.10806416268,32.6224,52,52,35.3552,845.097449441,0.799513,39.3395,3.64157
0.0,1946.78331086,1387.64283834,1097.77559747,41.1026392348,290.877577695,1946.78331086,41.1024065264,1852.38270147,41.0936,188.701986389,-42.4659,1.14485867806,32.8815,53,53,35.7694,1946.78331086,0.827116,41.0936,4.03599
0.0,1271.5010382,2381.41875954,1125.23909636,42.8731197393,799.643758866,1271.5010382,42.8729635678,3336.69878141,42.8632,252.188303549,-44.2481,1.18690488449,33.128,54,54,36.2796,1271.5010382,0.895099,42.8632,4.43331
0.0,1504.34430789,1515.79802352,1082.03678505,44.5177620528,431.703340197,1504.34430789,44.5174759058,2595.91841132,44.507,223.714313615,-45.8996,1.18754417716,33.4138,55,55,36.7033,1504.34430789,0.849028,44.507,4.12271
0.0,1336.95337437,1665.82514955,914.055310317,45.777421182,876.312310638,1336.95337437,45.7772500351,3352.6549341,45.7684,224.165907117,-47.1745,1.20098349653,33.7072,56,56,37.1931,1336.95337437,0.887876,45.7684,4.82595
0.0,693.322714144,2316.021926,986.634798752,47.217416338,710.877843222,693.322714144,47.2171255111,3355.95028744,47.2084,255.657954765,-48.6602,1.23388467908,33.9412,57,57,37.6708,693.322714144,0.882835,47.2084,4.90323
0.0,768.660788343,2102.96107097,1101.08318622,48.6182025135,751.723724062,768.660788343,48.6179354151,3256.46429027,48.6101,242.146321195,-50.063,1.24244552002,34.1935,58,58,38.0933,768.660788343,0.838223,48.6101,4.93285
0.0,1573.64152995,2443.84497559,1414.84462052,50.5022938293,523.729039454,1573.64152995,50.5019432229,3104.53349202,50.4916,245.772442049,-51.9718,1.26969015483,34.4394,59,59,38.4902,1573.64152995,0.877815,50.4916,4.96266
0.0,2301.4030132,3192.64240016,2736.92642672,52.2713512193,172.870278175,2301.4030132,52.2711473838,3361.65248612,52.2621,252.258278241,-53.7204,1.3138824176,34.6541,60,60,38.9094,2301.4030132,0.934941,52.2621,6.00428
0.0,714.04789259,1632.55607693,932.451532842,53.7180715512,580.328979071,714.04789259,53.7177784559,2763.85224517,53.7064,243.666373611,-55.2047,1.32605969311,34.8917,61,61,39.3285,714.04789259,0.87882,53.7064,6.25954
0.0,1005.33330133,1505.28798369,283.411827753,55.5610923784,895.355903286,1005.33330133,55.5609030707,3406.94234776,55.5504,239.245458306,-57.0424,1.3315112385,35.1361,62,62,39.6923,1005.33330133,0.875567,55.5504,5.33979
0.0,2217.04458879,2624.2940056,1087.24534958,57.5647660441,955.362130585,2217.04458879,57.5644197937,3502.62853634,57.5538,250.368989939,-59.0938,1.36759314491,35.4009,63,63,40.111,2217.04458879,0.882456,57.5538,6.67158
0.0,818.038514789,3241.96163874,910.847445563,59.0681654618,866.542873398,818.038514789,59.0679182501,3915.20761442,59.0569,287.758860084,-60.5653,1.38648905552,35.6448,64,64,40.519,818.038514789,0.906696,59.0569,6.75449
0.0,1342.25059508,3000.64653413,1110.51436144,60.8929108927,949.408909351,1342.25059508,60.892669751,3700.27872623,60.8818,282.15467685,-62.4121,1.4080277683,35.9132,65,65,40.9784,1342.25059508,0.900119,60.8818,7.45596
0.0,2396.85372011,3449.84409667,1563.64210001,63.2323691696,637.211328514,2396.85372011,63.2320158945,3811.39324237,63.2172,290.518540686,-64.7821,1.46797605585,36.2125,66,66,41.3852,2396.85372011,0.934084,63.2172,8.8056
0.0,1531.29223952,3355.00005088,988.130876917,64.7441277061,914.755185478,1531.29223952,64.7438083938,4097.62917545,64.7343,302.578964621,-66.2907,1.45697139528,36.4973,67,67,41.7777,1531.29223952,0.928682,64.7343,7.48245
0.0,1299.81439818,2544.61649162,991.24315937,66.7545327662,1008.75378586,1299.81439818,66.7542012131,3671.54815764,66.7443,263.796784487,-68.3091,1.46453380561,36.7703,68,68,42.1535,1299.81439818,0.882372,66.7443,7.89819
0.0,2033.10341876,3540.81076317,1686.87882303,69.121920099,621.915014753,2033.10341876,69.1216632965,3891.02682859,69.1061,306.252531029,-70.6867,1.49289321355,36.9787,69,69,42.5313,2033.10341876,0.921048,69.1061,7.58602
0.0,2951.06308382,3618.95072401,1788.00297214,70.8801994779,692.280555056,2951.06308382,70.8798557634,4120.03222324,70.8697,330.205375832,-72.4425,1.55612057774,37.2593,70,70,43.007,2951.06308382,0.938788,70.8697,8.95359
0.0,1223.48485664,2472.53614035,904.63780317,72.6729784668,999.286164835,1223.48485664,72.6726034716,3676.74512103,72.6615,268.210300889,-74.2606,1.53900788566,37.5062,71,71,43.4424,1223.48485664,0.894377,72.6615,9.14178
0.0,2764.87399914,2727.81275562,-110.440353247,74.6026159458,1186.64375342,2764.87399914,74.6024408143,3493.97340648,74.5907,258.079394459,-76.2045,1.58600021439,37.7513,72,72,43.8755,2764.87399914,0.93043,74.5907,9.5317
0.0,232.294029422,2881.49378829,1113.18276853,76.5801625886,858.660816361,232.294029422,76.5798872977,4124.01854576,76.5684,321.707900825,-78.2454,1.61207921166,37.9921,73,73,44.2564,232.294029422,0.915026,76.5684,9.42206
0.0,2631.3498675,2595.20882382,1322.750266,78.3519183794,1029.36281343,2631.3498675,78.3518205736,3695.81453587,78.3409,284.488649042,-80.0129,1.57399011756,38.2389,74,74,44.6239,2631.3498675,0.912108,78.3409,9.03694
0.0,790.633936823,3705.33784197,3603.36050912,79.9076389316,75.3811431912,790.633936823,79.9073701803,3838.51263901,79.8944,297.897917176,-81.5458,1.64095589824,38.4506,75,75,44.9766,790.633936823,0.940421,79.8944,11.1715
0.0,2250.77274812,2095.53976641,166.038811751,82.5321835248,1106.40070499,2250.77274812,82.5320526237,3655.2750585,82.5174,279.592260409,-84.2201,1.64124022231,38.7036,76,76,45.3526,2250.77274812,0.895427,82.5174,11.7392
0.0,2653.70358584,3791.46843658,3632.10671194,84.303488847,105.865503578,2653.70358584,84.3031269141,3988.83085829,84.2906,307.317251467,-85.9519,1.68131627852,38.9325,77,77,45.7082,2653.70358584,0.942266,84.2906,12.0352
0.0,849.436665604,3131.11841027,2966.32662155,85.8999515114,104.795370632,849.436665604,85.899690042,3357.17214193,85.8856,243.942679588,-87.5458,1.74375372031,39.2095,78,78,46.1125,849.436665604,0.913718,85.8856,13.9805
0.0,908.372688442,1955.06696251,400.645332564,87.6706757305,732.536134888,908.372688442,87.6704692076,3150.69907126,87.6592,272.779237024,-89.31,1.67392955927,39.4681,79,79,46.5075,908.372688442,0.863574,87.6592,11.4208
0.0,2804.39282632,3859.44852626,2207.79307098,90.3392728441,571.735469346,2804.39282632,90.3389955717,4216.3591024,90.3266,325.514406407,-92.0251,1.75045548201,39.697,80,80,46.8727,2804.39282632,0.938792,90.3266,12.8397
0.0,2874.3045344,3676.29110626,2411.29578646,92.6398118243,427.513368579,2874.3045344,92.6393959863,3924.3676067,92.6246,308.498343509,-94.3606,1.77188729625,39.9835,81,81,47.249,2874.3045344,0.913113,92.6246,13.3114
0.0,2508.86720632,3775.24100673,2063.2893451,94.9129890745,846.229408491,2508.86720632,94.912589341,4278.91887149,94.8983,339.78752527,-96.5646,1.77485548783,40.2028,82,82,47.6167,2508.86720632,0.926621,94.8983,13.3877
0.0,2635.37891888,3741.33654051,1058.57674234,96.7570401569,1013.50595861,2635.37891888,96.7568073444,4374.74079629,96.7463,329.50889333,-98.4363,1.75875802229,40.4203,83,83,47.9477,2635.37891888,0.917847,96.7463,11.6165
0.0,922.002935581,2674.26122869,-80.2903414863,98.9706250224,1472.62438296,922.002935581,98.9704136988,4250.26672864,98.956,312.464065399,-100.614,1.80615984259,40.5763,84,84,48.3128,922.002935581,0.90753,98.956,14.0868
0.0,2342.59047079,3458.95251898,1700.16050997,100.624367762,717.828650468,2342.59047079,100.624046108,3883.67881406,100.607,304.801654213,-102.32,1.84430450698,40.7851,85,85,48.6618,2342.59047079,0.923892,100.607,13.6418
0.0,2893.78340619,3433.42611933,1437.68581665,103.359969373,1067.80138043,2893.78340619,103.359711034,4189.87753494,103.347,325.668220705,-105.089,1.88740463699,41.0711,86,86,49.0608,2893.78340619,0.926028,103.347,17.9352
0.0,2879.99437608,3601.09741669,948.219082843,106.036467772,989.644620662,2879.99437608,106.036173488,4318.55729685,106.021,317.829742964,-107.807,1.86864268896,41.3388,87,87,49.3286,2879.99437608,0.918044,106.021,13.954
0.0,1789.65044556,3279.91197771,1855.70442345,107.51165052,882.39589367,1789.65044556,107.511355779,4355.31019229,107.501,335.623636292,-109.294,1.98581876475,41.5437,88,88,49.7559,1789.65044556,0.905196,107.501,21.7483
0.0,2791.73342024,3370.2976094,3045.23538422,109.695184448,140.478685817,2791.73342024,109.695038483,3587.18637801,109.676,287.427385498,-111.504,1.97693490065,41.8236,89,89,50.129,2791.73342024,0.927742,109.676,18.9293
0.0,1047.48539571,2391.76607761,1127.13771148,111.469322174,1251.04908627,1047.48539571,111.469089358,4274.32739884,111.451,296.040909968,-113.308,1.93286525851,42.0146,90,90,50.4181,1047.48539571,0.883608,111.451,17.1532
0.0,2262.5859088,4191.03633151,2417.06893768,113.665729698,638.570110378,2262.5859088,113.665600859,4668.83919419,113.649,340.166557157,-115.485,1.97593501272,42.2544,91,91,50.7378,2262.5859088,0.896884,113.649,18.6072
0.0,2632.45576522,3503.83746343,1256.22548415,115.536795939,1094.08467904,2632.45576522,115.536324208,4553.24488572,115.522,341.353098386,-117.35,2.01178970486,42.4526,92,92,51.0774,2632.45576522,0.879829,115.522,19.7279
0.0,2545.57942086,2058.49267902,1155.47513821,118.088069598,757.160216833,2545.57942086,118.087774495,3393.00987681,118.066,276.855223849,-119.926,2.09968495211,42.6948,93,93,51.388,2545.57942086,0.863167,118.066,23.2769
0.0,2677.31598414,2565.64134963,1185.29158714,121.188719666,1118.56082084,2677.31598414,121.188341708,3912.46140355,121.174,265.00033279,-123.063,2.07344229316,43.0229,94,94,51.7256,2677.31598414,0.908775,121.174,22.4882
0.0,2830.92955875,4488.7217906,4103.64737414,123.08836189,167.961052254,2830.92955875,123.088108666,4709.78187892,123.069,357.714942994,-124.917,2.08877630438,43.2479,95,95,52.0031,2830.92955875,0.935665,123.069,21.6615
0.0,1723.90576396,3960.01979997,2075.32215805,124.540015652,639.958092629,1723.90576396,124.539728074,4413.22277858,124.526,356.961129965,-126.42,2.15283262609,43.4545,96,96,52.2932,1723.90576396,0.917755,124.526,25.4718
0.0,2900.77654829,3144.00331606,1502.73600828,127.409869168,1000.31490636,2900.77654829,127.409653496,4562.39668099,127.389,346.233624293,-129.332,2.19422205861,43.7119,97,97,52.6176,2900.77654829,0.909559,127.389,26.7112
0.0,2666.26067106,3851.62373886,1003.68744864,129.648174843,1292.16555016,2666.26067106,129.647882183,5084.21055314,129.628,381.77440308,-131.542,2.14163162141,43.9571,98,98,52.9523,2666.26067106,0.920374,129.628,23.3391
0.0,2966.23053942,3004.04258399,954.546789304,132.876847485,1381.47428927,2966.23053942,132.876554214,4618.70137034,132.86,336.202995047,-134.826,2.16513529195,44.1804,99,99,53.2918,2966.23053942,0.909175,132.86,24.5993
0.0,3128.88792876,3979.19145152,3866.06891697,134.668516356,63.6179427598,3128.88792876,134.668268322,4079.54327175,134.649,318.404680913,-136.659,2.25930788871,44.3581,100,100,53.6912,3128.88792876,0.942257,134.649,27.92
0.0,2850.1762049,4483.41047189,1712.10941331,136.595624871,925.849834125,2850.1762049,136.595411944,4887.05157643,136.581,388.677105095,-138.501,2.24210171391,44.6368,101,101,53.9896,2850.1762049,0.915951,136.581,29.5159
0.0,2727.30691815,2414.26756431,984.787189195,138.734361533,1084.30504538,2727.30691815,138.733850706,4174.88655005,138.715,301.70014947,-140.634,2.20950722015,44.9129,102,102,54.3061,2727.30691815,0.908333,138.715,24.4734
0.0,816.514849381,4430.055785,4276.32123322,140.646749317,75.2387492776,816.514849381,140.646411055,4541.50595402,140.628,355.931824385,-142.502,2.23944056692,45.0331,103,103,54.5873,816.514849381,0.909534,140.628,27.6003
0.0,3199.17606661,3185.45416509,1229.93211848,143.256326811,1468.47645556,3199.17606661,143.256081087,5120.59124173,143.237,360.308084413,-145.127,2.23681246954,45.2565,104,104,54.8839,3199.17606661,0.905522,143.237,25.4387
0.0,3189.62709526,2786.77640259,1048.57677941,144.425843324,1375.68482934,3189.62709526,144.425715029,4858.50921301,144.411,355.763985835,-146.371,2.28181619893,45.4608,105,105,55.2194,3189.62709526,0.89753,144.411,31.3151
0.0,961.101480436,3505.14296357,1351.74580622,146.870048532,806.886404267,961.101480436,146.86985759,4139.97134902,146.857,322.674215159,-148.792,2.29924109921,45.6609,106,106,55.5228,961.101480436,0.903638,146.857,29.3139
0.0,2899.56827251,4912.63055538,4708.65521265,148.766658776,117.258487864,2899.56827251,148.766283544,5073.17616164,148.747,405.427891742,-150.698,2.30743446642,45.8413,107,107,55.7865,2899.56827251,0.915925,148.747,28.57
0.0,2943.76455278,3592.43060038,979.383362414,151.734277627,1254.68017757,2943.76455278,151.733913065,4701.28243844,151.718,335.690078825,-153.753,2.38452372609,46.0793,108,108,56.1064,2943.76455278,0.906042,151.718,36.7786
0.0,2511.11604674,4213.43137143,2224.18063584,152.758176397,1135.43351859,2511.11604674,152.757897084,5176.76869521,152.738,408.547271973,-154.797,2.34549268741,46.3038,109,109,56.4082,2511.11604674,0.910198,152.738,27.5416
0.0,583.201464932,4845.45435165,4683.78480778,155.363421082,118.440770459,583.201464932,155.363169417,5144.91855218,155.347,386.698288924,-157.444,2.3820134838,46.5376,110,110,56.7206,583.201464932,0.916905,155.347,33.7688
0.0,2666.07295512,4496.5299499,4383.4182398,156.986165111,63.1885311892,2666.07295512,156.985959248,4581.71689062,156.965,354.997456781,-159.085,2.40937870388,46.7165,111,111,57.0244,2666.07295512,0.948312,156.965,33.642
0.0,3032.00818497,4414.85925198,1912.98311372,158.991089979,953.940213432,3032.00818497,158.990808124,5285.33279314,158.973,394.160911317,-161.013,2.40313651519,46.9566,112,112,57.2992,3032.00818497,0.924151,158.973,34.5449
0.0,3075.15447637,4567.17226404,4171.20530829,161.799604107,178.020369429,3075.15447637,161.799415745,4771.7346121,161.775,372.159099403,-163.835,2.50484124536,47.1139,113,113,57.5752,3075.15447637,0.914355,161.775,42.5652
0.0,2830.83303166,4635.90367943,4321.6242078,164.120258449,128.271207856,2830.83303166,164.119929944,4760.86502024,164.105,365.107305627,-166.147,2.48293410844,47.294,114,114,57.8548,2830.83303166,0.896279,164.105,43.7663
0.0,3044.35841454,4271.11721132,4001.01754436,166.455815007,115.647792996,3044.35841454,166.455418484,4474.94649681,166.438,336.735155632,-168.516,2.45464528168,47.5449,115,115,58.1847,3044.35841454,0.912413,166.438,36.8753
0.0,3110.11289818,4848.47994118,1766.529559,169.432382277,1036.524407,3110.11289818,169.432100443,5418.91746589,169.418,428.113146397,-171.488,2.4353700005,47.7361,116,116,58.4272,3110.11289818,0.892395,169.418,31.6309
0.0,3263.92039729,3699.568074,1377.52333525,171.127085664,1537.49909059,3263.92039729,171.126786597,5313.48109407,171.11,390.431779706,-173.201,2.49850043747,47.9366,117,117,58.7657,3263.92039729,0.883331,171.11,39.1604
0.0,3361.98034536,4992.57567789,4761.13332392,173.479697751,91.8978336522,3361.98034536,173.479397223,5142.598499,173.461,400.532819256,-175.524,2.47890799937,48.1748,118,118,59.0678,3361.98034536,0.901953,173.461,37.5324
0.0,2997.81416763,3384.06280818,3183.23793493,175.513056716,105.193165007,2997.81416763,175.512579723,3538.75010774,175.49,281.480627183,-177.639,2.59656863177,48.358,119,119,59.4309,2997.81416763,0.895574,175.49,45.2519
0.0,2937.96939552,3945.18480241,892.97894213,177.799399399,1751.60205102,2937.96939552,177.799025486,5581.6461399,177.787,399.780317634,-179.89,2.62439207624,48.5997,120,120,59.7008,2937.96939552,0.905005,177.787,45.3022
0.0,3025.03484453,4238.06804772,2411.21211894,180.498611573,755.451375261,3025.03484453,180.498275319,4804.77831716,180.478,369.751401551,-182.625,2.54210855649,48.744,121,121,59.9818,3025.03484453,0.898143,180.478,41.0609
0.0,3341.47174692,3661.23047593,1153.42319047,183.562088595,1485.35445252,3341.47174692,183.561785707,5485.00195848,183.545,414.894609445,-185.757,2.6113327783,48.9837,122,122,60.2679,3341.47174692,0.879133,183.545,44.1962
0.0,3003.61736023,4273.08098347,4147.46176729,184.644902877,66.0228556742,3003.61736023,184.644532088,4391.90468172,184.625,351.510969817,-186.808,2.73113610999,49.1278,123,123,60.6073,3003.61736023,0.900448,184.625,53.5004
0.0,2988.57459645,4743.74205042,4557.5614727,187.117541246,99.0112272778,2988.57459645,187.117166211,4880.05546372,187.102,386.032014932,-189.266,2.55540750478,49.3632,124,124,60.9001,2988.57459645,0.883264,187.102,41.042
