StdEsReturn,AverageEsReturn,MinEsReturn,AverageAction,PolicyRegParamNorm,MinReturn,AverageQLoss,AverageDiscountedReturn,Iteration,StdReturn,AverageAbsQYDiff,AverageQ,AverageAbsQ,QFunRegParamNorm,AveragePolicySurr,AverageY,Epoch,MaxEsReturn,AverageAbsY,AverageReturn,MaxReturn
152.622542958,111.70414016,-11.9846299741,0.998568,126.665,199.164226314,231.238,132.131192794,1448,623.249283653,7.0854214905,261.181,261.324,179.421,-263.487,261.183363342,1448,398.653966269,261.265526337,579.625369397,2429.57353023
321.762120371,219.528607077,-5.99990864647,0.998873,126.663,122.907923705,227.249,214.879983167,1449,539.26640081,7.04937571105,260.661,260.775,179.496,-262.998,260.674654641,1449,929.765976766,260.772313291,1259.66169089,2623.67101835
261.132853606,262.099734684,-7.69699616069,0.998845,126.73,-6.05009758089,222.736,178.480426996,1450,845.757165787,7.03320663758,261.859,262.021,179.582,-264.291,261.870091404,1450,637.561628654,261.974525415,1078.8224686,3497.4472893
303.826859254,370.688815996,0.356199981511,0.998767,126.797,476.306111618,188.094,234.947797912,1451,637.354039949,6.88048023765,261.046,261.212,179.624,-263.287,261.052762059,1451,771.404128186,261.168395591,1609.48352361,2598.34918952
328.266772525,371.764273656,-7.25035705895,0.998849,126.782,255.217224601,221.469,220.365081145,1452,578.63902029,7.04954133678,261.308,261.443,179.672,-263.68,261.329848886,1452,953.312694255,261.423146583,1096.18253243,2996.99720448
160.938745023,144.518068169,-10.1719926425,0.999169,126.793,180.614250877,249.449,161.286664848,1453,510.183120881,7.1343596534,260.988,261.146,179.748,-263.428,260.999943894,1453,439.981406973,261.125089204,521.388682449,2994.43494125
236.465330361,240.780843526,-9.08650305745,0.998431,126.82,244.586142463,198.151,206.862554238,1454,693.931172527,6.85568074865,262.759,262.904,179.729,-265.124,262.774987152,1454,636.921823664,262.85177141,1356.11224133,2952.62465177
278.64879933,378.439947316,-8.44909133224,0.998101,126.844,258.543563448,216.217,204.065521296,1455,676.835010078,7.01949639042,261.39,261.544,179.783,-263.712,261.396770022,1455,839.977763352,261.500232342,1537.62035314,2795.19767523
198.811755391,154.870243361,-9.5787523225,0.998107,126.888,-8.45970682133,226.198,150.47673054,1456,1113.62969477,7.14929201545,260.587,260.75,179.819,-262.858,260.606249749,1456,533.149053765,260.705279917,1238.29024419,3386.24523726
271.105329167,206.731656146,-9.14366849731,0.998046,126.893,629.374468433,225.136,234.898152594,1457,696.623571432,7.19485417396,261.055,261.2,179.927,-263.182,261.074684138,1457,800.521730295,261.180687827,2190.30899835,3149.51722955
213.868914767,172.979104827,-7.79115889879,0.99764,126.955,1109.40376186,207.971,233.840320906,1458,658.917815306,7.09669738053,261.816,261.944,179.964,-264.075,261.815819247,1458,653.191470859,261.916027521,2060.19516741,3032.85504146
389.057147292,274.01476466,-9.88997043579,0.998278,126.998,238.576813329,216.259,195.967543347,1459,796.261620818,7.18651032784,261.674,261.837,180.065,-263.969,261.675690405,1459,970.361230725,261.765054328,1451.54678256,3042.78175419
320.821480448,365.217210334,-10.9720026176,0.998141,127.022,249.580128612,207.921,222.988527476,1460,919.922974725,6.91959090059,261.453,261.598,180.131,-263.68,261.47059636,1460,768.088480374,261.572760312,1693.20373674,3343.86624155
229.750589092,284.7181125,-8.91192876014,0.998125,127.086,472.660845065,214.414,221.422701361,1461,617.534625616,7.02438684479,261.553,261.685,180.201,-263.858,261.556897507,1461,769.66647419,261.643077529,1422.60743075,3165.29980139
232.753381793,254.616847636,-6.97246114319,0.998152,127.117,560.910141296,226.867,245.419026367,1462,1154.30956854,7.14951042415,262.261,262.385,180.312,-264.707,262.275920333,1462,535.616420046,262.337313575,2138.6452404,3529.21646572
212.962670099,234.043143876,-11.7015279422,0.998402,127.165,828.658872438,217.296,242.967166891,1463,591.740577838,6.9534010244,261.859,262.009,180.375,-264.379,261.875628991,1463,572.275552364,261.968400804,1732.45834584,3167.58100962
488.092344093,416.798194648,-3.02959023383,0.998241,127.191,695.002766441,212.429,234.207483972,1464,835.257705706,7.0364511437,261.905,262.091,180.453,-264.37,261.913503669,1464,1267.91329928,262.024521917,1990.03286803,3234.29252606
236.144936145,139.253411862,-8.88942619846,0.998252,127.23,1029.40503632,199.536,221.901829848,1465,698.440348393,6.89664327865,262.83,262.949,180.484,-265.259,262.825443863,1465,832.260999428,262.904295716,2027.07912985,3067.5366871
287.555827428,404.001763799,-7.81695137847,0.998565,127.264,162.845033663,204.439,155.290498994,1466,1104.45385524,6.94289698164,262.505,262.634,180.523,-264.859,262.523047299,1466,732.872723085,262.603385137,1381.90142925,3137.95507801
197.617062868,330.173784812,3.76540111047,0.9987,127.311,186.693715082,218.464,177.276160697,1467,1110.3348531,7.10329950395,262.561,262.715,180.645,-264.922,262.575834013,1467,595.791402246,262.681670445,1516.83553715,2989.78576021
225.632926188,111.595953501,-10.4784989645,0.998357,127.347,371.82011601,210.245,217.526934488,1468,809.050958142,7.03786321298,262.399,262.538,180.705,-264.626,262.394110553,1468,759.641198687,262.460539476,1604.27643475,2813.80781326
310.161641398,601.377112398,206.159278254,0.998329,127.41,1081.56478669,221.217,205.145570744,1469,630.262435843,7.04956361341,262.961,263.114,180.781,-265.342,262.988665469,1469,963.766226619,263.069129848,2149.3531533,2995.09590307
466.759255581,872.723233353,142.082269405,0.998396,127.439,859.874639852,181.695,222.273620894,1470,294.014020914,6.85386811371,262.88,263.049,180.831,-265.322,262.894066726,1470,1407.9448054,262.981284364,1207.59532019,1859.17982524
321.55634938,302.491375709,-4.91865203634,0.998722,127.429,760.998527379,214.696,199.078641444,1471,612.803009547,7.02111551224,262.927,263.041,180.912,-265.26,262.938720119,1471,920.019048641,263.010886836,1585.2056943,2980.73927958
296.480589751,406.626536307,93.9071420991,0.998805,127.439,390.952337901,245.303,178.560108835,1472,216.358537746,7.21916344439,263.821,263.906,181.009,-266.246,263.821382071,1472,993.404068676,263.882067675,686.084944644,1234.9597427
124.831414523,391.670415411,219.599660163,0.998392,127.523,839.952442749,245.697,223.046437917,1473,376.106032589,7.26831343578,264.038,264.186,181.078,-266.486,264.061360638,1473,549.677192314,264.141886596,1259.63843751,2420.65116683
227.043202258,251.936976114,-6.80067665073,0.998574,127.555,753.959867074,217.902,217.717792646,1474,725.304218988,7.14561533426,262.389,262.508,181.164,-264.653,262.389813001,1474,610.358969755,262.4612001,1372.59415836,3111.15271181
461.133091445,313.680680766,-3.84502542262,0.998975,127.575,460.196245341,205.25,190.263971522,1475,524.441026137,6.97538428681,263.048,263.206,181.201,-265.263,263.064761422,1475,1381.60190014,263.148044861,1067.23252047,2070.4768583
188.482245458,227.921491525,-9.22327627013,0.999399,127.677,304.668328291,231.458,169.179258666,1476,284.050541012,7.15690535308,262.271,262.433,181.286,-264.6,262.286506347,1476,549.930118485,262.381438508,733.448074065,1784.07145945
210.275553263,269.785935684,-3.43321078164,0.999192,127.7,436.153480163,204.606,201.388333776,1477,390.005245886,6.94577531771,263.019,263.159,181.354,-265.349,263.023179042,1477,596.138059011,263.113631849,1010.95916777,1915.99079046
190.530864425,384.083768763,110.194304635,0.999126,127.748,263.291825229,227.092,204.257454007,1478,470.684189127,7.12464011094,263.205,263.368,181.429,-265.41,263.223629791,1478,698.150090762,263.320558531,878.621615641,2223.49422267
169.361043498,113.098269223,-11.2634121766,0.999847,127.796,-8.75718746494,218.895,1.02557515155,1479,47.2851778329,7.04186218102,263.606,263.744,181.456,-265.917,263.61434042,1479,467.579265338,263.704185865,3.82403660868,1068.42106542
231.809921941,91.5860872295,-11.5951210074,0.998881,127.879,10.8676499353,199.566,200.883710923,1480,519.00089973,6.98776174352,263.865,264.007,181.511,-266.051,263.872939587,1480,1003.47787494,263.979546865,884.254755269,2143.24781905
124.448137901,37.4131216218,-11.3436629414,0.998712,127.949,743.026006896,199.583,217.579521845,1481,553.729142706,6.99192089011,262.895,263.066,181.588,-265.099,262.920862529,1481,498.095214892,263.028814615,1378.11963216,2684.30000957
289.80143457,298.801970489,-6.94616806296,0.999171,127.949,-6.45130695181,217.594,34.4084933717,1482,527.98387552,7.05762076249,263.565,263.737,181.68,-265.848,263.573219525,1482,778.852442642,263.687401801,231.152125472,2295.322214
293.487327485,275.652972296,-1.18792751549,0.99903,127.993,408.048116451,201.904,192.760553204,1483,833.586053679,6.91613089112,263.66,263.801,181.727,-265.892,263.683657491,1483,819.48643963,263.765737156,1788.22448176,3341.99591229
417.121055119,539.42813567,-0.13127348494,0.998984,128.03,244.102549136,226.378,210.691682316,1484,754.87298073,7.02971180844,263.622,263.757,181.785,-265.936,263.610586326,1484,1069.83350233,263.707520253,1450.98090587,3156.18062151
197.150905786,421.54219511,88.1686386065,0.999075,128.038,209.657384372,227.565,203.558091564,1485,348.058503086,7.0815141374,263.408,263.564,181.894,-265.605,263.430426426,1485,574.550620358,263.529789366,939.207423052,1730.14250427
511.762934622,496.641554787,-9.11149600848,0.998992,128.063,773.437307085,197.967,224.966110336,1486,441.746975442,6.82661031471,263.416,263.552,181.935,-265.696,263.432406296,1486,1224.20006676,263.527835254,1144.45490345,2898.28965533
282.940003409,274.079258772,-7.43533769776,0.999019,128.123,605.401191507,211.786,208.59034412,1487,393.503573923,6.90400459494,263.054,263.19,181.98,-265.333,263.067463737,1487,862.992683026,263.1455809,1045.2994244,2119.63704088
213.553135037,185.363107177,-11.6878332219,0.999179,128.155,4.38754715067,216.775,184.901567631,1488,568.231523024,6.92134039263,262.495,262.624,182.071,-264.551,262.504349409,1488,504.658044375,262.587672586,783.222710959,2124.54716872
316.147179494,401.811578951,-11.2443232945,0.999156,128.191,220.400243269,203.812,184.693508446,1489,536.893591002,6.96569060072,262.363,262.448,182.142,-264.614,262.369607416,1489,838.890844619,262.436057017,794.813731453,2152.33742371
256.321300012,229.260502522,-7.0693612156,0.998858,128.231,481.754647893,198.096,216.504167674,1490,653.655560567,6.92641577027,261.809,261.932,182.182,-264.224,261.814987132,1490,821.647685654,261.881835653,1259.27818378,3232.1526417
268.252762599,232.128530076,-9.89108408958,0.998886,128.288,222.524034911,233.491,192.382543873,1491,595.893932503,7.18185705084,261.925,262.086,182.273,-264.23,261.927686547,1491,640.409459059,262.007758461,1114.03638784,2987.89175546
189.345899689,467.156861977,244.695410659,0.99905,128.354,204.165183587,217.227,184.562166439,1492,818.615675603,7.05911060227,262.973,263.111,182.357,-265.311,263.003280546,1492,768.355772899,263.083885176,1150.83612384,2771.27411005
174.99353795,588.447404004,407.755419524,0.999138,128.382,272.617348934,201.464,207.703472484,1493,444.846143231,7.01685128828,262.211,262.377,182.423,-264.55,262.212265277,1493,850.416958483,262.302309263,743.958262982,1979.41209154
230.806491569,239.40922746,-9.76415533399,0.999135,128.405,314.514254791,228.663,223.747265765,1494,626.057733413,7.18559909735,262.324,262.454,182.47,-264.618,262.340873928,1494,716.79654128,262.414418046,1000.91175583,2979.09055848
285.471176928,177.631995398,-12.4957625484,0.999125,128.407,235.211821809,219.844,229.326039786,1495,588.947501,7.06085200065,261.748,261.872,182.534,-264.033,261.752092864,1495,805.348975863,261.830557862,981.594979031,2316.67747759
327.433226609,223.137149139,-11.4894282154,0.999209,128.46,151.029969215,242.923,192.385197145,1496,499.749717029,7.32823418749,262.323,262.467,182.674,-264.687,262.327218658,1496,1085.72147647,262.411731828,731.260808777,2340.16583905
313.055645042,194.353876785,-10.3606410309,0.999111,128.488,144.751543246,220.447,173.227528758,1497,522.700887927,7.15681039301,261.809,261.941,182.73,-264.282,261.829931456,1497,941.814859044,261.904883897,617.127380149,2591.37455642
346.660245619,303.164103517,-4.64735059246,0.999422,128.526,198.07742027,195.739,181.606289928,1498,635.173316601,6.98831814062,262.272,262.388,182.821,-264.649,262.278238555,1498,943.823640853,262.361802507,730.27704369,2733.14886271
364.254197488,380.836958393,4.1204600273,0.998959,128.593,352.906374667,248.666,229.414548565,1499,904.674211755,7.32200675946,261.869,262.016,182.898,-264.104,261.878249814,1499,941.318732855,261.962640234,1832.80281844,3093.22072337
415.438222677,450.055383968,-9.33264524367,0.999048,128.638,244.65939022,198.527,204.404229909,1500,1145.06542898,7.00145273585,261.826,261.93,182.926,-264.123,261.824320586,1500,1200.75933631,261.889086238,1286.40252878,3261.7099815
215.402806291,211.948120058,-4.46281755095,0.998703,128.664,259.499247636,223.673,188.873505637,1501,1077.94340296,7.08492802529,261.871,262.01,183.0,-264.08,261.887768939,1501,565.109193371,261.960782169,1284.54756475,2958.8676751
313.143216811,280.97607943,-8.57723549154,0.999097,128.697,172.502823884,224.493,194.198013595,1502,964.686967786,7.20504752734,261.57,261.706,183.099,-263.868,261.585019089,1502,830.462026278,261.668395285,1113.04532858,3259.54582093
332.544561919,186.884900806,-9.04157499205,0.998951,128.747,50.4762386413,232.966,113.879188307,1503,647.419645273,7.30122982223,262.441,262.571,183.207,-264.805,262.467059534,1503,889.210877454,262.562679196,461.060763269,3234.19185766
401.537546705,255.247823576,-6.9604289812,0.998898,128.772,168.034822245,199.324,133.042940959,1504,946.412946716,6.98038036685,261.497,261.613,183.231,-263.758,261.498662553,1504,1224.95946428,261.565817017,786.488129589,2876.49399468
234.575167066,291.7926842,13.9515655787,0.998995,128.803,-7.31182387338,206.556,100.942318782,1505,788.745630674,6.97375787468,262.056,262.182,183.286,-264.474,262.071429139,1505,665.967780889,262.132155574,584.894925387,3197.76909061
326.713433377,255.633978709,-6.42225675326,0.999227,128.813,46.3892482018,232.306,150.12370303,1506,689.791830734,7.17339335658,262.496,262.612,183.364,-264.792,262.514105271,1506,939.286175025,262.57290109,750.773755819,2657.04647314
167.283378387,190.270777354,-4.6582932104,0.998802,128.849,29.163088933,201.018,128.816187226,1507,1124.4096602,7.00533341937,262.43,262.579,183.483,-264.651,262.429920639,1507,533.765160998,262.51884516,1173.32896959,3011.60639586
435.101547776,359.553460289,-8.09579156622,0.999314,128.847,11.4445690029,214.772,101.049197266,1508,881.946451598,7.06452670126,263.025,263.136,183.573,-265.365,263.044542921,1508,971.221345768,263.108986814,618.346474171,2680.46643511
423.255390068,353.404411507,-7.85708317696,0.99909,128.892,40.2816186325,202.087,132.534185091,1509,966.904314662,6.91688842644,262.441,262.526,183.628,-264.851,262.443014268,1509,1064.39572848,262.50291435,1001.19818098,3187.64496436
255.136892635,245.788812143,-10.6487890742,0.999114,128.897,71.4290723283,224.835,175.868513421,1510,843.325694694,7.1663498898,262.15,262.245,183.725,-264.473,262.145704323,1510,741.806341773,262.23025184,2016.95664425,3188.26252372
384.830322392,322.585625429,-9.51985786298,0.999339,128.922,36.7670247312,211.475,123.508941433,1511,835.874250776,7.14851999125,263.013,263.12,183.809,-265.36,263.042658665,1511,1034.87338684,263.120194236,1510.29271354,3180.13845487
445.946763461,418.825449856,-6.89336122834,0.998957,128.961,-0.877661229719,208.403,123.781874495,1512,727.187504823,7.10736592449,262.14,262.294,183.852,-264.443,262.142812978,1512,1160.91095397,262.24153009,892.164123786,2338.42083329
244.438364738,188.562144415,-8.84129199333,0.998537,128.983,21.2596872721,197.588,65.9536380125,1513,511.801667143,6.99200260351,262.979,263.134,183.915,-265.299,263.009536073,1513,594.974443481,263.098109723,353.659614434,2400.46658739
320.705066423,217.819781317,-10.7891071174,0.999193,129.034,18.634042943,256.117,90.8355452457,1514,829.363409537,7.45200581197,262.615,262.756,183.967,-264.685,262.619150182,1514,827.556355952,262.713256867,664.328296754,2913.60200971
222.014243495,412.100810238,0.650024266363,0.999097,129.042,64.1641928431,222.86,199.693982512,1515,541.010011938,7.15189545407,262.229,262.351,184.028,-264.506,262.248845747,1515,671.98256814,262.321684433,1375.33634334,2489.00062709
346.191580151,357.320773722,1.6297179079,0.999124,129.109,743.583184098,224.692,217.575797339,1516,693.572388218,7.26889385431,261.736,261.876,184.092,-264.094,261.743134672,1516,905.106066686,261.797056687,1796.91924841,3040.79124591
144.234625829,267.927942548,31.8398784862,0.999139,129.113,137.523459811,242.453,168.873810042,1517,555.065941182,7.15384106896,261.778,261.917,184.175,-264.128,261.794025,1517,438.55859527,261.87683057,1070.78580099,2137.17684572
186.635721189,317.627730769,-5.94828655291,0.99905,129.153,670.967101984,215.566,164.817176657,1518,576.756373475,7.0508393728,261.624,261.743,184.249,-264.026,261.626228746,1518,567.706014122,261.696410419,1567.09024699,2891.94847969
332.31097701,381.313192979,-7.61783636435,0.998889,129.201,52.3212865363,255.403,130.627441717,1519,915.009719716,7.34113125018,262.129,262.27,184.319,-264.401,262.157726139,1519,849.514364179,262.277772004,1592.07942199,3062.19675146
241.747220881,148.496245023,-8.34004399908,0.998857,129.251,31.7051547847,237.268,84.4713088415,1520,686.568562503,7.26380171254,261.786,261.933,184.383,-264.144,261.787035065,1520,746.757207986,261.867939955,421.538889797,2866.09114949
325.299050213,293.260420786,-5.07894302886,0.998988,129.272,44.1217669196,196.058,81.8116128368,1521,994.263486111,6.99920624347,261.528,261.672,184.424,-263.774,261.533950535,1521,818.986151134,261.621123985,612.392114324,3212.20336791
172.045386473,286.531205486,116.759671816,0.999165,129.314,47.2205892382,235.517,133.170729611,1522,1072.6979148,7.35634364476,260.97,261.112,184.493,-263.129,260.983380627,1522,636.418666271,261.053641125,1354.12377438,3169.91121308
268.367992626,347.5407934,58.2634503413,0.999278,129.335,294.902746838,179.5,219.53845224,1523,1139.94568514,6.98215739966,262.172,262.282,184.54,-264.486,262.165014775,1523,841.453518387,262.254510122,1539.74558628,3684.55152294
112.360573794,450.26804559,305.085059396,0.999209,129.355,265.063594496,239.191,214.340994486,1524,708.65453255,7.32228356314,262.507,262.63,184.635,-264.798,262.5146546,1524,610.525037528,262.597783639,1118.37637047,2647.00118212
253.68008369,400.753562844,-9.5870122587,0.998965,129.395,486.897542673,234.659,183.635685386,1525,579.12938488,7.2847118493,261.461,261.595,184.728,-263.701,261.483142736,1525,824.800526206,261.588739601,1315.46103487,2566.56220375
421.020018477,562.247456755,156.160387347,0.998839,129.451,652.591134679,194.915,193.719607393,1526,665.606915419,6.95076089124,261.951,262.076,184.768,-264.258,261.966652518,1526,1267.40815647,262.039458544,1482.10533389,2738.3291316
275.338499682,317.798456828,-7.53562509408,0.9992,129.449,26.5820514854,222.671,212.216882464,1527,309.252735657,7.16454941181,262.15,262.293,184.8,-264.483,262.145044952,1527,789.273343132,262.233093312,956.133027909,1601.81194702
287.944681336,484.528738913,33.564098025,0.999119,129.494,541.700484387,214.043,212.631462768,1528,375.191962961,7.14260585031,262.449,262.604,184.867,-264.547,262.477078566,1528,938.259918309,262.580469871,1181.25483725,2417.65496572
417.582635587,327.279790722,-6.93192218773,0.999289,129.532,308.740208942,229.865,221.376414326,1529,647.354454664,7.27992392139,260.871,261.015,184.927,-263.201,260.876329752,1529,1164.05774314,260.983717153,1189.49298759,3184.98933404
377.60999323,139.341687709,-12.543508537,0.99956,129.518,-10.4888183042,223.413,93.6024083509,1530,359.72791528,7.10188675925,262.191,262.349,184.954,-264.155,262.180826874,1530,1501.71657595,262.309862013,306.698938352,1418.196538
278.877596167,240.275705114,-10.4872468569,0.999406,129.57,187.789883983,235.327,202.451477228,1531,715.785092724,7.32296134912,261.127,261.347,185.029,-263.098,261.145034388,1531,698.112613409,261.308639723,1331.7449046,3205.72718001
409.682170767,400.79149425,-8.62371805384,0.999304,129.578,463.475665218,225.916,199.509566991,1532,200.416789903,7.27882157354,262.11,262.285,185.084,-264.471,262.124584175,1532,1132.40485914,262.227156042,881.84935008,1328.20900861
382.645690807,368.576221119,-10.5540544135,0.999224,129.584,257.146506335,242.658,172.292356793,1533,1205.6632794,7.2023581038,261.171,261.362,185.174,-263.357,261.154431947,1533,1106.25152935,261.296389558,1471.75156192,3000.27858731
236.428725792,589.191182368,260.653579028,0.999068,129.586,311.684371148,235.686,187.015564843,1534,786.614812444,7.31045594972,260.467,260.663,185.228,-262.611,260.504889207,1534,867.383629439,260.638384021,1932.49326014,3071.14122161
230.84595592,397.282716198,66.2577796667,0.999058,129.594,140.107903451,250.483,145.545495197,1535,1006.63066141,7.23636025704,260.809,261.011,185.287,-262.884,260.803089757,1535,689.958835505,260.942512442,1120.54699081,3015.12106294
224.824603403,314.912189981,-5.82380015989,0.999031,129.685,1566.5560152,220.738,175.408978856,1536,500.52421332,7.10406976725,260.553,260.717,185.331,-262.727,260.559528997,1536,635.971929637,260.653413573,2241.81366591,3081.31213327
179.032370153,278.727376457,53.8823131416,0.999163,129.719,55.1396356569,210.29,135.242777895,1537,1050.67234704,7.0094973291,260.587,260.763,185.411,-262.927,260.598231561,1537,511.322071342,260.701193894,1306.28459517,3040.64333388
280.37061922,362.169238717,13.4969213387,0.999052,129.778,106.002553277,226.089,172.721220232,1538,759.449846485,7.04727657106,260.963,261.097,185.479,-263.22,260.964608152,1538,700.005359191,261.060894965,1434.05975969,2956.17261679
323.141582451,407.612772964,-5.78579523439,0.999074,129.823,123.883077911,213.553,166.419853161,1539,519.577513411,7.03189635518,260.853,261.038,185.52,-263.154,260.858915546,1539,831.35993308,260.960754702,1227.14964461,2145.84605565
263.532897221,306.676307643,-7.96394109687,0.999338,129.886,212.167875605,193.386,161.92409639,1540,936.136940006,6.94211305709,260.261,260.439,185.578,-262.592,260.263619904,1540,693.838193038,260.377045787,945.969177274,2818.66305557
243.450516512,285.263563246,-9.49620210133,0.999068,129.913,252.248272651,221.412,188.041246296,1541,1002.39713723,7.05255203422,259.948,260.069,185.665,-262.241,259.957112438,1541,665.984904082,260.029648387,1838.39611317,3003.37064159
382.253645054,294.936228831,-9.64585846049,0.999264,129.914,159.276235102,232.153,199.157173833,1542,726.314578358,7.06291847515,261.253,261.378,185.714,-263.562,261.260983116,1542,1067.90458232,261.334673836,1457.44730147,3343.74232073
320.936282463,320.344643201,-5.4823405941,0.999129,129.988,149.559619899,245.038,171.682927111,1543,994.772225507,7.16237934706,261.753,261.879,185.767,-264.088,261.759550203,1543,755.623167499,261.86473637,1752.785774,3192.98571433
261.84604869,581.095679361,161.8811591,0.999224,130.041,243.850734683,249.426,184.56477474,1544,904.769079899,7.22918846939,260.741,260.883,185.863,-263.167,260.748303031,1544,881.558127041,260.817413584,1407.36704231,2918.32438587
306.149957809,404.259906232,-8.29229107429,0.999156,130.041,120.555208123,228.807,143.684481891,1545,1108.27428945,6.98842501773,260.855,260.98,185.888,-263.254,260.87242125,1545,821.207118836,260.949107866,1261.71273096,3131.43462968
173.133476275,162.095291011,-10.4947280197,0.999226,130.053,135.152518738,206.346,191.841843264,1546,745.16315305,6.85016857235,261.731,261.839,185.952,-264.004,261.729918851,1546,483.209475003,261.789126093,2041.31064466,3031.34718754
200.645425915,285.48912131,-10.1665694538,0.999222,130.103,203.478960425,210.222,187.75426676,1547,804.256363975,6.94123951135,261.469,261.598,185.989,-263.8,261.476566206,1547,626.167221197,261.549511892,1341.19774133,3048.3095204
504.585271953,394.331170912,-6.18700012043,0.999041,130.108,176.726500745,235.723,187.331028723,1548,1102.64906726,7.02899151206,261.463,261.645,186.069,-263.792,261.484310445,1548,1365.80338149,261.600437016,1218.53771767,3106.68651258
260.618292383,240.046952892,-11.7273901204,0.999092,130.121,200.484333332,237.766,196.474484351,1549,915.931739844,7.19375600904,260.874,261.007,186.107,-263.231,260.877568261,1549,661.138677149,260.961970742,1535.02846928,3046.69042649
240.296724747,172.995513748,-11.4127379798,0.998654,130.183,292.596299811,192.818,226.938004835,1550,657.804880496,6.84665720533,261.816,261.928,186.126,-264.12,261.821506594,1550,730.879008227,261.881760962,1416.72884447,2749.04750232
598.792031623,295.971691183,-12.285917331,0.998754,130.225,372.889563861,208.313,219.891869198,1551,582.840526027,6.95355924284,261.424,261.537,186.189,-263.733,261.424755447,1551,1745.7496679,261.494918974,1162.28292177,2610.1050676
389.258179854,1158.09763463,667.50160624,0.998807,130.229,134.867665658,232.548,196.712137611,1552,417.354384349,7.16077172914,261.409,261.596,186.27,-263.771,261.430520409,1552,1619.65833301,261.542986837,897.740649073,2155.61519897
195.121083417,112.831535791,-8.40926928923,0.998607,130.257,-5.2229841738,243.632,176.117850785,1553,1152.56406175,7.18072371861,261.843,261.973,186.337,-264.031,261.846022276,1553,577.76115217,261.915453715,1643.52710354,3139.09943838
345.718861061,254.573485214,-7.96147787465,0.998768,130.333,3.30599341391,225.769,199.688159572,1554,579.774122172,7.07878811791,261.015,261.145,186.402,-263.214,261.019142082,1554,913.584500248,261.096336705,1133.48938877,2884.1132493
257.43455811,328.798018005,0.517990379648,0.998729,130.357,-6.77243282717,214.109,172.61995018,1555,696.139466105,7.1512565783,260.979,261.13,186.458,-263.309,260.983341509,1555,666.437853977,261.070415947,1034.16818158,2602.95226036
393.377653113,319.42012987,-7.99622706577,0.998613,130.413,449.373563248,220.602,202.887018673,1556,426.244247538,7.12819817265,261.409,261.538,186.53,-263.398,261.41779554,1556,1100.31298089,261.494023455,1140.28758253,2038.03828508
283.782944824,334.359506801,-7.73652120562,0.998836,130.437,691.295884481,219.625,226.11982823,1557,466.518218151,7.0852231198,260.502,260.636,186.588,-262.58,260.50518863,1557,936.396281458,260.613429596,1422.24692637,3005.69065848
547.774418705,780.48810624,6.3173237389,0.999208,130.472,237.142173963,213.702,186.59610109,1558,843.317585482,6.91748372561,261.177,261.346,186.649,-263.405,261.197495122,1558,1191.6550324,261.300000505,965.949375938,2983.40702667
243.848867096,368.456736065,-7.73386043612,0.998852,130.531,197.60081744,215.427,199.780364727,1559,747.583625514,7.01591598851,260.794,260.956,186.725,-262.967,260.789967995,1559,713.323675152,260.892155136,1193.24881902,2790.66347482
473.554806917,567.980844602,161.9235079,0.998876,130.557,234.734895978,229.448,215.393955803,1560,620.975117371,7.0678340777,261.67,261.798,186.828,-263.944,261.691534848,1560,1232.22455197,261.778884533,1087.34874555,2979.78182642
161.496029518,463.521834393,163.520102862,0.999197,130.616,162.691787571,223.752,151.128844934,1561,582.933107978,7.11005761165,261.301,261.471,186.883,-263.633,261.314233276,1561,685.691874588,261.419828494,615.930842668,2695.66618853
556.262962157,467.042901053,-5.06932619246,0.999002,130.632,99.7696656198,210.555,105.68211614,1562,547.942797109,7.05142255891,260.811,260.973,186.96,-263.142,260.816894703,1562,1375.77096055,260.917304272,384.073297955,2735.24167989
505.344407369,523.700885531,-4.57795049568,0.998825,130.657,115.025053042,203.871,140.989398208,1563,841.428276071,6.98735419852,261.244,261.345,187.029,-263.543,261.258964439,1563,1438.11566584,261.328353652,862.172045776,2794.31487006
188.34671101,159.125402018,-8.37534277153,0.998888,130.681,145.223100581,227.492,162.798725846,1564,825.824853717,7.02180792237,262.145,262.271,187.103,-264.4,262.149385763,1564,618.375343333,262.213516424,1390.0803312,2549.57703337
158.789681603,405.178341191,276.648345219,0.998736,130.739,118.683264375,202.037,170.768031931,1565,855.679901781,6.8716921804,261.532,261.655,187.163,-263.815,261.529000236,1565,698.273207755,261.592676621,1507.57638155,3041.95010767
319.643906672,405.886992732,-7.27517903668,0.998673,130.74,274.802212545,209.228,198.933545389,1566,1001.30555032,6.99736319614,260.342,260.482,187.256,-262.674,260.354013552,1566,761.162502317,260.422041162,1691.48981498,2984.29558708
332.052671419,656.491856075,196.674972135,0.999043,130.784,-2.0377416495,243.748,208.951752674,1567,894.783176877,7.13915614929,260.722,260.86,187.304,-262.851,260.737440407,1567,968.952038348,260.821376507,1557.7833629,3215.16859973
76.7855813132,368.902474491,273.239445295,0.998585,130.809,357.031690787,223.557,185.084383317,1568,897.622138508,6.97228577119,260.588,260.738,187.379,-262.807,260.607554274,1568,486.98532098,260.716528032,1773.60420447,2897.92332282
369.836552619,382.208457343,-8.79356399856,0.998708,130.8,265.278804128,183.337,205.923628533,1569,875.341588046,6.78241345422,261.175,261.324,187.403,-263.377,261.174402584,1569,944.385360169,261.26335541,1773.71986051,3039.59800724
