Iteration,AverageAction,AveragePolicySurr,AverageQ,AverageEsReturn,AverageReturn,MaxEsReturn,AverageAbsY,PolicyRegParamNorm,AverageAbsQ,MinEsReturn,AverageQLoss,Epoch,StdReturn,MaxReturn,StdEsReturn,QFunRegParamNorm,AverageDiscountedReturn,MinReturn,AverageAbsQYDiff,AverageY
328,0.934768,-183.341,180.756,249.227982573,176.639911038,529.857933289,180.847615545,66.2034,180.895,-3.8821485965,108.76,328,113.002318607,720.453950685,168.802642256,89.1474,95.8925493245,99.9678262576,5.06812635415,180.761620893
329,0.922332,-183.592,181.06,249.464988662,352.255994613,441.484545178,181.158390022,66.2927,181.182,1.62900422461,102.569,329,126.854911701,705.601905972,140.656219775,89.2213,119.624709052,86.3000639015,4.87817239672,181.080518975
330,0.927255,-183.232,180.721,202.712378627,217.600961928,471.686967999,180.827948925,66.392,180.853,-2.27952106607,111.273,330,82.4737885017,473.943502448,187.423207964,89.3171,108.925619352,116.154250897,4.98423515635,180.745968258
331,0.932349,-182.721,180.191,105.236696092,237.584896506,296.59181101,180.310663096,66.4744,180.366,-6.22322734791,107.274,331,128.834839717,633.679149975,109.15238212,89.4134,81.7039536105,-63.13436756,4.94904421987,180.189671834
332,0.931301,-182.366,179.889,193.86186887,111.982834305,367.979436114,180.018596342,66.5894,180.048,18.8449866966,109.597,332,194.69382643,775.309561416,99.6506125856,89.5055,40.8203391358,1.88655827133,5.02399045379,179.912505738
333,0.926255,-182.746,180.232,311.71258409,322.311647407,492.847051212,180.360911557,66.6831,180.4,115.728715709,101.313,333,113.425081119,575.157373243,141.77349722,89.5589,109.288924008,140.719381243,4.82117581864,180.252252573
334,0.934223,-181.937,179.583,266.520152759,395.734361351,428.91501064,179.721939117,66.8035,179.756,2.79483290123,98.7399,334,164.378167091,983.320286174,148.695802599,89.7071,131.05863484,157.48678967,4.88147258661,179.599682899
335,0.924477,-182.103,179.63,214.783090033,393.061169364,370.664554431,179.746269595,66.8517,179.763,2.35460037468,103.833,335,187.336784632,901.519241514,119.22305656,89.8074,131.515643812,138.85240153,4.93283156397,179.643837852
336,0.924998,-181.275,178.772,188.930377652,350.274122461,484.863148563,178.904222296,66.9449,178.941,-4.32790722248,101.457,336,164.010541634,691.317509811,190.38431042,89.911,94.0394873857,-118.330111582,4.99163154372,178.787708861
337,0.945927,-181.402,178.914,308.324169281,329.788352951,508.028078484,179.005682778,67.0552,179.055,113.045803267,108.015,337,103.42542527,566.349993883,155.119713095,90.0182,133.701651971,126.358398407,4.95910468124,178.919688482
338,0.935655,-180.893,178.375,280.616471601,394.921478387,486.387988629,178.510913759,67.1802,178.519,142.906242656,92.446,338,107.595285535,803.939592595,114.426203181,90.1192,145.205957616,88.106192001,4.8663196543,178.411470164
339,0.946719,-181.234,178.702,272.292178627,425.826049184,601.667689212,178.788752616,67.2149,178.829,11.158775213,97.4475,339,207.232087066,1028.74776087,171.479614085,90.2044,106.107703432,75.5127966995,4.97164945501,178.717821109
340,0.946438,-181.147,178.654,207.322718852,353.098972559,361.807819179,178.76467383,67.3256,178.798,14.7838557566,102.298,340,111.893629216,606.093714294,123.006863003,90.268,134.002438018,116.430123172,4.98315800529,178.668581206
341,0.923304,-181.384,178.908,179.557687429,492.085962783,366.484555751,179.022548816,67.4107,179.05,47.6842177756,99.6062,341,159.248498482,758.439730366,128.693578771,90.4397,138.32970254,196.190452267,4.87428153038,178.925701038
342,0.860811,-180.295,177.869,167.769292075,474.037838893,346.523800445,178.009630699,67.495,178.025,25.7090587562,105.431,342,225.258117214,1027.70950661,109.33433733,90.5442,102.286842263,111.868320456,4.9578258529,177.886238236
343,0.949548,-180.495,178.093,234.238569839,478.255018922,426.175571322,178.213822951,67.6239,178.268,73.4063529577,91.2216,343,165.391638554,781.18873189,111.085833701,90.6062,112.008924545,184.53497603,4.85580542697,178.103078995
344,0.923186,-181.085,178.621,248.08755997,223.384747446,464.495888526,178.740628397,67.7187,178.783,-2.65091929831,97.6773,344,197.399520062,778.54174446,202.019656313,90.7465,59.4309593245,-48.3350357278,4.87054612846,178.639267806
345,0.904309,-181.067,178.763,116.779518989,273.943565335,258.973941936,178.885697133,67.8218,178.904,28.7062816844,97.5616,345,110.309555146,529.262866729,84.6303610026,90.8056,115.549112414,69.9599714406,4.87390050335,178.783007549
346,0.927028,-180.533,178.057,123.369564353,301.215412116,407.317268193,178.20508199,67.8873,178.232,0.307162031428,103.856,346,190.676802494,695.075173032,140.531417845,90.9597,90.4198190052,-36.6819125083,4.99180063817,178.077250407
347,0.910067,-179.941,177.376,103.933903401,455.136423265,204.215915777,177.466190914,67.9486,177.521,25.4840529104,102.65,347,192.154483767,911.669247921,55.5932741786,91.0758,89.6360084131,54.2633122562,5.03617338867,177.394930289
348,0.939397,-180.612,178.202,227.465850776,407.292947364,462.673645598,178.304572791,68.0334,178.362,6.04460775142,101.073,348,159.359018932,883.500905842,162.424855508,91.2359,132.499147219,140.987955679,4.96947745798,178.209648857
349,0.937615,-179.914,177.544,217.551386666,407.106599345,341.510312673,177.651543472,68.1823,177.673,0.0702041450091,90.8516,349,156.388315736,683.1069947,114.190711702,91.3397,108.936670926,88.9305016924,4.86606919676,177.567077887
350,0.935843,-179.983,177.661,135.14583033,511.551582293,454.383254102,177.749962616,68.2437,177.765,6.02286740273,103.005,350,106.651700404,697.029676966,154.545383366,91.501,149.62056736,208.377817769,4.9592985947,177.684582928
351,0.932089,-180.165,177.757,225.71409044,462.171570277,630.402950964,177.884545273,68.3435,177.907,69.4738194292,96.5694,351,142.093716965,656.255050606,214.076834473,91.6083,133.511219189,46.5565024311,4.8781331188,177.770278572
352,0.929292,-179.419,177.099,240.713915848,369.762849131,313.982413159,177.228435525,68.4129,177.248,113.909998664,105.468,352,181.366642362,698.667140515,82.4060463253,91.6809,122.884853907,109.635166498,4.98245226096,177.114549518
353,0.921578,-179.009,176.544,169.834372695,461.345526734,426.748444906,176.666943699,68.5134,176.685,3.96738809894,110.341,353,213.730038278,970.552969137,155.614522321,91.7947,107.099223369,108.8475483,4.98163364822,176.564546189
354,0.914495,-179.102,176.624,367.904683903,462.614261286,559.482828204,176.749589277,68.5789,176.788,232.441172552,103.094,354,269.574792137,1109.09040815,119.029707553,91.8937,100.378109702,80.768988963,4.92220267505,176.635823397
355,0.956974,-179.254,176.967,163.490728536,220.337822764,375.397159489,177.068082303,68.6656,177.1,30.3914775984,96.8847,355,98.1791269176,653.09615383,117.751305985,91.971,107.177390844,119.179480734,4.84317007723,176.980213069
356,0.929888,-179.239,176.882,223.251370188,378.103863071,346.749168428,177.009073746,68.6938,177.023,100.840714225,110.329,356,127.971725176,620.042916125,92.0530489541,92.0664,120.809404408,24.0460550826,4.96756590081,176.905744944
357,0.924828,-178.877,176.496,209.774805458,378.354919863,515.81072545,176.611958107,68.7938,176.638,0.370387560215,93.5117,357,94.5132546629,594.512140808,202.439097122,92.2144,129.016168857,207.776704695,4.82715390661,176.507606081
358,0.91929,-179.116,176.667,144.301385387,328.086739013,370.916774846,176.795833859,68.8929,176.84,23.605835026,96.6465,358,173.400772664,719.854760008,96.1771535566,92.3376,89.6136838666,-27.6194957142,4.82451429404,176.677665216
359,0.939923,-178.656,176.35,232.032236471,470.356303341,539.917901087,176.459620034,69.0113,176.482,-2.13800096989,111.204,359,133.908569805,960.803398006,215.83886936,92.421,145.230805388,211.166977182,5.0815506664,176.370605528
360,0.920169,-178.498,176.16,274.47299209,434.735011682,465.639520345,176.259725098,69.1175,176.299,26.0601749194,99.3207,360,127.864641831,669.476785777,180.601473845,92.5241,150.644028473,173.323381972,4.88889940793,176.1761347
361,0.92152,-178.063,175.686,380.165368295,423.5280214,641.404551082,175.813229499,69.232,175.826,92.7893377783,89.8631,361,178.776885955,804.401441059,186.886473861,92.6133,119.975101461,46.9521767891,4.72459684541,175.706602135
362,0.941876,-178.802,176.396,222.566259916,422.565820544,342.37295152,176.476590257,69.2712,176.516,134.363169398,95.2979,362,116.370622492,770.203030397,73.634043026,92.6936,156.140530513,232.591698031,4.79757164469,176.401246396
363,0.944726,-178.374,175.934,391.10589728,299.79429614,635.759789844,176.068800636,69.3613,176.07,246.154194584,101.395,363,96.264434682,541.162374709,146.494641481,92.7819,122.548630418,157.380336097,4.92356131089,175.955186765
364,0.93849,-178.601,176.224,342.131372688,378.747859035,409.90268426,176.345075691,69.4448,176.363,306.280570249,94.7347,364,98.627364728,724.766521315,34.6258448076,92.8666,137.731684722,213.907345723,4.83578223003,176.254201407
365,0.942722,-178.316,175.762,189.119693541,426.601566283,367.113459471,175.879735364,69.5225,175.91,2.56306776903,89.7705,365,110.445387535,754.909585422,112.930497986,92.9369,150.194461265,202.232709911,4.84007235554,175.776607658
366,0.940804,-178.524,175.942,365.976384326,398.483343122,564.08841852,176.038801824,69.5862,176.069,101.160018233,86.0836,366,166.412865814,1024.14260563,164.17927968,93.0391,134.331439728,240.694440329,4.70804899211,175.952128198
367,0.938854,-178.507,176.199,299.312732733,438.932883276,425.451747359,176.291197879,69.6554,176.319,197.539488354,101.951,367,211.892009315,895.096233615,97.8674359828,93.1358,131.28029513,80.7034238328,4.846085266,176.204474923
368,0.945101,-178.66,176.366,353.004417621,334.103348035,563.071689995,176.479179059,69.7885,176.485,-4.465895744,108.47,368,98.9990625236,594.767627658,181.24156811,93.2427,143.873552134,199.055443586,4.90190205837,176.39680712
369,0.952924,-178.019,175.575,227.469156934,420.414963485,508.95427092,175.677744107,69.8969,175.741,-4.01791647214,97.8604,369,132.315853524,814.44088468,149.204392238,93.3351,136.137543973,153.043763914,4.80835972135,175.56949479
370,0.945588,-178.272,175.889,112.341428486,461.402681108,374.726308154,176.027926225,69.9881,176.044,1.03092790955,95.7534,370,225.599771145,938.862980793,115.76131031,93.4228,129.808277829,53.5643405863,4.83900528779,175.921850908
371,0.945483,-178.406,176.023,252.991184652,374.202802554,694.960455115,176.149427475,70.0142,176.188,77.9453387592,101.723,371,140.902199371,712.824401808,204.970182595,93.5004,137.087125778,38.2226787588,4.83496767468,176.039321906
372,0.947195,-178.689,176.285,179.908168623,364.6461849,482.610411489,176.393114891,70.1286,176.415,-1.72202406697,94.2998,372,141.820612406,804.121455821,147.154451969,93.5753,128.682296769,106.845286239,4.76446991836,176.289570039
373,0.947415,-178.002,175.567,185.191306108,214.873450309,382.71955995,175.702931262,70.1871,175.732,0.682322152244,105.517,373,281.861465678,1035.85240659,125.10899474,93.6642,58.4223400037,-30.0774310753,4.89372573239,175.600586811
374,0.974406,-177.403,174.972,249.913255985,278.64498727,490.068222534,175.066339637,70.2629,175.099,-0.0950434764337,104.586,374,127.72160678,490.558772145,149.61146512,93.7497,61.5692352826,64.0930750543,4.92573719703,174.982482363
375,0.955521,-177.983,175.681,225.1147838,440.595553595,602.499189273,175.762450094,70.3411,175.8,-4.24133502238,91.8608,375,142.214889459,894.290194557,221.1056131,93.8438,151.768560687,200.667069782,4.75690845475,175.68273912
376,0.899922,-178.331,175.925,263.066053083,254.202033967,441.426855915,176.041301426,70.3949,176.048,123.173315166,87.2271,376,289.609872715,1034.22575262,94.9560618098,93.8943,77.3877732741,26.8759589474,4.71284948679,175.964578123
377,0.958029,-177.802,175.505,225.831843773,400.073990854,461.957147658,175.634815574,70.5032,175.681,20.0279869292,93.1751,377,174.993171655,844.345813464,158.52501765,93.9938,113.906214823,-78.2786728199,4.81858586018,175.507121203
378,0.947885,-177.654,175.317,224.726609863,337.233558367,457.530634182,175.435759932,70.5957,175.476,-0.650519478005,89.0791,378,229.829826327,935.031419409,194.35036291,94.0562,105.620763282,51.4199733368,4.68921139694,175.329327737
379,0.956684,-178.292,175.941,158.309766737,354.597870017,411.939278691,176.071905189,70.6713,176.077,38.2690621355,91.4473,379,66.4455796076,547.854897274,139.431760362,94.1714,153.467383924,227.711162354,4.73834099256,175.965863949
380,0.929164,-177.782,175.438,316.23914032,471.3850224,510.976703598,175.528176688,70.7548,175.563,-3.95300868876,98.2465,380,144.998928519,847.404996184,206.076633661,94.2562,129.164580679,258.123636457,4.82246817599,175.452341316
381,0.920968,-178.11,175.631,274.614783661,463.849249928,442.435593951,175.733408772,70.8209,175.762,2.66937263877,95.6844,381,127.884134387,687.363424952,157.126490225,94.4001,130.239559542,178.512525652,4.80676185443,175.645553119
382,0.929148,-178.189,175.811,232.18410018,409.535304669,505.258140293,175.919792172,70.8964,175.964,3.58770554794,91.5834,382,96.118375231,688.165032632,140.533710702,94.5155,145.675975034,271.267916308,4.74354534099,175.817216167
383,0.924539,-178.464,175.995,272.153983685,493.70989126,336.365565438,176.106354482,70.9746,176.13,108.995276858,98.9927,383,181.366138584,1084.14963417,75.498990614,94.628,140.788118526,233.275684656,4.80604400702,176.01499775
384,0.937484,-177.748,175.4,192.925163576,125.706948216,359.890106137,175.513350351,71.0574,175.54,-4.2282654446,108.086,384,63.7606867106,571.133902802,127.789414112,94.7268,82.0437661163,94.2328583389,4.86568324241,175.419441693
385,0.944329,-177.58,175.179,250.526253626,282.153713292,516.142767779,175.276046631,71.136,175.306,-0.704802602981,98.8404,385,220.803508668,837.832089882,180.535517981,94.8187,95.1374280463,44.3830657811,4.84567230988,175.19269615
386,0.946062,-177.8,175.429,247.107014658,380.168541692,422.731368247,175.543512036,71.184,175.571,-4.5837717097,101.3,386,119.594677054,772.886562362,131.955919034,94.9129,134.407285575,184.973886386,4.7687029156,175.451669629
387,0.944065,-177.666,175.265,258.544911158,146.253747169,453.90907743,175.414611597,71.3129,175.438,67.0864535967,96.528,387,72.7645819165,527.659267418,121.375211408,94.9429,88.4333500375,103.227117042,4.73670592077,175.286664584
388,0.950478,-178.027,175.752,312.652787552,448.458202284,528.472570463,175.857268915,71.4253,175.908,71.2033339837,101.55,388,165.999492604,822.529070598,161.861955087,95.0375,126.199634485,87.4519050938,4.88064761214,175.7669674
389,0.955,-178.096,175.832,249.877084767,428.778299918,495.78861221,175.922668612,71.5199,175.944,39.1455253637,98.375,389,182.128213933,725.350155857,156.801517596,95.1586,139.356577848,87.7059952705,4.7360308054,175.844533628
390,0.952622,-177.627,175.378,198.820160228,357.503096177,497.69740151,175.496838829,71.5715,175.522,2.64070094956,111.166,390,104.417462361,662.352635586,151.131513229,95.2826,137.626627369,217.427883746,4.82523568676,175.387930517
391,0.954959,-177.507,175.199,179.242061191,463.983785233,846.397810547,175.326285652,71.6804,175.349,-2.57549994661,99.6732,391,91.7614070402,662.595120781,270.701208769,95.3533,160.079047474,220.688275939,4.74305332759,175.22484659
392,0.95542,-177.368,175.01,300.664753134,423.218252733,485.911309254,175.103562114,71.7698,175.156,1.4372841182,95.5249,392,77.2100779038,593.371377935,162.047378061,95.459,138.059129597,291.525813242,4.80993674938,175.011344341
393,0.947855,-178.11,175.878,271.865067561,411.017812613,614.477202896,175.980931635,71.847,176.027,-1.33024161884,97.2135,393,135.138083874,720.95502888,201.876406846,95.5609,145.566972017,125.964954858,4.6911424399,175.888705919
394,0.953779,-177.73,175.428,242.240779111,325.562741699,400.09764919,175.527388336,71.9637,175.541,90.2801636199,88.2619,394,73.8274990086,518.214115074,116.575785811,95.6545,145.048380264,235.863893508,4.64218164542,175.446984321
395,0.955432,-177.197,174.882,338.775685701,516.474193697,510.407824,174.986363768,72.0895,175.013,241.714030361,79.6546,395,128.48577517,1013.30352145,83.6865415192,95.7679,159.206715381,256.820289767,4.65887495103,174.900010467
396,0.951331,-177.267,174.948,240.089185905,465.332325922,378.64826507,175.039170375,72.1644,175.076,34.7278313858,104.144,396,123.719163145,792.122669076,131.149359623,95.8596,153.374721233,229.55802901,4.94863845338,174.95935349
397,0.958081,-176.934,174.584,215.291902518,452.300482617,431.168679002,174.681764912,72.2805,174.696,53.4827473001,95.7431,397,92.432692394,613.417890679,139.664677472,95.968,156.364281975,249.376306053,4.79434372859,174.610993586
398,0.946506,-177.415,175.084,284.901704139,411.21286798,440.150123551,175.16506943,72.4209,175.208,97.8326164187,96.8615,398,138.111813215,736.194889977,127.673731485,96.0404,131.440225279,177.377523694,4.71936924254,175.084117486
399,0.953891,-177.542,175.21,227.123692546,394.129384025,449.328903784,175.324252356,72.5018,175.341,14.1123962067,96.4778,399,87.0811692865,537.596621791,111.945725466,96.1553,152.712724947,205.132249717,4.79840827983,175.228950518
400,0.94046,-177.144,174.95,226.868290127,437.556847956,452.767496509,175.038694206,72.567,175.066,81.2034213414,100.876,400,123.280211919,824.079366317,155.220974552,96.2285,138.425161157,146.033689496,4.82946124357,174.956787627
401,0.937501,-176.798,174.564,317.997273181,368.441245102,554.150865732,174.676653633,72.6762,174.713,80.0581141242,93.7802,401,112.289385643,568.682396633,154.613227144,96.3403,127.332498964,127.42350738,4.76657208053,174.587388621
402,0.943796,-177.24,174.936,247.846792141,392.41803349,636.373866823,175.039502788,72.8183,175.073,-4.89169182002,103.088,402,119.764352623,679.485933742,242.951348974,96.4375,127.773852475,225.98766325,4.80956436182,174.94337897
403,0.94506,-177.212,174.945,385.744164144,319.73598468,597.352681703,175.044165619,72.8999,175.049,1.34638793733,85.1965,403,126.040075181,585.710050281,206.76445359,96.5429,122.728838638,115.965439253,4.63057230331,174.963084354
404,0.943595,-176.738,174.514,256.405458011,396.274361752,361.783017036,174.604324234,72.9891,174.627,9.56438312383,93.7585,404,134.318851445,683.163289653,131.926276122,96.6384,142.657632962,125.983815276,4.74674710864,174.520745328
405,0.942929,-177.275,175.019,268.434656329,387.905900299,437.318914313,175.146005696,73.0325,175.188,20.0598755529,90.5033,405,85.5998509631,686.239943053,156.098081436,96.7229,145.218324683,220.406626074,4.72555838902,175.036198524
406,0.950778,-176.992,174.728,225.900286203,522.18083419,487.819932346,174.826349679,73.1264,174.857,2.25475696573,99.0527,406,82.153249735,747.136513004,148.431862736,96.8266,168.596899087,246.808437273,4.80303009648,174.747131183
407,0.934739,-176.5,174.264,265.688594132,569.141741844,482.819080971,174.361004305,73.1921,174.384,1.2925040166,92.9612,407,161.935416191,873.144208631,199.202591089,96.9016,143.077183174,84.937617179,4.71987065336,174.280772555
408,0.955363,-176.649,174.493,208.520298546,439.270670009,572.42930915,174.568299538,73.2867,174.604,3.34122902431,95.0016,408,237.550300939,1125.55622498,190.579748613,97.0469,124.171235352,24.5248458528,4.73922953039,174.485037327
409,0.954968,-176.669,174.508,286.035148295,345.280924655,430.82636295,174.641590166,73.3528,174.649,141.001658867,104.357,409,114.53318155,642.817977544,98.8178611161,97.1438,132.915936276,204.460662041,4.87028589285,174.546202017
410,0.942296,-176.446,174.215,273.239018105,351.227480574,360.37139511,174.320183307,73.4498,174.361,162.57522569,92.4908,410,94.1374879405,573.187846135,69.3447277344,97.2485,151.061843302,189.944488714,4.72438982561,174.222571247
411,0.943249,-176.028,173.786,289.429574023,375.238145417,483.570373432,173.921486559,73.5172,173.942,86.5464951142,98.5134,411,140.558592338,790.532125167,138.98265477,97.3351,131.224762693,76.606209947,4.82753566066,173.804507586
412,0.937238,-176.273,174.112,164.393901283,348.916915986,363.754366709,174.23978368,73.5881,174.27,-4.03726377727,89.1214,412,156.790866747,729.426642013,121.139068089,97.4389,120.232483567,63.4767921365,4.71429230927,174.124437173
413,0.945013,-176.068,173.854,196.172477991,367.501632572,398.385255593,173.971690248,73.6963,174.014,8.34796304503,88.8148,413,119.318411997,701.447334433,120.136611153,97.5387,148.355443979,109.860281261,4.69082083439,173.866350401
414,0.951474,-176.211,174.047,337.098320527,351.449667274,450.522989601,174.148903423,73.824,174.178,114.181692001,99.1407,414,90.5239106968,525.826343986,111.062371685,97.6092,142.63641741,107.400058596,4.8070685825,174.05517405
415,0.939344,-175.795,173.536,308.548400804,372.488571881,463.096160033,173.653015732,73.8577,173.693,171.388586325,93.8838,415,72.2741595543,644.084941593,106.990479333,97.737,152.896047189,273.699333028,4.76367419008,173.550395017
416,0.943301,-175.997,173.781,230.394415337,379.760240471,420.395995897,173.870245268,73.9329,173.896,9.33891365172,89.3481,416,109.041004478,651.34542834,123.027740558,97.8081,131.196022831,167.011940262,4.6848172167,173.790429286
417,0.932205,-175.728,173.494,180.350849746,408.252425765,361.313376401,173.604516226,74.0014,173.628,2.87793366784,100.129,417,188.825819207,925.38671777,124.571975895,97.8907,114.96753306,19.8211584452,4.82316614605,173.506054874
418,0.95084,-175.751,173.447,229.961652237,488.584860281,434.973353682,173.560575954,74.0968,173.571,-23.7669137566,95.811,418,127.335506842,794.258715789,164.824698331,98.0006,142.336634169,221.031997107,4.71388945707,173.467096183
419,0.938617,-176.176,173.893,361.909575441,393.141607631,643.497039576,173.986208911,74.1909,174.023,5.81166399484,89.6298,419,196.975689294,893.375081646,273.126285834,98.0663,127.081100327,13.1052845571,4.67320967157,173.906042326
420,0.940516,-175.734,173.524,339.873235357,399.840658471,504.05962011,173.65333228,74.2599,173.691,6.9922120935,90.0736,420,83.0275560235,538.794144019,173.513367879,98.1238,145.169073404,237.711126302,4.74879381926,173.532311098
421,0.958393,-175.874,173.662,254.700410158,442.586679967,627.276470524,173.787953234,74.3239,173.811,-2.91966051831,95.3902,421,122.783508649,683.406626341,189.171873755,98.2278,152.91068546,223.97788136,4.7594585594,173.677657291
422,0.946259,-176.104,173.888,260.623952019,358.780238651,530.677823885,173.982788114,74.4335,174.01,0.499619078501,89.4473,422,136.585268033,770.209662569,197.291570384,98.3086,139.879416548,189.641171195,4.71704263393,173.904264694
423,0.943249,-175.915,173.63,273.056345145,360.220265834,526.637245692,173.723942411,74.5312,173.747,79.5900940739,103.27,423,94.5137926596,570.783208341,168.696246554,98.3796,128.772130266,172.155078478,4.84049443173,173.640996787
424,0.939749,-176.305,174.116,220.12383161,446.677526992,351.364220273,174.24198007,74.5658,174.255,-1.39143831152,78.218,424,109.053843816,802.125722912,127.730128629,98.4359,141.036677458,270.295338325,4.53725569631,174.137498394
425,0.957141,-175.691,173.516,321.012215891,454.341852225,533.418685625,173.613277387,74.6439,173.642,25.1491082431,86.3236,425,158.359420887,806.511010668,184.035556398,98.5213,152.399630501,254.181281068,4.68251709004,173.530221195
426,0.953158,-175.784,173.563,240.146943637,427.814130434,507.175620255,173.673733326,74.7481,173.716,-2.9495906967,87.979,426,159.197197897,836.530716618,160.29610464,98.6343,144.414846418,90.0577571219,4.7283076682,173.574448061
427,0.957156,-175.96,173.783,276.941259289,465.978331443,519.780853422,173.881648621,74.8137,173.918,8.72970928928,91.5803,427,142.914902175,695.639338228,181.664453934,98.7268,148.670115783,206.12439408,4.6810346079,173.796154815
428,0.938783,-175.946,173.755,250.511356381,356.320970791,537.628046108,173.853312314,74.9136,173.881,11.4133904236,95.0299,428,200.031097072,857.526394684,170.475652302,98.8211,70.0642479433,-15.3804888126,4.70101149912,173.767190285
429,0.942062,-176.035,173.796,247.776192911,260.844489019,644.159546929,173.886587511,75.0143,173.926,-4.08851934523,92.9004,429,170.790166844,769.635611568,260.961061195,98.9173,87.0352554335,43.8494857112,4.64565942426,173.809193126
430,0.953502,-175.706,173.569,223.372579285,381.957971045,482.667729865,173.679954912,75.082,173.713,-3.29072310569,100.379,430,80.7192719579,691.301658541,175.376134421,99.0076,145.046079469,232.012030648,4.72245392224,173.579934163
431,0.950759,-175.732,173.465,223.640053579,455.1910826,503.942064008,173.567516557,75.1759,173.592,1.86400600412,99.938,431,130.619422863,772.497641176,175.358493634,99.0895,145.280911826,246.515810401,4.71048508254,173.480107133
432,0.956001,-175.897,173.709,280.649352471,465.346726475,501.172621115,173.795518374,75.2299,173.82,145.842408921,89.0427,432,128.842902626,813.617655835,117.123502471,99.1931,145.149012381,233.017176525,4.62831365844,173.725634151
433,0.947155,-175.683,173.478,251.501237946,365.369639156,528.920986976,173.54831927,75.3334,173.576,8.82097582784,95.1872,433,100.91525838,684.46956881,198.923798757,99.2774,138.617820853,86.1801860767,4.76213520257,173.484340732
434,0.935739,-175.128,172.969,229.441911115,455.579978723,570.534904672,173.062060183,75.4453,173.098,0.89469282324,111.138,434,185.981868815,1050.52331456,184.381615813,99.3885,112.550722626,207.260398505,4.80750968278,172.984463093
435,0.955984,-175.487,173.177,240.532575267,435.002297967,490.544345301,173.273259841,75.5258,173.305,-1.4092217625,83.6777,435,134.82461932,827.337990696,202.72238297,99.4645,138.946269795,205.636942058,4.58825485395,173.189266847
436,0.950738,-175.264,173.125,377.870011649,410.646916806,566.725461278,173.216789373,75.5833,173.253,160.890984647,96.737,436,102.257508979,735.209944248,154.449531739,99.5746,149.357722531,248.276035642,4.61629872876,173.134480142
437,0.958207,-175.771,173.523,249.925655239,344.278509694,420.47650631,173.617449677,75.6607,173.64,-3.55391863942,82.4851,437,136.530371485,581.031563347,125.298628108,99.6739,125.16473677,100.796070335,4.65352013512,173.540235804
438,0.963754,-175.698,173.494,208.070353318,153.465921215,422.163733182,173.576180727,75.7407,173.606,0.931761437866,105.529,438,97.4936586156,408.847910771,151.027891297,99.7902,71.1759229049,57.7862346894,4.7772623405,173.507941448
439,0.958881,-175.507,173.371,357.682043871,398.135029511,494.115049727,173.496273079,75.816,173.518,214.245156999,95.4232,439,78.2861985661,644.584053428,99.8427879356,99.8767,149.267030685,245.693220283,4.67148457766,173.390361763
440,0.958829,-175.138,172.945,268.741852021,377.780156494,534.123508924,173.036301144,75.9094,173.066,1.84337413195,110.798,440,92.2039067795,622.727177542,206.521179155,100.008,145.762360195,215.618442607,4.92237448311,172.952905329
441,0.963558,-175.273,173.026,194.194472242,349.915665963,554.074111196,173.122910798,75.9902,173.168,0.953280132347,96.7947,441,59.1307902434,504.926602671,168.608886316,100.092,141.70425773,224.57597146,4.70927657863,173.042804668
442,0.951351,-175.344,173.171,264.992822745,303.417102547,465.084959557,173.271767516,76.0975,173.291,7.54047463992,94.9779,442,94.8268430604,547.753546821,150.756814125,100.198,121.821944199,131.881110102,4.73604233327,173.187770838
443,0.938642,-175.341,173.049,234.112950837,389.318909767,522.800402096,173.15549531,76.131,173.169,8.45254155744,96.9637,443,92.7427534074,611.61415421,170.39536834,100.318,142.737467649,189.00174008,4.77490669124,173.072301951
444,0.94089,-175.524,173.263,154.592628282,246.816947841,343.276899921,173.369676251,76.2288,173.402,-1.94589334727,103.949,444,110.493071734,491.639923329,111.808815777,100.414,109.180356983,95.7627649221,4.80913536363,173.276827212
445,0.950766,-175.313,173.1,280.495290544,292.617393246,450.776123733,173.189100888,76.3089,173.224,0.389161099953,89.6372,445,73.3813303257,537.702427093,158.139233729,100.54,124.075878952,146.794041199,4.75309667915,173.110106686
446,0.950833,-175.61,173.306,246.106490468,283.485313494,463.585931201,173.4225332,76.3571,173.46,1.26487024265,94.5158,446,74.0598803257,463.100351337,152.164965668,100.62,132.157929788,130.705331047,4.74189390268,173.316542067
447,0.927281,-176.282,174.001,317.492344415,407.925221097,520.860012928,174.114656357,76.3944,174.134,114.610812355,95.7713,447,78.2382356532,580.671664547,153.331423138,100.748,145.414369349,104.110193143,4.7671218245,174.010143873
448,0.9423,-175.872,173.56,175.515232566,372.888125816,406.643548313,173.68563031,76.4677,173.704,1.25665784829,95.3958,448,166.28160049,700.445155178,155.748062081,100.832,98.1943609241,-32.2878278968,4.80994423124,173.583647918
449,0.955498,-175.891,173.511,158.331056215,280.318280413,417.038705797,173.595425875,76.5305,173.629,-47.0150928386,85.7027,449,93.5011844577,548.594345747,167.327268443,100.94,118.616749966,97.2366210807,4.71320192231,173.524642296
450,0.946941,-175.53,173.255,271.593156262,328.180420001,399.697893648,173.356949682,76.5956,173.375,117.942715088,88.2919,450,148.403615037,732.378099345,89.8255836946,101.013,106.149879676,91.923486718,4.70248636488,173.267270325
451,0.938935,-176.115,173.851,278.342429483,322.207794327,461.925576428,173.963044159,76.667,173.997,14.288320841,96.013,451,109.766199116,569.060107505,145.571331098,101.034,122.088826559,94.3213176844,4.7439151383,173.860312576
