MinEsReturn,AverageQLoss,StdReturn,AverageQ,AverageY,AverageEsReturn,AverageAbsQ,PolicyRegParamNorm,Epoch,AverageDiscountedReturn,StdEsReturn,AverageAbsY,MinReturn,MaxEsReturn,AverageAbsQYDiff,AverageAction,QFunRegParamNorm,Iteration,AveragePolicySurr,MaxReturn,AverageReturn
3.0,1.20571,0.0,18.3238,18.3235786004,15.3692307692,18.3655,64.4468,611,99.9956828753,14.9414953744,18.3249175485,1000.0,81.0,0.334482233589,0.36496,109.908,611,-19.8443,1000.0,1000.0
3.0,1.34398,0.0,18.2053,18.2048060843,15.5076923077,18.2453,64.5117,612,99.9956828753,16.2320889001,18.2063436854,1000.0,72.0,0.347947562156,0.523053,109.986,612,-19.783,1000.0,1000.0
3.0,1.36542,0.0,18.2475,18.2477615646,17.3448275862,18.293,64.5847,613,99.9956828753,22.5858910217,18.2496930743,1000.0,140.0,0.349491720985,0.300051,110.063,613,-19.821,1000.0,1000.0
3.0,1.36675,0.0,18.2138,18.213970128,14.3880597015,18.2612,64.5577,614,99.9956828753,17.0809794049,18.2148107344,1000.0,127.0,0.361482512332,0.212191,110.119,614,-19.771,1000.0,1000.0
3.0,1.53169,0.0,18.1132,18.1125094529,16.7419354839,18.1618,64.5501,615,99.9956828753,22.4628262691,18.1146598775,1000.0,154.0,0.376334891383,0.165629,110.152,615,-19.6734,1000.0,1000.0
3.0,1.42904,0.0,18.1052,18.1061462522,13.9571428571,18.1498,64.6282,616,99.9956828753,12.3524846712,18.1077465162,1000.0,63.0,0.360854944331,0.21395,110.18,616,-19.6792,1000.0,1000.0
3.0,1.38024,0.0,18.1249,18.1247944121,18.3818181818,18.1736,64.6364,617,99.9956828753,16.6356582066,18.1269406966,1000.0,76.0,0.350895088194,0.233795,110.268,617,-19.6903,1000.0,1000.0
3.0,1.22515,0.0,18.1344,18.1344844932,17.1694915254,18.1798,64.6784,618,99.9956828753,19.111760992,18.1377086631,1000.0,126.0,0.341232778033,0.136101,110.378,618,-19.6804,1000.0,1000.0
3.0,1.51649,0.0,18.0584,18.0573653721,22.2272727273,18.1129,64.6999,619,99.9956828753,32.1034291827,18.0598471777,1000.0,171.0,0.39116382041,0.176575,110.417,619,-19.6038,1000.0,1000.0
3.0,1.38719,0.0,18.0223,18.0245048806,16.15,18.0686,64.7461,620,99.9956828753,19.7634553322,18.027231933,1000.0,131.0,0.357091292667,0.240792,110.472,620,-19.5243,1000.0,1000.0
4.0,1.33424,0.0,18.0552,18.0546264657,15.6818181818,18.1054,64.7523,621,99.9956828753,13.6705379856,18.0565257642,1000.0,57.0,0.349666272205,0.321634,110.569,621,-19.5222,1000.0,1000.0
3.0,1.5231,0.0,17.8836,17.8826593282,14.9393939394,17.9346,64.8022,622,99.9956828753,13.9489097954,17.8849958827,1000.0,76.0,0.386822713519,0.210534,110.639,622,-19.4207,1000.0,1000.0
3.0,1.36222,0.0,17.9664,17.9665291719,13.2435897436,18.0083,64.8069,623,99.9956828753,10.9453021153,17.9693765136,1000.0,46.0,0.348900610598,0.229399,110.73,623,-19.4368,1000.0,1000.0
3.0,1.42041,0.0,17.8667,17.8661330483,15.0303030303,17.9165,64.882,624,99.9956828753,12.0188862704,17.8697518384,1000.0,46.0,0.373017754088,0.308294,110.804,624,-19.4008,1000.0,1000.0
4.0,1.435,0.0,17.9288,17.9292729508,16.5245901639,17.9803,64.892,625,99.9956828753,13.2078051407,17.9333078624,1000.0,68.0,0.372316859887,0.311707,110.876,625,-19.4137,1000.0,1000.0
3.0,1.40995,0.0,17.8985,17.8977380438,18.3148148148,17.9451,64.8884,626,99.9956828753,17.7449252778,17.9001661929,1000.0,112.0,0.357361675813,0.213046,110.923,626,-19.4337,1000.0,1000.0
3.0,1.32335,0.0,17.8814,17.8817756195,13.8888888889,17.9317,64.9606,627,99.9956828753,13.3412013822,17.8849527256,1000.0,79.0,0.3468926602,0.308184,110.981,627,-19.3675,1000.0,1000.0
3.0,1.56557,0.0,17.8458,17.8467343554,16.5409836066,17.9027,65.0174,628,99.9956828753,15.6964794742,17.8501863121,1000.0,97.0,0.391477331311,0.319219,111.034,628,-19.3738,1000.0,1000.0
3.0,1.28323,0.0,17.8382,17.8372113468,19.2307692308,17.8839,64.9583,629,99.9956828753,21.0023949043,17.8411560398,1000.0,110.0,0.344968534889,0.269708,111.126,629,-19.3212,1000.0,1000.0
3.0,1.36946,0.0,17.7299,17.7312048969,13.301369863,17.7765,65.0199,630,99.9956828753,10.6316726754,17.735188384,1000.0,49.0,0.354903967512,0.301305,111.187,630,-19.2391,1000.0,1000.0
3.0,1.40615,0.0,17.6988,17.6983408513,21.0612244898,17.7448,65.0839,631,99.9956828753,21.6723355713,17.7022498008,1000.0,110.0,0.349083828509,0.371902,111.278,631,-19.2106,1000.0,1000.0
2.0,1.37423,0.0,17.6677,17.6671042626,22.6363636364,17.7163,65.1227,632,99.9956828753,17.5604034292,17.6705260728,1000.0,86.0,0.349599539913,0.920026,111.259,632,-19.1604,1000.0,1000.0
3.0,1.5091,0.0,17.6448,17.6463306844,15.8095238095,17.6983,65.1355,633,99.9956828753,14.2002203681,17.6487552259,1000.0,84.0,0.384019589393,0.34048,111.381,633,-19.1494,1000.0,1000.0
3.0,1.2621,0.0,17.6454,17.6455921645,15.0149253731,17.6914,65.1398,634,99.9956828753,11.4949600083,17.6479666697,1000.0,48.0,0.335968166506,0.344131,111.468,634,-19.199,1000.0,1000.0
3.0,1.50269,0.0,17.5482,17.5481785492,15.40625,17.6026,65.1953,635,99.9956828753,12.3601157332,17.5502771956,1000.0,53.0,0.384166372131,0.239587,111.563,635,-19.1222,1000.0,1000.0
3.0,1.26746,0.0,17.6275,17.6280508457,18.0535714286,17.669,65.2343,636,99.9956828753,13.1412921234,17.6304147711,1000.0,59.0,0.341310093395,0.322103,111.607,636,-19.1236,1000.0,1000.0
3.0,1.26209,0.0,17.584,17.5834283118,14.3623188406,17.6285,65.2775,637,99.9956828753,12.3299693977,17.5847297573,1000.0,73.0,0.348807239202,0.27343,111.661,637,-19.069,1000.0,1000.0
3.0,1.35341,0.0,17.5861,17.5861340397,17.5789473684,17.6323,65.3286,638,99.9956828753,12.1423535515,17.587050421,1000.0,52.0,0.361809063313,0.212034,111.646,638,-19.0707,1000.0,1000.0
3.0,1.37966,0.0,17.5374,17.5374094005,18.3636363636,17.5801,65.3508,639,99.9956828753,14.9159629395,17.538357342,1000.0,86.0,0.349050361191,0.171636,111.733,639,-19.0053,1000.0,1000.0
3.0,1.39674,0.0,17.4942,17.4949043988,14.7058823529,17.5434,65.4102,640,99.9956828753,11.8322326762,17.4961860571,1000.0,53.0,0.360718069099,0.0507974,111.787,640,-18.9801,1000.0,1000.0
3.0,1.33106,0.0,17.426,17.4248446803,19.9583333333,17.4744,65.4373,641,99.9956828753,16.7692157605,17.4282571224,1000.0,68.0,0.35545277437,0.19704,111.824,641,-18.8898,1000.0,1000.0
3.0,1.17786,0.0,17.426,17.4262680655,17.6379310345,17.4689,65.3919,642,99.9956828753,16.7267061661,17.4279079238,1000.0,93.0,0.330373794435,0.0200342,111.887,642,-18.8307,1000.0,1000.0
3.0,1.11126,0.0,17.378,17.3769081096,20.5510204082,17.4188,65.459,643,99.9956828753,16.6231474027,17.3787681531,1000.0,73.0,0.317700924609,0.142549,111.978,643,-18.8364,1000.0,1000.0
3.0,1.2096,0.0,17.3728,17.3740439406,19.8039215686,17.4202,65.5123,644,99.9956828753,17.7322345316,17.374790447,1000.0,87.0,0.34952852028,0.179916,111.989,644,-18.8174,1000.0,1000.0
5.0,1.38228,0.0,17.3322,17.3323057761,23.925,17.3824,65.5338,645,99.9956828753,22.5714282889,17.3333416367,1000.0,103.0,0.363611283164,0.164487,112.102,645,-18.7691,1000.0,1000.0
3.0,1.44055,0.0,17.3654,17.3661750249,23.6818181818,17.422,65.5561,646,99.9956828753,21.7848704038,17.367235968,1000.0,105.0,0.366265901005,0.188381,112.26,646,-18.7228,1000.0,1000.0
4.0,1.17687,0.0,17.2387,17.2391304789,27.8285714286,17.2812,65.5902,647,99.9956828753,29.577487302,17.2396791254,1000.0,146.0,0.333853089811,0.028611,112.323,647,-18.6777,1000.0,1000.0
3.0,1.14157,0.0,17.2944,17.2933352939,21.7555555556,17.3419,65.5354,648,99.9956828753,18.3801288299,17.2947318662,1000.0,85.0,0.333058840126,0.202597,112.347,648,-18.677,1000.0,1000.0
3.0,1.26214,0.0,17.2181,17.2177864125,24.2093023256,17.2628,65.6055,649,99.9956828753,18.3487635215,17.2189288735,1000.0,83.0,0.343588820834,0.177906,112.396,649,-18.6295,1000.0,1000.0
3.0,1.41823,0.0,17.1975,17.1984766796,26.4473684211,17.2471,65.6038,650,99.9956828753,19.6491560933,17.1993504542,1000.0,85.0,0.370457240425,0.222418,112.489,650,-18.5808,1000.0,1000.0
4.0,1.22802,0.0,17.1596,17.1599823647,24.875,17.2073,65.6667,651,99.9956828753,15.0319451502,17.1609738415,1000.0,63.0,0.334656810945,0.359317,112.467,651,-18.5896,1000.0,1000.0
3.0,1.34385,0.0,17.1077,17.1072935019,19.0566037736,17.1589,65.6945,652,99.9956828753,20.2124705522,17.1085986342,1000.0,118.0,0.364987019715,0.229264,112.495,652,-18.5575,1000.0,1000.0
3.0,1.1977,0.0,17.0933,17.0929648796,17.9454545455,17.1387,65.6814,653,99.9956828753,14.8071459184,17.0943905829,1000.0,59.0,0.330781382972,0.249323,112.611,653,-18.4963,1000.0,1000.0
3.0,1.35787,0.0,17.068,17.0686165457,21.1111111111,17.1216,65.7552,654,99.9956828753,23.3668542287,17.0697944547,1000.0,114.0,0.367795871699,0.190942,112.652,654,-18.4756,1000.0,1000.0
3.0,1.20769,0.0,17.0039,17.0033644609,19.9807692308,17.0539,65.8032,655,99.9956828753,15.3428640198,17.0052498184,1000.0,66.0,0.333985267346,0.206958,112.685,655,-18.4458,1000.0,1000.0
3.0,1.00645,0.0,17.0517,17.0524994822,21.1489361702,17.0989,65.843,656,99.9956828753,15.7587918365,17.0550854599,1000.0,69.0,0.307417687079,0.230765,112.705,656,-18.4367,1000.0,1000.0
3.0,1.32852,270.231000051,17.0808,17.0807373803,24.4047619048,17.1305,65.8857,657,95.0219240467,21.4731942794,17.08393718,60.0,107.0,0.35830753999,0.154822,112.785,657,-18.4567,1000.0,914.545454545
3.0,1.20918,0.0,17.0149,17.0139113865,24.3170731707,17.07,65.9193,658,99.9956828753,27.7431063944,17.0158029293,1000.0,152.0,0.347601368159,0.20104,112.797,658,-18.4089,1000.0,1000.0
3.0,1.35383,0.0,16.9643,16.9652349377,18.2727272727,17.0158,65.9312,659,99.9956828753,19.6787421489,16.9680047474,1000.0,92.0,0.366879742632,0.464953,112.804,659,-18.3124,1000.0,1000.0
3.0,1.28242,0.0,16.9332,16.9341470681,17.9107142857,16.9764,65.8941,660,99.9956828753,16.3426226101,16.9363509333,1000.0,82.0,0.344863958094,0.146471,112.842,660,-18.275,1000.0,1000.0
3.0,1.27024,0.0,16.8771,16.8765045794,14.1714285714,16.9268,65.9059,661,99.9956828753,11.572098746,16.8784671155,1000.0,62.0,0.349683788293,0.166901,112.798,661,-18.2563,1000.0,1000.0
3.0,1.17992,0.0,16.9749,16.9750706432,17.8035714286,17.0224,65.9784,662,99.9956828753,14.6816450553,16.9772015834,1000.0,66.0,0.347215301891,0.241816,112.832,662,-18.3364,1000.0,1000.0
3.0,1.25838,0.0,16.8634,16.8624365257,20.6326530612,16.9125,66.0118,663,99.9956828753,20.1379871292,16.8641466498,1000.0,99.0,0.357243260985,0.133542,112.849,663,-18.2772,1000.0,1000.0
3.0,1.21623,0.0,16.8833,16.8836619479,14.8208955224,16.9325,66.0385,664,99.9956828753,14.062679914,16.886006585,1000.0,82.0,0.350202744291,0.153644,112.824,664,-18.2659,1000.0,1000.0
3.0,1.31834,0.0,16.8263,16.8264969639,12.5875,16.8773,66.0567,665,99.9956828753,11.3629812879,16.8285249335,1000.0,54.0,0.36603342647,0.135805,112.878,665,-18.2563,1000.0,1000.0
3.0,1.18008,455.481643257,16.8556,16.8547961102,21.5652173913,16.8994,66.1059,666,79.299615692,13.3736473089,16.8570268203,56.0,60.0,0.338135498644,0.190161,112.907,666,-18.2017,1000.0,647.1875
3.0,1.09873,0.0,16.8234,16.8236150813,14.3714285714,16.8726,66.0959,667,99.9956828753,12.4833276568,16.8263005893,1000.0,59.0,0.34174072074,0.24878,112.907,667,-18.2143,1000.0,1000.0
3.0,1.43473,0.0,16.8385,16.8396456505,16.9152542373,16.8907,66.1391,668,99.9956828753,14.6556961051,16.8424194933,1000.0,73.0,0.371832502077,0.263731,112.967,668,-18.1658,1000.0,1000.0
3.0,1.18553,0.0,16.7788,16.7796849697,14.0704225352,16.8283,66.1189,669,99.9956828753,15.3809136743,16.7834650778,1000.0,112.0,0.336749164552,0.213269,112.962,669,-18.1707,1000.0,1000.0
3.0,1.15561,0.0,16.7817,16.7812117486,16.1129032258,16.8298,66.1561,670,99.9956828753,18.750574046,16.7852713249,1000.0,90.0,0.335155724838,0.189394,113.021,670,-18.1692,1000.0,1000.0
3.0,1.26167,0.0,16.7457,16.7475306523,15.71875,16.8041,66.1858,671,99.9956828753,14.9712941471,16.7510191736,1000.0,81.0,0.361719222529,0.189827,113.05,671,-18.155,1000.0,1000.0
2.0,1.37508,0.0,16.7397,16.7382164391,12.8289473684,16.797,66.1935,672,99.9956828753,11.8659044479,16.7437772059,1000.0,78.0,0.36710317242,0.110925,113.095,672,-18.1572,1000.0,1000.0
3.0,1.14853,0.0,16.7762,16.7769847274,9.95145631068,16.8251,66.1715,673,99.9956828753,7.71252749774,16.7820593699,1000.0,35.0,0.335762130863,0.0264166,113.133,673,-18.2024,1000.0,1000.0
3.0,1.17181,0.0,16.8495,16.8501939008,11.9638554217,16.9061,66.1885,674,99.9956828753,13.4347560258,16.8562487342,1000.0,73.0,0.353866859645,0.0122875,113.161,674,-18.2714,1000.0,1000.0
3.0,1.24613,0.0,16.8526,16.8538182099,10.8279569892,16.9036,66.2406,675,99.9956828753,11.694703935,16.8599310187,1000.0,76.0,0.353254578041,0.0196629,113.167,675,-18.2676,1000.0,1000.0
3.0,1.31021,267.931161752,16.9243,16.9238145096,8.85714285714,16.9757,66.2783,676,95.4062036249,11.8900146753,16.9301813717,68.0,94.0,0.358348252321,0.0541062,113.167,676,-18.33,1000.0,915.272727273
3.0,1.32046,0.0,16.947,16.9483769199,12.7088607595,17.0073,66.3504,677,99.9956828753,11.8867566972,16.9528432068,1000.0,56.0,0.370180088028,0.0574554,113.234,677,-18.4009,1000.0,1000.0
3.0,1.14861,0.0,16.9745,16.9730463225,11.6511627907,17.0259,66.4032,678,99.9956828753,19.88616876,16.9820355718,1000.0,182.0,0.338346390562,0.0317684,113.263,678,-18.4093,1000.0,1000.0
3.0,0.999387,0.0,17.0219,17.0230512508,14.6268656716,17.0685,66.3605,679,99.9956828753,16.4351605443,17.0309471508,1000.0,91.0,0.31218633903,0.0721343,113.288,679,-18.5013,1000.0,1000.0
3.0,1.32799,0.0,17.0505,17.0511293674,11.3333333333,17.1043,66.4381,680,99.9956828753,18.6303217602,17.0585540297,1000.0,143.0,0.358601890622,0.0175605,113.41,680,-18.477,1000.0,1000.0
3.0,1.37662,0.0,17.1285,17.1292725386,10.7849462366,17.1881,66.4664,681,99.9956828753,13.7370462637,17.1376710967,1000.0,97.0,0.365475740352,0.0515983,113.455,681,-18.5738,1000.0,1000.0
2.0,1.22119,0.0,17.1281,17.1286115101,9.69607843137,17.175,66.5029,682,99.9956828753,11.5976579918,17.1349277586,1000.0,70.0,0.339564687774,0.0149811,113.493,682,-18.5729,1000.0,1000.0
3.0,1.28202,0.0,17.1215,17.1218365436,9.66666666667,17.175,66.5728,683,99.9956828753,11.9568942565,17.1276975687,1000.0,92.0,0.371871799342,0.121288,113.599,683,-18.6152,1000.0,1000.0
3.0,1.26235,0.0,17.1866,17.1876134736,9.82524271845,17.2412,66.5231,684,99.9956828753,9.29184545348,17.1927052972,1000.0,45.0,0.360588976312,0.00705558,113.648,684,-18.6597,1000.0,1000.0
2.0,1.37561,0.0,17.2052,17.205775641,8.72413793103,17.2569,66.557,685,99.9956828753,9.09962694091,17.2092200078,1000.0,64.0,0.357454718604,0.0118441,113.703,685,-18.7008,1000.0,1000.0
2.0,1.36232,0.0,17.2389,17.2395979484,9.67961165049,17.2853,66.634,686,99.9956828753,10.7551871362,17.2439022029,1000.0,71.0,0.368053927452,0.00949171,113.805,686,-18.6967,1000.0,1000.0
3.0,1.25762,0.0,17.2536,17.2534209432,9.47115384615,17.3043,66.6788,687,99.9956828753,11.0331290725,17.2573750964,1000.0,84.0,0.355776485792,0.114995,113.765,687,-18.7416,1000.0,1000.0
3.0,1.60361,0.0,17.2913,17.2921634852,10.6421052632,17.3559,66.7134,688,99.9956828753,10.1472483068,17.2949120791,1000.0,58.0,0.408513376109,0.109571,113.812,688,-18.8221,1000.0,1000.0
3.0,1.27205,0.0,17.3386,17.3386198629,8.7652173913,17.385,66.773,689,99.9956828753,8.2360083565,17.3419486906,1000.0,43.0,0.340425411103,0.130676,113.832,689,-18.8512,1000.0,1000.0
2.0,1.24132,0.0,17.3143,17.3146975463,10.4736842105,17.3633,66.8246,690,99.9956828753,11.2697472117,17.317743442,1000.0,65.0,0.350743410423,0.0981283,113.882,690,-18.8574,1000.0,1000.0
3.0,1.35172,0.0,17.4139,17.4136523607,9.8431372549,17.4643,66.8715,691,99.9956828753,9.96439258407,17.4156599599,1000.0,57.0,0.356467888802,0.0167214,113.913,691,-18.901,1000.0,1000.0
3.0,1.33669,0.0,17.4652,17.4662915584,16.0847457627,17.5165,66.8616,692,99.9956828753,16.2869274142,17.4693638154,1000.0,86.0,0.356306152548,0.134615,113.931,692,-18.903,1000.0,1000.0
3.0,1.30761,0.0,17.3817,17.3820833156,19.5283018868,17.4293,66.946,693,99.9956828753,21.9481410857,17.3845511297,1000.0,111.0,0.359596740368,0.120244,114.005,693,-18.8663,1000.0,1000.0
4.0,1.35298,0.0,17.421,17.4212617079,16.0952380952,17.47,67.002,694,99.9956828753,15.4362120998,17.4233853939,1000.0,99.0,0.360006645574,0.017155,114.01,694,-18.888,1000.0,1000.0
3.0,1.27216,0.0,17.4,17.4000476431,15.8225806452,17.4461,67.0755,695,99.9956828753,15.4549545178,17.4027881268,1000.0,68.0,0.344707637541,0.027365,114.062,695,-18.8877,1000.0,1000.0
3.0,1.22803,0.0,17.3817,17.3826478507,13.2467532468,17.4299,67.1361,696,99.9956828753,13.1298765527,17.3856571913,1000.0,70.0,0.35387628337,0.410126,114.122,696,-18.8511,1000.0,1000.0
3.0,1.42808,0.0,17.3777,17.3779992823,15.1818181818,17.4238,67.1762,697,99.9956828753,23.1260767749,17.3805672491,1000.0,118.0,0.355676045729,0.0405936,114.164,697,-18.8656,1000.0,1000.0
2.0,1.21587,0.0,17.4256,17.4253909227,14.0422535211,17.4717,67.2474,698,99.9956828753,17.2874917084,17.4276549495,1000.0,77.0,0.339134329698,0.0402768,114.175,698,-18.8955,1000.0,1000.0
3.0,1.35269,0.0,17.3607,17.3605298535,13.2837837838,17.4122,67.3218,699,99.9956828753,14.2634671027,17.3626239781,1000.0,58.0,0.362627700691,0.0633292,114.167,699,-18.8778,1000.0,1000.0
3.0,1.45142,0.0,17.4177,17.4170213402,12.3376623377,17.4653,67.3695,700,99.9956828753,15.0277754872,17.4194755569,1000.0,89.0,0.371320871959,0.177361,114.189,700,-18.8868,1000.0,1000.0
3.0,1.37801,277.130514946,17.3815,17.3823993798,13.7763157895,17.4304,67.4007,701,93.6650460861,13.5166551104,17.3840946955,36.0,79.0,0.361790657747,0.0873702,114.221,701,-18.8814,1000.0,912.363636364
3.0,1.26917,0.0,17.3406,17.3402936005,11.7586206897,17.3932,67.4452,702,99.9956828753,15.240573131,17.34262059,1000.0,107.0,0.353983512321,0.0153191,114.288,702,-18.8555,1000.0,1000.0
2.0,1.41042,0.0,17.3665,17.3681206331,13.2794117647,17.415,67.53,703,99.9956828753,16.5812133135,17.3695587066,1000.0,121.0,0.355101486003,0.227542,114.333,703,-18.846,1000.0,1000.0
3.0,1.34651,0.0,17.2818,17.2826398649,18.406779661,17.3338,67.6018,704,99.9956828753,26.2188434269,17.2848787363,1000.0,131.0,0.374343735213,0.0272131,114.363,704,-18.794,1000.0,1000.0
3.0,1.48103,0.0,17.3449,17.344653303,15.0597014925,17.3985,67.6887,705,99.9956828753,16.7696248118,17.3465859171,1000.0,97.0,0.377657710778,0.0224434,114.347,705,-18.8208,1000.0,1000.0
3.0,1.27028,0.0,17.3537,17.3530764918,16.8947368421,17.4008,67.8258,706,99.9956828753,18.6149197005,17.3550966568,1000.0,103.0,0.351269769816,0.109514,114.387,706,-18.795,1000.0,1000.0
3.0,1.20964,0.0,17.3052,17.307436384,18.9074074074,17.3598,67.8572,707,99.9956828753,24.0595468989,17.3107384141,1000.0,121.0,0.344867937617,0.0642373,114.432,707,-18.7599,1000.0,1000.0
3.0,1.21217,0.0,17.2923,17.2918383449,13.6111111111,17.3393,67.9707,708,99.9956828753,10.9678261236,17.2952941261,1000.0,55.0,0.336553140358,0.0656878,114.575,708,-18.7229,1000.0,1000.0
3.0,1.27243,0.0,17.2362,17.2359765813,16.6779661017,17.2893,68.0494,709,99.9956828753,16.073391717,17.2403463238,1000.0,77.0,0.340718522666,0.127539,114.636,709,-18.6696,1000.0,1000.0
3.0,1.36972,0.0,17.1865,17.1873297897,23.6511627907,17.2399,68.0773,710,99.9956828753,26.3534859094,17.1896554578,1000.0,131.0,0.366179192352,0.0220148,114.687,710,-18.6201,1000.0,1000.0
3.0,1.31756,0.0,17.2725,17.2717315971,27.8378378378,17.3146,68.1336,711,99.9956828753,20.5235705148,17.2748586928,1000.0,84.0,0.344360365844,0.48736,114.741,711,-18.6197,1000.0,1000.0
4.0,1.34857,0.0,17.1155,17.1147237469,24.5,17.1652,68.192,712,99.9956828753,23.5690474988,17.1174143641,1000.0,99.0,0.345835954273,0.478895,114.782,712,-18.5325,1000.0,1000.0
3.0,1.03406,0.0,17.1214,17.1225253432,20.5102040816,17.1617,68.2355,713,99.9956828753,15.1376304308,17.1244378611,1000.0,71.0,0.306367422949,0.58636,114.869,713,-18.5216,1000.0,1000.0
3.0,1.21975,0.0,17.0111,17.0115760893,16.4590163934,17.057,68.2172,714,99.9956828753,12.8746462889,17.0131808634,1000.0,57.0,0.332011611593,0.429637,114.915,714,-18.393,1000.0,1000.0
3.0,1.27498,0.0,16.9647,16.9638812159,18.9622641509,17.0158,68.2139,715,99.9956828753,15.5526643524,16.9652319084,1000.0,76.0,0.350291119612,0.560433,114.967,715,-18.3982,1000.0,1000.0
3.0,1.24354,397.173400493,16.9768,16.9772495314,16.4426229508,17.026,68.2355,716,87.0171791384,12.8069199918,16.9789892546,52.0,54.0,0.346368782298,0.0480343,115.058,716,-18.3495,1000.0,782.461538462
3.0,1.16424,0.0,16.9245,16.9243863836,20.2040816327,16.9686,68.2658,717,99.9956828753,18.0147100798,16.9267027442,1000.0,79.0,0.323453916682,0.315996,115.138,717,-18.3553,1000.0,1000.0
3.0,1.31875,0.0,16.9103,16.9098490357,15.9841269841,16.956,68.3169,718,99.9956828753,16.4880832999,16.9111389294,1000.0,77.0,0.343122599689,0.124082,115.199,718,-18.3019,1000.0,1000.0
4.0,1.16548,0.0,16.8451,16.8461387994,22.7045454545,16.8904,68.3589,719,99.9956828753,14.8929201384,16.8476480696,1000.0,62.0,0.327787838033,0.358884,115.237,719,-18.2453,1000.0,1000.0
3.0,1.20299,0.0,16.8464,16.8467005234,17.1694915254,16.8968,68.393,720,99.9956828753,13.1318638774,16.8487581234,1000.0,66.0,0.341403099915,0.487335,115.264,720,-18.2202,1000.0,1000.0
3.0,1.15354,0.0,16.7348,16.7338419864,20.914893617,16.78,68.4599,721,99.9956828753,15.9891316641,16.7357370383,1000.0,69.0,0.328364952565,0.407973,115.27,721,-18.1263,1000.0,1000.0
3.0,1.06604,0.0,16.7337,16.7341943814,17.8181818182,16.7851,68.4559,722,99.9956828753,13.3567700356,16.7354005631,1000.0,68.0,0.322673062892,0.58479,115.38,722,-18.0925,1000.0,1000.0
3.0,1.22937,0.0,16.7464,16.7460333723,18.4821428571,16.7902,68.533,723,99.9956828753,15.5998982041,16.748607315,1000.0,82.0,0.338940830714,0.515575,115.414,723,-18.1167,1000.0,1000.0
3.0,1.23972,0.0,16.6737,16.6749034423,13.1447368421,16.7229,68.5525,724,99.9956828753,10.8223744201,16.6762959081,1000.0,51.0,0.340246167262,0.534881,115.477,724,-18.0418,1000.0,1000.0
3.0,1.21324,0.0,16.6825,16.681630965,17.8909090909,16.7326,68.6316,725,99.9956828753,15.3512483677,16.6825259212,1000.0,76.0,0.339482571709,0.482126,115.601,725,-18.0091,1000.0,1000.0
3.0,1.03779,0.0,16.6266,16.6267640604,14.9411764706,16.6637,68.6765,726,99.9956828753,9.44003108317,16.6279590135,1000.0,43.0,0.304050923868,0.487882,115.67,726,-17.951,1000.0,1000.0
3.0,1.10685,0.0,16.5182,16.5173955943,13.5753424658,16.5635,68.6021,727,99.9956828753,12.7633012093,16.519056717,1000.0,84.0,0.329017347414,0.478951,115.766,727,-17.8958,1000.0,1000.0
3.0,1.00583,0.0,16.5824,16.5814201474,10.3163265306,16.6234,68.638,728,99.9956828753,9.72016307369,16.5830388844,1000.0,56.0,0.30255912123,0.538738,115.863,728,-17.9085,1000.0,1000.0
3.0,1.10802,0.0,16.5163,16.5172056227,12.7532467532,16.5646,68.7034,729,99.9956828753,11.6196830814,16.5187502861,1000.0,74.0,0.326279036748,0.487016,115.919,729,-17.8343,1000.0,1000.0
3.0,1.17285,269.081080902,16.469,16.4692102515,14.1884057971,16.5265,68.7514,730,95.2179254545,13.5092832948,16.4714174448,64.0,87.0,0.334558504962,0.46134,116.033,730,-17.7824,1000.0,914.909090909
3.0,1.27354,0.0,16.3687,16.3694775725,15.7575757576,16.4212,68.7675,731,99.9956828753,17.9275144942,16.3710295879,1000.0,108.0,0.356315486747,0.487253,116.035,731,-17.7323,1000.0,1000.0
3.0,1.09758,0.0,16.3828,16.3831495679,12.9868421053,16.4285,68.8721,732,99.9956828753,12.4133771446,16.384606596,1000.0,64.0,0.320687260087,0.603075,116.061,732,-17.7088,1000.0,1000.0
3.0,1.20194,0.0,16.347,16.3468677109,19.5882352941,16.3943,68.8415,733,99.9956828753,21.1318702443,16.3477545465,1000.0,107.0,0.346816645557,0.49131,116.087,733,-17.7081,1000.0,1000.0
3.0,1.20331,0.0,16.3243,16.3233256637,14.4714285714,16.3697,68.8012,734,99.9956828753,14.2915773683,16.3252228047,1000.0,95.0,0.340178531801,0.357624,116.087,734,-17.6652,1000.0,1000.0
3.0,1.00693,0.0,16.3507,16.3520273356,14.8939393939,16.3897,68.8322,735,99.9956828753,13.6438784008,16.3533924905,1000.0,69.0,0.300814786693,0.41188,116.119,735,-17.7044,1000.0,1000.0
3.0,1.14175,0.0,16.2709,16.2706898979,14.9253731343,16.3152,68.8737,736,99.9956828753,16.1534742188,16.2726575909,1000.0,101.0,0.329077594804,0.410715,116.19,736,-17.6185,1000.0,1000.0
3.0,1.4027,0.0,16.2703,16.27021671,14.9850746269,16.3204,68.918,737,99.9956828753,22.4682147211,16.2722903688,1000.0,163.0,0.366983719761,0.449966,116.248,737,-17.5749,1000.0,1000.0
3.0,1.02771,0.0,16.2458,16.2462852908,15.9841269841,16.2874,68.9486,738,99.9956828753,12.6660301388,16.2488049483,1000.0,47.0,0.298979365151,0.460535,116.298,738,-17.5917,1000.0,1000.0
