MinEsReturn,AverageQLoss,StdReturn,AverageQ,AverageY,AverageEsReturn,AverageAbsQ,PolicyRegParamNorm,Epoch,AverageDiscountedReturn,StdEsReturn,AverageAbsY,MinReturn,MaxEsReturn,AverageAbsQYDiff,AverageAction,QFunRegParamNorm,Iteration,AveragePolicySurr,MaxReturn,AverageReturn
3.0,0.00277866,22.7015962913,0.772228,0.772345535771,27.8055555556,0.772381,18.0248,19,67.3344643455,22.8215534631,0.772345535771,84.0,91.0,0.0278702523905,0.565998,17.8821,19,-0.916817,179.0,113.715909091
3.0,0.0036816,13.8226766181,0.857863,0.857928363907,31.4375,0.858122,18.5625,20,56.4155156053,24.8658117452,0.857928363907,63.0,91.0,0.0314616519941,0.609714,18.7056,20,-1.00944,138.0,83.5166666667
3.0,0.00411843,22.9694928111,0.94079,0.940933825256,24.0487804878,0.941079,19.0682,21,62.8563558509,23.0396807434,0.940933825256,73.0,121.0,0.0327715151345,0.498116,19.4592,21,-1.10066,246.0,100.68
5.0,0.00452191,309.219995985,1.03033,1.03055004792,28.7714285714,1.03068,19.6192,22,97.2758143647,21.4916405201,1.03055004792,142.0,89.0,0.034085271771,0.255954,20.2576,22,-1.19731,1000.0,816.615384615
3.0,0.00549915,163.53907844,1.10151,1.10167111587,20.7708333333,1.10201,19.985,23,91.4973561552,14.5405175047,1.10167169978,115.0,63.0,0.0372749982125,0.419655,21.1346,23,-1.27445,742.0,329.741935484
5.0,0.00626142,21.0968118847,1.19147,1.19157563753,25.9459459459,1.19197,20.4643,24,60.699306243,19.1494068018,1.19157563753,65.0,68.0,0.0386504905302,0.492341,21.8976,24,-1.37286,165.0,95.0
3.0,0.00717745,31.050560653,1.27464,1.27484018627,21.9347826087,1.27531,20.7442,25,81.1540547561,18.3212897945,1.27484300672,73.0,71.0,0.0419696535508,0.320691,22.6717,25,-1.46844,233.0,171.711864407
3.0,0.00918366,108.961672976,1.34962,1.34987463865,21.6458333333,1.35062,21.0078,26,85.4177284531,17.4719889911,1.34989076894,97.0,87.0,0.0459248398696,0.449574,23.3486,26,-1.54842,692.0,227.886363636
3.0,0.00890473,43.3414846897,1.43077,1.43091285446,17.5535714286,1.4318,21.3663,27,72.5050596507,13.8201711314,1.43096741622,80.0,64.0,0.0454158999472,0.325635,24.0632,27,-1.64,277.0,136.405405405
3.0,0.0114642,22.4135460862,1.52202,1.52220559104,18.1454545455,1.52335,21.3277,28,57.0178879409,15.5463157656,1.52224337681,50.0,71.0,0.0511935323099,0.361067,24.8,28,-1.7413,142.0,86.5603448276
4.0,0.0116977,24.644851656,1.60141,1.60162229962,19.7843137255,1.6024,21.5589,29,64.9593991232,17.6272001553,1.60162990055,49.0,74.0,0.0518315108566,0.194094,25.5055,29,-1.83163,158.0,107.64516129
3.0,0.0137195,14.204627509,1.68723,1.68742769902,19.82,1.68862,21.7923,30,40.378062632,15.5379406615,1.68743201796,39.0,68.0,0.0546319086517,0.35835,26.2797,30,-1.91949,104.0,52.3664921466
3.0,0.0141043,21.6132035749,1.76737,1.76754834507,18.9056603774,1.7689,22.0489,31,51.383196679,14.3069638024,1.76755177447,43.0,55.0,0.0554788613743,0.222905,26.7922,31,-2.01335,113.0,74.0955882353
3.0,0.0173498,1.48097058375,1.85217,1.85237803743,17.3859649123,1.85406,22.3754,32,34.5879397769,13.043455556,1.85237803743,38.0,55.0,0.0605164049732,0.26326,27.4217,32,-2.10753,49.0,42.2447257384
3.0,0.0166911,1.4731486305,1.92998,1.93007137299,15.6769230769,1.93174,22.7836,33,38.0255135776,11.1080119281,1.93008020499,43.0,42.0,0.0580505483753,0.120968,27.979,33,-2.18432,50.0,47.6161137441
3.0,0.0185245,0.54271486963,2.01426,2.01454659245,17.3448275862,2.01611,23.0435,34,31.3147134812,13.2646168227,2.01459915282,36.0,64.0,0.0616848771874,0.121151,28.4697,34,-2.26942,39.0,37.3768656716
3.0,0.0212315,1.64595173927,2.09095,2.09109141234,16.8793103448,2.0935,23.4774,35,55.7466045781,13.3508072676,2.09121090205,79.0,58.0,0.0656731018083,0.105571,29.0785,35,-2.35324,86.0,81.1290322581
3.0,0.0262581,17.7284247865,2.16492,2.16518452555,20.8571428571,2.16744,23.9272,36,55.2403299058,19.2226482068,2.16530330893,48.0,101.0,0.0709646624581,0.196375,29.6288,36,-2.43973,119.0,81.6341463415
3.0,0.0237185,23.0604622489,2.24263,2.24272539016,16.1147540984,2.24528,24.2137,37,50.7814655968,12.9793004947,2.24287563262,42.0,50.0,0.0713374462654,0.241312,30.2208,37,-2.52458,113.0,73.2028985507
3.0,0.0243339,51.7317031505,2.32435,2.32465801465,16.75,2.32658,24.5145,38,65.9859731923,16.0910171628,2.32478805606,88.0,98.0,0.0699490416297,0.277554,30.8602,38,-2.61083,357.0,116.057471264
3.0,0.0298465,51.0447781365,2.39617,2.39648747916,15.9206349206,2.3994,24.7714,39,68.7741145644,12.8078616573,2.39713432849,93.0,67.0,0.0773812680862,0.186484,31.4992,39,-2.68901,258.0,125.825
3.0,0.0307287,30.9636772896,2.47261,2.47266739993,18.6666666667,2.47586,25.1038,40,62.9070313287,14.8274020601,2.47370532246,88.0,72.0,0.0768513397899,0.23386,31.974,40,-2.77175,293.0,101.909090909
3.0,0.0316871,209.622517874,2.55092,2.55110269877,15.8253968254,2.55458,25.4275,41,97.5207313059,14.9225935898,2.55206776057,221.0,63.0,0.0799865303804,0.102976,32.5115,41,-2.85746,1000.0,500.0
3.0,0.0364703,100.053162549,2.61817,2.61863682386,11.9268292683,2.62184,25.7081,42,88.1787264068,9.78896901296,2.61917289643,100.0,46.0,0.0825696997811,0.150951,33.0152,42,-2.93392,581.0,248.731707317
3.0,0.0337255,149.706705412,2.70524,2.70544759316,12.9367088608,2.70812,26.0039,43,88.7893052053,11.0709355741,2.70612749924,110.0,69.0,0.079554499383,0.233292,33.4798,43,-3.02549,822.0,272.815789474
3.0,0.0428119,201.566174521,2.76892,2.76905563449,12.4444444444,2.77317,26.2694,44,92.0685440689,9.53097613956,2.76967256622,92.0,50.0,0.0884983734773,0.244189,34.1288,44,-3.10457,968.0,352.206896552
2.0,0.0451238,33.3476553254,2.85631,2.85680290478,11.2359550562,2.86011,26.5879,45,99.9948160697,10.0370353203,2.85722968059,884.0,54.0,0.0892488557973,0.217797,34.5588,45,-3.1888,1000.0,989.454545455
2.0,0.0410301,105.506713846,2.9333,2.93341817182,11.0561797753,2.93684,26.8467,46,79.1390127612,9.73509757176,2.93396277782,95.0,57.0,0.0876430801422,0.362516,35.1011,46,-3.27447,509.0,189.333333333
3.0,0.0472323,124.910382026,3.00958,3.00978874129,12.3456790123,3.01414,27.1077,47,93.2157407277,10.6749510582,3.01065697697,127.0,69.0,0.0918476200887,0.370626,35.5839,47,-3.35894,588.0,325.903225806
3.0,0.0570434,0.0,3.07975,3.08005182208,12.8974358974,3.08457,27.2965,48,99.9956828753,13.6236876513,3.08075042292,1000.0,81.0,0.0980965702737,0.169145,36.054,48,-3.44249,1000.0,1000.0
3.0,0.0550338,0.0,3.14724,3.14738891348,11.9642857143,3.15173,27.4539,49,99.9956828753,10.1318056828,3.14797450183,1000.0,59.0,0.0982037930412,0.177799,36.4594,49,-3.51949,1000.0,1000.0
3.0,0.0541658,0.0,3.23039,3.23065719459,10.6774193548,3.2345,27.8537,50,99.9956828753,8.39119006814,3.23108270029,1000.0,48.0,0.097306470092,0.255961,36.7493,50,-3.61003,1000.0,1000.0
3.0,0.0573107,257.467743395,3.30651,3.30671700184,11.5882352941,3.31115,28.0558,51,98.9314686422,10.247862466,3.30695393882,223.0,68.0,0.101202328803,0.178496,37.0767,51,-3.68573,1000.0,849.833333333
3.0,0.063222,193.655085167,3.37659,3.37705026967,10.0098039216,3.3819,28.3599,52,89.2761239827,7.03282931663,3.37736159096,108.0,31.0,0.105471074332,0.1889,37.4766,52,-3.7651,1000.0,314.363636364
3.0,0.0604262,110.699717705,3.46351,3.46375491137,10.01,3.46802,28.6238,53,87.8068941549,6.96634050273,3.46408297026,129.0,35.0,0.103899730681,0.290126,37.957,53,-3.85443,617.0,251.15
3.0,0.0717849,371.314924738,3.52784,3.52831723968,12.7948717949,3.53316,28.8701,54,95.1481738483,9.40861440296,3.5287829991,131.0,51.0,0.111825682421,0.331051,38.3391,54,-3.94467,1000.0,702.6
3.0,0.0726298,148.107711889,3.59183,3.59183963445,13.0394736842,3.59644,29.1813,55,81.91344833,10.9225030743,3.59234904995,91.0,51.0,0.109928090712,0.337651,38.7731,55,-4.01687,748.0,226.488888889
3.0,0.0769497,292.39434687,3.66324,3.66414211607,13.0779220779,3.66938,29.3448,56,98.9242089747,13.2093691993,3.66492984875,259.0,67.0,0.113017826014,0.324609,39.1776,56,-4.10413,1000.0,760.785714286
3.0,0.0765532,152.380932921,3.74998,3.75004720949,9.89215686275,3.75551,29.6129,57,84.7606195429,7.61565320766,3.7507137224,93.0,46.0,0.115562148212,0.334723,39.6423,57,-4.20082,631.0,262.0
2.0,0.0833003,0.0,3.83397,3.83427711494,9.61165048544,3.84071,29.8392,58,99.9956828753,7.48880460176,3.83485281807,1000.0,46.0,0.118569872758,0.298731,40.1676,58,-4.28885,1000.0,1000.0
3.0,0.0897943,0.0,3.92896,3.92926840078,12.3048780488,3.93462,30.0687,59,99.9956828753,13.4115794748,3.93004719375,1000.0,102.0,0.123283430408,0.311822,40.5057,59,-4.38703,1000.0,1000.0
3.0,0.100881,0.0,3.98679,3.98704665653,11.6279069767,3.99384,30.2263,60,99.9956828753,8.62668454952,3.98758309716,1000.0,53.0,0.128379412632,0.361271,40.8105,60,-4.46165,1000.0,1000.0
3.0,0.0981855,0.0,4.0713,4.07186863464,12.0975609756,4.07793,30.4793,61,99.9956828753,11.9210919414,4.07273256376,1000.0,80.0,0.127783360076,0.334406,41.0632,61,-4.54809,1000.0,1000.0
3.0,0.107672,0.0,4.13459,4.13482925688,11.3068181818,4.14227,30.6618,62,99.9956828753,7.63419036986,4.13561765203,1000.0,41.0,0.134328185573,0.318099,41.4405,62,-4.63507,1000.0,1000.0
3.0,0.108865,0.0,4.22185,4.22205263904,9.82352941176,4.22974,30.823,63,99.9956828753,7.70206461333,4.22292384693,1000.0,44.0,0.133106573611,0.26607,41.838,63,-4.72693,1000.0,1000.0
3.0,0.11393,0.0,4.31165,4.31234680703,10.412371134,4.3196,31.0312,64,99.9956828753,6.32741144662,4.3129713401,1000.0,31.0,0.134006978293,0.227217,42.1228,64,-4.82273,1000.0,1000.0
3.0,0.121513,27.0231000051,4.37155,4.37190918316,10.5744680851,4.37983,31.296,65,99.9950658707,8.04705491482,4.37241822656,906.0,37.0,0.142318997761,0.270793,42.4543,65,-4.89228,1000.0,991.454545455
3.0,0.122217,0.0,4.45168,4.45232364242,11.032967033,4.45895,31.5128,66,99.9956828753,8.92268444977,4.45311145823,1000.0,60.0,0.140182779764,0.291816,42.9037,66,-4.98185,1000.0,1000.0
3.0,0.121219,321.142670722,4.54779,4.54808880353,10.02,4.55587,31.7859,67,95.1363966828,6.09586745263,4.54952029542,124.0,36.0,0.140699331596,0.30168,43.2686,67,-5.07025,1000.0,530.263157895
3.0,0.132464,200.054211403,4.60131,4.60151535957,10.9450549451,4.60943,32.0038,68,85.778945843,8.14074359722,4.60268617495,99.0,43.0,0.143451559793,0.434335,43.6021,68,-5.14824,1000.0,279.916666667
3.0,0.136388,212.615246527,4.69401,4.69447950828,12.8717948718,4.70215,32.2485,69,99.6444282445,10.5640403284,4.69580104827,323.0,64.0,0.146693541051,0.283269,44.1222,69,-5.23491,1000.0,907.583333333
3.0,0.136669,0.0,4.76968,4.77008537729,9.23148148148,4.77881,32.4783,70,99.9956828753,6.47732009268,4.77127631962,1000.0,39.0,0.148014021467,0.434761,44.6546,70,-5.33473,1000.0,1000.0
3.0,0.145758,353.800935613,4.83686,4.8373747638,11.5930232558,4.84557,32.617,71,94.1992039576,9.24017757176,4.83916637458,76.0,50.0,0.151654483887,0.492627,44.9485,71,-5.40541,1000.0,739.571428571
3.0,0.158295,394.415652157,4.92691,4.92710507301,12.3827160494,4.93607,32.6994,72,89.9677033754,12.221785751,4.92881253227,72.0,89.0,0.156140332903,0.485241,45.2998,72,-5.50001,1000.0,689.6
3.0,0.144678,0.0,5.01645,5.0165420632,11.1333333333,5.02647,32.808,73,99.9956828753,9.47065643624,5.01765300071,1000.0,52.0,0.153756694159,0.485312,45.5912,73,-5.58906,1000.0,1000.0
3.0,0.162653,0.0,5.06426,5.06463376839,10.1649484536,5.07343,33.0023,74,99.9956828753,9.36177841547,5.06567599946,1000.0,59.0,0.161257497142,0.447336,45.9308,74,-5.66024,1000.0,1000.0
3.0,0.163177,284.054229955,5.15122,5.15179982914,11.6511627907,5.16099,33.1829,75,97.1568905609,7.96907896674,5.15297305334,111.0,36.0,0.156882177637,0.478387,46.2082,75,-5.7521,1000.0,847.166666667
3.0,0.158028,0.0,5.23012,5.23069856831,11.9294117647,5.24089,33.3652,76,99.9956828753,7.50809482421,5.23168055761,1000.0,36.0,0.159801186841,0.480162,46.6364,76,-5.8353,1000.0,1000.0
3.0,0.174166,33.3476553254,5.30622,5.30670478188,11.1797752809,5.31606,33.4821,77,99.9948160697,10.0689329715,5.30828384827,884.0,63.0,0.162813210269,0.463056,47.0147,77,-5.93484,1000.0,989.454545455
3.0,0.178823,0.0,5.39252,5.3929426338,10.3085106383,5.40237,33.666,78,99.9956828753,8.08600918812,5.39408261126,1000.0,48.0,0.167214823328,0.417024,47.3668,78,-6.02958,1000.0,1000.0
3.0,0.181078,359.5318082,5.45731,5.45774547524,12.4375,5.46812,33.7801,79,92.9479551946,10.0869268734,5.45920225495,87.0,54.0,0.166577750122,0.44845,47.7441,79,-6.10103,1000.0,594.764705882
3.0,0.194468,0.0,5.53737,5.53759434959,15.1617647059,5.54817,33.915,80,99.9956828753,12.5189389399,5.5385445199,1000.0,74.0,0.170360080375,0.525141,48.0656,80,-6.18512,1000.0,1000.0
3.0,0.18262,0.0,5.63163,5.63234721962,16.4745762712,5.64126,34.059,81,99.9956828753,13.6012909809,5.63356100455,1000.0,59.0,0.165739736828,0.57855,48.3754,81,-6.24876,1000.0,1000.0
3.0,0.176446,0.0,5.66666,5.66681180693,14.3611111111,5.67709,34.1353,82,99.9956828753,13.2154219207,5.66820462701,1000.0,67.0,0.164041052181,0.472391,48.6822,82,-6.3035,1000.0,1000.0
3.0,0.199315,394.672375552,5.74634,5.74645196822,14.7794117647,5.75772,34.3246,83,87.7186438664,11.1801367826,5.74756165009,49.0,57.0,0.171680817573,0.444114,49.0243,83,-6.39932,1000.0,783.846153846
2.0,0.218497,0.0,5.77506,5.77586680042,11.2298850575,5.78665,34.3982,84,99.9956828753,10.63684893,5.77739958758,1000.0,70.0,0.186498477211,0.42036,49.4284,84,-6.44927,1000.0,1000.0
3.0,0.196108,0.0,5.89746,5.89812451387,13.4078947368,5.90904,34.5146,85,99.9956828753,11.3696012423,5.90022092707,1000.0,55.0,0.171709108298,0.382052,49.7795,85,-6.57165,1000.0,1000.0
3.0,0.218879,410.409800177,5.96602,5.96593246502,11.0697674419,5.97915,34.6417,86,87.1678526712,8.84464191721,5.96801914357,54.0,42.0,0.180642251808,0.394828,50.0961,86,-6.64632,1000.0,741.285714286
3.0,0.238826,0.0,6.02979,6.0305504909,12.3176470588,6.04289,34.8404,87,99.9956828753,10.414030993,6.03346932516,1000.0,54.0,0.184990090822,0.239644,50.4869,87,-6.7002,1000.0,1000.0
3.0,0.206899,0.0,6.10972,6.1089467573,11.3863636364,6.1209,34.9905,88,99.9956828753,9.10348561888,6.11179997782,1000.0,45.0,0.171828616354,0.393811,50.7742,88,-6.78776,1000.0,1000.0
3.0,0.227449,0.0,6.1548,6.15569010624,14.1857142857,6.16935,35.0896,89,99.9956828753,9.74135933187,6.15813098681,1000.0,43.0,0.185595772096,0.452254,51.1072,89,-6.83691,1000.0,1000.0
3.0,0.229934,0.0,6.21978,6.22023210421,13.9027777778,6.23321,35.2364,90,99.9956828753,10.7692459787,6.22225862181,1000.0,51.0,0.185815895511,0.469501,51.4214,90,-6.92108,1000.0,1000.0
3.0,0.249882,0.0,6.28155,6.28191300514,12.1204819277,6.2946,35.3018,91,99.9956828753,11.1694479918,6.28384578776,1000.0,59.0,0.194006643744,0.46867,51.789,91,-6.9576,1000.0,1000.0
3.0,0.235306,0.0,6.34332,6.34357940917,11.375,6.35718,35.4994,92,99.9956828753,8.87580022001,6.3451448747,1000.0,51.0,0.185743894821,0.331976,51.9593,92,-7.05132,1000.0,1000.0
3.0,0.238104,0.0,6.38803,6.38835453276,11.3863636364,6.40141,35.6419,93,99.9956828753,10.9642309126,6.38980059154,1000.0,78.0,0.187073672689,0.287172,52.1017,93,-7.10397,1000.0,1000.0
2.0,0.266944,0.0,6.47719,6.47818031749,9.9696969697,6.49087,35.8383,94,99.9956828753,6.49701492522,6.48039267395,1000.0,36.0,0.193933732868,0.283424,52.4172,94,-7.18646,1000.0,1000.0
3.0,0.269481,0.0,6.49068,6.49069533013,9.68269230769,6.50555,35.9797,95,99.9956828753,8.17978796871,6.49349387252,1000.0,46.0,0.200777996655,0.24427,52.7647,95,-7.21399,1000.0,1000.0
3.0,0.250888,0.0,6.54872,6.548780705,10.3092783505,6.56401,36.1318,96,99.9956828753,7.54827873428,6.55249880151,1000.0,38.0,0.191051520238,0.311216,53.0246,96,-7.27798,1000.0,1000.0
3.0,0.263588,0.0,6.62795,6.62803745671,8.94594594595,6.64049,36.2353,97,99.9956828753,7.50595899946,6.63049566708,1000.0,42.0,0.193306770986,0.135036,53.2415,97,-7.36985,1000.0,1000.0
3.0,0.253844,0.0,6.68895,6.68990613311,10.5578947368,6.70476,36.3541,98,99.9956828753,8.96392276614,6.69291207124,1000.0,52.0,0.196003788815,0.215294,53.4915,98,-7.41972,1000.0,1000.0
3.0,0.274718,0.0,6.75651,6.75677477249,9.48571428571,6.77076,36.4024,99,99.9956828753,8.2958558624,6.75938026995,1000.0,40.0,0.198761666961,0.224256,53.7256,99,-7.48623,1000.0,1000.0
3.0,0.293634,0.0,6.79166,6.79196856519,9.47169811321,6.80508,36.6494,100,99.9956828753,6.65767757565,6.79484220055,1000.0,33.0,0.211176259981,0.128998,53.9784,100,-7.54915,1000.0,1000.0
3.0,0.275192,0.0,6.86669,6.86747631258,9.88235294118,6.88204,36.7666,101,99.9956828753,6.88746249077,6.86972961683,1000.0,34.0,0.204074852363,0.0596628,54.405,101,-7.61843,1000.0,1000.0
3.0,0.330982,0.0,6.89489,6.89545747446,10.4736842105,6.91019,36.8975,102,99.9956828753,7.29793352909,6.8978299744,1000.0,41.0,0.216539870458,0.146839,54.6906,102,-7.67557,1000.0,1000.0
3.0,0.285678,0.0,6.97852,6.97883213496,10.3505154639,6.99272,36.9403,103,99.9956828753,7.17964079898,6.98108149086,1000.0,33.0,0.203259015303,0.464871,54.9124,103,-7.74586,1000.0,1000.0
3.0,0.286643,0.0,7.03123,7.03184887775,9.91089108911,7.04728,37.0568,104,99.9956828753,8.53658290657,7.03413980918,1000.0,57.0,0.20577633998,0.470863,55.2312,104,-7.83281,1000.0,1000.0
3.0,0.307068,0.0,7.05048,7.05063684131,9.64077669903,7.067,37.1036,105,99.9956828753,9.18827277992,7.05243977363,1000.0,65.0,0.207168868756,0.48806,55.3837,105,-7.86491,1000.0,1000.0
3.0,0.296757,0.0,7.12933,7.12937739758,9.06363636364,7.14447,37.2256,106,99.9956828753,7.09452704904,7.13086398494,1000.0,37.0,0.204775422127,0.409507,55.675,106,-7.93019,1000.0,1000.0
3.0,0.311871,0.0,7.19647,7.19753852931,8.79824561404,7.21204,37.3503,107,99.9956828753,6.50395267748,7.19951129006,1000.0,47.0,0.211413081326,0.443658,55.9979,107,-8.00413,1000.0,1000.0
3.0,0.298016,0.0,7.25106,7.25103185473,10.3711340206,7.26762,37.488,108,99.9956828753,8.3324228078,7.25350393516,1000.0,59.0,0.214744286509,0.366756,56.2723,108,-8.07891,1000.0,1000.0
3.0,0.315949,0.0,7.29941,7.29991360957,10.0808080808,7.31455,37.5738,109,99.9956828753,7.74293652393,7.30259781884,1000.0,48.0,0.214687281276,0.332615,56.5551,109,-8.11961,1000.0,1000.0
3.0,0.320831,0.0,7.33696,7.3373321221,9.6862745098,7.35432,37.72,110,99.9956828753,6.27316161987,7.33961168714,1000.0,34.0,0.215333867247,0.264505,57.0148,110,-8.18821,1000.0,1000.0
3.0,0.3124,0.0,7.41207,7.4113449456,10.1313131313,7.42662,37.8746,111,99.9956828753,6.97129245389,7.41419526928,1000.0,34.0,0.209645431255,0.174375,57.0772,111,-8.25457,1000.0,1000.0
3.0,0.359587,0.0,7.46532,7.46599284467,9.55660377358,7.48387,37.9744,112,99.9956828753,6.60628658385,7.46860407129,1000.0,29.0,0.226770413349,0.135464,57.3305,112,-8.32514,1000.0,1000.0
3.0,0.35788,0.0,7.55144,7.5522011832,10.4210526316,7.56929,38.0929,113,99.9956828753,9.06186799305,7.55486967484,1000.0,53.0,0.230130446269,0.430569,57.7603,113,-8.40252,1000.0,1000.0
3.0,0.351344,0.0,7.60971,7.60985270987,9.43925233645,7.62629,38.1746,114,99.9956828753,6.73695009906,7.61219748661,1000.0,38.0,0.226566573034,0.518298,57.9239,114,-8.47558,1000.0,1000.0
3.0,0.386341,0.0,7.65163,7.65179073399,9.34579439252,7.67215,38.3283,115,99.9956828753,6.93912489263,7.65423513934,1000.0,60.0,0.230847902739,0.426279,58.1294,115,-8.52113,1000.0,1000.0
3.0,0.361722,0.0,7.73344,7.73422042216,11.1797752809,7.75166,38.4206,116,99.9956828753,8.30805997954,7.73647090125,1000.0,55.0,0.224151259003,0.392334,58.3274,116,-8.59622,1000.0,1000.0
3.0,0.37134,0.0,7.7465,7.74726233836,10.2783505155,7.76593,38.5522,117,99.9956828753,6.61728799222,7.7493942999,1000.0,35.0,0.228864745525,0.189388,58.6099,117,-8.64872,1000.0,1000.0
3.0,0.384818,0.0,7.8052,7.80539457207,10.7096774194,7.82658,38.6223,118,99.9956828753,11.252316985,7.80876138493,1000.0,94.0,0.235759812963,0.241235,58.8027,118,-8.71873,1000.0,1000.0
3.0,0.399697,0.0,7.88137,7.88182532112,13.6438356164,7.90014,38.6812,119,99.9956828753,13.7216655635,7.88354746841,1000.0,77.0,0.24139657261,0.415992,59.1698,119,-8.7953,1000.0,1000.0
3.0,0.357691,0.0,7.97882,7.97847929773,14.5362318841,7.99536,38.7399,120,99.9956828753,13.5364025685,7.98106463887,1000.0,64.0,0.222001358844,0.330907,59.3595,120,-8.87894,1000.0,1000.0
3.0,0.403701,0.0,7.99163,7.99313106398,14.7352941176,8.01388,38.8652,121,99.9956828753,12.722857669,7.99568633803,1000.0,54.0,0.246157440255,0.502677,59.5564,121,-8.90418,1000.0,1000.0
3.0,0.378622,0.0,8.06411,8.06439685603,13.6621621622,8.0826,38.9294,122,99.9956828753,11.9585737953,8.06693178314,1000.0,71.0,0.224717302067,0.207629,59.9086,122,-8.98032,1000.0,1000.0
3.0,0.442051,0.0,8.1305,8.13130360867,13.5972222222,8.14872,38.9929,123,99.9956828753,13.7504138546,8.13252749638,1000.0,83.0,0.246895942822,0.247427,60.0241,123,-9.05741,1000.0,1000.0
3.0,0.444857,0.0,8.19483,8.19538729867,11.0652173913,8.21542,39.0691,124,99.9956828753,9.8088295936,8.19802296097,1000.0,56.0,0.251380475123,0.123923,60.2456,124,-9.13529,1000.0,1000.0
3.0,0.403775,0.0,8.24127,8.24193116141,11.8214285714,8.26003,39.2152,125,99.9956828753,10.924154881,8.2451160809,1000.0,63.0,0.23892430565,0.0837727,60.4149,125,-9.19873,1000.0,1000.0
3.0,0.398841,18.5562690476,8.34925,8.3496888363,11.5357142857,8.36817,39.375,126,38.4139964618,9.2947071838,8.35223978678,42.0,52.0,0.237039245615,0.58695,60.6442,126,-9.32079,213.0,49.3842364532
3.0,0.452376,0.918359187191,8.40361,8.40395043631,13.0759493671,8.42296,39.3907,127,31.8042037631,14.5156154693,8.40654150478,36.0,73.0,0.24650698609,0.509568,60.7872,127,-9.37,40.0,38.0912547529
3.0,0.445052,0.0,8.47542,8.47619198439,11.010989011,8.49748,39.5068,128,99.9956828753,9.25997472939,8.47903176345,1000.0,60.0,0.248946556755,0.178045,61.0801,128,-9.44812,1000.0,1000.0
3.0,0.418964,0.0,8.54922,8.54917261076,10.8461538462,8.56764,39.6089,129,99.9956828753,8.40450307991,8.55213773003,1000.0,51.0,0.234485658004,0.141544,61.367,129,-9.54633,1000.0,1000.0
3.0,0.506798,0.0,8.65092,8.65129887163,12.3658536585,8.67538,39.6893,130,99.9956828753,10.8913841481,8.65460738383,1000.0,47.0,0.267175680476,0.165408,61.5909,130,-9.6145,1000.0,1000.0
3.0,0.462296,0.0,8.70681,8.70783541634,12.8461538462,8.72975,39.7651,131,99.9956828753,10.8616909991,8.7109247017,1000.0,45.0,0.257705496251,0.103538,61.7924,131,-9.68704,1000.0,1000.0
3.0,0.482912,312.078229661,8.77046,8.77139544273,13.6901408451,8.79241,39.8501,132,96.0157171731,11.8602087117,8.7754099691,100.0,54.0,0.253021385264,0.150391,62.0508,132,-9.7441,1000.0,755.5
