MaxEsReturn,AverageDiscountedReturn,AverageAbsQ,StdReturn,MinReturn,AverageEsReturn,AverageAbsY,Epoch,MinEsReturn,Iteration,QFunRegParamNorm,AverageAbsQYDiff,AverageQLoss,AveragePolicySurr,AverageReturn,AverageQ,AverageAction,MaxReturn,StdEsReturn,PolicyRegParamNorm,AverageY
97.2740814041,42.3114208901,34.7939,0.117081221878,92.2000855714,93.0075384094,34.7806024159,76,87.2950828695,76,101.714,0.602834614166,3.54328,-35.7493,92.5303295349,34.6844,0.997345,92.6998868909,2.67964270495,33.197,34.6841884796
94.5313558132,42.3408171571,36.2767,0.111408822036,92.3000421267,93.3187205435,36.2676534462,77,89.7798347388,77,102.423,0.62327440111,3.8632,-37.2731,92.533901397,36.1873,0.997664,92.6999950224,1.39272165857,33.2962,36.1898446165
98.4007737346,43.5883934257,37.3185,0.0951309885971,92.4654203139,92.2788311029,37.310560999,78,87.6343017432,78,103.118,0.621801518569,3.56089,-38.4266,92.7693004279,37.2581,0.997438,92.8998642378,3.25782233052,33.4597,37.2583646384
95.4614599822,43.3871379986,38.7523,0.116588461154,92.4001216528,93.362498957,38.7458393177,79,89.1757628191,79,103.836,0.589805691416,3.27217,-39.9339,92.7318927843,38.7065,0.997413,92.8997256989,1.76290747085,33.5719,38.7068668574
99.5918502513,44.0866765286,40.0952,0.0919242851455,92.6026901701,94.1651120246,40.0956649017,80,90.8979542317,80,104.587,0.60758603422,3.62272,-41.3272,92.8612433766,40.0682,0.997431,92.9999976932,1.90173789194,33.7342,40.0706233653
94.6412636341,45.3085912916,41.5729,0.105850558541,92.9000012636,93.3681987671,41.5726493965,81,91.41783328,81,105.247,0.661073185415,3.57171,-42.8761,93.0848894354,41.5572,0.997107,93.2999724717,1.02215439178,33.871,41.5583195106
94.6781935642,43.6410337213,43.1557,0.0996296857002,92.6000030517,93.5220471494,43.1602299035,82,90.51218009,82,105.994,0.609634636255,3.45965,-44.5113,92.7797094041,43.1514,0.997337,92.9239436341,1.19846943487,33.989,43.1542754525
98.2963922179,43.8276734393,44.6119,0.095570767238,92.6000013113,94.2869020546,44.6157716454,83,93.3388397104,83,106.818,0.617979849325,4.06754,-46.0131,92.8145649321,44.6117,0.997279,92.9989863275,1.22477416283,34.0548,44.6145775206
98.7848377174,43.055116427,46.0529,0.0915463309098,92.4000045776,93.3732713996,46.0569996862,84,86.8597947749,84,107.546,0.710406242522,4.97528,-47.506,92.6712019236,46.0529,0.997264,92.7999982447,2.95923687613,34.126,46.056950476
97.9443619272,42.7120419572,47.642,0.0847804405009,92.4034197403,93.4964826508,47.6473899514,85,88.2334391067,85,108.331,0.620785776987,3.13711,-49.1246,92.6062838546,47.642,0.997354,92.7938388683,2.3189549643,34.1833,47.6473458872
98.2583876959,43.9428270748,48.9717,0.104332216634,92.6000251158,93.4944494567,48.9762384372,86,90.2926237207,86,109.242,0.638429971432,3.75597,-50.5015,92.833719661,48.9717,0.997593,92.9960118649,2.1225898809,34.2566,48.9761754844
98.1183114638,42.2768187071,50.7486,0.0899623454731,92.3001283899,93.9236164098,50.7527728998,87,89.2768759384,87,109.959,0.630843111528,3.91154,-52.2782,92.5262999508,50.7486,0.996989,92.6966836009,2.08263742293,34.2821,50.7527333741
99.1479496453,42.2983456401,51.9348,0.104013396348,92.3018866318,94.187278825,51.9396067325,88,92.2496297931,88,110.616,0.715696700278,5.11478,-53.4868,92.5269177188,51.9348,0.997503,92.6998924041,1.72469698401,34.3548,51.9395562327
95.8273299482,43.7330296678,53.4535,0.0943305439679,92.5926071914,93.5589338268,53.4608402538,89,90.0100944861,89,111.371,0.669420518174,4.01978,-54.9865,92.8000825033,53.4535,0.996801,92.9737238974,1.64460110471,34.4285,53.4608070062
98.9353640926,45.017852904,54.8919,0.0953561768468,92.8000041365,94.0305784131,54.8975537597,90,92.7154424387,90,112.29,0.591888958988,2.69734,-56.4087,93.0322927524,54.8919,0.997167,93.1997812109,1.48537696673,34.5213,54.8975144401
99.4441468977,43.7568985769,56.2302,0.0566787335373,92.6900526747,94.1895258623,56.238081869,91,89.6703578413,91,112.947,0.667585847718,4.07694,-57.7442,92.807556804,56.2302,0.996362,92.89999149,2.07132840878,34.5564,56.2380404897
95.3218207942,43.6981929158,57.6976,0.0640934649216,92.7000970241,94.3773619221,57.7025560531,92,93.5104740115,92,113.54,0.648607429139,3.86541,-59.1855,92.8007743581,57.6976,0.995714,92.8999880511,0.543010317524,34.5996,57.7025142317
95.7027134971,44.0946862738,58.9868,0.0641176116185,92.7031531932,94.0009253323,58.9936032344,93,90.3818218013,93,114.12,0.631354499783,4.05683,-60.449,92.8550993557,58.9868,0.998688,92.9348405523,1.22050460869,34.6912,58.9935505071
98.5484249202,43.2934612418,59.9178,0.0560775411814,92.5994337927,94.1564969561,59.923115191,94,91.335573833,94,114.772,0.654915872833,4.17319,-61.3365,92.7074850902,59.9178,0.998575,92.8045235092,1.4971944361,34.7006,59.9230634608
99.1717000981,43.3197149982,61.1323,0.0546313668987,92.6000247584,93.4315656228,61.1375052811,95,89.3621122576,95,115.467,0.61491839053,3.34245,-62.5261,92.7214765586,61.1323,0.997158,92.8006660779,2.52185467231,34.7593,61.1374666118
97.1326202791,44.3547006719,62.1867,0.0539769050152,92.800002718,94.0135333904,62.1917875989,96,91.1495684828,96,116.124,0.611443453858,2.97869,-63.5036,92.9212307494,62.1867,0.995717,93.0082813727,1.33432000157,34.7828,62.1917594411
98.5471770698,44.0540431813,63.1313,0.0602692249626,92.7000162001,94.290257589,63.1371320963,97,91.6721012627,97,116.728,0.645162396392,3.93354,-64.3989,92.8551588162,63.1313,0.997485,92.9939689665,1.43432605015,34.8302,63.1370907773
98.9971736238,44.2271666844,64.0475,0.0446608432982,92.7023031305,92.934978589,64.0533797051,98,89.2482558075,98,117.303,0.628666710468,3.87777,-65.241,92.8977173572,64.0475,0.995746,92.9954162669,2.87552263357,34.8457,64.0533427979
99.7,45.3550131053,64.7344,0.0517886298276,93.000001955,94.1919160123,64.7395316995,99,91.382943156,99,117.784,0.596244315878,3.33652,-65.8809,93.0963866349,64.7344,0.996639,93.199999466,1.96324920566,34.8969,64.7394916975
94.8476207204,44.7972723434,65.7065,0.0521430432838,92.9000287512,93.9808392656,65.7101988429,100,92.957992226,100,118.118,0.653935328604,4.24479,-66.7751,92.9887010498,65.7065,0.997826,93.0997224376,0.510641344248,34.9327,65.7101548331
