AverageQ,Iteration,AverageAbsQ,AverageAbsQYDiff,Epoch,AverageY,AverageDiscountedReturn,AverageAbsY,AverageReturn,StdEsReturn,QFunRegParamNorm,MaxEsReturn,AverageEsReturn,PolicyRegParamNorm,AverageQLoss,MinEsReturn,StdReturn,AverageAction,AveragePolicySurr,MaxReturn,MinReturn
38.971,2769,39.0823,0.784138315033,2769,38.9700811503,99.9956828753,38.9900416422,1000.0,14.0736668702,232.164,68.0,18.5090909091,122.781,6.17918,3.0,0.0,0.321899,-41.8416,1000.0,1000.0
39.0608,2770,39.1882,0.891456415991,2770,39.0632892226,99.9956828753,39.0846567234,1000.0,19.4860616139,232.167,103.0,20.4583333333,122.793,8.13578,3.0,0.0,0.273248,-41.9483,1000.0,1000.0
39.0031,2771,39.1153,0.769369223851,2771,39.0001140534,99.9956828753,39.0193806443,1000.0,15.7120708874,232.168,61.0,21.6382978723,122.808,5.9848,3.0,0.0,0.587961,-41.9082,1000.0,1000.0
39.0784,2772,39.1929,0.835098993441,2772,39.0821060541,99.9956828753,39.0974851145,1000.0,21.0035056849,232.226,114.0,19.431372549,122.854,6.94931,3.0,0.0,0.554397,-41.9889,1000.0,1000.0
39.0412,2773,39.1466,0.756331948863,2773,39.038690031,99.9956828753,39.0509430821,1000.0,14.0010932518,232.289,54.0,17.9285714286,122.859,5.73038,3.0,0.0,0.609749,-41.9746,1000.0,1000.0
39.1836,2774,39.2936,0.798056999564,2774,39.1819193281,99.9956828753,39.1979128641,1000.0,32.518665572,232.359,208.0,21.7173913043,122.841,6.08375,4.0,0.0,0.24696,-41.9951,1000.0,1000.0
39.1604,2775,39.2735,0.7789184775,2775,39.1602492556,99.9956828753,39.1800335815,1000.0,17.1423189106,232.46,94.0,19.2115384615,122.853,6.35572,3.0,0.0,0.47263,-41.9474,1000.0,1000.0
39.0641,2776,39.1872,0.811397395775,2776,39.06741537,99.9956828753,39.0880589463,1000.0,24.6951928922,232.457,156.0,21.8695652174,122.911,6.63469,3.0,0.0,0.0317122,-41.9072,1000.0,1000.0
39.1128,2777,39.2234,0.784233896534,2777,39.1123098255,99.9956828753,39.1370172264,1000.0,20.1143630274,232.561,108.0,19.82,122.928,6.39136,3.0,0.0,0.0607436,-41.8954,1000.0,1000.0
39.0906,2778,39.1877,0.750513510476,2778,39.0930269657,99.9956828753,39.1177001624,1000.0,13.804940742,232.651,70.0,16.5833333333,122.92,6.14406,3.0,0.0,0.0939494,-41.9626,1000.0,1000.0
39.1732,2779,39.2935,0.810829615193,2779,39.1740853193,99.9956828753,39.1960468082,1000.0,20.4619060696,232.713,107.0,19.52,122.934,6.53069,3.0,0.0,0.417353,-42.0449,1000.0,1000.0
39.1443,2780,39.2518,0.779083747431,2780,39.1449107749,99.9956828753,39.1616457379,1000.0,17.4738394797,232.75,107.0,22.5434782609,122.971,5.82476,3.0,0.0,0.160799,-42.0836,1000.0,1000.0
39.1297,2781,39.2415,0.828305971639,2781,39.1288140216,99.9956828753,39.1418451353,1000.0,20.1237998465,232.843,128.0,18.6666666667,122.948,7.01181,3.0,0.0,0.0345778,-41.9373,1000.0,1000.0
39.1029,2782,39.2047,0.804616128525,2782,39.1004223849,99.9956828753,39.1177766587,1000.0,17.3806476744,232.851,99.0,22.8444444444,122.976,6.6672,4.0,0.0,0.519247,-41.9487,1000.0,1000.0
39.1439,2783,39.2413,0.764022426581,2783,39.1459026628,99.9956828753,39.1634717085,1000.0,20.8791163606,232.929,149.0,18.25,123.039,5.83384,3.0,0.0,0.408083,-42.0336,1000.0,1000.0
39.1088,2784,39.2285,0.857540098108,2784,39.1088673725,99.9956828753,39.1245579448,1000.0,20.1177173837,232.964,97.0,23.3023255814,123.092,7.25966,4.0,0.0,0.21245,-41.975,1000.0,1000.0
39.2159,2785,39.3258,0.801800100482,2785,39.216924131,86.5009379257,39.2307869101,836.833333333,22.1500172435,233.002,116.0,20.7916666667,123.091,6.41268,2.0,364.851758329,0.166493,-42.0525,1000.0,21.0
39.2188,2786,39.3262,0.788253698631,2786,39.2172660255,99.9956828753,39.2286926484,1000.0,23.4967016951,233.065,117.0,21.7608695652,123.062,5.82515,4.0,0.0,0.518733,-42.005,1000.0,1000.0
39.124,2787,39.228,0.819655741224,2787,39.1271423947,99.9956828753,39.140790503,1000.0,23.3516460876,233.109,112.0,24.525,123.09,6.89057,3.0,0.0,0.0770856,-41.9891,1000.0,1000.0
39.109,2788,39.2312,0.802859893471,2788,39.1102259593,99.9956828753,39.1255165476,1000.0,22.0579328134,233.105,116.0,20.26,123.076,6.84632,3.0,0.0,0.0568713,-41.8618,1000.0,1000.0
39.3681,2789,39.4624,0.750053880237,2789,39.3683925328,92.5605577266,39.3833684822,910.909090909,15.4265773891,233.159,77.0,18.4615384615,123.089,6.44267,3.0,281.730191542,0.0227505,-42.1483,1000.0,20.0
39.2019,2790,39.3174,0.765046253582,2790,39.2005853364,99.9956828753,39.213231463,1000.0,16.2483397295,233.24,67.0,19.6226415094,123.158,6.30779,3.0,0.0,0.797974,-42.043,1000.0,1000.0
39.1815,2791,39.3041,0.835596548275,2791,39.1834394274,99.9956828753,39.196980362,1000.0,15.1009839194,233.322,97.0,15.2575757576,123.137,7.1921,3.0,0.0,0.483824,-42.0286,1000.0,1000.0
39.1906,2792,39.2933,0.768786110426,2792,39.1904452228,99.9956828753,39.2020737705,1000.0,16.1455106699,233.375,96.0,19.2307692308,123.186,5.98569,2.0,0.0,0.210632,-42.0006,1000.0,1000.0
39.187,2793,39.3029,0.814461324802,2793,39.1867403695,99.9409582651,39.2003482149,955.272727273,18.8666740283,233.426,96.0,19.9166666667,123.149,6.63504,2.0,141.440055346,0.330692,-41.995,1000.0,508.0
39.1741,2794,39.2681,0.790784473128,2794,39.1774680722,99.9956828753,39.1901026657,1000.0,27.3465835974,233.532,149.0,24.5641025641,123.18,6.37675,4.0,0.0,0.449203,-42.0801,1000.0,1000.0
39.1142,2795,39.227,0.796074902038,2795,39.1138076806,99.9956828753,39.1244937865,1000.0,17.4534599403,233.62,88.0,19.7916666667,123.185,6.28589,3.0,0.0,0.439677,-41.9906,1000.0,1000.0
39.2054,2796,39.3048,0.753211317384,2796,39.2070973768,45.3471797271,39.2213549079,60.6666666667,23.5224724631,233.67,138.0,24.6739130435,123.228,5.56844,3.0,10.6761321638,0.580444,-41.9704,99.0,42.0
39.3326,2797,39.4281,0.825921723416,2797,39.3331348866,58.8534637693,39.3419938342,91.5727272727,13.9823974345,233.697,63.0,17.7272727273,123.205,6.89479,3.0,26.0776668961,0.559908,-41.989,158.0,43.0
39.1884,2798,39.2907,0.784688813515,2798,39.1891425423,99.9956828753,39.1994221732,1000.0,13.6862021824,233.763,57.0,18.2692307692,123.214,6.44163,3.0,0.0,0.538333,-41.9569,1000.0,1000.0
39.0688,2799,39.1758,0.803548404521,2799,39.0708862703,99.9956828753,39.0822154585,1000.0,28.7643877042,233.828,116.0,26.9,123.219,6.79572,3.0,0.0,0.582637,-41.8519,1000.0,1000.0
38.9966,2800,39.1098,0.812856485943,2800,38.9951400063,99.9956828753,39.0132735046,1000.0,18.0183443567,233.874,85.0,18.5660377358,123.291,6.98809,2.0,0.0,0.671606,-41.8584,1000.0,1000.0
38.9987,2801,39.1162,0.77395362299,2801,38.9956618092,86.7299479698,39.0138724327,406.814814815,14.8008264232,233.952,78.0,18.0909090909,123.334,6.10694,4.0,270.740963672,0.582935,-41.7923,1000.0,21.0
39.0792,2802,39.1959,0.793652481721,2802,39.0799365105,99.9956828753,39.0965459095,1000.0,17.0100945315,233.998,79.0,20.7708333333,123.322,6.71459,3.0,0.0,0.4892,-41.8739,1000.0,1000.0
39.01,2803,39.1352,0.816473414666,2803,39.0104898936,99.9956828753,39.0311639507,1000.0,16.7377032852,234.077,76.0,18.7450980392,123.37,6.78564,3.0,0.0,0.721983,-41.8467,1000.0,1000.0
39.1497,2804,39.2655,0.774550304192,2804,39.1497458194,99.9956828753,39.1734177638,1000.0,33.7288926617,234.137,142.0,31.2424242424,123.408,6.17901,3.0,0.0,0.657839,-41.8528,1000.0,1000.0
39.0907,2805,39.2107,0.860440646536,2805,39.0925379859,99.9956828753,39.1188035399,1000.0,22.353022167,234.192,127.0,20.32,123.4,7.79358,3.0,0.0,0.619213,-41.8477,1000.0,1000.0
39.1829,2806,39.3042,0.788459978402,2806,39.178816558,99.9956828753,39.2100789826,1000.0,27.0881228586,234.252,182.0,19.44,123.394,6.52748,3.0,0.0,0.508029,-41.9452,1000.0,1000.0
38.9505,2807,39.0975,0.804999930268,2807,38.9502423688,99.9956828753,38.9958587396,1000.0,15.7427758224,234.302,65.0,17.0327868852,123.428,6.35063,3.0,0.0,0.501095,-41.8327,1000.0,1000.0
38.9925,2808,39.1174,0.814256076116,2808,38.9938407255,99.9956828753,39.0384204998,1000.0,13.7893205245,234.298,75.0,17.0847457627,123.431,6.29147,3.0,0.0,0.468707,-41.8376,1000.0,1000.0
39.0689,2809,39.2142,0.816132474001,2809,39.067347729,99.9956828753,39.1084783413,1000.0,13.5070029713,234.362,55.0,16.2295081967,123.43,7.07641,3.0,0.0,0.0209575,-41.795,1000.0,1000.0
39.0187,2810,39.1491,0.762687623878,2810,39.0215537638,99.9956828753,39.0653102303,1000.0,13.3784088732,234.424,65.0,17.9821428571,123.434,5.9937,3.0,0.0,0.0249785,-41.7699,1000.0,1000.0
39.1398,2811,39.2686,0.783864600664,2811,39.1378544162,69.3721528288,39.1743897238,524.55,11.5972210934,234.486,51.0,17.4912280702,123.499,6.55731,3.0,475.484224239,0.194347,-41.8357,1000.0,33.0
39.158,2812,39.2733,0.75037938612,2812,39.1600192983,99.9956828753,39.1947254181,1000.0,14.1836149383,234.572,60.0,19.6274509804,123.554,5.57306,4.0,0.0,0.240024,-41.8429,1000.0,1000.0
38.9208,2813,39.0391,0.758465085443,2813,38.9182496479,99.9956828753,38.9444915244,1000.0,14.1659704527,234.621,75.0,19.7551020408,123.558,6.13528,4.0,0.0,0.38635,-41.7136,1000.0,1000.0
38.9937,2814,39.1093,0.784971170724,2814,38.9950563501,99.9956828753,39.0153250238,1000.0,27.4519375053,234.745,184.0,21.4468085106,123.593,6.64423,3.0,0.0,0.454955,-41.8267,1000.0,1000.0
39.0283,2815,39.1543,0.849317260823,2815,39.0266889276,99.9956828753,39.0434283123,1000.0,19.4958566759,234.768,107.0,20.0980392157,123.642,7.67727,4.0,0.0,0.545608,-41.7581,1000.0,1000.0
38.9753,2816,39.0737,0.778905168061,2816,38.978618797,99.9956828753,38.9934298535,1000.0,18.5037320337,234.795,125.0,17.7090909091,123.7,6.27019,3.0,0.0,0.0488566,-41.8227,1000.0,1000.0
38.9683,2817,39.0869,0.816871262802,2817,38.9704196781,99.9956828753,38.9822779327,1000.0,16.1427694101,234.839,75.0,20.137254902,123.734,6.75242,3.0,0.0,0.568049,-41.7954,1000.0,1000.0
38.9356,2818,39.0434,0.785294468286,2818,38.9386774304,99.9956828753,38.9507858767,1000.0,27.0911527174,234.907,170.0,20.1666666667,123.784,6.87434,3.0,0.0,0.463871,-41.6351,1000.0,1000.0
38.9298,2819,39.0405,0.778814945215,2819,38.9282079126,99.9956828753,38.9425377614,1000.0,30.9219885357,234.92,192.0,25.675,123.82,5.86257,3.0,0.0,0.535553,-41.7382,1000.0,1000.0
38.9131,2820,39.017,0.765603844426,2820,38.9146421386,99.9956828753,38.9261386965,1000.0,14.754449735,234.958,71.0,19.1923076923,123.877,6.43028,4.0,0.0,0.353165,-41.7581,1000.0,1000.0
38.9397,2821,39.0418,0.782450259979,2821,38.9382822535,99.9956828753,38.9515225602,1000.0,18.7499333332,235.023,87.0,20.2,123.918,5.77789,3.0,0.0,0.466101,-41.7926,1000.0,1000.0
39.0411,2822,39.154,0.821378484313,2822,39.0398321768,99.9956828753,39.0560902049,1000.0,16.9810200319,235.069,100.0,18.1636363636,123.948,6.53432,3.0,0.0,0.513633,-41.8077,1000.0,1000.0
39.1653,2823,39.2583,0.745066722508,2823,39.1658185761,99.9956828753,39.1788593236,1000.0,27.4981321462,235.13,123.0,24.8205128205,123.951,5.95256,3.0,0.0,0.640382,-41.8841,1000.0,1000.0
38.989,2824,39.1003,0.825383319876,2824,38.9927522594,84.3823123328,39.0072142285,318.5625,16.9502394462,235.196,71.0,22.5777777778,123.929,6.85067,3.0,296.431477906,0.496059,-41.7158,1000.0,86.0
38.947,2825,39.041,0.762805165975,2825,38.9445527047,99.9956828753,38.9565462719,1000.0,13.3764111276,235.258,84.0,15.3636363636,123.949,5.85894,3.0,0.0,0.540934,-41.741,1000.0,1000.0
38.9796,2826,39.0875,0.78158416875,2826,38.981197604,99.9956828753,38.9968710314,1000.0,15.1546283497,235.319,72.0,19.4375,123.986,5.98768,3.0,0.0,0.549587,-41.7576,1000.0,1000.0
39.0062,2827,39.1123,0.842450995537,2827,39.0026740507,99.9956828753,39.0177468333,1000.0,17.0439195113,235.389,74.0,20.25,124.067,7.36816,3.0,0.0,0.482774,-41.8241,1000.0,1000.0
38.9967,2828,39.0998,0.811057183689,2828,38.9988372561,99.9956828753,39.0145081471,1000.0,19.6341713823,235.429,122.0,18.5925925926,124.095,7.26875,3.0,0.0,0.577763,-41.7547,1000.0,1000.0
38.9732,2829,39.069,0.789925662084,2829,38.9717799641,99.9956828753,38.9823838632,1000.0,14.9312403326,235.491,66.0,19.0192307692,124.151,6.85866,3.0,0.0,0.693143,-41.7122,1000.0,1000.0
39.0238,2830,39.1301,0.803632320602,2830,39.0222999992,99.9956828753,39.0322789535,1000.0,15.3811982137,235.526,84.0,20.4042553191,124.196,7.09933,3.0,0.0,0.601051,-41.7357,1000.0,1000.0
39.0259,2831,39.1204,0.84515526085,2831,39.0303611655,99.9956828753,39.0408660146,1000.0,13.1952792432,235.515,69.0,16.3015873016,124.193,6.81827,3.0,0.0,0.588292,-41.8696,1000.0,1000.0
39.0659,2832,39.1644,0.777803376758,2832,39.0667264043,97.1407881489,39.0779221153,843.923076923,12.429899177,235.535,55.0,16.3174603175,124.201,6.53619,3.0,276.831095835,0.646294,-41.8767,1000.0,102.0
38.9962,2833,39.1042,0.838672943156,2833,38.9945289687,99.9956828753,39.0063552705,1000.0,13.8653908308,235.565,55.0,20.4693877551,124.191,7.33283,3.0,0.0,0.304881,-41.791,1000.0,1000.0
38.9717,2834,39.0843,0.818485387229,2834,38.9722699303,99.9956828753,38.9817219278,1000.0,15.9772838743,235.587,79.0,20.08,124.141,7.04397,3.0,0.0,0.381903,-41.7615,1000.0,1000.0
39.1633,2835,39.2628,0.802135888507,2835,39.1621637769,99.9956828753,39.1721087532,1000.0,23.834489701,235.633,161.0,20.5208333333,124.141,7.07544,4.0,0.0,0.264211,-41.8652,1000.0,1000.0
38.89,2836,39.0158,0.809055841435,2836,38.8935327775,92.6349129028,38.9059624414,911.0,16.8570101195,235.612,71.0,21.5652173913,124.141,6.82408,3.0,281.442711755,0.836249,-41.7145,1000.0,21.0
39.1042,2837,39.2022,0.715409824267,2837,39.1040713242,99.9956828753,39.1156213855,1000.0,28.1041819188,235.652,185.0,23.1363636364,124.173,5.70771,3.0,0.0,0.555761,-41.8315,1000.0,1000.0
38.9424,2838,39.0437,0.774609880765,2838,38.9438455178,99.9956828753,38.953506838,1000.0,15.6988615569,235.714,68.0,18.8679245283,124.175,6.42737,3.0,0.0,0.652261,-41.6952,1000.0,1000.0
39.0685,2839,39.1666,0.760270483985,2839,39.0648223539,99.9956828753,39.0775826802,1000.0,18.7713498025,235.76,74.0,24.7105263158,124.182,5.68756,4.0,0.0,0.515513,-41.7287,1000.0,1000.0
38.8989,2840,39.0165,0.762755133989,2840,38.9013805188,99.9956828753,38.9164493852,1000.0,15.5600628391,235.815,73.0,23.5333333333,124.167,6.15886,4.0,0.0,0.540604,-41.6021,1000.0,1000.0
38.8989,2841,39.0067,0.744426009269,2841,38.8964997955,99.9956828753,38.9137157766,1000.0,14.2327697133,235.866,64.0,18.7358490566,124.146,5.98016,3.0,0.0,0.242764,-41.6334,1000.0,1000.0
39.004,2842,39.1074,0.742527728154,2842,39.005784874,99.9956828753,39.0166706643,1000.0,23.3592353803,235.913,106.0,28.6571428571,124.138,5.80187,4.0,0.0,0.586251,-41.7965,1000.0,1000.0
38.8786,2843,38.9809,0.771162147771,2843,38.8779424234,99.9956828753,38.8887964114,1000.0,19.0741687718,235.979,80.0,24.0731707317,124.157,6.60521,3.0,0.0,0.471087,-41.6402,1000.0,1000.0
38.8886,2844,39.002,0.777051593485,2844,38.8901699285,99.9956828753,38.9049555241,1000.0,14.77713098,235.988,60.0,20.58,124.164,6.42955,3.0,0.0,0.11601,-41.6263,1000.0,1000.0
38.9332,2845,39.0468,0.775843211071,2845,38.9350008293,99.9956828753,38.9510592753,1000.0,17.3514719908,236.028,74.0,21.7555555556,124.164,6.63259,2.0,0.0,0.323147,-41.6605,1000.0,1000.0
38.7862,2846,38.8997,0.753364666824,2846,38.7881115765,99.9956828753,38.805001298,1000.0,11.2558374878,236.044,47.0,18.1428571429,124.19,6.35253,3.0,0.0,0.293561,-41.4198,1000.0,1000.0
38.8914,2847,38.9878,0.753407192827,2847,38.8843210222,99.9956828753,38.9002349334,1000.0,18.0330808053,236.115,80.0,20.306122449,124.148,6.34944,3.0,0.0,0.219114,-41.5257,1000.0,1000.0
38.7194,2848,38.8282,0.772277311023,2848,38.7234595539,99.9956828753,38.7359487499,1000.0,16.4583795645,236.23,64.0,18.537037037,124.153,6.7146,3.0,0.0,0.0617819,-41.5135,1000.0,1000.0
38.7523,2849,38.8588,0.793974151757,2849,38.7523500183,99.9956828753,38.7636547196,1000.0,14.3394801041,236.29,65.0,17.0,124.191,6.57781,3.0,0.0,0.142705,-41.5179,1000.0,1000.0
38.7748,2850,38.8773,0.79541691219,2850,38.7732703755,99.9956828753,38.7812412203,1000.0,14.4345171924,236.376,71.0,19.0566037736,124.226,6.90067,4.0,0.0,0.625162,-41.3476,1000.0,1000.0
38.7785,2851,38.8736,0.742927787811,2851,38.7808614577,99.9956828753,38.7894874972,1000.0,31.1505469609,236.448,173.0,22.3095238095,124.261,5.99313,3.0,0.0,0.446945,-41.4147,1000.0,1000.0
38.7363,2852,38.8415,0.793228145526,2852,38.7377260302,99.9956828753,38.7481197332,1000.0,17.4750394132,236.483,78.0,20.0188679245,124.273,6.47651,3.0,0.0,0.573632,-41.4372,1000.0,1000.0
38.7059,2853,38.8072,0.734399804739,2853,38.7056661634,99.9956828753,38.7191655581,1000.0,11.9151047928,236.538,56.0,16.7833333333,124.326,5.75862,3.0,0.0,0.53366,-41.3859,1000.0,1000.0
38.663,2854,38.7605,0.759428632943,2854,38.6632825842,99.9956828753,38.6709388004,1000.0,24.2358419094,236.592,112.0,22.8181818182,124.42,6.36986,3.0,0.0,0.57184,-41.3509,1000.0,1000.0
38.6048,2855,38.7046,0.730173724941,2855,38.6040963381,99.9956828753,38.6134863621,1000.0,16.9569730511,236.695,77.0,17.5964912281,124.523,5.48681,3.0,0.0,0.600865,-41.3489,1000.0,1000.0
38.6569,2856,38.7712,0.792949295214,2856,38.6576302902,99.9956828753,38.667049627,1000.0,16.982854664,236.785,86.0,18.0925925926,124.567,6.18236,3.0,0.0,0.552171,-41.3917,1000.0,1000.0
38.662,2857,38.7679,0.814592535469,2857,38.6622110275,99.9956828753,38.6750270899,1000.0,18.9842955184,236.846,108.0,19.4807692308,124.586,6.80331,3.0,0.0,0.512256,-41.4046,1000.0,1000.0
38.8042,2858,38.9011,0.83085056947,2858,38.8006492086,99.9956828753,38.811420348,1000.0,23.8670967117,236.88,162.0,18.9433962264,124.622,7.4447,4.0,0.0,0.705123,-41.4798,1000.0,1000.0
38.8366,2859,38.9366,0.81872677401,2859,38.83703051,97.312726103,38.8448697446,793.153846154,31.1037610365,236.943,173.0,21.9777777778,124.68,6.6886,3.0,320.312550765,0.703218,-41.5286,1000.0,137.0
38.7579,2860,38.8562,0.797120306843,2860,38.758061152,99.9956828753,38.7681501248,1000.0,17.9791545964,236.986,94.0,18.0,124.757,6.53068,3.0,0.0,0.542623,-41.4811,1000.0,1000.0
38.7442,2861,38.8416,0.785271131566,2861,38.7465611087,99.9956828753,38.7580599618,1000.0,13.0272513963,237.033,74.0,16.9491525424,124.763,6.4169,4.0,0.0,0.563305,-41.5075,1000.0,1000.0
38.7714,2862,38.8698,0.763308424714,2862,38.7712765302,99.9956828753,38.787075421,1000.0,14.3423036223,237.133,57.0,18.358490566,124.767,5.9575,3.0,0.0,0.481839,-41.4862,1000.0,1000.0
38.8014,2863,38.9029,0.837078319281,2863,38.8002816544,99.9956828753,38.8144895083,1000.0,21.0499495212,237.183,98.0,20.9591836735,124.776,7.0276,3.0,0.0,0.547268,-41.5321,1000.0,1000.0
38.9105,2864,39.0128,0.790456084201,2864,38.9142689896,51.6429990505,38.925211474,81.7317073171,19.3806753474,237.269,110.0,19.25,124.82,5.98586,4.0,47.357500959,0.545945,-41.6544,233.0,38.0
39.0677,2865,39.1664,0.79502740086,2865,39.0677169076,99.9956828753,39.0789966901,1000.0,15.8985704683,237.369,63.0,25.8421052632,124.845,6.65187,3.0,0.0,0.5308,-41.7453,1000.0,1000.0
39.0019,2866,39.1027,0.812001044846,2866,39.0003894966,99.9956828753,39.0113637361,1000.0,17.0002327446,237.406,71.0,20.3673469388,124.87,6.2097,3.0,0.0,0.321829,-41.7848,1000.0,1000.0
38.9733,2867,39.0725,0.804913165845,2867,38.9744625907,99.9956828753,38.9883057563,1000.0,20.1250054478,237.468,105.0,21.5106382979,124.923,6.28766,4.0,0.0,0.350185,-41.8067,1000.0,1000.0
39.1709,2868,39.2724,0.778659044807,2868,39.1709819258,99.9956828753,39.1841351244,1000.0,13.8126731963,237.527,67.0,18.6923076923,124.914,6.17547,3.0,0.0,0.441963,-41.9099,1000.0,1000.0
39.1599,2869,39.2782,0.835357045457,2869,39.1633505287,69.9772062169,39.1773813651,152.348484848,16.9473776905,237.542,92.0,21.7826086957,124.951,6.82119,4.0,94.929238786,0.642133,-41.9662,440.0,49.0
39.1334,2870,39.2381,0.845583097504,2870,39.132449128,99.9956828753,39.1457979101,1000.0,19.7846430032,237.588,111.0,19.2222222222,124.958,7.61087,3.0,0.0,0.175299,-42.0129,1000.0,1000.0
39.4583,2871,39.5602,0.77396812297,2871,39.4606014181,99.9956828753,39.4747285755,1000.0,17.9531065785,237.614,102.0,20.3673469388,124.999,6.30409,3.0,0.0,0.123413,-42.1743,1000.0,1000.0
39.267,2872,39.3702,0.84369469036,2872,39.2667160065,99.9956828753,39.2799454955,1000.0,20.3440283524,237.718,106.0,21.8913043478,125.004,7.71205,4.0,0.0,0.207253,-42.0784,1000.0,1000.0
39.4871,2873,39.5901,0.771827827768,2873,39.4870446597,99.9956828753,39.5038976427,1000.0,20.4903913836,237.809,122.0,18.4038461538,124.993,6.23986,3.0,0.0,0.101646,-42.2321,1000.0,1000.0
39.483,2874,39.5919,0.82109336322,2874,39.4846483765,99.9956828753,39.5001274967,1000.0,16.6666074073,237.908,59.0,23.1555555556,125.03,6.90774,4.0,0.0,0.0887279,-42.2903,1000.0,1000.0
39.4514,2875,39.5666,0.834065373004,2875,39.4504004516,51.5595097373,39.4667595416,173.120689655,17.8367017409,237.938,108.0,19.0769230769,125.049,7.67077,3.0,306.432592441,0.336049,-42.2418,1000.0,51.0
39.5302,2876,39.6201,0.771014651443,2876,39.5273817199,99.9956828753,39.5410519251,1000.0,20.056453771,238.016,88.0,23.9761904762,125.059,6.1191,4.0,0.0,0.128156,-42.3534,1000.0,1000.0
39.8067,2877,39.9121,0.839264831399,2877,39.8109612482,99.9956828753,39.8258619236,1000.0,14.1278998662,238.07,71.0,16.1774193548,125.083,7.23993,3.0,0.0,0.519408,-42.5378,1000.0,1000.0
39.876,2878,39.9716,0.848217709747,2878,39.8784633901,99.9956828753,39.8881112642,1000.0,14.5958377269,238.147,59.0,19.9361702128,125.074,7.69613,2.0,0.0,0.0234479,-42.6227,1000.0,1000.0
39.9624,2879,40.0642,0.81054282874,2879,39.9653204449,88.2153923691,39.9771386809,296.617647059,19.4177284223,238.172,112.0,21.3125,125.079,6.7766,4.0,153.630001418,0.601574,-42.7345,675.0,60.0
39.98,2880,40.0861,0.827425877581,2880,39.9812253303,99.9956828753,39.9961398279,1000.0,16.8410599956,238.217,84.0,19.3846153846,125.099,7.3258,4.0,0.0,0.43938,-42.8271,1000.0,1000.0
40.0249,2881,40.1253,0.785142651933,2881,40.0242524605,99.9956828753,40.0369694397,1000.0,15.2976030712,238.195,64.0,21.0612244898,125.148,6.36569,3.0,0.0,0.255624,-42.8247,1000.0,1000.0
40.002,2882,40.1067,0.832176582993,2882,40.0033042405,99.9956828753,40.017325426,1000.0,14.6591267284,238.273,61.0,18.6981132075,125.188,6.96268,2.0,0.0,0.463106,-42.9107,1000.0,1000.0
40.0749,2883,40.1819,0.841017717785,2883,40.0751424867,99.9956828753,40.0902412075,1000.0,20.8407957006,238.339,109.0,22.2888888889,125.249,6.98358,3.0,0.0,0.450271,-42.9174,1000.0,1000.0
40.1649,2884,40.2616,0.805538377569,2884,40.1673643956,99.9956828753,40.1803766574,1000.0,17.3481006805,238.394,92.0,20.7916666667,125.274,7.23465,3.0,0.0,0.0292357,-42.9279,1000.0,1000.0
40.2084,2885,40.3152,0.839937778617,2885,40.2086904401,99.9956828753,40.2203175666,1000.0,19.6048620828,238.494,91.0,22.2222222222,125.302,7.49832,3.0,0.0,0.0323428,-43.038,1000.0,1000.0
40.2772,2886,40.3761,0.789371317762,2886,40.2810728349,99.9956828753,40.2967248286,1000.0,15.1062371225,238.599,76.0,20.04,125.329,6.29529,4.0,0.0,0.121722,-43.0184,1000.0,1000.0
40.3947,2887,40.4983,0.814742087488,2887,40.394289458,99.9956828753,40.410977193,1000.0,15.0364823835,238.676,68.0,21.6444444444,125.391,6.96281,4.0,0.0,0.0421249,-43.2265,1000.0,1000.0
40.3042,2888,40.4049,0.813140985495,2888,40.3004756278,99.9956828753,40.3154954672,1000.0,16.4645181267,238.779,90.0,18.25,125.373,7.10217,3.0,0.0,0.182568,-43.1798,1000.0,1000.0
40.3905,2889,40.5089,0.860932014537,2889,40.391169674,99.9956828753,40.4032872129,1000.0,15.6281924739,238.863,73.0,19.86,125.398,7.37433,3.0,0.0,0.103626,-43.3237,1000.0,1000.0
40.6541,2890,40.7653,0.844749330944,2890,40.6544916733,99.9956828753,40.6718851979,1000.0,16.5166457484,238.891,78.0,22.8636363636,125.416,7.32807,3.0,0.0,0.208764,-43.5176,1000.0,1000.0
40.6521,2891,40.7603,0.836882231706,2891,40.6526960996,99.9956828753,40.6718773179,1000.0,17.4027433724,238.988,89.0,19.9591836735,125.413,6.89537,4.0,0.0,0.0620756,-43.5555,1000.0,1000.0
40.7825,2892,40.89,0.828952628838,2892,40.7824732995,99.9956828753,40.8006330276,1000.0,16.3093102245,239.062,88.0,20.08,125.445,6.72339,4.0,0.0,0.0470439,-43.6469,1000.0,1000.0
41.092,2893,41.2052,0.877894856165,2893,41.0940383581,99.9956828753,41.1145823455,1000.0,19.9176945394,239.189,112.0,22.2608695652,125.458,7.70336,3.0,0.0,0.0647634,-43.9638,1000.0,1000.0
40.8607,2894,40.9837,0.876476382469,2894,40.8608846128,99.9956828753,40.8842193989,1000.0,13.6667665569,239.253,59.0,20.4897959184,125.444,7.85461,4.0,0.0,0.0958628,-43.8498,1000.0,1000.0
41.1986,2895,41.313,0.868994964031,2895,41.20028095,99.9956828753,41.2168744008,1000.0,15.9671253582,239.326,81.0,18.7358490566,125.462,7.03424,3.0,0.0,0.0927445,-44.0972,1000.0,1000.0
