AverageQ,Iteration,AverageAbsQ,AverageAbsQYDiff,Epoch,AverageY,AverageDiscountedReturn,AverageAbsY,AverageReturn,StdEsReturn,QFunRegParamNorm,MaxEsReturn,AverageEsReturn,PolicyRegParamNorm,AverageQLoss,MinEsReturn,StdReturn,AverageAction,AveragePolicySurr,MaxReturn,MinReturn
17.0628,1541,17.1029,0.310098465332,1541,17.063224164,91.9781412147,17.0654485913,466.181818182,17.9086294357,157.367,83.0,23.0909090909,102.097,1.05569,3.0,316.054891142,0.735257,-18.1512,1000.0,92.0
16.9904,1542,17.0315,0.322016675014,1542,16.9905822521,99.9956828753,16.9934281763,1000.0,22.0617252993,157.385,116.0,27.4705882353,102.175,1.17537,3.0,0.0,0.652104,-18.0434,1000.0,1000.0
16.9759,1543,17.0106,0.3242547306,1543,16.9758454386,99.9956828753,16.9772384547,1000.0,20.9016472562,157.465,99.0,29.3055555556,102.212,1.13797,5.0,0.0,0.532931,-18.0651,1000.0,1000.0
16.9645,1544,17.0102,0.328382101368,1544,16.964380152,99.9956828753,16.966424841,1000.0,23.479331349,157.511,126.0,24.1951219512,102.239,1.10753,3.0,0.0,0.608106,-18.0532,1000.0,1000.0
16.9467,1545,16.9866,0.315722155663,1545,16.9475126465,99.9956828753,16.948841541,1000.0,18.5054576493,157.536,93.0,22.8409090909,102.259,1.01202,4.0,0.0,0.166704,-18.053,1000.0,1000.0
16.9055,1546,16.9456,0.328367745591,1546,16.9056089627,99.9956828753,16.9078341648,1000.0,17.8812258216,157.561,70.0,23.488372093,102.313,1.12217,3.0,0.0,0.538188,-18.0416,1000.0,1000.0
16.9516,1547,16.9896,0.332109477879,1547,16.9513690082,99.9956828753,16.9540871007,1000.0,13.0413245168,157.613,51.0,24.1463414634,102.335,1.21438,3.0,0.0,0.519683,-18.0216,1000.0,1000.0
16.9211,1548,16.9597,0.327567714425,1548,16.9218146098,99.9956828753,16.9240724109,1000.0,11.8452672681,157.656,73.0,17.2037037037,102.387,1.08552,3.0,0.0,0.561386,-18.0016,1000.0,1000.0
16.8275,1549,16.8706,0.320480395803,1549,16.8273664821,99.9956828753,16.8298196032,1000.0,22.4638666779,157.683,88.0,30.3428571429,102.416,1.10714,3.0,0.0,0.547092,-17.9281,1000.0,1000.0
16.8646,1550,16.9076,0.318094863231,1550,16.8650440068,99.9956828753,16.8674736991,1000.0,26.7284375712,157.727,139.0,25.125,102.452,1.11631,4.0,0.0,0.734025,-17.9291,1000.0,1000.0
16.8346,1551,16.8765,0.336016118952,1551,16.8342358558,99.9956828753,16.8372408697,1000.0,17.6733113968,157.762,70.0,22.0434782609,102.521,1.19279,3.0,0.0,0.409067,-17.8749,1000.0,1000.0
16.8035,1552,16.8408,0.32089748633,1552,16.8035374632,99.9956828753,16.8049753638,1000.0,20.6418476057,157.77,114.0,24.5789473684,102.554,1.12814,3.0,0.0,0.516427,-17.8968,1000.0,1000.0
16.7305,1553,16.7749,0.315279544101,1553,16.730245832,99.9956828753,16.7336193944,1000.0,31.2918120281,157.764,183.0,26.15,102.539,1.05697,3.0,0.0,0.523856,-17.8054,1000.0,1000.0
16.7321,1554,16.7725,0.299037410093,1554,16.7318381558,99.9956828753,16.7348080136,1000.0,16.6012538592,157.781,83.0,21.8085106383,102.561,1.00628,3.0,0.0,0.545893,-17.8193,1000.0,1000.0
16.82,1555,16.8581,0.301783275137,1555,16.8198939661,99.9956828753,16.822319381,1000.0,14.5168729415,157.78,60.0,19.98,102.562,0.971142,2.0,0.0,0.594452,-17.8336,1000.0,1000.0
16.6988,1556,16.7392,0.30544167887,1556,16.7000012968,99.9956828753,16.7021724916,1000.0,25.3647269845,157.816,152.0,24.675,102.528,1.07673,3.0,0.0,0.118171,-17.7587,1000.0,1000.0
16.7097,1557,16.7555,0.311069224737,1557,16.7091897773,99.9956828753,16.7126981959,1000.0,16.5201725104,157.885,72.0,23.5238095238,102.509,1.06733,4.0,0.0,0.393806,-17.7352,1000.0,1000.0
16.5961,1558,16.6393,0.316916080907,1558,16.5961999289,99.9956828753,16.5996216828,1000.0,20.7341201794,157.936,85.0,26.8684210526,102.568,1.10924,4.0,0.0,0.669265,-17.6824,1000.0,1000.0
16.5881,1559,16.6371,0.328564820803,1559,16.5875771575,99.9956828753,16.5908331877,1000.0,17.2347051535,157.995,84.0,22.1777777778,102.638,1.14433,3.0,0.0,0.799973,-17.668,1000.0,1000.0
16.5845,1560,16.62,0.281832109274,1560,16.5839206541,99.9956828753,16.5866795066,1000.0,23.9227327632,158.002,106.0,28.4,102.628,0.8622,4.0,0.0,0.454433,-17.6399,1000.0,1000.0
16.5199,1561,16.5614,0.309972602109,1561,16.5193215578,88.6854944967,16.5223842182,400.2,14.0010670227,158.015,67.0,21.2765957447,102.673,0.95023,4.0,283.680524534,0.811862,-17.5984,1000.0,54.0
16.4894,1562,16.5355,0.346161681321,1562,16.4897626172,99.9956828753,16.4919833962,1000.0,19.0869831343,158.015,106.0,23.8571428571,102.715,1.26177,3.0,0.0,0.740725,-17.5428,1000.0,1000.0
16.4237,1563,16.4655,0.31653832255,1563,16.4235197328,99.9956828753,16.426885633,1000.0,24.0979706896,158.065,130.0,27.3055555556,102.78,1.07442,3.0,0.0,0.0418808,-17.456,1000.0,1000.0
16.4195,1564,16.4597,0.309422038974,1564,16.419314074,99.9956828753,16.4236123322,1000.0,16.8192383499,158.07,75.0,27.7567567568,102.775,1.00391,3.0,0.0,0.099778,-17.4778,1000.0,1000.0
16.4608,1565,16.5033,0.308255352883,1565,16.4619264389,99.9956828753,16.466580442,1000.0,22.4972316636,158.121,116.0,27.1470588235,102.733,1.06086,3.0,0.0,0.617406,-17.4732,1000.0,1000.0
16.4008,1566,16.4411,0.310641741753,1566,16.4010091023,99.9956828753,16.4032299628,1000.0,21.7550446069,158.118,81.0,21.9387755102,102.745,1.05278,3.0,0.0,0.0572932,-17.4148,1000.0,1000.0
16.4041,1567,16.4429,0.284371709036,1567,16.4037086491,99.9956828753,16.4071776984,1000.0,33.9125673198,158.171,164.0,32.2666666667,102.763,0.867532,3.0,0.0,0.0565008,-17.4263,1000.0,1000.0
16.3203,1568,16.364,0.31258094579,1568,16.3202973117,99.9956828753,16.3229339974,1000.0,12.9968703561,158.237,54.0,19.3461538462,102.725,1.06773,4.0,0.0,0.790735,-17.3407,1000.0,1000.0
16.277,1569,16.3176,0.312287019567,1569,16.277583188,99.9956828753,16.2815392872,1000.0,16.3162420383,158.288,73.0,20.3260869565,102.763,1.06601,3.0,0.0,0.836027,-17.32,1000.0,1000.0
16.2754,1570,16.3169,0.300239834359,1570,16.2734665244,75.8361464304,16.2760732868,186.836363636,15.9505403798,158.317,96.0,18.5517241379,102.763,0.888603,4.0,119.51656616,0.76426,-17.2826,520.0,62.0
16.2393,1571,16.2796,0.330899189938,1571,16.2402104027,99.9956828753,16.2422104028,1000.0,15.138978545,158.335,76.0,19.4897959184,102.79,1.0975,4.0,0.0,0.728121,-17.2485,1000.0,1000.0
16.1883,1572,16.2279,0.29536674385,1572,16.1879646938,99.9956828753,16.1896455337,1000.0,34.9400914914,158.386,198.0,27.1025641026,102.835,0.980548,4.0,0.0,0.776238,-17.2042,1000.0,1000.0
16.1461,1573,16.1885,0.323808641096,1573,16.1462803328,99.9956828753,16.1486188823,1000.0,19.2941621056,158.439,73.0,21.8444444444,102.853,1.13235,3.0,0.0,0.653778,-17.1347,1000.0,1000.0
16.1286,1574,16.1705,0.32450359245,1574,16.1278690893,99.9956828753,16.1309122985,1000.0,12.0433651704,158.532,51.0,18.2909090909,102.853,1.09587,3.0,0.0,0.763898,-17.148,1000.0,1000.0
16.0719,1575,16.1172,0.307179930301,1575,16.0718250508,99.9956828753,16.0742283685,1000.0,20.3592417464,158.541,108.0,17.9642857143,102.869,1.00732,3.0,0.0,0.675769,-17.1115,1000.0,1000.0
16.0127,1576,16.0525,0.307173104089,1576,16.0133421436,99.9956828753,16.0165840669,1000.0,12.154231471,158.541,50.0,16.4918032787,102.914,1.03476,3.0,0.0,0.745773,-17.0629,1000.0,1000.0
16.0385,1577,16.0767,0.291797846411,1577,16.0383768968,99.9956828753,16.0407025108,1000.0,18.6811457652,158.601,104.0,19.2307692308,102.938,0.905382,3.0,0.0,0.771879,-17.0544,1000.0,1000.0
16.0633,1578,16.1015,0.277598403966,1578,16.0636838622,99.9956828753,16.0660736111,1000.0,16.5203231659,158.619,68.0,21.2391304348,102.96,0.838913,3.0,0.0,0.785977,-17.0466,1000.0,1000.0
15.9212,1579,15.9675,0.347368413532,1579,15.9217350569,99.9956828753,15.9234069073,1000.0,25.0045037266,158.676,151.0,21.9545454545,102.971,1.19967,3.0,0.0,0.708494,-16.9378,1000.0,1000.0
15.9405,1580,15.9813,0.2986080021,1580,15.9400289358,99.9956828753,15.9428901076,1000.0,17.2041062626,158.704,76.0,18.1896551724,102.984,0.913491,4.0,0.0,0.740121,-16.96,1000.0,1000.0
15.9015,1581,15.9439,0.298388242892,1581,15.9008853604,99.9956828753,15.9030606731,1000.0,17.0906407136,158.736,89.0,20.1,102.999,0.926646,3.0,0.0,0.482652,-16.9156,1000.0,1000.0
15.8679,1582,15.903,0.28870778234,1582,15.8679403746,99.9956828753,15.8703214594,1000.0,14.064864588,158.772,72.0,21.6956521739,103.066,0.978451,3.0,0.0,0.768636,-16.8834,1000.0,1000.0
15.8719,1583,15.9108,0.305857759319,1583,15.872241943,99.9956828753,15.8741647139,1000.0,21.7965593615,158.818,105.0,24.9,103.057,1.03355,3.0,0.0,0.770975,-16.8445,1000.0,1000.0
15.739,1584,15.7736,0.283595084829,1584,15.7384769543,95.4914930987,15.7397951187,805.923076923,20.2277752761,158.866,91.0,27.1621621622,103.022,0.934855,3.0,327.033628367,0.729934,-16.7786,1000.0,111.0
15.7653,1585,15.805,0.305874602446,1585,15.7655832737,99.9956828753,15.7677611006,1000.0,18.9030048898,158.888,75.0,27.027027027,103.038,1.07869,4.0,0.0,0.777047,-16.7948,1000.0,1000.0
15.7971,1586,15.8392,0.290709959465,1586,15.7968103419,99.9956828753,15.7988463078,1000.0,10.8294381575,158.94,47.0,14.0704225352,103.079,0.911292,4.0,0.0,0.727752,-16.7938,1000.0,1000.0
15.7471,1587,15.78,0.284057669332,1587,15.7468640014,99.9956828753,15.7485338303,1000.0,21.283020043,158.957,95.0,22.8181818182,103.16,0.902795,4.0,0.0,0.720445,-16.7508,1000.0,1000.0
15.7225,1588,15.7575,0.294569485723,1588,15.7230851123,99.9956828753,15.726157129,1000.0,18.1576268135,158.984,79.0,21.2127659574,103.207,0.889039,2.0,0.0,0.438307,-16.7267,1000.0,1000.0
15.7331,1589,15.7718,0.309906807032,1589,15.7320570447,99.9956828753,15.7352189228,1000.0,15.9438264455,159.002,85.0,17.4035087719,103.259,0.996245,3.0,0.0,0.501102,-16.6956,1000.0,1000.0
15.633,1590,15.6719,0.299792528886,1590,15.6337868163,99.9956828753,15.635821042,1000.0,12.2647234596,159.009,55.0,16.9830508475,103.301,0.976379,3.0,0.0,0.530062,-16.6333,1000.0,1000.0
15.6579,1591,15.698,0.317022984029,1591,15.6581908091,99.9956828753,15.6607384119,1000.0,20.0621483376,159.034,111.0,20.4285714286,103.309,1.05199,3.0,0.0,0.539933,-16.6354,1000.0,1000.0
15.6064,1592,15.6494,0.303800848645,1592,15.6062222089,94.8178825914,15.6093477317,914.181818182,18.4136358026,159.081,80.0,22.7272727273,103.32,0.952525,3.0,271.3809192,0.674732,-16.6119,1000.0,56.0
15.6471,1593,15.6839,0.294042931858,1593,15.6470719572,99.9956828753,15.6499131475,1000.0,15.9817797492,159.099,77.0,21.7777777778,103.342,0.883087,3.0,0.0,0.736105,-16.6027,1000.0,1000.0
15.569,1594,15.6086,0.306130152917,1594,15.5685752233,99.9956828753,15.570786036,1000.0,14.3967116427,159.159,67.0,18.3571428571,103.371,1.01439,3.0,0.0,0.697339,-16.5636,1000.0,1000.0
15.536,1595,15.5821,0.321381149091,1595,15.5370278551,99.9956828753,15.539456952,1000.0,15.5752819227,159.181,76.0,20.4680851064,103.385,1.03536,2.0,0.0,0.405249,-16.519,1000.0,1000.0
15.5163,1596,15.5559,0.304725822738,1596,15.5155224119,99.9956828753,15.5173875879,1000.0,18.4130949546,159.2,107.0,19.7551020408,103.436,0.927433,4.0,0.0,0.356286,-16.4646,1000.0,1000.0
15.4533,1597,15.4935,0.308863928191,1597,15.4539327742,99.9956828753,15.4561639777,1000.0,29.7255692537,159.174,148.0,25.9230769231,103.442,0.952841,3.0,0.0,0.804715,-16.4288,1000.0,1000.0
15.454,1598,15.4975,0.301778383808,1598,15.4539453058,99.9956828753,15.4558497598,1000.0,23.2425113246,159.225,118.0,27.1282051282,103.469,1.00446,4.0,0.0,0.687783,-16.4205,1000.0,1000.0
15.4057,1599,15.4464,0.29861240487,1599,15.4051664181,99.9956828753,15.4071423677,1000.0,29.2487416633,159.243,142.0,32.6666666667,103.439,0.903078,3.0,0.0,0.642154,-16.3741,1000.0,1000.0
15.3426,1600,15.3849,0.305905478654,1600,15.3429340561,99.9956828753,15.3447203413,1000.0,26.4681379562,159.249,138.0,25.2631578947,103.426,0.939714,3.0,0.0,0.750743,-16.3191,1000.0,1000.0
15.3696,1601,15.4103,0.297208239846,1601,15.3692421201,99.9956828753,15.3717604189,1000.0,17.7890415706,159.253,63.0,21.1,103.369,0.932485,3.0,0.0,0.733061,-16.2993,1000.0,1000.0
15.309,1602,15.3476,0.285072539032,1602,15.3092298277,99.9956828753,15.31059196,1000.0,15.434687941,159.298,75.0,23.3571428571,103.396,0.837736,4.0,0.0,0.770292,-16.2776,1000.0,1000.0
15.3519,1603,15.384,0.277529913862,1603,15.3515248993,99.9956828753,15.3524817391,1000.0,20.6582783119,159.274,88.0,22.9090909091,103.405,0.805275,3.0,0.0,0.76275,-16.2794,1000.0,1000.0
15.3218,1604,15.3624,0.294771934156,1604,15.3224079543,99.9956828753,15.3238673718,1000.0,16.5968992198,159.348,116.0,17.7368421053,103.379,0.947183,4.0,0.0,0.763545,-16.242,1000.0,1000.0
15.1682,1605,15.2047,0.271228916883,1605,15.1678616256,99.9956828753,15.1706340254,1000.0,14.5763725678,159.4,68.0,19.7551020408,103.395,0.79254,3.0,0.0,0.70759,-16.1664,1000.0,1000.0
15.2174,1606,15.2601,0.298656664527,1606,15.2171925071,99.9956828753,15.2199202135,1000.0,20.1849792774,159.433,142.0,18.8545454545,103.355,0.926977,3.0,0.0,0.746068,-16.1655,1000.0,1000.0
15.1739,1607,15.2084,0.271330540622,1607,15.1728093761,99.9956828753,15.1749568384,1000.0,21.7009386408,159.463,115.0,20.4893617021,103.368,0.787648,3.0,0.0,0.448861,-16.0857,1000.0,1000.0
15.1311,1608,15.1707,0.289924113828,1608,15.1322868445,99.9956828753,15.134925986,1000.0,16.9045614218,159.516,70.0,23.8372093023,103.375,0.899024,3.0,0.0,0.460772,-16.0941,1000.0,1000.0
15.0465,1609,15.088,0.291442202918,1609,15.0471737174,99.8103210977,15.0493545334,908.666666667,37.2055063497,159.54,195.0,33.4827586207,103.438,0.888257,3.0,204.619294192,0.765849,-16.007,1000.0,421.0
15.0619,1610,15.1,0.275560754333,1610,15.0606333746,99.9915169202,15.0629125084,977.818181818,28.882495626,159.626,176.0,25.8205128205,103.478,0.777983,3.0,70.1450680983,0.78501,-16.0443,1000.0,756.0
15.0584,1611,15.0996,0.290627294081,1611,15.0587718157,99.9956828753,15.0611583349,1000.0,27.3097656978,159.657,118.0,28.6944444444,103.463,0.917536,4.0,0.0,0.721138,-16.0112,1000.0,1000.0
15.0158,1612,15.0559,0.2926657165,1612,15.0165312127,99.9956828753,15.0204426177,1000.0,12.6377458331,159.703,49.0,19.9591836735,103.492,0.930809,4.0,0.0,0.663489,-15.9373,1000.0,1000.0
14.989,1613,15.0325,0.315717253466,1613,14.9878423127,99.9956828753,14.990873513,1000.0,22.5783262438,159.728,144.0,21.2708333333,103.525,0.921506,3.0,0.0,0.551922,-15.9344,1000.0,1000.0
15.0294,1614,15.0661,0.298519638318,1614,15.0294850585,99.9956828753,15.0313072634,1000.0,20.0065365505,159.712,86.0,26.8108108108,103.528,0.924428,3.0,0.0,0.609397,-15.9517,1000.0,1000.0
14.9344,1615,14.9734,0.296179415997,1615,14.9351269188,99.9956828753,14.9371006603,1000.0,23.1646995617,159.737,132.0,22.8181818182,103.542,0.917355,3.0,0.0,0.0437433,-15.8651,1000.0,1000.0
14.9086,1616,14.9441,0.285690076232,1616,14.9085696644,99.9956828753,14.9109327656,1000.0,15.7633737067,159.773,72.0,22.2222222222,103.548,0.88529,4.0,0.0,0.572143,-15.8177,1000.0,1000.0
14.8524,1617,14.8973,0.296030378385,1617,14.8524246683,99.9956828753,14.8545041708,1000.0,22.6629067138,159.842,111.0,24.6052631579,103.52,0.839976,4.0,0.0,0.620905,-15.7762,1000.0,1000.0
14.7741,1618,14.8126,0.267111223211,1618,14.7743821707,99.9956828753,14.7769850887,1000.0,36.8232122708,159.853,199.0,31.1470588235,103.525,0.731897,3.0,0.0,0.699312,-15.7256,1000.0,1000.0
14.8203,1619,14.8611,0.288915739507,1619,14.8202723987,99.9956828753,14.8218752538,1000.0,26.9241475672,159.863,154.0,28.0833333333,103.517,0.873782,3.0,0.0,0.81093,-15.7606,1000.0,1000.0
14.7875,1620,14.822,0.269182303693,1620,14.786972812,99.9956828753,14.7891003939,1000.0,17.5308687185,159.879,71.0,22.1555555556,103.528,0.712498,3.0,0.0,0.744568,-15.7115,1000.0,1000.0
14.7782,1621,14.8189,0.286201996067,1621,14.7783618628,99.9956828753,14.7803017048,1000.0,21.1641777412,159.911,99.0,24.9743589744,103.529,0.819234,4.0,0.0,0.516366,-15.6879,1000.0,1000.0
14.7657,1622,14.8094,0.303988068147,1622,14.766907323,99.9956828753,14.7693964165,1000.0,38.3975910703,159.916,169.0,32.0,103.565,0.918847,3.0,0.0,0.682311,-15.7078,1000.0,1000.0
14.7052,1623,14.7373,0.242012245223,1623,14.7041130334,99.9956828753,14.7071875416,1000.0,18.1396207571,159.94,74.0,21.6739130435,103.587,0.664922,3.0,0.0,0.726685,-15.635,1000.0,1000.0
14.7254,1624,14.763,0.27315851288,1624,14.7263597991,99.9956828753,14.7302287457,1000.0,23.4951748798,159.974,136.0,24.0238095238,103.577,0.782084,3.0,0.0,0.823945,-15.6615,1000.0,1000.0
14.6636,1625,14.7093,0.303512746433,1625,14.6636271824,99.9956828753,14.6667757641,1000.0,21.0409342503,160.0,96.0,25.5526315789,103.604,0.959112,3.0,0.0,0.849405,-15.6,1000.0,1000.0
14.7194,1626,14.7589,0.282070797751,1626,14.7192258928,99.9956828753,14.7228968597,1000.0,14.2182479364,160.03,64.0,23.0227272727,103.607,0.818014,3.0,0.0,0.866614,-15.5711,1000.0,1000.0
14.6392,1627,14.6762,0.270834943348,1627,14.6389185344,99.9956828753,14.6436641252,1000.0,29.5734678386,160.07,183.0,25.4,103.619,0.815913,3.0,0.0,0.797471,-15.529,1000.0,1000.0
14.6673,1628,14.7088,0.2876987907,1628,14.6675332835,79.2417296359,14.6703692467,223.2,26.9339116277,160.094,133.0,26.3421052632,103.595,0.872927,3.0,149.436214561,0.821747,-15.5699,631.0,70.0
14.567,1629,14.6076,0.303816257559,1629,14.5672586637,99.9956828753,14.5701115994,1000.0,13.1233184676,160.157,55.0,17.8181818182,103.582,0.957807,2.0,0.0,0.85769,-15.4975,1000.0,1000.0
14.583,1630,14.6193,0.27651706019,1630,14.5820267988,99.9956828753,14.5846676985,1000.0,32.073995868,160.176,161.0,31.59375,103.572,0.822016,5.0,0.0,0.73042,-15.4828,1000.0,1000.0
14.5506,1631,14.5875,0.269270255013,1631,14.5522464149,99.9956828753,14.5540267242,1000.0,20.2023296253,160.227,90.0,25.6153846154,103.543,0.747076,5.0,0.0,0.0708894,-15.5042,1000.0,1000.0
14.5205,1632,14.5533,0.279729182137,1632,14.5190245767,99.9956828753,14.5208664395,1000.0,19.029765191,160.236,83.0,23.2325581395,103.49,0.845651,3.0,0.0,0.79681,-15.4322,1000.0,1000.0
14.5725,1633,14.617,0.303296304067,1633,14.5730702925,99.9956828753,14.5754872367,1000.0,15.0503368052,160.3,73.0,18.3018867925,103.466,0.871386,3.0,0.0,0.570692,-15.4694,1000.0,1000.0
14.476,1634,14.5158,0.282081016201,1634,14.4759365199,99.9956828753,14.4809226635,1000.0,20.8671900186,160.34,98.0,25.2195121951,103.484,0.871952,3.0,0.0,0.779348,-15.4291,1000.0,1000.0
14.5447,1635,14.5815,0.27711173727,1635,14.5441613243,99.9956828753,14.5473178986,1000.0,13.3002582199,160.363,63.0,16.8644067797,103.489,0.81375,4.0,0.0,0.74487,-15.4906,1000.0,1000.0
14.5369,1636,14.5715,0.265329869966,1636,14.5368096642,99.9956828753,14.5409780924,1000.0,11.5463188589,160.408,45.0,17.3103448276,103.506,0.812534,4.0,0.0,0.687369,-15.4399,1000.0,1000.0
14.5101,1637,14.5505,0.274084821228,1637,14.5109065249,99.9956828753,14.5133791873,1000.0,11.3018786649,160.432,50.0,16.4827586207,103.508,0.771585,3.0,0.0,0.150492,-15.445,1000.0,1000.0
14.4894,1638,14.5276,0.284768953512,1638,14.4895130334,99.9956828753,14.4926397464,1000.0,17.5999104617,160.472,78.0,18.4561403509,103.523,0.94587,3.0,0.0,0.750851,-15.4016,1000.0,1000.0
14.5068,1639,14.5486,0.271938499023,1639,14.5067307371,99.9956828753,14.5111534601,1000.0,11.6515597648,160.51,59.0,15.8225806452,103.533,0.757015,2.0,0.0,0.791445,-15.3915,1000.0,1000.0
14.4338,1640,14.4786,0.273067603918,1640,14.4335919939,99.9956828753,14.4373528035,1000.0,12.9858744197,160.552,65.0,15.564516129,103.501,0.762062,3.0,0.0,0.807821,-15.3612,1000.0,1000.0
14.4622,1641,14.503,0.284094137285,1641,14.461770502,99.9956828753,14.4640154028,1000.0,14.4926192189,160.62,64.0,17.1147540984,103.504,0.83988,3.0,0.0,0.784301,-15.4092,1000.0,1000.0
14.4127,1642,14.4509,0.273444912974,1642,14.4137902902,99.9956828753,14.415968393,1000.0,20.2440727779,160.673,90.0,20.6041666667,103.537,0.772564,4.0,0.0,0.0433166,-15.3357,1000.0,1000.0
14.3971,1643,14.433,0.273027479606,1643,14.3974627906,99.9956828753,14.4003676627,1000.0,29.0006790323,160.727,150.0,21.6382978723,103.548,0.850747,3.0,0.0,0.0335241,-15.3143,1000.0,1000.0
14.425,1644,14.4622,0.27827232502,1644,14.4251488086,99.9956828753,14.4269321288,1000.0,16.9697835496,160.687,82.0,17.9090909091,103.534,0.823369,4.0,0.0,0.800467,-15.3009,1000.0,1000.0
14.3553,1645,14.3907,0.279111390099,1645,14.3549289081,99.9956828753,14.3573472954,1000.0,13.7426997705,160.716,69.0,17.9074074074,103.544,0.794349,4.0,0.0,0.786155,-15.3008,1000.0,1000.0
14.3731,1646,14.4048,0.247243383689,1646,14.3740236708,99.9956828753,14.3760382348,1000.0,23.1376675348,160.742,171.0,14.5972222222,103.532,0.668587,3.0,0.0,0.775045,-15.2664,1000.0,1000.0
14.363,1647,14.3999,0.262421082498,1647,14.3620852231,99.9956828753,14.3636773524,1000.0,14.1391276448,160.763,76.0,13.875,103.518,0.710174,3.0,0.0,0.860774,-15.2681,1000.0,1000.0
14.306,1648,14.3463,0.270970269213,1648,14.3059952678,99.9956828753,14.3082440715,1000.0,14.2449991225,160.822,62.0,19.6,103.559,0.782011,3.0,0.0,0.690613,-15.2233,1000.0,1000.0
14.3299,1649,14.3714,0.278494252769,1649,14.3300057228,99.9956828753,14.3316319359,1000.0,15.8623549675,160.848,66.0,21.2127659574,103.553,0.793315,3.0,0.0,0.883129,-15.2279,1000.0,1000.0
14.3177,1650,14.3558,0.282482074515,1650,14.3182882491,99.9956828753,14.320088483,1000.0,16.0539216393,160.844,78.0,20.46,103.577,0.80549,3.0,0.0,0.810015,-15.2019,1000.0,1000.0
14.2907,1651,14.3345,0.278742206994,1651,14.290127316,99.9956828753,14.2921879576,1000.0,17.0979413966,160.846,90.0,19.98,103.575,0.779383,4.0,0.0,0.828099,-15.1907,1000.0,1000.0
14.2532,1652,14.2917,0.268448170166,1652,14.2536752176,99.9956828753,14.25684297,1000.0,37.0845280706,160.875,242.0,22.2666666667,103.585,0.808504,3.0,0.0,0.579846,-15.1925,1000.0,1000.0
14.2597,1653,14.2922,0.270371901532,1653,14.2590285457,99.9956828753,14.2623582209,1000.0,19.1393170367,160.911,117.0,17.8392857143,103.577,0.747781,3.0,0.0,0.882696,-15.1706,1000.0,1000.0
14.2525,1654,14.2914,0.279487360525,1654,14.2532635789,99.9956828753,14.2566560073,1000.0,15.9500501224,160.961,106.0,14.7910447761,103.541,0.877606,3.0,0.0,0.904703,-15.1595,1000.0,1000.0
14.2461,1655,14.2846,0.289184793658,1655,14.2465396276,99.9956828753,14.2490160421,1000.0,10.9055312683,160.987,45.0,14.4285714286,103.556,0.931541,3.0,0.0,0.834571,-15.1489,1000.0,1000.0
14.2324,1656,14.2662,0.275548351086,1656,14.2320989329,99.9956828753,14.2339320013,1000.0,12.3258848624,161.04,72.0,15.5714285714,103.556,0.816191,3.0,0.0,0.745621,-15.1626,1000.0,1000.0
14.216,1657,14.2561,0.267757595013,1657,14.216882146,99.9956828753,14.2196881991,1000.0,19.0096561795,161.073,100.0,18.0892857143,103.55,0.785563,3.0,0.0,0.933497,-15.1199,1000.0,1000.0
14.2032,1658,14.2434,0.275371204617,1658,14.202861712,99.9956828753,14.2046493942,1000.0,20.0752868686,161.125,156.0,14.2,103.558,0.829294,3.0,0.0,0.689067,-15.0744,1000.0,1000.0
14.1431,1659,14.1828,0.266695539664,1659,14.1431604405,99.9956828753,14.1453327296,1000.0,20.0021982263,161.138,92.0,17.8545454545,103.586,0.775531,3.0,0.0,0.585826,-15.0186,1000.0,1000.0
14.1439,1660,14.1819,0.26519407375,1660,14.1435291172,99.9956828753,14.1459220624,1000.0,24.4743272659,161.158,125.0,20.2156862745,103.631,0.797427,4.0,0.0,0.850346,-15.0564,1000.0,1000.0
14.1043,1661,14.1372,0.25274235006,1661,14.1039587966,99.9956828753,14.1060618234,1000.0,14.6621334546,161.215,74.0,14.3088235294,103.622,0.630575,2.0,0.0,0.591705,-14.9647,1000.0,1000.0
14.0664,1662,14.1056,0.278968946026,1662,14.0680277456,99.9956828753,14.0706116074,1000.0,23.1604088233,161.273,149.0,22.1739130435,103.664,0.825466,3.0,0.0,0.800767,-14.9518,1000.0,1000.0
14.0755,1663,14.1064,0.28232604155,1663,14.0751120198,99.9956828753,14.0765136298,1000.0,15.2797323801,161.321,117.0,13.2368421053,103.676,0.834398,3.0,0.0,0.735276,-14.9703,1000.0,1000.0
14.0207,1664,14.0523,0.264006861742,1664,14.0203101609,99.9956828753,14.0220015578,1000.0,17.7044626535,161.369,90.0,15.6229508197,103.702,0.770731,3.0,0.0,0.82015,-14.9179,1000.0,1000.0
13.9861,1665,14.0228,0.276426998704,1665,13.9867143607,99.9956828753,13.9884774188,1000.0,14.910446086,161.386,106.0,13.9459459459,103.655,0.805337,3.0,0.0,0.713339,-14.8754,1000.0,1000.0
13.9895,1666,14.0241,0.257297216679,1666,13.9895006363,99.9956828753,13.9911660367,1000.0,21.8726982916,161.396,173.0,13.7916666667,103.669,0.703231,3.0,0.0,0.730549,-14.8995,1000.0,1000.0
13.9661,1667,14.0043,0.276440590157,1667,13.9665703763,99.9956828753,13.9673811687,1000.0,11.702407665,161.438,66.0,11.4831460674,103.671,0.803093,3.0,0.0,0.0164147,-14.8493,1000.0,1000.0
