AverageQ,PolicyRegParamNorm,MinEsReturn,AverageQLoss,Epoch,AverageAbsY,StdReturn,Iteration,AverageY,AveragePolicySurr,MaxReturn,AverageAbsQYDiff,AverageEsReturn,AverageReturn,AverageDiscountedReturn,StdEsReturn,QFunRegParamNorm,MinReturn,AverageAction,AverageAbsQ,MaxEsReturn
56.9483,36.77,88.7627307786,4.68496,88,56.9532118979,0.131755169226,88,56.9531743807,-58.8223,92.5,0.722889623372,93.0429831944,92.3458610807,41.2898312429,2.27643468344,100.944,92.0035713757,0.995623,56.9483,96.9319778437
58.7164,36.8362,93.0003071975,3.09637,89,58.7206511069,0.111448888864,89,58.720619634,-60.5693,92.6777541375,0.659289067732,94.2049726912,92.4919780172,42.0145896246,1.48112877045,101.372,92.1325741258,0.994589,58.7164,99.1287031256
60.1089,36.9315,92.5866554229,3.44642,90,60.1140882311,0.158186039441,90,60.1140684029,-61.9276,92.4,0.653384832415,94.0137353905,92.2309683273,40.6973055142,1.48911598877,101.805,91.8023504361,0.995535,60.1089,98.6804509811
61.8227,36.9789,89.4644545123,3.81202,91,61.8311360359,0.155684034548,91,61.8310980278,-63.6711,92.5999882199,0.697560699293,93.3541132477,92.4222968857,41.6697466594,1.73730174029,102.255,92.0228481086,0.995082,61.8227,95.530631232
63.3584,37.025,88.6135171865,4.97365,92,63.3659830597,0.167617958094,92,63.3659480518,-65.1674,92.5280881448,0.734257496349,92.9010894091,92.1034993627,40.052448144,2.14024976346,102.562,91.5194202142,0.995588,63.3584,96.3818920107
64.7052,37.0775,93.2077236752,3.52366,93,64.7138709613,0.207658953187,93,64.7138310958,-66.4448,92.5001057822,0.672248001993,94.3350789398,92.1204783071,40.1225059787,1.44746640154,102.826,91.5001182034,0.995028,64.7052,98.9891934458
65.8297,37.1425,86.1653320576,3.72185,94,65.8380116663,0.227192539148,94,65.8379740885,-67.5345,92.0982328781,0.689085149815,93.4785850778,91.8319608721,38.7265843211,2.7690953184,103.061,91.1170468827,0.996202,65.8297,99.3740633349
67.1642,37.1752,91.7558107498,3.27402,95,67.1701726922,0.260660971873,95,67.1701378123,-68.811,92.2098333084,0.670227331066,93.953912099,91.9299853433,39.1723530363,1.94791753766,103.273,91.1510498718,0.99501,67.1642,99.5582942481
68.3843,37.2274,89.6905994007,3.31881,96,68.3908477924,0.28051801805,96,68.390819006,-69.9663,92.2987861549,0.661322253816,93.0334650719,91.9204123383,39.1035590819,1.96907335489,103.494,91.1114277134,0.994312,68.3843,97.2388208299
69.4692,37.2401,92.6321787572,3.40238,97,69.4759698134,0.288273041391,97,69.4759415644,-70.9885,92.2984390291,0.662494760515,93.9998834356,91.9643497374,39.3656466713,1.15922137191,103.712,91.2293596256,0.995525,69.4692,97.1963473631
70.5719,37.2473,90.4484252851,3.16566,98,70.5771914471,0.293068104468,98,70.5771652139,-71.9921,92.2000121587,0.6581581818,93.6871844728,91.916215628,39.1543287374,1.58160605934,103.98,91.0734840022,0.996312,70.5719,97.2108282859
