PolicyRegParamNorm,AverageReturn,StdReturn,Iteration,AverageAbsY,AverageAction,QFunRegParamNorm,MaxReturn,StdEsReturn,MinEsReturn,AverageEsReturn,AveragePolicySurr,MaxEsReturn,AverageQ,AverageQLoss,Epoch,AverageY,AverageDiscountedReturn,AverageAbsQ,AverageAbsQYDiff,MinReturn
27.9539,93.4192286034,0.0745407884206,92,6.31594540419,0.987083,65.6899,93.5404427559,1.85841183946,90.2833242904,93.4575809339,-6.42393,96.2006131328,6.31525,0.030152,92,6.3159449029,46.8716864194,6.31525,0.0711911657478,93.2478007031
27.9992,93.4022479135,0.0734108363396,93,6.38526174839,0.992193,66.151,93.5015087301,2.24691539348,90.4527726573,93.5838424034,-6.48478,98.1019555296,6.3845,0.0331512,93,6.38526097178,46.9431155003,6.3845,0.0774262872171,93.2681862322
27.9917,93.2474439046,0.100571880316,94,6.44861465527,0.993122,66.664,93.403172458,1.82901633722,90.1179513224,93.2106905686,-6.53904,95.616263261,6.44822,0.034776,94,6.44861195402,46.0896190928,6.44822,0.0735694407866,93.0112130163
28.053,93.3689967028,0.0640808993293,95,6.5021303438,0.990786,67.1169,93.5009099554,1.25632014688,91.3819096228,93.9854683158,-6.58268,95.1173193778,6.50164,0.0252703,95,6.50212879974,46.7046491992,6.50164,0.0672460522827,93.2649648592
28.052,92.6387556216,0.138659435474,96,6.57425532205,0.991784,67.5115,92.8031796258,1.58671561263,89.4140077172,93.3749288948,-6.64797,95.0832252805,6.57358,0.028969,96,6.5742539378,42.6962997369,6.57358,0.0720591106986,92.3219363192
28.0916,92.6900854378,0.122893930007,97,6.60143078083,0.991274,67.895,92.8115279165,1.72000680584,89.3427364875,93.806271819,-6.66657,95.3776871866,6.60082,0.0416627,97,6.60142818507,42.9526591417,6.60082,0.0750154934391,92.3720809149
28.1334,92.916231876,0.133023999281,98,6.62995200824,0.99143,68.2024,93.1078108645,1.97534801929,91.0391502664,94.43112521,-6.6868,99.9322807361,6.62957,0.0197092,98,6.62995144512,44.1854601207,6.62957,0.0563872757688,92.6199126084
28.1714,93.1345287909,0.106687615543,99,6.65268689449,0.991231,68.4828,93.2998153521,1.88232099262,89.6766213841,92.9120538211,-6.70327,95.0438337115,6.65209,0.0323988,99,6.65268434574,45.3889323759,6.65209,0.0693411836951,92.898762646
28.1766,93.2701754424,0.0841897711325,100,6.6817644572,0.995516,68.6073,93.3867539066,2.93042498381,88.8947400065,93.4551246925,-6.7232,99.7763032367,6.68131,0.02574,100,6.68176160876,46.2973440371,6.68131,0.059664833808,93.1187002945
28.1996,93.3055945501,0.0477173742245,101,6.68452603366,0.996968,68.7655,93.3990582032,1.52674857927,90.1968469577,93.7698824561,-6.71735,95.55643125,6.68432,0.0312987,101,6.68452500281,46.5458371131,6.68432,0.0623497624694,93.2045386405
