Iteration,AverageDiscountedReturn,AverageQ,Epoch,AverageAbsY,AverageAbsQ,StdReturn,QFunRegParamNorm,MinEsReturn,AveragePolicySurr,PolicyRegParamNorm,AverageY,MaxEsReturn,AverageReturn,StdEsReturn,MinReturn,MaxReturn,AverageAction,AverageQLoss,AverageAbsQYDiff,AverageEsReturn
19,8.18092476,0.236011,19,0.237843415498,0.238799,0.205317286712,12.1762,-0.745523942313,-0.276558,14.9006,0.236062756455,146.522986997,8.39147623119,33.198837589,7.87953863402,8.85387757189,0.570697,0.000534842,0.0143835970816,15.1080936615
20,1.35633414314,0.248445,20,0.248949977969,0.249734,0.180077167925,12.4086,0.274914584895,-0.288664,15.4678,0.248501794786,17.9205757813,0.832993674794,3.29476317082,0.381278262126,1.28744758093,0.787308,0.000680004,0.014564614569,4.72581304979
21,2.97608996257,0.264872,21,0.26510052304,0.265913,0.17466474389,12.6896,-0.146958279271,-0.307377,15.8095,0.26496289342,5.94281018629,2.63585358873,1.33039226553,2.18849180942,3.03950552066,0.563245,0.000706499,0.0149310769336,2.54526655085
22,3.02623251081,0.286551,22,0.286929060477,0.287703,0.176201540733,13.0192,-0.912313189683,-0.331324,16.3436,0.286602803341,32.8586378974,2.65034429589,4.92750243589,2.24711195806,3.1381160395,0.55153,0.000691947,0.0148415105338,2.86830068247
23,2.29680173657,0.301291,23,0.301788479856,0.302652,0.185934318535,13.3698,-0.794146190572,-0.34829,16.9493,0.301390581649,5.16112483519,1.82461678472,1.27475967452,1.32352381772,2.33937313784,0.431635,0.000599453,0.0143230731296,1.60210941417
24,3.1324851084,0.31742,24,0.317896804892,0.318612,0.19446862852,13.6965,0.576346728867,-0.364275,17.7195,0.317484256647,15.2110511425,2.6810916576,2.1841501931,2.22174095054,3.17982538303,0.3949,0.000569155,0.0130973097844,2.91405477123
25,4.42079232674,0.330182,25,0.33060163439,0.331422,0.166094932245,14.0536,2.06201944982,-0.382368,18.4183,0.330252325093,7.75669179388,4.14344370361,1.23599687238,3.61905159534,4.51322323435,0.416381,0.000515122,0.0126205819653,4.11918602362
26,5.58467935795,0.342368,26,0.342821467712,0.343657,0.142983463841,14.3839,1.27152450607,-0.391425,19.1456,0.342413397395,11.5818498128,5.51507176787,1.97332349252,5.15803932089,5.89413784937,0.426689,0.000485333,0.0122569705249,5.53953803517
27,7.63881818104,0.351291,27,0.351778161026,0.352539,0.137699745642,14.7271,3.39106436867,-0.397243,19.7211,0.351328065153,29.0578973242,8.17206751728,4.39763590847,7.8068656769,8.51785380649,0.528842,0.000472988,0.0118390078588,7.25427100334
28,10.9645446056,0.354925,28,0.355431750295,0.356187,0.272432183256,15.0839,4.13897315793,-0.399979,20.2563,0.354969117745,150.767565541,12.7123588611,35.9258368716,11.9779490085,13.6899426245,0.503206,0.000445169,0.0116230759214,20.9564878288
29,10.2136730434,0.35882,29,0.359311314224,0.359987,0.346949123436,15.3438,3.8095099109,-0.403527,20.8892,0.35884940909,129.374830342,11.6120369511,24.0957642433,10.7633926159,12.7179267882,0.578302,0.000431423,0.0111413392004,14.9000765037
30,11.1099764749,0.361002,30,0.361621975779,0.362216,0.396631319397,15.6915,2.3117542257,-0.404862,21.4279,0.361028531683,29.2540363574,12.6782698248,6.63276317723,11.7911204268,13.877797652,0.46035,0.000507323,0.0117456537865,12.0992822996
31,16.2498792086,0.362338,31,0.362800370428,0.363424,0.541291150594,16.0732,3.58239382827,-0.404189,22.0497,0.36237350743,63.1321242092,19.6816525554,14.3606944367,18.4162788159,21.020304527,0.493962,0.000518797,0.0117189049169,18.4361622668
32,112.886277252,0.368433,32,0.368788053541,0.369334,4.89428983323,16.4135,11.8508626808,-0.410894,22.7026,0.368478840173,197.791008353,211.737436449,51.9059691136,203.203286343,224.034848645,0.603883,0.000581239,0.0118899436288,56.7496473589
33,134.125164694,0.370187,33,0.370453063888,0.371006,10.4057091914,16.7472,12.9914263426,-0.408853,23.1268,0.37021892841,234.851097271,230.568989231,68.3432532635,210.384453932,245.226577924,0.656995,0.000602079,0.0121406391321,178.281612523
34,123.941548973,0.370179,34,0.370458932761,0.371018,6.77129566418,17.0202,13.5470268956,-0.40925,23.5951,0.370218707756,231.52127518,215.694422226,76.347665821,201.175556549,229.526004729,0.78904,0.000530519,0.0118898415304,156.397976448
35,173.289768257,0.372968,35,0.373203096887,0.373808,5.16112848453,17.3048,10.5114462232,-0.41057,24.1257,0.373014461638,278.281546235,380.12659889,91.2291903125,360.891252844,388.143570429,0.733869,0.000504145,0.0119212802834,176.088968237
36,162.234631808,0.373404,36,0.373629426474,0.374291,53.9113758076,17.6476,11.6766416969,-0.413156,24.631,0.373403504947,378.390465911,344.469006344,117.480410532,230.926099032,439.282847712,0.907794,0.000507005,0.0120289626563,209.450494359
37,146.858528657,0.3734,37,0.373878559415,0.374403,3.2450250987,17.9292,11.3818591971,-0.412218,24.9388,0.373468473114,376.437308375,349.811648412,113.818938076,343.174422761,358.176213837,0.645225,0.000537828,0.0121846417303,291.726757066
38,145.002005002,0.375556,38,0.375832736089,0.376383,4.40179006053,18.236,10.5338706808,-0.414522,25.1997,0.375593079326,401.825764313,335.401658138,149.968492495,327.107896816,345.001512234,0.564241,0.000565269,0.0122464016801,238.19377176
39,142.762083263,0.381661,39,0.382024762931,0.382549,7.42450169204,18.5302,159.273087401,-0.420751,25.5437,0.38172036245,413.668854653,322.245772225,107.535741905,311.369464427,344.857998918,0.785204,0.000541375,0.0121328823418,307.962899561
40,113.149833169,0.390026,40,0.390253926754,0.390751,7.20735869869,18.8104,342.242271034,-0.430094,25.9145,0.390060743066,519.610213088,1059.36503833,69.6069969141,1048.52937847,1071.81076191,0.742586,0.00060869,0.0123154417914,418.374586878
41,108.968212765,0.395001,41,0.395254581299,0.395786,0.823633348442,19.0783,111.465180488,-0.432719,26.2255,0.395054492828,567.786128837,1024.96205637,186.269259008,1023.90005792,1026.34279721,0.642709,0.000570301,0.0120711678749,420.439700399
42,106.815826308,0.402892,42,0.403192692045,0.403747,0.572009912506,19.3671,34.3861262529,-0.440841,26.5252,0.402914591003,504.204930379,1011.30004582,171.779887318,1010.45357633,1012.45224683,0.597509,0.000494253,0.0119101382616,248.016402492
43,116.318502483,0.409435,43,0.409798303024,0.410277,0.689616967812,19.6944,203.960310202,-0.448654,26.7999,0.409489609816,389.858544532,1029.57450818,67.9524184002,1028.20916232,1030.63441498,0.471349,0.000720754,0.0131491710928,305.698934219
44,112.381039845,0.418529,44,0.418770094643,0.419288,2.13395143981,19.9124,62.2937002245,-0.457314,27.108,0.418586318197,493.330122306,1059.31790525,178.816676013,1054.74348177,1061.8952742,0.467922,0.000607916,0.0121549174144,300.28416186
45,107.22450744,0.425585,45,0.425839446999,0.426474,0.818443485226,20.1707,91.526054718,-0.463922,27.3331,0.425635182398,483.513201528,1011.42703122,178.01210422,1009.42937976,1012.48027153,0.469549,0.000681932,0.0128678056413,325.145628971
46,99.8586399276,0.43357,46,0.43387817942,0.43433,0.562580798729,20.4233,46.3228338774,-0.471151,27.6903,0.433642163893,424.158336828,993.354632056,139.655820222,992.56779935,994.479178027,0.423046,0.000637593,0.0123422195954,209.623384534
47,93.6399761088,0.441226,47,0.441434746089,0.441991,1.33145187844,20.6661,17.1778208194,-0.478688,27.9665,0.441239350867,239.598413976,972.888825914,76.2902878815,969.645616531,974.17446033,0.507252,0.000671185,0.0130138604949,127.374546058
48,98.8237759639,0.447096,48,0.447370183723,0.447823,0.55908204354,20.9233,24.968514445,-0.483934,28.2405,0.447162595206,461.352943992,987.708801063,144.647923497,986.790131897,988.878217575,0.528447,0.000607218,0.0121254177397,148.311713198
49,127.027875956,0.450327,49,0.450604327481,0.451123,445.488126381,21.1981,19.6006893076,-0.48683,28.4515,0.450346028707,454.33382865,925.679485829,144.267326138,182.234180335,1453.45809747,0.598267,0.000675855,0.012436787048,248.364214471
50,111.159942118,0.457888,50,0.458147798569,0.458661,20.5260383421,21.4836,19.1056570377,-0.493194,28.7903,0.457982780575,726.33853993,1097.12907993,266.173361391,1066.81850513,1126.24722934,0.465126,0.000795094,0.0132541053443,282.13156685
51,92.950151484,0.461542,51,0.461712922924,0.462279,1.53759935187,21.7639,25.5414090101,-0.496317,29.1098,0.461588135589,323.637629397,960.219182825,111.694621676,957.36199458,962.494671999,0.465957,0.000633126,0.0128156327333,156.243302569
52,97.2242762679,0.467259,52,0.467425336636,0.468036,5.19955746557,22.03,6.24939894405,-0.500862,29.3843,0.467272453742,449.171472619,993.202915075,180.530461598,984.469926832,1002.33327689,0.518588,0.000714911,0.012733755863,167.15883883
53,99.9609823839,0.470743,53,0.470914592791,0.471479,255.466995543,22.3311,14.442020695,-0.504203,29.6407,0.470794992092,847.298231061,834.50461982,325.369110159,251.943736168,1015.00212633,0.558254,0.000669077,0.0127395435983,304.641061778
54,73.8684787277,0.476759,54,0.476953106569,0.477597,158.7307481,22.6126,14.684922713,-0.509741,29.9954,0.476795338982,587.955198287,258.84358345,220.902391626,159.02318627,800.338957445,0.628544,0.000626716,0.0123102603332,213.518195767
55,81.5752210189,0.479318,55,0.479452906354,0.480116,9.12863653059,22.8684,9.01341306669,-0.510489,30.263,0.479338487264,218.341140585,833.753290466,66.7852609376,822.901277009,849.466538713,0.517723,0.000636231,0.0125378082247,129.502829532
56,85.3023573298,0.48078,56,0.480915235099,0.481526,185.477696607,23.1298,13.7459074077,-0.511614,30.5946,0.48082646705,297.366832089,871.177811018,93.7110588516,286.985781165,950.731984851,0.756206,0.000682402,0.0125306083337,144.802826806
57,58.6524782572,0.485172,57,0.485269085301,0.485937,94.9049902563,23.4067,31.3621758787,-0.514372,30.8837,0.485199778005,315.316398391,141.514763013,104.360948823,79.0183187746,611.023037285,0.669374,0.000686253,0.0125559861544,145.978098489
58,90.714413465,0.488163,58,0.488279762696,0.488841,333.468507115,23.6745,19.7933712793,-0.517059,31.1185,0.488201857198,345.492016775,621.651926577,112.605385261,148.661381199,973.014983397,0.622447,0.000778414,0.0125575115567,128.664094497
59,78.0943218541,0.491998,59,0.492113508655,0.492827,18.0497650364,23.9366,31.7334689644,-0.521417,31.3652,0.492019368087,382.285160643,931.188773506,120.560923979,890.066932197,945.833903233,0.702255,0.000750612,0.0126104636234,135.984933213
60,79.3348905175,0.494941,60,0.495078875781,0.495646,88.0556508468,24.1912,10.8406271919,-0.524654,31.6513,0.494989256391,205.180632169,901.973297965,67.3275816818,740.203956915,971.411639436,0.612114,0.000696441,0.0124663851362,97.7172622798
61,63.854638012,0.49779,61,0.497962228319,0.498596,132.622039196,24.4369,10.8260165258,-0.525801,31.9465,0.497842449823,249.345204852,658.371941352,85.7950459192,473.77698155,853.597986898,0.561854,0.000749916,0.0125649632517,103.295113188
62,93.4012435569,0.500285,62,0.500422100951,0.501057,7.34372911615,24.6533,25.9349982604,-0.528615,32.2273,0.500286842601,270.232698984,297.796177915,96.7386550871,282.470933886,317.286077486,0.645642,0.000696423,0.0124737631784,107.890092112
63,63.7138246683,0.501916,63,0.502134014698,0.502771,218.280699852,24.9253,10.1162007906,-0.530032,32.6185,0.501950128531,241.656307408,459.736605162,88.2021246992,120.345000037,993.952974238,0.54851,0.000798046,0.0130650512887,151.947332238
64,63.9864721322,0.504576,64,0.504782089764,0.505391,127.093323021,25.1615,7.86203308653,-0.532186,32.8896,0.50462639419,251.291325012,449.821951132,70.625779909,147.167985953,626.088549287,0.441278,0.000798949,0.0128201873511,71.6189298368
65,68.5248198879,0.505284,65,0.505472856585,0.506253,89.033213103,25.3426,7.3754996048,-0.531843,33.0441,0.505258693923,217.420834745,260.072320047,60.376226037,95.2198903129,513.931393515,0.614955,0.000830249,0.0131318360685,53.126872772
66,49.8083215939,0.504231,66,0.504468372388,0.50518,112.987033603,25.54,2.18769303144,-0.530558,33.2919,0.504256157029,307.624210997,207.368051797,86.2679355221,82.6696716797,496.883833118,0.442118,0.000846938,0.0131856766743,62.5099645417
67,66.1272581744,0.50576,67,0.505996169209,0.50674,148.326665266,25.7237,3.5400790644,-0.532225,33.5684,0.505783500997,106.219022117,276.525736564,39.9797056317,73.4955127231,605.379777833,0.602266,0.000795216,0.0130092232607,43.0337527498
68,25.3545261096,0.505468,68,0.505701693848,0.506458,6.7969921364,25.929,10.817704431,-0.532062,33.8947,0.50546875028,459.455450788,38.4263064003,123.08852015,27.5362071354,64.0808015459,0.686238,0.000848408,0.0133065679483,76.2713540222
69,23.1450119546,0.505743,69,0.50598825936,0.506674,97.4510549201,26.1251,2.65340370913,-0.532142,34.2051,0.505802298106,58.2081977957,51.5299089121,17.5505480204,18.0936987947,677.862599,0.743445,0.00076677,0.0129828744477,25.5515204442
70,23.6004959642,0.506415,70,0.506595726776,0.507313,115.248767626,26.3569,5.49261409072,-0.531782,34.4858,0.506393853191,253.361465295,56.548716814,60.239455081,21.1078867956,939.672659742,0.773589,0.00082183,0.0134818672274,33.3900119299
71,6.95580283734,0.508712,71,0.508973822016,0.509553,0.76576475573,26.5766,4.04164100072,-0.533708,34.7964,0.5087769344,192.352588953,7.44427450946,57.4837915033,5.66648675717,10.4922806782,0.767478,0.000816116,0.0132723540437,51.0400300255
72,11.2076565661,0.510982,72,0.511203607744,0.511893,1.35783476769,26.7736,4.60805794549,-0.537051,35.1,0.511012434028,213.002759461,13.2644915702,52.431888184,11.0156237919,18.3082840499,0.776439,0.000777688,0.0130203363918,34.4669168459
73,10.6944120258,0.508369,73,0.508551191461,0.509278,0.720140437896,26.9963,2.33049235565,-0.533471,35.3306,0.508385111793,183.594368669,12.632618421,54.1941500346,10.9395682657,15.1159800083,0.780429,0.000858573,0.0136875066931,37.1912127228
74,29.36964855,0.510084,74,0.510306792796,0.510954,96.7464724318,27.1951,2.6141198415,-0.534864,35.619,0.510109247377,331.078316721,87.6088458159,83.4217100956,18.8672997195,400.728069163,0.624181,0.000890008,0.0135655856406,41.9939907162
75,13.1527699047,0.50883,75,0.509068430391,0.509822,1.48744984046,27.3626,5.10253851408,-0.533103,35.7963,0.508822610134,460.304773774,16.3414244515,116.628991302,13.6237603937,21.0005584611,0.73852,0.000786728,0.0132201670139,68.6048960697
76,52.6555141515,0.50832,76,0.508586886793,0.509298,108.336518277,27.5765,1.73693027963,-0.532127,36.1566,0.508333298373,150.477670035,195.188767553,43.9583716225,86.2146313659,658.042783815,0.657069,0.000841255,0.0134562282365,35.7592960703
77,15.8819501068,0.507448,77,0.507629787137,0.508372,1.92664856933,27.7483,1.54481573338,-0.530418,36.3748,0.507416155341,77.7964620709,20.4900012046,17.4659182227,18.1208483448,28.0773460787,0.873415,0.000743172,0.0129567805164,16.8306065048
78,5.86040334209,0.507657,78,0.507896107022,0.508516,0.299049963298,27.9694,3.09818987187,-0.530288,36.6081,0.507665188055,83.7372379477,6.16712080324,21.946966582,5.48140438126,6.9036110636,0.786814,0.000838322,0.0137926983558,20.1942673025
79,13.4603737528,0.506493,79,0.506722699585,0.507344,2.50484568984,28.1541,4.73452814123,-0.528469,36.9472,0.506497853617,279.63940604,16.7955155758,79.8771755611,13.0509422172,29.4869402427,0.888598,0.000793769,0.0132673080915,53.6963064474
80,13.5161463583,0.505116,80,0.505565080464,0.506123,3.61887194221,28.336,3.66795321477,-0.527547,37.2295,0.505130980931,273.829692802,17.0853582057,58.7022096287,12.2381584463,28.9007309479,0.888794,0.00073589,0.0133039470646,29.1921627525
81,12.9324638727,0.502039,81,0.502421658604,0.502973,1.41735213628,28.5282,1.2054455387,-0.524579,37.4797,0.50204050602,400.3716687,16.0347881963,91.8630876911,13.147667999,20.6529035395,0.882703,0.000812908,0.0133565848064,36.9187220713
82,13.129811234,0.501282,82,0.50172510088,0.50227,2.78978121888,28.6944,0.780743549579,-0.523448,37.7212,0.501280171926,483.622749297,16.3379509941,105.692917758,11.4786068843,24.1385266648,0.859283,0.000828179,0.013626326127,36.7890643048
83,21.1010606279,0.496453,83,0.496954621778,0.497525,3.92930162507,28.8757,2.85925686527,-0.518278,37.946,0.4964761234,234.346751429,29.4213429916,50.0791248488,21.6309107531,42.8328312842,0.777371,0.000870258,0.0137916419522,24.6225690347
84,56.8676790067,0.495916,84,0.496406989589,0.497037,155.353674541,29.0327,5.6762911789,-0.517712,38.1372,0.495887640033,277.270461434,212.896163704,66.3531766551,41.4752256871,554.506783691,0.548783,0.00083621,0.013686455527,45.3302679406
85,22.1013710518,0.49292,85,0.493655526617,0.494169,4.53968720702,29.177,5.0275222951,-0.51509,38.3113,0.492931408943,94.9954318692,30.7432852723,22.7183184623,23.3247594548,46.5756960466,0.672263,0.00084702,0.0135358265548,25.3815423446
86,95.8183702693,0.492196,86,0.492854733282,0.493423,17.0183057012,29.3395,5.84508285254,-0.514011,38.5541,0.492189243091,294.099618719,299.18730896,88.6891332317,265.015598672,334.372070151,0.661747,0.000779433,0.0136128568268,52.3873351828
87,112.056858843,0.490387,87,0.491208591857,0.491738,20.6836827248,29.5045,4.34294716379,-0.511919,38.7267,0.490387320856,423.15326331,375.641163251,119.100167111,317.372568049,420.753951997,0.727503,0.000780876,0.0132984863226,85.5044463026
88,98.4513458905,0.489771,88,0.490667956275,0.491235,35.4457404675,29.6647,5.68789369518,-0.510002,38.9475,0.48975241486,327.260304946,240.440459566,126.609672432,39.0241809068,266.491684752,0.816483,0.000920321,0.0142736259324,136.871892969
89,172.321083289,0.487207,89,0.488035214261,0.488599,53.7980733141,29.8119,7.19836415597,-0.508046,39.1893,0.487237993673,293.384236259,365.135925297,98.127879214,196.423009464,476.685752156,0.809573,0.000708754,0.0130943552682,166.71426711
90,137.803480244,0.486377,90,0.487139047777,0.48766,51.3712845409,29.9496,7.60758652852,-0.507306,39.4179,0.486373300217,307.931825261,255.668870512,99.8402885778,187.435802917,383.000378315,0.901987,0.000787163,0.013452862292,148.581080578
91,161.602511266,0.484366,91,0.485260724678,0.4859,35.9649894179,30.1191,39.8275162529,-0.505355,39.6556,0.484367792619,370.678548838,307.060321617,106.570224414,218.315481965,377.834485024,0.805005,0.00082158,0.0136496909685,205.521005953
92,166.020403133,0.482557,92,0.483599806711,0.484168,75.5504283446,30.3347,23.7183797238,-0.502191,39.8617,0.482539927679,442.637105535,408.785062853,123.788218281,260.160886978,625.631900236,0.808709,0.00089802,0.0140610395939,264.77986585
93,151.10506418,0.48098,93,0.481800777901,0.482352,52.4176198747,30.4595,103.246760281,-0.501381,40.0668,0.481030162086,370.199549827,290.004745053,98.2607784213,134.250290352,386.82658757,0.842288,0.000702464,0.0131654342461,240.134160018
94,137.093139144,0.481197,94,0.481867921077,0.482426,34.2776132076,30.6495,76.5169808109,-0.501389,40.1806,0.481202615338,399.286905331,258.454088989,124.85223329,209.008506226,397.070104524,0.833249,0.000768133,0.0134905392878,229.621848056
95,161.956797494,0.480233,95,0.480815889441,0.481391,14.9347934734,30.8401,93.9100911049,-0.500337,40.255,0.480249286299,580.79740528,340.424374147,142.566372518,281.835213004,363.325950169,0.845476,0.000858964,0.0139645470253,242.201209845
96,162.885227263,0.480257,96,0.480824579966,0.481575,26.177868132,30.9703,55.1293313565,-0.501284,40.4908,0.480227018374,427.362292298,324.031757905,118.395585156,249.861159822,375.736962778,0.7822,0.000743658,0.0134698205665,232.674634746
97,134.721815771,0.478989,97,0.479676032275,0.480258,13.7969423062,31.1287,63.6647590069,-0.499459,40.679,0.47899760091,344.81238374,237.248297062,101.407602661,136.06940871,271.309225659,0.842909,0.000751339,0.0135389340597,224.532290506
98,157.53774713,0.478917,98,0.479618018647,0.480215,38.5758889746,31.3025,9.12222232373,-0.50026,40.9518,0.478935924741,321.559766916,326.006230854,120.733546152,182.864515242,400.575226113,0.820022,0.000809769,0.0137310936753,200.514219684
99,137.594288457,0.479291,99,0.480008362504,0.480655,20.7068237465,31.5341,10.7517739459,-0.501183,41.1585,0.47928623304,351.386631103,246.7982303,101.747970316,213.03419017,291.06484483,0.774422,0.000800966,0.0138781675643,199.741119557
100,139.664170791,0.479892,100,0.480693937026,0.481358,16.8225962663,31.6664,14.8614275262,-0.501359,41.3354,0.479863363847,326.006304354,252.87494575,118.043427163,219.844524391,292.357509247,0.828131,0.000714639,0.0135699699784,209.819583251
101,129.301629475,0.479492,101,0.48030609958,0.480969,18.0071403559,31.817,39.0246271842,-0.500079,41.4949,0.479530413003,402.017868633,217.814554138,121.174446197,201.252829806,283.19662548,0.826383,0.00082748,0.0144609413987,201.87957913
102,140.778641845,0.478871,102,0.479499379761,0.480087,9.32460129442,31.9565,9.66072096477,-0.501673,41.6724,0.478881003684,336.546654627,251.524605927,98.5503866102,217.95377266,273.785096985,0.828043,0.000810065,0.0140730815436,200.785329775
103,149.218315901,0.484243,103,0.485043173668,0.485619,11.0160440033,32.1185,6.28699611565,-0.506903,41.8199,0.484262610367,358.940971118,293.125010454,107.648143975,273.754598602,313.606629481,0.83167,0.000736494,0.0138395376176,178.668969389
104,150.32532922,0.484391,104,0.485111365583,0.485722,9.06897464639,32.2612,49.0554624776,-0.507088,42.0322,0.484343810406,380.695861205,301.309103992,104.497074874,290.416643041,326.635860113,0.787842,0.00079632,0.0142100064023,288.952655163
105,139.107156971,0.48332,105,0.484179013494,0.484726,127.61133207,32.4015,8.1726648121,-0.50671,42.2741,0.483358090804,458.87900768,522.254559349,166.216758896,375.292591637,880.855770907,0.642203,0.000840005,0.0142525348659,211.547930626
106,146.586957914,0.487393,106,0.488063719028,0.488657,19.9530649466,32.5693,69.970158802,-0.509722,42.4204,0.487371744718,418.11889959,304.538930724,136.154872304,279.248827461,374.787377492,0.771416,0.000658002,0.0134638651996,209.520798409
107,146.640174229,0.48765,107,0.488385663602,0.489013,10.8059491588,32.7537,27.7431856006,-0.509108,42.6444,0.487672719627,400.205566114,380.758347455,141.084523209,362.74300892,405.775540118,0.716639,0.000835986,0.0144402816235,185.311405476
108,147.080670241,0.488719,108,0.489662828448,0.4902,20.6694596699,32.8961,72.5325589938,-0.510199,42.7734,0.488715355674,461.238962934,386.37587377,124.863652522,355.48472821,435.456081226,0.783222,0.000779815,0.0137850567545,214.431792945
109,146.011417933,0.485043,109,0.486052318652,0.486664,27.5351885151,33.0054,8.00611926312,-0.506884,43.0167,0.485058589608,347.511785545,355.633591889,123.819958975,308.675046301,448.754902203,0.780778,0.000807158,0.0138781630136,146.917914575
110,134.152625076,0.491326,110,0.492259603964,0.492864,43.5912117879,33.1473,21.3966094473,-0.512001,43.2635,0.491351087216,350.985382532,323.833226317,111.61451543,274.253084317,442.671391039,0.801648,0.000790662,0.0137374189453,236.066164063
111,130.3940825,0.489401,111,0.49042881836,0.491017,159.712659609,33.3011,24.3421425848,-0.509594,43.4243,0.48937122442,418.049285421,973.091383527,150.707999699,742.464507714,1210.11505177,0.744317,0.000776997,0.0138889452097,277.894602188
112,126.348302403,0.488769,112,0.489687950193,0.490239,8.10464690727,33.4572,7.99109352454,-0.508882,43.5977,0.488796810374,324.669705165,1097.59453261,124.384814544,1082.12885414,1106.54589368,0.758642,0.000795759,0.0137194865002,175.057993368
113,125.875015253,0.486136,113,0.487233011528,0.487765,231.081007213,33.5791,102.898278169,-0.506903,43.8433,0.486197425937,472.332731891,916.085482784,122.428208671,454.007530189,1160.9681055,0.84582,0.000853805,0.0138742005463,270.711017922
114,136.304406651,0.489665,114,0.490578368478,0.491273,188.342211168,33.7007,142.111328253,-0.509066,43.9416,0.489623472544,511.85329182,685.413892814,141.725686826,327.050282576,1125.58797304,0.743432,0.000837338,0.0138896154731,282.141938095
115,122.056411878,0.486357,115,0.487377468655,0.487989,4.05481009389,33.8285,16.6408681743,-0.506308,44.1581,0.486353749871,413.082074847,1029.26375783,145.002796839,1024.31460286,1038.01721049,0.510438,0.000757871,0.0135452138297,198.1074099
116,143.413703901,0.486841,116,0.487749863534,0.48842,20.2676450479,33.9764,8.30649564711,-0.506239,44.3309,0.486851016526,454.484515012,415.860301412,151.508221737,371.677363892,467.494303605,0.809605,0.00079067,0.0137680275771,285.363012305
117,122.586557411,0.485556,117,0.486461416499,0.487159,1.59152128462,34.1,5.35592466616,-0.505471,44.5033,0.485550229285,499.253093803,1039.5536118,177.840662939,1037.61141097,1042.7826524,0.528816,0.000780011,0.0135810180152,159.175307028
118,130.497463112,0.487545,118,0.488412302528,0.489051,71.3692011359,34.1606,128.513250966,-0.507285,44.6208,0.487553806508,322.324529655,1098.62982883,86.0746502605,1050.50706004,1213.82599372,0.558789,0.00066341,0.0128629433419,222.284868984
119,123.400950203,0.485953,119,0.486749034742,0.487429,108.670059755,34.2621,7.42205672371,-0.505853,44.7807,0.485938977253,645.675487695,1063.64170239,201.616006175,724.772942918,1129.47293861,0.702041,0.000743247,0.01321351445,213.570147008
120,129.402245135,0.486955,120,0.487698695573,0.488473,23.4453674733,34.3836,49.2472890828,-0.506249,44.8938,0.486951965168,519.154096899,1146.44006124,168.856528518,1109.1256451,1188.28720352,0.618856,0.000805811,0.0137606752375,264.98944709
