PolicyRegParamNorm,AverageDiscountedReturn,StdReturn,AveragePolicySurr,QFunRegParamNorm,Iteration,AverageAbsQYDiff,StdEsReturn,AverageQ,AverageAbsQ,MinReturn,AverageAction,AverageAbsY,AverageY,MinEsReturn,AverageReturn,AverageEsReturn,MaxReturn,Epoch,MaxEsReturn,AverageQLoss
29.791,125.163474773,93.5267585178,-49.2712,37.6206,47,2.27678046902,83.9947317789,45.5709,45.7507,287.141122971,0.58979,45.7584711246,45.5851516811,20.4951568182,352.210634112,119.789331264,638.945713386,47,227.79225056,15.447
29.9827,104.132441881,13.6747740917,-51.6813,38.1205,48,2.29317294027,108.856678622,48.0027,48.1507,194.905012596,0.511968,48.1626028877,48.0179481227,7.03203601106,224.669988219,146.932995837,254.448024609,48,392.004309088,15.0634
30.2251,77.2403967344,317.196386699,-54.0235,38.6394,49,2.36773366997,97.3941640466,50.2004,50.3415,10.3636759351,0.717087,50.3554888696,50.2182628143,13.8851950181,414.613078227,132.690254445,1013.99794548,49,273.563408641,16.1456
30.4536,87.5001314955,27.0744629728,-56.0674,39.148,50,2.44029417887,102.137423716,52.2618,52.3922,137.217628958,0.579249,52.4013617334,52.2744063239,27.8841797472,159.990079365,181.342673588,325.32101447,50,357.082206702,18.0019
30.6928,99.9450952354,301.461087848,-58.3376,39.6886,51,2.46634727561,110.056473231,54.5583,54.6839,72.1020227988,0.657647,54.6896979132,54.5751449363,9.52557512105,447.669695042,134.03837538,1083.82424462,51,375.449712699,18.0386
30.9318,112.313155759,151.099096171,-60.5289,40.2442,52,2.54435804597,147.079289324,56.6748,56.7896,171.650218358,0.621177,56.7973538298,56.6906828339,1.35903189136,304.408945136,134.071633264,1208.7436102,52,492.81700526,19.7075
31.1768,119.659703129,138.710772937,-62.688,40.7545,53,2.58465641128,116.226349596,58.8518,58.9603,118.441259683,0.679368,58.9632687701,58.8642363669,2.79711142308,334.528237593,171.875485465,727.720348154,53,348.356563129,19.8884
31.4493,123.588959252,157.639439058,-64.7211,41.242,54,2.67690159039,91.6726314074,60.8705,60.9811,180.1807777,0.635311,60.9875281271,60.890519061,33.0132959969,388.469337572,194.693469588,1082.69261795,54,328.358739252,21.5899
31.7111,113.980186307,311.987903596,-66.8231,41.7037,55,2.66241853905,109.231254497,62.9088,63.0171,270.082775986,0.61491,63.0195246931,62.923906506,27.9640799097,642.50139905,195.269109652,1469.5342412,55,341.190677494,20.6164
31.9707,105.413617158,126.386911636,-68.5993,42.1088,56,2.69964681529,194.911992104,64.804,64.9148,165.39402825,0.56023,64.916545171,64.8203836134,2.90667586316,233.580386756,166.439059249,1114.36103202,56,606.372125453,21.4205
32.2722,111.639552387,139.644743512,-70.5793,42.5761,57,2.80299935711,96.1110426638,66.7155,66.827,164.69055742,0.593149,66.8256693182,66.7334490347,18.3726367614,271.306924454,211.598457703,1031.28622922,57,326.383399506,23.3652
32.5795,111.447474449,93.9042522746,-72.6123,43.0413,58,2.8087928208,87.8084303572,68.7331,68.8271,79.9196327987,0.68638,68.8299717021,68.7493161469,44.6306009502,268.803156376,212.672439286,566.901396769,58,311.289802039,24.0372
32.8584,106.225319718,42.0922128746,-74.5398,43.468,59,2.80760462502,77.3242946333,70.6667,70.7651,137.807697964,0.781174,70.7665097461,70.6858592615,11.4960141618,203.660586863,137.139807173,372.027427546,59,222.177987422,22.9876
33.1048,91.5049484898,83.3581915112,-76.2596,43.9713,60,2.9347093647,111.649788769,72.4643,72.5619,-0.19364121608,0.715673,72.5583832072,72.4794594298,-42.5539933016,216.923628088,83.1350301773,445.839068997,60,278.674887136,26.1398
33.2704,96.5182848867,55.8563687091,-77.9396,44.4453,61,2.96212512141,131.934543037,73.9611,74.0629,102.379532056,0.750203,74.0565452238,73.9764960988,-14.7573838334,181.334943654,151.22252574,395.455724281,61,342.511218915,25.9241
33.4479,94.2577640435,54.7074277107,-79.7944,44.8912,62,3.04367979335,101.205730163,75.7884,75.8888,139.484443162,0.726784,75.886022808,75.8032439417,-15.6632165846,231.990141921,102.269609647,359.729272487,62,260.515166043,28.054
33.6477,99.969280678,90.1740232943,-81.6048,45.3634,63,3.05919419638,132.585842834,77.586,77.6799,100.02324546,0.7098,77.6786379508,77.6048881865,32.9688538698,195.693907524,217.028685063,614.375462806,63,493.208022285,27.9509
33.871,106.098355937,66.744284662,-83.2648,45.809,64,3.06616809227,170.569595415,79.3218,79.4171,118.846813078,0.753017,79.4165465776,79.3378745002,-102.806351455,183.608010015,106.451154108,548.704307959,64,344.649359574,27.789
34.0665,107.157652291,82.1138814041,-84.735,46.1958,65,3.07728147348,89.7885768057,80.8232,80.929,115.687436747,0.76033,80.921062479,80.8358737426,-38.5918794285,210.062954118,124.368224585,614.290605435,65,236.481117234,27.7993
34.2336,73.3145239675,70.1128792805,-86.4783,46.6156,66,3.16089156018,87.3351863865,82.5841,82.6992,9.98717661299,0.762114,82.6914436767,82.6020782518,-45.8988928972,178.379774134,116.137502575,469.771131306,66,235.47927341,30.8478
34.4511,104.851052597,67.8425076309,-87.9409,47.0344,67,3.15871143832,86.3564524808,84.0537,84.1655,142.957435724,0.714747,84.1678746813,84.0797152176,13.0091362881,247.328175852,128.309370688,536.321213123,67,241.636628744,30.1067
34.6704,105.547223982,53.1880772077,-89.562,47.4589,68,3.25087479749,76.7361735113,85.5347,85.645,132.730624914,0.804405,85.63566841,85.5501776181,0.849336440375,209.043147965,130.68805898,374.201425212,68,211.151723729,32.8317
34.8646,100.260741655,78.6798213379,-91.4795,47.8903,69,3.26206748642,102.824512034,87.4895,87.5934,116.522639807,0.761841,87.590247754,87.5102160941,8.33817957052,213.023341024,155.75434535,581.272498106,69,314.388233894,33.4233
35.011,110.366451511,57.8395745175,-92.9524,48.2393,70,3.23308167114,66.1383283974,88.9491,89.053,119.090767682,0.785728,89.0496767921,88.9668038012,63.1946960167,199.547617163,173.475100499,385.756066639,70,274.913439054,31.458
35.2164,116.365566586,69.0178005428,-94.7413,48.582,71,3.22707429843,91.7345288275,90.7884,90.8942,128.393405335,0.8193,90.891665885,90.8083233189,1.93400172633,224.266827298,153.482272917,488.235186903,71,272.889880441,31.7787
35.4388,104.708681986,113.515565009,-96.3681,49.0043,72,3.25185292222,100.645267451,92.4603,92.5768,39.2843492921,0.817099,92.5619586867,92.4737661849,54.7141342212,238.664471966,195.383068155,771.328077459,72,366.061387796,33.6559
35.6392,97.2421781813,50.2902782929,-98.0304,49.3794,73,3.3158359006,98.013479627,94.0314,94.1516,50.4578262833,0.78375,94.146676738,94.0543849767,5.37176079429,177.52281313,196.978050336,470.138919831,73,334.399554302,34.0649
35.83,141.345471025,29.3160477104,-99.6207,49.7225,74,3.32319233836,140.219641562,95.6098,95.728,226.291497851,0.80885,95.7150018009,95.6257648756,2.8777546425,278.842776417,186.691168384,374.153023589,74,354.23366911,35.2138
36.0593,101.677126531,89.122124168,-101.274,50.1038,75,3.35271090896,144.982650793,97.1992,97.3223,-9.30435738612,0.771537,97.3113969881,97.2128813819,12.57575013,280.248378963,157.706713232,469.662886516,75,481.428555009,35.3965
36.2057,121.656936,57.9694720154,-102.821,50.4069,76,3.31843945744,113.884943308,98.6829,98.81,21.6834176052,0.804258,98.8043043582,98.70404849,24.7045313075,241.289942922,195.670937129,424.823514199,76,384.677752983,33.7462
36.3769,106.585135604,61.1636625739,-104.252,50.7532,77,3.37549626423,123.366847893,100.073,100.197,116.610776155,0.79594,100.184821639,100.090842692,1.81027167353,195.549033345,141.592132596,383.966326024,77,356.692547773,36.1815
36.5499,90.2821049009,137.959829544,-105.672,51.0779,78,3.40419849223,102.045908577,101.653,101.78,158.225954512,0.783258,101.769333769,101.673014055,2.97963077399,362.55194253,124.580626672,677.081196729,78,334.814305033,37.8148
36.7141,100.119874798,83.8727321548,-107.022,51.4762,79,3.43137275138,85.980142481,102.928,103.05,141.457457557,0.792606,103.02970104,102.940645362,1.0937759711,251.167054612,133.289598465,473.132951909,79,245.667280547,36.2779
36.9319,104.928268714,89.1480048522,-108.976,51.7975,80,3.40907331613,95.8905106034,104.942,105.055,29.2495322088,0.781041,105.045079814,104.960664104,-3.76084085968,239.673151498,94.8754010459,550.532685266,80,294.809824585,36.5209
37.1285,105.472182197,77.2629590667,-109.604,52.1667,81,3.50805381503,103.816527826,105.524,105.655,52.703709557,0.786721,105.640121628,105.547661698,0.345097147566,221.267226813,136.443805344,531.488079249,81,324.956779278,40.5432
37.2614,95.7170266898,58.5782027645,-110.997,52.4739,82,3.4641265901,83.0878033845,107.069,107.194,89.1644527711,0.761472,107.174552139,107.084918412,29.1812892365,198.944455818,133.19171154,367.245440333,82,291.124490763,39.0033
37.4038,102.71197786,47.5291458417,-112.568,52.8333,83,3.47806253544,114.569983862,108.528,108.661,121.532443301,0.777487,108.640120533,108.54247336,-1.78196618481,192.725900389,143.354395072,337.147552169,83,314.435743443,36.6994
37.5775,110.163244043,86.4236541853,-113.82,53.1516,84,3.52566831848,93.9312095134,109.71,109.839,12.5498030418,0.793966,109.825588379,109.733403608,3.62918146151,225.523954285,110.807587452,513.132194597,84,280.730382897,40.5177
37.7776,110.720942517,65.4820072273,-114.984,53.4804,85,3.56516758151,132.138823236,110.902,111.029,118.763589843,0.763105,111.012790573,110.92136038,18.9446973605,219.03996959,161.895698586,529.337804462,85,338.77784435,41.0751
37.953,87.2422165884,46.2758958115,-116.28,53.8581,86,3.6566018233,84.9704221771,112.228,112.379,96.4973776246,0.805166,112.353442626,112.249158644,36.0143167968,146.501090603,208.295056979,405.553644074,86,301.747241335,45.5138
38.1545,75.5970875924,105.034552557,-117.62,54.202,87,3.65922494555,68.0550345922,113.534,113.673,-33.1676576608,0.773332,113.644950796,113.54923703,3.86680498404,201.169398616,106.079347472,541.56709238,87,207.66339839,44.42
38.3313,91.250323691,106.76705202,-118.768,54.5592,88,3.6154041133,75.4267919149,114.773,114.906,117.855318591,0.736977,114.887666322,114.795431555,12.1627353281,202.941786916,135.747081613,883.747155577,88,240.742776473,43.2042
38.5083,81.3690074524,215.356038088,-119.658,54.8601,89,3.7391563399,81.4170789995,115.58,115.723,-28.6904454175,0.705329,115.696045361,115.598846486,11.5547561797,249.489393684,120.935756891,982.431801598,89,222.572624998,46.6683
38.6535,80.8052418745,112.015332572,-120.547,55.1751,90,3.70347397612,56.6982372834,116.463,116.601,12.0647984458,0.769565,116.574145324,116.484877749,0.1537848601,214.301305322,60.6615594401,551.774145932,90,183.001646176,44.0703
38.8274,98.8400003741,102.157267588,-121.945,55.4568,91,3.70980667624,108.593702131,117.932,118.067,58.2244197531,0.771224,118.041731641,117.953549572,76.0961941129,236.60413572,200.813584209,551.771324842,91,383.616499057,45.3842
38.959,98.9997769589,73.2309518224,-123.009,55.7696,92,3.70661872613,91.2588789071,118.926,119.07,22.5781174357,0.779518,119.036017601,118.938557724,1.73839681037,212.039378625,130.725062783,460.474123084,92,309.33208078,44.6109
39.1243,96.1770702165,151.32704194,-124.09,56.0636,93,3.81042339712,83.5243211592,119.971,120.12,35.9144785588,0.726018,120.089802267,119.987416107,3.98090996354,326.698913976,146.392500474,873.247171043,93,281.636642569,48.0921
39.3234,101.888691127,72.4730219231,-125.715,56.3344,94,3.83575459912,142.568627283,121.688,121.841,27.48317159,0.785489,121.819752451,121.713614377,1.19863332664,231.287068222,104.185277106,409.1976979,94,490.859887612,48.8663
39.4954,84.0839441257,93.5696592438,-126.038,56.625,95,3.82732488654,107.309989731,122.075,122.256,77.7104728451,0.777963,122.220088956,122.090473875,0.245357128939,176.379912352,147.608655883,486.348258295,95,337.870541752,49.1249
39.6717,97.713911245,96.0490115046,-127.539,56.933,96,3.86517110697,84.3452959302,123.481,123.644,48.0666487841,0.772844,123.610819183,123.496231862,-33.6669331172,215.17453054,68.3189873223,514.192343983,96,283.898759321,52.9673
39.8745,77.7936075674,105.683246842,-128.577,57.1521,97,3.97347204884,116.367307792,124.483,124.677,-49.1624768491,0.810868,124.641632172,124.507037737,22.0226922071,152.139235174,163.393354252,599.839247117,97,354.605313935,55.3963
40.0727,101.369139721,66.388735954,-129.271,57.4483,98,3.99875978577,98.6394766304,125.222,125.382,92.8853652204,0.819928,125.34726122,125.241775153,0.903818050711,186.642269005,88.9962716466,412.873555374,98,345.639347381,53.9305
40.2935,18.3163903755,143.477512272,-130.593,57.6931,99,3.97686509851,100.885415754,126.394,126.537,-141.622598561,0.795808,126.509436441,126.415076221,7.33137540595,81.915484694,123.131435509,591.839480559,99,284.075892978,55.0745
40.4205,86.9632511744,109.111361109,-131.482,57.9869,100,4.03932797139,99.6674500669,127.297,127.466,95.4984811203,0.798599,127.427733002,127.316465457,-6.64727305943,163.100148623,110.613324836,804.645317515,100,320.770099936,56.0789
40.6316,77.9892075596,87.2129405745,-132.808,58.3034,101,4.09320016414,70.7279067582,128.604,128.752,10.6690177145,0.821097,128.72348798,128.631915713,-2.01259358198,187.62482981,73.4281653978,500.367087207,101,187.862929118,56.1813
40.7803,107.753785272,80.7771649537,-134.031,58.576,102,4.02686074459,92.7362336645,129.895,130.039,95.8196599551,0.852599,130.00497843,129.907363603,1.08759406207,204.78248901,111.790960525,487.850719778,102,307.167987378,53.8181
40.9524,81.4261506041,113.669275444,-134.639,58.8547,103,4.0800183491,101.196281726,130.518,130.678,87.7593394038,0.862927,130.642469097,130.538405159,-33.5143118954,138.154751794,78.0804412646,796.856275642,103,328.180697734,59.0698
41.1345,100.965045948,114.719415444,-135.808,59.1298,104,4.09286684708,94.3723564206,131.682,131.842,32.1552800938,0.857829,131.801625924,131.701719574,-4.01310238204,222.507994212,122.24965006,691.32387579,104,245.939200202,59.2639
41.2832,100.407861813,121.576318797,-136.686,59.412,105,4.17098754593,99.502152128,132.553,132.72,46.0181908419,0.847781,132.68943973,132.577864725,-0.0700355220252,234.571586493,101.554917937,635.371246958,105,390.650613188,61.5573
41.4598,82.5023769822,82.6065103421,-137.646,59.6744,106,4.22160680072,89.408948782,133.458,133.639,94.7770611936,0.831485,133.596408616,133.47789996,19.191755779,189.369079383,135.862256332,605.542117588,106,260.051108733,65.994
41.6118,74.8152428586,81.263849425,-138.755,59.9652,107,4.1888869717,90.2989147266,134.68,134.835,-18.8652943297,0.814281,134.797487117,134.701237871,0.074922211269,169.430517656,91.3427436138,410.168700307,107,321.41572456,63.5466
41.7756,117.297042439,115.963660929,-139.782,60.2382,108,4.25842796865,84.5506709783,135.611,135.776,109.537359275,0.814743,135.732452737,135.629909792,-1.03594520285,299.537102944,84.3597694553,595.926469521,108,274.336302007,67.7393
41.9641,86.6787827792,118.896702396,-140.427,60.5786,109,4.20390169911,99.4540471215,136.083,136.237,-22.0074822627,0.82076,136.222350869,136.111993346,26.762908443,213.284141335,113.48148519,556.681706418,109,325.397404154,64.2472
42.1143,79.6214209275,123.443898949,-141.445,60.7934,110,4.19935379722,98.9135302853,137.188,137.359,91.9940245714,0.836311,137.304668659,137.208662038,-18.2316188857,256.836571132,101.707639685,572.866291125,110,244.531067668,63.1568
42.3117,99.4280830118,136.623542578,-142.278,61.0606,111,4.28438642767,122.61930569,137.951,138.11,50.3583155634,0.844338,138.073228394,137.972633564,12.1074013788,287.382097319,158.829728776,790.035200081,111,355.893276787,67.6297
42.4928,88.6603268219,136.369822008,-143.452,61.3209,112,4.21681692549,110.535160994,139.148,139.309,-7.44560106186,0.83499,139.259196785,139.167242515,-0.837039257677,265.338667315,141.306395855,625.23190079,112,352.201400321,60.8745
42.6763,98.7652641008,178.336002929,-144.369,61.6378,113,4.31983379296,90.5239121836,140.088,140.25,95.3202858686,0.844988,140.20872594,140.114662597,-0.916369418557,272.35491027,96.8303032225,1013.59683898,113,251.908220097,70.6291
42.8244,117.305949771,150.922569889,-145.27,61.8824,114,4.25902566197,83.6305087445,141.008,141.16,32.6033878924,0.846785,141.10532632,141.016126582,14.728484453,310.63504579,117.776159353,897.762952174,114,298.840650416,64.2343
42.9689,100.085943141,100.344378419,-146.042,62.1443,115,4.38559209748,60.429912813,141.838,142.002,101.923241206,0.858797,141.972655322,141.867926145,25.7378011785,214.342986421,69.0292673061,533.869085752,115,202.810379233,71.1428
43.1369,90.3520489461,147.276546956,-147.112,62.4133,116,4.2691281843,145.220381172,142.931,143.071,51.0133983468,0.843621,143.040826799,142.94893926,-15.7876753272,233.436887646,163.65232088,965.124213459,116,346.531862326,62.3581
43.2924,77.1841960672,87.7633856595,-147.263,62.7093,117,4.37483568147,33.7824044515,143.157,143.319,-3.01612263621,0.816988,143.270744397,143.175365848,-8.31658762929,220.073071187,35.5193583812,438.759843463,117,85.4600356452,67.2796
43.4591,98.6550957038,95.4915837694,-148.334,63.0015,118,4.33237733285,45.4542611693,144.332,144.487,4.91864883319,0.828268,144.459525774,144.359693649,5.71354685664,185.662182877,57.6948404683,644.862905809,118,144.148986338,67.7803
43.6694,102.930974536,105.181394843,-149.084,63.2722,119,4.40340503644,249.805292188,145.069,145.224,108.977083075,0.851665,145.184299567,145.085481731,8.6901405829,224.643328268,173.679908254,515.105494122,119,715.605894494,71.0605
43.8252,98.3711146062,158.525569868,-149.87,63.5189,120,4.35300769185,96.4974095395,145.69,145.85,55.2429200992,0.843802,145.831130973,145.719059704,-34.5631397068,266.393159285,91.4952947732,918.738630317,120,283.340710932,69.048
43.9793,93.0229644815,148.828820395,-150.698,63.7454,121,4.38749111384,123.22009842,146.549,146.718,54.9937982711,0.852973,146.667077163,146.569912446,28.6719967157,198.381338464,160.685838931,770.170731635,121,394.073666849,71.0201
44.1611,56.011755059,151.526197429,-151.475,64.0267,122,4.49246694147,100.91089199,147.253,147.417,1.87626919084,0.852084,147.370833757,147.273502855,-0.27236204438,219.496059848,145.821269485,704.702936774,122,284.116004331,73.374
44.3067,69.3404365729,241.619513177,-152.215,64.2426,123,4.45184568507,228.295658157,148.029,148.177,10.8049993586,0.850363,148.139933883,148.055054717,-4.90931906828,348.724515526,172.122581487,957.555124836,123,635.3414866,72.7228
44.4584,91.6642780453,134.302573091,-152.899,64.4908,124,4.52658004885,73.4792724303,148.805,148.945,94.769924015,0.860677,148.912628933,148.827786544,-18.2235657863,213.492241292,82.6713667983,737.471794706,124,192.397561299,73.2507
44.6454,96.9938656459,132.086780089,-153.483,64.7031,125,4.544417635,119.337459484,149.381,149.546,85.7588002069,0.854421,149.514510344,149.404052537,-0.643244733266,192.744110681,113.127405122,716.412500065,125,432.571804481,75.4093
