AverageQLoss,AverageAbsY,AverageForwardProgress,AverageEsReturn,StdForwardProgress,StdReturn,StdEsReturn,PolicyRegParamNorm,QFunRegParamNorm,MinEsReturn,AverageDiscountedReturn,AverageAbsQ,MaxReturn,MinForwardProgress,AverageAbsQYDiff,AverageY,AverageReturn,Epoch,MaxForwardProgress,AveragePolicySurr,AverageAction,MinReturn,MaxEsReturn,AverageQ
0.00239803,0.626920475937,0.00881195068874,5.3551959605,0.0338911418067,4.36007902316,6.9460133776,17.4268,21.8895,-8.42314400697,7.03633413521,0.626678,23.1602858556,-0.0662814448856,0.0246646727389,0.625971968881,8.73826469929,19,0.1171540865,-0.699046,0.955109,-1.08779620205,17.5620265306,0.625863
0.00304409,0.686368309036,0.00141549477325,3.02050911758,0.0325976527077,4.20868357276,5.57471898964,17.9053,22.5881,-6.99009779779,5.51113507515,0.685863,17.5350832022,-0.0803315163158,0.0280127394906,0.684410867756,6.49026646447,20,0.0857508098455,-0.784579,0.975738,-3.99418277128,15.3850899697,0.684337
0.0037543,0.79457199284,-0.000997555147744,4.64244526552,0.0345071162057,4.46243412078,4.94267611947,18.2056,23.3633,-5.19753741901,5.1739024837,0.793917,16.7183314727,-0.124191989521,0.0308627156529,0.792522099916,6.07724694473,21,0.0799760664089,-0.98208,0.982105,-9.82088198232,14.8886955226,0.792309
0.00390829,0.908567772363,0.00312265800426,5.55242041012,0.031109753143,4.02158509619,3.79029796443,18.3925,24.0273,-2.44032377395,5.5754431715,0.908156,15.8995076394,-0.0883851091177,0.032244768155,0.906844734624,6.53750975585,22,0.0730462756381,-0.996238,0.974244,-4.79591980103,12.2556477753,0.906727
0.0038219,0.94626579376,0.000402189117214,6.08223195635,0.0310827231815,4.00649700083,3.68079681691,18.6051,24.5918,-3.32530916164,5.32914086688,0.945917,18.6240451322,-0.0798150258249,0.0317872094402,0.944770226608,6.25619356166,23,0.0940282881573,-0.981176,0.955706,-4.06962573286,12.2935768454,0.944628
0.00368932,0.949220211932,0.0118434144674,1.49285385101,0.162157612821,20.1641240935,19.9284083119,18.8311,25.2059,-40.1088393497,13.5395075098,0.948893,57.3942478145,-0.394639130995,0.0322866418613,0.947126068849,19.5527995833,24,0.310469087956,-0.994798,0.953782,-31.9118576399,24.7775814297,0.946952
0.00487693,0.967341637702,0.347684826744,28.1547927241,0.0854052610522,11.0537905288,23.3110998698,19.0032,25.8275,-14.5315486821,35.6555348731,0.966988,83.5259925847,0.0801543512796,0.0361694190422,0.964502185672,61.675580332,25,0.512171885107,-0.989107,0.992819,27.1408863788,64.0302334592,0.964328
0.00507932,0.997607506102,0.267769769911,37.4630543892,0.180610582709,26.0356822368,16.5800209767,19.1358,26.4033,9.26723946718,29.580962094,0.997291,94.8942310856,-0.0175573701356,0.0373675227308,0.995048581162,48.3774007491,26,0.583328951864,-1.02936,0.982771,8.11326302004,65.4770728509,0.99488
0.00519737,1.03868165351,0.0888929545018,28.5372022907,0.0408544095854,5.19862012458,24.0422487748,19.2955,26.9598,11.5083676057,16.1922538224,1.03838,34.4565059979,-0.0383456715336,0.0388554480454,1.03643350146,21.6660830116,27,0.191594640237,-1.08657,0.980025,5.3832158136,95.2251908834,1.0362
0.00555533,1.09003173093,0.297049154076,37.8967380089,0.179622937394,25.7262220641,23.6031969404,19.4746,27.5259,8.4984414605,32.2025869179,1.0898,141.404538903,0.00324402495173,0.0404162237928,1.08802793904,51.9751004148,28,0.915259768563,-1.13717,0.988649,10.0300796281,78.1540464929,1.0878
0.00691582,1.13948501331,0.316632821133,60.0405064223,0.10361819755,14.6035063491,11.5989271499,19.7102,28.1801,28.805061346,33.7678700321,1.13922,93.1993957876,-0.0155354282483,0.0440669513043,1.13725769582,56.4112353536,29,0.562212151139,-1.18215,0.981878,11.6202066556,77.4249252898,1.137
0.00680284,1.20746064622,0.212573614466,51.0267044666,0.061778212957,8.74216161768,14.6199920993,19.9134,28.7748,20.2083824947,26.6293445755,1.20728,64.917953216,-0.0120947609346,0.0446952083249,1.2051077245,40.7800636088,30,0.377284344984,-1.26524,0.979259,9.65858851258,66.3750407013,1.20489
0.00774612,1.27007409297,0.0508919119734,34.1448633077,0.0464995016957,6.05904036858,15.7764447621,19.9987,29.3595,9.22554554221,12.3312729362,1.26987,34.4089390229,-0.0764832607977,0.0482305039574,1.26733973738,15.9186936291,31,0.188060175278,-1.34116,0.976272,0.0128141792688,58.0646631088,1.26705
0.00870775,1.3598532764,0.0392300546591,15.4109960526,0.0406985915091,5.38814518438,6.40373739598,20.096,29.9681,1.02232934176,11.0997113206,1.35963,29.3692523718,-0.0490622040728,0.0509257859593,1.35711965259,14.2923442299,32,0.154753916461,-1.41581,0.966063,2.37517199834,24.9507181317,1.35682
0.00906586,1.41487071273,0.364624457144,23.4047310706,0.158120779285,22.3782944136,17.9220982271,20.2321,30.6009,7.18685148278,37.6834527533,1.41472,104.463419665,0.0480375957351,0.0517009296717,1.41174459053,60.1320539836,33,0.693865015903,-1.48192,0.977712,15.1123379445,78.5199927863,1.4115
