PolicyRegParamNorm,MinReturn,Iteration,AverageAbsQ,AveragePolicySurr,AverageQLoss,MaxReturn,AverageDiscountedReturn,AverageY,Epoch,MinEsReturn,AverageEsReturn,QFunRegParamNorm,AverageQ,AverageAbsQYDiff,AverageReturn,AverageAbsY,MaxEsReturn,StdEsReturn,StdReturn,AverageAction
106.359,223.505617883,983,218.598,-221.316,131.883,2151.14619147,151.450396192,218.480780391,983,0.346654049608,327.665925583,154.844,218.468,5.20053388872,1202.90294972,218.544461615,956.469014041,331.122477585,616.653872221,0.955281
106.39,130.434845888,984,218.96,-221.675,149.823,2863.95942247,145.611336109,218.849311516,984,-0.154371829664,287.797455668,154.969,218.842,5.36741128021,1168.80798327,218.921036547,1208.91628984,421.80793901,658.168642014,0.965179
106.399,148.607097547,985,218.956,-221.589,133.647,2783.56218167,190.005850134,218.824145956,985,0.42744215916,502.95501222,155.022,218.819,5.21178259188,976.847605958,218.896949321,1076.81858565,357.438525403,549.977032335,0.947557
106.471,504.833440946,986,219.666,-222.189,148.636,2360.77139478,165.856047257,219.527424847,986,179.859542742,752.287245383,155.123,219.527,5.31394708388,1160.54342035,219.615915129,1670.54416356,655.862558991,489.533812751,0.957616
106.502,237.283033514,987,218.778,-221.422,143.272,1864.73895575,154.820979286,218.673256732,987,-1.46330918042,481.037025292,155.158,218.663,5.33237864972,917.266905514,218.732075045,1011.89651852,363.930845243,402.318999814,0.952479
106.546,151.909291984,988,219.502,-222.08,141.493,2609.57382765,152.310250279,219.370878935,988,2.66789987803,366.866930288,155.271,219.356,5.26118503149,1225.58746936,219.45869989,1077.82461384,342.351154738,819.059840249,0.954122
106.578,52.3775136667,989,219.546,-222.153,141.368,1951.49908737,128.536286984,219.401330256,989,2.95419520004,666.379105705,155.334,219.397,5.26648740062,836.122078835,219.505381194,1548.82404317,594.129199436,535.494465811,0.947769
106.613,484.394248769,990,219.653,-222.3,136.753,2739.98391828,192.762831471,219.515011209,990,48.1379350939,499.546615913,155.415,219.513,5.2549164074,1340.42632156,219.601516655,1154.69161205,418.426914494,762.613848979,0.957807
106.63,250.136703023,991,219.971,-222.588,131.88,2623.59029173,181.463453216,219.847284201,991,57.7102799078,409.364394368,155.473,219.838,5.27015438729,761.721120714,219.913886022,911.268626507,315.11051883,600.207424289,0.964938
106.641,81.9263565629,992,220.132,-222.698,134.336,2904.95642423,129.97376639,220.004547366,992,0.590564652552,448.674444617,155.53,220.002,5.21436511485,670.296368778,220.074793779,1160.06926499,356.994362899,764.275761377,0.959894
106.725,166.253584418,993,220.502,-222.999,147.378,2352.44475463,173.708989359,220.371898821,993,2.5623290105,554.499486157,155.612,220.355,5.34785702569,883.661391605,220.452536503,1500.22659306,567.034920677,585.871072415,0.954571
106.747,233.39373142,994,220.343,-222.886,135.678,2173.25983183,182.733055014,220.175231069,994,14.5264568295,555.590726337,155.694,220.176,5.23770855334,985.33819751,220.28502507,941.792306833,349.971175358,516.531280921,0.950841
106.774,94.3403507019,995,220.949,-223.549,145.913,3199.39541018,171.18536788,220.80175096,995,-1.06274481421,320.821105859,155.762,220.793,5.39711796412,994.745008451,220.892183818,778.214283337,264.362950414,887.013385688,0.962443
106.816,110.940740599,996,220.468,-223.161,147.904,2893.96779813,168.791396306,220.32568152,996,1.04540863276,543.451131567,155.832,220.315,5.37866266563,1008.82110114,220.412334981,977.332053507,401.652202083,841.671140528,0.960415
106.944,105.153063157,997,221.006,-223.608,134.751,1767.43865644,163.555257183,220.867344535,997,34.1849965972,479.829807427,155.874,220.867,5.21632392747,675.27794901,220.957950693,780.923225769,278.945265503,380.511377264,0.959569
106.994,91.1601690227,998,220.861,-223.578,158.046,2969.29560436,147.637556249,220.743893197,998,469.172891564,724.32273718,155.973,220.74,5.40997214915,760.942563224,220.819688119,1105.86230314,240.240329058,625.081533093,0.962973
107.035,99.9631771491,999,221.031,-223.709,133.449,3140.27576326,167.209502597,220.94374056,999,4.4310495675,634.98271079,156.052,220.929,5.25559450552,1218.67213191,221.002172522,1281.69642486,473.620057431,855.984696935,0.957962
107.073,87.4999333391,1000,221.014,-223.692,152.457,2485.38884062,109.48815354,220.892235713,1000,0.375768685802,407.129881163,156.144,220.894,5.44488166115,583.836662749,220.975723497,856.753811562,373.712290049,762.003914384,0.950506
107.087,88.8047149557,1001,221.496,-224.102,132.87,2989.89161787,133.802303482,221.36990129,1001,0.751550294866,726.270282135,156.187,221.359,5.3402466485,825.56669562,221.461258274,1016.43509262,420.133648372,982.750994466,0.951114
107.128,99.5632738031,1002,221.552,-224.103,139.729,2703.38065449,143.749676105,221.417789032,1002,-0.429601207912,631.353920359,156.248,221.413,5.33061045682,999.13405491,221.525188248,1548.35206405,567.083028561,934.233741949,0.94672
107.175,108.956205773,1003,221.852,-224.376,142.246,2820.9772083,140.917957608,221.683981436,1003,-0.198039891597,562.513172105,156.312,221.671,5.32212898087,828.497973811,221.819596885,2338.50700187,898.565731044,845.37739091,0.955375
107.215,98.0721188223,1004,221.99,-224.6,147.935,2482.54793131,154.467807288,221.847457061,1004,266.475096335,702.348585949,156.372,221.834,5.45860122396,1057.15541719,221.944414338,1612.943062,532.059030578,786.212060165,0.956529
107.266,116.098999142,1005,222.05,-224.475,151.764,2826.02642235,169.617466913,221.889951398,1005,-1.52640643974,307.145428322,156.45,221.883,5.36499955779,1093.75622827,221.99586603,984.694578524,351.203547991,837.414379232,0.949811
107.286,75.5380967215,1006,221.889,-224.403,137.508,2599.06620556,158.959325899,221.772763092,1006,167.343000188,460.042309884,156.518,221.772,5.27779014691,807.966715007,221.851301564,834.658039713,278.519975836,584.448188647,0.957283
107.347,81.9751074747,1007,222.71,-225.234,124.781,2916.61905323,132.886024342,222.562525644,1007,970.433104539,970.433104539,156.604,222.557,5.25586259954,676.219808709,222.682213433,970.433104539,0.0,803.384560653,0.961636
107.342,87.7066050339,1008,222.83,-225.32,143.243,2741.23872153,138.928642529,222.707738922,1008,95.9710227874,880.600287923,156.68,222.693,5.42002243282,1288.84635369,222.80732863,2479.78172819,836.387176268,885.260198638,0.954389
107.377,75.1061789116,1009,222.928,-225.52,152.93,2430.4365401,88.7004859787,222.796866402,1009,-0.174572634628,605.822111706,156.742,222.798,5.41123293843,235.735238166,222.896653606,1995.53864359,813.2213092,425.225535855,0.956896
107.378,366.516259763,1010,223.333,-225.831,152.788,2828.99325461,203.848599848,223.19081117,1010,6.16702209419,632.988837971,156.84,223.189,5.46913142913,1314.27068024,223.287446681,1365.85773864,564.392139188,758.738806191,0.959905
107.454,444.495264762,1011,223.802,-226.24,144.913,2764.25150021,212.277525594,223.658378094,1011,0.906493635838,623.043170002,156.891,223.65,5.39271434874,1481.14897612,223.755070228,1940.20982422,775.465585863,632.197650675,0.952132
107.496,213.957088234,1012,223.855,-226.309,157.415,2616.05325917,181.121142044,223.770905348,1012,292.286203495,996.773747036,156.911,223.752,5.44570656282,1052.48551715,223.821809084,1369.83419191,498.437798281,736.721894299,0.946334
107.571,619.884719635,1013,224.132,-226.557,157.502,3133.78367986,209.549357387,224.022750222,1013,7.13355637715,1064.23486357,156.991,224.018,5.48290154781,1577.8110008,224.083893061,2121.33617076,1057.10130719,698.528517469,0.946082
107.558,113.385787665,1014,224.635,-227.078,149.704,2641.03534825,119.549726,224.528601018,1014,1.6074862901,305.452632424,157.063,224.527,5.47472424082,455.04567881,224.580565071,603.308122125,235.391738707,713.197890376,0.959595
107.586,492.345241314,1015,224.671,-227.129,142.869,3286.43360815,213.750757279,224.581848888,1015,-0.0806817217042,286.789506467,157.104,224.571,5.39297954281,1452.86718227,224.639498869,1163.86592093,369.416625455,1087.62356303,0.950667
107.626,120.887331047,1016,225.092,-227.562,139.565,3295.36148911,179.548950141,224.992109273,1016,-1.63562243079,392.813016921,157.166,224.985,5.35368072092,1138.59161222,225.045232177,1532.44014715,489.682718945,901.281312267,0.953209
107.699,50.4896371151,1017,224.642,-227.047,145.61,3141.36914437,146.351493013,224.539020127,1017,0.807290626239,191.514404259,157.221,224.531,5.41171952383,1611.55720727,224.598152638,542.042288937,194.332068453,793.761548034,0.954798
107.736,63.0880260583,1018,225.505,-227.99,155.238,3208.96172252,151.584843269,225.425664614,1018,0.593579701086,402.960628241,157.284,225.41,5.44572548983,1096.63206971,225.475079817,928.489942308,340.861725623,1021.92639976,0.954633
107.779,130.431851718,1019,225.748,-228.263,137.385,2602.10528074,154.507573941,225.646723398,1019,7.64672155646,393.090605923,157.366,225.639,5.34235113757,970.118501467,225.700317071,759.03742585,265.988474376,727.679770353,0.951521
107.848,228.946511081,1020,226.149,-228.569,148.544,3030.95306803,197.528242076,226.040396893,1020,-0.54809607621,246.351260071,157.427,226.034,5.40331321084,1377.07717037,226.098382687,943.103130932,303.433877221,924.121795583,0.944297
107.904,585.039053355,1021,225.966,-228.485,145.529,2951.58219319,201.105664844,225.84911758,1021,-0.400279575065,523.28399885,157.48,225.861,5.35928705738,1650.89133145,225.889812278,1007.9107208,412.56667171,775.438824818,0.947795
107.954,304.485450487,1022,226.349,-228.83,146.22,2915.07427793,191.081797148,226.277318846,1022,242.540507982,902.719044978,157.534,226.263,5.35295940173,1384.35287752,226.316228876,1599.24168045,595.861361983,871.149181125,0.946184
107.968,139.159157603,1023,227.3,-229.746,145.06,2940.60070193,166.705477976,227.212340243,1023,0.812032520424,403.208884122,157.602,227.208,5.41496327943,1541.13725921,227.255807239,1485.67206067,505.950617514,1047.68177874,0.953055
108.034,139.777826722,1024,226.62,-229.14,151.951,3069.53476642,178.027362895,226.556444383,1024,72.1071772432,431.960269591,157.659,226.545,5.45514925707,1166.26390124,226.592370096,859.010179571,297.771232525,825.778279795,0.942076
108.121,71.5789657534,1025,226.559,-228.956,140.75,2911.3157349,126.360770995,226.464308952,1025,37.5399167688,364.609525885,157.717,226.45,5.3867474093,530.452057714,226.512193106,735.924599009,295.52398232,665.47799408,0.967781
108.157,69.4635640766,1026,226.805,-229.227,131.658,2716.00225333,134.755620028,226.692820816,1026,0.557286763884,331.798370682,157.787,226.695,5.3304840642,881.654462001,226.744501748,651.533631494,284.503937132,834.033027054,0.956643
108.175,333.207660679,1027,227.97,-230.48,146.018,2863.13358426,201.502106113,227.882888147,1027,410.874614779,575.935423296,157.815,227.878,5.4445501104,1390.10050766,227.925709256,833.01765708,159.437066128,829.431971804,0.944321
108.213,293.422388908,1028,227.902,-230.442,159.543,2892.18435341,191.363139928,227.83069797,1028,761.418388627,909.293461103,157.897,227.81,5.52777069538,1696.80492685,227.879504558,1188.60550988,197.617421966,946.831763081,0.939202
108.247,179.952897201,1029,227.342,-229.927,148.177,2320.71988536,167.177621781,227.258943101,1029,-0.570059163578,592.477404925,157.974,227.256,5.51932828777,1202.22562264,227.29871671,1490.77736951,500.319299479,741.154646096,0.93088
108.297,460.269271717,1030,228.225,-230.786,149.79,2658.76937708,196.320510719,228.146487659,1030,1.868626657,311.426887453,158.049,228.142,5.41653679281,1216.48215491,228.178579417,806.018998177,345.180819705,630.035160933,0.943456
108.317,313.338076139,1031,227.927,-230.532,155.596,2775.13058067,157.697281867,227.861593043,1031,0.892932776781,374.029600315,158.122,227.84,5.51334086691,1653.31580687,227.895334668,1429.83308401,504.557914519,914.083937909,0.93856
108.333,159.314852225,1032,229.24,-231.79,151.111,2759.3188996,173.281535203,229.146720616,1032,-0.760606597956,199.629504457,158.165,229.15,5.42735651738,919.207029804,229.189342983,940.29645089,285.164307256,728.884188335,0.943565
108.391,240.739296825,1033,228.902,-231.463,141.296,2312.04138237,164.984650104,228.832752453,1033,-1.72249404442,583.125037714,158.198,228.818,5.43157718576,915.724555907,228.872247594,2093.86676992,812.573869307,579.529148932,0.943584
108.439,374.660769873,1034,230.106,-232.711,146.956,3058.55604607,214.690207043,230.026076221,1034,1.38961193558,446.229498143,158.256,230.021,5.47495511411,1765.4102051,230.069989996,1025.50360315,417.700494642,822.087383031,0.954044
108.457,224.438515382,1035,229.675,-232.185,145.868,2834.42950428,143.860004012,229.58400017,1035,490.534030425,490.534030425,158.314,229.577,5.45984759664,824.251046203,229.621401111,490.534030425,0.0,820.725934365,0.967017
108.494,341.702637792,1036,229.729,-232.193,146.281,2750.18222868,150.646841383,229.639357557,1036,1060.75886747,1881.93214257,158.387,229.635,5.4834426181,1578.87149894,229.678880891,3304.37983138,1009.82075897,902.378505156,0.957181
108.556,323.52288656,1037,230.232,-232.765,150.095,2660.43781957,185.951143791,230.159940824,1037,50.5309276711,465.178893764,158.516,230.147,5.58862069259,1316.09932668,230.193064339,1141.46633214,441.936639054,773.781772968,0.951987
108.585,120.32919291,1038,230.918,-233.467,150.529,2961.01291796,182.196001597,230.833531682,1038,237.881282471,485.012115964,158.627,230.826,5.55399114864,1718.47450623,230.875739055,647.249470275,139.075793916,1065.78284318,0.952221
108.634,354.454612437,1039,230.778,-233.379,147.378,2672.47901224,191.550317438,230.688367294,1039,34.7043991128,34.7043991128,158.673,230.684,5.48960402492,1010.46960713,230.733708642,34.7043991128,0.0,681.304985699,0.954162
108.649,177.314397674,1040,231.742,-234.396,155.574,2737.35775458,176.41654158,231.659664362,1040,-1.61832447,350.357838476,158.722,231.646,5.47694309992,779.086019777,231.700561282,2436.33203892,679.525009554,538.896019849,0.94271
108.671,180.123212684,1041,231.463,-234.017,152.518,2717.75226323,176.867924991,231.375918011,1041,-5.18812261171,186.495313819,158.805,231.367,5.47281690553,1277.80474185,231.416875055,490.386432567,180.271368443,877.8006085,0.951043
108.737,300.260394756,1042,231.452,-233.97,144.952,2772.43083017,186.903171876,231.347168365,1042,726.094496723,1384.09885149,158.869,231.345,5.48591137579,981.690409912,231.392785637,2092.63204906,559.029571938,724.733152454,0.944385
108.764,511.933043979,1043,231.477,-234.025,165.472,3010.60950731,200.452123679,231.397865223,1043,-1.20872283165,438.332588891,158.935,231.387,5.63366636624,1285.54739207,231.443308359,1947.51350081,757.230937112,837.269018119,0.950645
108.81,105.857662969,1044,232.028,-234.56,157.305,3050.88669955,163.225439855,231.923610606,1044,-1.35011912293,335.909732109,159.012,231.916,5.59732280768,1171.76333333,231.974357303,990.805916067,319.456823935,1141.47142835,0.95502
108.836,134.592230649,1045,232.224,-234.793,157.659,2971.79937824,186.563239095,232.12996564,1045,141.454624082,865.80295794,159.072,232.121,5.59756927136,1434.25490472,232.17484698,2083.74291229,866.350762101,1045.04039334,0.944175
108.897,154.987997634,1046,232.741,-235.297,155.1,2740.83107649,189.214665459,232.653424392,1046,294.361327272,941.814191581,159.126,232.64,5.56400330415,1371.69240797,232.699229926,1589.26705589,647.452864309,875.30354762,0.945689
108.915,478.667423856,1047,232.938,-235.494,163.407,2743.58592992,203.056626545,232.835298508,1047,0.4526257479,350.673063467,159.207,232.84,5.58325817709,1253.55851295,232.876791765,807.754407193,290.460495799,694.008337167,0.952623
108.923,148.950569057,1048,233.509,-235.883,150.488,2080.56118154,197.664676844,233.443325554,1048,0.122030316618,420.295763657,159.308,233.425,5.48737004456,956.535651628,233.489502275,664.578165025,298.416721197,520.77239027,0.957575
108.964,121.674795099,1049,233.186,-235.552,148.508,2859.82068869,183.321191652,233.093197699,1049,263.070565324,913.024137285,159.433,233.085,5.50751572465,919.605905651,233.136448378,1648.08646645,491.690441188,719.686973916,0.952902
109.013,103.010612936,1050,233.521,-236.062,155.432,1194.97113,140.117656934,233.433708151,1050,-1.33972219986,386.363652519,159.524,233.423,5.61786622098,434.878811688,233.481202412,902.853455354,340.451189606,263.979759522,0.953971
109.042,135.32613164,1051,233.534,-236.058,146.574,2437.65572988,177.987124344,233.437456333,1051,85.1330386374,418.684783729,159.594,233.434,5.53469246772,743.362577353,233.484902985,674.295303079,206.179119518,473.239263304,0.950174
109.07,125.003133238,1052,233.17,-235.737,168.563,2670.71441507,181.659478467,233.084431383,1052,212.202118197,554.549360384,159.643,233.081,5.71820064793,999.811227617,233.130241713,944.280256416,286.99259285,762.182838262,0.947767
109.162,456.284852839,1053,233.616,-236.155,136.562,2257.74013115,193.318558116,233.53119765,1053,-0.259597840814,345.255433548,159.721,233.516,5.5034072252,914.764134302,233.592297929,696.998911688,280.023645919,529.325935051,0.94796
109.228,440.030929692,1054,234.047,-236.538,163.614,2531.75982816,192.560892693,233.954127995,1054,34.2946463972,611.102315574,159.797,233.949,5.68948723677,1184.75917479,233.997577897,1164.44876803,415.694756719,790.242931958,0.946412
109.258,120.945932247,1055,234.668,-237.099,157.238,2533.20756481,195.955648607,234.57899325,1055,66.5638136897,699.505313069,159.857,234.56,5.57015149456,1241.36574899,234.645856612,1120.89776404,455.682469582,659.369663438,0.945548
109.31,950.614082385,1056,234.363,-236.819,151.206,2146.45528177,158.057397445,234.259128887,1056,-2.17145427839,585.692552306,159.866,234.261,5.49639945908,1572.39135627,234.315639411,1631.68649594,607.747820075,359.248964644,0.948925
109.331,157.880378519,1057,235.175,-237.831,159.601,2935.38795653,178.74809606,235.084515266,1057,7.50908769432,495.780285976,159.907,235.072,5.62346683332,1081.21844539,235.130987511,1016.33128123,364.553911176,851.904628386,0.946659
109.353,172.280092935,1058,235.325,-237.915,155.142,2966.64452825,190.739292374,235.241276085,1058,-0.417823985794,573.299453277,159.974,235.236,5.52536914969,1415.50769368,235.286377957,1257.57164413,498.086260397,687.371938256,0.956504
109.358,280.665292042,1059,235.49,-238.163,169.776,2617.56654802,164.184215718,235.396809094,1059,-1.96156576497,276.583226669,160.099,235.392,5.65072256838,1662.39982762,235.455288822,1127.89858384,350.102557342,835.774320216,0.942649
109.472,38.1827151627,1060,235.647,-238.266,164.188,2471.23934246,135.136541245,235.558889104,1060,190.210292825,610.770652964,160.171,235.537,5.6777755306,1304.06445458,235.614821102,1053.85547412,380.932150237,903.969787414,0.940881
109.51,44.3782467885,1061,235.868,-238.535,157.5,2708.78277565,150.7109287,235.769087083,1061,0.75570317138,564.448349059,160.24,235.766,5.64062556512,1980.12733594,235.823853061,1315.7569794,561.363084444,902.447990116,0.948132
109.543,167.60268768,1062,236.683,-239.314,175.343,2654.06918578,156.635463676,236.600143529,1062,-0.136217667944,187.287064538,160.298,236.597,5.7466706897,1502.49318383,236.638919682,838.569991441,298.150199619,904.450564161,0.946915
109.597,353.711770436,1063,236.092,-238.781,157.842,2949.33921226,200.024627365,235.994057697,1063,-0.868622629378,520.569766996,160.346,235.985,5.61808335172,1368.48623857,236.044783201,1203.62811773,435.355822913,780.7276382,0.951262
109.608,118.78643933,1064,236.752,-239.475,154.876,2451.75353679,153.735905987,236.667386418,1064,-1.7279857119,304.45698255,160.411,236.66,5.66613335578,1487.96309037,236.715088126,854.292559892,358.74332129,984.670776052,0.948764
109.614,218.055346194,1065,237.035,-239.725,175.33,2825.92073542,178.096833648,236.943405204,1065,451.928262081,780.638702985,160.421,236.93,5.75323975056,1951.09996233,236.999518426,1336.38264717,395.15655002,783.594212798,0.938123
109.653,131.438724188,1066,237.558,-240.067,147.183,2847.72352322,128.417196592,237.452145867,1066,301.52732892,729.006579673,160.478,237.442,5.55148146263,675.307588494,237.507012725,1214.43260857,374.937669686,840.845454396,0.957255
109.718,147.885489306,1067,238.064,-240.743,158.583,2485.86126481,180.585468391,237.975633876,1067,-2.02532481289,278.02605484,160.534,237.969,5.6711907276,1597.59504913,238.028460851,1103.06297174,360.062581371,797.048941517,0.932787
109.771,153.474510866,1068,238.024,-240.654,161.081,2736.27679739,185.098215768,237.932249557,1068,4.87203462504,680.654515736,160.57,237.928,5.66939072592,1380.113174,237.973121491,1881.13025632,714.548380217,754.674829296,0.939726
109.778,113.403735543,1069,237.762,-240.379,157.603,3665.29763861,133.001085417,237.671553531,1069,2.73346611459,395.85153831,160.679,237.668,5.64605533238,1282.80698234,237.71645613,969.238107269,373.356627069,859.00133358,0.94473
109.811,104.123922383,1070,238.722,-241.347,157.228,2906.81662886,153.85698198,238.644182231,1070,2.82015954323,328.598055852,160.741,238.634,5.65379156249,858.702095942,238.683606843,739.123484506,284.429433956,682.94050393,0.959496
109.865,502.84356109,1071,238.402,-241.073,156.146,3437.92879358,218.550317702,238.321590354,1071,50.063141774,449.118236599,160.839,238.314,5.59025647781,2411.00446378,238.368524758,809.880124106,288.933282065,788.383041185,0.945418
109.916,224.486057729,1072,238.392,-241.018,149.62,2847.44703183,188.873726652,238.3035238,1072,271.389327053,1230.48473276,160.874,238.3,5.63958211802,1748.71725392,238.349453989,2189.58013846,959.095405705,772.514111574,0.947454
109.999,195.027456999,1073,239.281,-241.756,153.972,2677.2096454,160.918905121,239.211488552,1073,0.230518256409,193.014142071,160.953,239.199,5.6620916048,972.490616944,239.256581653,314.01648878,121.508047095,880.224177531,0.95276
110.058,157.574320894,1074,239.146,-241.638,161.343,2499.63874237,169.419430062,239.050374609,1074,-2.86212874298,450.279817147,161.015,239.032,5.69928792051,1122.71802375,239.102209441,1620.65724601,587.40045702,757.505079948,0.946469
110.114,156.705172116,1075,239.345,-241.871,163.483,2480.22568757,170.919568189,239.27092809,1075,104.004450894,602.206395449,161.102,239.268,5.65003795934,1527.77837021,239.310119215,1771.810474,683.715162833,839.793055802,0.94414
110.163,91.2416971922,1076,239.796,-242.183,162.823,3221.7818716,155.012456351,239.699197179,1076,-0.337870507126,402.020856366,161.144,239.7,5.57245729531,1147.56804992,239.746234824,1530.77287342,651.938766425,941.305330948,0.961678
110.19,121.879434875,1077,239.392,-241.856,152.512,2627.00625817,134.866940471,239.309350908,1077,21.4445041142,511.226468397,161.185,239.297,5.60684528365,670.802536154,239.352397313,864.662642896,330.970371508,693.116783126,0.961203
110.241,155.985306086,1078,239.93,-242.615,162.329,2808.1769907,143.697524333,239.835494841,1078,74.2756797278,1056.76108725,161.267,239.827,5.66402298056,899.071758879,239.878418268,2039.24649478,982.485407525,809.938497867,0.95994
110.284,61.524812011,1079,239.648,-242.211,158.184,2460.0288991,122.853941351,239.536738322,1079,-2.18220930033,409.383819253,161.331,239.525,5.62046636461,841.474630021,239.590515591,1361.15524417,422.582055148,911.944621222,0.96221
110.374,110.972343805,1080,239.984,-242.645,172.897,2851.10070745,166.145735424,239.90321828,1080,30.9632324622,519.687295665,161.411,239.908,5.62737113291,1473.75239273,239.93970925,1468.91203499,515.890342495,1104.36652164,0.950798
110.415,775.085792618,1081,240.497,-243.021,158.044,2969.94185656,204.149141669,240.423408758,1081,-2.57045284656,521.356047897,161.468,240.402,5.59967282792,2291.90759997,240.465822494,1425.05830069,566.40463238,769.882532894,0.948464
110.486,129.028811031,1082,240.127,-242.55,166.093,2709.8989581,145.494768192,240.032659531,1082,88.4779138736,445.092164712,161.513,240.028,5.61049419341,1057.50906477,240.081429821,801.70641555,356.614250838,847.183964681,0.948906
110.533,158.121913023,1083,240.361,-242.848,178.737,2865.65615115,193.522709617,240.263381732,1083,277.021415751,939.242203207,161.606,240.254,5.73417191448,2111.11005459,240.31752426,1799.96305132,564.001520959,896.209689723,0.947389
110.559,538.941537653,1084,240.696,-243.134,167.445,2666.24991539,184.285833086,240.604651137,1084,-0.506508493471,443.038029301,161.666,240.595,5.65876577652,1437.27060687,240.666499318,951.484413376,312.475432377,805.586821552,0.947865
110.585,786.454812633,1085,240.939,-243.492,163.034,3263.439257,211.664313009,240.842931799,1085,-0.797793867556,381.92120022,161.732,240.843,5.58878847018,2090.35868122,240.884004278,964.665866424,385.271378599,819.605437114,0.949679
110.621,46.5001205289,1086,241.336,-243.881,157.74,3082.14979982,133.453732022,241.244283892,1086,0.490586057313,525.542625942,161.809,241.232,5.54630562026,1392.76009605,241.286116865,1009.69582556,301.627130823,1094.5507189,0.948914
110.66,92.5168838108,1087,240.874,-243.429,148.473,3006.84055761,135.777967996,240.785607547,1087,-0.555515675622,868.93760632,161.865,240.778,5.58795862591,1227.82606748,240.829198741,2605.08883128,1227.64484991,1166.98359424,0.947464
110.712,119.896118599,1088,241.545,-244.121,147.782,2656.81097715,177.945467302,241.460746584,1088,-2.82614216731,270.280322099,161.922,241.457,5.54372463018,1517.62980745,241.505090053,664.580750086,228.024010554,859.216404817,0.952707
110.765,137.498149092,1089,241.481,-244.006,179.435,2678.15409669,186.744171336,241.365281443,1089,-0.0759227529139,643.428380189,162.006,241.37,5.70961020891,1640.20492345,241.418614364,1494.7781768,608.238265921,904.892253597,0.940365
110.83,101.174357926,1090,241.983,-244.515,159.561,3035.93050712,134.881663083,241.890218904,1090,140.726212267,1108.4084398,162.062,241.872,5.61653106195,872.484917068,241.942585375,2076.09066732,967.682227529,1050.9939365,0.957232
110.844,113.488445384,1091,242.168,-244.638,161.18,2741.39659494,159.332109639,242.069688354,1091,57.5792310151,57.5792310151,162.129,242.067,5.60394838268,876.047642728,242.128311158,57.5792310151,0.0,815.366886661,0.948276
110.864,101.583019497,1092,242.187,-244.68,169.828,2763.83945869,161.215758303,242.09219572,1092,2790.32380632,2790.32380632,162.188,242.086,5.71104343,1580.67636939,242.144176571,2790.32380632,0.0,1036.90564321,0.954291
110.901,118.868998936,1093,242.553,-245.118,168.073,3013.74844722,167.583516083,242.436651721,1093,-0.684949731465,902.349289423,162.261,242.431,5.73968714969,1473.35806986,242.501553794,2013.47786975,757.241809823,1024.77492445,0.944134
110.93,128.421754814,1094,242.637,-245.271,171.576,3095.9628625,175.885258606,242.524388728,1094,448.993501881,841.771938072,162.352,242.511,5.78597150995,1742.24461227,242.582640018,1234.55037426,392.778436191,981.061597585,0.948052
110.959,138.702905667,1095,242.042,-244.652,177.815,3110.56134369,176.581684702,241.930862999,1095,186.230350022,1193.84617183,162.387,241.923,5.79685662296,1336.20158565,241.996794486,2402.00049519,854.244771264,975.847469024,0.951465
111.011,184.890038472,1096,243.217,-245.721,157.778,2809.63238101,179.796140526,243.116814915,1096,224.812097069,607.675842118,162.491,243.115,5.64233523569,1868.87209619,243.169919875,1197.05961973,394.618007531,956.347589373,0.933349
111.041,114.537243196,1097,243.48,-246.098,164.93,2761.72667843,169.708032708,243.378194827,1097,15.2113451689,530.696116474,162.578,243.366,5.73240699514,1305.6620636,243.438716671,1118.08074448,414.549455014,953.005229949,0.943646
111.118,80.0906702217,1098,243.642,-246.168,152.981,3017.2966109,175.088920206,243.537382377,1098,-0.777932964753,527.12750441,162.611,243.527,5.6351637265,1583.13657498,243.603994605,1761.54951678,644.307310555,957.352462586,0.93354
111.176,117.772551507,1099,243.968,-246.593,171.107,2850.99064079,166.742450376,243.853105856,1099,59.3132122898,367.87846298,162.66,243.846,5.74822639244,1179.2956876,243.920592271,832.704671939,273.554738512,979.445955652,0.93856
111.211,460.814570114,1100,243.339,-245.885,184.864,3370.74119433,211.987969372,243.234303545,1100,-1.44544804126,334.673990059,162.729,243.227,5.85281077599,2122.59852186,243.29971331,1138.23889005,459.204561147,871.487677791,0.921711
111.256,456.605629965,1101,243.806,-246.337,170.762,3016.04987443,195.464363742,243.706269165,1101,-0.471170414364,368.320188321,162.779,243.702,5.7792189895,2221.51597443,243.773753278,942.552201804,357.409508442,802.346960493,0.935472
111.297,86.2124084285,1102,244.231,-246.729,170.643,3264.28027922,147.768070458,244.13324359,1102,-0.130709477264,288.850609151,162.825,244.117,5.80161425144,1683.7629834,244.187526336,660.849101866,295.638349898,1214.07717269,0.932783
111.318,331.384175519,1103,244.463,-246.968,169.71,3009.81865149,192.855121585,244.356978842,1103,63.9522236647,396.768427144,162.875,244.352,5.76286062533,2020.36517743,244.423098109,968.461326184,406.06299667,836.87110237,0.927863
111.374,247.489535096,1104,244.815,-247.268,154.177,3510.98584353,212.59951669,244.696908351,1104,473.177602367,807.208497741,162.942,244.685,5.63133911525,2305.89354583,244.751866253,1462.90970302,399.503397733,958.712307808,0.931661
111.409,113.560420209,1105,244.051,-246.7,165.075,2640.16088081,179.200206884,243.91634004,1105,-1.29494064934,286.103344346,163.005,243.918,5.6885733102,1496.83723526,243.972262259,801.449482911,277.591871923,664.969158372,0.917825
