PolicyRegParamNorm,MinReturn,Iteration,AverageAbsQ,AveragePolicySurr,AverageQLoss,MaxReturn,AverageDiscountedReturn,AverageY,Epoch,MinEsReturn,AverageEsReturn,QFunRegParamNorm,AverageQ,AverageAbsQYDiff,AverageReturn,AverageAbsY,MaxEsReturn,StdEsReturn,StdReturn,AverageAction
27.1101,21.8383636572,37,26.6357,-28.3284,4.89983,965.714275372,110.007884991,26.3221824061,37,317.32073449,385.878651052,30.3011,26.315,1.21152662245,519.168638238,26.6465065075,445.306445109,48.7481520113,287.183674216,0.833271
27.4754,25.445410199,38,28.0264,-29.7384,5.39186,1036.82367916,97.2536503639,27.7109643852,38,23.1615465357,183.302189259,30.9033,27.705,1.26821072225,339.980558512,28.0341013039,346.123952999,94.6620912611,223.577884956,0.678169
27.8666,-55.8449254412,39,29.287,-31.0422,6.19908,641.874695361,77.7979991665,28.990352788,39,-11.7335580983,109.257018135,31.5056,28.9834,1.33023383057,197.240035698,29.2958425937,277.172933711,105.661614271,150.140581699,0.684061
28.2221,-32.7964406423,40,30.5914,-32.3584,6.26666,856.620689209,82.8312489545,30.3085347473,40,80.7013332126,258.750182412,32.0458,30.3004,1.37411424289,232.393231831,30.5986581412,365.264286506,95.7821863143,169.174757473,0.719479
28.5601,-14.4365632702,41,32.0318,-33.872,7.01245,793.520985754,81.3997154882,31.7604977512,41,1.50379090621,255.600414607,32.5822,31.7555,1.44914679722,236.53056893,32.0334951986,512.465337751,189.375119226,180.666528997,0.677152
28.8689,38.313955883,42,33.2682,-35.1768,8.2415,730.060432289,111.748681796,33.0045000579,42,-30.8031924291,121.916189577,33.2067,32.9953,1.54678059883,346.084096572,33.2745861862,491.858877856,189.211179249,143.460807672,0.701468
29.1975,7.22617239756,43,34.5998,-36.4591,9.27324,656.245729459,103.603423372,34.3317991354,43,-7.13851035178,102.839010703,33.803,34.3238,1.63740787273,254.277329293,34.6063126805,323.067639979,121.357847673,112.260127172,0.715683
29.4665,-59.256577009,44,35.9143,-37.8417,8.73843,489.214716297,68.7549729945,35.6345267977,44,-29.4084102108,109.46727485,34.2702,35.6265,1.63361869673,165.232720764,35.9191743242,333.515186042,126.140168544,142.141457918,0.678966
29.8045,-54.4831349643,45,37.0391,-39.0031,9.6866,641.686165746,86.8038901252,36.761203317,45,5.28416029414,187.361942138,34.7804,36.7515,1.71951209029,245.120078947,37.0415734546,324.125780013,103.412686316,158.604382874,0.692212
30.1311,43.7363765863,46,38.5655,-40.5875,10.8638,530.466048391,121.447876627,38.2863578014,46,-10.5402275279,176.446198884,35.3351,38.2794,1.78230913912,277.619831675,38.5648063868,316.92022136,132.830776757,74.5217346914,0.704781
30.4212,11.0752552167,47,39.8687,-41.9538,11.0667,557.774340775,101.022664507,39.5804390198,47,5.31704344218,192.573023823,35.8658,39.5703,1.83989573044,347.560465971,39.8743255461,469.811695896,153.096403828,131.777269257,0.706012
30.7779,-34.1813944819,48,41.4846,-43.5417,11.8731,657.534542963,57.5509030915,41.209070536,48,-14.4791214956,104.321700636,36.3803,41.2009,1.9031350641,203.789906626,41.4842936188,288.162962559,115.221931918,184.360595306,0.724355
31.0873,-112.849005178,49,42.9103,-44.9978,12.1886,478.134812391,35.1356232682,42.633609899,49,10.1996683641,164.217070863,36.941,42.6228,1.93218880444,103.410048097,42.9108285862,315.85922034,121.678507206,134.743895076,0.752798
31.3901,-31.5125615202,50,44.1232,-46.3355,13.7511,566.594855072,49.9237828058,43.8510275694,50,-2.61104022114,161.900292099,37.5534,43.8403,2.04381349291,223.198131976,44.1207544325,424.314126209,167.4065564,192.315344696,0.726305
31.6971,41.8897341212,51,45.7241,-47.9506,14.1325,599.013325507,92.2296309098,45.4674155097,51,1.34958504207,169.527372711,38.0927,45.4573,2.07486411032,215.382029204,45.7235133201,430.73951394,167.215917388,115.581567574,0.740851
31.9826,40.4566673444,52,47.1912,-49.4515,15.2767,551.121817069,97.8408866956,46.9635048872,52,5.34824517377,228.670004176,38.6455,46.9525,2.15485684652,288.276050801,47.1920136448,494.620347761,202.006096872,124.031440359,0.76777
32.258,-58.020041114,53,48.6289,-50.958,15.8451,466.379373781,85.5421973276,48.4076122393,53,0.818802459769,145.049756417,39.2593,48.3938,2.20567189387,181.193627766,48.6315682111,333.427599913,114.132736533,91.1198516602,0.718746
32.4554,189.907831073,54,49.9697,-52.3408,17.3709,458.478771401,126.270546485,49.7462129709,54,-3.04720861033,32.4567522695,39.8158,49.7353,2.27091048436,330.460820417,49.9686959752,250.033387925,66.742895201,51.033204037,0.726884
32.7609,-72.345606704,55,51.2755,-53.7419,16.4798,221.44740703,43.6588871883,51.0414447188,55,4.14870427543,104.879976055,40.2564,51.0293,2.31334925504,111.484869298,51.2794747849,235.702214808,74.6175703455,66.1639761187,0.735706
32.9889,-96.7185653592,56,52.7207,-55.1679,16.8441,467.723601845,44.5682472424,52.4865169133,56,-24.9651495114,80.7965497577,40.7541,52.471,2.3235042706,93.2211112722,52.7238937921,307.430493945,114.699853257,136.440900402,0.734636
33.2054,-54.6304736189,57,54.2578,-56.8021,19.9018,679.08597587,97.0289620613,54.0408946332,57,-55.5228055818,129.128885756,41.2915,54.0257,2.46400668254,232.30634311,54.2686024062,299.807418128,136.634028837,97.4247925458,0.69626
33.4459,-38.7308428277,58,55.8076,-58.3913,20.0807,322.731254823,94.9484160962,55.6012397923,58,-1.73540552667,156.861832782,41.7393,55.5865,2.48201311719,196.825522745,55.8167902572,292.623221563,113.492434443,53.7127424072,0.690099
33.7088,113.654779864,59,57.4457,-60.0837,20.0254,329.944182147,108.4948842,57.2602557997,59,-31.7793297786,126.101951333,42.2327,57.2463,2.53115260638,208.098208007,57.4542828792,313.165864093,126.479080731,42.0328541914,0.726124
33.9574,-101.205690622,60,59.1357,-61.7986,20.8054,354.57925201,39.0425886528,58.9570306029,60,31.3410210951,143.761386699,42.6511,58.944,2.57715893087,71.9892676001,59.14718285,249.425782707,78.9051203495,115.643321627,0.728775
34.2104,-14.497546306,61,60.4953,-63.2309,20.4742,398.608641847,97.9844438987,60.3240743302,61,-70.9119424774,6.09818043819,43.1319,60.3053,2.60080068325,208.940713057,60.5140608863,117.180491924,53.8693463297,89.764060462,0.739765
34.4816,-129.916321292,62,62.0358,-64.8934,23.9702,60.0838899881,-14.199666373,61.8696046249,62,-54.7065750892,149.270199711,43.6013,61.8591,2.72907722171,-42.9825032024,62.0377100357,417.935473901,158.71161604,22.9171727527,0.754193
34.7574,-124.329109155,63,63.7005,-66.596,22.9367,302.200035266,-4.11203506379,63.5577667236,63,-39.9322796269,40.5775370445,44.0157,63.5397,2.71110964469,-14.8171760608,63.7108731262,198.245974894,69.396280315,44.9075322458,0.737129
35.0044,-130.900546469,64,64.9561,-67.8601,25.9704,477.070525683,33.2768039975,64.8135065451,64,-59.7009368589,9.53698147603,44.552,64.8006,2.84895146435,131.485292645,64.9637441373,197.016916749,67.9969663486,155.260579568,0.739779
35.2172,-164.441261207,65,66.2101,-69.1359,25.4491,460.313825823,5.73794360464,66.0692210701,65,-54.1089731682,19.1727204019,44.961,66.0539,2.84283884639,7.57484466245,66.2181463203,87.3689339967,50.0355363632,133.267678749,0.774526
35.4561,-100.761635465,66,67.7493,-70.7548,25.663,427.483826632,100.3970557,67.61090387,66,-17.6793198395,65.0229798783,45.3938,67.5962,2.92588270606,218.909741265,67.7526156446,300.479529549,100.268290924,103.707333614,0.727361
35.6966,-161.092538221,67,69.1742,-72.1565,25.8084,362.878246654,21.3111479466,69.0386413614,67,-42.7868584264,80.1174036788,45.7958,69.0231,2.92671626691,52.62698061,69.1863505394,383.597618521,130.649462136,129.186205579,0.73528
35.9668,-105.494910489,68,70.3803,-73.4052,27.8488,447.189706994,27.8863240975,70.2476734597,68,-55.2676633116,117.568873796,46.2434,70.2319,3.01825664925,129.176664783,70.3952091234,377.636617882,148.484439395,137.375735776,0.75075
36.2438,-145.556198885,69,72.3889,-75.3939,28.0856,382.651529597,15.3934267106,72.2559061438,69,-1.11011242978,165.661727884,46.6413,72.24,3.03584394737,43.3174822991,72.3983482773,340.426396655,129.041805177,153.144495123,0.762277
36.5174,-139.470130367,70,73.5441,-76.5413,27.7326,445.544993575,66.8182358417,73.4043642942,70,-46.2502253962,142.951349998,47.0268,73.3874,3.06324233837,150.847676105,73.5548665403,380.171537595,159.891428125,131.851419419,0.721204
36.7993,-180.704821019,71,75.1709,-78.136,29.9747,122.085303764,-23.7774425241,75.041616778,71,-59.2867266854,87.8102810589,47.4088,75.0277,3.13920251089,-87.4744300734,75.1784052271,257.996574433,107.405790613,50.5066305027,0.751072
37.0869,-96.637755598,72,76.7322,-79.6638,31.4791,552.948442124,54.6247777159,76.5900612702,72,-40.9777148819,106.629822619,47.8227,76.5731,3.17038922832,135.643784868,76.7389327488,334.809138735,136.436151957,164.736741419,0.724563
37.3744,57.4405793912,73,77.9172,-80.8712,30.3891,525.485265254,121.063211934,77.7621809855,73,6.43398492079,111.394618125,48.2354,77.7511,3.18646112493,301.091115426,77.9225445714,238.728669001,87.6500252294,109.70523737,0.726918
37.6257,99.4463696939,74,79.1846,-82.1655,30.2818,495.648000213,144.517541484,79.039668557,74,-28.2126989635,133.421476543,48.5676,79.0185,3.2081511328,392.312869768,79.191990672,263.711678964,109.583909404,62.2596861642,0.746661
37.8415,290.389716151,75,80.935,-83.8794,31.7424,795.299054035,138.32022764,80.7987007649,75,30.0255867059,155.977306163,48.9923,80.7799,3.27120265747,436.736599468,80.9372568246,381.357830129,127.422497883,72.66522073,0.716163
38.0764,-47.4870386146,76,82.1959,-85.2753,35.0935,587.612419576,103.272477168,82.0540369102,76,10.859713173,201.441034587,49.3866,82.0423,3.34712598572,288.592804289,82.1942299562,395.690496654,152.3048794,154.660015363,0.747719
38.2434,-31.8795695715,77,83.1925,-86.1573,36.6409,513.232659322,95.1467825637,83.0382182221,77,-36.9843921434,122.154301226,49.7465,83.0228,3.37353904282,312.326104683,83.1934852712,348.652872263,138.961905184,159.014691317,0.778208
38.4678,-63.1797352567,78,84.3324,-87.31,34.6368,588.671662952,117.910402718,84.1885922187,78,21.1609582729,195.486052789,50.0878,84.1711,3.34571281887,339.797509677,84.3360609805,376.575061548,156.656819699,118.707552484,0.763974
38.6752,29.9051966134,79,86.0849,-89.0931,34.2121,589.84994586,123.053372928,85.9456718599,79,34.0917638361,242.732906758,50.4456,85.934,3.38468870918,321.690747208,86.0808879699,410.87708354,137.923495333,107.781391537,0.758629
38.8969,-24.5060240975,80,87.6321,-90.5827,34.7256,498.920810452,103.124422488,87.5035446185,80,6.62232328577,162.028178389,50.8098,87.4918,3.38701883967,286.403469199,87.6278359914,450.710133392,156.457507901,119.561821958,0.768574
39.1268,106.914051737,81,88.7652,-91.7681,36.8101,711.692676042,127.568049469,88.6247200454,81,4.82972775041,212.682270643,51.2148,88.6054,3.45802270643,399.708849639,88.7579190553,372.110622897,137.043433685,103.550513169,0.785021
39.3083,33.520229721,82,90.2394,-93.1563,37.6421,488.471086913,120.415776514,90.0990876196,82,38.1367280265,223.107183113,51.6168,90.0848,3.47221411627,348.148072608,90.2289158127,524.822951864,163.935995635,106.807974725,0.755244
39.4805,231.388545669,83,91.6994,-94.6661,34.0071,553.120740234,157.543802621,91.5485683374,83,8.81257876812,179.205071272,51.9261,91.5341,3.42989153601,412.499187489,91.6884777018,398.545808056,134.701601016,53.81972152,0.749824
39.6864,100.922661368,84,92.9567,-95.9044,36.4084,644.72689045,121.907358812,92.8049138095,84,4.41176032418,240.704637944,52.2605,92.7918,3.51188646128,426.84560645,92.9434274558,349.909237496,112.088428732,80.3481731584,0.735743
39.8361,79.0055258671,85,94.202,-97.2121,35.661,595.823482683,103.434434888,94.0400466155,85,14.5376689061,195.966058753,52.5645,94.0241,3.50191492685,359.159517428,94.1792011042,389.677128345,165.917108411,115.287557812,0.786535
40.0153,-35.7010128433,86,95.6163,-98.5547,40.3549,462.552525489,114.073323891,95.4595255158,86,6.68652932211,233.152324894,52.9404,95.4496,3.57915706968,304.629522193,95.5911600444,388.8723013,148.108270224,124.458784045,0.74948
40.2152,5.04102156298,87,96.8635,-99.7857,39.3401,624.680276153,106.437179092,96.7003581576,87,17.0745004047,160.946793521,53.2735,96.687,3.56083301086,318.888105434,96.8395787455,392.508830434,119.021705442,140.722038058,0.765311
40.3817,7.98957720017,88,98.1744,-101.241,37.2497,676.427961771,149.756493412,98.0171345566,88,-4.08192875549,144.277021596,53.5881,98.0009,3.56253364417,421.919451238,98.1609941077,428.502115112,152.442657797,128.118726903,0.787041
40.5635,40.746643244,89,99.1338,-102.193,38.7325,604.296516712,146.789247519,98.9690595966,89,-27.0696064013,125.836786899,53.934,98.9578,3.63104352307,335.617564307,99.1009617997,314.8982981,108.844521822,105.225629762,0.741933
40.7386,194.722568557,90,100.16,-103.268,40.613,596.329308788,150.759709894,100.013219306,90,-42.5482185879,93.7102926235,54.2393,99.9986,3.63110008748,369.57839927,100.151298876,402.029630429,142.735559659,78.3927552614,0.761529
40.9104,155.151178535,91,101.492,-104.502,39.9905,705.314480249,144.178350459,101.339709043,91,-27.9065710553,99.7267188156,54.4982,101.32,3.66453991389,373.066771957,101.474115787,273.125826477,100.927173748,91.7887400659,0.774211
41.0415,-61.5480144545,92,102.566,-105.655,40.296,641.677361473,95.5228083122,102.416272642,92,-29.0330281007,141.968780685,54.7713,102.399,3.69004457459,285.303828413,102.547082281,316.12370846,111.734309437,214.705158658,0.762611
41.2191,-61.3887977582,93,103.697,-106.834,40.4125,821.057192995,125.11369695,103.540463173,93,-31.9808655981,139.86392926,55.0983,103.526,3.67818699276,297.806036206,103.676556476,505.122194098,174.206562682,114.590773123,0.757838
41.3997,-82.7580310282,94,104.96,-108.054,40.8903,522.73333817,84.4895936923,104.799268792,94,-5.08450673727,138.080307567,55.4286,104.782,3.72533156587,177.060454937,104.93815989,275.252153044,106.525967963,112.236300159,0.770819
41.564,42.1182665741,95,106.282,-109.358,41.017,785.569340242,119.645559338,106.10987633,95,-5.44050556796,166.543713174,55.7191,106.1,3.75435878313,358.627779594,106.253635099,452.74652463,150.302547603,171.640419799,0.744231
41.6921,-18.0160696376,96,107.754,-110.998,44.8626,595.294855158,128.053836188,107.618842886,96,2.18157698143,131.854657873,56.0125,107.599,3.81218002793,345.842947596,107.743701535,277.008817881,103.472632263,109.037846819,0.785495
41.8585,127.879780432,97,108.878,-112.072,45.7432,444.779089669,142.656474719,108.704012553,97,-18.7789234626,179.96927087,56.328,108.69,3.85029251817,296.88694248,108.847105677,537.143136842,176.748877713,88.8153927866,0.758912
42.0254,148.274746533,98,110.203,-113.381,44.0925,575.513810077,145.564464406,110.030252479,98,-1.11858746142,169.133678875,56.6017,110.011,3.81433490817,318.620530002,110.184723328,336.215343245,113.621479695,92.685341406,0.78035
42.1866,109.099141662,99,111.211,-114.517,47.1805,511.830549679,104.207841519,111.041327347,99,26.2349794791,181.55379017,56.882,111.026,3.90060625492,220.390767384,111.188894467,313.827573471,95.8149207432,90.2923786161,0.752593
42.3284,-70.0096654696,100,112.711,-116.01,46.5015,504.64581795,100.736634048,112.542513532,100,1.77089798816,154.646751555,57.1441,112.525,3.8902265797,196.501795144,112.680478598,344.100640916,89.8046176088,78.7120938261,0.812981
42.5078,186.672523469,101,113.957,-117.27,44.6673,411.755781094,144.350859584,113.786344832,101,11.3704106817,91.6614399039,57.4195,113.77,3.92495896868,289.368607246,113.926766699,409.738064622,125.119088319,44.0644497592,0.8003
42.6653,137.384037355,102,115.458,-118.706,45.1632,486.39597023,145.467062869,115.292430359,102,-14.7634869314,99.6040409641,57.7271,115.275,3.9599602029,290.891208159,115.428836608,214.437410116,87.5787912819,61.8063698319,0.766916
42.8229,108.886733972,103,116.236,-119.608,50.687,412.18778803,98.7665254488,116.06043292,103,3.88834569035,163.566017591,57.977,116.04,4.06005443263,208.038362716,116.202229629,541.252289904,182.205797035,72.0236236099,0.79341
42.9712,220.73199128,104,117.859,-121.283,46.2152,341.608982719,141.476578071,117.700875622,104,26.7132346713,215.996257942,58.242,117.684,3.99135076575,280.752314091,117.830109687,395.375906399,131.489164966,30.5394136116,0.81429
43.1329,152.68505808,105,119.119,-122.532,52.7175,439.6433662,115.813795214,118.966408452,105,2.26565162984,187.941958232,58.5235,118.942,4.08772050828,256.857569098,119.096833528,394.172050636,148.800189668,73.8692881706,0.783102
43.285,49.9879733254,106,120.367,-123.865,54.5916,389.978786787,109.204826596,120.202797585,106,16.1471877349,169.291108039,58.8069,120.19,4.15742851653,222.30450247,120.329507796,382.460550884,140.496964009,63.2818172637,0.798592
43.4602,-17.5310561333,107,121.694,-125.07,54.7845,686.846563491,113.829023682,121.537741598,107,-15.9219494061,49.3632763279,59.0992,121.53,4.17898023518,273.83432578,121.66086093,152.752415414,55.1606713286,97.8921871127,0.789723
43.6605,136.539134461,108,122.779,-126.173,56.6018,370.779666646,114.252115791,122.622886548,108,-88.942492985,28.9198336853,59.3783,122.599,4.2480753958,210.427385328,122.74772226,220.526464228,81.0534251984,55.2163654997,0.797814
43.8266,-67.0247531374,109,123.432,-126.911,54.811,468.876536178,100.411350412,123.264205388,109,-3.08833313681,105.970231499,59.6322,123.249,4.19671101612,248.882056447,123.397512885,311.502163264,117.277341049,122.555670479,0.77426
43.9567,125.698041279,110,124.801,-128.135,52.8358,346.857646705,120.154068741,124.639533478,110,-12.6868914407,74.0936487698,59.8872,124.623,4.1827872335,238.120503249,124.77496076,276.63162478,99.3709222548,53.8010273963,0.801488
44.1519,119.340104011,111,125.534,-128.979,57.6253,439.050614465,101.48060996,125.359104235,111,-17.4279320081,120.610890424,60.148,125.349,4.31363685247,213.71349973,125.487495096,241.620137008,89.2930960934,64.380231033,0.793797
44.3428,-81.1453052131,112,126.44,-129.86,56.8174,7.64980701256,1.88504129288,126.270069828,112,-43.7288812817,91.3940898761,60.4706,126.25,4.32513894176,-12.7770566141,126.409678932,244.718471983,111.375756293,16.3027744941,0.786009
44.4965,-46.3290102125,113,127.203,-130.613,60.1227,338.316167772,66.0109330988,127.034023532,113,-24.7530308531,86.3024415598,60.7382,127.017,4.3409273846,131.209707113,127.170807709,359.255274812,113.904685268,111.34251277,0.793136
44.6629,1.96573057239,114,128.311,-131.736,58.9534,391.577967275,97.3419545162,128.149766423,114,12.6525255265,138.49987769,61.0167,128.134,4.36796078414,215.267076686,128.277467624,278.176691472,92.9542103073,72.6590115985,0.761116
44.8274,-126.420653396,115,129.682,-133.118,58.7945,391.812632364,99.4435765361,129.512689979,115,-37.1436969343,116.279790706,61.3261,129.488,4.39602771509,246.561342951,129.645002358,324.834663883,119.459525166,89.3730572429,0.793959
45.0139,-69.4774176817,116,130.197,-133.621,54.7707,526.182288197,98.562084689,130.017128038,116,-120.767838425,155.981991972,61.6065,130.003,4.36060197242,197.073508182,130.157998793,397.874308303,165.691886563,80.5183371791,0.819514
45.2189,131.625857372,117,131.907,-135.334,58.7267,389.833659732,122.226604301,131.735635136,117,-69.0829790332,26.6865033368,61.9209,131.72,4.41343365525,260.788174032,131.870610806,135.174617503,57.8162161931,55.9326554134,0.819404
45.351,128.56498737,118,132.131,-135.519,63.9093,544.025864766,105.055436708,131.941848044,118,-52.9510187086,128.006819446,62.2063,131.926,4.47772942671,221.186487029,132.088690524,277.63160477,126.570981912,69.2898925195,0.797404
45.548,28.5367586092,119,132.992,-136.279,63.9431,507.358677325,106.569237967,132.794279717,119,-64.3844497382,83.3323048374,62.4888,132.774,4.4828439701,276.318477829,132.947713125,205.098891782,86.7092453193,97.7365295548,0.782766
45.6874,120.949945156,120,133.675,-137.107,61.7106,379.078153643,108.356230814,133.468445053,120,-52.7013349045,38.3448945325,62.7641,133.452,4.49969871327,193.937395829,133.635746125,106.866270532,47.2607232451,60.4762008437,0.798784
45.8648,125.096151295,121,134.527,-137.899,60.2147,544.014730069,117.775235204,134.324849335,121,38.1421269979,174.284564239,63.0294,134.311,4.4569312181,264.818738992,134.478590757,319.36546857,99.31270298,94.6808150798,0.805287
46.0196,-44.2105463304,122,135.393,-138.781,64.8267,382.813040632,77.8569596367,135.212647464,122,13.1011938685,113.971824332,63.2743,135.189,4.53099791319,169.727788452,135.368030001,271.279504209,90.1150507609,97.4755507393,0.788329
46.2008,75.8254946339,123,136.052,-139.428,63.7058,464.197588477,106.472395201,135.847567922,123,-17.2038959432,129.45910548,63.5702,135.834,4.5148988462,212.778902333,136.005703513,313.87501578,94.3794431464,81.8598527019,0.804766
46.3602,135.30592888,124,136.848,-140.285,65.2205,370.143652396,124.929990516,136.637958275,124,7.06461996929,118.972577496,63.8536,136.622,4.60198832257,236.208970905,136.800639724,347.130414932,125.116440839,53.1392640312,0.776679
