MaxEsReturn,AveragePolicySurr,StdReturn,AverageY,QFunRegParamNorm,AverageAbsQ,AverageDiscountedReturn,StdEsReturn,AverageQ,AverageAbsQYDiff,AverageAction,AverageAbsY,MaxReturn,AverageReturn,AverageEsReturn,Epoch,PolicyRegParamNorm,AverageQLoss,MinReturn,Iteration,MinEsReturn
212.082638378,0.468893,0.26914783683,0.778071264237,11.1655,0.755607,11.53331428,18.7469755624,-0.751059,1.52913053726,0.0381714,0.778261346996,12.932701337,12.2933756833,15.1004591032,9,11.1819,2.87119,11.3917757223,9,1.32202290803
9.32273796609,-0.560539,0.0803172608588,0.454796558049,11.2628,0.452731,1.70842177219,1.36475874866,0.451205,0.10223832709,0.999567,0.457445185028,1.90349229232,1.70302472826,2.50854553361,10,12.8104,0.0387371,1.49692990713,10,0.342461293126
4.56075243373,-0.494098,0.0791589484414,0.423988587516,11.3861,0.425847,1.70520863675,0.603526774581,0.423288,0.0529639732476,1.0,0.427429614843,1.89818760457,1.69969402546,2.29773649422,11,13.3653,0.00806839,1.48500705153,11,0.745461266042
5.23922398351,-0.532402,0.0814916004106,0.492173751672,11.5114,0.497854,1.70800078443,0.653282528391,0.491844,0.041213294189,1.0,0.496551555343,1.91119200317,1.70260289943,2.38784473605,12,13.6129,0.00467722,1.47724994845,12,0.780912543607
4.49069962183,-0.507742,0.115142000155,0.508688910494,11.6435,0.518924,0.434697457962,0.581481762269,0.508516,0.0352028534327,0.999999,0.516628824809,0.58566930946,0.285524968731,2.21692642709,13,13.8974,0.00332035,0.0431188102105,13,-0.133959250184
87.1696987699,-0.581076,1.00186986903,0.503656027107,11.8639,0.521654,34.9262034912,21.1114606963,0.503304,0.0400348541596,0.887894,0.520766961483,42.1979582739,39.4956227391,20.4109280912,14,14.3838,0.00458774,36.7980768408,14,-0.840332787978
71.2466648479,-0.733513,0.900214161184,0.633836545349,12.2067,0.644503,34.3462255866,8.47374134667,0.633349,0.0455015893831,0.982255,0.643828412563,41.2501451653,38.6438522027,42.2101294363,15,14.8947,0.0078569,36.5600368431,15,18.8131836398
168.721552223,-0.899889,7.50039435197,0.780968886934,12.6131,0.787898,68.7296865238,40.5168814641,0.780369,0.0466975538006,0.914278,0.787658447492,98.1746523812,87.2796313653,67.3697676945,16,15.5036,0.00876877,59.9901220504,16,15.1675876229
121.21291083,-1.0927,1.09728198911,0.953950853555,13.1811,0.960277,86.9420040634,16.4268250647,0.953335,0.0525383830194,0.766023,0.960138199064,122.437189989,119.479283683,92.01709423,17,15.8667,0.0117213,117.413000383,17,60.8730912311
174.074201123,-1.27758,2.17902664196,1.12658700684,13.6705,1.13301,112.61282319,36.7125746567,1.12626,0.0531697001443,0.918113,1.13276795663,178.305612689,174.602120306,129.746295373,18,16.1913,0.0118529,170.429091806,18,59.0332626477
174.931319133,-1.46315,1.61477434495,1.30720393767,14.2788,1.31249,111.645465639,39.7636480517,1.30661,0.059907213096,0.758216,1.31267677902,174.701271683,172.190686349,146.36047699,19,16.6035,0.0160049,167.333156555,19,42.6670656975
177.075466775,-1.66162,1.67823654662,1.49278913204,14.9198,1.49767,110.361834823,42.714191485,1.4924,0.0615299733724,0.769278,1.49763513081,173.814897263,170.457693749,136.834171747,20,17.3964,0.0183072,168.038694538,20,64.6371216609
184.666209883,-1.85144,1.16985367533,1.66738528164,15.659,1.67173,110.455672635,50.8233915719,1.66681,0.0689288574792,0.726505,1.67184484173,172.683648954,170.037031124,128.773433586,21,18.1458,0.0231544,165.929770016,21,12.2823470564
214.242226814,-2.04904,1.31821720788,1.8561672071,16.4068,1.86016,110.275998167,59.2148141614,1.8553,0.0796178250394,0.676956,1.860467776,172.921451356,170.263030438,122.012061966,22,18.8962,0.0293937,167.215309641,22,7.43759814616
185.38036516,-2.25384,1.47849677155,2.04782455348,17.0992,2.05188,111.569100053,59.1793291408,2.04724,0.0807956511282,0.654679,2.05201206511,176.794716348,172.745798681,136.353557701,23,19.8745,0.0320551,169.353048032,23,30.5862421602
211.025969935,-2.4946,5.97915650445,2.2702449682,17.896,2.2734,108.220657031,30.6721858252,2.2694,0.0896663991747,0.545388,2.27371053681,180.2491697,165.916006827,162.151761125,24,20.6879,0.0385774,155.230485,24,118.347707839
224.865904449,-2.72772,2.3546020224,2.4557143312,18.6761,2.45869,115.117181192,67.9918390555,2.45468,0.0979836002299,0.690948,2.45891507188,198.371318096,192.72014169,126.872527204,25,21.4749,0.0434055,187.002029613,25,8.88238875252
337.625968013,-3.00832,3.60531166041,2.72491331359,19.3838,2.72753,120.567961093,99.9552996081,2.72391,0.105071522328,0.65363,2.72784553459,205.938449503,197.371640929,149.006331717,26,22.1183,0.0521718,189.244978899,26,9.10554986659
290.929213054,-3.26336,23.4314787544,2.98502907151,20.1455,2.98736,140.539929195,72.350105823,2.98357,0.115944897429,0.761601,2.98789507404,257.222883149,245.925994087,171.646488992,27,22.787,0.0624235,82.9922890306,27,65.164863764
283.756891289,-3.48108,5.02299209009,3.2002630836,20.7915,3.20335,150.381259938,75.0224099768,3.19907,0.117684999754,0.769799,3.20334829059,279.911520094,269.028219073,180.971010146,28,23.5006,0.0637457,259.888860866,28,73.4342778131
311.681855047,-3.71893,3.37302241084,3.43970945326,21.5436,3.44274,137.74861273,73.3700424093,3.43837,0.128885597545,0.663972,3.4426854239,245.58623211,238.236118485,191.231605997,29,24.0992,0.0759971,231.354750582,29,37.2779021103
269.580876876,-3.94158,6.94187099453,3.66931916473,22.2206,3.67247,146.949752876,74.3755797192,3.66826,0.132870087043,0.76991,3.67211568704,278.744960009,262.684251986,162.164885496,30,24.7816,0.0810405,245.514455319,30,40.3574428848
301.07435999,-4.13251,44.0186177056,3.86820290909,22.8918,3.8714,138.17958912,71.4625134364,3.86688,0.142153802262,0.764704,3.87080631746,311.984513055,249.502684811,208.094419383,31,25.2974,0.0890203,99.9877737854,31,94.1205232441
402.929169899,-4.384,37.8563175135,4.10904389588,23.5168,4.11198,139.70528279,119.796879388,4.10769,0.147592083517,0.754969,4.1117509744,346.815474071,255.6387932,210.136120888,32,25.7954,0.103858,203.644156537,32,16.39905163
368.23522604,-4.6062,10.3523744157,4.32787807868,24.146,4.332,145.202822732,108.961339055,4.32655,0.163998743131,0.732281,4.33084625701,309.708974328,288.899625161,214.353387796,33,26.2438,0.133824,268.270336896,33,19.0984444208
390.132091632,-4.83184,11.6916999046,4.53660618467,24.6893,4.5401,141.407072788,80.9529331238,4.53523,0.160979977464,0.71476,4.53954183912,302.381079062,269.650273431,257.293239529,34,26.6456,0.12875,255.115115867,34,124.649607414
274.367086602,-5.09481,20.8940491743,4.78971180277,25.2449,4.79381,144.180552664,55.9075315507,4.78858,0.164851044731,0.702438,4.79243247819,360.408179724,275.305171118,171.852033061,35,26.9952,0.133547,239.69578579,35,93.4666705265
258.679283141,-5.32463,32.098797199,5.02263424421,25.7946,5.02694,142.361645257,65.6872805658,5.02129,0.171455928857,0.723351,5.02574389058,326.93781013,264.068633646,162.342970224,36,27.3547,0.145824,180.443336378,36,42.9669379987
310.959616864,-5.56601,40.2978575904,5.25518569989,26.37,5.25901,140.58255907,73.190948425,5.25388,0.181282300822,0.712621,5.25783114444,339.381656442,262.570263022,166.919793587,37,27.9053,0.164913,161.590610257,37,60.4350102923
431.171222706,-5.83897,7.56770745249,5.50626915974,26.9421,5.50967,146.132817544,99.9672466169,5.5047,0.186963737662,0.720746,5.50909484125,291.913565253,274.898398897,221.284388819,38,28.3006,0.174402,256.215198809,38,65.6776319376
340.13208565,-6.09434,43.942088063,5.76863137317,27.4051,5.77236,144.567473994,91.0549632458,5.76713,0.196064105364,0.711028,5.7711489832,322.702091989,266.857617481,230.293813069,39,28.7113,0.193533,105.659811681,39,26.6468242774
440.233183087,-6.34334,38.8920281104,6.0135172364,27.9144,6.01786,150.210762848,112.033831411,6.01207,0.208928547604,0.735604,6.01577510351,370.557552881,286.12350207,218.170133788,40,29.0731,0.214303,109.974922235,40,62.7335715017
451.890097256,-6.58271,16.4539701019,6.25324308525,28.3931,6.25758,169.650974078,115.84233697,6.25145,0.211290553042,0.74833,6.25560955272,364.235867056,341.540506414,235.407134281,41,29.333,0.212095,282.0192706,41,49.6727128347
375.184305581,-6.83318,12.2530735468,6.48767655754,28.8739,6.49256,161.683143649,115.757890811,6.48676,0.216393310149,0.684803,6.49010025484,341.796248444,315.534576346,201.697431575,42,29.603,0.221502,291.522667088,42,11.4172967819
371.66091104,-7.08859,14.7063192599,6.74251324104,29.3745,6.74525,172.788142523,103.36618588,6.74023,0.225657590703,0.826354,6.74468202869,372.382304383,353.035157858,266.655539162,43,30.0097,0.255671,319.123219926,43,54.7164592293
392.797238464,-7.34003,88.3004941513,6.97372174944,29.8916,6.97858,143.974271141,112.429425871,6.97237,0.22848217729,0.771355,6.97593294374,371.093865772,271.067089057,217.978209555,44,30.3058,0.251987,108.265017538,44,26.3362788051
556.796713628,-7.62975,39.0477082769,7.26483496179,30.4709,7.26868,163.068696893,130.668845306,7.26187,0.259991470823,0.860864,7.2683139839,387.019046147,324.081135954,283.012482904,45,30.6487,0.322799,130.909454849,45,119.140238759
388.491989979,-7.85444,145.34565694,7.49502846755,30.8948,7.50153,101.351057327,92.3400306603,7.49382,0.241411217667,0.791953,7.49803801778,624.362221064,177.288579084,249.754591737,46,30.9723,0.266309,99.0593661021,46,117.228842771
651.606607174,-8.13669,11.322664862,7.76342748458,31.327,7.76873,174.089322498,159.329099565,7.76145,0.241443616893,0.835562,7.76647841398,387.349737409,357.115824316,293.269743232,47,31.2372,0.251057,334.426837214,47,94.9942423467
743.641820085,-8.4054,17.2852728563,8.02269873046,31.7579,8.02789,170.26023893,198.430067881,8.01976,0.256551055515,0.848877,8.02619392549,370.726765044,342.921866211,237.470855609,48,31.4937,0.305136,294.921445237,48,15.3574755838
346.64846457,-8.60857,68.6523211684,8.22466402076,32.245,8.23077,152.374750563,96.1667607666,8.22211,0.26777837381,0.883003,8.22799736858,370.996947199,292.211897255,242.59988013,49,31.8332,0.357208,125.870515324,49,79.047456558
392.047058858,-8.89552,49.573833623,8.49120544025,32.7142,8.49689,198.891185485,117.426175391,8.4895,0.262365883986,0.858253,8.49464380879,609.111293424,448.915065462,251.442073488,50,32.1408,0.328764,371.864561328,50,64.3677831312
387.541892379,-9.15721,192.020073557,8.75371233148,33.1352,8.76054,234.736499211,146.976794475,8.7521,0.272250009469,0.846685,8.75706806678,1374.4260422,838.324127538,216.897412613,51,32.3503,0.321966,549.177824194,51,12.1714942913
496.886326435,-9.41885,2.82599405926,9.00391588195,33.5484,9.00915,174.392486338,146.251676931,9.00106,0.282365108879,0.831903,9.00652167873,359.712078814,353.369986613,253.153181787,52,32.6382,0.361956,345.560432257,52,43.9791762785
408.658629673,-9.69148,64.6392413258,9.28851644991,33.9367,9.2948,191.26782348,127.634291254,9.28667,0.284537122481,0.86904,9.29143641638,579.220323576,423.61231494,241.970945551,53,32.9521,0.356143,367.783757661,53,22.8901497193
506.448306995,-9.92628,19.7039431935,9.51575398832,34.3494,9.52096,185.39270717,135.288982722,9.51254,0.286014097526,0.792911,9.51840440444,491.465025239,377.024505947,289.071302202,54,33.1707,0.388664,362.051410197,54,12.6389967151
437.803928715,-10.1529,43.5545947425,9.74314807521,34.8036,9.75037,185.770991923,107.658481615,9.74157,0.290113875103,0.846244,9.74596534792,501.33562354,410.436301995,270.288967461,55,33.4853,0.371811,348.182707843,55,7.7851879354
506.589895203,-10.4092,118.512460917,9.98862910028,35.2352,9.9952,112.044463795,113.068319743,9.98644,0.306406501636,0.873443,9.99275211159,531.430483353,190.064836875,229.478001697,56,33.7011,0.432376,120.566667062,56,83.8846835725
344.760534241,-10.6368,9.73866612804,10.2142455071,35.6115,10.2213,177.060249304,121.6515233,10.2114,0.311098822564,0.817442,10.2170602322,370.645207766,354.17794004,203.32824865,57,33.8804,0.431583,322.116484822,57,47.6658413581
375.282376582,-10.8523,17.8536153494,10.4350051622,36.0746,10.4421,161.549726702,102.515952104,10.4325,0.313211583285,0.871571,10.4378651233,339.874007449,313.430135998,243.056325521,58,34.1041,0.450965,273.355535362,58,20.7262697213
341.13757582,-11.0497,37.0880524691,10.6385513855,36.4176,10.6447,143.288207197,92.6494028125,10.6361,0.31604436721,0.878945,10.6402990595,342.765683965,256.608633643,243.867551926,59,34.3586,0.455608,171.728996232,59,17.2912093768
431.881774247,-11.2679,94.9934298612,10.8328041121,36.8777,10.8393,173.126325592,111.894263989,10.8304,0.330362156745,0.832698,10.8348031731,975.748967768,385.901870626,236.315241805,60,34.5929,0.475031,307.961435888,60,74.5018583628
367.560794232,-11.5124,98.7704075752,11.0785095532,37.311,11.0845,185.222069585,109.742659127,11.0763,0.336433998023,0.772432,11.0806544063,717.406397414,397.19838902,211.721218117,61,34.8582,0.494588,337.836362298,61,38.666925938
375.146857642,-11.7135,13.8572128347,11.2790473421,37.7299,11.2867,167.768875075,102.041743871,11.2765,0.342793019709,0.862933,11.2820467761,410.02475351,338.961293916,228.902457728,62,35.1437,0.505981,306.310370984,62,52.5119253178
329.104253984,-11.9208,31.0777114044,11.4796650998,38.0746,11.4883,168.224026388,106.277893425,11.4771,0.351037191583,0.851385,11.4828611919,365.910051144,331.65409342,212.290603181,63,35.3398,0.560104,145.099067733,63,40.0948920502
403.124483508,-12.1691,2.82749946567,11.7190854701,38.4196,11.7274,185.175859899,157.611473466,11.7171,0.351907453736,0.831068,11.7217275823,391.962890104,384.186436374,197.93632741,64,35.5555,0.549769,377.811400586,64,6.71909442106
456.944006182,-12.4402,20.9315384358,11.9972804983,38.7357,12.0061,161.959572595,134.88766473,11.9954,0.357623327305,0.818135,12.000369941,350.447871777,315.543073487,219.170246204,65,35.7021,0.571974,271.174585113,65,10.1813723641
349.27648346,-12.6097,36.6655989814,12.1595284824,39.0773,12.1663,141.840873772,126.872133446,12.1565,0.37147662936,0.83953,12.1617315289,342.913259241,255.088358791,162.042214817,66,35.9406,0.619556,148.05802554,66,10.1148490382
396.206703837,-12.861,45.489376927,12.4318711553,39.46,12.4406,163.861201191,114.316301318,12.43,0.355224843286,0.84277,12.4346788795,461.366752428,316.155635399,207.974714408,67,36.2256,0.5486,261.255582831,67,15.3797149932
355.579708625,-13.0304,35.9901435644,12.5891261464,39.8553,12.5989,206.222631006,104.510250212,12.5878,0.376571339526,0.70182,12.591725271,518.122354271,471.91519978,212.00510253,68,36.3827,0.657505,389.811823172,68,55.7564618293
379.156049174,-13.2586,9.95683611773,12.816017363,40.1908,12.8233,173.337973716,107.467770857,12.8121,0.378502302032,0.792574,12.8182315552,369.255545544,345.206789033,245.75716437,69,36.5212,0.611504,326.491799536,69,13.2222099067
317.694034409,-13.4225,58.9364014664,12.9860107967,40.4754,12.9956,169.989507185,117.132480186,12.9841,0.384178126651,0.808044,12.9886329287,491.182417683,341.120449038,213.054416755,70,36.7232,0.650764,275.645361775,70,5.94082812816
343.088451744,-13.6898,29.9182451406,13.2623107302,40.8427,13.2698,190.868006753,104.092409,13.2592,0.382550856533,0.694233,13.2651562128,471.456713796,405.406100542,190.624482487,71,37.0088,0.69232,374.018288633,71,30.1264953386
497.541938339,-13.9121,31.2036015261,13.4685272053,41.2108,13.4781,184.773751198,130.371933612,13.4667,0.385686348712,0.727704,13.4710081625,457.992091362,401.346115339,249.819157024,72,37.2242,0.662626,356.805124975,72,10.8443055454
484.72867248,-14.1115,57.5869845929,13.6732511884,41.6318,13.6787,201.547096679,141.248093374,13.6696,0.391955413606,0.820247,13.6756921913,642.701030525,498.28385945,223.67148641,73,37.4088,0.704767,256.925541372,73,54.801599232
399.394009213,-14.2791,47.0474034596,13.8255046696,42.0293,13.8344,208.113952875,103.633842996,13.8236,0.398938174088,0.851005,13.8282077095,640.951092131,522.62548465,215.522241297,74,37.7097,0.729479,460.869916235,74,76.7907075731
488.210359005,-14.5058,75.3880280209,14.0528535147,42.3137,14.0636,204.338554664,118.30862749,14.0515,0.397618477854,0.835755,14.0552710922,605.79969942,486.244284403,257.05229847,75,37.8905,0.700524,370.489442787,75,91.0182714904
484.548155594,-14.6862,27.1751686449,14.2319305644,42.6501,14.2406,192.794916502,98.8892499168,14.2289,0.424746336938,0.842242,14.2344369624,501.600775552,418.762269449,304.161867543,76,38.1359,0.840699,362.527484207,76,125.125727045
434.147806276,-14.9597,31.1956697953,14.490625722,43.0256,14.4997,209.682636677,111.758684187,14.4875,0.413166317468,0.837787,14.493267505,564.251731128,517.588414727,231.084710528,77,38.273,0.751398,403.550797197,77,13.8918021522
505.999176706,-15.1849,44.1132297382,14.7105709581,43.3628,14.7208,187.741060595,111.027020423,14.7082,0.409047791497,0.806777,14.7129134519,475.878183171,419.803573039,279.555899316,78,38.5335,0.752506,313.081174849,78,92.0880290924
340.959050903,-15.4046,79.1961122324,14.9184760007,43.7835,14.9312,187.714406583,106.048658083,14.9164,0.418517658386,0.828417,14.9222338364,515.729656918,412.490317383,196.887790274,79,38.7069,0.771516,241.731705078,79,40.4586755267
422.718227796,-15.6316,88.7662489641,15.1254098127,44.0749,15.1359,167.38692269,101.742048322,15.1227,0.414539782973,0.829408,15.1285762728,526.824906819,344.860649775,215.083039301,80,38.9273,0.786453,147.452988091,80,54.1680918926
524.047717819,-15.7997,37.1544919686,15.303218488,44.4532,15.3128,158.1948966,143.597520956,15.3004,0.433181044842,0.772918,15.3061559249,449.02940657,302.298198201,188.642784855,81,39.0115,0.853554,148.470783848,81,10.8945446253
372.079212006,-16.0273,75.3627876706,15.5223873683,44.7588,15.5325,191.056494471,112.584787887,15.5202,0.435259647599,0.832496,15.5250098839,553.13553347,428.37002514,156.260578084,82,39.2157,0.914964,219.893282433,82,10.0421628148
597.386904126,-16.1802,96.858831401,15.6740254012,45.0743,15.6876,176.500879977,160.247662896,15.6714,0.436400336492,0.824781,15.6781486995,516.829042799,354.280030961,226.97736053,83,39.3633,0.861923,164.048504031,83,16.76030061
384.197143988,-16.4018,62.9726015906,15.9017789523,45.3571,15.9148,90.5014326473,113.445055414,15.8991,0.449075562921,0.860518,15.9056498947,247.26827444,136.108157122,229.60190901,84,39.5224,0.971097,36.9155149462,84,6.76673417398
477.567286154,-16.5586,64.5436984221,16.0734494076,45.5855,16.0844,192.484588589,149.50971654,16.0708,0.44645791248,0.835387,16.0770757847,592.176072397,432.922699655,151.050322855,85,39.6367,0.985913,317.356420422,85,4.48437611104
329.404976375,-16.7628,96.3987606432,16.2588170404,45.8024,16.2699,211.294636533,110.765501982,16.2552,0.436848437972,0.815869,16.2626906032,614.899533318,515.199333336,170.613691203,86,39.7513,0.903683,205.858192637,86,8.68018298341
446.354711352,-16.9731,71.1724601449,16.4615670143,46.0394,16.4728,213.576125307,109.345284105,16.46,0.44334850841,0.84243,16.4640695725,655.198825517,519.768189107,236.629518538,87,39.9557,0.906416,301.04811194,87,72.9782155501
