MaxEsReturn,AveragePolicySurr,StdReturn,AverageY,QFunRegParamNorm,AverageAbsQ,AverageDiscountedReturn,StdEsReturn,AverageQ,AverageAbsQYDiff,AverageAction,AverageAbsY,MaxReturn,AverageReturn,AverageEsReturn,Epoch,PolicyRegParamNorm,AverageQLoss,MinReturn,Iteration,MinEsReturn
390.642706413,-17.1002,128.696187008,16.6006088885,46.3289,16.6101,204.419134896,110.101928525,16.5958,0.466065783446,0.841006,16.6046753333,638.639546259,486.821770988,188.221070039,88,40.196,1.08934,157.130667749,88,26.724332791
302.134598631,-17.2363,102.251947017,16.7315331219,46.5653,16.746,182.981388804,94.2831218045,16.7304,0.43918969082,0.839183,16.7360017005,619.439836311,387.112786007,166.319947361,89,40.3871,0.871768,256.574178237,89,26.8936289299
409.459145937,-17.3894,46.1958554873,16.8977107885,46.8947,16.9107,158.880865093,103.084275993,16.8938,0.459268018747,0.873764,16.9055323736,350.638532209,293.337217025,254.242726804,90,40.5333,1.05466,180.393666959,90,78.1946684638
501.11545008,-17.5336,103.748646473,17.0221915559,47.2493,17.037,180.531935905,142.941795212,17.0199,0.467673178887,0.829623,17.0281659732,593.47057983,392.72108821,219.517606226,91,40.7023,1.01649,136.927030479,91,4.67924622638
493.684061079,-17.6277,49.281627256,17.1307561058,47.5048,17.1476,149.549428605,173.333279736,17.1281,0.464467026989,0.836019,17.1369547894,490.251229372,274.403621935,243.820270158,92,40.8021,1.04299,173.418890699,92,10.4953991942
544.026604794,-17.9001,66.2941855011,17.4111435689,47.8451,17.4262,204.450222213,155.068210982,17.4075,0.463320324019,0.829912,17.4172702623,560.869730959,485.74831272,238.282625017,93,40.9396,1.00884,246.446616629,93,18.4272189774
434.993415375,-17.985,52.6708073165,17.4907940716,48.1012,17.5078,126.836322461,127.393818012,17.488,0.493616318154,0.853011,17.4976280025,305.023744273,212.395859044,193.368391887,94,41.1194,1.2039,129.367487241,94,34.7887556568
342.832889347,-18.1564,80.5108730456,17.6586513466,48.343,17.6761,189.784190583,91.5809973954,17.6564,0.467765385352,0.824226,17.6666181141,594.044296168,410.369056909,260.544730172,95,41.2585,1.02566,275.06799481,95,38.2283858503
488.348953278,-18.2656,52.7153214384,17.7919887953,48.5861,17.8108,208.668238426,138.872873618,17.7898,0.451132233635,0.809025,17.8013590996,594.904025463,514.019866548,150.796658193,96,41.4758,0.930258,332.69785436,96,8.39475158043
573.186301916,-18.4434,20.0874537001,17.9552436487,48.9094,17.971,223.21035685,176.229106295,17.9517,0.481264514471,0.767847,17.963844611,620.870751096,592.137191611,296.2131433,97,41.6302,1.13372,538.901445494,97,33.3511347746
577.965541214,-18.5116,36.1840957421,18.0261852742,49.2437,18.0476,224.318158049,220.891911724,18.0248,0.505957912872,0.774826,18.035628321,654.203507768,610.701768251,277.119567361,98,41.7968,1.1964,496.406960833,98,14.6778517501
490.524133174,-18.7211,34.778086669,18.2331917225,49.5768,18.248,219.425037014,165.232928015,18.2306,0.493880428447,0.774423,18.2422294195,639.582830698,588.207895402,251.916560636,99,41.9738,1.20522,443.427179786,99,7.20623365857
632.413233145,-18.8316,16.2766544134,18.3560559775,49.8567,18.376,228.287293905,229.690199237,18.3545,0.488087159063,0.780999,18.3652839133,679.347341808,647.881532423,299.458423824,100,42.144,1.0854,605.491619206,100,10.2841717403
661.289970063,-18.92,30.4690486491,18.4655483715,50.1181,18.4825,228.696697474,226.263977196,18.4611,0.484410003327,0.764527,18.4756284583,656.525713267,620.20172523,270.946031135,101,42.3351,1.1453,506.661912366,101,17.92654239
734.24538506,-19.0588,135.962844317,18.5957834349,50.4368,18.6172,210.00369292,233.309635854,18.5946,0.517381448217,0.828726,18.6041229632,714.954065666,527.75366672,237.408899731,102,42.4907,1.29756,98.7875117139,102,9.31857960008
612.077756668,-19.2499,129.723094673,18.7686411293,50.6656,18.7833,191.298177196,187.112290761,18.7652,0.49572986654,0.866096,18.7764303961,665.667181462,451.627507568,186.308579895,103,42.5993,1.17108,111.542760664,103,9.78823068638
585.802250437,-19.3738,97.8264859772,18.8804855015,51.0038,18.8987,151.209671279,186.192127876,18.8787,0.499954588809,0.836357,18.888795168,582.061601149,286.31916699,348.580391349,104,42.7672,1.20607,133.776185329,104,55.4050302664
640.012717185,-19.5847,29.0962686704,19.0615838815,51.2676,19.0778,220.85198703,171.110855558,19.058,0.521248788887,0.840119,19.0689538613,615.804783154,572.985666217,200.130391139,105,42.9647,1.40652,456.661440303,105,12.3377260208
626.616654904,-19.7218,91.5799017057,19.2081714032,51.5992,19.2252,199.697431625,188.564887365,19.2064,0.493556297887,0.79932,19.215058621,632.120006673,483.318364339,278.562919954,106,43.16,1.09355,242.421861053,106,19.4520572127
575.708961663,-19.8722,102.783337835,19.3418100387,51.8608,19.3562,174.906679868,164.144050674,19.3388,0.510616563629,0.809271,19.3480724873,493.910684049,365.599871614,255.056284408,107,43.2804,1.19086,144.029979303,107,8.73559470433
416.3803595,-20.0131,72.3718298568,19.496112448,52.0644,19.5113,210.353889569,131.204876511,19.4934,0.503610419675,0.78229,19.5025356874,678.675297781,565.263764451,169.238169909,108,43.44,1.2614,333.874642152,108,15.3890166211
529.199283268,-20.1556,250.682660236,19.6372999195,52.3941,19.6531,190.693903884,152.607092078,19.6351,0.518499064693,0.755377,19.644352861,1574.72019728,548.994298714,244.228506666,109,43.616,1.32171,156.749829206,109,71.3447622422
531.033144472,-20.3141,64.9785877219,19.7920379609,52.6442,19.8046,151.464302275,202.708966683,19.7875,0.532816776354,0.880087,19.7973488758,446.406083181,283.317393133,224.687884479,110,43.7456,1.32231,149.574011267,110,8.18844073484
427.498562266,-20.5488,31.0156357985,20.0116529198,52.9207,20.0283,208.701106239,114.695537629,20.0102,0.533870244454,0.837313,20.0171828943,623.025362143,575.307617972,227.043617158,111,43.9201,1.3935,492.826637603,111,87.1889470381
1251.82103941,-20.6546,267.699163677,20.115619988,53.1355,20.1291,199.224922104,416.840817662,20.1129,0.534165819284,0.836785,20.1207899833,1269.358599,736.666542784,503.557406186,112,44.0756,1.40654,303.156236104,112,86.7310778172
409.716558215,-20.8654,697.382474919,20.337502591,53.3879,20.352,185.279926092,119.98057455,20.335,0.549355279626,0.792181,20.3431232751,2798.95284028,1154.96464499,186.42603628,113,44.2484,1.48419,130.017758558,113,31.0306931431
638.689291391,-20.9747,286.805589485,20.4491873239,53.6549,20.4631,200.610840522,187.177808247,20.4467,0.536714138117,0.800882,20.4543922925,1391.51286328,887.881513855,382.602165077,114,44.2853,1.46017,485.866850408,114,205.526052583
852.83688903,-21.1434,489.438997259,20.6065485324,53.9033,20.6237,163.033319826,252.034262953,20.6041,0.552832436965,0.813171,20.6120093042,1784.98623565,617.420305227,223.801625903,115,44.4547,1.44878,82.8849368204,115,10.7072913839
641.823244335,-21.2857,230.210028551,20.7386051407,54.1744,20.7527,174.804415713,206.165024583,20.7375,0.560453958135,0.836588,20.7447596915,1480.77095253,416.109147714,267.453395208,116,44.6295,1.50407,128.497311252,116,7.86169223873
525.348191532,-21.5124,340.066715804,20.9610538212,54.3911,20.9778,183.629605331,179.03181686,20.9576,0.558974266906,0.881014,20.9669483734,2208.62639023,528.787822677,259.967911545,117,44.6878,1.48114,242.795692328,117,41.0284394257
736.87446355,-21.7149,176.332211724,21.1845027976,54.6278,21.1992,153.916621301,227.164432963,21.1824,0.547615150885,0.869371,21.1897003702,663.77644296,348.592678893,374.665074079,118,44.8321,1.38433,69.5558684642,118,70.7199851592
637.111950529,-21.896,69.2783987584,21.3212765452,54.8955,21.3363,202.808337202,202.424955436,21.3175,0.588732322115,0.86733,21.3265383577,938.065197933,508.070200287,258.740060493,119,45.0059,1.65785,414.802099221,119,16.7397967653
747.466825098,-22.0133,61.0237184636,21.4462434347,55.1814,21.4613,191.189673933,212.840004895,21.4436,0.574886802367,0.865991,21.451528059,566.954478877,454.478144479,232.275425071,120,45.1225,1.53718,128.100235298,120,64.6303690192
513.506796434,-22.2117,62.6664328987,21.6377415655,55.4357,21.6538,186.827923994,144.435838553,21.6368,0.5720331376,0.848029,21.6427884225,606.708197232,447.491295559,271.393267075,121,45.277,1.48128,266.692534496,121,6.45211900168
632.785893284,-22.3975,189.164399258,21.8290519157,55.7172,21.8408,196.06353784,186.856355746,21.8251,0.575932598767,0.845905,21.8340858075,675.633423445,523.094197059,220.527173578,122,45.3652,1.53469,102.727660888,122,9.45045120599
443.543095199,-22.518,31.3248265341,21.9234715965,55.9934,21.9395,194.960723051,146.884149962,21.92,0.595536170046,0.832945,21.9271818888,540.143660526,478.152037677,130.923020004,123,45.4844,1.60636,400.704911504,123,10.3467392585
431.631059739,-22.705,43.761823656,22.1125540703,56.2476,22.1295,199.38386882,127.539161807,22.1103,0.584465228188,0.827223,22.1172890099,590.112871173,521.704582811,218.078882969,124,45.6194,1.66231,443.961711328,124,11.6101802499
