StdEsReturn,MinEsReturn,MaxReturn,AverageY,AveragePolicySurr,AverageReturn,AverageEsReturn,Epoch,MinReturn,AverageAbsQ,PolicyRegParamNorm,AverageQLoss,AverageAbsQYDiff,AverageQ,Iteration,StdReturn,AverageAbsY,AverageAction,QFunRegParamNorm,AverageDiscountedReturn,MaxEsReturn
108.332843592,152.382896077,930.3701921,17.6269355169,-17.7542,342.286198456,305.922906086,1430,154.066445381,17.6374,144.249,0.910089,0.471966115698,17.6258,1430,171.039385106,17.6361703823,0.996149,139.124,123.222641143,521.144525479
205.93124591,23.044498715,725.723643502,17.645337623,-17.7778,327.191240866,320.518422545,1431,124.941046158,17.6587,144.311,0.9878,0.475371422116,17.6457,1431,112.335491777,17.654685381,0.996681,139.159,123.184840983,647.058555789
150.874086381,140.979752399,789.975285666,17.634195581,-17.7686,310.388956742,365.956369205,1432,125.804315255,17.6432,144.348,1.00653,0.475663593451,17.6336,1432,146.064832667,17.6419105339,0.996826,139.196,109.467864123,576.340358956
107.237608163,23.7343222538,798.070105285,17.7006584314,-17.835,357.907282157,213.916433812,1433,186.789380182,17.7117,144.349,1.03271,0.477226347486,17.6999,1433,125.432881633,17.7106027092,0.997338,139.222,144.625657309,334.191231481
119.62233002,120.849121114,905.740067223,17.7083095829,-17.8416,464.23994828,269.062946939,1434,165.378097409,17.7209,144.394,1.05628,0.480542916104,17.7086,1434,197.858396646,17.7170557695,0.997563,139.241,156.691640378,473.274551145
179.505627469,-5.48310557065,1538.84446451,17.6467517792,-17.7729,568.651884072,314.324557253,1435,252.024093314,17.655,144.461,0.895765,0.464288956811,17.6451,1435,280.126425532,17.654102094,0.997114,139.292,192.326062899,631.943443209
163.549720334,104.069457689,1083.46444451,17.679968643,-17.8049,506.917549462,302.27673535,1436,272.93192148,17.6906,144.559,0.919835,0.468673495383,17.6794,1436,192.808414721,17.6859601858,0.996644,139.333,162.328760946,559.190151666
94.7868551632,66.4936719588,1323.06275736,17.745843831,-17.8754,606.949038061,247.356515663,1437,178.766519953,17.7538,144.564,0.986103,0.477749726894,17.7445,1437,276.046708405,17.7522656899,0.997129,139.379,141.747224964,340.817264825
177.647843333,6.34451391596,1115.76654855,17.7554507612,-17.8912,455.748106957,252.399691554,1438,151.766885381,17.7649,144.56,1.08587,0.480557679886,17.7551,1438,276.541048103,17.7624875289,0.997441,139.449,146.796828468,566.108956098
203.914820831,31.2989230716,922.2384441,17.7046390944,-17.8373,470.178565413,307.924048693,1439,165.151302727,17.713,144.604,1.12698,0.484435791527,17.7024,1439,210.910756265,17.7133136042,0.997248,139.496,144.003093894,606.969223931
269.098060781,141.829682704,846.77266062,17.7176758069,-17.8483,387.631793072,409.758362582,1440,190.618237396,17.7266,144.641,1.02842,0.47519257272,17.7173,1440,143.971606026,17.724469265,0.9974,139.554,138.981162636,845.614370144
177.55710988,2.85370653165,590.765087851,17.7200849073,-17.8545,350.636731426,322.69466136,1441,200.70497419,17.7286,144.659,0.852525,0.457703638636,17.7189,1441,93.7545899464,17.7280670992,0.996473,139.567,137.25225299,527.461609686
81.2243970471,207.762905731,861.060290093,17.74122757,-17.8798,533.782068984,319.746813287,1442,252.930805854,17.7493,144.673,0.933013,0.474215387158,17.741,1442,138.315091772,17.7478502563,0.996448,139.599,140.361806002,461.311425579
128.597684137,172.38007802,976.317912727,17.7462319918,-17.8814,450.745778353,355.81026913,1443,167.386824892,17.7558,144.684,0.908396,0.471488864604,17.7444,1443,193.08819242,17.7546999684,0.997505,139.643,148.573371544,508.268681563
117.118318219,199.760527496,1135.75127112,17.7661566102,-17.9003,595.513286292,346.067132826,1444,260.872452411,17.7746,144.74,0.866649,0.463037934165,17.7661,1444,202.791312423,17.7719471191,0.996692,139.677,142.398365147,528.395719085
144.506321508,243.303600085,1052.1908529,17.7827858835,-17.9144,504.977906252,481.707560128,1445,138.358624989,17.7907,144.741,0.940171,0.470706704652,17.7818,1445,249.223084121,17.7895865194,0.997343,139.697,146.843552975,609.481912536
235.822553946,182.171009521,1988.64453017,17.775560629,-17.9108,785.696973187,452.248505047,1446,245.005690202,17.7833,144.779,1.0281,0.477148049087,17.7748,1446,371.829861314,17.7821143959,0.997072,139.748,189.112980185,851.418478921
133.090220182,177.018249814,1794.5871215,17.8185284613,-17.9512,765.898489805,363.772617035,1447,217.843643669,17.8259,144.846,0.924044,0.47219778555,17.8165,1447,393.210344521,17.8259192835,0.996908,139.822,163.201784799,548.480231184
152.854702894,31.408859802,1352.3658496,17.7823447216,-17.9301,572.711607575,266.533397089,1448,108.301015329,17.7895,144.916,1.07701,0.485587413939,17.7815,1448,303.914765857,17.7864971494,0.996546,139.859,129.956923335,442.133996245
95.5264434389,167.228115279,1486.35346256,17.7857412208,-17.9275,617.395758079,331.029646956,1449,217.229338044,17.7951,144.976,1.01125,0.479532527705,17.7842,1449,315.228440379,17.7935770361,0.996448,139.916,154.470582746,434.755994506
83.6041176192,157.057067446,964.595402361,17.820400444,-17.9622,344.179935434,277.681518291,1450,109.898447591,17.8272,144.961,1.09965,0.491179468704,17.8192,1450,211.92002281,17.826546556,0.997424,139.948,137.742058952,413.630326775
272.51436705,3.7390014838,1169.46912576,17.8307365706,-17.9642,644.996093629,297.258139009,1451,130.67045827,17.8377,145.013,0.945085,0.476656508616,17.831,1451,278.923410402,17.8360196798,0.996875,140.018,142.537416031,795.220339042
85.7848213856,579.912454728,2085.85309396,17.8427342006,-17.9803,793.944454647,676.501854295,1452,193.737839104,17.8503,145.064,1.00399,0.48581394918,17.8396,1452,417.985151174,17.8502592288,0.997051,140.077,146.803726182,792.712958981
204.336326926,-0.582581765623,1667.47369311,17.789118799,-17.9312,552.784630763,278.248439311,1453,196.657679309,17.7974,145.06,1.05316,0.488926202224,17.7884,1453,327.677083716,17.7955350976,0.996339,140.111,136.237499373,690.877012771
240.283252743,-11.0570904702,1335.63437232,17.8971307198,-18.0363,570.576422339,161.513852836,1454,111.339948983,17.9077,145.172,0.998866,0.490027953982,17.8957,1454,264.643887102,17.9059733213,0.997093,140.191,106.573128184,714.436186449
156.251891907,-6.72011449454,2464.25180176,17.8380466241,-17.9761,729.653258383,211.277419671,1455,124.128701826,17.8468,145.263,1.01276,0.486249914827,17.8373,1455,487.372441231,17.8442218351,0.996674,140.255,140.388375662,452.131253932
160.359249814,346.278964395,947.815889722,17.7970880504,-17.9344,338.600094474,531.049729926,1456,95.7169008074,17.806,145.308,1.03894,0.488701290955,17.7955,1456,235.210221614,17.8039551396,0.997181,140.287,124.002983425,779.089367984
156.752824032,7.29570691727,452.635162222,17.8900547237,-18.0381,323.164304193,262.865650694,1457,188.874404174,17.8991,145.358,0.98354,0.493808404434,17.8879,1457,56.3559950871,17.8981280401,0.997058,140.327,130.350140003,480.550910948
147.210239903,9.81569427615,805.479288435,17.8551253499,-17.9981,419.361652174,247.38060509,1458,168.477579189,17.8631,145.41,0.949993,0.48342258481,17.8538,1458,128.029614455,17.8620362242,0.997724,140.393,138.332492207,462.453474719
121.922600419,114.575435691,993.385524383,17.8848939041,-18.0186,442.823413025,351.605882638,1459,120.204981401,17.894,145.482,1.00729,0.485053377284,17.8843,1459,216.680542445,17.8915475121,0.99708,140.41,144.832233283,460.012840452
206.173840112,-13.7446305946,1862.39196924,17.9323498005,-18.0655,468.082694981,251.895429195,1460,50.433860983,17.9435,145.493,0.986736,0.478696181465,17.9318,1460,356.38879392,17.9414323973,0.99671,140.467,130.667423955,664.216000144
113.670469144,89.1124458401,832.213977404,17.9188657492,-18.0532,450.473652023,294.37898389,1461,257.393302782,17.9302,145.52,1.01594,0.48844784028,17.918,1461,139.840857882,17.9290224211,0.997298,140.498,141.277203971,476.78620146
127.417341631,2.31533532323,1123.75293097,17.916717364,-18.0511,619.645403187,256.743380225,1462,308.428675569,17.9225,145.569,1.00344,0.481515832671,17.9139,1462,210.610205499,17.9234647231,0.996093,140.534,128.6307411,387.80840854
135.966303372,213.502097926,1869.90427819,17.9541002548,-18.0878,748.613614964,416.160368726,1463,227.969208777,17.9662,145.631,0.986094,0.483265861427,17.9543,1463,409.219430574,17.9626541623,0.996739,140.571,141.551663141,531.913510622
174.102911868,39.4544399083,1789.40144852,17.9204244696,-18.0439,758.367012597,288.743583751,1464,206.902173138,17.9303,145.684,0.907468,0.478836030702,17.9203,1464,379.558318003,17.9275290742,0.996759,140.628,185.418876751,544.297453451
235.62079383,68.9860202532,1174.71950421,17.9380080247,-18.0632,736.178769326,445.076669954,1465,272.195912488,17.9458,145.704,0.978361,0.475771809115,17.9361,1465,213.992522769,17.943830019,0.996495,140.655,199.085329428,706.083704469
250.368978937,-7.83482430004,1841.57246674,17.8438627094,-17.9767,637.998139322,369.68913664,1466,103.962204457,17.8511,145.711,0.921998,0.47070482748,17.8424,1466,383.638324456,17.8505233079,0.996464,140.714,159.50967542,658.109707195
118.594179153,108.921465407,1843.34425684,17.8797127681,-18.0067,585.196805764,247.679016293,1467,209.457680689,17.8869,145.742,0.965091,0.476309138922,17.8779,1467,322.646625929,17.8868383315,0.996819,140.764,151.585763317,502.804657214
240.704723442,59.2780722022,1139.23095528,17.935580894,-18.0672,577.533800048,401.764832458,1468,12.5773940012,17.9453,145.793,0.928772,0.478340045693,17.9348,1468,250.86171845,17.9438906864,0.995613,140.8,105.479533838,767.837798616
205.17333581,95.306750243,1060.19759931,17.9036079057,-18.0381,653.557330888,337.651261609,1469,342.358356014,17.9156,145.867,1.01178,0.481176554628,17.9027,1469,175.788851888,17.9131828271,0.997285,140.807,170.575223212,592.180095189
371.840043449,1.03129824929,1318.09725792,17.930049026,-18.0559,602.80293677,543.07917258,1470,33.0510489413,17.9427,145.927,0.978619,0.479447789287,17.9285,1470,330.536885971,17.9411701778,0.997024,140.838,139.395222658,1051.59445711
227.174355494,32.5087370694,1111.1881104,17.9208539442,-18.0491,405.792451534,427.645257295,1471,27.7378969231,17.9291,145.947,0.969044,0.475330952594,17.9194,1471,388.466866777,17.92817137,0.996242,140.891,81.0597877215,642.154494286
169.80859852,4.30329933829,1335.55217552,17.9461520107,-18.07,589.280290331,237.771666789,1472,248.164345051,17.9566,145.991,1.08271,0.495633867696,17.9458,1472,295.118157093,17.9544046088,0.996976,140.954,159.139038045,447.455334852
146.660660607,50.0358575101,2589.97061847,17.9617013347,-18.0921,585.24991348,248.9282257,1473,51.5848199304,17.9747,146.045,0.989197,0.48719034175,17.9608,1473,488.864160257,17.9701520938,0.994191,140.991,92.6911544598,453.567886181
171.934557455,32.5931134045,1263.32656558,17.9483350601,-18.0723,411.056682312,260.220482004,1474,13.0039977788,17.9559,146.086,1.01889,0.479515877824,17.9473,1474,412.206337373,17.9547662041,0.990806,140.993,77.6669313326,539.201613403
315.905430825,28.9368005816,1038.01914178,17.937767346,-18.0725,511.886643828,385.99869745,1475,72.2541457886,17.9447,146.094,0.911898,0.4699888236,17.9366,1475,259.577287289,17.9431573275,0.994775,141.033,101.739433755,847.16301004
199.825203819,52.9580419215,1515.8461758,17.9083556113,-18.0419,578.928438188,383.719066517,1476,121.169248863,17.9157,146.18,0.997841,0.485823902989,17.9072,1476,363.79249402,17.9137352139,0.997183,141.061,164.139437004,570.146613947
236.758907954,146.577892035,896.252985016,17.9225116831,-18.0523,553.402454034,462.962787911,1477,267.533979457,17.9281,146.189,1.02798,0.490627655336,17.9211,1477,165.161673557,17.9280317224,0.996943,141.125,171.520939209,808.952443275
222.388949008,31.5582696306,1733.93365265,17.9688119964,-18.1021,596.605290223,306.71871036,1478,160.578651283,17.977,146.202,0.97723,0.479343396668,17.9682,1478,380.941807004,17.9743858107,0.997111,141.161,156.469978173,713.28174801
199.680061065,148.906810981,835.625737245,17.9560337692,-18.0878,460.981294064,369.593164803,1479,188.219664856,17.9638,146.235,1.01488,0.483183398811,17.9545,1479,155.881607627,17.9625661587,0.997543,141.19,161.858148711,673.990969375
145.795240705,68.3097588591,790.4329564,17.9642235676,-18.0862,379.765202629,245.591101922,1480,130.393131781,17.972,146.212,0.890721,0.465836699787,17.9644,1480,175.752455429,17.969475459,0.997581,141.217,163.200295359,539.956577836
164.846394641,-4.20740261337,980.62082182,17.953900383,-18.0864,578.671939069,225.754275642,1481,152.610188888,17.9604,146.302,0.925446,0.477028538577,17.9528,1481,224.870801167,17.9583444233,0.997242,141.271,171.860889189,505.202871203
161.3100391,56.9173363874,921.435278957,17.9772498134,-18.0929,542.182405992,280.453198454,1482,263.522460162,17.9831,146.315,1.02244,0.47864889368,17.9758,1482,175.532308015,17.9821075716,0.997271,141.286,182.685099456,489.780465523
131.740295217,0.757034247905,1079.50920879,17.886082796,-18.0151,505.273056863,272.326838104,1483,141.441195111,17.8921,146.339,0.939359,0.47567806517,17.8853,1483,178.627405822,17.890951208,0.996589,141.326,161.425594081,399.167468408
131.543857825,170.094796487,815.642698081,17.940181713,-18.0639,386.779242709,339.206969245,1484,183.57162829,17.9464,146.387,0.944837,0.473156090566,17.9385,1484,156.415971081,17.9447106904,0.99701,141.367,154.794628015,511.855730108
143.618031403,187.548900831,1020.59953737,17.9715104216,-18.0963,358.197415427,378.18565216,1485,123.569347123,17.9769,146.418,1.03146,0.488439809416,17.9699,1485,159.204040852,17.9759717761,0.996536,141.4,123.009000872,575.885091666
332.955922049,-6.02401641936,572.74164264,17.8337877906,-17.9597,348.593676788,266.530611536,1486,178.837829197,17.8432,146.425,0.973726,0.484588387993,17.833,1486,91.5587438205,17.8401551211,0.99694,141.454,127.28994715,1001.3116992
178.50965473,59.1751621595,1400.71897255,17.8943575458,-18.0186,566.159179256,301.487624485,1487,198.083664659,17.9021,146.502,0.828344,0.474065476445,17.8941,1487,296.860555147,17.8990937062,0.996552,141.488,163.631295472,578.316401455
179.442416055,77.4400453215,723.128493175,17.8799618568,-18.0066,428.896754424,294.043521955,1488,135.627911281,17.8865,146.604,0.989283,0.489298062546,17.8795,1488,133.831890686,17.884007001,0.997432,141.512,177.074528293,554.202347758
71.838758733,183.877373997,896.386602775,17.938639446,-18.0679,487.71337674,280.653899941,1489,131.019067178,17.9445,146.681,1.01789,0.486099482188,17.9369,1489,177.716399866,17.9430670225,0.996944,141.587,167.641388116,432.857674034
144.074527986,-3.17339142165,793.076852163,17.8966100999,-18.0324,392.321728734,275.090367269,1490,207.320726879,17.9048,146.712,0.951677,0.484930975054,17.8967,1490,129.417978197,17.9033139116,0.99663,141.628,159.691622498,494.261337911
207.579177282,23.2524418314,1153.79004802,17.8864570019,-18.0166,542.140398681,333.755318099,1491,111.415631841,17.8939,146.818,1.04134,0.495154995098,17.8859,1491,304.838094627,17.8925977962,0.996193,141.663,139.411317292,529.264951344
233.835842445,145.530986905,2809.98139324,17.9855579463,-18.1169,700.373110688,467.84828735,1492,135.146251908,17.9935,146.845,0.92135,0.483985594973,17.9839,1492,550.983538893,17.9906206264,0.996452,141.716,140.802756692,714.959365221
280.541079084,81.4073426231,1660.07705194,17.9678506555,-18.0998,569.089796781,508.323719526,1493,115.397608731,17.9765,146.898,0.938702,0.480456808658,17.9671,1493,311.03501796,17.9747497428,0.995505,141.745,142.227920835,844.297437363
152.328933535,225.045999437,1677.45659159,17.9879041937,-18.1173,700.577433794,393.144266707,1494,103.575470788,17.9954,147.001,1.03994,0.489595311783,17.9859,1494,430.01375324,17.9946525138,0.995006,141.743,129.348486759,623.638147295
68.3115685253,511.698937319,1527.15056287,17.9985365865,-18.1321,764.446767107,624.524267336,1495,229.55093369,18.0046,147.068,1.03991,0.493903064689,17.997,1495,344.252931613,18.0049903004,0.995485,141.808,147.987531851,690.63679903
182.099635368,-6.82628202197,1593.87130611,17.9738161721,-18.0997,799.506009298,198.90633129,1496,73.9411380694,17.9812,147.086,1.04347,0.490617029825,17.9726,1496,484.778134396,17.9800137905,0.9947,141.879,134.826872843,443.12367156
445.668679967,79.6823401602,1430.69932704,17.9922901731,-18.1269,659.78042605,383.739979697,1497,305.881697589,17.9979,147.183,1.03626,0.493622307675,17.9911,1497,241.991521098,17.9958948118,0.995771,141.886,136.78670034,1154.02233468
233.754541394,294.321295176,793.746444912,17.9769579305,-18.1117,367.283917037,493.043544932,1498,61.2387863254,17.9852,147.14,0.929799,0.488969394986,17.9745,1498,141.200053695,17.9846237409,0.997117,141.938,119.557206285,891.513566845
213.201408191,147.191370656,808.338233896,18.0452589886,-18.1764,433.960927417,382.398557584,1499,217.301354447,18.0536,147.137,1.07153,0.498237116374,18.0455,1499,140.858356263,18.0508573926,0.996707,141.978,155.72538453,680.316776995
152.802848606,-3.37214267497,2271.0244132,17.9997241939,-18.1355,524.752408474,282.507143248,1500,214.409570425,18.0068,147.202,1.02363,0.497114538027,17.9982,1500,395.072018418,18.00506685,0.995816,141.999,131.879904775,467.524592213
197.393926705,57.9457151955,685.472464894,17.9792904768,-18.1039,407.169382095,313.397695222,1501,35.3790832645,17.9899,147.259,1.09962,0.493004181388,17.9787,1501,177.988561577,17.9867399186,0.995099,142.034,118.258515996,557.587198216
137.940067337,162.588254068,777.169140987,17.978653117,-18.1085,433.927288334,332.896095195,1502,306.883482089,17.9879,147.267,1.01091,0.488129186008,17.9782,1502,86.1522217453,17.9858319026,0.997454,142.086,154.27451079,551.439825336
290.867800297,29.1562928434,935.81557391,17.947912953,-18.0747,450.382364748,399.771210183,1503,150.322937353,17.9542,147.306,1.06851,0.500939627414,17.9457,1503,215.252597385,17.9522538603,0.997641,142.184,151.417605355,802.78260181
177.485780621,5.9745311893,966.714960695,17.9563190344,-18.0843,516.689682239,299.03345588,1504,131.865746557,17.9642,147.29,0.950161,0.48595856172,17.9568,1504,178.124595083,17.9621693188,0.997102,142.213,162.007974469,581.612869141
218.211335864,18.2745155182,805.381774401,17.984836818,-18.1127,424.79456187,336.159909927,1505,247.516361218,17.9916,147.364,0.932022,0.485641813807,17.982,1505,123.913608561,17.9922080748,0.997554,142.254,145.653760736,605.250948582
265.684592195,4.67345731059,782.584090388,17.9673252606,-18.0964,403.857016905,305.732570019,1506,70.2133040141,17.9746,147.452,1.07813,0.494288065601,17.9654,1506,142.543455506,17.97342664,0.997127,142.302,146.212632923,845.643830601
168.968548134,134.426705711,1337.85321091,18.0431098444,-18.1649,369.358989826,326.009043664,1507,220.796489432,18.0513,147.435,0.840603,0.462766242367,18.0418,1507,177.45737861,18.0500318664,0.996894,142.331,134.405479532,566.155576011
276.867147167,368.840955633,695.039195707,18.0605037942,-18.1915,398.491366999,640.394789296,1508,180.868030064,18.0692,147.463,0.999313,0.4908379402,18.0596,1508,130.574986215,18.0672457383,0.996782,142.351,147.555954413,1122.10278896
192.03803793,43.8962134007,989.94792081,18.0022019257,-18.1329,747.960201572,389.794760551,1509,382.986561662,18.0108,147.509,0.942947,0.486368993902,18.0008,1509,222.853122957,18.0093493209,0.955058,142.399,101.657081684,634.578679021
246.696796682,0.587542693156,678.864791009,18.0300510531,-18.1515,445.589748486,395.690260817,1510,248.540428278,18.0412,147.587,1.02528,0.490593086632,18.0302,1510,106.48398394,18.0391088323,0.996424,142.414,158.766306601,673.147051941
220.009829797,3.50380856789,845.516561234,17.9884293746,-18.114,422.890771292,330.165418596,1511,195.401556522,17.9978,147.626,0.973827,0.484979425753,17.9867,1511,153.233467148,17.9958921434,0.996063,142.451,138.177758991,600.401295085
170.868815247,5.03882686186,506.257257218,17.9550727329,-18.0752,341.402278082,234.444535824,1512,211.8446786,17.9658,147.615,0.962974,0.47814713387,17.9543,1512,73.5623417476,17.9627427958,0.996272,142.504,137.521279194,480.440779612
219.607214994,5.10969633119,1780.74130953,17.9889833574,-18.1106,646.936205194,299.582657815,1513,160.198332053,17.997,147.69,0.900841,0.474835649361,17.9887,1513,356.975292745,17.9965229714,0.996814,142.533,130.035038175,555.044460107
298.221639411,-4.99862053064,1078.14851577,17.9494626441,-18.0744,735.170332891,353.261639942,1514,362.124312577,17.9613,147.742,1.12036,0.496143508985,17.9485,1514,163.969539027,17.9571837057,0.99748,142.593,185.402072334,966.384291619
136.625558672,65.488141374,1234.20047732,18.0058725512,-18.1298,543.040907656,284.574269968,1515,121.85562912,18.0149,147.733,0.985016,0.476345184212,18.0045,1515,237.569519764,18.0138025095,0.997295,142.619,142.50701921,396.364077261
202.956930607,115.22647233,2411.26310139,18.0107401259,-18.1328,572.141950124,336.459200464,1516,298.810422714,18.0166,147.782,0.914657,0.477280634877,18.009,1516,412.16968641,18.0166476675,0.997131,142.678,141.918786551,707.644407004
162.360023258,113.260988566,1208.07231404,18.0101538911,-18.131,676.822452477,307.84838304,1517,206.098388853,18.0173,147.893,1.09855,0.488442946142,18.0085,1517,256.701416042,18.0160637915,0.996998,142.736,156.539308816,582.578467038
159.169051028,197.113912393,1150.2687594,17.9580387878,-18.081,536.846395445,387.279737308,1518,325.301917606,17.9656,147.88,0.973987,0.479460901034,17.9581,1518,229.074252861,17.9628263127,0.996062,142.773,160.943803383,598.417194734
118.669100359,212.570746544,1392.13919533,17.9911723773,-18.1176,616.441532713,405.086643471,1519,237.644232745,17.9983,147.858,1.15022,0.49297810221,17.9897,1519,257.08515554,17.9962157298,0.997558,142.809,174.002469285,574.067028075
153.634297256,177.877751458,1342.93751989,17.9140945717,-18.0303,670.098870217,389.394722487,1520,291.304768145,17.9229,147.928,1.0367,0.493699002559,17.9133,1520,264.976486977,17.9212145827,0.996396,142.874,181.617083505,586.384131281
133.402946548,172.462113279,1087.63759994,17.9551953215,-18.0824,563.465469586,344.658616755,1521,246.264164238,17.962,147.988,0.925867,0.477119014885,17.9541,1521,165.417225798,17.9615307828,0.995863,142.918,177.357970813,512.462546138
117.906547385,134.499075637,1096.67092098,17.9381954456,-18.0718,653.809707716,378.208026061,1522,392.222953275,17.9468,148.079,0.985186,0.487425747266,17.9376,1522,159.212625729,17.9445632313,0.996621,142.932,180.871796949,515.808086972
207.333974493,64.8134571378,1046.46120529,17.9992992411,-18.129,610.743427631,384.886343336,1523,249.145553528,18.006,148.14,0.816062,0.46815404072,17.9999,1523,204.132697982,18.0033141924,0.997824,142.958,186.749615907,716.714158487
162.321228181,100.351970629,1442.36396389,17.9773584742,-18.1108,660.168831601,405.695998148,1524,219.827050962,17.9835,148.189,1.04367,0.489373570418,17.9758,1524,336.740598905,17.9831653081,0.997639,142.985,185.537918999,559.262286275
241.156337336,5.096097504,1256.78818545,18.012429628,-18.1405,598.679277939,375.287770412,1525,206.631455051,18.0185,148.225,0.981181,0.478974883436,18.0107,1525,325.022303847,18.0177473313,0.99801,143.032,170.561640328,728.34568142
164.164680303,57.4702430588,1411.38341191,17.9247353096,-18.0643,759.676319274,383.691551577,1526,234.080612652,17.9342,148.211,0.863905,0.474645842494,17.924,1526,329.884643532,17.9326172195,0.996756,143.023,185.27748743,542.561597977
205.214242813,39.2194227417,1715.29286069,18.0228324651,-18.1628,717.572590907,295.523417815,1527,203.286558045,18.0293,148.234,0.967416,0.485138095182,18.0217,1527,440.23039986,18.0280420712,0.997053,143.073,167.312252096,645.214208264
221.988935023,76.9597163827,1185.4359917,17.998645623,-18.1369,738.362909163,432.873462868,1528,36.7249437814,18.0069,148.255,1.05834,0.490782828555,17.9977,1528,292.980313608,18.0050671599,0.993483,143.125,123.614321401,682.052515397
161.458720375,141.041832416,2004.72837621,17.9898443198,-18.118,780.390653685,314.21687219,1529,192.38262171,17.9961,148.351,1.06998,0.482995576053,17.9882,1529,456.697229,17.9959688336,0.995357,143.16,133.080762024,571.793385497
237.822054382,97.4080878849,1714.14144122,17.9808344704,-18.1064,807.137416317,503.188155821,1530,179.308897016,17.9901,148.371,0.999448,0.484645596743,17.9806,1530,408.639100028,17.9890424702,0.996206,143.175,167.828300936,704.121281466
227.338663086,166.645585355,1486.97676262,18.017122,-18.1408,733.201015345,448.979243604,1531,146.765867419,18.0246,148.44,1.00217,0.485504524061,18.0155,1531,373.332798339,18.0236353894,0.99622,143.214,165.485225933,855.033029144
243.567559354,146.740639145,1134.40080297,17.9925866062,-18.1192,603.005494505,519.956844024,1532,170.355011731,18.0011,148.44,1.03917,0.491072111189,17.9909,1532,239.922097525,18.0000597246,0.996797,143.254,166.156417536,784.152167959
127.136332576,128.130253397,1200.96620054,17.9712931496,-18.1045,612.940493457,298.35852896,1533,183.964584876,17.9769,148.528,1.03322,0.484946397945,17.9696,1533,227.276358212,17.9771369582,0.995806,143.291,174.33480362,554.435575744
299.845003321,48.9670620835,1173.78873177,18.0551707835,-18.1729,577.948679234,370.740995352,1534,191.783683515,18.0642,148.602,0.972127,0.48508503139,18.0542,1534,223.647035092,18.0621609798,0.997569,143.296,186.858530297,784.046296917
286.826182169,130.752476706,1896.77801852,18.0450708752,-18.1757,816.810757623,435.287314899,1535,207.446082517,18.0518,148.619,1.19024,0.499357089622,18.0445,1535,414.013533101,18.0500252025,0.996889,143.346,183.258729894,893.060693518
209.562925647,7.38391765339,1053.85382503,18.0831090889,-18.2137,617.043604916,315.660154566,1536,271.208535752,18.0903,148.686,1.0633,0.488174179628,18.0816,1536,185.168446158,18.0894075583,0.997491,143.358,194.417000727,612.834023587
157.601279866,0.918207544951,1397.42223555,18.0904397911,-18.2161,580.756954881,272.224784509,1537,129.828995028,18.1011,148.685,0.962106,0.473917309029,18.0898,1537,325.576349183,18.0997884894,0.997726,143.395,181.709130982,541.687187068
253.441278661,69.3381393769,1116.93426799,18.0587197616,-18.1882,627.933621612,362.937628575,1538,225.117220235,18.0656,148.744,1.01378,0.479199854219,18.0569,1538,215.279766948,18.0646411874,0.997406,143.46,179.384514841,738.258937493
160.798932041,164.537846763,872.624900523,18.0776208548,-18.2045,520.577929961,438.549984415,1539,296.313600271,18.0844,148.818,0.991066,0.484297748014,18.0741,1539,147.277979672,18.0839660185,0.997194,143.496,173.466869593,662.08864278
325.423017789,152.27688112,1299.67744807,18.0879357848,-18.2175,680.886365069,551.83127585,1540,372.767954573,18.0967,148.85,0.932991,0.472585959162,18.09,1540,213.406318866,18.0912128089,0.996868,143.531,190.289891085,1059.7616525
179.525329146,74.1068821317,1005.69634454,18.05491164,-18.1787,475.309404717,326.255941777,1541,278.166528578,18.061,148.873,0.997022,0.484502949716,18.0533,1541,107.848818729,18.0601421017,0.996852,143.535,183.256787084,643.723436358
96.8988117587,336.223519176,1722.24062226,18.0731515965,-18.1982,837.028258588,465.674688027,1542,235.005182634,18.0806,148.922,1.02022,0.482063629984,18.0731,1542,381.752324002,18.0781182294,0.99631,143.573,167.726809876,622.863316713
118.694299967,311.192627695,872.411327877,18.02598896,-18.1534,494.393090083,447.126690937,1543,266.933582685,18.0316,148.948,1.07897,0.483200675601,18.0247,1543,147.938769045,18.0298369151,0.996741,143.591,176.718163158,597.182583594
81.8770680526,271.617065327,1587.25464021,18.0414834113,-18.1627,521.64073567,374.716969077,1544,269.767273624,18.0518,148.965,1.0959,0.490108317721,18.0418,1544,243.71046065,18.0483082223,0.996057,143.644,161.61829946,501.301772246
146.249776222,284.275944754,1317.62972015,18.0684415778,-18.1925,717.056096592,458.170873925,1545,367.643068049,18.0763,149.01,1.07978,0.492928856653,18.0676,1545,204.536098939,18.0743222625,0.995732,143.681,173.366191406,657.552486158
160.759825839,17.0900836823,1468.17530159,18.0919408398,-18.2192,766.27397695,297.245901858,1546,368.676823979,18.1015,149.032,0.922758,0.47743964148,18.0911,1546,325.056868976,18.0979288378,0.995155,143.728,169.335308645,521.064332569
327.156889262,67.0493155816,1312.74375261,18.0047524761,-18.1289,541.030383762,451.468652723,1547,132.820608932,18.0126,149.082,0.952494,0.474701092461,18.0036,1547,318.486277596,18.0114544475,0.994451,143.779,141.808800925,1042.88318767
266.852366004,31.4924657485,1637.48694712,18.0429278014,-18.1648,752.605384861,377.084988571,1548,138.712375707,18.054,149.103,0.973182,0.476661867091,18.0423,1548,395.217471851,18.051695668,0.994666,143.822,150.597391616,780.716465959
