PolicyRegParamNorm,AverageDiscountedReturn,Iteration,StdEsReturn,MaxEsReturn,QFunRegParamNorm,AverageAction,MinReturn,AverageAbsY,AverageReturn,AverageQ,AverageEsReturn,AveragePolicySurr,AverageAbsQYDiff,AverageAbsQ,Epoch,AverageQLoss,AverageY,StdReturn,MaxReturn,MinEsReturn
75.4501,111.203081244,337,144.713338364,617.987322253,157.234,0.472778,583.507677522,397.38800026,1012.59368331,397.291,88.9129254994,-406.09,8.65616266928,397.667,337,505.354,397.303531165,135.935323445,1073.09231779,9.87383125778
75.5649,114.010624003,338,42.3739686096,168.00107888,157.51,0.466766,246.441646378,397.390123663,794.28893004,397.258,62.1568878473,-406.011,8.57674279739,397.671,338,497.831,397.275362432,355.516189141,1151.02540455,13.4360926529
75.6915,110.414461679,339,64.1920471905,184.538057322,157.897,0.319137,1025.06306199,397.917910343,1026.54821541,397.794,81.0523519783,-406.646,8.78663443535,398.162,339,523.419,397.817794925,0.736811362283,1027.85665252,13.2698922418
75.7904,113.143507856,340,142.595567058,578.804431963,158.171,0.43663,237.985027861,398.678608646,526.074282595,398.561,101.59839551,-407.358,8.81022111603,398.962,340,540.628,398.573816974,303.933599234,1140.19520943,10.274828558
75.8622,115.123485537,341,90.5817531561,240.513096046,158.45,0.330249,787.377535408,398.600867304,1023.03122058,398.461,100.22544719,-407.246,8.65914309928,398.823,341,519.09,398.483249967,75.7265447603,1088.43879647,3.46597568397
75.9376,101.552149064,342,130.725601179,613.537833345,158.752,0.455304,167.125848731,398.888077375,305.52471919,398.749,102.475449188,-407.639,8.63505518683,399.155,342,523.623,398.764265038,198.676650039,1003.20027385,10.359991895
76.0493,107.110765233,343,37.3242831599,152.013993795,159.048,0.505425,163.296937023,398.885383196,321.904834057,398.752,55.5570319037,-407.479,8.7917104573,399.159,343,519.542,398.762695653,190.565960894,1123.04830249,2.89131397522
76.1272,109.278243756,344,121.73892824,436.829225447,159.41,0.308042,1020.82154687,399.412261497,1021.77701883,399.29,82.0106506686,-408.128,8.48076709216,399.677,344,489.91,399.314120736,0.603068736601,1022.81357364,10.0561306564
76.2418,100.538421318,345,58.7477440615,211.425269611,159.679,0.366109,985.520061027,398.774025323,992.363672242,398.645,70.6707893399,-407.906,8.72036507191,399.017,345,521.995,398.6758363,4.63387233302,1003.26557892,9.60651470819
76.3411,94.8565877467,346,59.3062855573,269.22473956,160.031,0.310282,985.485424058,399.3437098,986.160803481,399.203,57.5415062036,-408.211,9.04821234019,399.633,346,540.118,399.209352039,0.515022380386,986.880418969,3.40591777012
76.4377,100.549977297,347,89.9593288498,337.874058241,160.224,0.324682,174.76470234,400.077372673,930.867011142,399.923,80.231703266,-409.046,8.9368934784,400.309,347,537.3,399.951009366,239.101322356,1007.38478008,6.62205702519
76.5678,115.163017967,348,70.5419979644,242.288687787,160.402,0.314413,1035.77669601,400.573174508,1038.94475806,400.41,83.9485756385,-409.68,8.97967213516,400.853,348,542.322,400.439299373,1.25156172669,1040.74835038,7.99282268015
76.6659,108.412428172,349,72.8342388575,303.185812988,160.771,0.353895,1019.46202819,401.41064166,1020.83647854,401.225,70.6028129064,-410.406,8.8407303888,401.675,349,526.021,401.262246795,1.15145557015,1022.90303841,7.45017971092
76.7299,104.618459816,350,60.9434560572,218.291600541,160.985,0.387433,1013.96614154,402.831994828,1016.59703257,402.698,77.6211021123,-411.975,8.77655731751,403.111,350,512.328,402.696505847,1.67093338965,1019.62880755,9.1437665662
76.8404,104.517479594,351,62.1694618586,221.627252013,161.193,0.387919,1001.40065755,404.343974931,1002.8960775,404.144,67.8378437771,-413.334,8.87284109853,404.604,351,517.463,404.1708217,1.11629978286,1004.71125639,8.55159015724
76.9442,112.936164627,352,59.6936696214,203.029386517,161.506,0.398423,1017.65414739,404.056277043,1021.62903678,403.885,54.5656194035,-413.323,8.8065638663,404.289,352,516.71,403.930002413,3.14044697192,1027.24786523,9.09854511961
77.0083,109.178497796,353,71.9467997674,297.094739976,161.92,0.513106,174.444924583,404.372249765,202.18982035,404.212,73.1503522475,-413.468,8.9567936262,404.617,353,550.885,404.213800636,44.5659184533,573.656393434,10.6251619114
77.1037,116.659548193,354,54.1769805715,240.543127867,162.177,0.368152,534.219749921,404.762986967,948.946958784,404.608,80.1704769038,-414.068,8.94408210321,405.05,354,515.817,404.621367489,229.084944518,1152.02707612,9.74424817221
77.2187,105.402981865,355,70.1304293998,210.483438423,162.435,0.33769,1031.13457519,404.749491385,1032.07821358,404.567,78.3514534966,-413.924,9.10805004013,405.008,355,568.229,404.582582711,0.582062718327,1033.44812318,6.45561455237
77.3311,93.0409587575,356,54.5611282353,214.342778521,162.731,0.354508,978.262590319,406.593530936,981.898537752,406.425,61.8128955864,-415.506,8.91260582264,406.821,356,531.803,406.448941762,1.71049192278,983.956644698,9.82008079662
77.4368,59.8819020603,357,89.4534130838,307.202753394,162.943,0.630333,37.7340268992,407.04310179,226.916276889,406.853,84.1586565431,-416.367,9.1870835582,407.309,357,602.213,406.879267952,328.760298702,1029.12376075,7.18037583442
77.5516,108.920764256,358,50.6361233565,156.695716801,163.331,0.447723,219.302500043,408.293257292,738.614401363,408.114,71.8046423996,-417.574,9.01194417866,408.554,358,556.992,408.132198641,368.445891736,1210.27397764,7.72914281814
77.6095,91.7791339004,359,117.820203045,393.19449713,163.57,0.400876,874.630187537,409.112119235,940.934301933,408.922,70.6590456794,-418.319,8.97962407681,409.387,359,536.245,408.946326604,37.0412476063,997.511758333,7.61126538255
77.6897,96.6865371594,360,40.2502064004,132.508489564,163.739,0.381154,334.818120489,409.752542699,680.306016118,409.595,45.4870253171,-418.92,9.17658228607,410.013,360,627.197,409.60998562,301.702274247,1034.60988484,7.56324239594
77.8167,101.017430489,361,30.3835453433,93.6561534494,164.094,0.428627,990.655651721,410.119245836,999.932155976,409.909,38.6219127835,-419.402,9.257053583,410.335,361,591.559,409.941374303,4.41081636945,1005.07585977,5.13917939782
77.9256,88.0064848101,362,38.3766494903,142.44155478,164.367,0.570817,141.21234757,410.397715157,285.798822936,410.223,42.4582214182,-419.698,8.85361238209,410.658,362,546.249,410.248861683,109.27159225,647.986723541,6.52265566146
77.9993,127.060688849,363,128.999126093,477.72407769,164.592,0.444898,196.778368066,411.31231836,478.63138423,411.175,89.583731124,-420.441,9.25015782037,411.627,363,611.999,411.172276099,199.5760658,919.363630749,8.57997601913
78.0648,105.022093633,364,45.7153777372,182.709255529,164.861,0.45089,1008.62203177,411.40707149,1010.31676355,411.222,53.7007258095,-420.646,9.00864786345,411.664,364,535.365,411.244452379,1.00659229417,1011.93947894,6.88000362781
78.1855,106.787457215,365,80.853584774,272.930259957,165.185,0.541602,1013.89682881,412.649946724,1015.70620293,412.463,78.0248715324,-422.212,9.10817440097,412.924,365,573.596,412.49026816,1.19337278238,1017.67888062,6.27597928796
78.2921,100.279484086,366,49.8670827217,237.700725557,165.531,0.489938,987.92542053,413.299113998,1000.2256116,413.081,41.9900560425,-422.544,9.10826874036,413.587,366,566.703,413.092321394,6.19939468601,1005.84637252,5.89173991148
78.3863,113.439301061,367,40.9730000649,137.909182786,165.905,0.422521,1017.6902714,413.413659085,1025.34416412,413.178,42.808943107,-422.699,9.69252747965,413.641,367,672.802,413.224035768,6.96782906374,1034.18544089,6.67393937468
78.4983,95.8448183138,368,125.391747012,557.402515215,166.24,0.563929,981.997901163,414.345289742,986.001393288,414.122,76.2332894081,-423.532,9.23336165779,414.627,368,583.904,414.129449349,3.12972390217,989.965421532,7.50342698567
78.6443,114.021135903,369,93.6810378961,320.264169793,166.572,0.469161,869.766412749,414.315142401,1022.02813513,414.067,93.6485073704,-423.423,9.08250282777,414.598,369,588.271,414.088574977,95.0101869843,1198.03601737,15.6479256351
78.694,96.5220459818,370,36.1604509903,136.438358711,166.825,0.447285,987.560412727,414.929612217,989.49606955,414.716,41.5612313326,-424.301,9.3052052328,415.204,370,604.142,414.741617276,1.43063002349,992.830040195,8.6468658993
78.7662,95.6603466273,371,50.905086137,199.587069355,167.032,0.462431,982.819323866,414.320439519,984.779183581,414.053,65.6889876989,-423.357,9.30084939749,414.592,371,604.626,414.07720786,1.64185467454,988.821421134,6.54838715752
78.8527,92.8764907093,372,100.381031007,474.51646818,167.309,0.487874,978.440734529,414.339339815,980.177038212,414.117,61.847610976,-423.696,9.17953576101,414.635,372,602.006,414.117621507,1.09387050812,981.930649379,6.24294549706
78.9423,115.198375166,373,38.9861791393,152.370819573,167.53,0.49131,178.941207438,415.82649556,553.485002479,415.576,52.3239729592,-425.024,9.05736490225,416.119,373,559.851,415.596938941,432.56483432,1441.74340167,6.06976444713
79.0393,101.638837137,374,71.7630999322,293.207639345,167.934,0.500153,996.443347489,416.980644053,999.242280794,416.78,72.5086356254,-426.503,9.21728149856,417.258,374,587.927,416.808829796,1.4881586603,1002.64762317,7.33450236836
79.1414,88.9001479806,375,61.0362737068,187.047960686,168.236,0.483682,977.35198089,417.14213773,978.374847954,416.979,75.2373644426,-426.699,9.00645546954,417.465,375,539.822,416.973932356,0.913112063861,979.793878412,6.60998660464
79.2258,95.3072328794,376,57.4687218322,182.281020388,168.52,0.501831,987.192872556,417.231161495,988.77172352,417.008,48.7435848645,-426.463,9.13027843585,417.493,376,577.879,417.045723993,1.58869243582,992.741016468,6.18750906267
79.2968,101.420374302,377,65.8810200541,222.28165707,168.953,0.459893,998.803023039,418.60308313,1000.71413587,418.34,70.1632355166,-427.955,9.28777947291,418.847,377,599.466,418.364773626,0.864932685518,1002.02492937,7.43397108987
79.3423,175.528407934,378,209.990424656,785.845962843,169.352,0.59786,792.199523101,417.844017041,1766.32189457,417.637,106.586840941,-427.108,9.1884396548,418.137,378,590.642,417.638726051,711.072432454,2766.11167315,6.36360970934
79.4473,127.112253332,379,124.057057459,439.884516089,169.613,0.566429,140.636240087,418.562391823,493.349630986,418.309,103.820215124,-427.839,9.44201249248,418.81,379,634.238,418.335855441,408.351928415,1770.65243519,6.46197237645
79.5135,131.246126024,380,354.492592425,1115.85889882,169.898,0.517045,222.890245363,419.077247257,392.798653931,418.883,220.925087475,-428.076,9.01368614087,419.351,380,584.816,418.891774185,319.044789713,2076.16251604,10.9383776277
79.6413,97.8039718381,381,155.195223526,477.149924647,170.219,0.637763,987.370386648,418.557505547,995.160505506,418.297,136.865897539,-427.887,9.36332892687,418.884,381,607.228,418.313135171,3.13945431849,998.911535869,6.63631285604
79.7214,139.23262617,382,276.883506954,942.696952733,170.439,0.620063,227.67062702,417.992477557,435.87837322,417.789,225.331786888,-427.283,9.69686089532,418.277,382,653.492,417.807284182,385.708543021,2080.62104002,6.75578012799
79.8094,133.843021663,383,153.789861051,647.395161976,170.778,0.552948,152.877825188,418.845739186,409.051872484,418.623,105.795822889,-427.758,8.97147859839,419.142,383,534.735,418.644624445,220.632918154,1092.44630096,7.41175213366
79.9186,123.896945179,384,138.272747361,468.616192476,171.068,0.596682,176.998019414,419.277719657,614.431844083,419.016,130.518659159,-428.445,9.39676200655,419.552,384,577.696,419.048487713,580.003599394,1997.04478922,6.92915669986
79.995,130.622982985,385,96.3785044084,335.237526674,171.405,0.505009,186.07164124,419.387298963,828.049006377,419.159,107.558309245,-428.475,9.48186473281,419.671,385,600.329,419.17162654,465.152201421,2055.05059839,4.2986913469
80.0944,152.464713976,386,213.34915039,672.919541149,171.72,0.581916,220.256098202,419.238790434,934.933108999,419.0,126.565448687,-428.453,9.18418252949,419.538,386,582.911,419.004830325,788.587030914,2338.31506426,6.50456324332
80.209,161.239988825,387,264.714082514,822.433758765,172.099,0.583471,257.092234242,420.024180444,1695.46356987,419.749,179.205565849,-429.543,9.48905766307,420.288,387,608.258,419.77749025,663.587756737,2555.42736933,13.9133131603
80.3167,159.115917127,388,165.725550023,775.455709717,172.31,0.525045,517.869567684,420.891406845,1693.11692794,420.584,91.1774242819,-430.046,9.42357283782,421.146,388,629.92,420.61989506,447.408240636,2251.56851389,6.16170442139
80.4332,164.616083145,389,211.637848073,587.489830193,172.618,0.59533,380.897750203,420.595458696,1360.0712579,420.324,145.482454307,-429.902,9.17370975552,420.91,389,563.928,420.347350911,946.90085143,2774.46202896,3.82360014248
80.4987,154.750404923,390,96.6869172284,392.005937738,172.874,0.562306,202.433696576,421.127823033,930.82355365,420.832,98.4830664273,-430.527,9.17142882314,421.429,390,579.967,420.839305386,746.819419856,2349.81262976,6.46414478465
80.582,210.80434425,391,157.74987737,537.626115904,173.089,0.641593,589.914092362,421.067367705,1657.22570127,420.819,162.103048038,-430.297,9.56102918087,421.365,391,669.447,420.849942868,693.891787575,2790.9746772,7.01149708412
80.6637,180.289581589,392,289.192936004,746.397231696,173.362,0.64673,231.134886773,420.820953803,1097.44325696,420.616,270.594445468,-430.23,9.2559238233,421.165,392,593.324,420.619867887,739.971796512,2837.99101187,10.1760595592
80.7204,206.431569196,393,283.201775658,803.972181756,173.682,0.64176,307.542612292,421.879308839,1051.20946934,421.652,191.185563205,-431.156,9.07992212145,422.157,393,555.617,421.669921977,488.913079356,2614.89049796,7.81322921695
80.7734,176.799167284,394,83.8840312845,241.377663597,174.041,0.651994,109.605952208,421.385396196,957.293553569,421.131,90.3398219685,-430.646,9.27957303324,421.685,394,573.169,421.146658428,631.621707616,2361.58823027,7.92727283955
80.7924,178.09307194,395,148.338600389,639.477270734,174.283,0.615755,314.748447632,422.02226286,1734.40711698,421.749,108.973142848,-431.451,9.56812795883,422.33,395,668.353,421.781032872,644.565199492,2665.27898907,8.60647729739
80.8898,239.844831102,396,203.584646657,669.532274436,174.629,0.767835,552.365104983,422.565488909,962.175409683,422.291,136.804467029,-431.969,9.34476078919,422.844,396,625.578,422.298218438,230.842654418,1620.61108676,6.59534786768
81.0235,210.379778037,397,235.654783696,926.905925099,174.872,0.677937,535.18297595,421.934083392,861.262830369,421.611,147.144746377,-431.203,9.26260375332,422.184,397,597.848,421.636309024,337.90365269,1848.72989997,6.64030985822
81.0579,178.038561762,398,247.187075585,818.279118915,175.099,0.643485,226.340120355,422.578396249,1113.95300615,422.321,140.760358039,-431.916,9.11130906223,422.914,398,546.929,422.345220553,688.085507301,2629.78350211,5.70894330067
81.1738,144.524747687,399,77.2798118677,308.378329573,175.402,0.570194,116.158860033,423.298349886,909.193772038,423.023,65.2707551172,-432.46,9.14313590009,423.565,399,588.37,423.025715687,842.775394744,2589.97558995,5.32256939133
81.2428,124.567440489,400,89.8292861272,388.809563103,175.635,0.510143,230.113006387,422.835359351,835.223052825,422.621,73.2018498921,-432.272,9.39674828036,423.187,400,580.779,422.654536481,543.986352018,1592.11359642,6.36634875549
81.3266,196.401168676,401,130.747074636,426.234200646,175.998,0.625227,909.929961072,424.090877708,2150.08302394,423.787,107.682633369,-433.765,9.2653931038,424.389,401,586.515,423.800171407,471.068302641,2744.85649027,6.35858215231
81.3743,137.059273879,402,202.731514048,753.710180853,176.196,0.618162,1023.10108648,423.663054953,1603.73995243,423.35,153.528938934,-432.96,9.64182902514,423.952,402,697.545,423.366418633,766.225605594,3006.12324839,5.64088192467
81.424,153.358551422,403,124.570995292,405.792997258,176.436,0.504058,412.542510594,425.111521254,1315.69702476,424.915,111.781354927,-434.689,9.01036412138,425.371,403,543.901,424.927820322,830.451852634,2472.96358041,6.37198308316
81.4823,220.272039841,404,105.091614662,315.01308693,176.648,0.645305,752.756594758,424.374648726,1836.85670205,424.128,87.9643604747,-433.57,9.10919096462,424.66,404,569.197,424.140098422,666.801757705,2716.79770596,6.65927651598
81.5384,129.122955603,405,183.584798391,507.89805436,176.866,0.484672,240.594133579,424.815811903,1288.79097741,424.5,169.723777242,-434.075,9.06880257055,425.133,405,557.518,424.507581385,600.435828417,2445.09449868,6.74165801353
81.6147,140.297309737,406,251.653858122,938.83452955,177.026,0.532413,200.079997491,425.777374643,1140.30456302,425.466,188.011205485,-434.889,9.2569905013,426.025,406,614.898,425.511580166,854.927145356,2301.52596135,12.1099116928
81.684,134.919027433,407,145.585868883,626.910805966,177.191,0.510393,216.475342787,425.447674879,884.48133991,425.16,93.9432697869,-434.372,9.03188791109,425.746,407,537.41,425.17464525,627.266984958,2017.09112367,5.01311434183
81.7721,124.093144732,408,108.488005623,287.647911074,177.438,0.560954,204.483157181,424.985085122,596.510854663,424.724,106.764262186,-434.458,9.2814324289,425.3,408,590.221,424.735749452,500.669825814,2070.18260005,4.78425666327
81.8079,163.344732448,409,288.250391982,1001.31804093,177.548,0.56656,227.599253309,425.457748257,831.014385371,425.202,277.232338937,-435.028,9.32363628076,425.787,409,612.814,425.231596244,904.586926132,2833.83963437,8.80329672989
81.899,176.984310022,410,123.989703327,432.910586417,177.858,0.560517,229.425768152,426.663355645,1165.72440285,426.383,110.473104484,-435.676,9.16889228813,426.937,410,606.497,426.376752063,965.379816541,2963.97325167,7.04603710506
81.9645,158.657820729,411,80.4218510365,294.231877684,177.962,0.569194,212.648890095,425.926035833,903.273052805,425.598,74.7414776484,-435.077,9.28424060946,426.187,411,593.447,425.617967113,909.648701201,2655.46669365,7.48809528986
82.0619,181.415514436,412,141.991449465,652.871179306,178.183,0.559035,506.855434582,426.213654968,1843.3313154,425.899,90.5172004992,-435.511,9.32422404279,426.491,412,646.365,425.906257028,781.740732538,2643.36875392,6.79433525069
82.141,102.71733014,413,115.07981653,526.180640362,178.589,0.514748,996.539018346,426.115772514,1001.64769564,425.799,86.9666460189,-435.314,9.26251279373,426.387,413,632.402,425.840433333,1.93208933661,1004.08569022,6.46107535438
82.171,119.898597997,414,151.08032974,563.338717406,178.772,0.601237,240.853524169,426.454742167,339.024291658,426.194,122.432830273,-435.627,9.26087146472,426.807,414,599.064,426.18003747,232.941734034,1028.8157486,6.72136206017
82.2602,126.57669331,415,174.629372922,719.961712145,179.05,0.45517,269.919858617,427.368386046,855.212414609,427.035,122.273161733,-436.154,9.1589375736,427.639,415,627.174,427.055028213,292.834805965,1024.42335702,8.06947661123
82.3502,120.878164081,416,87.0822973644,258.404424601,179.274,0.591254,202.798400065,426.574840239,232.547159234,426.191,112.005752057,-435.556,9.06238082554,426.879,416,574.273,426.216828748,15.1188055637,291.851359009,6.94584269363
82.4092,119.715317588,417,360.637390514,1421.81637307,179.59,0.524058,103.210844731,426.055091003,446.098199546,425.682,140.0990142,-435.277,9.26655026316,426.348,417,587.518,425.691770401,458.895209579,2063.97102712,6.49769632372
82.4773,98.4767269042,418,149.416885192,560.533193214,179.761,0.548391,108.252074773,426.84166298,218.028402977,426.559,121.045706974,-435.83,9.06641401192,427.143,418,565.619,426.551326866,194.640128319,1239.24408843,4.73549174363
82.5743,131.831990208,419,128.304426915,492.828406258,180.057,0.550267,135.747495538,426.821272938,688.304674672,426.452,112.545781087,-436.065,9.39105814896,427.105,419,627.547,426.479993686,590.308623733,2451.92365743,5.45410644154
82.6845,108.065136541,420,114.966407227,352.409420578,180.303,0.541913,165.921555428,427.822059115,182.711230424,427.531,124.699255951,-436.947,9.56876654697,428.078,420,676.053,427.54551174,9.46160561871,197.408105843,6.60368775088
82.8051,131.895592016,421,169.895494621,957.000174873,180.533,0.490684,169.922427779,427.211844168,979.777350786,426.823,77.3214238564,-436.322,9.42812492222,427.52,421,662.655,426.844010581,862.852495668,2370.57565759,6.28884470073
82.8546,140.78821088,422,72.8989184369,263.893282754,180.641,0.604078,139.712483314,427.832818028,425.662390021,427.487,80.927010938,-436.941,9.4251999807,428.13,422,680.535,427.513949928,282.333998246,1933.53304921,7.65391129925
82.9527,116.640627577,423,98.5762571878,449.781202735,180.773,0.538428,151.771428271,427.592914846,288.791901925,427.298,70.3027292189,-436.688,9.52176023622,427.92,423,664.222,427.318197772,75.9454914907,702.035240333,8.03339699179
83.0372,134.093531567,424,54.1593610294,233.351387681,180.96,0.550249,189.302119877,426.487029393,570.544753708,426.23,52.0561663342,-435.649,9.56648915501,426.81,424,640.529,426.237261987,348.799211298,1083.10721077,6.7855266021
83.1449,135.132225163,425,181.994637031,532.369709358,181.278,0.5577,206.7365291,427.394386263,792.138310759,427.103,150.856075325,-436.53,9.53152085978,427.666,425,641.349,427.131893763,522.300359587,1872.94044861,8.01227053653
83.2776,98.7218561158,426,103.621910334,366.034154431,181.547,0.567707,137.277995116,427.576296388,157.921441825,427.255,76.0836530323,-436.652,9.32687300099,427.872,426,588.281,427.25609672,20.2259488036,218.199560216,6.78094451329
83.3612,115.044369055,427,105.990834356,443.700681917,181.78,0.531385,119.119968755,427.93983927,264.56790906,427.63,96.4522906244,-437.166,9.39088241436,428.23,427,620.934,427.657139153,168.046799531,795.822040134,6.52927127167
83.4593,131.834717538,428,62.3111243903,217.773920291,181.98,0.509584,211.432609584,428.186420934,703.360784078,427.904,51.4778978582,-437.33,9.32929856711,428.527,428,596.577,427.912504889,635.388811777,2454.81595115,6.89804244243
83.5724,148.763459659,429,61.6506487714,255.002946411,182.178,0.500391,304.97978352,427.417905138,805.840863536,427.128,57.0079852851,-436.748,9.61503194733,427.707,429,656.958,427.147834755,592.934762574,2415.81195657,4.43724870189
83.6425,181.687684092,430,156.96930517,650.907737425,182.405,0.534377,384.012196414,428.946348338,1351.65419784,428.671,121.97933005,-438.289,9.38940925863,429.238,430,629.176,428.701170546,773.731240293,2651.51367707,6.69492147726
83.6871,208.796032817,431,180.816871057,833.428880916,182.685,0.626294,709.749772085,428.261828102,1574.76559041,428.04,94.0380683225,-437.975,9.57579182887,428.637,431,628.772,428.023639377,757.738430254,2789.82335683,6.19794451487
83.765,229.523666493,432,115.04455153,360.479801374,182.991,0.628294,734.066674759,428.921052758,1780.38844362,428.718,121.603437603,-438.805,9.41373367895,429.204,432,624.643,428.760531166,814.419340149,3095.16731805,8.4630213703
83.8616,183.842173665,433,70.1401299159,253.655283347,183.169,0.625167,267.755675046,429.470146079,885.748361599,429.261,69.1014522471,-438.863,9.34007171212,429.796,433,608.308,429.275015903,773.4135336,3003.3947664,6.23658656082
83.925,182.59660048,434,131.795435398,441.210493673,183.327,0.54459,508.462553721,429.919171558,1645.88205484,429.692,107.153718916,-439.31,9.46200226943,430.215,434,654.584,429.70575467,628.463268256,2505.34589349,5.85543054407
83.9593,185.256358778,435,294.849978241,1019.65803675,183.54,0.602836,344.04588151,430.139887653,994.958201891,429.892,184.531650576,-439.708,9.46083268981,430.451,435,628.69,429.918819213,567.245116282,2254.48975158,5.37740151555
83.9718,220.223269979,436,129.532132305,373.589263021,183.753,0.643984,364.766224538,429.896269919,848.602610894,429.705,139.333189435,-439.441,9.65976624359,430.237,436,660.565,429.730737664,270.910712376,1545.18695715,7.18040646761
84.007,189.792726213,437,227.440812683,742.271607141,184.057,0.546171,472.523228233,429.627006939,1512.0440388,429.471,189.514674315,-439.297,9.42389851947,429.967,437,651.627,429.476878876,583.069905985,2550.99361328,8.66470380943
84.1188,144.28976959,438,132.740652316,458.860718127,184.335,0.488107,275.161948783,430.092912434,839.229284276,429.954,109.27786572,-439.385,9.43894375965,430.363,438,647.312,429.968987573,735.113500472,2324.81193179,9.17221824023
84.181,116.778329196,439,112.305174318,419.018900326,184.529,0.577011,288.595092905,429.923140821,925.845556669,429.773,81.5055412766,-439.335,9.40782053357,430.216,439,625.718,429.795743626,279.404671795,1055.4949406,7.46390821627
84.255,170.571851981,440,142.265553508,588.772257165,184.752,0.543662,528.966068812,430.679424716,1601.1224846,430.562,76.5915780287,-440.065,9.38325730526,431.002,440,631.104,430.577284093,504.997367853,2407.98069758,3.87475012101
84.3453,116.756829196,441,44.8358608689,154.880095505,184.936,0.381854,245.450675344,429.854590013,928.569340785,429.728,45.3410072905,-439.31,9.26890475302,430.206,441,608.213,429.74786486,242.934841047,1046.33872672,4.93485950233
84.3997,111.079358768,442,52.5224203904,198.977461722,185.109,0.464271,1015.09324658,430.262413005,1023.82570094,430.129,47.8102072024,-439.805,9.44605347331,430.543,442,649.446,430.15159709,6.50449892849,1041.75828282,3.22047438617
84.4687,117.603013372,443,132.347809019,591.14284661,185.348,0.429937,189.371851966,430.482545324,638.491775025,430.381,99.5525778633,-440.316,9.43591651358,430.836,443,623.508,430.385868352,464.858478985,1464.02144971,5.34146284045
84.5085,162.591877278,444,102.087322932,433.046070964,185.566,0.569826,422.585644319,430.345276195,1670.45363168,430.205,63.9478454826,-439.826,9.38240923982,430.661,444,631.574,430.2181333,827.744267368,2637.29762425,6.83918303658
84.613,115.602298345,445,36.6002083839,140.473049853,185.72,0.492335,634.683763501,431.422719144,1052.85573681,431.278,69.7385239979,-440.731,9.34485512572,431.733,445,630.282,431.314581482,172.408872338,1437.60778982,7.00969036448
84.6888,154.993321201,446,72.92121133,335.302346279,185.976,0.565077,264.6990043,431.509848858,1153.68463269,431.403,57.109918562,-441.027,9.45206967954,431.863,446,656.058,431.408418446,983.536569026,2512.61461721,7.66017034363
84.8074,137.311581263,447,316.47284189,825.509322064,186.28,0.470035,445.84055221,430.917284451,1057.55989423,430.82,368.847095503,-440.451,9.38117147308,431.244,447,618.061,430.836841778,355.822446829,2131.11464296,13.1845289001
84.8363,119.318576066,448,101.147086336,454.548386454,186.412,0.482279,242.147696491,430.805358967,672.062208177,430.7,68.024854765,-439.943,9.52032451707,431.081,448,644.603,430.72039552,381.462226558,1036.68040296,5.74986212561
84.9307,201.038058372,449,47.6087339593,152.561840128,186.67,0.565565,448.539565818,430.648004725,1170.16818103,430.545,55.7305099914,-440.151,9.63142387987,430.992,449,651.406,430.564129368,634.012320886,2600.69136277,8.47094979529
85.0185,121.807142017,450,289.011375818,1034.87785272,186.84,0.530284,222.183934099,430.592460902,250.071712755,430.479,191.34290796,-439.972,9.47600724073,430.911,450,620.364,430.504028637,12.830399709,275.627838316,7.0556934157
85.1406,126.884859029,451,140.50453762,472.31106872,187.129,0.511854,209.17390566,430.353637545,853.969895174,430.226,93.1527523954,-440.04,9.63247665462,430.689,451,658.32,430.244297168,412.598319228,1350.7193043,10.4081943898
85.2161,188.410664711,452,82.9030287278,310.011090833,187.204,0.571529,995.825509301,430.657081878,1929.30194872,430.561,73.0222349155,-440.011,9.53040513469,430.997,452,669.206,430.560061028,539.352794265,2468.67454729,7.83630194068
85.311,187.509505708,453,110.847204886,369.883267945,187.37,0.585056,526.656223655,430.926310878,2226.68546457,430.808,91.1168527132,-440.082,9.6447584472,431.221,453,660.645,430.834409143,570.379982232,2678.75990774,8.56124765677
85.4118,129.729182049,454,174.655608038,753.54137426,187.684,0.525315,225.731626673,430.840345442,736.813189135,430.742,102.4687285,-440.438,9.39142139668,431.113,454,692.202,430.758638618,664.2013811,1795.67561652,6.73451825889
85.5217,199.213264045,455,84.515996496,348.547452958,187.943,0.601081,393.026559431,432.772280822,1856.28391207,432.642,86.7336247776,-442.067,9.40943637474,433.042,455,630.167,432.667482193,587.472065761,2605.77543619,7.67446379754
85.5771,182.492599634,456,259.468755547,926.183470033,188.204,0.546783,340.403575923,431.878998856,1864.19334939,431.773,141.36006496,-441.424,9.7305434077,432.236,456,711.833,431.779188981,966.199225397,2754.79711823,6.71689224389
85.6769,157.634934698,457,89.7883633599,396.441365715,188.397,0.50553,270.523330625,431.59419658,1438.40517306,431.46,71.9647369954,-441.06,9.69785543468,431.9,457,710.201,431.501453652,575.291719933,1892.92041684,5.26881784713
85.754,177.775485946,458,108.711428075,368.180668598,188.633,0.499325,608.991852237,432.285289836,1670.49385166,432.178,99.8242341604,-441.939,9.24053663228,432.555,458,593.867,432.181209481,603.04223122,2226.50193423,5.43454055634
85.8657,106.840188755,459,59.5581293591,190.446067564,188.849,0.530441,42.7713779968,432.323323716,246.35801738,432.192,79.8650679296,-441.862,9.32624664166,432.592,459,635.665,432.212890912,191.284472636,1057.24473948,5.97144260915
