MaxEsReturn,MaxReturn,AverageReturn,AverageQLoss,StdEsReturn,AverageDiscountedReturn,AverageAbsQ,Epoch,AverageAbsY,AverageAbsQYDiff,AverageY,Iteration,PolicyRegParamNorm,AverageAction,QFunRegParamNorm,AveragePolicySurr,AverageEsReturn,StdReturn,MinEsReturn,AverageQ,MinReturn
285.507328408,338.68140787,278.617236643,0.57198,116.523441118,128.744478594,11.8612,997,11.8505632949,0.243007918392,11.8471789194,997,95.3463,0.866395,115.512,-12.1273,108.379222706,34.309271038,5.78900228787,11.8464,66.5684299287
256.312749159,328.603598315,280.492567759,0.55033,89.6155795067,128.599944475,11.8559,998,11.8460914468,0.24201731806,11.8406814949,998,95.4175,0.924742,115.539,-12.1362,78.8661416298,19.6781363574,6.48910774977,11.841,248.230511532
247.777647257,283.976338318,253.08271845,0.613787,92.3762329656,128.652451821,11.8303,999,11.8186749247,0.247282753565,11.8144191601,999,95.4843,0.900162,115.628,-12.1163,76.2273650187,14.121221786,5.13449952581,11.8142,230.925520469
250.022116525,318.481663728,264.737338055,0.669328,89.0403522379,130.906938741,11.8783,1000,11.8686093212,0.261095746235,11.8646022,1000,95.5003,0.872268,115.701,-12.1642,57.8911164892,21.5579498957,4.06159913156,11.8638,225.716525599
270.730070452,315.109681925,282.04471119,0.6014,97.241531246,130.131226754,11.9082,1001,11.898958065,0.244757474319,11.8935720517,1001,95.5802,0.884969,115.716,-12.1788,77.7532688975,20.4275885241,5.12689612664,11.8934,220.819389979
245.273763859,273.927248472,244.523475844,0.679922,81.8047447861,127.436778383,11.9172,1002,11.9062512615,0.257394659637,11.8999032937,1002,95.6011,0.923089,115.771,-12.2073,77.1895914761,22.6139385296,5.20915681437,11.8994,110.077808689
263.421810188,283.920589888,247.496006538,0.679018,96.0180149318,128.90280854,11.8785,1003,11.868355538,0.266566506018,11.8611087108,1003,95.6387,0.912413,115.837,-12.1717,88.5311292792,14.1786195806,5.63481332471,11.8602,223.521203651
284.333626148,250.100362496,225.623727475,0.710578,94.4893245008,125.367414081,11.9084,1004,11.8946196607,0.265077360839,11.8880183774,1004,95.666,0.853914,115.912,-12.1887,123.302663441,8.17932349468,5.40047943547,11.8879,212.362734557
256.634733254,307.722917126,256.62985249,0.696978,90.016458122,126.989460427,11.9033,1005,11.8952373748,0.261333870246,11.8905908725,1005,95.6743,0.861038,115.946,-12.1863,124.317519855,38.9120309604,6.99532594496,11.8889,50.8746253738
269.9113321,359.856741604,305.508198088,0.596904,88.8277988984,129.268452125,11.9143,1006,11.9048937728,0.247792716154,11.9009140561,1006,95.7015,0.854798,115.966,-12.1817,56.5995968922,20.022718802,5.62660732248,11.9003,272.125246372
300.692134777,296.178883648,259.203216971,0.633532,95.4575211556,129.47772668,11.8886,1007,11.879033146,0.249030929523,11.8756332805,1007,95.7638,0.896627,116.039,-12.1664,80.420546251,10.5806037777,4.94046518652,11.8756,239.923776348
262.355027079,244.14581632,227.345026724,0.618236,105.637219404,125.873611028,11.8792,1008,11.8681260775,0.259755260944,11.8633566472,1008,95.7642,0.857663,116.072,-12.1604,103.364151654,4.87686335998,5.57095961042,11.862,217.910498701
254.24815315,252.452623759,231.605760402,0.561865,99.310841253,127.152702201,11.8917,1009,11.8824146765,0.245573858651,11.8768906107,1009,95.7844,0.84378,116.113,-12.1566,89.5571960149,10.5791167296,5.50894622109,11.8768,212.36060621
251.214058159,274.202612488,247.065793766,0.655507,100.620318697,129.449805104,11.8473,1010,11.8376871968,0.256439801721,11.8328614089,1010,95.8058,0.871017,116.172,-12.1078,105.903144841,7.42188245932,5.70652831689,11.8318,232.975454477
251.822999269,260.23907645,245.710100535,0.658985,78.6932710457,128.2837759,11.8617,1011,11.8500193971,0.250167407519,11.8453962917,1011,95.822,0.833502,116.264,-12.1291,60.4923199202,6.79387839933,5.59880411706,11.8453,232.461004547
265.948183092,328.627304262,279.962714106,0.664538,90.1341281607,129.457550013,11.8757,1012,11.8656800305,0.256485321878,11.8620183097,1012,95.8848,0.883882,116.289,-12.1552,73.9616516988,20.5727833247,5.9451008373,11.8627,241.390405405
292.457531986,246.091495176,231.912763351,0.674486,102.666072286,126.897219987,11.8768,1013,11.8671319407,0.255383298692,11.8633026124,1013,95.9314,0.820406,116.369,-12.1518,108.496116621,5.84656540223,6.6213775574,11.863,223.320820397
263.445312269,269.978329862,247.389157543,0.590933,89.8780307389,129.078952693,11.9039,1014,11.8924985823,0.245415531275,11.8885255482,1014,96.0076,0.859336,116.434,-12.1817,75.005105043,8.80878213721,7.2541807867,11.8886,228.281363306
263.409134247,246.731531498,227.784866126,0.633701,104.399603403,127.285874262,11.862,1015,11.853428083,0.247865658321,11.848954048,1015,96.0492,0.868226,116.503,-12.1127,106.396877482,4.5237715012,5.95574923919,11.8477,220.979499017
243.632745284,292.722235505,240.375317386,0.64144,103.023260134,128.042866152,11.8412,1016,11.8319075066,0.255150620599,11.8272644103,1016,96.0646,0.85493,116.568,-12.0905,116.927615914,11.349946802,6.73148989589,11.8267,229.567273883
267.928299093,342.442909479,294.239624715,0.637565,109.951595569,127.120053602,11.8198,1017,11.8113221856,0.246958884391,11.8064822528,1017,96.1202,0.834879,116.62,-12.0727,118.329220635,54.0824708077,6.39515913407,11.8056,32.2676603468
259.713112612,344.531561221,287.889394076,0.629536,92.2400104766,130.886276502,11.8267,1018,11.8165947563,0.253727923913,11.8133822944,1018,96.1652,0.840454,116.665,-12.0793,61.3241967973,22.5388493708,5.56854951833,11.8137,251.053038975
256.68584498,334.074907089,260.622514403,0.650827,86.7040777902,130.8986589,11.7957,1019,11.7868675916,0.252019145212,11.7828832301,1019,96.2436,0.857101,116.701,-12.0405,77.9439691198,18.8900272835,5.57196188489,11.7826,233.516579518
251.923635623,277.881981759,250.147330833,0.643773,105.831439187,131.108378255,11.8146,1020,11.8043399958,0.254316768652,11.800198932,1020,96.2947,0.868291,116.749,-12.0708,107.85472337,12.2640833978,5.58942000993,11.7993,227.844275539
255.949010785,316.274278403,249.86465153,0.576224,96.2710988774,129.042737221,11.8487,1021,11.839486511,0.242708116891,11.8358467495,1021,96.2905,0.867353,116.776,-12.0956,73.1631251258,18.8932071009,5.72576340706,11.8355,216.461869914
261.833594313,312.322806921,269.687692156,0.633627,87.894992437,129.892880781,11.8094,1022,11.8007686165,0.252393697506,11.7970745484,1022,96.3284,0.848242,116.795,-12.0539,63.667922917,20.2008967864,5.71371873747,11.7963,213.947912443
233.529531476,249.039273908,230.084488389,0.664079,90.732745191,127.287120495,11.8266,1023,11.8172375758,0.254935544139,11.813630701,1023,96.3564,0.878733,116.871,-12.0676,82.1211906536,6.29852044858,6.34753075332,11.8132,221.36219297
260.456532533,308.604834959,275.307243988,0.685265,83.8952617142,129.633820555,11.7856,1024,11.7777440538,0.253324749707,11.7743718831,1024,96.3673,0.859253,116.912,-12.0369,64.8202310184,34.883904794,5.86942235509,11.7742,54.3140799432
277.128182212,237.193719078,226.539201141,0.630544,98.8660358111,129.038930386,11.8245,1025,11.8154604564,0.249230524544,11.8096806541,1025,96.4086,0.889366,116.974,-12.0559,103.258990816,3.47635292454,5.58094959125,11.8089,219.832270472
281.116173938,312.951393432,259.123572027,0.659864,81.9739633058,129.641804937,11.8898,1026,11.8797922339,0.255111853317,11.8748065488,1026,96.4575,0.840446,116.997,-12.1188,52.9117751171,18.3205271872,3.83692758708,11.8736,238.023196173
257.385287139,247.919018058,228.501728371,0.622701,98.1478627279,128.469305129,11.7861,1027,11.7769190605,0.243957404016,11.7725882906,1027,96.4666,0.912121,117.035,-12.0246,93.2902176311,6.21265126185,5.95712607922,11.7721,215.837121374
280.85844192,28.7580565155,26.1719942308,0.671279,74.7547079001,23.6965668704,11.7923,1028,11.7852579101,0.25346110049,11.782088505,1028,96.4933,0.750349,117.087,-12.0282,47.0407584453,1.62559084619,5.58182797085,11.7813,21.6053959493
240.853187362,307.88792438,246.307529941,0.641545,92.4566031826,130.55599764,11.8106,1029,11.8011443387,0.247960275366,11.7962144509,1029,96.5188,0.914901,117.145,-12.0342,69.5911385322,16.2099809776,6.52274150963,11.7977,228.714690531
253.923150797,320.390256272,268.688948824,0.664646,86.1231827103,128.673841258,11.8063,1030,11.7972285679,0.255986119091,11.7928401243,1030,96.5576,0.918893,117.208,-12.0273,60.5410381411,17.4370779086,5.31192008133,11.793,235.87703249
281.225254027,349.909709566,243.948029058,0.609665,97.1122104105,132.13179289,11.786,1031,11.7788099254,0.248967715667,11.7741470466,1031,96.6065,0.923039,117.259,-12.02,80.1872879914,18.7047110832,5.61513709842,11.7716,226.714090655
255.625585751,372.564935085,267.574003262,0.637101,85.7638068785,131.987691944,11.7593,1032,11.7496515109,0.246744765909,11.7449220863,1032,96.6867,0.912381,117.299,-11.9901,64.6431741325,25.3131909258,5.5351344642,11.7458,247.945163605
275.540883654,352.744277963,292.806909698,0.603365,110.125282594,129.097823949,11.6962,1033,11.6850887252,0.246424419263,11.6819284812,1033,96.6819,0.892423,117.371,-11.9195,113.682724647,33.2143578242,5.47975300203,11.6811,226.804461575
355.355596349,351.046558543,287.165433117,0.663497,123.299797538,127.958181605,11.7444,1034,11.7353253203,0.246165099477,11.7322771794,1034,96.7308,0.905006,117.413,-11.9536,106.791913902,26.8800145366,5.45067461489,11.7322,250.642780962
283.598350116,1018.8597782,80.2479067819,0.582731,90.5743069455,51.048768727,11.704,1035,11.6944583447,0.234219544781,11.6915378217,1035,96.8034,0.821804,117.451,-11.8995,64.490875268,100.076925902,5.79396062971,11.6917,51.2271329989
319.931104796,1020.4320395,354.364472596,0.735187,81.8840799898,124.603367084,11.7203,1036,11.7147959758,0.255188036537,11.712900266,1036,96.8828,0.816144,117.447,-11.9472,60.0527867146,187.623793066,5.73622150372,11.7107,257.268037267
320.779195578,1019.8655079,346.142970668,0.65467,114.463752518,127.19213962,11.7257,1037,11.717493915,0.252022743823,11.7147289595,1037,96.9282,0.895983,117.495,-11.9481,101.232830942,151.82803974,5.24912956836,11.7139,262.831514268
314.881462989,358.219657755,287.070622565,0.554364,88.3361269353,126.796736015,11.707,1038,11.6990868062,0.232540972807,11.6953516903,1038,96.9311,0.889562,117.565,-11.912,67.9227973618,26.6945120433,4.93337594408,11.695,252.766383188
254.89952041,1018.27081617,371.650704921,0.648406,82.6702743894,125.757155053,11.6393,1039,11.6311311159,0.249087912487,11.6274804359,1039,96.9568,0.884902,117.603,-11.8653,64.5208326857,191.927786288,5.66675782142,11.6274,269.458599511
330.457103333,240.253133952,191.483132188,0.601429,110.455136773,109.947558495,11.6523,1040,11.6432648075,0.2410447403,11.6409201023,1040,97.0128,0.892257,117.633,-11.8625,99.7170661018,59.0551013557,6.67300508799,11.6416,60.7140871654
339.900399008,294.502611333,266.160369974,0.655506,102.977758303,126.805613401,11.6882,1041,11.6804231659,0.244872521189,11.6767688774,1041,97.0951,0.935499,117.701,-11.8973,85.4798546556,16.0937376829,5.70928691138,11.6757,238.999453155
278.568805328,276.537307741,255.327488682,0.536157,84.840420763,127.652747228,11.6836,1042,11.675980803,0.227990558615,11.672661367,1042,97.1445,0.896087,117.777,-11.8979,63.0093297774,8.28190508832,3.48701194094,11.6726,240.219328242
331.770716258,264.196260561,232.236626858,0.638206,108.242178096,124.245666444,11.6208,1043,11.6128484012,0.243106671707,11.6085534584,1043,97.2065,0.897826,117.825,-11.8311,103.664511332,10.1047949319,5.75545693156,11.6084,216.894450112
279.847324378,269.644992485,250.302403915,0.652112,104.5402361,126.612029677,11.629,1044,11.6217082162,0.250202860018,11.617304842,1044,97.2802,0.910909,117.874,-11.8435,105.651295936,9.15798860921,6.40823721927,11.6163,231.049317166
263.10921343,470.872821789,326.737641845,0.570462,81.1259009427,127.297871312,11.5902,1045,11.5829024914,0.234002597653,11.5777618361,1045,97.3125,0.883112,117.879,-11.8136,76.7212920047,41.1204036251,6.41460644596,11.5781,268.948733214
326.770046032,316.582344645,275.646017499,0.752683,111.150759802,127.172945658,11.6296,1046,11.6203377431,0.261226385601,11.6165663382,1046,97.3935,0.902328,117.932,-11.8518,98.1456557292,13.4852143075,5.43334936102,11.6159,256.654585799
295.753037383,353.691869738,266.872758962,0.598134,102.205617762,128.032355905,11.6039,1047,11.5952557674,0.23595227815,11.5925688294,1047,97.4255,0.883399,117.965,-11.8306,79.44077659,21.7425987538,5.44343397508,11.5916,235.959525144
359.858963684,1021.48257297,301.697644965,0.580978,103.562967275,128.097744112,11.6294,1048,11.6207760341,0.235214660744,11.6178839883,1048,97.4387,0.865541,117.978,-11.8602,72.8229926102,102.2477159,5.66814772908,11.6178,247.084320658
282.264489817,268.280475314,237.223209199,0.589826,85.4376434803,128.678713939,11.6003,1049,11.593689305,0.238384217752,11.5903052176,1049,97.5095,0.887334,118.012,-11.8084,57.8221139748,14.9927980915,5.5702948269,11.5893,210.546308984
309.670698675,367.332495389,287.637930414,0.602495,94.238481706,127.859648545,11.6323,1050,11.6236564955,0.23412951978,11.6197449529,1050,97.5525,0.876163,118.051,-11.8369,75.5763783521,27.7942662094,5.3894496069,11.6201,255.050626391
276.746044555,1018.83599745,300.516827907,0.652068,85.0889898748,126.278836273,11.5878,1051,11.5795991915,0.242221541118,11.5758821208,1051,97.5905,0.854504,118.097,-11.7982,58.6618430544,103.087176433,5.20834182297,11.5751,250.368368664
273.490236539,1018.29570272,332.833803986,0.643973,87.6992077205,126.420716701,11.5639,1052,11.5559469267,0.246482327438,11.5523529481,1052,97.6433,0.856958,118.113,-11.7895,66.9115867465,114.196759948,5.45896455304,11.5513,256.45963709
280.422875637,1019.44076864,467.033817827,0.539332,86.2474847197,124.241922799,11.5675,1053,11.5578935407,0.227699379038,11.5555616357,1053,97.6462,0.708899,118.174,-11.7748,105.080538689,284.525058425,8.19255646096,11.5558,268.097623287
282.133664123,265.926628776,246.969457535,0.571883,100.159127963,126.142246201,11.5821,1054,11.5734016782,0.238684424574,11.5712187269,1054,97.685,0.874472,118.232,-11.8029,99.9285538378,8.2673306461,5.82284365736,11.5703,225.902086605
284.500500029,283.046247724,247.959244369,0.589477,105.085985901,126.906859666,11.5301,1055,11.5242717406,0.239210775758,11.5219009793,1055,97.7248,0.891269,118.236,-11.7388,98.9194556991,11.6176601552,6.66521905654,11.5211,230.186205599
263.91490717,412.520402356,287.598590623,0.628224,84.8998742641,128.985429508,11.5262,1056,11.5202459364,0.244701766091,11.517804484,1056,97.7711,0.823201,118.293,-11.7618,64.1559522896,26.914378517,5.83828567302,11.516,250.163227387
256.556539967,304.705704064,256.581133537,0.561386,93.7722263578,127.887850167,11.5386,1057,11.5296836072,0.238904256638,11.5254611082,1057,97.8071,0.857638,118.349,-11.7523,78.7053789874,21.1112412612,5.73624548433,11.5267,209.276444957
296.846609454,1019.87443756,356.898055335,0.712866,80.2052368414,128.006255927,11.5038,1058,11.4958332526,0.255441326426,11.4919310261,1058,97.8769,0.731748,118.361,-11.717,55.1373624776,185.936794723,5.45611882765,11.4918,262.160111473
270.259562623,406.461752808,308.379913379,0.635548,110.370805073,128.607998086,11.4713,1059,11.4631579347,0.240671751323,11.4602682614,1059,97.9208,0.790408,118.38,-11.6765,125.153410176,37.3650178399,5.7618835657,11.4596,252.828659683
252.752417772,1019.55823683,332.594149312,0.617585,81.3597517777,128.739403296,11.4597,1060,11.4538065562,0.238962878255,11.4502158569,1060,97.9727,0.773617,118.411,-11.6732,62.1415289957,145.314066965,4.52000074297,11.4493,267.444564712
291.706164509,296.85865708,269.494255572,0.603901,106.652457655,128.446514153,11.467,1061,11.4592492937,0.238663384201,11.454907868,1061,97.9985,0.800611,118.479,-11.6847,86.4418978572,15.1257279419,5.52151233113,11.4548,245.107921622
314.802608598,1022.43007048,315.205406669,0.535256,90.6218185391,129.370911141,11.4668,1062,11.4584195473,0.226128874958,11.4525970709,1062,98.0464,0.792589,118.509,-11.6549,71.3122830929,105.46500175,5.97145237945,11.4526,260.641935884
242.487790167,1019.49870276,442.089243283,0.568487,79.8973661808,126.428148935,11.4173,1063,11.4082443886,0.236830257476,11.4030826825,1063,98.1449,0.783828,118.542,-11.6266,55.2697375332,282.879186343,5.42066645729,11.403,277.957900756
293.980628869,1021.18843923,509.937559734,0.549045,97.7275443846,125.277973259,11.4089,1064,11.4000760817,0.234333846994,11.3963015287,1064,98.1275,0.724305,118.621,-11.6177,73.0544442453,297.880958683,5.40738546323,11.3963,284.259126069
266.089802351,388.112654937,288.947357659,0.637083,102.479242945,127.501122423,11.4483,1065,11.4393202135,0.244989571005,11.4341613922,1065,98.1232,0.798218,118.614,-11.6649,73.0584984745,25.3541795791,5.33097283984,11.4336,256.12450896
257.992306121,337.378694124,258.291436424,0.594867,66.2699942408,127.229397775,11.4757,1066,11.4673692267,0.236405630056,11.4632564646,1066,98.1977,0.805148,118.652,-11.6807,39.9305084421,18.4867410796,5.14902026829,11.4621,232.2712058
305.550381116,1019.25935209,325.110511903,0.60227,107.745245026,127.04040969,11.4579,1067,11.4492333875,0.236788880123,11.4452916617,1067,98.2462,0.807927,118.694,-11.679,94.7995241152,145.631376278,4.44277336209,11.4462,248.596193585
302.920369089,280.990137375,253.343137014,0.565074,101.692628407,127.749712897,11.4048,1068,11.3975787556,0.233641790945,11.3947418178,1068,98.2751,0.796307,118.755,-11.6314,93.9512558514,12.3115707521,6.8918258386,11.3938,236.60299823
260.305588877,1019.90796146,288.33865656,0.579355,85.5263864982,127.793445617,11.4106,1069,11.4013772529,0.23442571858,11.3981900423,1069,98.2813,0.811914,118.838,-11.6342,76.095794597,101.057745174,5.01959366885,11.3984,243.34989254
256.765022431,347.373982454,260.733377353,0.632773,103.223937328,127.255596055,11.4027,1070,11.3968753333,0.234806378092,11.3930784569,1070,98.3259,0.811862,118.895,-11.618,112.645370346,26.3051716209,5.66091019641,11.3924,227.875070686
551.186228062,1019.76872441,294.445249266,0.564784,168.509442479,127.894383719,11.3612,1071,11.3539886758,0.229581003781,11.3509536157,1071,98.3939,0.826551,118.914,-11.5767,116.457928808,142.399173791,6.08785473343,11.3503,232.734539188
255.747676712,321.55220223,267.245969429,0.5878,87.1029005281,127.986361303,11.3625,1072,11.3541159179,0.227571653696,11.3501683679,1072,98.466,0.827616,118.967,-11.5745,72.4496883196,36.4448677194,6.16515634208,11.3502,24.460709044
228.059248835,288.18760729,254.716363145,0.47781,78.4271782833,127.799451081,11.3748,1073,11.3666811893,0.213281646075,11.3622242448,1073,98.4963,0.859206,118.984,-11.5797,60.5128141484,11.7373732622,5.13151488159,11.3611,236.398776672
260.041567952,264.558991771,247.679501205,0.644647,105.796790481,126.463662035,11.3303,1074,11.3232123762,0.237361049957,11.3195285104,1074,98.4865,0.842984,119.038,-11.5498,90.8005206571,7.09938438722,5.34662473282,11.3196,235.611570488
285.048532596,354.626120992,299.616181175,0.621136,102.101338058,127.783182346,11.3631,1075,11.3580446996,0.233452793024,11.3542631772,1075,98.5395,0.859407,119.055,-11.5691,83.5774715637,25.3973944335,6.56201918327,11.3532,254.445822411
303.647293235,1020.55630953,323.675485712,0.534639,108.426581612,127.243786014,11.3755,1076,11.3661068964,0.221039472967,11.3631040489,1076,98.5155,0.821369,119.079,-11.5741,107.11342315,149.872603534,6.34282487589,11.3624,258.606024683
292.849509141,1021.41661069,453.090157445,0.608468,101.030597187,125.936330916,11.3499,1077,11.341284487,0.231095589987,11.3380721546,1077,98.5603,0.804305,119.09,-11.5609,77.775601858,292.052136678,5.13426607716,11.3381,259.787430261
281.623779271,304.482226303,250.584980954,0.60417,84.7647285257,127.391452887,11.3495,1078,11.3405845548,0.238944278075,11.3376989722,1078,98.5771,0.90193,119.179,-11.578,53.7623750778,9.64641529101,2.04632006739,11.3377,234.964394005
296.167724637,426.66726903,324.057553408,0.526617,104.935917544,128.751063064,11.3323,1079,11.324485371,0.223866148946,11.321693018,1079,98.6056,0.873225,119.163,-11.5519,97.3299314399,31.5074780243,4.53023785681,11.321,281.414503902
264.313425416,383.445287707,309.134835057,0.581827,101.892825126,129.527654644,11.3495,1080,11.342315061,0.224987716023,11.339586669,1080,98.5747,0.909227,119.193,-11.5579,117.275280457,36.2656691958,7.53039816585,11.3392,256.558484749
268.083679994,315.072578202,265.942620515,0.64564,96.6201526957,128.132786536,11.3249,1081,11.3180943738,0.238281306961,11.3140449793,1081,98.6495,0.933184,119.253,-11.5308,95.391815444,18.8749158251,8.91284848149,11.3129,233.514501567
298.665053754,292.649314972,272.025317554,0.571982,110.515299026,127.822403711,11.3351,1082,11.3266565254,0.22742170954,11.3228070692,1082,98.6745,0.885741,119.306,-11.5331,106.753344918,18.9536377841,7.25613696567,11.323,178.715440311
282.14575044,344.293667081,283.33167156,0.657189,90.6375201067,128.27893501,11.3719,1083,11.3620821091,0.241279189797,11.3570594927,1083,98.712,0.883144,119.345,-11.5809,155.743011897,21.2677433478,33.0564776759,11.358,248.091562452
259.095256739,308.225939834,276.39961534,0.617765,97.7101589319,128.31905474,11.3494,1084,11.3423308883,0.234397163312,11.3362593359,1084,98.7661,0.888478,119.376,-11.5523,134.488797777,13.4405689042,22.2322592757,11.3355,258.798232374
307.56860798,1020.009538,314.506851436,0.578606,105.378810553,127.196317371,11.3733,1085,11.3647015388,0.237439753829,11.3589698831,1085,98.8016,0.898411,119.409,-11.5759,155.250244248,105.177197357,28.253436906,11.3591,255.184139099
331.026858571,385.561756477,293.688172326,0.680504,104.828505479,127.607672734,11.3576,1086,11.3485077008,0.248030677981,11.3442516977,1086,98.8955,0.920237,119.467,-11.5735,106.44572004,32.0752899234,8.95891390857,11.3441,253.672298699
332.400781938,341.69924376,288.895379544,0.564412,123.625907711,129.392771294,11.34,1087,11.3327312017,0.232260512516,11.3281292647,1087,98.9209,0.921135,119.497,-11.5659,127.920660432,23.5435815044,12.701614457,11.3275,251.912195178
316.27538451,345.220452387,304.196145647,0.610759,104.116289097,129.0198312,11.3238,1088,11.3161758204,0.234781945667,11.3130591611,1088,98.9553,0.910329,119.549,-11.5259,119.957302007,18.1420152582,22.7366379513,11.3128,264.18756647
258.933048145,350.578092659,278.982926008,0.590258,104.05408958,126.522226038,11.328,1089,11.3198448813,0.239053355985,11.3159143833,1089,98.953,0.950717,119.589,-11.5483,112.268107063,27.7477779968,6.41929828989,11.3141,214.603904258
268.638791079,731.101271648,299.558986759,0.537592,97.0348521754,128.775754116,11.3621,1090,11.352800667,0.225587984757,11.3476857346,1090,98.9977,0.925089,119.591,-11.5681,120.800881212,65.3726802237,7.88897842588,11.3487,255.293496612
393.04712117,408.914710447,311.749909215,0.646078,120.134805701,129.165173441,11.3454,1091,11.3377504634,0.240944313598,11.3336325406,1091,99.0176,0.920926,119.61,-11.5642,137.140137332,30.7146775374,18.7924592472,11.3329,258.552203629
339.200106738,317.716084464,268.261878584,0.534733,135.051199438,128.130492138,11.3777,1092,11.3713679577,0.223647657561,11.3678936027,1092,99.0797,0.923001,119.663,-11.5933,175.334542593,26.94662671,22.8117534294,11.3666,233.319705741
298.904376129,343.549249208,273.128624526,0.656084,105.970176982,127.698488403,11.3916,1093,11.3847238945,0.245200898993,11.3806399861,1093,99.1195,0.931058,119.659,-11.6023,143.024216567,23.8899940115,19.9305302639,11.379,241.008944783
324.164361673,260.606128951,240.818843728,0.641492,105.222623594,126.611880647,11.4201,1094,11.411169444,0.242878475079,11.4073175617,1094,99.1433,0.928614,119.708,-11.6343,102.603233377,6.537060446,5.54517666198,11.4068,228.6926921
252.882629356,307.831108702,269.042436241,0.576012,83.5489774175,127.898841473,11.4153,1095,11.4065995906,0.230897789178,11.4022718479,1095,99.1319,0.933088,119.741,-11.6157,120.475347653,12.4554975599,8.28823242992,11.4024,246.837212361
327.331930477,307.81204791,269.532121822,0.634758,118.386723336,128.151355361,11.3815,1096,11.3715319561,0.244558214541,11.366952637,1096,99.1881,0.940958,119.753,-11.5897,118.311480336,16.7003227186,8.88040220554,11.3674,237.259469344
280.871026252,1018.35353793,352.502369957,0.56939,87.321188566,127.149862414,11.4071,1097,11.3997650644,0.226182957748,11.3963875861,1097,99.2272,0.876481,119.792,-11.614,158.968666942,191.484786321,17.4677214114,11.3958,240.497660826
244.691163003,355.68320042,290.246455143,0.612196,89.1465674345,128.3171293,11.3392,1098,11.3312222492,0.232321000124,11.3265748154,1098,99.3045,0.9577,119.855,-11.5495,80.0483121334,30.7148330995,3.93462005838,11.3259,223.541985969
298.769326059,1020.56220784,336.36995775,0.538196,98.2421217457,127.508891444,11.3403,1099,11.3321088946,0.222597404155,11.326237662,1099,99.3016,0.935206,119.861,-11.5391,81.6679067719,150.261520332,4.36873950873,11.3254,263.315928263
315.664619998,426.341989364,285.254904992,0.607101,83.2654095508,127.594991338,11.3575,1100,11.3496591756,0.235045294096,11.3446441553,1100,99.3584,0.923255,119.849,-11.573,65.6373725181,39.722994991,4.72280786633,11.3449,222.788810657
252.199936241,386.507498187,297.793161307,0.6017,86.3174810091,128.580585025,11.3765,1101,11.3674551523,0.239456199747,11.3614580721,1101,99.3714,0.939581,119.869,-11.581,80.5121470743,35.9531668286,4.46778807362,11.3628,254.008630107
240.056774218,326.540239688,272.481062595,0.59579,95.3594803739,127.294720783,11.379,1102,11.3721213608,0.233820693529,11.3675417245,1102,99.3929,0.907366,119.907,-11.6,84.9090706412,18.5780366018,4.25085673549,11.3655,245.729129615
234.637129279,336.23487788,287.452258714,0.600858,77.6064946659,127.31770029,11.3634,1103,11.3560114171,0.234632534497,11.3530912342,1103,99.4393,0.911545,119.94,-11.5649,78.7077995702,21.8011102007,4.92466470143,11.3528,251.013067113
318.769679876,323.916272614,272.099202683,0.650473,113.088325062,129.085041845,11.3646,1104,11.3533262533,0.242448102896,11.3505439859,1104,99.4845,0.948532,119.99,-11.5696,129.303903409,16.0984273383,5.05672572637,11.3504,247.411850156
272.313572483,389.405678094,280.803418775,0.559897,99.2506499574,121.069441381,11.3936,1105,11.3853544052,0.231138557198,11.3818106399,1105,99.5177,0.949083,120.016,-11.6172,77.8623375724,80.7591650741,4.42936099973,11.3805,40.1280491772
258.832844056,367.959672361,315.390158627,0.629077,105.356257845,127.586840429,11.3855,1106,11.3782443084,0.233180500968,11.3741594204,1106,99.5301,0.934811,120.096,-11.5877,101.868209053,33.0456964529,3.87484190545,11.3739,213.038937368
283.235220032,376.671059123,286.864588863,0.602908,107.634543578,126.509301813,11.3501,1107,11.3421488437,0.235086066785,11.3375785181,1107,99.5491,0.947254,120.089,-11.5649,85.7798339218,42.6084663266,3.89239760797,11.337,212.295686943
309.476495019,360.677681637,291.883946508,0.511491,110.249815912,127.44919021,11.341,1108,11.333314289,0.224910304909,11.3298942735,1108,99.5881,0.918574,120.11,-11.5495,148.137337637,26.2975148546,3.82836426951,11.33,201.971485295
266.836403131,320.837430653,281.508658099,0.545279,103.430238291,127.376697869,11.3544,1109,11.3475346713,0.224066961794,11.3444821415,1109,99.5952,0.939828,120.16,-11.5622,82.3562386937,20.621582877,4.67859403587,11.3441,231.843214784
277.731268636,390.559298553,306.067125428,0.5309,104.300052473,127.104763678,11.3214,1110,11.3129141722,0.223560655963,11.3090069785,1110,99.6084,0.935683,120.178,-11.5127,85.454993213,32.4752660685,3.82753766654,11.3086,256.261500765
256.748432852,310.955175013,264.505955529,0.616814,96.2742181083,127.683998833,11.3565,1111,11.3480488459,0.234686397964,11.3461806718,1111,99.6348,0.933274,120.236,-11.563,84.1850959451,20.9055321744,4.64461208395,11.3451,224.300523324
317.912980622,312.63306706,267.273621472,0.604655,114.614148707,125.619331334,11.2927,1112,11.284001622,0.227331553747,11.2806014269,1112,99.6538,0.934173,120.264,-11.4888,110.267872353,13.3721858882,5.01342679406,11.281,247.558953534
