MaxEsReturn,MaxReturn,AverageReturn,AverageQLoss,StdEsReturn,AverageDiscountedReturn,AverageAbsQ,Epoch,AverageAbsY,AverageAbsQYDiff,AverageY,Iteration,PolicyRegParamNorm,AverageAction,QFunRegParamNorm,AveragePolicySurr,AverageEsReturn,StdReturn,MinEsReturn,AverageQ,MinReturn
53.4371862268,6.0165797859,5.83707347572,0.000636784,5.41854778822,5.67829014284,0.382708,22,0.382810661518,0.0154519813072,0.379839531675,22,12.1279,0.999999,14.0548,-0.3603,7.57588257733,0.061173787716,2.77454070033,0.379774,5.700706995
12.7909959787,6.01976209497,5.8361170581,0.000520186,1.57143811549,5.67733389702,0.378988,23,0.379033805751,0.0141728642425,0.376479853143,23,12.1435,1.0,14.3955,-0.3591,6.78576326266,0.0600615280754,5.29493194464,0.376429,5.69834026811
22.1400833898,6.03556201354,5.83719560981,0.000436728,2.42755268126,5.67845716564,0.378181,24,0.378199947391,0.0126348721363,0.375761457408,24,12.1575,1.0,14.7474,-0.357692,6.95275640644,0.0622684671497,3.67150579896,0.375743,5.68698711661
12.7756548787,6.0090158035,5.83695917881,0.000441862,1.44472286794,5.67813980407,0.375685,25,0.375750394757,0.0128431607268,0.373631346657,25,12.1639,1.0,15.0496,-0.355373,6.55284340868,0.0585825451268,4.54197845869,0.373601,5.70362002593
23.175258184,6.00809987468,5.83532690213,0.000489272,3.04656870742,5.67650590483,0.377479,26,0.377602298028,0.0126349021072,0.375253300221,26,12.1714,1.0,15.4005,-0.357529,6.9936023105,0.058487476253,5.14273782697,0.375214,5.69184995215
34.4264210347,6.01365698822,5.83816090281,0.000439339,4.22201620846,5.6792980246,0.37833,27,0.378377643617,0.0124647332495,0.376166858775,27,12.1737,1.0,15.7266,-0.359927,7.26902469729,0.0608972443888,5.28787571113,0.376136,5.6982045487
37.490064368,6.02645605006,5.83816703976,0.000363432,3.95997257705,5.67942624493,0.376343,28,0.376400068456,0.0113692119329,0.374307273384,28,12.1755,1.0,16.0642,-0.357307,7.33323433608,0.0601395988936,5.28363904059,0.37431,5.69470760362
49.6386975266,6.02021543899,5.83476333331,0.000366343,5.20922201534,5.67595781353,0.379629,29,0.379749570041,0.0114412183448,0.377691470528,29,12.1795,1.0,16.3739,-0.360632,7.57731891898,0.06123807326,4.88338494772,0.377663,5.69098953864
17.8005768402,6.01020061824,5.83804890773,0.000338878,2.20664326533,5.6791449898,0.377872,30,0.377915456482,0.0111207803315,0.376221510888,30,12.1812,1.0,16.7305,-0.359754,6.97484469185,0.0610688309847,5.21887458272,0.37621,5.69783489953
35.8083569646,6.01306753627,5.8374352161,0.000405113,4.2903082825,5.67860830074,0.37805,31,0.37815200643,0.0113445907577,0.376375178305,31,12.1767,1.0,17.143,-0.359731,7.64479125902,0.0590951796438,1.92437762567,0.37633,5.69146583856
47.9752190678,40.8136213757,38.8286738821,0.000507794,10.3366056969,34.5053028904,0.381475,32,0.381570186736,0.0120159965168,0.379680226202,32,12.7538,0.999964,17.5317,-0.399628,10.2980955781,0.906862841302,3.64341772559,0.379637,36.7590460487
57.2301935667,40.6246635414,38.7706099677,0.00361029,3.9455102468,34.4574458353,0.553964,33,0.554495153838,0.0257186845983,0.552935202984,33,12.8788,1.0,17.9993,-0.726178,40.4783384899,0.947302116753,32.651697737,0.552426,36.6380658368
77.7626549953,40.698297906,38.8012670357,0.00616521,6.62730059524,34.4812001158,0.770914,34,0.771299499944,0.0326543456929,0.770218378826,34,12.895,1.0,18.5296,-0.992632,41.8060978785,0.949408068663,30.5048699895,0.76977,36.6601393437
60.8971012472,40.7481974357,38.7964013103,0.00643662,8.44036647082,34.4803903893,0.95811,35,0.95854658488,0.0363774477422,0.95733024347,35,12.9033,1.0,18.9114,-1.20433,40.7313086018,0.881179980939,8.59006454003,0.956733,36.695366614
67.0607524703,40.7606366805,38.7263534175,0.00735454,5.70615876685,34.4236062561,1.15376,36,1.15405960553,0.0430641499096,1.15275446926,36,12.9068,1.0,19.3589,-1.43168,42.625401493,0.932788264654,36.9872480022,1.15223,36.6850495056
71.4729472145,40.8446411785,38.8015384457,0.00828519,7.52303852145,34.4820281338,1.35178,37,1.35199194302,0.0480164406334,1.35036131464,37,12.9066,1.0,19.7708,-1.64741,42.6995257703,0.911497878623,26.116657285,1.34984,36.6081999766
79.7601734392,40.6340703552,38.8212147048,0.00805289,11.2023388728,34.5000626518,1.54937,38,1.54934792235,0.047266915424,1.54763749208,38,12.8984,1.0,20.1662,-1.86198,43.1195750789,0.957213834,3.08515161108,1.5472,36.650753567
103.253352418,41.8699199441,38.7957646514,0.00922267,14.4729645973,34.4793496818,1.75512,39,1.75506070869,0.0512380330977,1.75358292816,39,12.8805,1.0,20.5607,-2.09987,44.2347329295,0.923768975185,3.0517972696,1.75311,36.6641462359
179.974770399,175.918283917,172.689476993,0.0116177,62.4243272679,111.631681079,1.94479,40,1.94446295168,0.0555202814483,1.94281548921,40,14.3268,0.937921,20.9514,-2.33143,91.0446265525,1.38211132455,6.27559713793,1.94232,169.276209227
181.011877005,180.402724478,168.167519617,0.0178572,38.8058269835,109.912094834,2.14309,41,2.14280462809,0.0671439008395,2.1408293008,41,15.5687,0.827671,21.373,-2.56221,158.611107902,5.72832599047,34.6857081184,2.14024,155.134682725
193.529090265,173.425158764,171.858274509,0.0187847,66.6258701123,110.929851573,2.36492,42,2.36452758495,0.0714534241073,2.36085535442,42,16.6352,0.80097,21.7343,-2.78051,129.57677858,0.950554469978,8.28013405531,2.36054,169.757224305
198.293485057,175.912944532,173.425598605,0.0246499,50.5438786912,111.83781884,2.60338,43,2.60284527568,0.0784231751047,2.60031393258,43,17.2488,0.881142,22.1122,-3.07764,150.728054263,1.10731901973,43.745555673,2.59976,170.770131377
184.792527403,184.605447863,149.625083854,0.0269851,60.242004502,99.0962880063,2.84228,44,2.84169346375,0.08244149616,2.8401283209,44,17.9051,0.827861,22.4756,-3.31842,135.369552691,8.30241067156,17.3129652379,2.83938,139.35916493
222.585926246,218.33510274,211.007658485,0.030037,53.4441925486,120.187960235,3.05878,45,3.05807133915,0.0897038681096,3.05587646284,45,18.7457,0.781139,22.9148,-3.56304,139.516311202,2.5846614057,53.256022405,3.05539,204.095693458
199.728797608,222.202335883,215.661994676,0.0360614,36.6699680513,128.427781684,3.30411,46,3.30346744634,0.100586935532,3.3011584139,46,19.4859,0.835849,23.3507,-3.8272,166.939167422,3.71108770171,77.007504466,3.30033,202.157005448
217.127161109,206.433693069,191.869122706,0.042207,64.9384188741,119.240604718,3.53536,47,3.53422283499,0.107683106241,3.53226476956,47,20.1086,0.79955,23.6904,-4.05884,116.360926803,4.94453965842,16.3026315552,3.53198,182.639846979
208.194683805,208.872901376,201.524610104,0.05462,65.1731690539,121.364210746,3.71622,48,3.71514434228,0.119836107854,3.71248320623,48,20.4536,0.708374,24.1422,-4.22981,135.210296997,2.90589137061,9.64839886204,3.7116,194.099477381
188.992528034,198.869006315,193.099231312,0.054135,53.6093514298,118.210766278,3.88878,49,3.88809887382,0.117827681334,3.88479946656,49,20.9244,0.71931,24.4588,-4.38149,154.743015999,2.41941516575,9.7374736748,3.88435,188.558669397
189.532077916,211.709896943,195.540704874,0.0640666,61.6084408609,118.065305284,4.03095,50,4.03022791817,0.120439308151,4.02794168799,50,21.409,0.846993,24.8121,-4.54119,138.806192321,7.37717578204,11.9357049328,4.0272,179.567333721
204.056005322,224.6018137,199.674429478,0.0537255,55.6696497784,116.000440595,4.21076,51,4.20981021052,0.117098696015,4.20735602299,51,21.9335,0.786932,25.1489,-4.73386,154.177644196,8.8796999418,14.8466236544,4.20684,177.780910472
243.915195588,190.396102186,183.997975675,0.0699488,43.8895657781,116.079508189,4.36131,52,4.36058041914,0.124772103279,4.35907151637,52,22.2916,0.750812,25.451,-4.87247,167.111752701,2.63151506208,91.4972085385,4.35817,178.340345614
215.448627028,186.746442197,179.734459983,0.0667478,45.6168104133,114.572620201,4.50895,53,4.50797016362,0.126275078261,4.50679909195,53,22.8078,0.735767,25.839,-5.03974,172.887711887,2.39286153336,79.2856390992,4.50622,175.30135551
202.851318626,188.061794493,177.901364043,0.07005,29.6428065727,113.878623142,4.65653,54,4.65567123584,0.129001392282,4.65442334192,54,23.2674,0.764457,26.185,-5.18022,175.699392811,2.39305439364,80.603994543,4.65328,174.080715883
192.637402029,163.611263063,153.814135822,0.0757416,54.3345039826,103.970120349,4.82349,55,4.82133136479,0.130574500137,4.82013555229,55,23.6647,0.890054,26.4563,-5.33525,145.988772965,4.80701645794,12.1689400976,4.81979,139.885044489
202.34522039,164.434975277,155.70482357,0.0756354,36.6475154555,104.920026465,4.98392,56,4.98210602317,0.133660745663,4.98134831289,56,23.9426,0.963775,26.7745,-5.53302,164.280085983,4.92954870533,54.5144254466,4.98027,137.837181791
217.27162003,167.542404335,156.446899642,0.0727602,37.0053218008,105.192408973,5.13832,57,5.13653355239,0.13538306697,5.1344574517,57,24.1713,0.826236,27.0741,-5.68109,165.368557136,6.21037843284,76.1817104229,5.13389,144.165916129
202.75611716,169.835819188,159.067787874,0.0845568,31.250266898,106.295492609,5.30178,58,5.30073696661,0.137256766854,5.29979503077,58,24.3884,0.926779,27.4034,-5.88604,166.228731965,4.16235259839,75.6633778736,5.29851,150.18676141
178.321718596,156.953033701,151.703607394,0.085405,44.5299903035,103.197473747,5.49587,59,5.49348118313,0.142056357313,5.4906888738,59,24.6279,0.843889,27.7274,-6.07003,136.303351727,2.49784647103,9.39822958143,5.49036,146.344451284
184.804611645,174.726065711,165.155556914,0.0802735,48.5106545035,108.794795216,5.63112,60,5.62927120212,0.142158721161,5.62774469481,60,24.925,0.883568,28.0469,-6.20356,134.757366489,3.9646214096,19.9572176668,5.62676,154.222361076
190.006581012,177.649947372,162.853516901,0.0934015,53.4447148826,107.678805632,5.74821,61,5.74618849955,0.148213745243,5.74271610235,61,25.2369,0.839831,28.3485,-6.31927,141.528169611,6.74180945668,16.9255309503,5.74179,151.605315439
207.965846789,161.072779295,145.798399097,0.103208,46.2423010339,100.53841848,5.90256,62,5.90048340244,0.150588069359,5.89558955504,62,25.4661,0.852229,28.6325,-6.4691,150.507607328,4.00570645175,46.2511725613,5.89514,137.248775771
206.990482188,165.353870931,153.57035796,0.108844,27.8687666771,103.196708285,6.04289,63,6.04142258858,0.156048783534,6.03753175217,63,25.6003,0.924901,28.9584,-6.63221,142.51264195,5.52591159424,108.533109401,6.03621,141.890838055
196.009906636,149.19249308,143.766707422,0.106508,53.432615442,98.262050732,6.16051,64,6.15754229797,0.158581343445,6.15608619536,64,25.8426,0.905865,29.2264,-6.75545,125.169905295,3.55485823981,15.0929464898,6.15488,130.190894029
187.737972435,207.825447008,197.557741892,0.125591,51.1306268567,122.242454019,6.27546,65,6.27349974622,0.164358298923,6.27188107581,65,26.1572,0.796202,29.4928,-6.87692,120.684291719,5.3608060063,11.5915067665,6.27086,187.936083048
211.742839065,198.930114076,184.825972514,0.132557,55.5446924761,116.123143793,6.46686,66,6.46390543321,0.166550823467,6.4631832051,66,26.4239,0.840582,29.7156,-7.04871,150.624485509,9.06271586069,40.6937324636,6.46215,164.472589666
207.682580771,206.339519395,196.132360558,0.128607,46.7723449875,120.478764419,6.52606,67,6.52357047223,0.170570306084,6.52274858622,67,26.6593,0.780049,29.984,-7.12316,157.720065261,4.30741697695,37.1391957878,6.52174,180.811606485
212.527051185,209.659722638,204.592500569,0.134862,59.9650681177,122.915285419,6.62522,68,6.62295891404,0.171618738374,6.6223652371,68,26.9092,0.768975,30.2188,-7.21468,155.43480482,3.32374985465,29.7057090307,6.62159,182.762709299
231.126295328,210.266312588,200.553199485,0.124203,77.5147496513,121.629646473,6.73485,69,6.73191895321,0.168903307255,6.73085764911,69,27.1308,0.742207,30.4972,-7.34147,142.185573746,4.58206549842,8.07500067746,6.72982,183.346651158
248.11398498,210.083605045,195.759914329,0.131438,76.0380780545,118.796771664,6.87336,70,6.87040275418,0.172647432489,6.86936888561,70,27.3599,0.69714,30.798,-7.48758,143.239787681,9.50717179166,12.7574573882,6.8683,180.336557532
229.993705403,171.717404591,157.460773853,0.155605,72.0079531495,104.409670816,7.01748,71,7.01389013992,0.180531804099,7.01288676518,71,27.5045,0.783807,31.0669,-7.57794,119.156884819,7.01559577577,11.2706637895,7.01217,139.530482037
207.183541959,206.804951959,195.116647881,0.145768,38.4574306663,118.946531895,7.07649,72,7.07326477144,0.177397363133,7.0720117054,72,27.6788,0.775338,31.3164,-7.67205,159.531647907,5.06934385363,86.0454675052,7.07122,181.306749794
212.653129219,181.897603446,168.665181087,0.144944,80.7846416619,108.747451794,7.21349,73,7.2106971039,0.175467271415,7.20978758953,73,27.9333,0.767344,31.5577,-7.82011,99.9789574936,6.72637196626,9.82538584616,7.20874,156.036477263
199.889756733,204.343789571,182.687718888,0.161625,48.2893038926,114.098930919,7.34118,74,7.3359353499,0.1861455489,7.33437559505,74,28.1857,0.780002,31.779,-7.92864,159.940374953,11.21264279,10.1855962029,7.33366,161.482593034
200.900657099,198.217355745,181.292664598,0.153641,60.6672952451,112.611703101,7.40947,75,7.40500672988,0.180799104921,7.40389698648,75,28.4229,0.803875,32.0792,-7.9738,150.115543549,11.4475908931,6.93526323514,7.40318,145.105599774
226.460351947,207.73630471,204.259572887,0.159489,61.5540556736,123.80394792,7.52739,76,7.52333824487,0.182539462986,7.52214880078,76,28.538,0.768753,32.2889,-8.0851,153.137958271,2.06917716426,21.0354834946,7.52131,195.263802767
217.211166805,206.619097951,187.233804064,0.133406,71.2384363381,115.878780019,7.6371,77,7.63237143251,0.176328261453,7.63141780019,77,28.7586,0.690867,32.4523,-8.18636,118.308503609,5.9780040871,8.92889921217,7.63077,175.051466443
217.239096531,216.609728047,206.056788147,0.189737,64.2728303735,124.243598085,7.69892,78,7.69443588841,0.196028455815,7.6935641347,78,28.9797,0.739719,32.7066,-8.27871,156.49267928,4.23217040014,26.8085166468,7.69246,193.194830651
222.175780301,200.306342788,192.510311089,0.150177,76.8970519813,119.322209058,7.83447,79,7.82998103114,0.178586572776,7.82922823692,79,29.2559,0.805938,32.9123,-8.41546,143.661533888,2.97004020675,15.8080064568,7.82854,187.74210818
205.306892753,194.974721097,173.649777006,0.155064,67.1605705976,110.373819764,7.91417,80,7.90913155339,0.183832868107,7.90819836227,80,29.4374,0.780441,33.1574,-8.50965,144.715097977,6.04871560857,12.228041295,7.90725,165.119041957
213.698556038,202.956507907,188.472070066,0.191604,51.4426711333,116.364261089,8.01989,81,8.01548193916,0.197952833165,8.01499667929,81,29.6433,0.823074,33.3706,-8.62029,168.424680857,3.77830193487,7.27263313961,8.01385,180.384943655
217.355529044,197.877644547,190.750849892,0.190794,77.7756693507,117.984865312,8.15187,82,8.14662902494,0.193088290185,8.14625031876,82,29.8348,0.803986,33.6047,-8.74673,114.975435935,4.34993072616,7.06919136541,8.14503,181.288291322
198.238628712,185.635050033,178.752005635,0.177903,60.9844442837,113.992713392,8.26937,83,8.26430132766,0.190375604879,8.26374697653,83,30.1047,0.798627,33.8471,-8.88377,150.454544084,3.86816588975,15.8993810674,8.26327,165.780363081
207.438212673,203.357431805,195.265911875,0.191283,64.3200610202,121.095962969,8.36992,84,8.36524519216,0.18856401894,8.36451974218,84,30.2825,0.771958,34.1004,-8.96551,137.862470416,3.13058956907,11.6388986358,8.36337,187.175056512
198.224775326,185.334585913,178.927638395,0.214219,56.8331044164,113.917596324,8.49347,85,8.48918303387,0.202622997727,8.48881397067,85,30.5067,0.85499,34.3592,-9.10952,135.413866068,2.08753472354,9.86877650589,8.48767,174.6354625
201.998612384,199.001785212,191.326285798,0.17785,66.9587877897,119.229827285,8.55328,86,8.5485890407,0.191121354268,8.54817977214,86,30.6251,0.782281,34.5965,-9.16421,139.749806964,3.22771285193,8.19734474781,8.54713,185.053403792
210.57930906,181.973450002,176.011065839,0.206448,71.2793885946,112.383976755,8.66336,87,8.65856693302,0.197857523394,8.65825775342,87,30.8831,0.777721,34.8222,-9.28673,139.624674073,3.37548700162,5.74330769919,8.65749,165.444762141
199.058147458,192.894410569,183.385388647,0.213692,61.5653868821,115.314073453,8.79251,88,8.78762274209,0.197009585563,8.7870863773,88,31.0274,0.829324,35.0332,-9.37872,148.254550713,4.34326102797,11.0158155192,8.78619,167.647731721
197.391505409,207.769003572,190.56363343,0.197324,41.806890766,117.97228582,8.81585,89,8.81138049668,0.19572362502,8.81106134853,89,31.139,0.777721,35.2627,-9.3979,166.209331684,9.35277912736,47.136485072,8.81012,174.948126338
217.062423144,195.789510335,190.116639051,0.194469,76.729297764,119.130721069,8.87979,90,8.87505510022,0.193764272978,8.87473000224,90,31.2876,0.708919,35.397,-9.45496,112.433895128,1.98445723099,6.67024140021,8.87385,185.281526554
201.48293275,176.741565001,172.91370069,0.199971,71.4903363311,111.420996401,8.93232,91,8.927367106,0.197676731891,8.92682085937,91,31.4998,0.696803,35.5952,-9.52332,129.99524922,1.45264543497,7.48594027006,8.92583,169.703125377
188.001580292,175.874449665,173.104957208,0.250655,68.2340905159,111.570127156,8.98013,92,8.97495686783,0.20612398627,8.9747531599,92,31.6642,0.664466,35.8153,-9.5593,119.684017972,1.41342343779,10.9838474346,8.97396,170.715551141
199.794616356,181.821037982,177.671065723,0.18362,72.4998835377,113.456849599,9.07292,93,9.06814088431,0.191252262319,9.06760538238,93,31.8495,0.69404,36.0194,-9.6444,133.75013461,2.07879971341,8.88941231683,9.06647,173.859932658
200.840526743,200.941195156,191.579037427,0.213104,73.9447133096,119.013976062,9.11754,94,9.11197849995,0.202678397943,9.11158235403,94,32.0503,0.734531,36.249,-9.68543,109.92756273,4.20867602739,9.70182998936,9.1112,182.320303512
213.167704047,214.361778875,206.336637775,0.224194,79.4817415237,124.406452945,9.1895,95,9.18503435185,0.203065819526,9.18465842438,95,32.2105,0.6401,36.4544,-9.77445,131.893463003,3.02583675908,6.9586370406,9.18371,200.2475206
212.239132643,212.648181346,206.243844205,0.227709,81.0618308195,121.756788926,9.25839,96,9.25398819517,0.199961664569,9.25359166895,96,32.4052,0.727761,36.7052,-9.84591,140.302437056,3.00567384577,9.89130693225,9.2527,197.146458515
211.530301636,195.272686828,186.300108363,0.203972,67.2480573474,117.076396874,9.26346,97,9.25833158525,0.199546365236,9.25792155524,97,32.5852,0.732896,36.9217,-9.83729,152.929276268,2.44436025921,10.4713447138,9.25691,181.643372598
217.377014661,185.648552689,175.063909197,0.246342,55.5999830731,112.332799924,9.33749,98,9.33196395618,0.207166154806,9.33130927207,98,32.7471,0.811812,37.1348,-9.9081,170.490749976,5.15120435828,21.0642674363,9.33091,159.741411638
214.35274644,220.101103077,195.944859058,0.281202,82.0503216512,118.774811013,9.40399,99,9.39896706691,0.224090078369,9.39834857669,99,32.8909,0.783869,37.3669,-9.99937,142.736881726,4.70861919116,5.62831400131,9.39708,188.785598008
222.538226887,214.218599343,205.886964953,0.192813,77.6855163139,123.220719777,9.48141,100,9.47644615098,0.192918300147,9.47601399901,100,33.0703,0.765932,37.5324,-10.064,163.983925054,3.19838289688,11.026583989,9.4751,196.736155767
228.390409134,203.477740826,198.601475061,0.246689,54.3726401652,122.174901472,9.56813,101,9.56410317915,0.210708139171,9.56357214835,101,33.3009,0.732934,37.7745,-10.1473,186.000048357,2.26375208961,15.8149345376,9.56196,192.037873744
215.165940028,213.291449336,205.450677896,0.269664,69.3340122504,124.720697832,9.63756,102,9.63228412114,0.218092411799,9.6315784351,102,33.4671,0.804366,38.0035,-10.217,149.922734781,2.86817238131,21.9736113423,9.63088,199.766261428
228.650311835,218.554855479,208.972578266,0.274119,76.7920362434,124.239150712,9.67955,103,9.67542330143,0.219183088569,9.67444635087,103,33.7079,0.735988,38.2181,-10.2542,180.481567517,3.63185113115,9.36834630578,9.67318,200.982582885
238.655103869,209.924822818,206.671755658,0.230651,79.0006541012,122.915252395,9.7653,104,9.75964517713,0.209097749345,9.75868525484,104,33.9276,0.747079,38.4956,-10.3626,144.936257831,1.10717433905,10.2066324376,9.75819,204.267503769
227.54164478,223.632680052,213.533755839,0.275148,87.7689148871,126.298268718,9.80454,105,9.79833990634,0.220011902641,9.79758571609,105,34.0913,0.745075,38.6649,-10.3943,145.999880015,3.50811313981,5.89194094544,9.79638,208.299341624
227.702456918,213.833818632,204.922742038,0.208755,59.6625279726,123.149616351,9.89441,106,9.88954525349,0.207115174756,9.88901100553,106,34.2462,0.787878,38.9334,-10.5038,185.561840772,3.98533423262,10.5423730051,9.88739,195.053623243
228.28484952,218.918224914,208.229167613,0.271428,81.3117900669,125.031766212,9.96516,107,9.95898865797,0.221711572903,9.95837220914,107,34.4308,0.743439,39.107,-10.5692,153.030618596,3.55860148266,9.04152492032,9.95738,202.817709959
251.940652491,222.182174374,212.963747669,0.273729,87.6898611064,126.066999987,10.1063,108,10.102010583,0.220818851677,10.1014315862,108,34.5783,0.727725,39.3343,-10.725,148.182474769,3.99683488185,9.99271029907,10.0999,205.809927071
226.213075403,217.694345908,210.489925279,0.282775,88.6766267413,125.029821165,10.0936,109,10.0882124022,0.227324044872,10.0856510284,109,34.7147,0.743335,39.5058,-10.7135,117.52716606,2.87741200504,6.53117495546,10.0852,205.484691104
226.085207776,218.044064647,213.076239335,0.287495,58.6270083865,126.388694094,10.2497,110,10.2457718018,0.226176204996,10.2422647124,110,34.8523,0.78123,39.7435,-10.844,189.317298743,1.83224333486,7.65194191397,10.2417,209.201731035
219.557238735,223.654449311,210.385443699,0.261522,88.0877481444,123.030646088,10.2683,111,10.2642667767,0.219843056536,10.262549289,111,35.0704,0.728606,40.0005,-10.889,144.696325722,3.96925150149,5.29160127573,10.2613,203.659969307
224.177660764,214.072025062,207.600244784,0.273795,71.4534862711,122.843000145,10.3546,112,10.3506719987,0.22673773353,10.3494834274,112,35.0978,0.73301,40.1745,-10.9822,166.751112216,1.75248387827,19.3840542305,10.3483,204.043848971
222.225417553,214.213928458,207.975401524,0.332296,74.0586164071,124.43912336,10.3891,113,10.3845144157,0.237323535725,10.3832234564,113,35.2447,0.778143,40.3912,-11.0097,165.76417151,3.09178597263,10.2088980253,10.3812,201.106303625
223.270520825,214.642376035,208.618806016,0.320492,78.3852081007,123.169097071,10.4941,114,10.4895504492,0.230276626666,10.4867888392,114,35.4375,0.776667,40.597,-11.1117,152.557055254,2.61358229197,6.55556436999,10.4856,202.172225762
220.647047895,219.63808155,210.820641388,0.277961,74.7900612426,124.922439021,10.5911,115,10.5866197624,0.226357200938,10.5846718225,115,35.5729,0.788382,40.7896,-11.2209,160.741950787,3.68627364069,8.4033993583,10.5843,202.973696065
217.401650378,213.821552978,177.839471844,0.248208,78.067664882,109.539331987,10.6433,116,10.6400176256,0.2263816902,10.6375333602,116,35.7135,0.866769,41.0192,-11.2863,138.63199706,46.4179645077,7.42679619193,10.6361,92.1224791446
216.82400086,213.715421636,193.438756206,0.301577,83.6873304705,117.618417656,10.7244,117,10.7201022291,0.23479066164,10.7182281366,117,35.832,0.83034,41.2344,-11.3767,147.569907211,26.1226589066,4.19580701803,10.7171,81.5981011399
228.235213539,209.959110665,202.169171043,0.26256,80.0269424754,121.79140043,10.8488,118,10.8437084624,0.22519353749,10.8422586819,118,36.0499,0.810245,41.4609,-11.4804,162.089520912,2.38347004145,9.27541885595,10.8416,196.591533628
213.924859784,200.512875549,187.396245959,0.289209,65.5550003543,115.396960086,10.8813,119,10.8746839426,0.234740996965,10.8737333526,119,36.2621,0.817059,41.6736,-11.5137,143.095649863,6.53094055487,12.4749520026,10.8725,169.749972994
223.862905441,229.533076284,221.916843202,0.320507,89.4410178246,128.388852011,10.8995,120,10.8941184311,0.239217344265,10.8924991698,120,36.4145,0.76914,41.875,-11.4771,117.629366569,3.38620642835,7.82103876379,10.8913,213.955989666
239.818693618,231.50490237,223.965606733,0.287964,79.8706662004,129.639732718,10.9116,121,10.9060298858,0.230913742441,10.9044249153,121,36.4459,0.844831,42.0861,-11.5255,157.788939481,3.44867797814,4.77199205461,10.903,213.987284248
