AverageAction,AverageAbsQ,PolicyRegParamNorm,Iteration,AverageQ,AverageEsReturn,AverageY,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr,MaxEsReturn,AverageAbsY,QFunRegParamNorm,StdReturn,MaxReturn,StdEsReturn,Epoch,MinReturn,MinEsReturn,AverageQLoss
1.0,12.1003,14.2169,19,12.0599,41.1449293427,12.0617640541,38.8204217019,34.4958894726,0.358361157855,-6.91205,58.6706514442,12.0980064746,22.1736,0.856696406818,40.6586368573,6.10859870492,19,36.6911697724,11.3242419567,0.44522
1.0,13.4073,14.2189,20,13.3708,42.048485905,13.3728796202,38.7914793421,34.4764219345,0.393382360559,-7.59051,78.7078951117,13.4046766209,23.1035,0.926077894158,41.8534971625,8.90088311772,20,36.5886672965,9.89961215268,0.510715
1.0,14.6857,14.2145,21,14.6488,42.1873153537,14.6510518101,38.8326364877,34.508546856,0.420033406817,-8.23696,91.3921709678,14.6810552925,24.0501,0.934275424976,41.7924333674,10.0728937693,21,36.6585679381,5.23561751708,0.620224
0.689799,15.8976,17.0838,22,15.8658,73.3777357856,15.8683553303,178.436796513,111.222312382,0.468596521306,-9.25287,190.303575204,15.8922479198,24.9505,8.68598464631,198.03938498,54.2034170377,22,163.006960883,4.21668623155,0.770465
0.641101,18.0791,18.1291,23,18.0491,165.920477558,18.0520182601,169.002104401,106.899062601,0.605965383008,-10.6835,201.093779982,18.0733661466,25.9001,3.92655359401,177.086384102,49.4963747274,23,159.92535476,25.5936045707,1.24364
0.446458,20.7512,18.7909,24,20.7248,166.839918889,20.7280323823,189.918735142,114.19548798,0.680106486672,-11.9081,246.040728219,20.7460134097,26.8641,2.69230285532,193.98473387,55.3050911337,24,182.465332514,15.7206245393,1.66002
0.435189,22.9692,19.5276,25,22.9443,180.972069774,22.9491406246,192.239489362,118.573815417,0.738732422218,-12.9695,238.162862675,22.9649042975,27.9081,1.16775969389,194.95524734,31.0139591441,25,190.060442196,109.909605248,2.12471
0.442109,25.1569,20.282,26,25.1335,153.948655087,25.1370162092,190.948102513,117.290225616,0.783673202652,-14.065,202.503292927,25.148981937,28.9727,0.90707945836,193.676017785,66.4897797286,26,189.29735533,3.40624891332,2.51275
0.439088,27.2145,20.9413,27,27.1907,169.33047836,27.1946653157,196.34900809,118.571796872,0.825639821903,-15.0966,200.003847789,27.2054529309,30.0228,1.13859460895,198.585345691,38.3381947579,27,191.293617633,77.7077258786,2.67115
0.392874,29.3,21.7771,28,29.2777,178.241088327,29.281990209,192.001610765,117.144849735,0.87681329745,-16.1116,214.719799787,29.2909121186,31.0191,2.04072890585,195.537829201,44.5954513049,28,185.802504685,61.9661420149,3.09504
0.386799,31.1498,22.9272,29,31.1267,251.007095018,31.1324344297,325.809278628,155.445001238,0.950924820139,-17.1811,376.147988606,31.1410048697,31.9796,3.82569964128,334.025103619,90.6261544367,29,317.195622698,56.1480027991,3.74731
0.451447,33.4842,23.5493,30,33.4606,343.062620016,33.4667136983,446.65152565,142.871052862,1.0075107001,-18.3999,499.421443448,33.4745900599,33.022,13.3617088199,461.530182802,81.0376137157,30,410.085610638,227.958571375,4.21712
0.337631,35.8443,24.1073,31,35.8204,366.209720947,35.8236697044,696.216784847,157.132906179,1.07430982563,-19.6034,919.391260702,35.8311975121,34.1425,362.40573524,1661.18262935,288.679042952,31,447.80330102,13.6810812582,5.00365
0.370337,38.4524,24.6167,32,38.4248,428.052362903,38.433255003,875.456300913,151.909979145,1.12103085673,-20.9182,956.882940522,38.4422205859,35.1766,322.72117384,1665.52349206,388.337799654,32,535.212561148,35.3287146931,5.17081
0.427245,40.8336,25.2143,33,40.802,312.722316348,40.8092013667,448.069820187,155.806719501,1.2073041194,-22.0942,551.50359782,40.8198619185,36.3273,153.427589493,1007.71091184,173.194256764,33,291.350814969,42.1634446428,5.90126
0.468809,43.2143,25.7021,34,43.1831,208.474754815,43.1884931813,381.141646365,145.738785824,1.23431021218,-23.2981,443.512643927,43.1971214449,37.4003,90.9222948821,753.36044786,119.011679468,34,247.091638256,88.3743940436,6.47465
0.54343,45.605,26.1405,35,45.5694,314.159272997,45.5756393477,347.57135908,137.45642586,1.28861877051,-24.5135,623.405174491,45.5852613857,38.3793,109.298813526,765.10663823,204.54865719,35,195.418912426,27.9447657969,7.61953
0.494851,47.8445,26.6959,36,47.8052,322.362939988,47.8130612878,537.296356593,157.906458784,1.35930076172,-25.611,604.347870845,47.8224684227,39.3227,184.103213428,1079.52214995,145.517474261,36,303.971436188,155.877512796,8.06264
0.531616,49.9326,27.2431,37,49.8914,204.710903374,49.9001179191,739.940072255,193.451639447,1.34730971105,-26.6632,392.59707823,49.9135401968,40.2336,459.387745218,2103.6373374,93.9139112658,37,332.821249714,60.7839299679,7.94834
0.50958,52.2697,27.7455,38,52.2183,271.019574919,52.2251521037,378.579045865,168.290615982,1.39795330664,-27.8425,863.064035189,52.2451031936,41.0923,21.1504746434,420.396915185,247.192974996,38,339.251863988,19.656472911,7.80333
0.534448,54.344,28.1629,39,54.2878,241.126314787,54.2933569634,408.127156966,170.198610031,1.45770885187,-28.8873,419.638716666,54.3141092371,41.9081,97.5165491491,809.479761243,125.732325202,39,316.980567921,5.77443975135,8.42772
0.561222,56.4044,28.5261,40,56.3517,244.5872787,56.3585483959,496.020390555,186.239427737,1.53871204541,-29.9305,420.38823864,56.3764259768,42.6843,177.399397569,1157.92361551,124.609458388,40,366.035454797,56.7993383263,10.2508
0.472335,58.3339,28.8926,41,58.2753,257.624180029,58.2837493042,373.215805635,176.951399372,1.55280339599,-30.9149,418.226666251,58.3005558068,43.4104,9.35884672338,401.008748611,95.1617623685,41,358.87480863,119.059544636,10.2633
0.561513,60.5965,29.3285,42,60.5409,224.476390774,60.5495262256,372.841611156,169.767542139,1.59766732807,-32.0626,359.015257095,60.5620294001,44.1092,60.0268791422,687.290182241,119.004467856,42,294.990004511,9.83074657268,10.6612
0.570893,62.6646,29.6763,43,62.6129,225.837672581,62.6226791528,393.158977131,179.656504383,1.68418742553,-33.1339,398.675868453,62.6330098461,44.8694,16.8248298781,451.136108213,119.532319993,43,358.750762932,34.2117069303,12.0357
0.567622,64.8982,30.0567,44,64.8507,322.300436469,64.8586008822,405.643703261,179.784881527,1.72996289939,-34.2725,429.371492714,64.8658363397,45.5946,15.7984201476,429.976730845,62.2421419172,44,351.09978403,247.549455721,13.1064
0.555772,67.0413,30.3598,45,66.9902,252.711393941,66.9995462001,371.435346819,177.327932989,1.65894821234,-35.3839,674.606264066,67.0069320876,46.2537,7.74250544602,390.862432302,199.8674412,45,352.145779986,40.4941420148,11.2809
0.632249,69.2556,30.7068,46,69.2081,414.190647128,69.2191918715,429.75499651,185.66660614,1.80939624998,-36.5544,608.91342532,69.2263503288,46.9863,20.3531458512,486.556953858,112.323248316,46,400.956080538,259.231159224,15.1349
0.541177,71.4808,30.9516,47,71.428,217.907429754,71.4390194544,385.663095562,177.340504592,1.8576476865,-37.6777,407.052553866,71.4447104591,47.6986,39.7771855412,463.365327313,129.783841447,47,240.917181933,30.8538557965,15.7521
0.595131,73.6169,31.1819,48,73.5686,178.494553393,73.5787887905,396.127581864,185.450559442,1.85780473905,-38.7984,384.282431078,73.5842963474,48.3661,12.0180029434,426.696774711,95.7437523059,48,377.702895427,67.9588369612,15.8155
0.601059,76.1763,31.474,49,76.1274,257.144030033,76.1382547396,426.685420206,191.937391151,1.92020608008,-40.0843,441.490637439,76.1434378383,49.1174,22.0829776112,473.991190574,127.915873083,49,383.788624765,62.2437932525,16.4557
0.657801,78.3509,31.8147,50,78.3003,305.029841426,78.3110946996,413.961868485,188.576940215,1.96510874873,-41.1897,642.409522611,78.3160871324,49.8759,38.1238585286,483.239501474,162.605936878,50,376.055240964,74.0771017917,16.9916
0.66854,80.9319,32.0935,51,80.8773,235.899438398,80.88976066,403.941682495,187.831155741,1.99059790105,-42.5386,541.782205347,80.8949506034,50.5984,16.0410232301,500.428094654,168.385222285,51,389.713605883,67.1347419525,17.0888
0.6863,83.236,32.3367,52,83.1836,338.702467891,83.194911909,459.724064465,196.92441484,1.99086866847,-43.6921,412.836837436,83.2001922861,51.1966,18.0667629639,500.86353359,51.4266291284,52,432.558405837,262.197338301,17.356
0.553109,85.8195,32.6201,53,85.7671,203.917634941,85.7782841386,253.648848115,139.636117405,2.0836587533,-45.0017,478.337330533,85.7840001232,51.9317,23.7619003338,412.85237776,155.258278383,53,243.96785573,10.4028903638,18.7294
0.678145,87.9946,32.9161,54,87.9366,226.31440578,87.9472342406,385.126075202,181.241971826,2.08686058505,-46.1416,382.335502666,87.9540736257,52.5607,4.08355883603,390.11193181,126.738089383,54,365.102511374,50.7748941284,18.5069
0.533904,90.4471,33.2004,55,90.3905,209.814768817,90.4036199551,263.517853743,145.439764105,2.21456557681,-47.3469,384.33987685,90.4095527191,53.2442,9.76160574236,302.05855213,130.160331694,55,251.56394849,27.9120855033,23.4862
0.583283,92.6377,33.445,56,92.5775,276.645190167,92.5830842914,261.984192467,143.060506419,2.2144922748,-48.4983,394.338685328,92.589568711,53.911,46.2548291121,386.055111443,110.353033921,56,234.72891668,72.9562132541,21.1956
0.566866,95.1646,33.6884,57,95.0969,224.10806779,95.1105025126,302.801568221,156.075606898,2.24861136411,-49.7518,391.263636983,95.1196898407,54.497,68.5749114884,387.494510283,94.7931903626,57,236.963777632,82.924007284,22.9237
0.517917,97.4693,33.9861,58,97.4072,299.357299763,97.4209483448,321.997899489,152.927551197,2.31318664091,-50.9348,380.316218123,97.4290998774,55.1772,57.2740520361,421.804039827,53.3569963375,58,247.406744211,236.21045914,23.9586
0.503729,99.7293,34.2443,59,99.6591,264.964452198,99.666208602,311.811148533,151.492633398,2.32598545355,-52.0864,371.507459355,99.6756208222,55.8424,32.8947086534,368.452746078,106.551351362,59,243.330898707,55.6474672082,23.4792
0.769662,102.043,34.5159,60,101.975,206.473570622,101.98776121,315.089952917,161.893246808,2.40219524621,-53.2466,385.795494517,101.996115726,56.4172,6.10354467781,324.603951827,104.566831872,60,298.770826971,42.271354083,26.4758
0.687066,104.53,34.8032,61,104.457,236.456823687,104.468543493,299.438736839,156.461652111,2.44056389129,-54.5208,348.895757363,104.478884807,57.1,6.27253762786,317.262487436,87.3121611885,61,285.799643422,95.6760072427,28.059
0.685901,106.447,35.1049,62,106.372,229.097439733,106.382874335,303.976446109,158.126941132,2.49535595392,-55.5688,330.024279132,106.393237916,57.7184,4.08389671369,316.876202371,89.4405348551,62,295.058820008,92.2722333991,30.0085
0.697322,109.12,35.374,63,109.039,164.553108674,109.052710758,268.888734283,147.043294309,2.59533641516,-56.8978,288.732901925,109.065482488,58.3814,6.60211752576,294.759953519,98.1004363762,63,259.646488171,13.5838021092,30.2603
0.705158,111.524,35.6596,64,111.441,201.231630494,111.451469401,255.402887448,142.264230567,2.67817919614,-58.1073,270.586441341,111.46570066,59.1169,7.09029875389,267.806096616,56.7164605182,64,231.015762731,77.2421087824,34.4208
0.71391,114.23,35.9143,65,114.137,228.920446014,114.15136287,259.475670788,143.352177977,2.6355279748,-59.5151,303.063395396,114.16636091,59.7899,5.51215279107,276.953919525,78.8272508048,65,246.872017044,71.007578397,31.5649
0.544676,116.704,36.183,66,116.616,182.029704114,116.622820161,257.281654773,143.188521061,2.76755804744,-60.7563,317.737717982,116.633697389,60.3543,3.62229111891,263.542580088,98.8273677837,66,247.66061248,18.1409324185,37.986
0.631375,119.341,36.4128,67,119.25,190.463922373,119.266412377,256.168886893,143.02663524,2.85370946756,-62.0917,287.802907612,119.277058837,61.0125,7.43281384494,275.209303481,80.5186870425,67,241.751922954,12.9264126526,42.2652
0.663099,122.228,36.6863,68,122.141,144.111667755,122.151996516,281.104307229,151.135757149,2.89285718891,-63.566,290.060050893,122.164789399,61.6125,4.46208454865,290.731452938,97.9220305909,68,267.344854054,6.59583176635,41.9715
0.627113,124.399,36.9126,69,124.312,140.680191652,124.32060535,219.378471688,129.532065585,2.93140710644,-64.7279,282.224409513,124.33225718,62.3383,9.99210157318,235.039892661,97.518788448,69,194.418590059,10.5054619847,40.2558
0.570429,126.545,37.1904,70,126.456,208.780109183,126.472296222,207.172584588,125.74984491,2.96875239244,-65.8242,292.095395978,126.483768207,62.8916,3.74467771467,222.210411504,80.7588365205,70,198.846868702,76.4602009767,41.3044
0.598816,129.252,37.3816,71,129.151,179.997471839,129.163287571,219.51528014,130.238226553,3.05369842308,-67.2244,262.002130776,129.174290469,63.5352,7.38608300841,241.988208666,75.4098302363,71,211.139805556,34.8235115666,44.5314
0.62977,132.266,37.6262,72,132.16,218.168081397,132.172469313,216.667938168,128.90591635,3.18302670076,-68.7109,282.280848607,132.189100816,64.1734,11.4051215178,232.231944557,27.3150676916,72,194.626876705,192.300464262,46.7597
0.601626,134.592,37.8383,73,134.486,184.944990003,134.503858154,275.234220171,149.120889016,3.20920412029,-69.9263,300.727568303,134.51735105,64.7344,7.33207353598,286.028315427,86.5801557371,73,261.012949199,19.0258516913,48.9224
0.621446,137.231,38.0738,74,137.118,209.86591131,137.124147348,260.340537584,144.93746319,3.28320602259,-71.2942,301.210936871,137.144610945,65.3965,3.16116553416,272.643707503,95.3066622985,74,254.419226454,42.3911870227,50.6901
0.628063,139.746,38.3434,75,139.635,237.813867807,139.652481626,228.620639919,134.504646595,3.34045920693,-72.5911,292.703456882,139.67789246,66.0805,5.84049472823,238.44682889,75.877118131,75,215.295202504,21.1776491167,54.9691
0.616673,142.31,38.5526,76,142.186,211.411821629,142.198501589,270.46745632,148.091419316,3.44235521332,-73.897,390.936313528,142.223882074,66.6607,14.1579944323,295.447724388,94.7768800051,76,238.974590199,5.98303953284,59.6866
0.633219,144.707,38.7737,77,144.573,192.097328718,144.587256778,263.028412013,145.291749842,3.3544578475,-75.0852,324.643351234,144.618714496,67.3311,2.33719096773,268.194223075,105.144907268,77,256.012514381,27.4135567168,51.852
0.624607,147.366,38.9583,78,147.229,194.300548898,147.246094605,284.567658935,152.177285177,3.49983264959,-76.4265,300.905857875,147.276297527,67.8858,6.29184934256,303.224980634,110.254037377,78,270.15037825,6.7250751131,58.53
0.610899,149.757,39.163,79,149.632,210.938971864,149.640993702,289.065838692,153.669364684,3.61213231122,-77.7387,300.506557585,149.672317047,68.5834,4.39189546286,299.709741474,88.3545377871,79,275.955616791,8.5033942434,62.1996
0.557064,152.686,39.3588,80,152.535,216.919317236,152.54823551,280.681877574,153.617885483,3.55202618186,-79.1315,296.930503815,152.592685459,69.1763,4.56310493102,289.143122466,84.7567308743,80,271.969198898,42.9619074152,59.9893
0.577,154.684,39.5984,81,154.531,247.408327384,154.541252914,282.413015152,153.999813311,3.55201392215,-80.2456,326.548046991,154.590740823,69.7676,3.38989479984,292.436562466,72.8083397276,81,275.871107773,99.3992021311,55.7195
0.58565,157.004,39.7876,82,156.854,140.097101324,156.877091521,289.996972644,156.276796338,3.71909600109,-81.4081,320.809140091,156.930627466,70.3616,5.54290168482,299.699064297,120.923422773,82,276.612289131,6.96145292872,65.4753
0.640405,160.108,39.9779,83,159.95,254.563001853,159.962257303,298.383931783,159.648792493,3.7557687489,-83.0525,364.761514827,160.004966031,71.0138,4.74995896963,308.107080744,94.3257946772,83,287.48157751,35.3833474538,63.784
0.601044,162.415,40.2055,84,162.248,211.00449019,162.264041777,305.760913545,160.575231098,3.81898791125,-84.2244,382.483787748,162.306767172,71.5484,2.65630759088,312.374385658,99.349041606,84,300.834604197,58.2894611652,63.8839
0.589799,165.296,40.3861,85,165.133,151.036259415,165.141533894,299.523941486,159.471116354,3.8174882886,-85.6883,347.156267202,165.183006187,72.1777,3.75725554554,307.424966116,108.372610132,85,281.818080251,5.60086421835,71.2491
0.623696,168.232,40.6149,86,168.085,171.719026767,168.098413675,360.011557623,177.40155205,3.83353930398,-87.18,309.4854173,168.137786528,72.6998,6.10670999589,369.223150628,117.070986288,86,342.237290843,9.76805388286,64.2922
0.587589,170.073,40.7911,87,169.924,192.976539943,169.934750613,423.39652605,191.881730888,3.97481624525,-88.09,453.438550876,169.966677003,73.3002,40.1878622505,502.463821997,158.010772035,87,369.713569224,6.38541095456,73.9338
0.657704,172.442,41.007,88,172.285,133.610624399,172.293704372,358.296473444,175.471207755,4.04756123175,-89.36,446.396694555,172.329961537,73.9556,11.4752246736,380.442938901,154.824849149,88,328.893424944,7.21900342025,75.5881
0.555604,175.309,41.1976,89,175.139,210.302085068,175.159136594,364.539884485,176.073865906,4.0392902498,-90.7556,404.896275181,175.193305412,74.4749,21.0579267096,453.193711833,147.557785005,89,333.843700524,9.04190321358,70.4904
0.604235,178.007,41.3374,90,177.852,199.462511165,177.874529776,428.293508689,191.261040305,4.1580532485,-92.1322,424.217591617,177.909584198,74.9926,34.1676918734,497.651326038,165.954972682,90,353.628876986,7.82668257788,79.7231
0.602482,180.695,41.4949,91,180.54,306.461668858,180.555402955,365.861191781,174.993684526,4.13641395003,-93.4196,399.32144493,180.591560285,75.5423,10.5203708109,405.509898159,126.639292015,91,350.128748914,18.5362599675,83.3301
0.626087,182.728,41.759,92,182.569,285.155067654,182.580722144,446.931200982,192.859147505,4.22500382731,-94.5029,487.748137649,182.602581899,76.0935,17.688599488,497.38048994,146.593268284,92,376.803283326,20.9977809234,87.326
0.644276,185.4,41.9376,93,185.248,287.76945928,185.263752171,395.012883746,183.005355579,4.21786469167,-95.8811,709.659260281,185.296234484,76.5772,21.8075355455,440.961347614,217.848880221,93,344.381405324,6.798640347,84.5394
0.612395,187.186,42.1277,94,187.006,255.030972281,187.017805443,390.377088093,181.79973301,4.39851209305,-96.8717,391.944743588,187.064057222,77.0936,14.9461289552,435.343384965,142.933368927,94,368.625753686,10.9810710106,87.3921
0.623895,190.433,42.2891,95,190.272,212.663164963,190.292349463,371.414691119,175.657438428,4.39860116619,-98.4739,369.846646437,190.334139096,77.5844,27.4994683674,475.250460865,136.219899423,95,328.706955382,5.47773734813,88.9344
0.595857,192.916,42.4666,96,192.751,269.348563924,192.756294222,395.805612776,179.644980939,4.4678427416,-99.7548,475.751755884,192.782002067,78.07,23.3903506506,473.956741249,130.562397265,96,363.971685058,61.0909004684,92.4154
0.593548,194.848,42.6943,97,194.675,289.454152832,194.696752264,499.429467621,200.332591,4.59426408651,-100.734,470.755949526,194.732138372,78.6448,78.2591146197,677.703086789,121.752218778,97,367.764382821,85.7173148892,100.382
0.607972,197.773,42.8748,98,197.624,215.123797266,197.639377652,439.450454825,189.78369776,4.51830611542,-102.173,397.411494503,197.667434961,79.1432,48.7175963324,631.754277362,115.582238566,98,368.35242886,18.1193791517,94.338
0.59623,199.992,43.0983,99,199.835,250.129853016,199.847690724,444.638513938,188.248216908,4.85191389535,-103.372,429.536400076,199.886738964,79.7035,21.3599870685,541.53985835,143.976640158,99,409.772590411,14.8499924273,121.599
0.638786,202.482,43.2734,100,202.324,214.781702399,202.346150815,448.065078615,184.752792167,4.72786203125,-104.658,415.453321581,202.387989282,80.3022,84.9926159527,625.210448299,135.520077808,100,331.202905172,6.39696047993,106.934
0.650603,205.701,43.4678,101,205.532,246.247172634,205.551390955,595.892751265,207.980604314,4.77276124781,-106.199,465.1341334,205.603448882,80.8234,170.594560844,1014.10859917,157.138313782,101,383.642848791,14.8066914822,104.204
0.624434,207.5,43.6265,102,207.33,125.864955124,207.341345234,661.254848997,211.43710151,4.73883085821,-107.07,469.359039971,207.383365368,81.3024,83.1265354287,876.841738716,157.840314299,102,502.201326956,9.12704832036,109.208
0.6558,210.015,43.8354,103,209.85,162.388433436,209.865272298,458.109443853,183.737215325,4.8167835293,-108.33,607.332053396,209.905120267,81.8278,60.5787627567,540.946413391,188.42125886,103,312.703518687,9.66511988914,112.985
0.648115,211.988,44.0487,104,211.781,19.8153736666,211.803854919,492.539981494,188.086957795,4.93282658916,-109.38,329.073352237,211.868030856,82.3271,69.3779852257,572.36251523,47.9778583113,104,332.090097355,9.13756221288,115.894
0.684595,214.475,44.2526,105,214.28,64.0798817186,214.294415728,490.932737717,192.039901071,4.87428793941,-110.635,629.348963967,214.343619475,82.7979,117.6412801,789.851725909,140.966587542,105,316.355328403,9.43068783918,111.634
0.631054,215.408,44.4163,106,215.208,186.707317399,215.221479195,346.15592544,153.937784229,5.14750555061,-111.304,542.962842728,215.275168332,83.3042,16.7807923697,387.502284404,172.030889006,106,306.314998455,9.3901338875,133.733
0.71087,217.848,44.5784,107,217.632,83.6286273385,217.644721412,538.876750865,192.60427814,5.05823255186,-112.342,726.439693857,217.714446945,83.7679,129.578272794,947.341431598,178.143415362,107,165.220918236,8.82061050949,126.519
0.644162,220.054,44.7487,108,219.849,30.5165397872,219.874186849,562.763984712,199.821206872,5.24604900727,-113.569,514.819203361,219.923675836,84.2064,126.987451236,829.861704426,87.2176846394,108,345.906024901,9.31681635303,137.333
0.697754,221.714,44.8922,109,221.522,30.8711003932,221.52881257,664.511263769,209.665152781,5.00920757204,-114.401,489.689845479,221.579114757,84.6363,220.06224739,1421.08409029,80.2497152989,109,336.670269888,5.4777336629,124.114
0.730033,223.52,45.0498,110,223.347,152.554929612,223.366802149,637.580815064,211.84408821,5.20825183411,-115.42,446.805849742,223.398852062,85.1039,153.223010118,1005.88939383,151.151114713,110,358.828833607,7.50068004416,133.777
0.782594,226.034,45.5688,111,225.831,96.2976907598,225.847057211,326.128569396,157.434343435,5.3256671731,-116.449,368.612934737,225.886836806,85.5578,119.389541414,645.85934262,137.619673578,111,150.629481107,7.49076228348,142.252
0.707398,227.541,45.8978,112,227.366,89.9063504151,227.383260533,711.433327175,212.717661764,5.17997344165,-117.365,484.163126492,227.420374033,86.0881,164.058242249,1101.37673095,142.608301564,112,375.850449217,7.512449842,122.937
0.716262,229.627,46.1739,113,229.433,100.562489662,229.448291951,375.311379347,176.473055395,5.24123349669,-118.522,396.101044778,229.489929219,86.4653,68.3941701559,645.575387001,122.100814129,113,281.729751857,5.15319985078,132.645
0.739795,231.552,46.381,114,231.352,140.864236289,231.365096788,794.729020904,221.467633295,5.35470400602,-119.513,548.912416809,231.394195877,87.021,156.188041973,1044.63364211,183.802799024,114,246.776766808,7.57063762693,141.085
0.744443,232.676,46.6727,115,232.474,99.0975489564,232.492885227,784.537849038,217.295044335,5.36854700446,-120.121,924.183222239,232.527161994,87.4499,240.399809386,1296.06728465,221.858512007,115,439.162597486,7.29364761593,140.583
0.706965,235.168,46.8783,116,234.974,266.004402792,234.993850741,820.055868938,227.417062975,5.41389424024,-121.369,667.802982081,235.040855685,87.9699,193.244760026,1331.04923297,236.871601407,116,297.333837179,10.8398798212,149.987
0.738993,237.088,47.1462,117,236.887,119.656974107,236.906862679,695.706621418,169.150931429,5.51314299238,-122.364,506.798592053,236.95914243,88.4339,560.948682342,1927.66170559,127.342668546,117,121.549012381,10.5531528932,151.038
0.769387,239.179,47.4393,118,238.942,142.647661995,238.95442421,992.560870273,210.421811898,5.52594267628,-123.41,604.168644416,239.009009219,88.898,309.084497167,1585.45378754,165.053305695,118,214.7721566,8.47491585345,139.276
0.758913,241.449,47.6236,119,241.236,20.0276149048,241.255870665,615.443287485,184.694262538,5.58921396794,-124.631,190.00711869,241.311829306,89.2741,398.847882612,2064.43381645,35.7526902506,119,166.838651214,7.48363107016,144.627
0.771097,242.524,47.9562,120,242.272,11.4310518754,242.297137579,690.190053024,188.834426398,5.6586084439,-125.159,45.7657184678,242.354509613,89.6695,480.434311762,2446.25481809,4.20372526314,120,243.11704248,8.22215585577,157.646
0.695673,243.668,48.1643,121,243.447,40.4500213796,243.466409879,385.687675447,161.711086482,5.56828147344,-125.961,347.427251799,243.516020389,90.1206,258.949428043,2161.80436079,86.0476914285,121,224.906442116,8.34557483775,146.187
0.697534,246.251,48.3657,122,246.027,250.208899084,246.040977111,380.323005607,158.78949725,5.58966465979,-127.246,942.468210456,246.086559591,90.5325,182.539135388,1284.52462701,277.597433813,122,173.489167613,27.8367708259,145.497
0.769809,247.769,48.5756,123,247.524,295.684153087,247.557927064,517.221238528,146.791086075,5.71353944929,-128.018,838.503890746,247.629320018,90.9357,464.396753161,2642.47458735,241.775916265,123,118.621708414,16.3437742395,154.141
0.708358,250.428,48.8428,124,250.194,205.984710383,250.211608503,237.939359925,134.216226806,5.75487204596,-129.345,576.935739206,250.258376344,91.3921,65.4059132265,662.600601128,167.756108526,124,169.391014062,55.5849911451,146.889
0.713269,252.303,49.0495,125,252.06,27.7855291571,252.067883582,495.807902838,190.798691404,5.78904687332,-130.407,436.581192842,252.113459726,91.8769,200.028405637,1296.48702261,69.1077417896,125,370.049706755,8.13655980686,155.47
0.720286,253.12,49.2905,126,252.888,11.5549992918,252.90899165,254.32851258,137.437409765,5.93600786938,-130.955,27.7655254298,252.942475676,92.3268,41.8613692534,394.163540917,4.30596355671,126,201.149973126,6.67559998876,171.076
0.705783,255.446,49.4955,127,255.185,13.2240329346,255.20703935,284.699745214,142.770736265,5.99716606954,-132.076,77.5446125198,255.264599696,92.7894,50.0691334136,544.921084242,11.174033327,127,215.54474554,5.40981193981,180.435
