StdEsReturn,AverageDiscountedReturn,MaxReturn,AverageAction,AverageAbsQ,AverageQ,QFunRegParamNorm,PolicyRegParamNorm,AverageReturn,Iteration,MaxEsReturn,Epoch,MinEsReturn,StdReturn,AverageY,AverageAbsQYDiff,AveragePolicySurr,AverageQLoss,AverageEsReturn,MinReturn,AverageAbsY
120.681744872,55.0344156437,873.75939711,0.8294,2.92481,2.86316,21.5548,24.1602,145.076475898,34,319.632256753,34,-37.408010253,198.837482808,2.86419496256,0.128493232786,-3.18908,0.0568615,89.9563982988,-35.9831436648,2.92682504752
65.2861071669,97.7176703963,599.623229073,0.809544,3.03891,2.97783,22.0739,24.5583,335.212615631,35,381.653966298,35,209.672494767,186.473908801,2.97882256861,0.138805801215,-3.28835,0.0637349,319.20113325,43.4293205213,3.040285629
144.490262928,135.312977211,658.281287702,0.763815,3.16453,3.10939,22.5077,24.9994,461.741788106,36,378.970962836,36,12.1033188985,84.2645872646,3.11006678799,0.141587653521,-3.42443,0.0658425,90.0508357711,279.815110301,3.16580246929
108.032683723,42.2000883464,676.819439148,0.858652,3.23607,3.1808,22.9826,25.42,117.202094846,37,303.911676829,37,6.22814632155,148.154504704,3.18166334855,0.151174704042,-3.51289,0.0775448,103.617014545,-26.372130109,3.23795545299
133.511330938,100.075865706,621.605366995,0.893953,3.31958,3.26089,23.3713,25.8547,242.700290662,38,280.872082131,38,-41.1370480987,108.662736061,3.26219360148,0.158550175141,-3.573,0.0816199,77.4671203424,13.3519024309,3.32215176521
133.246529768,79.1875393272,378.624379992,0.877976,3.45117,3.38748,23.743,26.1381,167.058170994,39,337.939621087,39,7.72581489845,106.442690232,3.38875161698,0.163745780404,-3.70189,0.0839164,177.007678034,-34.41483918,3.45343045393
92.8585934984,55.0385027505,483.591562695,0.867713,3.54781,3.48224,24.1143,26.4358,124.049668573,40,239.184192147,40,12.7392568765,150.897045978,3.48302237774,0.169074441271,-3.78755,0.0872477,134.895889655,-79.6915457543,3.55052387024
90.7028224753,90.9529688412,799.779699777,0.881075,3.66703,3.60348,24.5204,26.6674,310.691134383,41,265.881685756,41,12.2316886596,142.533652079,3.60451804453,0.17852768064,-3.91721,0.101067,138.248906759,54.056981,3.66897283897
60.5134166939,45.8065681018,328.1199608,0.888826,3.77003,3.71395,24.9162,26.9474,89.6453150134,42,159.829094957,42,-58.2800746525,112.227191439,3.71569845134,0.193939310756,-4.02703,0.124446,35.2095727419,-100.785921801,3.77286822378
50.8095535075,42.6490113671,244.954367208,0.897096,3.84439,3.78856,25.3923,27.154,76.6109963476,43,173.576105463,43,8.23608839616,100.534974478,3.78989461138,0.203101580294,-4.12432,0.143104,89.9629854588,-108.976415628,3.84661317379
75.6568395959,80.6651375619,291.813852227,0.879776,4.0031,3.95381,25.7973,27.4514,157.476546737,44,196.835440069,44,-41.2769676287,67.0862594125,3.95513113551,0.204461500745,-4.27371,0.128455,112.718594226,-56.2599034003,4.00579382749
72.1848212611,87.2229738909,310.440661864,0.896039,4.11639,4.07141,26.172,27.7178,139.593558694,45,231.027915985,45,2.37284906078,35.1525290051,4.07280811279,0.219723612984,-4.39208,0.156635,115.48057538,102.589875913,4.11923060696
64.7264809761,81.3878716696,186.634840325,0.928218,4.25016,4.21116,26.558,27.9682,126.723519949,46,184.748420383,46,-10.8232507941,23.2222209032,4.2134377256,0.222845487568,-4.55844,0.151972,111.628328242,95.1739195647,4.25373629374
80.9042972645,103.046971371,247.158208054,0.889423,4.39106,4.35659,26.8865,28.2557,205.524311449,47,212.68380818,47,-26.788195108,33.5175323019,4.35807910345,0.225670787999,-4.70693,0.164064,126.59130989,130.414138447,4.39395036047
20.7081988027,68.0869284813,288.492024648,0.925906,4.55593,4.52351,27.2484,28.4533,103.329758384,48,143.195497038,48,74.4295843657,24.9727050204,4.52560661032,0.239821247206,-4.89545,0.184718,111.426147319,67.5812913307,4.55877763772
49.588763624,65.750243317,396.716511036,0.900871,4.78625,4.75844,27.5978,28.6465,102.580374634,49,270.469295314,49,121.666049964,73.3760793181,4.76067449978,0.247260081645,-5.15635,0.193818,197.704507399,57.7000009449,4.78980635791
63.8244768988,65.3011040665,275.942232577,0.925931,4.95191,4.92342,27.9189,28.8482,102.553510205,50,214.935676282,50,0.107687690017,42.2018655376,4.9256450775,0.255470212872,-5.33216,0.208035,140.843418373,42.38097605,4.9552002625
80.7418490349,81.6916617322,277.828076085,0.938769,5.18904,5.16574,28.28,29.0708,137.716008895,51,213.421858801,51,-40.0385182131,42.6397439789,5.16784114468,0.261853472137,-5.57191,0.203444,128.073242215,67.690003753,5.19258481848
53.6959687805,75.1092541239,230.659853365,0.926729,5.40543,5.3798,28.6656,29.236,131.010750857,52,195.810597285,52,9.23671941964,32.6290535245,5.38237482622,0.276179240266,-5.80399,0.241766,122.856311799,68.3418469785,5.40838740297
58.7119772144,68.5446805035,142.558007807,0.935832,5.6219,5.5989,29.0461,29.4374,100.825422982,53,210.625779194,53,24.7269702592,6.12841671552,5.60151604795,0.286104833972,-6.05806,0.253454,117.401714783,97.6543320471,5.62509071275
41.6238214744,76.9048393866,153.769870659,0.920605,5.90373,5.87857,29.3082,29.5927,119.787362088,54,185.754355381,54,6.81224805663,8.27545767614,5.88046660341,0.291512142853,-6.35841,0.253303,95.3766270578,97.0950452158,5.90526556278
68.1779171881,83.4876374811,204.278189292,0.929559,6.16455,6.13737,29.6485,29.8081,137.819266723,55,269.398976841,55,1.41573294732,25.9835503195,6.14006443613,0.304226078313,-6.64684,0.284912,114.547201891,83.5094084808,6.16727702765
42.8427420832,72.9446350827,294.143350064,0.922561,6.43465,6.40557,29.9924,30.0065,165.684748276,56,158.452117078,56,7.68488965236,36.5515068421,6.40876368103,0.31073285806,-6.93514,0.29889,107.735821973,45.515224053,6.4378907643
56.4329069375,66.3367885097,104.622680096,0.929259,6.69828,6.66752,30.3097,30.2326,101.859553144,57,162.340120419,57,-8.15234392632,1.06249384115,6.67043977785,0.322892885883,-7.17701,0.339708,89.5748202539,99.3906346591,6.70051272236
97.0075265111,81.9255595999,206.024676827,0.916142,6.91051,6.88007,30.658,30.4434,136.11765715,58,330.602558935,58,-9.46314070389,23.2693980956,6.88302538246,0.319094461242,-7.39825,0.292199,110.068052038,84.7816537869,6.91312293686
27.1317637259,68.6052580368,253.707953348,0.856518,7.10355,7.06827,31.0036,30.6968,125.609313263,59,134.525873162,59,45.0116772588,61.0462784408,7.07114990378,0.331317083758,-7.58647,0.34497,110.648287047,-36.6981662478,7.10494224696
81.5655231801,70.3550157381,130.187736433,0.918528,7.40946,7.37486,31.3509,30.9373,105.578569691,60,228.538235277,60,6.00510298589,9.94022329687,7.3767705073,0.330896868872,-7.88302,0.323667,90.6286532192,97.5726622308,7.41012557894
44.0704956225,63.8935313059,92.0501956631,0.941162,7.56392,7.52948,31.6968,31.1658,90.1343103944,61,123.690363918,61,-3.83188864979,0.927913165543,7.53305240399,0.329522022817,-8.03245,0.310205,76.8601708407,87.901478468,7.56591445594
36.8891951822,62.5454758128,91.6847241031,0.935909,7.74244,7.70777,31.9992,31.391,89.3969099102,62,147.641432938,62,10.0014388692,0.847777800564,7.70946392984,0.33327016117,-8.19917,0.313763,98.5839717997,87.6122986283,7.74330035525
44.9649619887,62.1659498544,94.976632031,0.912585,7.97046,7.93888,32.2933,31.6217,91.2086292068,63,201.697363233,63,2.69865451434,1.31885473413,7.94095254915,0.344254014578,-8.46432,0.34922,87.6125780819,88.2267716115,7.9713852572
64.4257126592,62.6645187471,100.255507506,0.916845,8.16177,8.12831,32.6544,31.8478,90.3609823718,64,260.378830247,64,0.453932590471,3.32147491543,8.13173391159,0.362424833959,-8.62805,0.404642,96.4968972644,85.0192144896,8.16188932038
48.8690803526,63.4300012638,97.5772601315,0.915576,8.31133,8.27684,32.9194,32.0385,92.8638348202,65,266.692056115,65,37.1886147903,1.18773309219,8.27962103561,0.342966956788,-8.77724,0.347709,106.592995104,90.4468761513,8.31203858195
42.7310689599,63.0381103928,98.3246742993,0.886278,8.48705,8.45116,33.2026,32.2596,90.6231238594,66,196.907558532,66,4.56371340255,3.5225797597,8.45404511387,0.351035861624,-8.9538,0.379839,94.0009914341,84.8083487482,8.48819897616
52.730604698,65.3091007418,96.5976174823,0.932793,8.71521,8.68278,33.5179,32.4743,94.458093672,67,185.6376283,67,18.6831069621,1.34703359892,8.6863339957,0.354729301395,-9.1867,0.388088,91.707845837,90.4232058094,8.71625841506
42.9758252866,67.4633371778,181.081789547,0.901686,8.82065,8.7922,33.8119,32.6817,102.276544091,68,181.669387304,68,3.08317220904,16.495174208,8.79497629327,0.363826280057,-9.29167,0.407598,104.552459794,88.9803566143,8.82169697007
35.1312184385,82.7566166705,271.328236146,0.906042,8.94193,8.91422,34.1019,32.8703,136.186338857,69,179.842887593,69,56.5000308476,38.3734286728,8.91687755012,0.358817803241,-9.38515,0.384777,109.413571796,85.6524554271,8.94244606726
46.2400517623,77.3959177804,564.373827379,0.896891,9.1172,9.08708,34.3442,33.0754,149.5011466,70,238.41249408,70,58.2524963248,76.8194222782,9.09008024858,0.368221504091,-9.56391,0.416409,135.005102597,77.6024695857,9.11649774254
76.565669424,85.0668209597,314.405954744,0.902806,9.28694,9.2604,34.6253,33.3062,145.977775377,71,273.074700593,71,-3.28157923072,38.2894488484,9.26267203896,0.358990508425,-9.73415,0.395237,131.691961052,96.5460889024,9.28756063751
67.1603490509,110.482506764,500.803303796,0.873556,9.34952,9.31879,34.8774,33.4772,281.467279584,72,253.014662847,72,-1.79421758712,68.2642570847,9.32185659475,0.370850843907,-9.81222,0.441828,121.292746292,185.611029173,9.34982422819
70.7305320986,76.3491879917,329.705690802,0.881778,9.48547,9.45601,35.1718,33.6892,157.92379589,73,211.042393067,73,8.42335125278,49.6472820168,9.45745532359,0.367557593934,-9.97269,0.409234,101.986054954,103.138309281,9.48505350697
75.691600182,93.5554629594,245.051985394,0.915815,9.62773,9.59981,35.4655,33.9449,168.843809365,74,333.263116866,74,111.488444188,38.4596180542,9.60253949037,0.37976727187,-10.0877,0.484344,208.532372738,98.3345796098,9.62838299043
92.9895371979,106.609866858,335.320455301,0.897026,9.74789,9.71977,35.698,34.1424,245.478955786,75,298.888689592,75,-0.933239314036,19.3482429864,9.72312140828,0.378453892269,-10.2037,0.468466,143.073584046,216.779007922,9.74886125639
93.2144600002,80.5228084205,469.952939781,0.846038,9.85756,9.83072,35.9335,34.3488,273.839586466,76,238.762265925,76,7.32632778397,111.314211271,9.83282419901,0.367279505073,-10.3135,0.417982,115.804695358,39.7506720111,9.85799225956
82.0395178241,97.8676863637,351.306492083,0.913274,9.94799,9.91946,36.1577,34.5581,212.398900096,77,285.674572381,77,54.8513791364,35.5943711403,9.92247931073,0.368881888173,-10.3788,0.423529,174.250582065,108.101771423,9.94809676098
121.807913786,91.3640922739,384.553262366,0.853717,10.0964,10.0697,36.4022,34.7643,262.085994413,78,307.24474524,78,1.74561741471,72.704413875,10.071606745,0.369909510037,-10.5368,0.428994,152.844856971,9.07651090758,10.0956809376
123.925240464,97.321651033,336.142015559,0.922821,10.1866,10.1605,36.6715,34.9332,188.636228419,79,402.469604596,79,14.1187530861,30.3965455193,10.1630774766,0.376168597352,-10.6451,0.447489,201.48520883,116.762447335,10.1865289756
81.435811447,96.1598952893,320.335412821,0.922509,10.2994,10.2725,36.9213,35.1418,194.703746027,80,203.852874926,80,12.6227061281,39.6138677627,10.2759846558,0.377542206486,-10.7414,0.47467,99.8489162427,124.38402846,10.299598897
152.004985291,96.8079173683,352.076648323,0.925876,10.3996,10.3733,37.2005,35.337,161.938101567,81,436.1105589,81,75.8341798128,46.0674250993,10.3760464613,0.384056644679,-10.8453,0.466426,248.481177343,117.906375927,10.3988859958
116.128777094,72.5435367263,421.773154302,0.878644,10.4619,10.4385,37.4414,35.5686,164.943562158,82,299.210278044,82,-2.63774359119,130.545985387,10.4408017741,0.377414146938,-10.8994,0.462097,161.854944284,14.1010743747,10.4610566192
99.1051396479,103.110622196,1047.22573296,0.855806,10.5816,10.5602,37.6717,35.7483,1002.19361409,83,301.586529586,83,3.17314777632,49.0329533327,10.5617303357,0.376665722256,-11.0323,0.46316,91.5954011476,907.133336789,10.5802194724
86.5721804702,85.6711915065,976.116153457,0.822082,10.7033,10.681,37.8989,35.9768,880.352177452,84,315.682646509,84,52.997578977,190.268962591,10.684028122,0.379679193359,-11.1439,0.469607,194.536216656,284.557043763,10.7032409599
288.219829521,102.95065239,950.86137057,0.882037,10.7793,10.7561,38.1518,36.1907,362.759449963,85,809.124695648,85,149.338734485,173.572414252,10.7588593913,0.379870332064,-11.2187,0.452908,406.713610299,34.5991219446,10.7789011249
187.267859219,80.2954310597,790.62457193,0.858153,10.9036,10.8803,38.4076,36.398,671.248097155,86,482.097538127,86,22.4724488313,189.439855311,10.8825863783,0.383655321258,-11.3412,0.493216,160.504366028,238.499241518,10.9028032347
54.639237123,124.400813244,461.855564656,0.90092,11.0055,10.9823,38.6931,36.6024,358.118311292,87,391.845634426,87,261.653531468,50.6627962011,10.9852463118,0.387565422295,-11.4351,0.477909,320.174375971,267.49330897,11.0038577704
84.2167909196,132.525644124,536.912108805,0.91558,11.1091,11.0868,38.9348,36.8215,388.399799984,88,373.87610279,88,144.380773115,45.025623474,11.0894820203,0.382291270687,-11.5461,0.506214,299.362746063,309.539128124,11.1082341189
189.053924382,115.622926084,889.791585345,0.895446,11.1846,11.1586,39.173,37.0403,466.660191514,89,605.585272796,89,113.719147094,180.010006688,11.160800255,0.382991921905,-11.6085,0.512221,327.305908496,42.2726059835,11.1830384305
107.254969556,93.7358051712,553.713914355,0.887328,11.3232,11.2999,39.383,37.1921,255.970231841,90,456.423323614,90,171.442971992,123.710768002,11.3023076641,0.372568750735,-11.7421,0.44345,329.260820221,20.0866872305,11.322839138
201.928245217,113.021575801,965.030248968,0.92901,11.3822,11.3572,39.6388,37.3267,447.448388055,91,444.498985511,91,6.50010764375,183.920419804,11.3598679121,0.391716760165,-11.8205,0.525393,159.162603448,82.8100554336,11.3814508321
187.222360593,105.591988796,1056.31680113,0.877596,11.5227,11.5004,39.8734,37.522,425.296953049,92,530.050217459,92,0.818077198526,220.711884883,11.5026680171,0.380751149785,-11.9505,0.467827,187.872514708,64.8835746593,11.5210280299
182.493412238,133.205402937,700.417668291,0.937603,11.5661,11.5424,40.1217,37.6973,403.93330281,93,468.557326931,93,3.32047531261,54.8109402377,11.544952695,0.396629711529,-11.9892,0.520646,156.989686455,337.404074288,11.5650427115
149.308591935,108.138123214,923.768596095,0.903051,11.6979,11.6779,40.3443,37.906,499.055714224,94,413.379853037,94,17.8853492456,207.301381446,11.6797408978,0.389933239529,-12.1121,0.495045,231.745323801,32.7018332111,11.6966397403
156.665486678,108.397934969,708.367018365,0.893018,11.8342,11.8142,40.5706,38.0894,415.34186717,95,539.702786141,95,76.523404483,165.110820269,11.8166337713,0.391048945222,-12.2483,0.539752,369.980915671,52.863796389,11.8337174804
136.799257925,87.6442571664,778.85738822,0.897213,11.8363,11.8172,40.7776,38.2084,355.194192447,96,344.911280296,96,3.34573552855,253.958222751,11.8196950456,0.385795210939,-12.2517,0.47636,197.416308695,36.0920520884,11.8354805864
190.565864746,64.169396561,961.290823337,0.913053,11.9141,11.8951,41.0633,38.3911,681.505763869,97,499.715344862,97,66.8186135329,314.54560878,11.8972207418,0.402278699195,-12.3311,0.582878,255.242211629,22.2392693931,11.912366621
178.380291634,89.4183256183,762.60986897,0.887714,11.9773,11.958,41.3228,38.5828,291.935236437,98,470.719880235,98,26.7982218236,196.04104757,11.9596526757,0.395075047083,-12.3812,0.555224,180.000391558,31.8414884445,11.974527085
205.881348617,120.353296356,548.119161091,0.91515,12.0853,12.0657,41.524,38.7608,393.505219779,99,584.580021855,99,3.68914047415,119.966221366,12.0684954972,0.400754730882,-12.4923,0.534624,303.157200884,35.6172241203,12.0844676422
183.471286588,106.913491303,751.767332148,0.919211,12.1599,12.1402,41.7524,38.92,468.673840376,100,576.27008962,100,18.2570811199,241.780005293,12.1422005596,0.397393322736,-12.5569,0.553237,158.753688325,28.5363758668,12.1575505294
157.06297731,117.932461671,1056.78940671,0.888701,12.2562,12.2336,41.9559,39.0469,503.5260846,101,461.653264706,101,50.5757125259,166.381328008,12.2361187093,0.404602174725,-12.6409,0.554808,246.097908679,116.887118151,12.2541816473
115.948890037,78.1317396979,1258.39484029,0.883217,12.3364,12.3147,42.1852,39.1986,327.455984133,102,312.455488897,102,0.744484683061,315.826002379,12.3178071226,0.400720927522,-12.7167,0.55354,135.147660778,40.7749437848,12.3363617695
67.6706376533,107.089228499,733.398280604,0.92128,12.3754,12.3538,42.4073,39.4413,329.382602595,103,226.808196879,103,25.5719775286,137.08249181,12.3554875487,0.40330895873,-12.7798,0.500785,87.7412661787,57.9782860589,12.3721886436
204.616087999,94.8327320893,437.4152472,0.901191,12.4884,12.4699,42.5865,39.6266,233.646447264,104,757.822726737,104,200.124758495,82.6279185469,12.472222279,0.41985110921,-12.8976,0.58889,354.281880009,20.8221947524,12.4870149833
141.262039594,104.319346053,500.411326376,0.94105,12.5227,12.5057,42.809,39.8007,299.785429168,105,306.287519705,105,5.26498673383,99.1985778541,12.5084199649,0.419755110944,-12.9215,0.613669,157.244949997,118.550289067,12.5212122504
275.362256377,75.7774190323,545.40531921,0.90855,12.644,12.627,42.9618,39.9606,209.522859263,106,807.895891754,106,-2.11826120157,132.225716273,12.6291398158,0.40286823026,-13.049,0.536625,213.01495771,-19.2727856529,12.6422675263
53.4068856238,103.250984607,697.694519315,0.934395,12.6675,12.6506,43.1965,40.1784,304.276168154,107,302.089333308,107,195.27556206,128.083041419,12.6532407449,0.424332103297,-13.085,0.593076,248.682447684,123.510431549,12.6658145246
334.12760282,90.6432869617,627.705093403,0.924937,12.797,12.7794,43.3804,40.326,281.408476429,108,934.466061969,108,59.0735448963,132.783026877,12.7811949152,0.423758598273,-13.204,0.633848,381.030729277,10.1155852549,12.7942590344
163.382510783,127.238607109,504.574865767,0.946578,12.8837,12.8677,43.6116,40.5023,349.988471489,109,654.366111423,109,200.226206238,63.7972257025,12.8703446353,0.411497345945,-13.3036,0.541965,448.415143987,218.137094809,12.8815998464
139.016668799,125.943497907,530.309858282,0.935072,13.0325,13.0201,43.8038,40.6799,396.285001415,110,425.681924076,110,19.1417474443,52.0019076298,13.0220677748,0.416117076194,-13.4442,0.583607,280.670773266,305.960547342,13.0320448731
189.705554476,104.970607375,882.982178424,0.912602,13.0986,13.0842,44.0109,40.8511,426.430817622,111,591.506605952,111,12.104962165,211.598394163,13.0861191595,0.419181651387,-13.4952,0.586545,301.517116833,9.94284205689,13.0985294109
161.116731326,120.125632244,1240.08611902,0.917557,13.1478,13.1338,44.2097,41.0135,619.388421288,112,519.206792215,112,-21.1066317788,282.23768484,13.1369302661,0.425907412642,-13.5485,0.624813,89.5955290335,345.027080788,13.1468193242
170.095299097,126.531437315,485.558688997,0.940607,13.2296,13.2127,44.4256,41.1854,327.743419358,113,494.629911935,113,4.06405462636,69.4175901794,13.2154672725,0.433323297882,-13.6507,0.659871,145.785143234,200.625505425,13.2271179807
161.032129943,137.040938114,1164.91078533,0.951978,13.3188,13.303,44.6008,41.3496,663.674199157,114,432.200935065,114,29.1928232575,140.947138454,13.3053801925,0.426037223718,-13.7233,0.600262,182.751939657,518.528642873,13.3180279206
144.030380111,117.010671268,584.895852544,0.954116,13.3761,13.3612,44.8032,41.4893,299.360183135,115,417.92170632,115,12.8179664472,176.737215106,13.3640416615,0.424842190771,-13.7944,0.626171,245.446939241,7.6585605977,13.3757886778
201.407681643,103.506614997,813.614763547,0.941869,13.4578,13.4431,44.9923,41.6542,346.504693276,116,607.72047337,116,100.424667447,217.195949604,13.4461081599,0.434977510126,-13.8937,0.703343,334.112491843,-10.7084348811,13.4567879168
199.599812973,85.7889497938,817.686319276,0.946666,13.6056,13.5934,45.1979,41.825,253.026480194,117,660.508749688,117,1.82439337082,210.257734045,13.5953830308,0.429365921167,-14.0313,0.614561,185.582064143,15.8535064913,13.6037120089
155.245261301,140.58214962,715.314811287,0.962405,13.657,13.6452,45.3615,42.0069,516.9785237,118,380.069297587,118,16.9888137276,108.409583492,13.6489579592,0.441311064458,-14.0727,0.7025,181.711193242,162.441361439,13.656072036
151.492872745,146.252285848,813.305443088,0.94884,13.7233,13.7121,45.5265,42.1254,402.06392775,119,461.957670271,119,5.46460621666,139.070384873,13.7146178641,0.433270631558,-14.1411,0.616884,210.346923956,69.4045765831,13.7216365776
151.477528179,33.0088008454,803.117301844,0.879429,13.9041,13.8936,45.711,42.2605,59.7350957548,120,419.220073508,120,0.143189855579,105.093163695,13.896812207,0.444283336544,-14.3297,0.707739,103.911587714,6.99714173374,13.9038707248
150.494488776,113.26972072,585.578465778,0.926001,13.9524,13.9394,45.8808,42.4459,311.736024317,121,416.159208394,121,17.7638017408,137.8273655,13.9428007797,0.44389142816,-14.3892,0.724026,168.339547022,32.5091847709,13.9504361454
