dLoss,ExplainedVariance,StdReturn,MaxReturn,NumTrajs,Iteration,AverageDiscountedReturn,Entropy,PolicyExecTime,Time,LossAfter,MeanKL,AveragePolicyStd,MeanKLBefore,Perplexity,ProcessExecTime,EnvExecTime,ItrTime,MinReturn,LossBefore,AverageReturn
0.0233243853457,9.03210839454e-12,53.8102558208,244.865839987,115,0,47.6645346036,4.25682,2.3502907752990723,7.105832576751709,-0.0233243722469,0.00710752606392,1.0,0.0,70.5849,0.14545297622680664,3.526326894760132,7.105837821960449,6.2098041176,1.309888642e-08,66.0744069685
0.0225044124743,0.176728757789,50.8154842809,220.148362617,110,1,52.4264176319,4.2481,1.7533299922943115,12.777348518371582,-0.0225044097751,0.00699700508267,0.997202,0.0,69.9726,0.1383991241455078,3.305650472640991,5.664388418197632,8.94388190299,2.6991977542e-09,72.1056147991
0.0243535690364,0.126768138185,58.505075227,234.916288448,96,2,61.6514646003,4.23665,1.674954891204834,18.225221395492554,-0.0243535917252,0.00948619749397,0.99346,0.0,69.1759,0.13222813606262207,3.154811382293701,5.440689325332642,7.29639386336,-2.26888197119e-08,89.6549161761
0.0198846723668,0.161925689501,62.6702027424,242.186259289,89,3,72.1798575815,4.21025,1.6394133567810059,23.564077854156494,-0.0198847036809,0.00650627538562,0.984704,0.0,67.3732,0.1301100254058838,3.0783157348632812,5.331703424453735,8.4972080258,-3.13141192976e-08,105.512039714
0.0226490440411,0.260050416398,57.8639599775,217.665685053,74,4,86.1307474248,4.22189,1.7216424942016602,29.15646743774414,-0.0226490367204,0.00916705001146,0.988659,0.0,68.1624,0.1348268985748291,3.2364814281463623,5.585268020629883,9.62340428558,7.32069738163e-09,131.257877172
0.0255359141279,0.334571644441,63.551184946,224.680676441,70,5,87.2163875981,4.23917,1.8239433765411377,35.0390465259552,-0.0255358945578,0.00988083332777,0.99459,0.0,69.35,0.14340782165527344,3.4234139919281006,5.875414133071899,13.9301557701,1.95700931016e-08,136.838638345
0.0175774550283,0.384664264839,55.4042846651,234.768882571,69,6,93.0168230182,4.24116,1.8159866333007812,40.81402850151062,-0.0175774395466,0.00776987196878,0.995154,0.0,69.4883,0.14575719833374023,3.323605537414551,5.7677977085113525,35.9263446999,1.54817261233e-08,144.392297396
0.0220425448858,0.519653767029,48.4554236476,225.788045881,66,7,99.7996563144,4.22865,1.905928373336792,46.86772179603577,-0.0220425277948,0.00934744440019,0.990922,0.0,68.6248,0.15297651290893555,3.471200466156006,6.04646897315979,48.4992978745,1.70909384423e-08,154.958905549
0.01987364178,0.556931393759,46.1967009871,237.562033391,62,8,105.823388934,4.22512,1.5374836921691895,51.89901614189148,-0.0198736209422,0.00850682612509,0.989747,0.0,68.3825,0.1211388111114502,2.842116594314575,5.0231194496154785,60.0854678363,2.08377830546e-08,167.880006323
0.0205504168165,0.74219142973,36.2032419438,235.083398994,58,9,114.875857705,4.19682,1.4975593090057373,56.70272397994995,-0.0205504093319,0.00854392908514,0.980546,0.0,66.4749,0.11635565757751465,2.7230067253112793,4.7962048053741455,30.944482068,7.48453388155e-09,186.499509027
0.0170780127664,0.766939359555,36.2644566377,234.848471051,58,10,115.659945896,4.19982,1.6563348770141602,61.942667961120605,-0.0170779824257,0.00727170798928,0.981516,0.0,66.6742,0.12840676307678223,2.999030113220215,5.232639789581299,47.6109897291,3.03407396984e-08,187.762054946
0.0221632126703,0.824591212226,29.9973683315,239.579961523,57,11,118.089263676,4.20378,1.740786075592041,67.46515727043152,-0.0221632327884,0.00768495071679,0.98304,0.0,66.9391,0.13620424270629883,3.162147283554077,5.515337705612183,82.447903512,-2.01181915571e-08,192.425923689
0.0200602392062,0.840215500533,33.7478335899,243.657452176,56,12,118.700710714,4.17737,1.7842695713043213,73.15234541893005,-0.0200602374971,0.00780263636261,0.97427,0.0,65.1939,0.14401984214782715,3.287946939468384,5.680109024047852,49.6553389378,1.70906711006e-09,195.494732702
0.0204121101527,0.9555542533,14.7613138205,233.639508579,55,13,123.442273203,4.14473,1.9413182735443115,79.23574781417847,-0.0204121116549,0.00755591923371,0.964147,0.0,63.1006,0.15677118301391602,3.5198323726654053,6.076240062713623,140.575379802,-1.50214496397e-09,204.670444781
0.0175395462594,0.928507592776,21.0519065879,250.318220107,54,14,125.144133301,4.15907,1.858816385269165,85.19632458686829,-0.0175395607948,0.00855553429574,0.968446,0.0,64.0118,0.14793109893798828,3.438586950302124,5.953345060348511,82.9115728299,-1.4535416426e-08,209.270994672
0.0149248984367,0.916021974257,18.4066929705,234.510852034,54,15,124.91626164,4.13659,1.639247179031372,90.48100876808167,-0.014924862422,0.00650415243581,0.961441,0.0,62.5887,0.12748456001281738,3.0412189960479736,5.277518033981323,117.397000642,3.60146046319e-08,207.941863782
0.0194001524925,0.954402990657,14.0079192277,240.035553396,53,16,126.435294027,4.14064,1.4252214431762695,95.03353261947632,-0.019400164485,0.0065236738883,0.962937,0.0,62.8428,0.10788297653198242,2.5695066452026367,4.545369386672974,151.690928658,-1.19924541409e-08,212.29793014
0.0234689876683,0.882416675699,28.5216842714,263.808339157,54,17,124.274345104,4.132,1.6438195705413818,100.33343315124512,-0.0234689824283,0.00962102599442,0.960485,0.0,62.3027,0.12643933296203613,3.067356586456299,5.292742013931274,70.9081475153,5.23996890323e-09,209.236399712
0.0194975050777,0.77674949337,42.6319528002,254.824442525,55,18,120.613096996,4.13369,1.9275691509246826,106.56152176856995,-0.0194974914193,0.00731633557007,0.960924,0.0,62.4076,0.14975857734680176,3.620222568511963,6.2209508419036865,54.9483992904,1.36584112909e-08,202.025251101
