MinReturn,EnvExecTime,MeanKL,Perplexity,AverageDiscountedReturn,LossBefore,NumTrajs,PolicyExecTime,Time,ExplainedVariance,Entropy,Iteration,StdReturn,LossAfter,MaxReturn,ProcessExecTime,AverageReturn,ItrTime,dLoss,MeanKLBefore
-114,0.44443750381469727,0.00584766967222,3.97867,-23.4623577906,-9.19560037005e-08,177,1.2053437232971191,2.4168550968170166,5.74027492206e-11,1.38095,0,19.0623394576,-0.0203892979771,-5,0.06120467185974121,-28.2711864407,2.4168601036071777,0.0203892060211,0.0
-85,0.4522855281829834,0.0079618729651,3.93373,-21.1740794419,-1.03825907871e-08,202,1.2091381549835205,4.728804111480713,0.060763313702,1.36959,1,15.3572016585,-0.0133256688714,-6,0.0628061294555664,-24.7821782178,2.308375120162964,0.0133256584888,-1.39685218947e-09
-82,0.4344968795776367,0.0081430952996,3.83914,-19.1918883107,-1.63489755067e-08,227,1.1804108619689941,7.009756088256836,0.185100168775,1.34525,2,13.234535995,-0.0229973364621,-5,0.060387372970581055,-22.0352422907,2.276486873626709,0.0229973201132,-9.09318342845e-10
-85,0.43970799446105957,0.00870405882597,3.72811,-16.3505043083,7.9409382181e-08,273,1.1832258701324463,9.250055074691772,0.179952800051,1.3159,3,11.0713629765,-0.0108900265768,-5,0.06351494789123535,-18.336996337,2.236262083053589,0.0108901059862,-1.47222198876e-08
-56,0.44338440895080566,0.00735875684768,3.78493,-14.8400146601,1.74592873492e-09,308,1.1814038753509521,11.490076065063477,0.2366207791,1.33103,4,8.36255929481,-0.0173317100853,-5,0.06567931175231934,-16.3214285714,2.2367591857910156,0.0173317118312,3.94415788918e-09
-60,0.4364891052246094,0.00728913769126,3.71047,-13.595507863,-1.19995755554e-08,338,1.173591136932373,13.742631196975708,0.264026141933,1.31116,5,7.31220903465,-0.0163402035832,-5,0.06537485122680664,-14.798816568,2.2490952014923096,0.0163401915837,-3.29495597473e-11
-52,0.45668625831604004,0.0072098840028,3.67277,-12.8263522256,-1.37219329233e-08,360,1.2220563888549805,16.35290002822876,0.276740945138,1.30095,6,7.07350298257,-0.0141870146617,-5,0.07086300849914551,-13.9,2.6048970222473145,0.0141870009398,-9.9893329164e-09
-44,0.5165777206420898,0.00977865513414,3.65014,-12.8619318721,3.81164788621e-09,359,1.4097168445587158,19.02945899963379,0.265940002236,1.29476,7,7.01821184651,-0.0342649817467,-5,0.08701062202453613,-13.938718663,2.673189163208008,0.0342649855583,1.46247425281e-09
-35,0.4309852123260498,0.00739402975887,3.46736,-10.8295751439,1.15234657372e-08,434,1.1680123805999756,21.263825178146362,0.398821199935,1.24339,8,5.08998483224,-0.0234466940165,-5,0.06810736656188965,-11.5322580645,2.2302889823913574,0.0234467055399,1.58255564209e-09
-33,0.4487793445587158,0.00663857487962,3.399,-10.4192650457,3.50125191062e-08,452,1.2163491249084473,23.595930099487305,0.370346717327,1.22348,9,5.04198977174,-0.0300628636032,-5,0.07317900657653809,-11.0730088496,2.3262219429016113,0.0300628986158,-2.52061538308e-10
-31,0.44243741035461426,0.00653169443831,3.23859,-9.00947236446,1.53207864173e-08,529,1.1932575702667236,25.996313095092773,0.453942355447,1.17514,10,3.78775337909,-0.0247281715274,-5,0.07425951957702637,-9.46502835539,2.396682024002075,0.0247281868482,3.89390741873e-09
-31,0.4444434642791748,0.00810297671705,3.09602,-8.69718028971,-1.20639800372e-08,548,1.1865332126617432,28.275448083877563,0.449234269796,1.13012,11,3.79048993516,-0.0420347750187,-5,0.07529211044311523,-9.12408759124,2.2756640911102295,0.0420347629547,-2.10667727707e-09
-24,0.4314453601837158,0.00960638280958,2.93343,-7.76593241218,2.93496889014e-08,619,1.176145076751709,30.562210083007812,0.534047912411,1.07617,12,2.85843469258,-0.0522495806217,-5,0.07530832290649414,-8.08400646204,2.282578945159912,0.0522496099714,1.14582769939e-08
-19,0.48899412155151367,0.00686353957281,2.69391,-7.12994205268,-1.28396653309e-08,677,1.3023920059204102,33.106476068496704,0.581439654863,0.990992,13,2.40101841174,-0.0302488040179,-5,0.08939433097839355,-7.38847858198,2.5384960174560547,0.0302487911782,-1.3154222156e-09
-20,0.43822240829467773,0.00692236656323,2.55842,-6.86630874752,-3.39946701899e-08,704,1.2015676498413086,35.48680114746094,0.613667984285,0.93939,14,2.28614602183,-0.0471995398402,-5,0.08038163185119629,-7.10369318182,2.3664000034332275,0.0471995058456,5.20975595997e-10
-21,0.43372082710266113,0.00707841385156,2.37665,-6.3035010246,4.10035134735e-08,770,1.199819564819336,37.79885411262512,0.683829071958,0.865691,15,1.89342276194,-0.0536654964089,-5,0.08208036422729492,-6.4961038961,2.307482957839966,0.0536655374125,-1.50937140564e-09
-14,0.4280509948730469,0.00838673580438,2.19573,-5.89553512325,3.87558287684e-08,826,1.1560683250427246,40.05281114578247,0.76599877139,0.786514,16,1.39153366045,-0.0536436922848,-5,0.08263921737670898,-6.05569007264,2.2481651306152344,0.0536437310407,-2.26306640094e-09
-12,0.44004392623901367,0.00681603932753,2.02332,-5.66328663822,5.25469836532e-08,862,1.183959722518921,42.62403607368469,0.844785184442,0.704737,17,1.15404689062,-0.0643630772829,-5,0.0864725112915039,-5.80742459397,2.5667760372161865,0.0643631298299,7.97477106573e-09
-11,0.5898153781890869,0.00644617713988,1.87506,-5.43436751481,3.73988768843e-08,899,1.5377156734466553,46.014790058135986,0.881777112062,0.628639,18,0.932107007467,-0.0597785040736,-5,0.11882734298706055,-5.56395995551,3.3845789432525635,0.0597785414725,2.52367602371e-08
-10,0.54939866065979,0.00916068349034,1.76644,-5.25899673874,8.56251869408e-09,932,1.3987109661102295,48.813069105148315,0.932891142518,0.568965,19,0.694132207472,-0.0793746635318,-5,0.12006950378417969,-5.37768240343,2.7927329540252686,0.0793746720943,3.08926173531e-09
-9,0.4574298858642578,0.00860736519098,1.63502,-5.10372843632,1.83105477447e-08,959,1.1841166019439697,51.25751304626465,0.959169828357,0.491654,20,0.533720401411,-0.0724420323968,-5,0.09412956237792969,-5.21376433785,2.430540084838867,0.0724420507073,-1.86898774235e-10
-12,0.46970248222351074,0.00863728858531,1.53541,-5.02946945588,-7.20401445164e-08,974,1.2476611137390137,53.8604462146759,0.953483046274,0.428796,21,0.453268851683,-0.0566414557397,-5,0.09759354591369629,-5.13552361396,2.5964019298553467,0.0566413836996,3.78647373872e-12
-7,0.4416472911834717,0.00765456305817,1.43562,-4.93159124923,-9.34465447244e-08,994,1.1662578582763672,56.22516918182373,0.995189850852,0.361598,22,0.187565733383,-0.0443537421525,-5,0.09160447120666504,-5.03219315895,2.3597769737243652,0.0443536487059,1.43144163189e-08
-7,0.4338383674621582,0.00551269436255,1.4029,-4.91337312698,1.42265434988e-08,998,1.1587553024291992,58.499516010284424,0.995461875238,0.338541,23,0.121903166845,-0.0245753433555,-5,0.09203386306762695,-5.0130260521,2.268550157546997,0.0245753575821,2.8449405054e-09
-6,0.4195864200592041,0.00737211853266,1.38853,-4.90194600005,5.47955103514e-09,1000,1.1378123760223389,60.73940706253052,0.999498546238,0.328246,24,0.0316069612586,-0.00209977780469,-5,0.08493590354919434,-5.001,2.2354490756988525,0.00209978328424,-8.18787485729e-12
-5,0.4223325252532959,0.0067729386501,1.39167,-4.90099501,5.60760504698e-08,1000,1.1408758163452148,62.7079381942749,0.999998192304,0.330502,25,0.0,-0.000267222785624,-5,0.08325362205505371,-5.0,1.9640672206878662,0.000267278861674,-3.21868183148e-14
-5,0.43448376655578613,0.00974996760488,1.40703,-4.90099501,4.4631956797e-08,1000,1.1558420658111572,65.03229999542236,1.0,0.341483,26,0.0,-0.000557940278668,-5,0.09001612663269043,-5.0,2.319887161254883,0.000557984910625,1.52979744428e-08
-6,0.42301177978515625,0.00920312572271,1.38601,-4.90194600005,1.4128318071e-08,1000,1.1389946937561035,67.30671906471252,0.999905016959,0.326426,27,0.0316069612586,-0.014143448323,-5,0.08264946937561035,-5.001,2.2697579860687256,0.0141434624513,-8.10011259456e-12
-5,0.42144179344177246,0.00946660339832,1.40462,-4.90099501,-4.42504877185e-08,1000,1.1412694454193115,69.53970313072205,0.999978979624,0.339765,28,0.0,-0.0104514043778,-5,0.08305668830871582,-5.0,2.228510856628418,0.0104513601273,0.0
-5,0.44680023193359375,0.00987843517214,1.40839,-4.90099501,-3.37600702949e-08,1000,1.1757762432098389,71.84790015220642,1.0,0.34245,29,0.0,-0.00150582159404,-5,0.08638811111450195,-5.0,2.3047659397125244,0.00150578783397,-6.54001375625e-13
-5,0.4357120990753174,0.00942668132484,1.41131,-4.90099501,-5.26428216574e-08,1000,1.1732378005981445,73.868821144104,1.0,0.344515,30,0.0,-0.000492823775858,-5,0.0898442268371582,-5.0,2.017061948776245,0.000492771133036,0.0
