StdReturn,MeanKLBefore,PolicyExecTime,AverageDiscountedReturn,AverageReturn,NumTrajs,LossAfter,Time,ExplainedVariance,Iteration,LossBefore,Perplexity,MinReturn,MaxReturn,MeanKL,Entropy,dLoss,EnvExecTime,ProcessExecTime,ItrTime
0.0,-1.5555780275e-10,2.0388429164886475,-86.6020325142,-200.0,26,-0.000463962554932,2.956721067428589,1.72207803573e-11,0,-2.71430380394e-08,3.9955,-200.0,-200.0,0.00670146197081,1.38517,0.000463935411894,0.26963233947753906,0.07157278060913086,2.95672607421875
0.0,3.59717922116e-10,2.1897573471069336,-86.6020325142,-200.0,26,-6.29997230135e-05,6.076507091522217,0.999973460612,1,1.10039344303e-09,3.95457,-200.0,-200.0,6.46476546535e-05,1.37487,6.30008234069e-05,0.28983354568481445,0.07513976097106934,3.113952159881592
0.0,-1.61001628696e-10,2.318992853164673,-86.6020325142,-200.0,26,-1.93155733541e-06,9.296508073806763,0.999973334376,2,-5.41026778933e-09,3.9559,-200.0,-200.0,0.00436841323972,1.37521,1.92614706762e-06,0.31037282943725586,0.08068227767944336,3.2141990661621094
0.0,1.03783426297e-10,2.3633873462677,-86.6020325142,-200.0,26,-0.00113239034545,12.56731915473938,0.999973642941,3,-1.10039344303e-09,3.92698,-200.0,-200.0,0.00523020839319,1.36787,0.00113238924505,0.3248555660247803,0.08408784866333008,3.265281915664673
0.0,0.0,2.2341372966766357,-86.6020325142,-200.0,26,-0.0014167453628,15.705587148666382,0.999973410891,4,4.03477606881e-09,3.84204,-200.0,-200.0,0.00650910893455,1.346,0.00141674939758,0.30911779403686523,0.07675623893737793,3.1252009868621826
0.0,0.0,2.451199769973755,-86.6020325142,-200.0,26,-0.00118441449013,19.122294187545776,0.999973665556,5,-3.66797814344e-10,3.72539,-200.0,-200.0,0.00691384030506,1.31517,0.00118441412333,0.3241879940032959,0.08190369606018066,3.410320997238159
0.0,0.0,2.4395062923431396,-86.6020325142,-200.0,26,-0.00354764563963,22.685137033462524,0.999973611033,6,3.8513769951e-09,3.72004,-200.0,-200.0,0.00695730186999,1.31373,0.00354764949101,0.3473639488220215,0.09134244918823242,3.5565950870513916
0.0,0.0,2.617386817932129,-86.6020325142,-200.0,26,-0.00147882720921,26.402425050735474,0.999973612971,7,-3.57627860659e-09,3.79043,-200.0,-200.0,0.0095470296219,1.33248,0.00147882363293,0.3618347644805908,0.0925898551940918,3.7112679481506348
0.0,0.0,2.2116079330444336,-86.6020325142,-200.0,26,-0.00118518632371,29.542888164520264,0.999973270482,8,-2.38418573772e-09,3.82648,-200.0,-200.0,0.00755360815674,1.34195,0.00118518393952,0.32645702362060547,0.08491253852844238,3.1340720653533936
0.0,0.0,2.2436094284057617,-86.6020325142,-200.0,26,-9.92463174043e-06,32.88293099403381,0.999973376444,9,-0.0,3.76719,-200.0,-200.0,0.00289864535443,1.32633,9.92463174043e-06,0.3342585563659668,0.08833646774291992,3.33351993560791
0.0,1.54605772629e-11,2.2418830394744873,-86.6020325142,-200.0,26,-0.00123588740826,36.097548961639404,0.99997366352,10,-6.41896147346e-10,3.76274,-200.0,-200.0,0.006683814805,1.32515,0.00123588676636,0.3409297466278076,0.08660578727722168,3.208171844482422
0.0,5.80881523438e-12,2.335561752319336,-86.6020325142,-200.0,26,-0.00117670244072,39.61699318885803,0.999973759662,11,-4.03477606881e-09,3.70332,-200.0,-200.0,0.00895201507956,1.30923,0.00117669840594,0.3339238166809082,0.08496499061584473,3.5141661167144775
0.0,0.0,2.4497199058532715,-86.6020325142,-200.0,26,-0.00282771908678,43.15895414352417,0.999973716027,12,1.28379229469e-09,3.7337,-200.0,-200.0,0.00767163326964,1.3174,0.00282772037057,0.3807530403137207,0.09681582450866699,3.535754919052124
0.0,0.0,2.3591132164001465,-86.6020325142,-200.0,26,-0.0012901937589,46.47649002075195,0.999973563258,13,-7.33595628688e-10,3.64127,-200.0,-200.0,0.00976750534028,1.29233,0.00129019302531,0.33400869369506836,0.08434128761291504,3.304759979248047
0.0,0.0,2.430929660797119,-86.6020325142,-200.0,26,-0.000712659792043,49.900779008865356,0.999973818014,14,1.74228964589e-09,3.81216,-200.0,-200.0,0.00927304755896,1.3382,0.000712661534333,0.34911036491394043,0.08904695510864258,3.4210028648376465
0.0,0.0,2.5802314281463623,-86.6020325142,-200.0,26,-0.00135490880348,53.5129280090332,0.999973384659,15,-1.83398907172e-09,3.79764,-200.0,-200.0,0.00624056439847,1.33438,0.00135490696949,0.37616491317749023,0.09296107292175293,3.606343984603882
0.0,0.0,2.2058522701263428,-86.6020325142,-200.0,26,-0.00182804232463,56.69707417488098,0.999973629018,16,-1.37549183155e-09,3.70729,-200.0,-200.0,0.00876342505217,1.3103,0.00182804094914,0.3336360454559326,0.08754277229309082,3.1809029579162598
0.0,0.0,2.7525389194488525,-86.6020325142,-200.0,26,-1.65059010904e-09,60.660967111587524,0.999973976196,17,-1.65059010904e-09,3.51162,-200.0,-200.0,0.0,1.25608,0.0,0.386643648147583,0.09402179718017578,3.956521987915039
0.0,0.0,2.6619887351989746,-86.6020325142,-200.0,26,-0.00294557330199,64.49017000198364,0.999973424368,18,-1.74228964589e-09,3.51385,-200.0,-200.0,0.00945028290153,1.25671,0.0029455715597,0.4006462097167969,0.0991675853729248,3.824039936065674
0.0,0.0,3.0582058429718018,-86.6020325142,-200.0,26,-0.00404145894572,68.71694207191467,0.999973923704,19,-1.10039344303e-09,3.71194,-200.0,-200.0,0.00836615636945,1.31155,0.00404145784533,0.43338823318481445,0.11096477508544922,4.22010612487793
