dLoss,ExplainedVariance,StdReturn,MaxReturn,NumTrajs,Iteration,AverageDiscountedReturn,Entropy,PolicyExecTime,Time,LossAfter,MeanKL,AveragePolicyStd,MeanKLBefore,Perplexity,ProcessExecTime,EnvExecTime,ItrTime,MinReturn,LossBefore,AverageReturn
0.112248474732,0.301789545751,11.8501849897,96.3903210466,159,0,12.9413240761,4.25682,2.0769286155700684,5.26983118057251,-0.0307537186891,0.00841278582811,1.0,0.00675699533895,70.5848,1.4823999404907227,0,5.269837856292725,3.68681109402,0.081494756043,14.3028193241
0.169561550021,0.162988289268,32.2793536179,195.395837624,105,1,23.2135334907,4.28198,2.3157620429992676,9.91646957397461,0.0370180010796,0.0091919824481,1.00848,0.00964337587357,72.384,1.7459511756896973,0,4.6351118087768555,5.56388280197,0.206579551101,28.3916557974
17.6330826283,0.345301722221,10.9668943002,67.4804546799,164,2,12.7848725424,4.25951,2.26701283454895,14.563576698303223,-19.3839931488,0.00983846839517,1.00127,0.0086943982169,70.775,1.7314271926879883,0,4.635430574417114,3.28348609917,-1.75091052055,14.0700719448
0.373011537362,0.239806661489,32.1851234186,181.427430566,115,3,21.9800338109,4.35542,2.168905735015869,18.952218532562256,-0.00336445169523,0.00915909092873,1.03418,0.0095521369949,77.8998,1.6206426620483398,0,4.377105474472046,4.6731245113,0.369647085667,26.8964139937
0.0,0.354286970701,20.7663147004,161.525131154,144,4,15.6518017339,4.34197,2.071265935897827,23.20965313911438,-0.0250816103071,0.00685785617679,1.02998,0.00685785617679,76.8588,1.5363245010375977,0,4.245833396911621,4.89321692004,-0.0250816103071,18.0241433748
0.0,0.176832965592,33.4126400925,240.8277171,93,5,28.0579931803,4.38062,2.348097085952759,27.93198251724243,0.00518517289311,0.0132424123585,1.04402,0.0132424123585,79.8874,1.7296152114868164,0,4.709909200668335,4.44478984652,0.00518517289311,33.7243243416
0.0362508082762,-0.153305983394,51.2522385326,296.860233625,72,6,34.388715072,4.37487,2.8793487548828125,33.52116394042969,-0.00349681545049,0.00936853699386,1.04198,0.00985200703144,79.4296,2.0909931659698486,0,5.577685832977295,5.20256195046,0.0327539928257,43.4686192587
0.0,-0.0100531627543,93.2600043124,353.570834233,18,7,127.943555581,4.34597,3.9004058837890625,40.66296720504761,0.0122744916007,0.00894799735397,1.03227,0.00894799735397,77.1672,2.6082634925842285,0,7.130298376083374,39.6926632752,0.0122744916007,196.06415701
0.0,0.0286488775406,139.286475038,681.241678733,28,8,87.5008090284,4.34259,2.866015672683716,46.17845892906189,-0.03148066625,0.0142256533727,1.03016,0.0142256533727,76.9062,2.0225942134857178,0,5.503807544708252,4.19573738631,-0.03148066625,137.45684608
0.0,-0.0382048658818,204.915763217,773.56196281,15,9,115.055835366,4.31512,3.1086044311523438,52.027689695358276,-0.0146492831409,0.0142667545006,1.02045,0.0142667545006,74.8228,2.116830825805664,0,5.837698936462402,13.9840653299,-0.0146492831409,217.363980687
0.0,-0.899058883538,234.798101684,867.867761177,12,10,128.057323157,4.29062,3.7257192134857178,59.011120080947876,-1.01499795914,0.0182122066617,1.01195,0.0182122066617,73.0114,2.5883305072784424,0,6.972025632858276,36.6735624591,-1.01499795914,247.755112066
0.0,-0.0123324081789,129.781189978,517.296567997,16,11,130.947590338,4.27641,3.0902206897735596,64.91673994064331,7.16621112823,0.0118473535404,1.00764,0.0118473535404,71.9813,2.175624132156372,0,5.894157409667969,24.9755006192,7.16621112823,213.752446728
