ProcessExecTime,StdReturn,EnvExecTime,ExplainedVariance,MeanKL,ItrTime,Iteration,MinReturn,Time,LossAfter,NumTrajs,dLoss,Entropy,MaxReturn,AverageDiscountedReturn,AverageReturn,MeanKLBefore,PolicyExecTime,Perplexity,LossBefore
0.07024931907653809,48.0404921799,0.9953558444976807,1.53612678133e-11,0.00906248763204,3.697216033935547,0,-315.0,3.6972129344940186,-0.0920620411634,24,0.0920620415269,1.33116,-114.0,-87.4188126122,-217.666666667,6.32080110474e-10,2.0898172855377197,3.78543,3.63442942408e-10
0.06208300590515137,56.9589886575,0.8731155395507812,0.503378415775,0.00801076646894,3.1754798889160156,1,-383.0,6.88484787940979,-0.034162171185,24,0.0341621844561,1.32416,-137.0,-86.7522514729,-214.583333333,-5.76508951688e-10,1.7998287677764893,3.75903,1.3271076682e-08
0.057195186614990234,40.7436240338,0.8162686824798584,0.72189855302,0.00643322896212,3.0746729373931885,2,-319.0,9.964514970779419,-0.0407492816448,26,0.0407492842881,1.33837,-133.0,-84.6210343659,-193.269230769,-5.08346385819e-11,1.7634766101837158,3.81284,2.64332622457e-09
0.06222128868103027,66.7723236819,0.8802478313446045,0.390111665116,0.00973329786211,3.2777822017669678,3,-500.0,13.246877908706665,-0.033142324537,27,0.0331423062108,1.32369,-147.0,-84.4221971143,-197.555555556,-3.51619844352e-10,1.866093635559082,3.75726,-1.83262045539e-08
0.058753252029418945,30.3787969113,0.8433437347412109,0.673045395823,0.007156860549,3.115894079208374,4,-251.0,16.375421047210693,-0.051001612097,26,0.051001641461,1.33725,-142.0,-85.253542008,-195.115384615,-4.96656105131e-10,1.7790472507476807,3.80855,2.93639672577e-08
0.05896496772766113,23.3391421341,0.8453443050384521,0.832601249474,0.00837206374854,3.1515440940856934,5,-234.0,19.53045105934143,-0.0332286544144,30,0.0332286630615,1.34071,-125.0,-81.554057904,-170.866666667,2.90805407532e-10,1.8121118545532227,3.82174,8.64706617421e-09
0.05779314041137695,30.0364362067,0.821418285369873,0.794187932052,0.00903744250536,3.0374200344085693,6,-270.0,22.572521924972534,-0.0177845302969,28,0.017784515222,1.31555,-145.0,-82.9147555974,-179.75,-1.0061369099e-10,1.7350702285766602,3.7268,-1.50748764582e-08
0.057367801666259766,25.4659031299,0.8127338886260986,0.791057845859,0.00799605157226,3.041651964187622,7,-220.0,25.617588996887207,-0.0210028663278,30,0.021002940653,1.31521,-114.0,-80.6722053018,-166.766666667,9.68750427099e-11,1.7312545776367188,3.72554,7.43252073221e-08
0.058838844299316406,57.3545619706,0.8392646312713623,0.209697068655,0.00862418767065,3.0358009338378906,8,-345.0,28.65796995162964,-0.0230660252273,29,0.0230660274055,1.27998,-95.0,-80.0922767562,-172.620689655,4.51047643679e-10,1.713557243347168,3.59657,2.17820339543e-09
0.05797600746154785,26.9943147365,0.830866813659668,0.664141448098,0.00713009340689,3.0321550369262695,9,-222.0,31.694807052612305,-0.0428423173726,31,0.0428423359756,1.30007,-109.0,-79.8744935373,-163.129032258,2.03513428332e-10,1.7109134197235107,3.66956,1.86030213456e-08
0.060279130935668945,30.2413160632,0.8478784561157227,0.712485077219,0.0073917824775,3.124756097793579,10,-258.0,34.82304501533508,-0.0198462456465,34,0.0198462442607,1.27672,-103.0,-76.8892353546,-149.852941176,-3.99632167636e-11,1.7511088848114014,3.58487,-1.38581668363e-09
0.057646989822387695,27.4224581491,0.8159377574920654,0.750010270675,0.00898107513785,2.9794228076934814,11,-222.0,37.80777192115784,-0.0275508016348,32,0.027550785533,1.25823,-108.0,-78.899075106,-158.40625,-1.11165514294e-10,1.6768999099731445,3.51918,-1.61017847944e-08
0.05771064758300781,28.2783540207,0.8177859783172607,0.673885313173,0.00937112234533,3.042649030685425,12,-240.0,40.855000019073486,-0.0302191264927,35,0.0302190971041,1.24751,-102.0,-75.88240012,-145.142857143,-1.37145156343e-10,1.7267961502075195,3.48167,-2.93886444069e-08
0.05942940711975098,28.706878931,0.8365402221679688,0.698446733882,0.00939617585391,3.053812026977539,13,-240.0,43.9132878780365,-0.017709678039,35,0.0177096752279,1.20533,-91.0,-75.0476280006,-141.971428571,2.31347579982e-10,1.7343943119049072,3.33786,-2.81109047151e-09
0.05722999572753906,33.2256617442,0.8073270320892334,0.644827940131,0.00805157329887,3.0179529190063477,14,-283.0,46.93596386909485,-0.0198820065707,38,0.0198820014223,1.17121,-87.0,-72.5128191654,-133.052631579,3.06665581817e-10,1.7238543033599854,3.22589,-5.14841858035e-09
0.05795001983642578,30.2480474576,0.8157045841217041,0.602575948869,0.00907781161368,3.0182571411132812,15,-281.0,49.95881009101868,-0.0234332513064,40,0.0234332705556,1.13077,-94.0,-70.9970177866,-126.575,2.01156286073e-10,1.716540813446045,3.09806,1.92491587114e-08
0.05703401565551758,66.4733012635,0.802152156829834,0.469053476088,0.00685416767374,2.9831700325012207,16,-499.0,52.946616888046265,-0.0170998871326,37,0.0170998252125,1.08233,-89.0,-71.633301468,-136.054054054,-6.84591688893e-11,1.693861961364746,2.95156,-6.19201898644e-08
0.0577082633972168,24.8914012069,0.8167951107025146,0.65337229039,0.00667303334922,3.0529470443725586,17,-225.0,56.003015995025635,-0.0264280010015,39,0.0264280398337,1.1083,-92.0,-71.4446425857,-127.461538462,-2.7520380419e-10,1.7470998764038086,3.02921,3.88322476397e-08
