AverageReturn,PolicyRegParamNorm,MaxReturn,AverageAbsQYDiff,Iteration,AverageQLoss,AverageY,QFunRegParamNorm,AverageEsReturn,StdEsReturn,MinReturn,AverageDiscountedReturn,AveragePolicySurr,AverageQ,Epoch,MaxEsReturn,MinEsReturn,AverageAction,StdReturn,AverageAbsY,AverageAbsQ
4055.446038,118.181,4157.29284047,0.320987769023,757,1.33193,37.5846111595,120.069,3211.65110854,0.0,3911.76239272,320.353468893,-37.7188,37.5827,757,3211.65110854,3211.65110854,0.997608,71.9695707901,37.5851849253,37.5833
4653.59063923,118.248,4827.88935835,0.324029337988,758,1.46796,37.6769091489,120.125,2800.27178307,0.0,4587.03748081,377.558673866,-37.8442,37.6762,758,2800.27178307,2800.27178307,0.998481,72.4102110098,37.6772273483,37.6765
4629.62619273,118.313,4818.78492463,0.335125688962,759,1.65445,37.8006882247,120.182,2817.48622563,0.0,4405.94311809,366.782359947,-37.9687,37.7999,759,2817.48622563,2817.48622563,0.998439,122.512356956,37.8019861098,37.8011
4281.19409441,118.378,4535.09599041,0.33210245424,760,1.69911,37.8451490414,120.23,3135.13395706,0.0,4112.0704628,350.947658222,-38.0159,37.845,760,3135.13395706,3135.13395706,0.998252,102.259203989,37.8464832289,37.8464
4537.60521732,118.439,4764.34551875,0.308824383789,761,1.28024,37.7505185752,120.285,3342.7512997,0.0,4299.24291836,358.049225213,-37.9095,37.75,761,3342.7512997,3342.7512997,0.998641,135.783437234,37.7509513836,37.7505
3644.11358562,118.682,4453.82843178,0.330948117082,762,1.70339,37.7294631599,120.324,2896.03056976,0.0,1873.29552,327.600472167,-37.8796,37.7281,762,2896.03056976,2896.03056976,0.998879,671.976805646,37.7311359813,37.7296
5217.3311733,118.751,5520.48974102,0.332894836347,763,1.65491,37.7235584596,120.406,3188.37489648,0.0,4034.70985668,418.256137875,-37.877,37.7228,763,3188.37489648,3188.37489648,0.999029,407.034994604,37.7241375891,37.7233
4204.08635958,118.913,5084.6653224,0.320058936108,764,1.49543,37.5898959618,120.536,2986.11137878,0.0,897.252718839,365.066981344,-37.743,37.5902,764,2986.11137878,2986.11137878,0.998868,1182.17301609,37.5918019791,37.5921
5076.43008302,118.945,5486.17105856,0.346004295911,765,1.84461,37.8390063062,120.63,2870.95591899,0.0,4131.82296708,413.935370792,-37.9897,37.8371,765,2870.95591899,2870.95591899,0.999134,339.520408462,37.8404761126,37.8385
2690.90110206,118.957,4728.75122314,0.340872241191,766,1.73709,37.6949975979,120.654,3283.84384325,0.0,649.887311886,335.189794264,-37.8458,37.6948,766,3283.84384325,3283.84384325,0.999204,1554.11046987,37.6956594957,37.6953
5003.02986336,118.993,5112.16148305,0.330682999222,767,1.43547,37.7597403311,120.717,2911.82767909,0.0,4872.97283111,404.020615819,-37.9088,37.7594,767,2911.82767909,2911.82767909,0.999152,88.8892822315,37.7609924512,37.7611
4931.21718314,119.094,5173.25805432,0.322129714489,768,1.36736,37.6589722034,120.822,3157.25738363,0.0,4667.47321688,371.06121804,-37.7923,37.6579,768,3157.25738363,3157.25738363,0.998899,126.647166211,37.6594526715,37.6582
4744.56704903,119.132,4883.29294215,0.303606707619,769,1.0307,37.7849014165,120.835,3078.04161521,0.0,4522.35754818,366.89020917,-37.9356,37.7851,769,3078.04161521,3078.04161521,0.999198,86.1300083824,37.7863405793,37.7863
5167.66915384,119.282,5364.05026083,0.358461582822,770,2.09422,37.6704006313,120.953,3254.25543263,0.0,4961.35172693,406.067288874,-37.8195,37.6694,770,3254.25543263,3254.25543263,0.999013,96.8874686482,37.6711851275,37.6702
4458.34789933,119.442,5042.1674694,0.34332164162,771,1.69971,37.7967661613,121.064,3253.60098183,0.0,1722.10041842,374.125140586,-37.9565,37.7968,771,3253.60098183,3253.60098183,0.998846,933.926794723,37.7975297193,37.7977
4712.49414892,119.469,5016.95288099,0.348479610402,772,1.83762,37.8572855447,121.159,3075.20121854,0.0,2973.17919769,392.451140317,-38.0282,37.8554,772,3075.20121854,3075.20121854,0.999005,581.663253202,37.857307736,37.8554
4706.25073466,119.488,4852.82720934,0.336699844973,773,1.54907,37.7499086186,121.196,2940.39358881,0.0,4505.73020784,375.093997893,-37.9153,37.7495,773,2940.39358881,2940.39358881,0.998786,112.449121055,37.7514835234,37.7511
4461.36630092,119.519,4572.34426124,0.30730351536,774,1.23721,37.8800323386,121.268,3492.87606889,0.0,4309.69058779,356.776055459,-38.0366,37.8801,774,3492.87606889,3492.87606889,0.999202,71.4114783922,37.8828870644,37.8829
4603.95044248,119.635,4662.67491162,0.346530493291,775,1.84559,37.9651939035,121.46,3330.04747653,0.0,4536.61565042,372.426264224,-38.1129,37.9647,775,3330.04747653,3330.04747653,0.99884,39.4502966471,37.9669052711,37.9666
4818.97405054,119.715,5081.96096091,0.322203906848,776,1.47906,37.6947532158,121.499,3151.02359281,0.0,4643.80316736,383.76007636,-37.8436,37.6938,776,3151.02359281,3151.02359281,0.998719,115.536886487,37.6966849932,37.6958
4958.17410946,119.834,5113.02562876,0.324122360602,777,1.41284,37.8082074282,121.561,3223.36994657,0.0,4772.55646487,395.981716107,-37.9617,37.8081,777,3223.36994657,3223.36994657,0.998898,115.636903784,37.8092493671,37.8091
5110.4322365,119.841,5191.45605312,0.326743302805,778,1.64991,37.7374287688,121.658,2941.53919276,0.0,4986.00285203,396.261901221,-37.8914,37.7364,778,2941.53919276,2941.53919276,0.999016,68.2668963732,37.7394774381,37.7386
4465.81408943,119.84,4602.21722575,0.300155406158,779,1.19922,37.8072405638,121.779,3235.75010337,0.0,4353.64766882,356.086952266,-37.9504,37.8079,779,3235.75010337,3235.75010337,0.999001,92.650130707,37.808566994,37.809
5224.24765713,119.946,5427.40221124,0.318935028327,780,1.29962,37.7751233059,121.845,2921.08716607,0.0,5084.22987453,399.070296781,-37.9268,37.7736,780,2921.08716607,2921.08716607,0.999046,121.190032906,37.7756985079,37.7742
4721.3818331,120.027,4860.13589037,0.309319760454,781,1.14953,37.9242592759,121.92,3022.18234296,0.0,4574.85212114,381.625647595,-38.0744,37.9237,781,3022.18234296,3022.18234296,0.999016,84.3876333685,37.9250895609,37.9251
2996.24310411,120.146,3835.99591637,0.349147774473,782,1.96673,37.8555862188,121.96,3119.69096233,0.0,1823.92145209,323.10148338,-38.0045,37.8542,782,3119.69096233,3119.69096233,0.999293,660.027424701,37.8558548653,37.8543
4443.83122319,120.225,4494.81620614,0.341454290629,783,1.72734,37.8119126929,122.074,2836.46325834,0.0,4322.57655785,353.346456171,-37.9739,37.8122,783,2836.46325834,2836.46325834,0.998717,48.7196376479,37.8126093262,37.813
4866.51148764,120.386,5013.51178656,0.32563475446,784,1.50005,37.8258527197,122.175,3228.02444708,0.0,4603.62710986,393.232122051,-37.976,37.8252,784,3228.02444708,3228.02444708,0.998863,112.943951129,37.8266074269,37.8259
4216.50173959,120.346,4392.53710149,0.366427575425,785,2.3759,37.7510395676,122.222,3224.16709173,0.0,4127.83506092,336.757516095,-37.8901,37.7496,785,3224.16709173,3224.16709173,0.998792,92.2873876982,37.7526436556,37.7512
4709.91836918,120.511,4875.42999704,0.335723116866,786,1.82322,37.704439354,122.318,3218.2867535,0.0,4570.34339398,378.33122824,-37.8561,37.7046,786,3218.2867535,3218.2867535,0.999306,86.6672286787,37.7045212665,37.7046
4584.14657976,120.522,4713.50261042,0.344970372305,787,2.01069,37.7773052618,122.377,3274.04167779,0.0,4503.91495896,371.120118095,-37.9145,37.7758,787,3274.04167779,3274.04167779,0.998986,73.0931148734,37.7779510343,37.7764
4102.41273079,120.54,4158.11582064,0.329337024686,788,1.67387,37.7107307952,122.466,3290.19059697,0.0,3987.31146982,331.157975075,-37.8609,37.7094,788,3290.19059697,3290.19059697,0.999116,50.9400746412,37.7117106536,37.7102
5081.77608441,120.627,5226.49036056,0.33593454203,789,1.67363,37.7634519181,122.529,3215.06822315,0.0,4957.61714297,403.523354066,-37.9149,37.7643,789,3215.06822315,3215.06822315,0.999249,71.4602252722,37.7662086056,37.7672
4602.84892415,120.665,4717.87866274,0.328607495408,790,1.53159,37.8600570537,122.632,3168.88814525,0.0,4476.67374603,364.628294551,-38.0096,37.8592,790,3168.88814525,3168.88814525,0.999109,82.9379968824,37.8606478154,37.8597
4548.91237791,120.773,5013.53015759,0.319273682436,791,1.48071,37.8659068744,122.712,3246.05864495,0.0,1516.26727323,384.126955242,-38.0213,37.8653,791,3246.05864495,3246.05864495,0.999225,1014.34468298,37.8665104092,37.8662
4460.2163816,120.714,4560.80681099,0.33227374914,792,1.56827,37.6955945546,122.767,3064.56581919,0.0,4315.56991209,355.862087783,-37.855,37.6945,792,3064.56581919,3064.56581919,0.999205,75.6170592625,37.6962264918,37.6954
2907.6816051,120.723,3092.22342367,0.334169659921,793,1.67547,37.9294742293,122.865,3021.13504458,0.0,2836.99020025,245.192868054,-38.0792,37.9297,793,3021.13504458,3021.13504458,0.998123,70.9858962877,37.9296313699,37.93
3826.74335445,120.722,3972.130128,0.343956339632,794,1.64729,37.803386479,122.941,2566.87746084,0.0,3693.29207999,303.727937943,-37.9207,37.8022,794,2566.87746084,2566.87746084,0.998495,78.6412988803,37.803795027,37.8031
3276.65724664,120.987,4538.10503554,0.34356803217,795,1.64705,37.7597596662,122.978,2247.33575049,0.0,626.316843748,324.712498711,-37.915,37.7597,795,2247.33575049,2247.33575049,0.999115,1482.79154,37.7597962079,37.7598
3426.02071509,121.088,4559.51574695,0.335525710641,796,1.69127,37.8398728646,123.022,2580.30150047,0.0,212.075361537,295.668548389,-37.9947,37.839,796,2580.30150047,2580.30150047,0.998808,1528.11208302,37.8399237165,37.8391
5137.35557155,121.114,5345.19952172,0.334920217374,797,1.74787,37.8777388791,123.079,2931.46013187,0.0,4989.71203149,398.858718045,-38.0324,37.8762,797,2931.46013187,2931.46013187,0.99826,100.729826451,37.8778935275,37.8767
4930.3281683,121.187,5138.79417848,0.335712280577,798,1.68562,37.787789888,123.137,3027.98635551,0.0,4818.27041823,390.328972193,-37.9448,37.7885,798,3027.98635551,3027.98635551,0.998575,98.5812120287,37.7878002381,37.7885
4874.43918684,121.323,5025.52792301,0.35202010049,799,2.10632,37.7205162813,123.189,3309.30028747,0.0,4753.43117542,386.355987867,-37.8732,37.7196,799,3309.30028747,3309.30028747,0.998786,89.9041441928,37.7205549693,37.7198
5013.58028961,121.408,5140.47458619,0.331116522166,800,1.58692,37.788070964,123.288,3292.79731106,0.0,4931.4546675,392.64858134,-37.948,37.7872,800,3292.79731106,3292.79731106,0.998626,62.531440926,37.7880871629,37.7872
4735.39344614,121.498,4832.68761841,0.356243535687,801,1.92073,37.9474842435,123.401,3071.91377784,0.0,4621.38134812,375.506007444,-38.1287,37.9467,801,3071.91377784,3071.91377784,0.999115,63.7623633283,37.9475318215,37.9468
4328.36238457,121.474,4405.90957225,0.319863881443,802,1.23014,37.8602246007,123.463,3279.35574007,0.0,4137.69847873,359.187460446,-38.025,37.8596,802,3279.35574007,3279.35574007,0.998425,75.7558607957,37.8602572821,37.8597
4663.90391451,121.457,4810.88712574,0.348638306496,803,1.68044,37.8977191461,123.586,3050.71985579,0.0,4444.85103211,368.096582262,-38.0542,37.8962,803,3050.71985579,3050.71985579,0.997967,112.35478974,37.8978169303,37.8963
4674.31818524,121.518,4804.54287159,0.340055287649,804,1.68902,37.7924015604,123.681,3106.26892913,0.0,4559.80282281,373.623938336,-37.9445,37.7924,804,3106.26892913,3106.26892913,0.99855,81.8053863328,37.7926490569,37.7927
3784.63616514,121.57,4667.71396575,0.351846968377,805,1.98935,37.8010814485,123.729,2809.59145563,0.0,1275.04507272,357.376756601,-37.9612,37.7999,805,2809.59145563,2809.59145563,0.998172,1249.89475796,37.8014662948,37.8003
4645.70678598,121.624,4785.97939131,0.321311319894,806,1.30929,37.818791509,123.808,3332.96123169,0.0,4485.62843982,369.956774101,-37.9725,37.8179,806,3332.96123169,3332.96123169,0.998605,94.4773224983,37.8196302405,37.8189
3721.78679895,121.615,4191.40472648,0.330699209211,807,1.51224,37.8339233099,123.889,3245.82868439,0.0,1800.29946875,311.860410813,-37.9903,37.834,807,3245.82868439,3245.82868439,0.998953,651.049232105,37.8341593222,37.8342
4223.7975425,121.669,4331.14804536,0.342656878545,808,1.71612,37.9486330825,123.954,2852.1236038,0.0,4088.96031124,348.576391596,-38.0741,37.9481,808,2852.1236038,2852.1236038,0.998545,75.7858456297,37.9486545472,37.9481
4542.48301999,121.794,4675.50936055,0.330467836909,809,1.62686,37.8907703158,124.006,3126.0384424,0.0,4417.27304047,362.898763811,-38.038,37.8888,809,3126.0384424,3126.0384424,0.998885,76.5574962093,37.8908308548,37.8889
2272.35857627,121.952,3825.51070697,0.33133590505,810,1.42987,37.994161952,124.054,2984.14769837,0.0,122.807473345,278.276489218,-38.1555,37.9944,810,2984.14769837,2984.14769837,0.998939,1200.64241055,37.9943551196,37.9947
3837.83891411,122.022,4586.69579681,0.330834513715,811,1.45917,37.8162205643,124.159,2895.08196984,0.0,606.297280859,344.161378276,-37.9772,37.8162,811,2895.08196984,2895.08196984,0.999072,1156.62495688,37.8162908512,37.8163
4772.29116699,122.065,4832.63954693,0.346190925836,812,1.8323,37.8189006772,124.236,634.811310013,0.0,4728.38622269,373.785101884,-37.9797,37.8167,812,634.811310013,634.811310013,0.999255,30.9974469803,37.8189427358,37.8167
4653.76963325,122.111,4741.68109733,0.353455510021,813,1.72532,37.8470013747,124.311,2929.55821647,0.0,4596.70744028,366.332558515,-38.0043,37.8481,813,2929.55821647,2929.55821647,0.998994,42.231904216,37.8470514995,37.8481
4831.33362041,122.258,4994.15570432,0.362758427523,814,1.95756,37.7593667463,124.402,3284.67285724,0.0,4719.87621728,379.248813572,-37.9319,37.7602,814,3284.67285724,3284.67285724,0.998708,73.2255519174,37.7595611689,37.7608
4762.84751647,122.348,4924.32917615,0.341118733677,815,1.84392,37.9340513661,124.477,3341.36155115,0.0,4645.45339043,376.20793742,-38.1094,37.9317,815,3341.36155115,3341.36155115,0.998474,77.8170758058,37.9341398375,37.9319
4428.56991457,122.416,4590.19763817,0.329021021543,816,1.58694,38.0783963618,124.547,3426.55358128,0.0,4278.94090107,345.333049041,-38.256,38.0779,816,3426.55358128,3426.55358128,0.998928,95.5241927903,38.0784467593,38.078
4737.80388273,122.483,4844.70340519,0.335938020307,817,1.71199,37.9287140507,124.606,3150.62046585,0.0,4620.6220108,373.365588189,-38.0942,37.9276,817,3150.62046585,3150.62046585,0.99869,64.8798062134,37.9288382094,37.9279
4713.84642153,122.541,4948.38228113,0.325843651887,818,1.50004,37.9884534543,124.673,3248.64502281,0.0,4357.68755623,378.20709154,-38.1522,37.9883,818,3248.64502281,3248.64502281,0.99873,195.59465356,37.9885030434,37.9884
4006.13542169,122.7,4707.27388398,0.314902552483,819,1.24712,38.0581243255,124.749,3110.55820722,0.0,2114.2730639,335.155771556,-38.2274,38.0573,819,3110.55820722,3110.55820722,0.998672,685.98094987,38.0581843831,38.0575
4757.29597955,122.865,5195.25003014,0.332546571912,820,1.72275,38.1019782539,124.824,2789.8246157,0.0,4343.74484865,383.432435554,-38.2678,38.1005,820,2789.8246157,2789.8246157,0.999224,287.874461118,38.1020272747,38.1005
4814.26920097,122.829,4946.67504894,0.331976465629,821,1.66866,37.82146547,124.846,3363.3531622,0.0,4654.11301711,384.873635085,-37.9771,37.8208,821,3363.3531622,3363.3531622,0.999473,92.1626897067,37.8215667338,37.8211
4534.89451081,122.885,4765.55642083,0.319132225256,822,1.58595,38.0344948146,124.896,3196.80258953,0.0,3533.51341689,373.80287609,-38.1918,38.0344,822,3196.80258953,3196.80258953,0.999085,347.619607392,38.0345918223,38.0346
4458.16225536,122.826,4512.81480843,0.332804424394,823,1.82447,38.023332704,124.988,3071.3548918,0.0,4422.24207918,364.497018976,-38.168,38.0216,823,3071.3548918,3071.3548918,0.998846,28.046246437,38.0235264795,38.0219
4687.03740934,122.915,4861.59463488,0.330023905492,824,1.73131,38.041159397,125.017,3127.6420964,0.0,4569.23860604,378.43833839,-38.1872,38.0401,824,3127.6420964,3127.6420964,0.999172,99.8869063786,38.0412265534,38.0402
4240.46686512,122.983,4325.42606308,0.341854060759,825,1.94732,38.0975088794,125.121,2975.71741867,0.0,4181.35773278,349.655053841,-38.2431,38.0974,825,2975.71741867,2975.71741867,0.99922,39.3324675629,38.0976533112,38.0975
4336.56890383,123.045,4432.64431674,0.324337696295,826,1.59372,38.0558416437,125.136,3357.98565257,0.0,4230.03370176,346.367223613,-38.1903,38.0557,826,3357.98565257,3357.98565257,0.99884,52.4094571921,38.0558847118,38.0557
4367.06359973,123.097,4571.5636793,0.328256788589,827,1.72401,38.0620187633,125.227,3129.24738266,0.0,4068.15080696,346.657008353,-38.1984,38.0615,827,3129.24738266,3129.24738266,0.998896,133.698215557,38.0620465249,38.0615
4184.37804781,123.049,4263.73156554,0.30222921451,828,1.21473,37.9654732489,125.329,3199.11674796,0.0,4131.89581588,339.716812373,-38.1032,37.9648,828,3199.11674796,3199.11674796,0.998515,43.6960917689,37.96555134,37.9649
5176.11805752,123.233,5274.4662959,0.342012680115,829,1.95701,38.0515979065,125.432,3213.62423979,0.0,5052.23851139,413.345821067,-38.2095,38.0518,829,3213.62423979,3213.62423979,0.99917,59.7294267945,38.0516540663,38.052
5321.69643498,123.284,5539.99911027,0.324868712581,830,1.65606,38.0635086408,125.473,3151.21634831,0.0,4957.1614834,410.990962792,-38.226,38.0644,830,3151.21634831,3151.21634831,0.999351,164.265516907,38.0636213109,38.0651
4490.63654232,123.29,5872.86899118,0.346503431447,831,1.7881,37.9942219365,125.577,3499.61190258,0.0,542.889426042,415.521009758,-38.1511,37.9909,831,3499.61190258,3499.61190258,0.999234,1748.91764303,37.994343827,37.9911
5059.6322912,123.263,5262.81460435,0.318694986358,832,1.24603,38.0104951853,125.706,3050.45385962,0.0,4774.49646488,393.779151315,-38.1721,38.0096,832,3050.45385962,3050.45385962,0.999395,147.873351198,38.0105661757,38.0097
4782.33649283,123.306,4898.57095708,0.322551574112,833,1.35136,38.1330629935,125.715,3156.7614298,0.0,4622.79839257,390.302445351,-38.3029,38.1315,833,3156.7614298,3156.7614298,0.999076,79.27660363,38.1331571286,38.1316
4728.79314602,123.423,4885.68512436,0.359345086508,834,2.29033,38.3033128489,125.792,3160.53172916,0.0,4494.2702009,376.869252759,-38.4712,38.3038,834,3160.53172916,3160.53172916,0.998896,112.252871741,38.3033565935,38.3039
4810.35983089,123.342,4998.00042876,0.307953412697,835,1.24116,38.1085944263,125.837,3301.75440429,0.0,4681.12685333,366.018520268,-38.2587,38.1084,835,3301.75440429,3301.75440429,0.998688,107.197474994,38.1086380059,38.1085
4634.497081,123.459,4821.46761846,0.374407609716,836,2.32031,38.0192638694,125.967,3017.24099098,0.0,4484.89862034,353.698623473,-38.1721,38.0177,836,3017.24099098,3017.24099098,0.998461,87.9173763083,38.0193066723,38.0178
4217.24560023,123.545,4383.59056468,0.341508389021,837,1.86262,38.0957164597,126.028,2882.83486778,0.0,4106.64534138,327.27836147,-38.2137,38.0952,837,2882.83486778,2882.83486778,0.998437,75.0046774018,38.0958919138,38.0954
4579.23870331,123.541,4650.00423907,0.331276142887,838,1.54307,37.9953453399,126.124,2760.36763904,0.0,4385.70475711,363.853425392,-38.12,37.9945,838,2760.36763904,2760.36763904,0.998562,81.1392855038,37.9954609508,37.9947
4616.92909094,123.546,4732.38169649,0.328008904395,839,1.75625,37.8721536939,126.22,2386.99743367,0.0,4515.87693388,359.95081969,-37.9719,37.8717,839,2386.99743367,2386.99743367,0.998337,72.1411771404,37.8722462448,37.8718
4507.59800428,123.419,4617.36647837,0.309783912815,840,1.3484,37.9921830914,126.28,2812.60973891,0.0,4382.91190248,358.738271226,-38.0992,37.9911,840,2812.60973891,2812.60973891,0.998665,76.7493455445,37.9923765605,37.9914
2399.98126448,123.447,3725.8287774,0.334749369952,841,1.61511,37.9521162664,126.287,2991.94995665,0.0,1378.8293533,291.585785939,-38.0748,37.9522,841,2991.94995665,2991.94995665,0.999166,849.073843629,37.9521853232,37.9525
3634.11175146,123.52,3949.22837595,0.334462544041,842,1.92811,37.8374453362,126.346,3100.67794791,0.0,2444.23589094,304.950477192,-37.9529,37.8365,842,3100.67794791,3100.67794791,0.998633,404.863340255,37.8375961669,37.8367
4220.13397611,123.571,4700.19118163,0.323518768884,843,1.77683,37.7273147336,126.409,2999.37795624,0.0,1446.16319744,347.198221044,-37.8404,37.7272,843,2999.37795624,2999.37795624,0.999224,929.251421149,37.7274419893,37.7273
3333.5143365,123.573,3852.64539899,0.291982639421,844,1.17383,37.7628820174,126.451,2734.37985974,0.0,2411.86966619,292.736158873,-37.8638,37.7626,844,2734.37985974,2734.37985974,0.998987,451.455139192,37.7629609396,37.7628
3936.04466917,123.661,4410.50026211,0.330598941583,845,2.03988,37.7393269472,126.557,2711.17130876,0.0,1781.83121812,336.344000694,-37.8439,37.7389,845,2711.17130876,2711.17130876,0.998973,728.854185395,37.7394113416,37.7389
4900.1424962,123.761,5101.28339578,0.319793759689,846,1.56078,37.600195635,126.635,2732.38763791,0.0,4663.75078085,382.532531038,-37.7232,37.5992,846,2732.38763791,2732.38763791,0.999042,138.64252611,37.6003546904,37.5995
3276.42172827,123.782,4439.43593142,0.302369253306,847,1.31119,37.6615580065,126.64,3145.03256745,0.0,-10.2537837846,274.219808718,-37.7934,37.6617,847,3145.03256745,3145.03256745,0.999409,1280.55858525,37.6616353959,37.6619
2448.80128455,123.884,3355.59974178,0.304319690368,848,1.3916,37.6016750825,126.688,3199.76679092,0.0,572.169243662,270.455749906,-37.7387,37.6009,848,3199.76679092,3199.76679092,0.999332,876.102241869,37.6017366892,37.601
1978.49025772,123.968,3844.38664949,0.29035781377,849,1.17209,37.5561853932,126.73,2627.23125015,0.0,71.190184365,288.92312861,-37.6859,37.5559,849,2627.23125015,2627.23125015,0.999217,1390.48055301,37.5563424832,37.5562
3964.96652406,123.979,5103.69722315,0.334404197909,850,1.87081,37.519778266,126.829,2246.24352726,0.0,1313.12314988,361.786576551,-37.6574,37.519,850,2246.24352726,2246.24352726,0.999496,1252.89418948,37.519955253,37.5192
4514.43607231,124.055,5265.79103477,0.303452037125,851,1.09569,37.6022248969,126.904,2933.95974746,0.0,1194.52978042,392.274283344,-37.7384,37.6025,851,2933.95974746,2933.95974746,0.999587,1128.12616758,37.6023013919,37.6028
4004.08861151,124.184,5117.75326684,0.333666247599,852,1.6897,37.7294619492,126.97,2912.32848958,0.0,872.599521604,384.672267643,-37.8665,37.7287,852,2912.32848958,2912.32848958,0.999125,1553.66182403,37.7296380641,37.7289
5220.04423666,124.302,5357.21963359,0.338965965235,853,1.93656,37.6391273404,127.076,2806.99848969,0.0,4978.04264662,415.912666584,-37.791,37.6389,853,2806.99848969,2806.99848969,0.99931,127.237034844,37.63928653,37.6391
4482.48443222,124.315,5112.00662911,0.316329918941,854,1.52025,37.5932358909,127.119,2771.7808751,0.0,3237.90477754,358.916744144,-37.7451,37.5923,854,2771.7808751,2771.7808751,0.999388,549.80060593,37.5934212724,37.5925
4702.54426566,124.33,4813.40834722,0.330840246258,855,1.71507,37.5680580827,127.169,3027.08008812,0.0,4559.01825166,381.091098294,-37.7138,37.5676,855,3027.08008812,3027.08008812,0.999238,76.556565637,37.568265973,37.5678
3990.06176114,124.421,5157.37025828,0.324328180729,856,1.47597,37.7151352689,127.245,3337.39949867,0.0,1021.04741892,374.626826036,-37.8536,37.7143,856,3337.39949867,3337.39949867,0.999036,1434.74601059,37.7153341326,37.7146
4526.30158618,124.379,5061.83730745,0.314786682093,857,1.40059,37.494353785,127.312,2157.40609007,0.0,2268.27057633,376.920272669,-37.6112,37.4944,857,2157.40609007,2157.40609007,0.999147,760.928595669,37.4944887169,37.4946
3627.2225864,124.378,4398.69926281,0.324328708573,858,1.63346,37.5749964771,127.344,2760.46863549,0.0,246.765857437,291.600242083,-37.6954,37.5747,858,2760.46863549,2760.46863549,0.999282,1178.84270589,37.5751779282,37.5749
2608.21812625,124.445,4111.28482685,0.324705420844,859,1.45866,37.5618284725,127.425,2529.62716921,0.0,446.68176084,295.270230628,-37.6914,37.5613,859,2529.62716921,2529.62716921,0.999051,1122.56235961,37.5619303631,37.5614
4763.75122593,124.48,4913.38836032,0.332191223853,860,1.69528,37.4893208703,127.473,1196.67034133,0.0,4660.10748223,376.293623776,-37.6158,37.4886,860,1196.67034133,1196.67034133,0.999198,67.5518542724,37.4894499297,37.4888
4824.58653508,124.559,4932.50590231,0.352165209123,861,2.07576,37.5573056102,127.579,2740.83058123,0.0,4755.72962626,383.09202228,-37.6843,37.5566,861,2740.83058123,2740.83058123,0.999405,56.0485376181,37.5574248042,37.5567
5008.27799438,124.632,5233.60686624,0.333889368943,862,1.71913,37.4583677288,127.677,3274.41497327,0.0,4626.96046145,398.736294666,-37.5892,37.4578,862,3274.41497327,3274.41497327,0.999438,147.625070289,37.4584334125,37.4579
3196.10250339,124.722,5100.58658422,0.331246478118,863,1.60717,37.4784777114,127.792,1488.47539235,0.0,1285.78396972,369.210957642,-37.5956,37.4776,863,1488.47539235,1488.47539235,0.999399,1447.10141301,37.4786031114,37.4778
4475.24154963,124.83,4561.19555419,0.32992860777,864,1.63231,37.3316862116,127.874,3065.31587904,0.0,4369.15510841,366.445103779,-37.4549,37.3326,864,3065.31587904,3065.31587904,0.999004,67.0918304382,37.3318809581,37.3327
3057.37193852,125.004,4964.5049128,0.33373661284,865,1.5847,37.3231121501,127.969,3318.07341261,0.0,539.239675691,389.512169428,-37.4375,37.3221,865,3318.07341261,3318.07341261,0.999331,1673.55998823,37.3233476639,37.3226
2486.50336819,125.099,4500.9611047,0.321101093402,866,1.60059,37.4832705623,128.013,2894.836341,0.0,-40.0132502284,319.706759373,-37.6206,37.4837,866,2894.836341,2894.836341,0.999004,1790.22370589,37.4833968208,37.4839
4643.89414539,125.125,4885.79501019,0.329127838995,867,1.75046,37.2188528974,128.103,3159.92879215,0.0,3797.42622519,370.756841732,-37.3441,37.2183,867,3159.92879215,3159.92879215,0.999269,307.970370776,37.2190714032,37.2185
4648.00281397,125.216,4733.18439377,0.307209391363,868,1.38467,37.2352285998,128.144,3215.94786379,0.0,4540.47788892,365.974014299,-37.3721,37.2354,868,3215.94786379,3215.94786379,0.999517,54.7469065038,37.2354211319,37.2356
3966.02982104,125.304,5054.37433889,0.335764972261,869,1.78831,37.2662832054,128.212,3112.00369532,0.0,549.161230319,360.639854696,-37.4079,37.2669,869,3112.00369532,3112.00369532,0.99934,1608.69674656,37.2664187921,37.267
3705.13938144,125.347,4773.18610139,0.332476257466,870,1.635,37.3748260525,128.268,894.651234603,0.0,1312.76712789,355.885260922,-37.5161,37.3733,870,894.651234603,894.651234603,0.999304,1238.14201361,37.3748980985,37.3734
3098.70621163,125.443,4171.6652558,0.333753542898,871,1.71486,37.247319246,128.339,2849.44401714,0.0,1705.02342101,289.964108934,-37.3912,37.2475,871,2849.44401714,2849.44401714,0.999342,637.084524993,37.2474300702,37.2476
4367.28143942,125.421,4458.42240845,0.336037659409,872,1.66286,37.2555299048,128.431,2556.1895707,0.0,4255.69272374,347.432795459,-37.3925,37.2554,872,2556.1895707,2556.1895707,0.999478,56.3912370798,37.2556122995,37.2555
4422.94945068,125.51,4855.29363894,0.311904457497,873,1.33198,37.1190498694,128.479,3031.78453577,0.0,2747.55803867,377.713057703,-37.2509,37.1185,873,3031.78453577,3031.78453577,0.999403,607.353565552,37.1191563495,37.1187
1737.02205968,125.568,3984.78842345,0.350700274462,874,1.9491,37.3550487766,128.576,3230.30748991,0.0,170.767024372,243.77113682,-37.4931,37.3546,874,3230.30748991,3230.30748991,0.999532,1381.18519923,37.3551161224,37.3547
