StdReturn,AverageAbsQYDiff,AverageEsReturn,QFunRegParamNorm,AverageY,AverageDiscountedReturn,MinEsReturn,MaxEsReturn,AverageAbsY,AverageQLoss,MaxReturn,Epoch,MinReturn,PolicyRegParamNorm,StdEsReturn,AverageQ,AverageReturn,AverageAbsQ,AverageAction,Iteration,AveragePolicySurr
15.7516746971,1.3544897797,-199.868509516,11.5831,1.79306127621,8.78746896667,-250.288007536,-87.9638378442,1.79306127621,2.67648,154.782821423,9,101.528370566,11.7806,47.3535234701,0.56001,124.318954324,0.61555,0.215557,9,-0.941973
1.06400173873,0.332557402153,-294.20797788,11.8401,0.941201792163,-62.285291162,-294.20797788,-294.20797788,0.941203708146,0.23115,-600.496133491,10,-604.207739336,12.5231,0.0,0.926422,-601.478264668,0.926563,0.998377,10,-1.4678
0.954222856496,0.147293672684,-284.04519784,11.9131,0.823755498885,-62.7865120983,-284.04519784,-284.04519784,0.823759556281,0.0379659,-601.403675754,11,-604.370224122,12.5485,0.0,0.81982,-602.621189464,0.81982,0.999574,11,-1.06447
0.672674520112,0.0993974263783,-331.090702335,11.9011,0.865233932875,-60.5412587907,-331.090702335,-331.090702335,0.865237850779,0.0168052,-599.02571099,12,-601.351110202,13.4538,0.0,0.863892,-600.359027448,0.863892,0.999699,12,-1.01259
1.35790643988,0.0999958193916,-375.47002568,11.8886,0.984215093169,-54.2305417769,-375.47002568,-375.47002568,0.984219478149,0.0167809,-591.740196909,13,-596.297406809,13.6755,0.0,0.981586,-593.691419232,0.981586,0.999832,13,-1.29277
1.24594228136,0.0721624369101,-385.905178783,11.8148,1.15565689492,-53.5884340874,-385.905178783,-385.905178783,1.15566093047,0.00896477,-590.94172942,14,-594.898526719,13.676,0.0,1.15452,-592.973577845,1.15452,0.999748,14,-1.20518
0.652503916844,0.0534068189301,-410.422222469,11.7695,1.14644707708,-54.0903782441,-410.422222469,-410.422222469,1.14645106579,0.0057159,-592.661171181,15,-595.088597918,13.6818,0.0,1.14588,-593.608379622,1.14588,0.999951,15,-1.13965
1.49428688631,0.0394749996297,-417.401655914,11.7451,1.10083445789,-53.3709706815,-417.401655914,-417.401655914,1.10083814074,0.00339954,-590.600708677,16,-595.879783715,13.6843,0.0,1.1005,-592.799261682,1.1005,0.999975,16,-1.0707
1.47444096897,0.0304380824805,-373.555622469,11.7247,1.05369968085,-54.0843509416,-373.555622469,-373.555622469,1.05370384156,0.0022427,-590.778916109,17,-595.891764928,13.6835,0.0,1.0535,-593.61192747,1.0535,0.999968,17,-1.02564
1.03842345474,0.0242634147109,-393.363926036,11.7373,1.01370303659,-53.7924496602,-393.363926036,-393.363926036,1.01370927656,0.00178303,-591.685368192,18,-595.018120103,13.6801,0.0,1.01351,-593.205911221,1.01351,0.999916,18,-0.993465
103.238001047,0.0215116329029,-389.331364828,11.8065,0.985045446293,-39.8106887838,-389.331364828,-389.331364828,0.985049231564,0.00165707,-352.908189058,19,-617.4972373,14.753,0.0,0.984856,-410.832847487,0.984856,0.963426,19,-0.981884
3.76794851698,0.0199731272641,-429.298293935,11.8648,0.975718176007,-58.5314976816,-429.298293935,-429.298293935,0.975723172435,0.00143372,-602.047922089,20,-614.213718328,15.4799,0.0,0.975504,-607.586672168,0.975504,0.999996,20,-1.00579
4.22244534011,0.0181957601588,-387.759475519,12.0004,0.982187004664,-56.5927226619,-387.759475519,-387.759475519,0.982193153608,0.00121991,-594.602039402,21,-612.645998304,15.8361,0.0,0.982009,-604.627602907,0.982009,0.999947,21,-0.991382
4.95921915803,0.0161233681191,-372.713819902,12.1699,0.974967772091,-55.6072805475,-372.713819902,-372.713819902,0.974974950641,0.00100635,-577.443210011,22,-592.474562677,16.1014,0.0,0.974841,-585.820494901,0.974841,0.985581,22,-0.98125
1.3197303243,0.0172491898328,-394.724947049,12.4767,0.965529202986,-60.6811822195,-394.724947049,-394.724947049,0.965541142133,0.00158162,-598.58633343,23,-602.853841335,16.5696,0.0,0.965373,-600.702905573,0.965373,0.999971,23,-0.984409
5.93055201839,0.0159494390349,-385.435808437,12.7893,0.969727317381,-37.1593826974,-385.435808437,-385.435808437,0.969736041236,0.00128727,-299.802143487,24,-317.574291756,16.823,0.0,0.96956,-307.353131142,0.96956,0.996379,24,-0.978881
2.30370911928,0.0138027146232,-387.775906066,13.1087,0.95679168547,-57.4061635945,-387.775906066,-387.775906066,0.956801576223,0.00110704,-593.90189574,25,-601.008166613,17.1723,0.0,0.956722,-597.096399685,0.956722,0.999941,25,-0.957129
1.7681646413,0.012810642288,-357.069077237,13.4694,0.943065177237,-61.2409176169,-357.069077237,-357.069077237,0.943072925759,0.000969174,-599.146424656,26,-605.016319621,17.4049,0.0,0.942998,-601.280850836,0.943003,0.999944,26,-0.944843
1.52298257548,0.0129641992244,-357.791612533,13.7749,0.933116493355,-60.7162757219,-357.791612533,-357.791612533,0.933122348388,0.000999732,-598.046609889,27,-602.767668684,17.9029,0.0,0.93299,-600.731462792,0.93299,0.999974,27,-0.940096
0.673068754739,0.0128986370095,-377.738272727,14.2047,0.925610185735,-62.0733634545,-377.738272727,-377.738272727,0.925617650431,0.000964165,-600.343505554,28,-602.762544716,18.0693,0.0,0.925501,-602.08234211,0.925501,0.999405,28,-0.928099
1.1126684514,0.0127529574046,-475.25504743,14.5688,0.910675261737,-55.3943622409,-475.25504743,-475.25504743,0.910681842329,0.000852289,-522.581615894,29,-526.00495002,18.0655,0.0,0.910592,-524.397268193,0.910592,0.869076,29,-0.914149
0.921934507937,0.0114447390551,-446.320967353,14.8935,0.902431326299,-59.8437365401,-446.320967353,-446.320967353,0.902436469965,0.00080758,-597.881823566,30,-600.947894794,18.3054,0.0,0.902343,-599.819783896,0.902343,0.999491,30,-0.919719
