Iteration,AverageReturn,MaxEsReturn,Epoch,AverageDiscountedReturn,MinEsReturn,AverageQ,AverageAbsY,MaxReturn,AveragePolicySurr,AverageQLoss,AverageAction,StdReturn,QFunRegParamNorm,MinReturn,AverageEsReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsQ,StdEsReturn,AverageY
910,1001.31872963,771.283092164,910,90.2820732005,771.283092164,12.8708,12.871302604,1123.5781993,-12.9324,0.217873,0.970457,120.004512043,145.453,684.420006984,771.283092164,210.657,0.122551150086,12.8708,0.0,12.8712603328
911,1240.04995583,816.251119005,911,103.322712644,816.251119005,12.8781,12.8780540967,1340.18511232,-12.9452,0.171826,0.961973,53.3377273141,145.511,1168.86417191,816.251119005,210.68,0.116518288881,12.8781,0.0,12.8780106674
912,1055.17143104,832.900092602,912,90.2421477027,832.900092602,12.8826,12.8830238417,1102.38579806,-12.9548,0.184269,0.971563,45.9591539315,145.54,943.275230281,832.900092602,210.742,0.114368925125,12.8826,0.0,12.882988146
913,1046.98176807,886.26077285,913,89.7442096482,886.26077285,12.8862,12.8868102021,1159.38366695,-12.9557,0.208375,0.9676,68.6874511963,145.567,946.895760938,886.26077285,210.792,0.118825073501,12.8862,0.0,12.8867559717
914,1167.0383058,836.361493984,914,99.4265986235,836.361493984,12.903,12.9030694576,1235.17473752,-12.9735,0.141899,0.970309,43.7094288159,145.596,1113.19615321,836.361493984,210.9,0.109017470584,12.903,0.0,12.9030319967
915,1154.06643746,779.671316452,915,94.9938893434,779.671316452,12.9009,12.901862708,1250.10941153,-12.9728,0.23182,0.959249,68.6572625233,145.688,1056.86024309,779.671316452,211.01,0.123467590736,12.9009,0.0,12.9018114769
916,1151.72726862,758.15719504,916,92.5851693733,758.15719504,12.9024,12.9025513562,1244.52385237,-12.9647,0.224549,0.959845,38.7292969764,145.74,1090.25740362,758.15719504,211.103,0.119211472781,12.9024,0.0,12.9024839989
917,1131.50319002,868.795447923,917,101.885595533,868.795447923,12.9088,12.9097226538,1177.84888388,-12.9711,0.159837,0.966416,27.3241203821,145.791,1093.44522349,868.795447923,211.19,0.111081474038,12.9088,0.0,12.9097058474
918,1109.29687114,828.779496876,918,99.1982861068,828.779496876,12.9056,12.9055199221,1202.31582138,-12.97,0.184658,0.966466,61.3163467039,145.838,995.776107222,828.779496876,211.27,0.113487967587,12.9056,0.0,12.9054963765
919,1160.20404604,855.255204859,919,98.2506301905,855.255204859,12.9032,12.9039524386,1209.90475939,-12.9654,0.196542,0.976509,46.9635057595,145.839,1049.95895873,855.255204859,211.367,0.117562711576,12.9032,0.0,12.9039242853
920,1177.92030964,811.633874227,920,96.1847866455,811.633874227,12.8991,12.8992904738,1260.83738462,-12.963,0.166345,0.963467,44.840125613,145.853,1102.59215587,811.633874227,211.443,0.10983604482,12.8991,0.0,12.8992600792
921,1127.89579593,837.142245565,921,93.7371722645,837.142245565,12.9089,12.9093511067,1207.71680858,-12.9745,0.159948,0.971535,43.0883555801,145.855,1068.26292374,837.142245565,211.535,0.11087208595,12.909,0.0,12.9092843607
922,1161.40416071,801.897222667,922,91.6990602553,801.897222667,12.9083,12.9083560435,1210.91512825,-12.9758,0.172242,0.965505,28.5201779471,145.905,1128.12027483,801.897222667,211.628,0.108221820793,12.9083,0.0,12.9083268329
923,1270.91876767,726.002400096,923,103.083005032,726.002400096,12.8985,12.8992357145,1380.65942737,-12.9613,0.229977,0.970233,57.6960488266,145.975,1180.89886162,726.002400096,211.766,0.12216288915,12.8985,0.0,12.8991533713
924,1140.88368838,844.282526332,924,94.7850505641,844.282526332,12.9072,12.9075702531,1196.88720094,-12.9695,0.148138,0.977935,39.5086868601,145.965,1077.45895014,844.282526332,211.823,0.110475717659,12.9072,0.0,12.9075407318
925,1294.3052313,776.591332401,925,103.93382491,776.591332401,12.9004,12.9007114054,1365.15770591,-12.9594,0.205042,0.964753,47.316318573,145.994,1221.10841903,776.591332401,211.842,0.117258926952,12.9004,0.0,12.9006722804
926,1106.68745209,794.001681837,926,92.9200929652,794.001681837,12.8974,12.897580947,1191.04434198,-12.9555,0.125265,0.964963,63.5839704226,146.034,959.083429895,794.001681837,211.9,0.104578204189,12.8974,0.0,12.897552362
927,1261.91290275,856.889064929,927,104.460509007,856.889064929,12.8934,12.8935432472,1358.97342376,-12.9515,0.132282,0.954505,52.8714909599,146.029,1178.77541069,856.889064929,211.965,0.106284398259,12.8934,0.0,12.8935344962
928,1193.74680597,837.199142744,928,93.6057923593,837.199142744,12.8832,12.8837627256,1260.09643637,-12.9443,0.19587,0.974097,39.2170991271,146.066,1116.60134435,837.199142744,212.071,0.11669886586,12.8832,0.0,12.8837247278
929,1307.76345572,850.603990554,929,105.633330242,850.603990554,12.873,12.8733638829,1420.6963195,-12.932,0.205916,0.961484,50.3905594507,146.141,1264.52322277,850.603990554,212.135,0.116603671703,12.873,0.0,12.8733089949
930,1195.99787791,774.069668897,930,101.8824945,774.069668897,12.8662,12.8672409006,1240.61771568,-12.9235,0.220708,0.972828,40.6679032062,146.181,1106.06116141,774.069668897,212.2,0.118832087257,12.8662,0.0,12.867209288
931,1225.9969769,840.411541047,931,100.584034229,840.411541047,12.8477,12.8480526214,1272.35423841,-12.9026,0.244617,0.961549,33.9613517287,146.215,1174.14084294,840.411541047,212.232,0.119625342514,12.8477,0.0,12.8479990448
932,1090.64201654,800.754335778,932,92.432848775,800.754335778,12.8293,12.8295282455,1185.20123404,-12.8852,0.223528,0.969375,43.6245890042,146.273,1026.0007977,800.754335778,212.348,0.117272605198,12.8293,0.0,12.8294851538
933,1221.20998209,780.90853483,933,108.031778757,780.90853483,12.825,12.8253254478,1287.78054336,-12.882,0.193837,0.968163,38.0982559776,146.291,1149.05869299,780.90853483,212.453,0.113460614222,12.825,0.0,12.8252931443
934,1245.57914841,841.369221883,934,92.7139341208,841.369221883,12.8263,12.8265338952,1330.14980898,-12.8876,0.166122,0.964244,40.0438243623,146.304,1194.31167949,841.369221883,212.539,0.108117965525,12.8263,0.0,12.8265043265
935,1247.18889513,829.660051658,935,104.011541268,829.660051658,12.8155,12.8158026833,1334.72884847,-12.876,0.195686,0.961161,48.5936625186,146.359,1146.3191551,829.660051658,212.632,0.113415774754,12.8155,0.0,12.815762998
936,1162.07160515,854.446362261,936,96.585647197,854.446362261,12.8176,12.8179565939,1250.22512481,-12.8787,0.17357,0.968324,59.6512560712,146.391,1081.97914856,854.446362261,212.691,0.112143955135,12.8176,0.0,12.8179516817
937,1211.7178386,857.917257943,937,99.8156897658,857.917257943,12.8134,12.8138691951,1277.59081424,-12.8704,0.175286,0.970021,33.5966567875,146.384,1167.55727921,857.917257943,212.73,0.113592392273,12.8134,0.0,12.813823909
938,1072.38254085,867.676689791,938,93.0903383358,867.676689791,12.81,12.8106171459,1195.69124334,-12.8701,0.134035,0.969899,61.243313287,146.417,969.414556508,867.676689791,212.856,0.108868598451,12.81,0.0,12.8105982274
939,1190.48649714,936.197678075,939,97.5456401926,936.197678075,12.7945,12.7945808455,1297.08751794,-12.8533,0.229063,0.9717,42.863042069,146.441,1141.73976836,936.197678075,212.896,0.119725347994,12.7945,0.0,12.7945400518
940,1151.58071352,818.343848958,940,96.822087449,818.343848958,12.7895,12.7897491818,1195.70051483,-12.8478,0.206083,0.972687,46.8267292901,146.445,1024.71058642,818.343848958,212.946,0.11554326662,12.7895,0.0,12.7897160333
941,1162.56410851,818.665816852,941,96.0006086758,818.665816852,12.7892,12.7896294167,1245.80289365,-12.8472,0.152864,0.965923,40.4553717981,146.461,1095.32339088,818.665816852,212.958,0.107829202465,12.7892,0.0,12.7896098955
942,1153.17414062,855.492654317,942,96.0295380813,855.492654317,12.7886,12.7885163799,1261.6404338,-12.8495,0.132805,0.974632,46.6592753386,146.482,1091.37806724,855.492654317,213.034,0.105235605148,12.7886,0.0,12.7884700173
943,1093.061261,842.315648046,943,89.8141814533,842.315648046,12.7818,12.7817480052,1157.92006445,-12.8445,0.199221,0.96935,55.3586328699,146.517,986.339503497,842.315648046,213.081,0.114821672131,12.7818,0.0,12.7817004231
944,1112.73290874,824.222852241,944,103.206121466,824.222852241,12.7777,12.7787923958,1216.29546571,-12.8409,0.226112,0.974814,59.3701480001,146.561,986.338160332,824.222852241,213.144,0.123147755814,12.7777,0.0,12.7787555226
945,1065.37621535,721.466452594,945,89.2179383735,721.466452594,12.7682,12.7688928119,1123.16106618,-12.8262,0.203796,0.965416,45.7417048434,146.595,966.208839855,721.466452594,213.194,0.119543185673,12.7682,0.0,12.7688269694
946,1141.00430009,783.992327613,946,97.2055462461,783.992327613,12.7611,12.7613112654,1235.29713314,-12.8188,0.197873,0.969054,43.9155418325,146.635,1091.92557932,783.992327613,213.229,0.117272250105,12.7611,0.0,12.7612741659
947,1157.61969247,786.194653036,947,95.7320299805,786.194653036,12.757,12.7573517008,1255.1164561,-12.8149,0.203739,0.971197,68.1854508196,146.656,1029.21113721,786.194653036,213.333,0.11782231524,12.757,0.0,12.7573186462
948,1190.63556351,811.613835715,948,100.470875966,811.613835715,12.7534,12.7536290085,1254.67931399,-12.8135,0.178495,0.970563,33.1840870065,146.682,1143.90964937,811.613835715,213.432,0.114348761692,12.7534,0.0,12.7536080851
949,1137.99180597,827.250770996,949,95.8762980117,827.250770996,12.7608,12.7610698498,1228.63937747,-12.8258,0.152864,0.974938,56.7883183408,146.724,1055.43072892,827.250770996,213.459,0.109737949999,12.7608,0.0,12.7610333941
950,1183.77695293,832.021117107,950,98.1711985062,832.021117107,12.7622,12.7627354594,1248.23711593,-12.8222,0.181531,0.967961,43.7600769701,146.734,1124.98313889,832.021117107,213.483,0.11400115157,12.7622,0.0,12.7626949015
951,1022.83016862,924.832583285,951,84.7421591321,924.832583285,12.7539,12.75402503,1071.12755452,-12.8155,0.18411,0.966131,29.5389016832,146.803,972.913189812,924.832583285,213.549,0.111011498585,12.7539,0.0,12.7539840382
952,1197.72353735,865.127622121,952,98.1958237749,865.127622121,12.7545,12.7548271207,1256.28036672,-12.8147,0.14965,0.969574,31.885229691,146.846,1148.29560745,865.127622121,213.687,0.107890832846,12.7545,0.0,12.7547995277
953,1253.84102014,801.678348497,953,101.186929307,801.678348497,12.76,12.7603346235,1312.111526,-12.8198,0.148185,0.970277,50.9027066246,146.87,1143.06302206,801.678348497,213.8,0.107427728688,12.76,0.0,12.7603018243
954,1154.145744,715.000622967,954,95.4259790323,715.000622967,12.75,12.7505145247,1241.52145796,-12.8145,0.182973,0.977542,65.1762164623,146.943,985.479235739,715.000622967,213.873,0.113559663811,12.75,0.0,12.750482038
955,1009.61751489,788.43365554,955,87.7365181926,788.43365554,12.7492,12.7493392334,1116.69367608,-12.8107,0.176241,0.974817,62.53851115,146.98,887.85789485,788.43365554,213.923,0.11271396132,12.7492,0.0,12.7492888273
956,1184.16068387,916.951106818,956,98.5763413549,916.951106818,12.747,12.7478480934,1251.95070985,-12.8095,0.188437,0.970794,38.1907705414,147.004,1138.33540411,916.951106818,214.019,0.114075024426,12.747,0.0,12.7478079561
957,1091.17206666,843.050945162,957,92.8072541024,843.050945162,12.7477,12.7478989795,1192.82452642,-12.8106,0.188717,0.966796,84.2495415025,147.006,926.231343121,843.050945162,214.071,0.113555542351,12.7477,0.0,12.7478594936
958,1158.79124179,862.451409405,958,95.7359661891,862.451409405,12.7514,12.7516818667,1254.8081614,-12.8176,0.151858,0.968933,38.837369718,147.056,1100.38156558,862.451409405,214.08,0.107545000669,12.7514,0.0,12.7516481511
959,1137.78976678,777.563957384,959,98.694379942,777.563957384,12.7577,12.7583397665,1286.32137553,-12.8264,0.160345,0.976772,84.8513279437,147.097,982.34709416,777.563957384,214.145,0.109714017616,12.7577,0.0,12.7583066111
960,838.429004466,811.272456844,960,94.4092783602,811.272456844,12.7648,12.7645514089,1190.19589375,-12.8256,0.186139,0.978072,452.393097119,147.12,-262.676955102,811.272456844,214.272,0.113431254668,12.7648,0.0,12.7645171971
961,1169.37637145,815.221603952,961,93.5111659554,815.221603952,12.7655,12.7664810222,1266.32812607,-12.8312,0.21083,0.977645,68.7850119924,147.156,1073.84138958,815.221603952,214.334,0.118253996306,12.7655,0.0,12.7664255233
962,998.790604547,757.690287254,962,88.6473270432,757.690287254,12.7592,12.7594360832,1082.23123258,-12.8178,0.175321,0.970806,71.2917621019,147.211,845.471606245,757.690287254,214.404,0.112545067455,12.7592,0.0,12.759397333
963,1168.30464997,883.979218277,963,98.5798890927,883.979218277,12.7542,12.7545785674,1270.38313928,-12.8128,0.1629,0.964332,72.4148443874,147.233,1050.39070293,883.979218277,214.447,0.108433974993,12.7542,0.0,12.7545682845
964,1096.47746008,795.298771236,964,89.8513077218,795.298771236,12.7457,12.7463489607,1260.33918147,-12.811,0.249727,0.959788,98.0120360523,147.29,871.18363138,795.298771236,214.491,0.119880179716,12.7457,0.0,12.7462997194
965,1097.54387637,813.916032743,965,96.3919915514,813.916032743,12.7525,12.752694757,1198.44618445,-12.8167,0.137251,0.970326,71.3062941812,147.327,955.252292135,813.916032743,214.642,0.102844047271,12.7525,0.0,12.7526732184
966,994.235798541,805.003250216,966,85.9847251036,805.003250216,12.7395,12.7395990763,1086.17622399,-12.7975,0.225193,0.968179,57.2953719816,147.356,920.423595741,805.003250216,214.657,0.116592073285,12.7395,0.0,12.7395462418
967,1024.59770177,851.480796945,967,92.2858714467,851.480796945,12.7353,12.7362312666,1232.56229568,-12.7948,0.183612,0.9673,107.384998477,147.388,866.216748572,851.480796945,214.74,0.112162804848,12.7353,0.0,12.7362002181
968,965.765867643,890.144978366,968,89.0087552335,890.144978366,12.7296,12.7296909038,1128.29861055,-12.7886,0.174479,0.967317,210.831214171,147.416,386.768482259,890.144978366,214.803,0.107956369799,12.7296,0.0,12.7296730729
969,1037.1690925,813.551903197,969,97.5997831421,813.551903197,12.7401,12.7406850419,1144.19741459,-12.8042,0.163167,0.974607,75.7472502395,147.451,889.419127757,813.551903197,214.899,0.106765034226,12.7401,0.0,12.7406539494
970,1147.06377303,834.253340039,970,95.5299765905,834.253340039,12.7431,12.7434700332,1226.04831081,-12.8073,0.17302,0.97627,48.1209494115,147.47,1068.41525189,834.253340039,214.994,0.107223995632,12.7431,0.0,12.743443577
971,1076.36426147,839.459263552,971,90.1695171774,839.459263552,12.7465,12.746841233,1163.45037562,-12.807,0.137748,0.972551,53.6945640226,147.493,990.029685218,839.459263552,215.06,0.102710739838,12.7465,0.0,12.7468037478
972,1141.33181479,783.715395073,972,94.4539490101,783.715395073,12.7393,12.7395969499,1209.45264587,-12.797,0.147091,0.97024,35.6208811011,147.541,1077.81748214,783.715395073,215.13,0.10148090893,12.7393,0.0,12.7395755182
973,1015.01765855,909.899124333,973,84.3223073474,909.899124333,12.745,12.7453575843,1110.74862189,-12.8079,0.117057,0.968066,50.5935398459,147.554,941.231436736,909.899124333,215.173,0.099904079483,12.745,0.0,12.7453263043
974,954.441481376,790.553544602,974,85.8121913803,790.553544602,12.725,12.7250457166,1075.50155636,-12.784,0.28415,0.969054,98.8463221188,147.619,733.560159077,790.553544602,215.224,0.126843284384,12.725,0.0,12.7249774994
975,1059.71924884,820.316032769,975,96.8467037698,820.316032769,12.7328,12.7332731712,1192.19248603,-12.7961,0.178163,0.967116,84.0645428475,147.68,938.707843859,820.316032769,215.254,0.107470095588,12.7328,0.0,12.7332359535
976,996.20025354,908.845119778,976,87.4336798635,908.845119778,12.7384,12.7385186562,1100.49346272,-12.8008,0.170271,0.972687,67.8987483657,147.723,874.844317154,908.845119778,215.325,0.108211891261,12.7384,0.0,12.7384977018
977,992.772552087,869.637145695,977,88.1080169736,869.637145695,12.7303,12.7312018744,1127.81560989,-12.7957,0.191361,0.97537,84.3503089223,147.754,897.269512463,869.637145695,215.38,0.109472074741,12.7303,0.0,12.7311734173
978,1083.82726869,848.629065222,978,95.2700502774,848.629065222,12.7381,12.7385205595,1175.34393611,-12.8031,0.178278,0.963175,83.7121706574,147.796,857.693729936,848.629065222,215.48,0.110464524441,12.7381,0.0,12.7385013389
979,1040.3262257,744.963053919,979,92.8121486758,744.963053919,12.7362,12.7366892932,1153.80740237,-12.7944,0.183253,0.968273,78.5495073153,147.82,906.797293596,744.963053919,215.57,0.108507720154,12.7362,0.0,12.7366544084
980,900.038132851,682.352214463,980,90.971706198,682.352214463,12.7459,12.7458494116,1168.39008212,-12.8082,0.111471,0.979029,245.935595893,147.82,235.177541983,682.352214463,215.648,0.0994205819977,12.7459,0.0,12.7458353439
981,1137.57405595,850.163739717,981,101.210499555,850.163739717,12.7406,12.7411572819,1294.6697952,-12.8003,0.187184,0.974658,79.6378611775,147.854,985.624949226,850.163739717,215.686,0.111304504035,12.7406,0.0,12.7411314467
982,987.236692247,865.438412218,982,91.6519171885,865.438412218,12.7378,12.7375698589,1128.8869164,-12.8032,0.187563,0.977564,62.9338369012,147.876,855.00827806,865.438412218,215.768,0.112832754692,12.7378,0.0,12.7375347068
983,1025.07393584,799.971478999,983,86.3253500495,799.971478999,12.7445,12.7450662273,1215.52573713,-12.8064,0.163875,0.978977,122.875980149,147.905,757.630814031,799.971478999,215.828,0.109148900484,12.7445,0.0,12.7450366915
984,1207.5221206,833.40605801,984,94.7172680288,833.40605801,12.7516,12.7520194115,1274.43743001,-12.8162,0.116537,0.972408,65.9625983925,147.923,1073.52176825,833.40605801,215.924,0.101115660063,12.7516,0.0,12.751998604
985,1245.03163773,784.199130489,985,102.345204915,784.199130489,12.7428,12.7426491,1324.48015741,-12.8038,0.198647,0.974275,50.393459674,147.953,1148.93690837,784.199130489,215.957,0.114655139546,12.7428,0.0,12.7426294599
986,1007.97402243,852.669300116,986,87.5687706974,852.669300116,12.744,12.7445521447,1226.44955519,-12.8034,0.1639,0.976944,145.005801879,147.959,717.954876994,852.669300116,215.967,0.107671263093,12.744,0.0,12.7445175416
987,770.16871497,858.45136548,987,84.0724401582,858.45136548,12.7462,12.7469220455,1086.74003223,-12.8072,0.137278,0.977767,453.004629992,148.015,-170.520892424,858.45136548,215.979,0.102881971205,12.7462,0.0,12.7468882943
988,1046.80659077,800.296661946,988,93.7132821142,800.296661946,12.7411,12.7416089132,1186.86915678,-12.8029,0.214271,0.97521,99.623557844,148.071,867.58542578,800.296661946,216.059,0.113954385482,12.7411,0.0,12.7415635358
989,1061.4504249,765.131810142,989,89.3496401298,765.131810142,12.7351,12.7354739672,1116.44589097,-12.7945,0.208065,0.981146,37.5595491574,148.118,1000.01007323,765.131810142,216.147,0.112486246769,12.7351,0.0,12.735409592
990,1146.93574476,792.854980155,990,99.4834451432,792.854980155,12.728,12.7278535759,1236.19098445,-12.7847,0.191103,0.974951,42.8554978051,148.153,1064.91848925,792.854980155,216.198,0.109732553417,12.728,0.0,12.7278242266
991,1015.96806376,917.235864315,991,91.8900389602,917.235864315,12.7246,12.7253513,1110.07515011,-12.7809,0.17797,0.969617,66.2654641514,148.135,892.776535306,917.235864315,216.291,0.106664219624,12.7246,0.0,12.7253340357
992,1031.13720332,764.346715374,992,97.6413536334,764.346715374,12.7228,12.7228600033,1188.61002057,-12.7848,0.183952,0.978884,211.049567851,148.152,416.06225792,764.346715374,216.32,0.106427187267,12.7228,0.0,12.7228147342
993,1112.10177864,881.695776185,993,91.4979578569,881.695776185,12.7353,12.7358689834,1202.94296465,-12.7986,0.120851,0.979887,46.4110557969,148.184,1035.27224497,881.695776185,216.397,0.0979194527238,12.7353,0.0,12.7358583254
994,718.437990014,826.751667996,994,89.2118503678,826.751667996,12.7326,12.7328856497,1139.07880583,-12.7944,0.154202,0.986,453.213436544,148.246,-123.918306402,826.751667996,216.528,0.1047205928,12.7326,0.0,12.7328393953
995,943.029825794,816.365752791,995,86.0038396573,816.365752791,12.7232,12.7232520245,1152.41758118,-12.7818,0.23178,0.981293,252.833158645,148.303,223.699154846,816.365752791,216.561,0.117394392936,12.7232,0.0,12.7232260336
996,703.326580533,840.718326067,996,82.5924167602,840.718326067,12.7158,12.7162317808,1180.68440817,-12.7776,0.20321,0.987084,602.503858424,148.368,-471.902285307,840.718326067,216.596,0.113163773657,12.7158,0.0,12.7162001475
997,1137.55466109,833.687513037,997,98.8470248967,833.687513037,12.7126,12.7129353102,1250.03161619,-12.7711,0.156345,0.977108,63.6920994949,148.417,1034.37455943,833.687513037,216.648,0.105680054138,12.7126,0.0,12.7129161747
998,675.608683518,858.443667501,998,89.5273573646,858.443667501,12.7207,12.7209076989,1227.41778506,-12.781,0.135757,0.981291,634.360034605,148.478,-449.522420359,858.443667501,216.688,0.103998220676,12.7207,0.0,12.7208942414
999,1248.44443227,829.895722315,999,106.537999829,829.895722315,12.7182,12.7185579329,1309.71583556,-12.7807,0.18207,0.971013,34.6479049287,148.51,1196.9786401,829.895722315,216.738,0.111078288771,12.7182,0.0,12.7185295456
1000,1103.60256763,914.492793347,1000,98.3464368312,914.492793347,12.7105,12.7106869111,1168.11060994,-12.7727,0.211333,0.977789,45.6078669802,148.561,1007.6561236,914.492793347,216.75,0.115132831486,12.7105,0.0,12.7106348636
1001,550.939875794,877.927961273,1001,84.9125808162,877.927961273,12.7067,12.7071883233,1073.91243754,-12.7639,0.221927,0.977208,487.980389023,148.592,-207.04337442,877.927961273,216.867,0.115731369404,12.7067,0.0,12.7071449621
1002,1004.42618193,797.483982328,1002,92.525582911,797.483982328,12.7058,12.7058418525,1091.9882276,-12.7682,0.185774,0.965673,100.916414563,148.659,725.964752013,797.483982328,216.899,0.109057459292,12.7058,0.0,12.7057937847
1003,773.244559471,849.860451805,1003,91.0031940169,849.860451805,12.706,12.7067383632,1057.03770286,-12.7688,0.166325,0.977016,280.575892323,148.681,170.992638591,849.860451805,216.986,0.108114250151,12.706,0.0,12.7067054477
1004,989.509917093,790.043203141,1004,92.7866187873,790.043203141,12.7057,12.7063153438,1171.04160018,-12.769,0.209676,0.96949,283.247411445,148.688,151.164495248,790.043203141,217.048,0.117195745028,12.7057,0.0,12.706251375
1005,394.580199998,865.950978199,1005,64.9078921961,865.950978199,12.72,12.7201684103,1029.77803154,-12.7812,0.126111,0.981263,625.001983892,148.707,-555.172604435,865.950978199,217.11,0.103688104628,12.72,0.0,12.7201499848
1006,830.711086256,686.882984848,1006,84.2285717059,686.882984848,12.7191,12.7196264517,1059.24464191,-12.7779,0.150668,0.97801,286.252445474,148.718,167.45335933,686.882984848,217.205,0.106896546938,12.7191,0.0,12.7195897289
1007,1084.31829592,750.925362572,1007,89.8074347997,750.925362572,12.72,12.7202662847,1254.37091602,-12.7773,0.149244,0.970005,80.9152189388,148.727,931.241051934,750.925362572,217.247,0.106062984791,12.72,0.0,12.7202358829
1008,959.003335465,794.609048181,1008,83.8774361626,794.609048181,12.7055,12.7059603967,1005.42785565,-12.7614,0.211633,0.956241,30.7854927099,148.763,907.917626032,794.609048181,217.303,0.114132274708,12.7055,0.0,12.7059131961
1009,1120.09323768,716.813427508,1009,91.4635492208,716.813427508,12.7031,12.7033359842,1178.06773187,-12.756,0.156373,0.963858,53.3080382001,148.808,1035.45362838,716.813427508,217.4,0.108689209089,12.7031,0.0,12.7032853951
1010,992.458824394,725.440020392,1010,84.9938576656,725.440020392,12.6888,12.689451445,1075.15868702,-12.746,0.195825,0.967098,44.3545222405,148.857,939.46010026,725.440020392,217.465,0.116254413524,12.6888,0.0,12.6893959636
1011,1022.3333469,762.180326327,1011,82.7211437641,762.180326327,12.7011,12.701378809,1124.90529783,-12.762,0.14674,0.969471,54.9598095228,148.859,941.163957769,762.180326327,217.537,0.10894042193,12.7011,0.0,12.7013511684
1012,1109.86067396,854.252085397,1012,98.58419771,854.252085397,12.6987,12.6988332512,1179.03137181,-12.7602,0.197016,0.972641,37.024228205,148.889,1055.67356501,854.252085397,217.549,0.113281790853,12.6987,0.0,12.6988059152
1013,1159.67335543,781.054899767,1013,97.089332392,781.054899767,12.697,12.6973920966,1248.02182965,-12.7597,0.181734,0.962416,47.4563543044,148.928,1095.87072825,781.054899767,217.614,0.11143089095,12.697,0.0,12.697348368
1014,1140.93248485,804.029256076,1014,97.0112164277,804.029256076,12.6938,12.6940054224,1257.26209375,-12.7555,0.202998,0.969519,67.8713461668,148.949,1036.85747772,804.029256076,217.639,0.115692132962,12.6938,0.0,12.6939548236
1015,901.629069492,768.288340083,1015,86.3760042905,768.288340083,12.6958,12.6963231303,1198.67591173,-12.752,0.147212,0.976987,381.282020202,148.986,32.7189690659,768.288340083,217.629,0.107283498071,12.6958,0.0,12.6962873354
1016,1102.9836534,837.897147115,1016,91.1051480311,837.897147115,12.695,12.6951668136,1176.30058782,-12.7551,0.167786,0.973926,67.8160867137,149.016,972.66242364,837.897147115,217.642,0.107649129304,12.695,0.0,12.6951252117
1017,1085.17960618,822.546793731,1017,93.7654788517,822.546793731,12.6932,12.6933678814,1134.23564352,-12.7518,0.191344,0.973547,37.019979414,149.071,1016.52319873,822.546793731,217.681,0.110860528809,12.6932,0.0,12.6933109043
1018,1086.49371243,921.695959484,1018,100.915819315,921.695959484,12.6926,12.69329262,1143.42827609,-12.7518,0.161018,0.976539,43.3837715494,149.076,982.008150898,921.695959484,217.753,0.10753549869,12.6926,0.0,12.6932399915
1019,1125.93796308,872.226201923,1019,97.8966542794,872.226201923,12.6847,12.6852673387,1200.77070193,-12.7384,0.160896,0.968493,52.4577793884,149.082,1021.19566191,872.226201923,217.832,0.105431394566,12.6847,0.0,12.6852446965
1020,1136.05028371,825.270247378,1020,100.374295602,825.270247378,12.6853,12.6852617309,1279.05663939,-12.7416,0.113453,0.961514,73.8792727185,149.141,1007.65802201,825.270247378,217.912,0.0988300056415,12.6853,0.0,12.685249667
1021,1088.54985862,754.161350539,1021,90.1026175572,754.161350539,12.6797,12.680105223,1203.7986448,-12.7358,0.170728,0.956628,59.9379078988,149.158,990.377818558,754.161350539,217.976,0.10946781207,12.6797,0.0,12.6800848052
1022,1064.40506354,797.84350736,1022,93.703287621,797.84350736,12.684,12.6841908994,1110.77646984,-12.7408,0.167409,0.963684,38.4742174015,149.193,997.503151855,797.84350736,218.029,0.108059497182,12.684,0.0,12.684166603
1023,1068.29957822,815.517394433,1023,89.8588252706,815.517394433,12.6822,12.6826778641,1151.29034404,-12.7411,0.155682,0.969411,50.2612702683,149.258,1002.483924,815.517394433,218.107,0.1092594681,12.6822,0.0,12.682644212
1024,1137.40896303,766.587183654,1024,85.8915716648,766.587183654,12.6804,12.6808629126,1286.91655984,-12.7409,0.178923,0.960519,80.4742821455,149.276,1015.43979656,766.587183654,218.208,0.112583007323,12.6804,0.0,12.6808395074
1025,1145.04714272,804.341493215,1025,84.4534095621,804.341493215,12.6912,12.6913372379,1232.59086481,-12.7479,0.156459,0.961166,55.3091888386,149.261,1052.85468628,804.341493215,218.331,0.10879068626,12.6912,0.0,12.6913116479
1026,1276.15720107,800.688403489,1026,110.903256955,800.688403489,12.6803,12.6809426514,1315.2796729,-12.737,0.212557,0.974709,31.2576156577,149.282,1203.29681218,800.688403489,218.366,0.116164702131,12.6803,0.0,12.6809080209
1027,1182.39238427,847.428549566,1027,104.275742351,847.428549566,12.6831,12.6833144319,1252.0493161,-12.7367,0.15048,0.974115,38.8791118616,149.327,1127.94230401,847.428549566,218.414,0.105007963118,12.6831,0.0,12.6832759202
1028,1207.08692372,872.686166727,1028,104.449297792,872.686166727,12.6777,12.6779083713,1300.38676241,-12.7317,0.140257,0.969482,68.2290287552,149.343,1074.24419675,872.686166727,218.51,0.104435287921,12.6777,0.0,12.6778812931
1029,1087.53841742,897.527927563,1029,98.4901953702,897.527927563,12.6742,12.6744776211,1152.87105932,-12.7282,0.176128,0.980595,35.7831059165,149.359,1034.70284677,897.527927563,218.583,0.110410325798,12.6742,0.0,12.6744379518
