AverageQLoss,MinReturn,AverageY,MaxReturn,AverageDiscountedReturn,AverageAbsY,AverageReturn,AverageQ,MaxEsReturn,AverageEsReturn,PolicyRegParamNorm,AverageAction,AveragePolicySurr,AverageAbsQ,Epoch,QFunRegParamNorm,MinEsReturn,Iteration,StdEsReturn,AverageAbsQYDiff,StdReturn
0.00243131,-2.53470271696,0.00663157201931,-2.44960230589,-0.248171594454,0.0306245491173,-2.48193961119,0.0107577,86.7605658829,3.0889302033,10.2623,0.0248442,-0.0180969,0.0368348,9,10.3158,-32.8172741431,9,49.7251374582,0.0368593218816,0.0296926453491
2.30213,-0.11874653895,0.0215087685018,-0.11743523649,-0.0118354982486,0.0517475271622,-0.118279514712,0.0124266,80.1132025988,27.0820465033,11.9174,0.00118398,-0.0486184,0.04824,10,12.7458,-25.9491095922,10,53.0311560955,0.0535554221486,0.000347694201051
4.29615,-1.79601377752,0.0323293608388,-1.6811987112,-0.177351544227,0.133597924142,-1.7696138864,0.0258323,89.6353263186,56.8970044253,12.9233,0.0177139,-0.0821286,0.134922,11,17.6573,-8.21135675741,11,46.038809208,0.113271094533,0.0392770693637
3.90226,-0.958203965817,-0.0317099595385,-0.956282504035,-0.0958054329797,0.341274966712,-0.95706877066,-0.0362602,85.5215484964,54.9778893685,13.3797,0.00958027,-0.0162489,0.33841,12,23.7378,-5.75881323972,12,42.9475728117,0.133423277643,0.000454954597828
2.86676,-0.461077113937,-0.0409633872893,-0.453930699766,-0.0456529970509,0.468944129347,-0.456125054007,-0.0412159,81.3448607587,37.0335251859,13.8289,0.00456582,-0.0137036,0.47474,13,29.4877,-7.27781038692,13,44.3113355728,0.124172453266,0.00267002489284
2.14489,-0.113395994622,-0.0126923773359,-0.113381867801,-0.0113500486293,0.593934749185,-0.113387145645,-0.0158018,-5.75939592561,-5.75939592561,14.4174,0.00113501,-0.0418772,0.59691,14,35.2329,-5.75939592561,14,0.0,0.120490281041,4.05596249883e-06
1.02613,-0.0714817925499,0.0340574582817,-0.0714695573504,-0.00715488835396,0.645275572204,-0.0714760925805,0.0318538,80.6961045804,22.9996743426,15.1308,0.000715476,-0.0898833,0.645657,15,39.0687,-34.6967558951,15,57.6964302378,0.0900382400111,3.23927791916e-06
0.622532,-0.30305708579,0.12424745609,-0.302857636062,-0.0303222696893,0.727868954058,-0.302934046562,0.123799,81.6844486361,35.3449506682,15.8233,0.00303238,-0.182068,0.728623,16,42.3262,-10.9945472997,16,46.3394979679,0.084923589746,5.44020834271e-05
0.305767,-0.00967266587132,0.212220748485,-0.00967266587132,-0.000968192599828,0.802239214098,-0.00967266587132,0.212327,90.9223487271,55.9300202268,16.3477,9.68241e-05,-0.269216,0.802629,17,43.562,-13.1722496417,17,48.8640114843,0.0694659105113,1.73472347598e-18
0.154865,-0.239929005614,0.290879056831,-0.239929005614,-0.0240158701655,0.877539565176,-0.239929005614,0.290962,88.198183944,55.1583290206,16.5848,0.0024017,-0.354004,0.877393,18,45.0463,-9.1665291598,18,45.4901851029,0.0560065335921,2.77555756156e-17
0.30741,-0.284318902137,0.41687615557,-0.284318902137,-0.0284591094846,1.00179111482,-0.284318902137,0.416681,84.1071774176,39.8628368153,17.2117,0.00284604,-0.47664,1.00117,19,46.7351,-4.38150378696,19,44.2443406023,0.0603481248698,0.0
0.324468,-0.315928407543,0.478462171527,-0.31587368757,-0.0316197029608,1.05874811281,-0.315889171701,0.478878,78.7562294039,33.5891382205,17.6723,0.00316205,-0.53823,1.05856,20,48.6554,-11.5779529629,20,45.1670911834,0.0511803240015,1.70273065104e-05
0.573631,-0.0593009568038,0.600535056246,-0.00890672924897,-0.00175196619075,1.18181127387,-0.0290702774897,0.600129,88.5278560487,54.3748344947,18.3055,0.000290994,-0.662054,1.18204,21,51.1129,-8.70331720247,21,44.6540227997,0.0657523717285,0.0175921145314
1.07055,-0.884093431223,0.652107501528,-0.85369426397,-0.0871400905958,1.26753894058,-0.867523133895,0.650779,89.0798104687,44.2151639031,18.7945,0.00868392,-0.71363,1.26706,22,53.6942,-0.649482662525,22,44.8646465656,0.0714557200723,0.0114352645808
0.16046,-0.514996416339,0.817359092122,-0.514880249499,-0.0515206495421,1.48422276396,-0.514937784743,0.816193,93.0314352686,65.4850520079,18.9022,0.00515453,-0.892045,1.48362,23,57.2733,-11.3971024144,23,44.4208694052,0.0472482839258,3.04701462002e-05
0.424058,-0.0170393501905,0.941187242647,-0.00623676934224,-0.00146846059889,1.64126976595,-0.010504165078,0.939889,94.6928982754,66.5148062664,19.6249,0.000105147,-1.02471,1.64049,24,60.156,-4.23009188996,24,41.0561742161,0.0620165483998,0.0038725273123
0.623675,-6.71235150306,1.21674499959,93.0032564865,-0.529217904291,1.92130811235,42.763758447,1.21547,94.7966079719,71.8352276787,20.6639,0.0830956,-1.30978,1.92031,25,62.8828,-6.61485875269,25,39.2715910769,0.0771853380358,48.691924345
0.966915,-7.23533624848,1.50091658091,90.7972214677,-0.690561719442,2.1908484182,37.2183043808,1.49921,89.4942642722,43.4495208139,21.5398,0.0887091,-1.60133,2.18844,26,65.0,-2.59522264452,26,46.0447434584,0.0891426078398,48.4904986293
1.31702,-0.251019377143,1.61995176589,97.1573334818,0.0344118411413,2.28747999191,55.7674939048,1.61791,93.7208884686,69.1531181813,22.2786,0.0301125,-1.72511,2.28488,27,67.2539,-21.1333570886,27,45.1719552885,0.0964839207376,47.2671125698
1.22486,58.2303150553,1.89446247603,89.94120023,-2.43902407893,2.51900184556,75.4355848117,1.89196,97.7770319778,91.3015718169,22.8498,0.46119,-2.01411,2.51308,28,69.1117,81.0351796854,28,6.27682962798,0.121472161644,7.68997367509
1.49999,-7.27751437853,2.29293837014,-6.40635092335,-0.697844839327,2.87584591505,-6.80590419454,2.2916,96.0970182727,89.1777602834,23.3671,0.0681272,-2.42744,2.86623,29,70.6401,82.9522694989,29,4.86768684759,0.150407603661,0.2781593872
2.0795,-3.68299682832,2.54959446254,92.2248422611,-0.359186764389,3.09342104124,39.4433581848,2.54966,92.6094249906,66.5985788198,23.6658,0.0627413,-2.71065,3.07942,30,71.6604,-1.13403715469,30,39.1955636258,0.173292573236,47.1335996294
2.10913,-4.60745690458,2.9013661409,93.7447778744,-0.0184386624396,3.39832275646,7.95217476506,2.89851,97.6072627823,91.8993375976,24.2201,0.0114708,-3.0771,3.38086,31,72.9282,88.6916263438,31,4.04643427811,0.182090055195,27.1594820415
1.50047,-7.28055084295,3.06395934439,96.0279782987,0.0343660079637,3.52261971079,53.698042401,3.06251,90.73915902,62.9593403449,24.8409,0.0526339,-3.27313,3.51909,32,74.3201,-11.8134883133,32,43.2303427928,0.189040172434,46.8008347759
0.968866,-0.098476724381,3.45629571651,-0.0895761331567,-0.00956908069687,3.87524658559,-0.0961375942511,3.45584,91.512868532,65.1976936219,25.4843,0.000962338,-3.67432,3.87478,33,75.225,-0.404619295422,33,37.9888437837,0.190257048865,0.00239767705857
1.83898,71.0617958768,3.88526722934,87.9860097392,4.88833113687,4.29520460381,81.8552477032,3.8842,94.2466136108,69.9548510678,26.065,0.791248,-4.12397,4.2909,34,76.3973,-1.49391823558,34,36.0857446998,0.243043426279,4.40558231242
1.69989,-99.8999008419,4.19184444985,62.5927440458,-9.47140788181,4.6274902315,-23.8488370534,4.19366,98.0037957196,90.4110132182,26.5262,0.989067,-4.4659,4.62335,35,77.3867,76.4829411017,35,8.3283777741,0.247476886019,71.4675905877
1.99973,-0.0429233451126,4.54254934743,-0.00432609543782,-0.00112178614007,4.97768206198,-0.0135661245823,4.54356,94.4435372121,89.8794414427,26.8071,0.000135797,-4.84399,4.97373,36,77.9111,82.7368377183,36,4.87368115209,0.257277260162,0.0112963226154
3.09734,-1.02193123353,5.15933422215,-1.00902494306,-0.10127697325,5.56671495616,-1.01282449214,5.15913,92.928050134,72.2299096578,27.1439,0.0101384,-5.4844,5.55428,37,78.8203,-5.98088404937,37,39.112613369,0.297484449063,0.00492344722149
1.39429,-0.0268433478257,5.77614955705,-0.00331974948266,-0.00126437346837,6.14211568684,-0.00977437972,5.77526,95.5466259825,78.0155720039,27.6297,9.78416e-05,-6.12437,6.14715,38,79.3415,-10.5502317016,38,36.192169256,0.257502224615,0.00720284178091
3.04886,-0.826421135636,6.36576625625,-0.728146645371,-0.0785708388231,6.69818453133,-0.7842001252,6.36585,95.5790188863,75.7761320006,28.2316,0.00784985,-6.76197,6.69319,39,79.8156,-4.14910866157,39,35.8134025289,0.313592006873,0.0336436422407
2.28874,-0.783462357132,7.06865333863,93.3166518906,3.69011479389,7.36702641334,32.6202568791,7.06616,94.1487925079,76.6072244032,28.9738,0.0424463,-7.50918,7.36987,40,80.3683,-1.76446645451,40,35.0704349444,0.300040556175,44.7772318163
2.42016,-4.05999982152,7.56046766445,94.9487976998,12.0299762712,7.84622531877,41.6440988606,7.55836,93.9646446022,80.1346237649,29.611,0.0916927,-8.01398,7.85125,41,80.6405,-6.23884918976,41,32.6814821447,0.307436130972,48.4669174552
2.42733,89.2186487259,8.25275717065,95.1068170219,31.4731943725,8.51880335856,93.166088563,8.25182,95.1337608761,79.4296671535,30.1958,0.628154,-8.74536,8.52154,42,80.6624,-1.06452202703,42,32.8911080666,0.321364667993,1.70325242607
2.48571,90.7519751061,9.16973137358,93.5001942772,25.5256829476,9.41754284575,92.9355989322,9.16631,95.323364312,93.0193117942,30.636,0.562676,-9.69476,9.42691,43,80.9922,90.9609518494,43,1.44411325073,0.337874281883,0.807124500837
2.66902,91.9192225984,9.92358462057,93.2191758194,25.1520853311,10.1503778345,92.9760364316,9.92422,98.3023839385,92.9454220641,31.038,0.557236,-10.4943,10.1635,44,81.2956,87.2767951027,44,3.10917654804,0.362017170375,0.25512946217
3.3689,90.7227526846,10.8551607835,92.8590583079,22.7857976609,11.0550128012,92.3143148909,10.8548,94.4629534299,92.4169323624,31.3053,0.566362,-11.4446,11.0704,45,81.6002,88.818725285,45,1.49089100184,0.392034601639,0.406453160212
2.92733,90.544256736,11.8336181585,93.6743109015,24.9742112755,12.0180721956,92.9872603337,11.8346,93.2412572998,88.657666496,31.6698,0.548902,-12.4583,12.0334,46,82.5636,83.4378802598,46,3.67064766936,0.41078416233,1.01381250116
2.51713,83.4971655787,12.2666192376,93.6679582429,23.7324022239,12.4292202808,92.6027250375,12.2671,94.3500521985,90.1028460625,32.0762,0.561183,-12.9292,12.4488,47,83.8627,85.6490200941,47,3.03900497256,0.402003970127,1.34675738611
3.57453,-0.529068016948,13.2951363574,93.313160468,13.8310821217,13.43095576,67.5811006473,13.2936,95.3976784439,91.9359821293,32.5268,0.173833,-14.0047,13.448,48,85.4589,87.1021916796,48,2.57257521609,0.428434771499,40.3231406172
2.33321,-0.0195436155245,14.2376183162,92.6881005368,11.0577614373,14.3581722372,59.6077661742,14.238,95.1562701231,74.7652686484,32.8887,0.123596,-14.9775,14.3836,49,87.0051,-8.88384113831,49,37.4904002917,0.421455611596,43.5532436158
2.67317,-0.384906154891,14.863431388,91.8813725026,11.1306109739,14.9718066025,59.8568815765,14.8635,93.7689833987,76.2255664627,33.3976,0.154856,-15.6597,14.997,50,88.1735,-5.18502161163,50,36.4380891169,0.434349732579,42.5947510428
2.86731,-1.51103631988,15.8998868474,90.7622246033,2.29818369113,15.9941652169,44.6259218889,15.9003,93.1064154627,74.8530587905,33.7828,0.126844,-16.7351,16.0175,51,89.0856,-8.24322312753,51,37.2114566056,0.436190538435,43.2332671506
3.21108,-8.40175630943,16.8850826705,-6.99525235937,-0.982501544554,16.9658395588,-7.50729037033,16.8845,96.037304461,90.2835682708,34.2124,0.075148,-17.7644,16.992,52,90.2054,85.9581134653,52,3.53522297419,0.482608876733,0.532012820398
2.75456,-1.00459288185,17.8154668698,-0.734016976151,-0.133798722669,17.8812151957,-0.797819950418,17.8165,83.8975221694,38.9866667941,34.5508,0.00798618,-18.7205,17.9112,53,91.5198,-5.92418858122,53,44.9108553753,0.506695206672,0.0692450138028
4.18336,-3.02467128926,18.4463218468,-2.88068664349,-0.351881392939,18.4960898427,-2.96757254741,18.4509,92.0064715936,50.3088513607,34.7637,0.0297054,-19.3289,18.5366,54,92.5919,-20.8124104076,54,50.5393447056,0.630810182473,0.0432121757281
5.18197,-0.41537484771,19.2832589644,-0.116977560763,-0.15594846073,19.3257804788,-0.276030954343,19.2856,60.8319006443,26.3836405808,35.0437,0.00276307,-20.1305,19.3691,55,93.6208,-8.0646194826,55,34.4482600634,0.631334394329,0.0888246062422
7.68573,-70.0912899073,19.9248725365,-1.79138521071,-2.64705520307,19.961446564,-11.3033482603,19.9252,91.1261860548,63.0394028303,35.3921,0.113147,-20.7511,20.0072,56,94.3573,-1.85631577232,56,38.2813369424,0.734307125433,19.4378262266
8.04314,-4.00248272915,20.7201183953,-3.23404820729,-0.4904780905,20.7548286829,-3.77628101367,20.7202,-1.82884943531,-1.82884943531,35.9336,0.0378006,-21.5546,20.8063,57,95.0677,-1.82884943531,57,0.0,0.747417617423,0.212159034627
6.78748,-6.54744735818,21.3325413722,-5.88289917521,-0.637987730486,21.3640236379,-6.17829877595,21.3295,90.4185778465,28.2924526213,36.3841,0.0618448,-22.1459,21.4089,58,95.8069,-33.8336726039,58,62.1261252252,0.695879865689,0.156487836242
6.82518,-82.0072015063,21.8983883939,-13.7519860157,-3.67564025069,21.9324859649,-38.4031899575,21.8957,-35.629597462,-35.629597462,36.8813,0.384416,-22.7158,21.9842,59,96.5757,-35.629597462,59,0.0,0.698399076042,32.3831595888
8.15703,-29.0912458023,22.2368458718,-16.7419129222,-2.09776676026,22.2710613787,-18.3156032404,22.2336,-44.888916621,-51.4077131368,37.4498,0.183339,-23.0211,22.3206,60,97.1743,-57.9265096526,60,6.5187965158,0.730945983138,3.42319146421
6.87093,32.6750834626,22.9015314826,36.8724490018,-6.70477277576,22.9407128621,34.0589903291,22.896,85.6298866439,61.4191985902,37.9418,0.90286,-23.6416,22.9857,61,97.4743,-0.113259804239,61,35.6235557211,0.713500121275,0.958288217653
5.12454,-88.4422439819,23.3550945812,-80.2603961033,-6.91788522145,23.4028830086,-85.4870720965,23.3495,97.0279855394,90.9207685153,38.4712,0.855726,-24.062,23.4486,62,97.9151,88.0677261371,62,3.58705838687,0.675763546962,2.90664754238
6.25434,59.8339915677,23.9005803959,74.5761190525,-3.0134375135,23.9536566996,71.7217843255,23.8976,83.9737216349,55.5246143519,38.8225,0.921478,-24.5716,24.0004,63,98.4705,-20.6336298487,63,44.1105828131,0.696311499571,4.07262083484
4.86087,88.690292528,24.7126820379,93.4652651201,37.411924166,24.7774449875,91.9159304631,24.71,97.3733072489,87.4019021175,39.0492,0.921308,-25.3485,24.8322,64,99.0484,74.956349044,64,7.64862914128,0.662103555282,1.73585456022
4.05003,89.5360944419,25.4658044211,93.5086066806,41.0891614974,25.5445425383,92.4220056002,25.4637,94.7630242831,91.0877715723,39.1372,0.957427,-26.0595,25.6027,65,99.7113,85.4430110872,65,3.16460661505,0.627937698585,1.27188197069
4.458,86.408733125,25.9966249478,93.795224098,37.3453549656,26.0799858924,92.0085307295,25.9979,93.9550165825,87.2229035225,39.5023,0.884753,-26.6131,26.1395,66,100.46,79.2033835817,66,4.45001287125,0.641044851368,2.93090156791
2.87903,86.8634916143,27.0026424492,93.0000933124,37.7105040288,27.0895979404,91.582527162,27.0045,96.7517654356,94.3695029454,39.5549,0.963769,-27.618,27.1481,67,101.119,93.6341727444,67,0.810088103227,0.630322689687,2.2580372086
4.60478,91.9061637216,28.0668226886,92.346576096,39.9198921644,28.1563296914,92.1267709768,28.0655,97.6948694459,93.6897404712,39.6183,0.988468,-28.697,28.202,68,101.865,89.4378850957,68,2.05905661173,0.653396672225,0.104953068167
3.25843,91.8641502919,28.6536656766,92.5018707623,40.2790616558,28.7362205002,92.1809661033,28.6542,95.6435148441,93.8508608004,39.7163,0.990936,-29.318,28.779,69,102.668,92.0003810316,69,0.915455789521,0.59202317623,0.120049206041
4.61251,91.6982503209,30.1671003263,92.4000175235,39.7068203048,30.238920337,92.0739385914,30.1693,96.6659948856,93.4430690126,39.7791,0.990065,-30.8931,30.2752,70,103.307,89.8336724831,70,1.67463142236,0.646954826005,0.132456655465
3.99194,91.9400162864,31.0242368286,92.5000014663,40.3057106231,31.0902611993,92.1804833537,31.0241,97.2415551258,93.2163901075,39.8802,0.991789,-31.8152,31.1205,71,104.122,86.9364837691,71,2.43154331128,0.659658408298,0.103867262061
2.65028,91.7299716042,32.2744450045,92.5000022292,39.8465504651,32.3355383564,92.0894998349,32.2745,95.827247106,93.425297469,39.9568,0.991764,-33.1351,32.3643,72,104.907,90.2206606615,72,1.2924431662,0.625225366372,0.14759882307
