AverageDiscountedReturn,AveragePolicySurr,AverageAbsQYDiff,QFunRegParamNorm,AverageReturn,Iteration,MaxReturn,AverageQLoss,AverageY,AverageAction,MinEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsY,MinReturn,StdEsReturn,Epoch,StdReturn,AverageAbsQ,AverageEsReturn,MaxEsReturn
218.194911852,-357.159,7.15913497251,175.001,1071.06422459,573,2247.09762378,386.032,352.215795793,0.858625,10.4505506434,84.255,352.222,352.270696389,584.345948799,393.904863671,573,370.23646216,352.48,231.091753591,1297.75825888
228.736795207,-356.807,6.87880499229,175.14,1949.09333835,574,2832.41701545,341.16,351.994280973,0.9112,4.73239225611,84.3302,351.96,352.049308504,702.729659626,418.57653239,574,769.9442292,352.195,361.708553758,1140.87146065
198.275215752,-356.436,6.81811026379,175.235,648.636281866,575,2544.00421876,331.038,351.487652198,0.895969,10.629993894,84.3793,351.489,351.539686426,94.3041876626,240.519257169,575,452.760936855,351.737,229.236177231,690.435655098
234.481660105,-357.533,6.81169953428,175.34,1536.16936936,576,2883.36524458,348.612,352.670593271,0.905521,5.12217698081,84.5001,352.652,352.720560221,700.352581803,164.350648459,576,735.573395459,352.856,128.723668791,463.490298874
168.990996858,-357.681,6.60170244469,175.471,381.33174213,577,1028.38272717,303.374,352.747292976,0.869692,6.29261022604,84.5218,352.705,352.785508412,267.537442865,250.680533224,577,190.354057498,352.936,269.308815394,832.141042921
235.371045587,-358.243,6.57582048792,175.597,1691.86638993,578,2842.26058953,296.617,353.402543786,0.91009,6.25606404426,84.6027,353.411,353.453742403,586.651887271,295.247349593,578,594.785764251,353.641,232.299456793,1120.72123758
227.595338276,-357.144,6.83035596082,175.71,1151.88325875,579,2449.73460446,345.888,352.268282939,0.894346,5.09018634674,84.6721,352.256,352.316795401,687.409367428,121.428528084,579,416.506533893,352.448,138.446779332,374.270539644
222.244528675,-357.197,7.03733908468,175.822,1228.34890774,580,2607.88164627,362.317,352.338024748,0.878247,8.14676622485,84.7001,352.339,352.38157473,543.757745936,330.575169358,580,615.892220072,352.534,232.891854983,1103.81116081
238.20673241,-356.877,6.89854976005,175.988,1408.1298165,581,3021.43164278,353.134,351.979908896,0.911737,8.59825939539,84.8058,351.946,352.038241106,757.407875028,248.928491689,581,642.642002685,352.206,226.599235008,818.559830262
243.222910232,-356.381,6.85431163049,176.033,2425.24133876,582,2964.78407282,338.926,351.595857602,0.913115,5.73359584242,84.887,351.605,351.653543387,1273.96731367,347.834608794,582,564.702603766,351.816,220.092794904,986.787590643
183.771069677,-356.791,6.82424363733,176.101,811.210213786,583,2191.96908297,349.329,352.064811219,0.91548,4.38729048417,84.9187,352.047,352.124149493,33.6789841002,208.05752109,583,527.669190964,352.241,137.340826858,770.017037618
236.83808086,-357.486,7.02402850573,176.301,1600.85954359,584,2752.34849918,381.084,352.767927071,0.906693,5.94051451088,84.984,352.744,352.829606562,591.260795398,230.694202023,584,575.661318904,352.975,198.889169811,795.963546121
225.734213228,-356.323,6.64937533126,176.44,763.503816245,585,1411.30432139,303.367,351.475732342,0.869006,6.09279248388,85.0671,351.454,351.539161708,551.917870416,172.990299512,585,176.130059286,351.653,154.031294654,552.183100496
213.366162261,-356.733,6.77638178703,176.535,856.997766875,586,1997.86909309,363.586,352.043572027,0.871054,4.48271926644,85.1121,352.042,352.097865011,67.611174099,157.315808462,586,407.493655333,352.257,141.407829736,505.339808953
231.157269562,-356.387,6.9668536866,176.696,1640.53755053,587,2802.86864208,356.271,351.590666683,0.881896,5.20093661263,85.1968,351.581,351.653446407,735.694202109,133.041214072,587,690.55605973,351.792,102.560540467,459.837967789
229.97378933,-355.34,7.01212103797,176.758,1074.87032388,588,1767.93773716,372.947,350.374882432,0.887871,31.4471227761,85.2166,350.36,350.458917653,323.070504917,391.548425277,588,323.874459582,350.627,408.1888696,1157.31589165
242.18335547,-355.721,6.80760596226,176.803,1406.89111278,589,2612.57725914,335.274,351.037381499,0.8882,4.90602518922,85.2882,351.019,351.096134687,1036.33657593,178.268858701,589,417.423306536,351.251,210.48022019,486.921309843
83.4343574715,-355.772,6.52726300903,176.937,208.819755518,590,1941.1220915,315.747,351.121170396,0.818658,7.42222268468,85.3412,351.104,351.176783533,79.9754787956,164.874683795,590,379.754069056,351.322,175.094495329,536.921549262
249.405779576,-355.372,6.6731901498,177.079,1724.70558999,591,2881.52538896,312.351,350.360739817,0.928545,9.24670810092,85.4059,350.343,350.426940258,1076.66191871,171.95588541,591,547.769844131,350.57,184.501491684,597.807023324
232.25865472,-355.621,6.86395203514,177.177,1203.70507222,592,2897.34342878,343.622,350.478432923,0.861044,7.43872151113,85.4617,350.458,350.535705268,544.107764713,232.767736807,592,497.37372664,350.685,290.986376771,820.170709297
230.267063974,-355.501,6.82104200051,177.326,1089.8657824,593,2957.8070765,321.572,350.36012258,0.87711,5.22474673111,85.5416,350.347,350.40838438,603.642931441,248.633510407,593,504.956092921,350.574,182.999631147,805.900080525
193.56129076,-355.816,6.80420206903,177.494,425.836980542,594,803.395901876,338.423,350.839765804,0.852184,8.38238517699,85.6354,350.832,350.894375784,354.793100643,288.737035866,594,64.496613246,351.083,254.071655984,891.897364988
209.4707389,-357.301,6.51422756442,177.676,941.039200804,595,2595.02175472,294.798,352.315692974,0.890184,6.44457687009,85.702,352.302,352.361794878,175.228391032,225.430283636,595,529.463746025,352.491,181.033161614,742.107814962
218.933812264,-355.816,6.86242589521,177.766,1538.29300392,596,2922.16802961,350.11,350.746314216,0.880653,5.79542013919,85.7864,350.741,350.82582788,496.289388797,207.801664368,596,773.206209541,351.003,274.327672433,606.215119606
231.909323427,-356.516,6.65221375894,177.891,999.431511346,597,2821.81434593,316.348,351.69372801,0.87957,7.13919645474,85.8584,351.684,351.762948877,576.80239668,374.062933379,597,665.565210192,351.936,278.90976519,1127.45349593
250.812148128,-357.287,6.98172567558,178.075,2623.27109256,598,3148.65347435,383.072,352.433573781,0.910117,18.6697703677,85.9102,352.415,352.49650138,1235.22105445,411.927140002,598,600.733133396,352.644,345.380761529,1119.15379834
239.143813977,-356.247,6.89940403493,178.254,1228.54160228,599,2116.39181014,344.104,351.35309427,0.897744,9.10332694517,85.9704,351.338,351.470474449,588.033330631,135.653389494,599,308.151317467,351.626,204.008487378,425.476798043
221.392600131,-356.582,6.44800808863,178.358,877.914743654,600,2041.13296556,296.685,351.541086869,0.873316,73.9622820625,85.9877,351.512,351.622800337,239.249745723,156.539025177,600,457.981224018,351.741,280.661840714,511.86064458
239.659587663,-357.676,6.90338076808,178.58,1156.52330798,601,2638.27597836,351.672,352.758777392,0.90043,12.1057891256,86.047,352.752,352.83382138,443.022521543,191.450265762,601,491.693617067,352.998,170.536826891,778.997642997
224.416180014,-357.617,6.69814787261,178.729,1100.86460034,602,2776.32951453,339.764,352.657796149,0.888649,6.8650305256,86.1934,352.635,352.728455472,452.443646305,177.252661094,602,621.810011081,352.906,157.81669705,644.287164878
243.203041007,-356.689,6.55750993017,178.868,1242.78341605,603,2225.57944996,307.781,351.648292174,0.886898,6.56708404886,86.2397,351.631,351.742841034,576.372605154,151.32585464,603,413.371820835,351.889,172.322736064,577.50678853
248.054834527,-356.609,6.36817410039,179.055,1429.93868187,604,3190.80596553,292.705,351.723030634,0.901943,4.90277649743,86.2977,351.688,351.816581733,910.881598789,253.517077045,604,631.039918827,351.967,231.718525216,675.626538476
222.282353002,-356.351,6.77390221284,179.232,810.17388183,605,1681.0651323,293.175,351.40072215,0.876481,13.9789128907,86.3765,351.414,351.496654378,681.847742928,199.098792477,605,212.605995706,351.753,166.093762996,704.454757725
247.316714904,-356.345,6.90282254643,179.356,1214.6710977,606,2566.78052303,357.554,351.280099924,0.895581,6.1276506422,86.4775,351.269,351.373798489,704.745614433,248.080191636,606,470.346093133,351.578,278.27700947,647.243252983
222.085108536,-355.998,6.61719877592,179.502,1527.82330076,607,2858.43189322,335.068,351.130807495,0.878925,5.33846122883,86.5113,351.118,351.221291706,898.187927439,320.008942685,607,640.98278879,351.371,298.018873095,865.259130664
223.446355828,-356.646,6.80370654688,179.66,2053.95607049,608,3041.43737811,315.359,351.529171774,0.895445,9.27483929235,86.5949,351.494,351.63703057,860.652268745,326.372182838,608,691.215443463,351.776,234.817205671,953.933416645
230.053220566,-357.864,6.60892046434,179.75,1492.20299283,609,2910.84778716,308.944,352.867248334,0.89975,5.64350565264,86.6362,352.84,352.931057494,597.553363096,214.853790714,609,650.911516521,353.081,168.232627748,802.866007075
216.64456568,-357.322,6.7974651343,179.847,959.974421637,610,2265.91461077,342.103,352.331862451,0.871858,7.98765882888,86.7339,352.333,352.402662204,526.040651276,179.21974508,610,443.754894342,352.56,142.01783814,605.763171229
232.847675193,-356.629,6.93671038859,179.998,1041.40716313,611,2087.77506891,367.214,351.844540475,0.937782,16.9492693864,86.8013,351.821,351.905893292,513.662036193,499.297863274,611,394.858161252,352.081,362.540406473,1531.48323312
219.802106495,-357.215,6.71325812679,180.102,926.605312642,612,2083.81652928,299.071,352.119655226,0.920833,11.1853565454,86.917,352.112,352.198469101,562.84791773,314.746555514,612,355.989344884,352.371,286.250507496,917.511287875
207.567300732,-356.957,7.17140721139,180.182,826.929097649,613,1874.58258372,374.742,351.8221453,0.917689,57.4284821283,87.0196,351.815,351.887456943,350.883614133,228.932565371,613,377.562293278,352.074,259.315224818,646.34489367
223.0164039,-356.352,6.93512298803,180.313,1057.42116603,614,2283.0258763,356.159,351.276454553,0.910962,58.810501641,87.0718,351.262,351.341330542,573.646165484,199.985419942,614,480.526728454,351.513,329.847052253,635.384790458
222.416325283,-357.982,6.88227811675,180.481,1501.78291466,615,2793.31645241,346.792,352.832273109,0.916177,13.6186904696,87.1294,352.815,352.904119004,660.202393465,268.847365954,615,635.794437597,353.063,308.110082969,727.502061486
227.528961516,-357.78,6.85407613586,180.652,832.914277928,616,1429.89732442,347.334,352.85372307,0.902112,9.1749413349,87.1788,352.827,352.917060779,549.669470155,168.513527471,616,187.845034061,353.105,171.190666212,568.009807041
224.838140385,-358.177,6.75811544713,180.731,917.044915525,617,2279.59326204,348.232,353.327774104,0.912714,13.2040608628,87.2191,353.293,353.410450829,565.873249348,272.092848539,617,333.786872773,353.552,299.208572929,794.971143447
233.722573606,-357.23,6.94815290171,180.869,1227.12348671,618,2968.92555401,355.184,351.929094984,0.909391,28.5994337949,87.2916,351.934,351.997800007,574.561529536,135.510076874,618,737.216170485,352.235,260.314379349,471.240512152
248.688256716,-358.069,6.57388461451,180.951,1779.70670611,619,3230.89024257,308.528,353.132754453,0.927945,8.06213100368,87.3564,353.119,353.190504801,831.715344668,196.025033542,619,660.755819019,353.324,175.688247742,629.297942945
222.25054513,-357.849,6.84363320282,181.149,906.660645475,620,2450.3585836,312.329,352.926994276,0.897969,9.6475097919,87.3646,352.917,352.988497986,489.450925728,280.846436817,620,440.226875218,353.111,244.921494428,891.482140105
242.224730988,-357.512,7.01326134043,181.249,1109.23667406,621,3059.0731323,364.342,352.587373047,0.91554,6.23595019279,87.491,352.569,352.658794816,582.26800884,400.278258381,621,563.158219707,352.821,315.091426909,1278.2182635
242.255145539,-357.033,6.6364774953,181.351,1385.00800504,622,2986.87770788,312.173,352.276651785,0.927376,9.92802761714,87.5193,352.257,352.328245953,309.274027851,282.43840091,622,522.746934766,352.473,255.094785524,821.655612484
221.692011787,-358.29,6.61321509605,181.402,810.652738705,623,2902.30708066,309.524,353.376123301,0.919473,5.70395223465,87.5841,353.349,353.417399192,373.262066204,197.082851655,623,513.950331207,353.545,225.28549296,655.66671538
187.103796058,-357.715,6.86071045307,181.487,700.831004256,624,2115.51118363,331.951,352.927360329,0.907069,10.3520999552,87.6167,352.938,352.975731148,151.184730251,344.837751411,624,534.692678612,353.172,325.046852142,939.671086757
236.886653764,-358.191,6.62537751263,181.549,1152.91132239,625,2483.68321417,314.926,353.581827535,0.925687,6.27192364039,87.7453,353.563,353.64503294,741.545232809,180.001764699,625,391.546583675,353.758,194.694639938,658.931173352
202.49185855,-357.939,7.02031840528,181.7,1129.36031943,626,3325.19973689,374.284,353.231823472,0.920112,6.59871199823,87.8027,353.236,353.267231976,278.636871517,445.984524615,626,1053.46776042,353.424,237.288853167,1598.19047057
237.102691209,-357.433,6.92021115289,181.854,1239.8463856,627,3158.48555242,367.698,352.634827959,0.88653,7.12753530264,87.8728,352.595,352.67206012,605.870049977,153.997181559,627,695.093068579,352.777,124.341413783,523.357444598
245.020525041,-358.477,6.73650361214,181.973,2078.65581369,628,3354.14604797,319.764,353.551044612,0.922957,6.36216212042,87.9301,353.546,353.607385804,633.862506449,280.404414508,628,933.025612331,353.771,201.221224026,926.332926781
213.954928381,-357.583,6.82849655495,181.994,1198.92684985,629,3144.75776081,347.88,352.631514639,0.924331,33.5953849435,87.9623,352.629,352.696107623,69.8753742344,256.559414179,629,965.352465482,352.872,354.388145069,757.381901504
229.030720087,-357.489,6.82574118825,182.077,930.233821462,630,2410.85667571,369.766,352.842192607,0.888811,10.475834197,88.0332,352.837,352.880206394,543.809798081,610.356787875,630,442.088514839,353.096,416.02948114,1860.20375991
224.500691983,-357.924,6.87349300235,182.28,1842.72569172,631,3150.96237966,348.937,352.920864428,0.917108,63.9483755332,88.0924,352.91,352.989863531,196.694467191,270.852414691,631,1154.425624,353.119,333.528107867,831.4433714
248.050016311,-357.236,6.71337077205,182.392,2843.95959753,632,3218.62080076,328.046,352.193858104,0.926944,22.5729059335,88.1951,352.179,352.258073646,1442.97422061,199.427004552,632,567.839324126,352.412,226.27098617,652.343410298
236.673541786,-358.003,6.72992422149,182.51,2465.84096129,633,3053.2740549,326.608,353.185961208,0.920592,18.9381620336,88.2158,353.175,353.23758324,987.451153754,280.264929687,633,710.129455749,353.364,260.916474496,732.880076404
239.087700107,-357.475,7.03461882053,182.634,2201.27215816,634,3086.75549685,383.88,352.630903505,0.927993,14.0339014495,88.2976,352.609,352.680573093,1177.26568846,269.267697523,634,650.002797136,352.871,460.215449085,855.753157505
246.280316635,-357.322,6.40979377323,182.678,2071.73881929,635,3149.14527598,289.577,352.699065459,0.919902,10.5432669351,88.3171,352.683,352.759627762,1030.3280187,238.888279137,635,794.553348982,352.907,183.084487164,770.202945502
250.052022316,-356.305,6.75553834441,182.774,2226.05881906,636,3083.53916961,315.284,351.40567301,0.929657,6.62054141757,88.4377,351.367,351.462220884,984.088817991,232.749354757,636,687.257975722,351.551,219.960279928,841.28112032
247.403691871,-358.5,6.96616735562,182.801,1475.86543025,637,3166.19399709,355.608,353.755075753,0.927324,10.4637660468,88.4689,353.75,353.812152361,809.885717284,226.980380807,637,589.251713989,353.968,282.394331277,578.779910438
248.220949094,-358.13,6.58507387149,182.827,1430.63667495,638,2344.48970129,335.7,353.431346884,0.916001,10.4093999012,88.4833,353.435,353.493908101,833.708096079,375.403518052,638,437.224963133,353.702,343.783623172,1202.84657603
183.68328384,-357.801,6.96552129454,183.008,824.409197868,639,3156.46586985,345.486,353.012817297,0.911655,45.0923344877,88.5854,352.964,353.049169539,281.977646017,261.390690151,639,970.319098178,353.194,279.066400327,734.879358987
239.223480192,-357.123,6.71241369416,183.132,1629.60690523,640,2895.69286989,348.53,352.392005831,0.92772,7.00366311499,88.603,352.399,352.439471139,865.15768608,239.173587642,640,469.838910715,352.606,169.530054449,754.32129202
231.477631195,-357.693,6.72703083564,183.267,1683.65732887,641,2552.5091679,360.486,352.74825467,0.913831,9.15779696864,88.6759,352.727,352.794795898,835.664970073,209.610874783,641,445.543468862,352.96,212.198753008,763.271607938
233.415296801,-357.872,7.02717160403,183.346,1574.40117074,642,2899.10118403,398.368,353.090081256,0.923541,8.64462496065,88.7027,353.085,353.124267803,707.757498883,264.20175258,642,710.698992989,353.283,294.834191214,691.428530229
248.520564804,-356.463,6.71704371163,183.46,1250.49384922,643,2001.31015424,346.037,351.650076672,0.926149,14.8691856398,88.7823,351.665,351.715195282,901.895847772,362.539924003,643,297.308485486,351.924,277.545718703,1223.30621848
180.97277974,-356.488,6.69478651093,183.494,792.498654368,644,2812.07526782,338.431,351.785133375,0.919104,13.4215277508,88.8154,351.763,351.822346808,200.833533508,320.37085774,644,715.336387299,351.957,364.207175211,948.636054427
241.151797311,-355.997,6.55744113054,183.572,1205.5560593,645,2246.00442661,325.916,351.404107894,0.914359,10.9260140856,88.9294,351.378,351.442943487,494.667479089,244.810608092,645,406.617532234,351.603,284.32040938,764.44469467
238.703491321,-356.741,6.8160969827,183.686,1372.7461467,646,2188.9192447,364.872,352.020309497,0.919522,8.1345910654,89.0097,352.018,352.073361564,560.217592899,215.297504586,646,368.417550695,352.241,160.412941273,784.024130415
221.254008273,-356.313,6.64890211186,183.773,717.589799262,647,1059.47189951,332.83,351.639917121,0.915884,8.66039049,89.1101,351.609,351.691905977,469.390356208,272.769565662,647,185.171936092,351.841,214.18076261,789.857359516
229.104990983,-354.833,6.71677925583,183.927,985.661629145,648,1677.57119574,351.146,350.282006545,0.944296,8.74457037709,89.1832,350.257,350.346139903,515.412026477,273.294728841,648,311.034586534,350.482,310.13004622,837.142437615
238.154473917,-355.85,6.56185035007,184.037,1055.08963593,649,1913.25335907,344.758,351.323482932,0.939201,13.0445861779,89.2029,351.33,351.397115959,678.906057294,258.467343864,649,287.563684399,351.551,183.65332776,847.318050675
234.863805242,-356.118,6.2618397949,184.122,973.315720013,650,2034.20926692,282.619,351.581058142,0.939606,116.110979407,89.2337,351.564,351.63650455,574.846899626,184.226612152,650,376.719511562,351.75,434.658616562,724.249355378
235.15982265,-355.78,6.62954782673,184.273,1102.15476196,651,2162.0158929,320.987,351.101674623,0.93855,10.4351316195,89.2455,351.067,351.145372983,529.435599044,228.426167035,651,376.271697064,351.297,188.902999937,855.25700011
209.146030348,-355.719,6.63796721841,184.401,665.682105733,652,1505.68017844,355.878,350.940194309,0.925863,10.0720696648,89.3001,350.958,350.989405466,382.51223155,470.226103138,652,268.799352258,351.152,403.000218239,1391.8042752
221.490594814,-355.152,6.6005402931,184.48,799.542650227,653,1602.13075184,323.073,350.332425915,0.947066,16.0723162728,89.3589,350.304,350.389171962,388.393449724,227.391036653,653,290.43533706,350.544,349.742641007,697.368156482
242.960271426,-356.138,6.59142099736,184.632,1138.24835369,654,1949.08559122,322.378,351.293564547,0.957761,6.73146070696,89.4103,351.309,351.340300304,736.222387915,254.345722944,654,363.944418195,351.48,191.159209724,854.12407031
237.728512667,-356.152,6.4847108477,184.794,1402.97466648,655,3008.58799451,297.502,351.510615675,0.945786,11.3512675445,89.4664,351.475,351.579754999,630.334918709,107.206619446,655,548.416629712,351.685,146.18599619,361.446366137
243.23539127,-355.761,6.6227753468,184.926,1285.65554099,656,2074.25472704,327.646,351.239241778,0.950223,12.3421570175,89.5264,351.241,351.333789612,649.90839413,271.420012034,656,466.10273512,351.524,294.074305402,678.781771635
243.437948499,-355.778,6.71555521516,185.097,1147.78762426,657,3139.78110249,348.472,351.190735485,0.954517,8.18095993696,89.5862,351.154,351.270947034,515.495661796,439.109697505,657,553.018416821,351.423,508.307205133,1158.73250611
228.149864679,-355.83,6.83495190635,185.215,1367.22966588,658,3238.04925399,362.123,351.009145408,0.948818,10.5356489114,89.6827,351.01,351.081884999,179.750112389,278.610503098,658,789.917091082,351.255,351.786832555,718.196609025
237.594291939,-355.387,6.82052177116,185.31,1086.9394906,659,2322.30236787,348.59,350.584137455,0.959846,14.1999588583,89.7779,350.571,350.672103964,758.657732764,304.810094278,659,364.204791466,350.82,312.278689458,743.394364856
233.552955651,-355.337,6.74567638089,185.448,1232.3335967,660,2250.00976411,358.278,350.549860399,0.949405,4.97728065798,89.8077,350.528,350.641827811,583.950007316,403.460262267,660,448.810706443,350.802,358.684109726,1197.39034878
236.171689607,-354.716,6.67557095875,185.507,2267.50501004,661,2940.2563366,310.785,350.13623086,0.95346,13.0718933819,89.8984,350.115,350.209549005,943.744572171,192.847648583,661,673.613917475,350.412,259.117476073,657.141878571
230.843830381,-355.276,6.32046615907,185.649,1765.13357101,662,3114.39687689,272.244,350.595387715,0.947832,10.4358872068,89.8823,350.598,350.700376964,164.739426638,251.421897458,662,811.010816283,350.86,236.96323971,690.147207078
233.350294738,-355.276,6.75257441599,185.788,986.938828572,663,2089.84079454,353.369,350.692584283,0.936731,7.45856895604,90.0046,350.659,350.743506438,437.520983021,246.472717627,663,355.73398266,350.893,219.058099637,914.204105312
241.613709608,-354.007,6.55858335635,185.9,1232.18337057,664,2387.14971065,322.686,349.258611278,0.953587,10.3063281001,90.0639,349.256,349.323551635,748.638890555,270.91045851,664,360.369541219,349.498,264.502547098,776.127661984
228.91741711,-354.323,6.74167757848,185.997,1167.96064046,665,2048.23385621,353.766,349.672036756,0.955175,6.6704666704,90.1023,349.656,349.746916131,605.299330398,254.805685727,665,317.994317582,349.869,302.501452515,672.207740358
232.899110765,-354.724,6.6893983064,186.136,1095.73049124,666,1553.14073436,344.919,350.253368164,0.942231,8.84859641619,90.173,350.24,350.306245604,730.106955579,269.86214687,666,226.122158457,350.461,301.660803819,845.422707822
235.043574963,-355.126,6.65488660953,186.285,1145.6703789,667,2306.46320328,333.018,350.212475407,0.953242,8.68680472932,90.2346,350.201,350.279495105,471.408192133,266.142122313,667,417.803829992,350.483,187.655355883,870.633691249
243.808337705,-354.62,6.65997514056,186.329,1071.71103838,668,1993.57417286,323.731,349.745295193,0.948139,10.0715419238,90.3226,349.747,349.803610479,614.494446957,242.298103876,668,255.451455931,349.982,303.071891466,741.195249563
240.135130482,-353.883,6.60821546671,186.377,918.890718001,669,1280.24293973,357.674,349.245418395,0.939324,6.9853713123,90.4123,349.224,349.319013877,650.466391725,237.282585883,669,129.556012472,349.451,235.141354043,775.621584843
247.718742526,-354.565,6.37020699622,186.459,1552.85854464,670,3299.91456752,295.131,349.979388029,0.944384,9.24103207221,90.5339,349.972,350.041038125,782.557297803,277.358337023,670,588.128109067,350.199,213.262375543,735.634983515
243.478075915,-354.623,6.46919526808,186.539,1109.29980942,671,1724.53966086,328.67,349.867371631,0.937956,7.83838199513,90.6136,349.86,349.940777686,714.366251376,420.184389054,671,287.127117938,350.092,413.417437153,1125.60689626
242.165762695,-354.177,6.6857852378,186.683,1325.99268323,672,2513.59214967,353.646,349.38850649,0.946015,7.74855279982,90.6787,349.365,349.46155023,752.387528853,490.131356981,672,422.491007939,349.573,402.949559209,1432.22993505
229.969557652,-353.819,6.74810094769,186.825,884.756314905,673,1706.56828779,331.22,349.120234289,0.932055,69.0499547061,90.751,349.094,349.188482763,634.311462998,258.451059465,673,224.262248141,349.328,353.651763597,812.483704481
218.098749757,-355.243,6.48865869005,186.958,1708.01285671,674,2998.66797226,298.96,350.257970083,0.941987,24.8698481534,90.8284,350.266,350.33115978,205.318836085,267.386592251,674,761.530995906,350.482,316.260735248,735.14311181
239.189712828,-354.381,6.50882646116,187.007,1508.98207911,675,3073.43575214,310.649,349.723147338,0.948049,12.4229741885,90.8351,349.686,349.783087481,706.558795527,305.037605867,675,564.416354993,349.926,322.098288471,971.865271699
251.222485529,-354.449,6.57732641145,187.068,1496.56127824,676,3358.96738521,346.34,349.706327295,0.945601,11.3827265341,90.877,349.711,349.774017484,553.187057359,329.282719842,676,633.319309945,349.947,294.068814024,772.830276043
231.203417089,-354.836,6.22003535125,187.162,1548.28925972,677,3120.13531143,264.339,350.070495491,0.949505,7.24292457393,90.9116,350.078,350.153985725,495.725653891,328.178514302,677,765.659063839,350.303,224.296747477,987.792600096
208.279193268,-354.798,6.70961661157,187.291,1043.56221148,678,1875.66062172,363.927,350.133259294,0.939721,5.4709055511,91.0035,350.091,350.189988024,359.759169362,266.362291997,678,440.704581224,350.32,217.122842147,855.348257568
229.415655855,-355.022,6.73837179213,187.385,1791.2851134,679,2956.36806301,340.207,350.180248064,0.952259,9.87631343883,91.0789,350.164,350.2315289,863.228948056,279.182649541,679,609.585677424,350.421,235.185984755,931.963013731
209.260441153,-353.901,6.62137004807,187.558,1220.61670425,680,3071.66928085,321.417,349.062093384,0.938544,7.79471178454,91.1277,349.055,349.128015199,213.899074637,350.090407995,680,655.0142339,349.281,383.243869587,906.591288975
242.410072994,-353.635,6.6322278021,187.658,1761.54866066,681,3277.79924786,348.534,348.861943249,0.941568,8.73385353457,91.168,348.842,348.921883409,1068.44762899,183.870669611,681,587.211330548,349.102,145.640487351,605.06094798
239.66945271,-354.758,6.68613617742,187.832,1509.17766543,682,3042.37008963,360.464,350.212866566,0.947453,12.794424427,91.2286,350.21,350.284901753,815.964093756,317.086799408,682,518.457195843,350.456,363.534921611,902.7888062
263.642489681,-354.546,6.37057047769,187.933,1600.28450189,683,3355.47451021,311.245,350.027162255,0.952294,8.52221933489,91.2964,349.989,350.108237368,855.986303026,456.815383612,683,606.980027552,350.231,551.250553079,1108.93214937
232.730325077,-354.202,6.75102838097,187.956,942.512692915,684,2793.40303645,335.518,349.573296358,0.952003,7.7260571198,91.3698,349.567,349.627458154,476.280863595,240.929647245,684,480.444098831,349.825,227.184313423,689.36310899
241.480748632,-353.976,6.46016406795,188.089,1273.51521852,685,3389.76779336,341.729,349.381141297,0.954,10.8662794126,91.4644,349.367,349.459615159,544.594985668,232.701832392,685,832.102603736,349.635,305.398266605,711.81062661
240.475642391,-352.623,6.74033915304,188.211,1295.82189026,686,3121.56501841,348.108,347.787965083,0.954801,8.32807460411,91.4766,347.797,347.860643718,301.793223664,256.798343341,686,763.223920757,348.039,230.048089487,856.537570608
249.496644449,-353.763,6.51622333039,188.248,2221.52403111,687,3217.31821053,317.161,349.131731539,0.967451,8.61832874129,91.5136,349.11,349.192435769,860.261351409,238.698675469,687,808.263574526,349.335,282.393058459,727.178271365
251.577395571,-353.186,6.64002040721,188.383,1372.86271159,688,2946.04928274,326.677,348.574058463,0.956749,76.3399160852,91.6222,348.552,348.653092857,848.852190102,379.699626279,688,540.145997399,348.772,424.147209314,1183.86432361
234.573068712,-353.74,6.32686980593,188.493,1018.14422182,689,1932.72250598,309.144,349.088068504,0.966178,10.2800590912,91.7186,349.075,349.168456208,717.338410022,296.59291799,689,279.826507212,349.293,294.455567523,905.464107282
237.421411789,-353.947,6.58659168015,188.653,2406.96543769,690,3074.71338627,335.384,349.155031381,0.961374,12.8643436397,91.7801,349.14,349.228901508,567.037016081,310.602566784,690,735.760029764,349.367,349.319952807,961.186681377
222.730703983,-353.299,6.63399481752,188.784,1219.39252996,691,3334.05445708,349.572,348.657392239,0.946599,12.0981024219,91.7792,348.661,348.755968162,326.185250451,394.699218689,691,965.709310483,348.891,355.51020663,1285.52154972
138.952472339,-351.549,6.47020720661,188.931,274.715533032,692,617.136166407,305.158,347.013845825,0.946502,5.40191921237,91.7913,346.991,347.113132983,98.2082849625,325.663018218,692,133.513031849,347.305,340.042194835,806.077488585
211.31884133,-352.507,6.29255791401,189.077,971.573832048,693,2861.62757898,305.193,348.047617544,0.956066,6.42974052516,91.8459,348.052,348.131625601,300.388026724,274.477062166,693,721.869667681,348.316,144.894085737,1167.40069402
191.898183789,-352.078,6.73146750451,189.152,729.273104281,694,2606.58856416,376.113,347.760214803,0.954923,89.0810656693,91.9427,347.74,347.832677749,264.305268107,380.834867402,694,633.758036551,347.988,456.680888846,1162.6487001
111.812270803,-351.174,6.76242830732,189.211,181.634104546,695,278.055258309,365.673,346.828992597,0.84374,5.71440803533,92.0154,346.816,346.903645861,137.941859387,169.116742801,695,42.6061631126,347.036,175.801539054,475.081000276
239.47143863,-351.441,6.44992868638,189.291,1836.30815287,696,3054.77051955,332.328,347.062436463,0.952119,8.54259802563,91.9799,347.031,347.154143623,594.82769265,211.498378013,696,743.84626053,347.304,158.140104781,722.526578177
