AverageAbsQ,AverageAction,AverageDiscountedReturn,MaxReturn,AverageQ,AverageEsReturn,AverageY,MinEsReturn,AverageReturn,StdEsReturn,MinReturn,QFunRegParamNorm,StdReturn,Iteration,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsY,Epoch,AverageQLoss,MaxEsReturn,AveragePolicySurr
25.86,0.2898,59.0776917582,97.0,25.8242,9.25925925926,25.8189322112,2.0,88.982300885,6.48269829848,81.0,59.4361,4.00438321985,41,35.5446,1.00602393413,25.8199779526,41,4.37109,31.0,-29.5963
26.66,0.264469,68.2592073378,151.0,26.6166,8.68695652174,26.6100359452,2.0,115.103448276,6.18605053099,88.0,60.7176,13.638210759,42,36.0051,1.08004936072,26.6110511934,42,4.93315,35.0,-30.5813
27.6889,0.32436,75.4027314042,226.0,27.6405,9.83168316832,27.6340818027,3.0,143.211267606,6.8752235707,97.0,61.9711,27.7412163452,43,36.4618,1.11447614425,27.6355544969,43,4.99219,40.0,-31.7124
28.5084,0.323284,71.8187863033,197.0,28.4548,9.69230769231,28.4507157023,3.0,128.205128205,7.53335776994,89.0,63.1589,21.5253928606,44,36.7855,1.17855306767,28.4519339755,44,5.69129,40.0,-32.7637
29.5142,0.310996,60.5330230352,124.0,29.4614,8.55172413793,29.4540500662,2.0,92.787037037,5.87417613825,78.0,64.3908,7.58659993859,45,37.1189,1.17915219606,29.455563678,45,5.96778,41.0,-33.8048
30.4121,0.297591,62.7746529677,163.0,30.3574,9.07272727273,30.3534341439,3.0,99.4158415842,7.23967489339,79.0,65.5074,15.3811427087,46,37.4287,1.24694851724,30.3548065396,46,6.45929,45.0,-34.8815
31.3742,0.336958,65.0389801937,137.0,31.3139,8.35,31.3089467969,3.0,105.104166667,5.81184136053,81.0,66.6262,10.4328000063,47,37.713,1.27846195763,31.3106011471,47,6.95556,38.0,-35.9516
32.1785,0.256669,57.5897886487,109.0,32.1212,8.98198198198,32.1159901163,3.0,85.5384615385,7.08885940073,75.0,67.8776,6.2093649448,48,37.9681,1.33645119804,32.1182313773,48,7.60976,42.0,-36.8958
33.1286,0.265356,66.088709222,151.0,33.0678,8.12903225806,33.0629961086,3.0,108.709677419,5.44913094867,75.0,69.0485,14.9238790002,49,38.2086,1.34401157079,33.0657053411,49,8.16878,34.0,-38.0129
34.1436,0.274049,54.8892852331,135.0,34.0812,7.8046875,34.0734384006,3.0,81.0322580645,5.82700956987,54.0,70.1981,19.4645813507,50,38.4828,1.39916096117,34.0766786491,50,8.34868,33.0,-39.1722
35.0942,0.24006,49.2398790733,111.0,35.0261,8.63793103448,35.0206739097,3.0,68.1224489796,5.51079904045,47.0,71.3121,11.5616642867,51,38.7594,1.41327341658,35.0245494563,51,8.69296,34.0,-40.2672
35.9065,0.248216,45.7840359331,117.0,35.8366,9.04545454545,35.8326031371,3.0,61.7469135802,7.20023530378,46.0,72.3868,13.255938212,52,38.9632,1.49362922135,35.8357499857,52,9.96237,38.0,-41.2948
36.9436,0.28698,44.704831919,84.0,36.8703,9.46226415094,36.8660470089,3.0,59.2544378698,7.45574936859,47.0,73.5676,7.82200626952,53,39.2271,1.55076793412,36.8690282424,53,10.3498,43.0,-42.376
37.7145,0.193633,37.8766568687,71.0,37.6422,8.98198198198,37.634881195,3.0,47.4502369668,6.66844388291,43.0,74.7402,4.16270253092,54,39.4586,1.52603826555,37.6384828543,54,10.3536,37.0,-43.3352
38.7555,0.231857,34.3966014932,56.0,38.6762,7.54887218045,38.6687459086,3.0,41.9748953975,4.51308234601,37.0,75.8102,2.52008614815,55,39.7244,1.58767487199,38.673789312,55,11.1869,25.0,-44.4724
39.7012,0.261725,27.4404438741,60.0,39.616,7.87401574803,39.610620813,3.0,32.0511182109,6.48680323096,23.0,76.8725,5.25672613669,56,39.938,1.60796842813,39.6161201084,56,11.67,38.0,-45.5599
40.6548,0.323133,36.0516988593,48.0,40.5707,9.00917431193,40.5647833483,3.0,44.5022222222,5.76368799626,39.0,78.0042,1.816283004,57,40.1635,1.696316643,40.5712147844,57,12.8576,25.0,-46.7522
41.4708,0.317152,28.9074044314,36.0,41.3865,10.2371134021,41.3789273496,3.0,33.9491525424,8.33174675795,33.0,79.1422,0.514986549555,58,40.3606,1.70781363743,41.3850145274,58,13.1657,45.0,-47.6545
42.4084,0.354169,29.1514674833,36.0,42.3204,12.8101265823,42.31281236,3.0,34.2910958904,10.7539524078,33.0,80.1625,0.469103083697,59,40.5113,1.83047274121,42.3191634431,59,14.0717,48.0,-48.7553
43.3373,0.374388,28.6332578337,35.0,43.2466,10.5729166667,43.2390331571,3.0,33.567114094,10.1342496759,32.0,81.3634,0.668459408095,60,40.68,1.89006534391,43.2454022061,60,15.0786,54.0,-49.907
44.4222,0.365066,28.4176886943,35.0,44.328,12.1219512195,44.3234419149,3.0,33.2823920266,9.89258190163,24.0,82.417,1.85073988773,61,40.8237,1.90123481128,44.3305760229,61,15.6689,41.0,-50.9786
45.4021,0.370092,28.560462669,35.0,45.3065,12.2682926829,45.2969400305,3.0,33.4648829431,10.2291415138,32.0,83.5183,0.537494717725,62,40.9922,1.89222320893,45.3047988604,62,15.6644,43.0,-52.0308
46.2424,0.298595,27.7872196549,33.0,46.1425,9.32710280374,46.1396215741,3.0,32.3948220065,7.40771976839,26.0,84.5683,0.710147701512,63,41.0718,1.93158470188,46.148129088,63,16.5486,33.0,-53.0303
47.4079,0.155474,27.9068255529,33.0,47.2932,10.0947368421,47.2898074386,3.0,32.5584415584,7.03535984074,32.0,85.7395,0.496572838813,64,41.1463,2.00611266815,47.3015520801,64,17.5718,32.0,-54.3289
48.4603,0.0775175,28.7455730183,35.0,48.3506,11.6590909091,48.3450771526,3.0,33.7239057239,10.2545847436,32.0,86.8028,0.680068003532,65,41.288,1.95839530186,48.3574378168,65,17.3002,47.0,-55.5087
49.4183,0.0837946,28.3642371306,35.0,49.3112,9.79611650485,49.3027376298,3.0,33.1920529801,8.36585666468,32.0,87.8058,0.554514665044,66,41.376,2.00693595595,49.3136053834,66,18.3274,46.0,-56.6706
50.2504,0.0527944,28.5331784341,34.0,50.1331,12.1829268293,50.1299867715,3.0,33.4266666667,11.5284674682,33.0,88.7029,0.494592986426,67,41.4468,2.06635355989,50.1456872035,67,18.7794,40.0,-57.6995
51.201,0.06482,28.1149432207,34.0,51.0836,10.7234042553,51.0764894146,3.0,32.8459016393,9.27064029017,32.0,89.6058,0.457209558615,68,41.6287,2.0894373537,51.0888022177,68,20.1456,49.0,-58.7698
52.4003,0.303146,33.646087409,50.0,52.2891,14.2428571429,52.2838053893,3.0,40.8653061224,11.7186490132,34.0,90.6474,3.27673001637,69,41.7777,2.14155344127,52.2957924837,69,20.9145,54.0,-59.8295
53.0984,0.221459,31.8966830948,46.0,52.9698,16.4754098361,52.9660791008,3.0,38.2671755725,12.0852254432,33.0,91.6703,2.99700722855,70,41.9178,2.22262857391,52.9779220888,70,21.7235,46.0,-60.7812
54.1962,0.35697,30.3239174995,42.0,54.0653,16.5254237288,54.0605582292,2.0,35.9712230216,11.9580565455,32.0,92.6458,2.03898142876,71,42.0208,2.17549060469,54.0746849692,71,22.1077,52.0,-61.9313
55.1736,0.415339,32.9159680936,48.0,55.0396,17.6034482759,55.0315589796,3.0,39.8446215139,13.9431600524,25.0,93.6774,4.88551817159,72,42.1924,2.19314485773,55.0499362881,72,22.3448,70.0,-62.9209
56.1161,0.380611,30.1535839158,45.0,55.9807,16.6833333333,55.9744220436,3.0,35.8566308244,13.4715647033,24.0,94.4395,5.41346563248,73,42.2721,2.18128982347,55.993828889,73,23.1763,60.0,-63.8822
56.9217,0.623882,36.0678689743,64.0,56.7857,21.0638297872,56.7765898267,3.0,44.5955555556,14.9799926928,37.0,95.3946,4.15809548047,74,42.3868,2.21757983661,56.7970838541,74,24.0782,61.0,-64.6665
57.6312,0.655927,41.4252974356,86.0,57.493,17.3859649123,57.4878073953,3.0,53.4521276596,16.1459944367,37.0,96.3684,6.89918633382,75,42.4656,2.23451201156,57.5085552675,75,24.4146,85.0,-65.3659
58.2419,0.755527,44.9630206673,90.0,58.083,18.8333333333,58.0767061291,3.0,59.7797619048,12.9124545103,44.0,97.1546,8.62473298085,76,42.5757,2.26719863183,58.1100943978,76,25.1179,71.0,-66.0685
58.7791,0.575037,78.3351621332,750.0,58.6166,16.813559322,58.6043451432,4.0,195.288461538,11.8871452807,52.0,97.7899,123.380795248,77,42.7141,2.23982992951,58.6435822852,77,24.6481,43.0,-66.6049
59.691,0.483422,72.5337368383,1000.0,59.5227,16.0634920635,59.5204091518,3.0,368.285714286,12.0749945162,52.0,98.3455,366.67276742,78,42.8432,2.26361219718,59.5575547871,78,25.5643,54.0,-67.5603
60.8436,0.524666,58.5759863402,1000.0,60.693,19.0576923077,60.6818137846,3.0,218.816326531,17.9886860399,46.0,99.0035,313.189821392,79,42.9576,2.23123430388,60.7147069738,79,24.6827,101.0,-68.7549
61.5799,0.692512,82.5846864807,1000.0,61.4135,21.2978723404,61.4058345011,3.0,417.0,19.4311823247,56.0,99.6043,335.915625853,80,43.0393,2.32574985963,61.440191908,80,26.3466,79.0,-69.7922
62.6274,0.768481,99.9956828753,1000.0,62.4531,23.4285714286,62.445898097,3.0,1000.0,23.7648628753,1000.0,100.35,0.0,81,43.0491,2.40389914267,62.4876936217,81,28.888,115.0,-71.257
64.0018,0.748652,99.9956828753,1000.0,63.8347,22.75,63.8278541726,3.0,1000.0,22.0114897683,1000.0,101.028,0.0,82,43.0942,2.40153985622,63.8602589335,82,28.2894,86.0,-72.4478
65.0834,0.698824,99.9956828753,1000.0,64.9197,23.7906976744,64.9127550276,3.0,1000.0,18.4221279224,1000.0,101.829,0.0,83,43.1622,2.39022196322,64.9462691433,83,28.5937,72.0,-73.8943
66.1508,0.729702,99.9956828753,1000.0,65.9715,20.0,65.9717892238,3.0,1000.0,18.2866071211,1000.0,102.501,0.0,84,43.1942,2.40782336797,66.0087369477,84,30.1621,79.0,-75.0736
67.4782,0.601856,99.9956828753,1000.0,67.3115,18.4814814815,67.3016781947,3.0,1000.0,12.4955410428,1000.0,103.151,0.0,85,43.2967,2.44083674248,67.3441832683,85,30.229,53.0,-76.4025
68.4029,0.584383,99.9956828753,1000.0,68.2217,15.21875,68.2167245333,3.0,1000.0,13.7437130513,1000.0,103.811,0.0,86,43.3531,2.46377878194,68.2586331205,86,31.2074,68.0,-77.3322
69.6697,0.716226,99.9956828753,1000.0,69.488,20.22,69.4796270492,3.0,1000.0,18.9939885227,1000.0,104.636,0.0,87,43.4068,2.4777938739,69.5144096398,87,31.5868,79.0,-78.7167
70.7434,0.588297,99.9956828753,1000.0,70.5644,25.2051282051,70.561302587,4.0,1000.0,20.5078840214,1000.0,105.338,0.0,88,43.5283,2.53554321643,70.6012728833,88,34.7572,82.0,-79.7444
71.7377,0.525868,99.9956828753,1000.0,71.5654,21.9361702128,71.5558909979,3.0,1000.0,17.2175124298,1000.0,106.009,0.0,89,43.6073,2.4853178764,71.590333411,89,32.8258,79.0,-80.8747
72.7671,0.605191,99.9956828753,1000.0,72.5876,25.6666666667,72.583433297,3.0,1000.0,22.322040773,1000.0,106.706,0.0,90,43.716,2.58404261316,72.6205571402,90,33.5316,85.0,-81.9809
73.8392,0.759262,99.9956828753,1000.0,73.6562,27.5833333333,73.6531479084,3.0,1000.0,25.1278674428,1000.0,107.399,0.0,91,43.7341,2.66827725288,73.6886857524,91,37.9606,130.0,-83.0967
75.0157,0.442974,99.9956828753,1000.0,74.8299,19.36,74.8196517267,3.0,1000.0,15.7730910097,1000.0,108.033,0.0,92,43.8772,2.69616589969,74.8554541617,92,38.1204,83.0,-84.2905
75.8865,0.469918,99.9956828753,1000.0,75.6995,24.2093023256,75.6940250823,4.0,1000.0,16.1685283441,1000.0,108.584,0.0,93,44.0327,2.60857225707,75.728960737,93,35.6333,63.0,-85.2059
76.7656,0.586541,99.9956828753,1000.0,76.5931,18.0727272727,76.587683165,3.0,1000.0,16.00665151,1000.0,109.292,0.0,94,44.168,2.65914565981,76.6236960351,94,37.0688,87.0,-86.1677
77.6255,0.629298,99.9956828753,1000.0,77.4444,21.3191489362,77.4345964991,4.0,1000.0,16.7193433432,1000.0,109.87,0.0,95,44.2728,2.76173293049,77.4719683403,95,38.9488,88.0,-87.29
79.045,0.567359,99.9956828753,1000.0,78.8626,20.5102040816,78.8550037162,3.0,1000.0,16.6820476022,1000.0,110.487,0.0,96,44.4128,2.76663311765,78.8869941251,96,40.1451,77.0,-88.4587
79.9449,0.464182,99.9956828753,1000.0,79.7521,18.679245283,79.7501955101,2.0,1000.0,16.2396830354,1000.0,111.187,0.0,97,44.6637,2.79601348717,79.7825672416,97,41.6784,84.0,-89.5619
80.9291,0.355865,99.9956828753,1000.0,80.7556,19.3725490196,80.7457540555,3.0,1000.0,17.0454534037,1000.0,111.906,0.0,98,44.753,2.78251575892,80.7728001919,98,42.3635,103.0,-90.5281
81.8094,0.523986,99.9956828753,1000.0,81.6199,16.2950819672,81.6160434512,3.0,1000.0,12.9213817744,1000.0,112.609,0.0,99,44.8631,2.77912917854,81.6432586065,99,41.4456,57.0,-91.3661
82.6365,0.371224,99.9956828753,1000.0,82.4591,20.3265306122,82.450211679,3.0,1000.0,18.3796557396,1000.0,113.226,0.0,100,45.0008,2.80591421261,82.4809126048,100,44.3586,88.0,-92.3372
83.6672,0.368724,99.9956828753,1000.0,83.482,18.2777777778,83.4791998094,4.0,1000.0,20.7180514123,1000.0,113.713,0.0,101,45.2394,2.82075614222,83.5125479015,101,43.7971,123.0,-93.4207
84.6583,0.303173,99.9956828753,1000.0,84.4816,16.28125,84.4735171348,3.0,1000.0,12.0875307006,1000.0,114.2,0.0,102,45.37,2.74279991563,84.4978314297,102,42.3776,53.0,-94.4743
85.5463,0.374447,99.9956828753,1000.0,85.3697,18.1454545455,85.3672262164,3.0,1000.0,16.0072917269,1000.0,114.652,0.0,103,45.498,2.7933986685,85.394929847,103,43.6976,91.0,-95.1866
86.0916,0.382745,99.9956828753,1000.0,85.9088,16.4666666667,85.9007719989,3.0,1000.0,15.093560069,1000.0,115.272,0.0,104,45.6938,2.83808428775,85.925823739,104,44.1986,71.0,-96.034
87.1553,0.358395,99.9956828753,1000.0,86.9615,15.765625,86.9610374912,3.0,1000.0,12.1046765078,1000.0,115.838,0.0,105,45.856,2.92696213154,86.9878082963,105,47.8633,61.0,-96.9109
87.8135,0.39947,99.9956828753,1000.0,87.6243,21.0217391304,87.6095268755,3.0,1000.0,18.8938558341,1000.0,116.382,0.0,106,46.0028,2.96586534971,87.6409768435,106,49.4833,81.0,-97.8737
88.8466,0.303843,99.9956828753,1000.0,88.6637,14.4166666667,88.6540917006,3.0,1000.0,12.3262930356,1000.0,117.059,0.0,107,46.2436,2.92232864914,88.6826861764,107,48.0612,71.0,-98.9734
89.6526,0.357704,99.9956828753,1000.0,89.4624,21.6956521739,89.4619252278,3.0,1000.0,19.6478448483,1000.0,117.616,0.0,108,46.4443,2.87282486365,89.4934658603,108,47.6655,103.0,-99.8652
90.5171,0.342027,99.9956828753,1000.0,90.3276,16.55,90.3163776135,3.0,1000.0,13.5983148466,1000.0,118.202,0.0,109,46.6064,2.990198687,90.347930627,109,51.5652,58.0,-100.69
91.4604,0.385711,99.9956828753,1000.0,91.2675,19.4423076923,91.2639923725,3.0,1000.0,16.4017042519,1000.0,118.769,0.0,110,46.8011,2.91735546627,91.2974737351,110,52.0251,86.0,-101.636
92.2883,0.362822,99.9956828753,1000.0,92.1041,16.5833333333,92.0962828897,3.0,1000.0,13.4043421655,1000.0,119.401,0.0,111,46.9501,2.91963059719,92.1322127093,111,49.9016,60.0,-102.551
93.4141,0.308006,99.9956828753,1000.0,93.2254,16.0483870968,93.2236298235,3.0,1000.0,12.433600962,1000.0,119.819,0.0,112,47.2233,2.90110730798,93.2624014447,112,50.2378,62.0,-103.603
94.2261,0.337734,99.9956828753,1000.0,94.0357,17.1379310345,94.0283249238,3.0,1000.0,13.100997956,1000.0,120.329,0.0,113,47.3722,2.96842432025,94.0547977638,113,51.6878,64.0,-104.515
95.0844,0.332148,99.9956828753,1000.0,94.8894,14.4428571429,94.881655613,3.0,1000.0,11.7808994494,1000.0,120.714,0.0,114,47.5898,3.06541855476,94.914056913,114,54.8934,58.0,-105.497
95.6517,0.380213,99.9956828753,1000.0,95.4251,16.2333333333,95.4207270104,3.0,1000.0,15.1738444554,1000.0,121.341,0.0,115,47.8903,3.05554803842,95.4528783452,115,54.883,84.0,-106.328
96.8806,0.372023,99.9956828753,1000.0,96.6779,18.6545454545,96.6711621488,3.0,1000.0,20.6091049445,1000.0,121.766,0.0,116,48.0678,2.98797391133,96.7013723592,116,54.3327,129.0,-107.617
98.233,0.409334,99.9956828753,1000.0,98.0401,15.6290322581,98.0318371984,3.0,1000.0,15.375130601,1000.0,122.171,0.0,117,48.1967,3.04312730335,98.0569674573,117,56.6654,90.0,-108.682
99.0775,0.412316,99.9956828753,1000.0,98.8743,13.7945205479,98.8664148073,3.0,1000.0,10.8854042079,1000.0,122.771,0.0,118,48.3865,3.12659664733,98.8905275785,118,57.7867,41.0,-109.822
99.8738,0.291882,99.9956828753,1000.0,99.6585,13.9315068493,99.6513908409,3.0,1000.0,9.13870103644,1000.0,123.3,0.0,119,48.5675,3.22853324599,99.6838274042,119,60.2522,38.0,-110.758
100.742,0.315018,99.9956828753,1000.0,100.519,15.1692307692,100.508449759,3.0,1000.0,10.449246172,1000.0,123.847,0.0,120,48.6677,3.23601447215,100.541618427,120,60.615,43.0,-111.81
102.183,0.378408,99.9956828753,1000.0,101.97,15.5454545455,101.964791374,3.0,1000.0,15.0173453432,1000.0,124.26,0.0,121,48.8132,3.17619012754,102.001179716,121,59.6706,95.0,-113.117
102.77,0.421707,99.9956828753,1000.0,102.556,14.671641791,102.549114143,3.0,1000.0,12.5548207542,1000.0,124.801,0.0,122,48.8926,3.19231322685,102.58490801,122,60.2361,73.0,-113.992
103.831,0.387971,99.9956828753,1000.0,103.602,14.2428571429,103.593082231,4.0,1000.0,9.31118484755,1000.0,125.313,0.0,123,48.9952,3.2452688281,103.624634226,123,63.4325,46.0,-115.129
104.782,0.384906,99.9956828753,1000.0,104.549,14.7536231884,104.550835083,3.0,1000.0,10.5451490284,1000.0,125.844,0.0,124,49.1606,3.25080535967,104.58780416,124,64.1775,56.0,-115.9
105.84,0.393647,99.9956828753,1000.0,105.636,13.1710526316,105.628067496,3.0,1000.0,10.2255975992,1000.0,126.425,0.0,125,49.3105,3.26704496083,105.659528587,125,64.8561,56.0,-117.164
106.87,0.316411,99.9956828753,1000.0,106.641,15.640625,106.625029068,3.0,1000.0,12.2402603979,1000.0,126.937,0.0,126,49.531,3.37869660697,106.656142777,126,70.9642,59.0,-118.146
107.767,0.377008,99.9956828753,1000.0,107.535,14.0714285714,107.530296182,3.0,1000.0,13.394371343,1000.0,127.391,0.0,127,49.6946,3.46820168291,107.563125797,127,67.5597,72.0,-119.328
108.587,0.414549,99.9956828753,1000.0,108.365,18.3703703704,108.363593905,3.0,1000.0,16.4669099131,1000.0,127.952,0.0,128,49.8494,3.30635598182,108.394645551,128,69.3412,85.0,-120.212
109.786,0.422252,99.9956828753,1000.0,109.544,16.7627118644,109.529473938,3.0,1000.0,15.8246096512,1000.0,128.485,0.0,129,49.9901,3.50477566216,109.563181807,129,72.093,85.0,-121.336
110.519,0.427088,99.9956828753,1000.0,110.285,18.25,110.280725131,3.0,1000.0,13.7778937847,1000.0,128.966,0.0,130,50.0873,3.38745511402,110.318902117,130,69.1324,70.0,-122.313
111.754,0.418516,99.9956828753,1000.0,111.53,18.4181818182,111.517022595,3.0,1000.0,13.5132136129,1000.0,129.41,0.0,131,50.2467,3.33716731176,111.552143517,131,68.8355,85.0,-123.566
112.349,0.439581,99.9956828753,1000.0,112.109,13.7887323944,112.109135014,2.0,1000.0,11.8118053777,1000.0,129.94,0.0,132,50.3682,3.49262266244,112.146708438,132,72.9293,60.0,-124.573
113.862,0.392703,99.9956828753,1000.0,113.628,14.5714285714,113.611225398,3.0,1000.0,11.3949505466,1000.0,130.429,0.0,133,50.554,3.44188200482,113.641374221,133,70.59,68.0,-125.749
114.728,0.419101,99.9956828753,1000.0,114.484,15.873015873,114.475952786,3.0,1000.0,11.050378236,1000.0,130.962,0.0,134,50.6738,3.53179377612,114.510384751,134,74.9495,47.0,-126.509
