AverageAbsQ,AverageAction,AverageDiscountedReturn,MaxReturn,AverageQ,AverageEsReturn,AverageY,MinEsReturn,AverageReturn,StdEsReturn,MinReturn,QFunRegParamNorm,StdReturn,Iteration,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsY,Epoch,AverageQLoss,MaxEsReturn,AveragePolicySurr
255.787,0.140815,99.9956828753,1000.0,255.061,26.9210526316,255.060209678,3.0,1000.0,25.9081186005,1000.0,321.708,0.0,1052,122.551,5.14331793987,255.24490702,1052,198.426,116.0,-274.013
255.554,0.163539,99.9956828753,1000.0,254.77,27.6857142857,254.768698728,3.0,1000.0,21.9046915113,1000.0,321.704,0.0,1053,122.685,5.38145324985,254.944738164,1053,211.642,106.0,-273.322
254.898,0.1456,99.9956828753,1000.0,254.109,24.6428571429,254.10894599,3.0,1000.0,20.8484570956,1000.0,321.764,0.0,1054,122.791,5.26873553689,254.277998491,1054,200.701,78.0,-272.781
254.128,0.0751326,99.9956828753,1000.0,253.384,22.2142857143,253.372939148,2.0,1000.0,17.1624392126,1000.0,321.786,0.0,1055,122.823,5.10579968983,253.563984782,1055,213.805,68.0,-272.321
253.745,0.0965961,99.9956828753,1000.0,253.021,18.8392857143,253.019436931,3.0,1000.0,20.1651899372,1000.0,321.767,0.0,1056,122.953,5.48829932899,253.181039298,1056,235.062,77.0,-271.5
252.92,0.0664905,99.9956828753,1000.0,252.115,30.5,252.116712598,3.0,1000.0,32.464403583,1000.0,321.768,0.0,1057,123.003,5.40421163145,252.286035369,1057,211.18,135.0,-270.701
252.13,0.0898652,99.9956828753,1000.0,251.391,25.0731707317,251.38698838,2.0,1000.0,28.4565481717,1000.0,321.805,0.0,1058,123.145,5.01195048706,251.579238879,1058,194.177,154.0,-269.627
252.013,0.0194488,99.9956828753,1000.0,251.294,19.88,251.28955248,3.0,1000.0,21.2486611343,1000.0,321.807,0.0,1059,123.171,5.4982202672,251.441960691,1059,225.548,101.0,-269.046
251.121,0.030558,99.9956828753,1000.0,250.389,27.4444444444,250.379914678,4.0,1000.0,24.2778413424,1000.0,321.836,0.0,1060,123.12,5.08215557615,250.528773485,1060,205.022,125.0,-268.507
250.034,0.0187211,99.9956828753,1000.0,249.27,28.5151515152,249.26502335,3.0,1000.0,20.3754475126,1000.0,321.891,0.0,1061,123.152,5.21048040204,249.439996257,1061,213.262,72.0,-267.664
249.582,0.0248925,99.9956828753,1000.0,248.963,20.8823529412,248.969558998,3.0,1000.0,21.9121660708,1000.0,321.964,0.0,1062,123.197,4.88642068967,249.117479089,1062,187.407,102.0,-267.377
249.382,0.0193193,99.9956828753,1000.0,248.664,28.4571428571,248.648905592,3.0,1000.0,25.7019653024,1000.0,322.001,0.0,1063,123.297,5.18500105259,248.802428944,1063,207.017,102.0,-266.767
249.32,0.0933092,99.9956828753,1000.0,248.683,23.6976744186,248.686300613,4.0,1000.0,24.6713607469,1000.0,322.03,0.0,1064,123.319,4.89986605459,248.821536719,1064,175.939,142.0,-266.242
248.356,0.0132901,99.9956828753,1000.0,247.62,26.5675675676,247.611303274,3.0,1000.0,26.4856315361,1000.0,321.974,0.0,1065,123.338,5.23501114584,247.772337407,1065,194.91,125.0,-265.618
247.743,0.0154477,99.9956828753,1000.0,247.075,23.7619047619,247.074814273,3.0,1000.0,16.9604715846,1000.0,321.967,0.0,1066,123.369,5.17838350596,247.218011275,1066,215.123,66.0,-264.624
246.717,0.00587519,99.9956828753,1000.0,246.044,28.2222222222,246.057360701,3.0,1000.0,28.2608004046,1000.0,321.991,0.0,1067,123.483,4.83468713238,246.202423618,1067,184.814,147.0,-263.918
246.556,0.0421271,99.9956828753,1000.0,245.859,19.8163265306,245.847325297,3.0,1000.0,19.0730855025,1000.0,322.067,0.0,1068,123.518,5.09839515579,246.00406841,1068,198.388,81.0,-263.273
245.45,0.0293624,99.9956828753,1000.0,244.786,24.1904761905,244.785180652,3.0,1000.0,22.6329280719,1000.0,322.074,0.0,1069,123.568,4.92205346859,244.945478495,1069,195.698,110.0,-262.358
245.309,0.0275384,99.9956828753,1000.0,244.607,20.38,244.610760394,4.0,1000.0,21.4912912595,1000.0,322.069,0.0,1070,123.564,5.27474129165,244.752950611,1070,193.603,141.0,-262.065
244.05,0.0240888,99.9956828753,1000.0,243.416,22.25,243.399488202,3.0,1000.0,21.7821079621,1000.0,322.07,0.0,1071,123.616,4.75858558129,243.532900595,1071,177.186,110.0,-261.163
243.707,0.0284913,99.9956828753,1000.0,243.083,24.4,243.072754126,3.0,1000.0,32.137828178,1000.0,322.121,0.0,1072,123.71,4.96565136318,243.210433723,1072,181.943,143.0,-260.217
242.489,0.0163861,99.9956828753,1000.0,241.824,36.3928571429,241.843526712,4.0,1000.0,33.7197899563,1000.0,322.136,0.0,1073,123.823,4.99809741563,241.970024372,1073,183.116,162.0,-259.252
242.026,0.273038,99.9956828753,1000.0,241.354,24.775,241.341253869,3.0,1000.0,23.3799994654,1000.0,322.166,0.0,1074,123.932,5.11723694094,241.472059108,1074,203.637,105.0,-257.874
241.096,0.574673,99.9956828753,1000.0,240.399,26.4358974359,240.395523533,3.0,1000.0,21.551125703,1000.0,322.109,0.0,1075,123.959,4.87313742695,240.538735134,1075,177.792,89.0,-256.975
239.745,0.523637,99.9956828753,1000.0,239.118,27.8,239.116130881,4.0,1000.0,26.8740979915,1000.0,322.142,0.0,1076,123.975,4.85438930213,239.262846984,1076,182.872,116.0,-256.355
239.383,0.193026,99.9956828753,1000.0,238.769,25.641025641,238.766428407,3.0,1000.0,28.9858384339,1000.0,322.151,0.0,1077,124.008,4.67278318449,238.918974787,1077,162.62,148.0,-255.698
238.747,0.0367973,99.9956828753,1000.0,238.069,24.5714285714,238.073600013,5.0,1000.0,19.2677164698,1000.0,322.209,0.0,1078,124.058,5.07382608771,238.199876151,1078,199.107,78.0,-255.093
237.855,0.0315632,99.9956828753,1000.0,237.151,28.1714285714,237.14387534,3.0,1000.0,21.5744368763,1000.0,322.223,0.0,1079,124.085,5.29644112865,237.266417185,1079,206.623,85.0,-254.513
237.653,0.0746948,99.9956828753,1000.0,237.015,25.3513513514,237.018328842,3.0,1000.0,23.1250609539,1000.0,322.222,0.0,1080,124.098,4.62830257461,237.139593973,1080,172.151,104.0,-253.764
236.542,0.0148111,99.9956828753,1000.0,235.898,24.976744186,235.889182056,3.0,1000.0,23.7442657676,1000.0,322.204,0.0,1081,124.127,4.7814010707,236.016608135,1081,159.799,94.0,-252.56
235.977,0.0585767,99.9956828753,1000.0,235.32,32.7666666667,235.317958115,3.0,1000.0,42.7938339276,1000.0,322.267,0.0,1082,124.152,4.63453097006,235.437925735,1082,159.485,211.0,-251.601
234.74,0.0304188,99.9956828753,1000.0,234.137,24.7,234.134155913,3.0,1000.0,25.0231892452,1000.0,322.291,0.0,1083,124.176,4.49119582876,234.270365744,1083,159.567,133.0,-250.483
233.959,0.035526,99.9956828753,1000.0,233.321,21.0,233.318995256,3.0,1000.0,18.9725903259,1000.0,322.37,0.0,1084,124.297,4.81352428906,233.445709189,1084,169.213,81.0,-249.486
233.455,0.138674,99.9956828753,1000.0,232.782,29.2727272727,232.797382453,3.0,1000.0,35.9421022026,1000.0,322.337,0.0,1085,124.291,4.52206890009,232.911360376,1085,162.556,163.0,-249.055
232.119,0.0276152,99.9956828753,1000.0,231.515,28.027027027,231.505812848,3.0,1000.0,20.7070773728,1000.0,322.337,0.0,1086,124.305,4.94713778573,231.61109043,1086,176.687,107.0,-247.564
231.19,0.413921,99.9956828753,1000.0,230.523,22.0222222222,230.510487991,2.0,1000.0,20.3573507214,1000.0,322.285,0.0,1087,124.32,4.61279349649,230.630165964,1087,161.775,89.0,-246.99
230.503,0.265243,95.7180149631,1000.0,229.89,25.7179487179,229.875205038,3.0,915.909090909,21.9123530527,75.0,322.256,265.918803241,1088,124.359,4.73472400756,229.99853042,1088,158.402,92.0,-245.785
229.807,0.249093,99.9956828753,1000.0,229.144,22.0888888889,229.151643274,4.0,1000.0,16.8217084906,1000.0,322.214,0.0,1089,124.404,4.84170029264,229.285256578,1089,181.79,107.0,-244.958
228.525,0.199636,94.6054712829,1000.0,227.917,23.2857142857,227.920843188,3.0,913.818181818,21.7258741008,52.0,322.255,272.530838349,1090,124.423,4.54396416152,228.051681868,1090,165.998,78.0,-243.745
227.285,0.23899,99.9956828753,1000.0,226.666,29.2571428571,226.661145906,3.0,1000.0,25.6485508999,1000.0,322.296,0.0,1091,124.42,4.26379648435,226.790168868,1091,143.267,114.0,-242.683
226.795,0.194864,99.9956828753,1000.0,226.169,23.625,226.162266163,3.0,1000.0,21.891422407,1000.0,322.325,0.0,1092,124.445,4.77347343688,226.27104421,1092,168.324,79.0,-242.005
225.786,0.347591,94.6054712829,1000.0,225.134,33.21875,225.143019513,4.0,913.818181818,22.0620352288,52.0,322.367,272.530838349,1093,124.494,4.63987765771,225.272087249,1093,160.346,77.0,-240.826
225.035,0.240373,99.9956828753,1000.0,224.407,28.5714285714,224.389207882,4.0,1000.0,20.3768576216,1000.0,322.367,0.0,1094,124.54,4.55777517161,224.523917035,1094,144.928,83.0,-240.445
224.337,0.197528,99.9956828753,1000.0,223.712,23.5238095238,223.712845101,3.0,1000.0,23.2104636658,1000.0,322.381,0.0,1095,124.561,4.70019051197,223.831700804,1095,164.819,113.0,-239.358
224.191,0.190032,99.9956828753,1000.0,223.572,28.9117647059,223.573014778,5.0,1000.0,42.4758531037,1000.0,322.355,0.0,1096,124.569,4.67051797642,223.684868879,1096,157.984,252.0,-238.723
222.91,0.213735,99.9956828753,1000.0,222.325,23.4285714286,222.32369242,3.0,1000.0,20.2003569713,1000.0,322.367,0.0,1097,124.608,4.41594600303,222.423995337,1097,157.609,93.0,-237.656
222.065,0.0981985,99.9956828753,1000.0,221.501,23.9047619048,221.491804276,3.0,1000.0,23.1699821442,1000.0,322.355,0.0,1098,124.655,4.50325753891,221.589312731,1098,162.344,121.0,-236.694
221.443,0.0836768,99.9956828753,1000.0,220.764,28.1351351351,220.761517657,3.0,1000.0,25.3378918918,1000.0,322.357,0.0,1099,124.651,4.72114644139,220.863955172,1099,153.294,125.0,-235.924
220.547,0.115212,99.9956828753,1000.0,219.935,24.925,219.932190122,3.0,1000.0,25.1360174849,1000.0,322.359,0.0,1100,124.698,4.5351600654,220.043770861,1100,153.224,108.0,-235.291
219.816,0.0179455,99.9956828753,1000.0,219.234,26.9459459459,219.229104205,3.0,1000.0,25.0156123639,1000.0,322.367,0.0,1101,124.723,4.47510007978,219.328493888,1101,147.189,101.0,-234.562
218.51,0.105218,99.9956828753,1000.0,217.92,31.5172413793,217.925697386,4.0,1000.0,29.1826834455,1000.0,322.421,0.0,1102,124.714,4.39060498334,218.037985407,1102,140.76,125.0,-233.016
218.307,0.116504,99.9956828753,1000.0,217.679,27.4615384615,217.674080503,3.0,1000.0,24.867697257,1000.0,322.422,0.0,1103,124.725,4.86755226558,217.764934671,1103,172.836,96.0,-232.035
217.065,0.0786408,99.9956828753,1000.0,216.372,23.6976744186,216.369445698,3.0,1000.0,18.7809092626,1000.0,322.409,0.0,1104,124.717,4.95135828496,216.471693602,1104,181.58,102.0,-230.128
215.409,0.0219093,99.9956828753,1000.0,214.786,21.2978723404,214.782473908,3.0,1000.0,16.1362745755,1000.0,322.496,0.0,1105,124.731,4.86332149637,214.940209399,1105,182.436,64.0,-229.585
214.714,0.0140666,99.9956828753,1000.0,214.105,29.4411764706,214.107148769,4.0,1000.0,28.4823899944,1000.0,322.438,0.0,1106,124.737,4.57058631678,214.221909572,1106,156.459,137.0,-228.508
213.235,0.101797,99.9956828753,1000.0,212.562,30.8125,212.554740206,3.0,1000.0,30.2999974216,1000.0,322.43,0.0,1107,124.77,4.7347180949,212.680932069,1107,165.803,126.0,-227.562
212.813,0.0542403,99.9956828753,1000.0,212.187,33.0689655172,212.184367661,4.0,1000.0,28.8503045277,1000.0,322.426,0.0,1108,124.83,4.58256807765,212.325207459,1108,158.054,119.0,-226.386
212.114,0.149248,99.9956828753,1000.0,211.53,29.3428571429,211.525010474,3.0,1000.0,23.6847664811,1000.0,322.507,0.0,1109,124.83,4.72474120574,211.654317718,1109,162.717,95.0,-225.995
211.22,0.176762,99.9956828753,1000.0,210.525,30.1764705882,210.524605745,4.0,1000.0,29.7286459083,1000.0,322.494,0.0,1110,124.878,4.79054573625,210.663858773,1110,169.295,117.0,-224.916
211.156,0.294314,99.9956828753,1000.0,210.528,31.03125,210.516644484,4.0,1000.0,28.08189405,1000.0,322.512,0.0,1111,124.873,4.70458241066,210.634061211,1111,169.867,121.0,-224.877
209.727,0.387815,99.9956828753,1000.0,209.093,44.5238095238,209.097391521,4.0,1000.0,46.4395347251,1000.0,322.541,0.0,1112,124.9,4.63514240096,209.221408195,1112,155.448,194.0,-224.226
209.69,0.133498,99.9956828753,1000.0,209.149,27.5128205128,209.142750062,3.0,1000.0,30.1499430581,1000.0,322.5,0.0,1113,124.919,4.37568520679,209.257430881,1113,138.393,125.0,-223.829
209.34,0.19603,99.9956828753,1000.0,208.705,26.1621621622,208.702420132,4.0,1000.0,23.3267199922,1000.0,322.52,0.0,1114,124.916,4.76753149437,208.818970496,1114,149.262,99.0,-223.342
208.718,0.131825,99.9956828753,1000.0,208.066,23.7441860465,208.06019685,3.0,1000.0,24.0000901386,1000.0,322.499,0.0,1115,124.905,4.69097817804,208.1924659,1115,149.465,125.0,-222.406
208.206,0.123641,99.9956828753,1000.0,207.57,29.1212121212,207.574790888,3.0,1000.0,30.1368168834,1000.0,322.569,0.0,1116,124.9,4.79704336681,207.707303042,1116,162.478,168.0,-221.643
207.417,0.0126305,99.9956828753,1000.0,206.835,26.275,206.827659397,4.0,1000.0,21.0523009431,1000.0,322.581,0.0,1117,124.901,4.6752949702,206.943692185,1117,155.905,103.0,-220.548
206.123,0.164311,99.9956828753,1000.0,205.434,32.2903225806,205.43010024,3.0,1000.0,27.6174250141,1000.0,322.559,0.0,1118,124.898,4.98211921288,205.550159761,1118,172.857,113.0,-218.88
205.162,0.116193,99.9956828753,1000.0,204.509,23.2558139535,204.507766155,3.0,1000.0,18.6374130145,1000.0,322.505,0.0,1119,124.962,5.07609705655,204.615427386,1119,175.762,88.0,-218.172
203.453,0.118846,99.9956828753,1000.0,202.863,21.3695652174,202.866722345,3.0,1000.0,15.4390226877,1000.0,322.604,0.0,1120,124.996,4.72487928915,202.967563225,1120,164.207,64.0,-216.613
202.806,0.124553,98.0815440121,1000.0,202.194,29.7058823529,202.188918269,4.0,923.181818182,19.2346644977,155.0,322.603,242.920420258,1121,125.011,4.5304261129,202.295245519,1121,142.339,71.0,-215.138
201.432,0.118114,99.9956828753,1000.0,200.808,19.0,200.799244923,3.0,1000.0,19.4819703781,1000.0,322.588,0.0,1122,125.042,4.64480754364,200.906460774,1122,154.075,99.0,-213.914
200.925,0.0816434,99.9956828753,1000.0,200.317,21.4,200.322106303,3.0,1000.0,19.6247009885,1000.0,322.593,0.0,1123,125.052,4.45833748157,200.442491054,1123,136.375,97.0,-213.236
199.191,0.0734382,99.9956828753,1000.0,198.565,22.5,198.559573659,3.0,1000.0,19.7701465764,1000.0,322.579,0.0,1124,125.134,4.42188303181,198.69604854,1124,145.69,81.0,-211.822
198.296,0.0858211,99.9956828753,1000.0,197.665,20.0,197.664426025,3.0,1000.0,16.929264603,1000.0,322.521,0.0,1125,125.178,4.59526804638,197.786141325,1125,138.422,88.0,-210.59
197.391,0.0857213,99.9956828753,1000.0,196.792,23.2619047619,196.782572222,3.0,1000.0,19.1709844294,1000.0,322.499,0.0,1126,125.196,4.31804213388,196.890857122,1126,139.008,74.0,-209.551
196.52,0.108963,99.9956828753,1000.0,195.962,23.5238095238,195.958968076,4.0,1000.0,14.3447984521,1000.0,322.448,0.0,1127,125.272,4.08598496395,196.075474305,1127,122.64,54.0,-208.943
195.402,0.150788,99.9956828753,1000.0,194.726,19.9387755102,194.728176848,3.0,1000.0,17.29504844,1000.0,322.482,0.0,1128,125.291,4.64268476463,194.832563191,1128,145.316,102.0,-207.507
194.512,0.16988,99.9956828753,1000.0,193.836,18.4909090909,193.827256953,3.0,1000.0,16.5033029502,1000.0,322.494,0.0,1129,125.307,4.53278854955,193.959230444,1129,144.575,80.0,-206.537
193.588,0.224631,99.9956828753,1000.0,192.946,22.1063829787,192.94699546,3.0,1000.0,18.9615894416,1000.0,322.558,0.0,1130,125.359,4.30545892525,193.054744698,1130,132.346,78.0,-205.639
192.883,0.373635,99.9956828753,1000.0,192.334,18.7358490566,192.320975017,4.0,1000.0,14.7879999074,1000.0,322.575,0.0,1131,125.377,4.19640196955,192.426173677,1131,122.399,68.0,-205.103
191.939,0.353055,99.9956828753,1000.0,191.34,15.2424242424,191.343204999,3.0,1000.0,11.8488723489,1000.0,322.589,0.0,1132,125.381,4.26748065576,191.442600575,1132,123.012,75.0,-204.226
191.397,0.328866,99.9956828753,1000.0,190.794,17.5438596491,190.795554631,3.0,1000.0,16.8731803962,1000.0,322.589,0.0,1133,125.375,4.40048616207,190.910072483,1133,140.908,86.0,-203.163
190.562,0.286865,99.9956828753,1000.0,190.003,17.5789473684,189.998574154,3.0,1000.0,13.4097992036,1000.0,322.58,0.0,1134,125.423,4.58954785447,190.104987165,1134,150.685,64.0,-202.628
190.553,0.312989,99.81927229,1000.0,189.935,13.1081081081,189.924004017,3.0,918.545454545,9.8811416995,396.0,322.576,185.009760743,1135,125.456,4.50855499804,190.029296944,1135,137.15,49.0,-202.71
189.855,0.266139,99.9956828753,1000.0,189.286,11.0,189.286514873,3.0,1000.0,10.2925298257,1000.0,322.595,0.0,1136,125.445,4.48551833796,189.395610176,1136,124.09,44.0,-202.485
189.93,0.219013,99.9956828753,1000.0,189.308,11.0888888889,189.296241511,2.0,1000.0,9.00079557526,1000.0,322.556,0.0,1137,125.406,4.58481827089,189.397694419,1137,133.886,51.0,-202.081
189.392,0.202229,99.9956828753,1000.0,188.831,12.0481927711,188.833375939,3.0,1000.0,14.1624853296,1000.0,322.602,0.0,1138,125.459,4.11509784935,188.953129374,1138,116.074,90.0,-202.106
189.399,0.404614,99.9956828753,1000.0,188.786,10.8369565217,188.794112261,3.0,1000.0,9.98724966918,1000.0,322.614,0.0,1139,125.434,4.35979358466,188.89508349,1139,127.486,51.0,-202.258
189.392,0.264939,99.9956828753,1000.0,188.853,13.1973684211,188.842855019,3.0,1000.0,10.1890288479,1000.0,322.582,0.0,1140,125.498,4.12296943156,188.945882396,1140,113.914,50.0,-202.084
189.059,0.269924,99.9956828753,1000.0,188.404,12.582278481,188.404595665,3.0,1000.0,14.4086890056,1000.0,322.616,0.0,1141,125.521,4.32289488369,188.519508495,1141,122.475,66.0,-201.481
188.832,0.317608,99.9956828753,1000.0,188.251,14.2142857143,188.247425588,3.0,1000.0,15.6852003559,1000.0,322.623,0.0,1142,125.543,4.28242190898,188.355984231,1142,126.657,75.0,-201.377
188.384,0.0694082,99.9956828753,1000.0,187.757,13.6438356164,187.754491778,3.0,1000.0,21.148768456,1000.0,322.597,0.0,1143,125.533,4.58368136684,187.869190739,1143,132.736,156.0,-200.866
188.407,0.0863132,99.9956828753,1000.0,187.744,14.9558823529,187.736814071,3.0,1000.0,18.6148531962,1000.0,322.626,0.0,1144,125.541,4.36996723631,187.872825727,1144,124.72,106.0,-200.248
186.998,0.366276,99.9956828753,1000.0,186.373,18.1111111111,186.373285344,2.0,1000.0,17.994512195,1000.0,322.642,0.0,1145,125.578,4.54886337822,186.49022194,1145,139.638,100.0,-198.682
185.94,0.645044,62.0972741332,1000.0,185.334,15.0147058824,185.337379496,3.0,312.96875,11.6056434637,12.0,322.639,343.832488682,1146,125.632,4.88272491224,185.489792585,1146,163.911,53.0,-197.025
184.79,0.343331,99.9956828753,1000.0,184.11,17.8148148148,184.100207371,3.0,1000.0,21.0247421036,1000.0,322.607,0.0,1147,125.665,4.9150607157,184.265950538,1147,160.849,108.0,-195.926
183.846,0.144885,99.9956828753,1000.0,183.23,18.8,183.235825356,3.0,1000.0,21.4046723871,1000.0,322.56,0.0,1148,125.667,4.4856337223,183.375228146,1148,134.262,115.0,-195.521
182.646,0.46278,99.9956828753,1000.0,181.986,20.4489795918,181.979317607,3.0,1000.0,21.4970916158,1000.0,322.558,0.0,1149,125.653,4.49216132356,182.151664571,1149,131.296,118.0,-194.32
182.272,0.0784438,99.9956828753,1000.0,181.622,23.1951219512,181.623973428,4.0,1000.0,19.7301546014,1000.0,322.552,0.0,1150,125.647,4.35688616849,181.783302107,1150,122.289,96.0,-193.839
181.724,0.353711,99.9956828753,1000.0,181.108,18.3571428571,181.098198416,3.0,1000.0,15.0942616479,1000.0,322.556,0.0,1151,125.672,4.12677249223,181.265714088,1151,116.252,60.0,-193.464
181.174,0.380775,99.9956828753,1000.0,180.464,19.3018867925,180.463580313,3.0,1000.0,17.2655015453,1000.0,322.514,0.0,1152,125.649,4.36199420877,180.666075162,1152,116.733,83.0,-192.811
180.666,0.531458,99.9956828753,1000.0,180.013,27.8055555556,180.011921938,3.0,1000.0,25.9677357979,1000.0,322.466,0.0,1153,125.648,4.08375318841,180.180672528,1153,107.192,117.0,-192.309
180.065,0.591428,99.9956828753,1000.0,179.33,20.4468085106,179.332381555,2.0,1000.0,22.9947343747,1000.0,322.428,0.0,1154,125.624,4.39835802389,179.519646844,1154,119.248,120.0,-191.797
179.379,0.634839,99.9956828753,1000.0,178.75,25.3414634146,178.738950087,3.0,1000.0,20.8474245425,1000.0,322.452,0.0,1155,125.642,4.04008991064,178.904290387,1155,105.913,95.0,-191.222
179.183,0.656112,99.9956828753,1000.0,178.535,19.16,178.533639202,2.0,1000.0,14.5730710559,1000.0,322.458,0.0,1156,125.654,4.09253739673,178.697892082,1156,105.252,68.0,-190.453
178.809,0.675643,99.9956828753,1000.0,178.24,21.6666666667,178.236701684,3.0,1000.0,17.1711159283,1000.0,322.457,0.0,1157,125.647,4.10714761143,178.373720624,1157,113.432,65.0,-189.932
178.232,0.462112,99.6662974534,1000.0,177.582,24.95,177.581603111,3.0,939.090909091,24.7355513381,330.0,322.465,192.611457483,1158,125.662,4.17897570832,177.750046192,1158,110.226,131.0,-189.354
177.66,0.365477,99.9956828753,1000.0,177.097,29.0588235294,177.096833202,4.0,1000.0,20.452155325,1000.0,322.476,0.0,1159,125.671,3.82110370728,177.265940617,1159,90.5177,91.0,-188.828
176.728,0.24957,99.9956828753,1000.0,176.038,19.1538461538,176.034769091,3.0,1000.0,16.7749637342,1000.0,322.494,0.0,1160,125.702,4.34098964129,176.21139677,1160,121.151,101.0,-187.085
175.655,0.264828,94.3429381197,1000.0,174.992,29.0285714286,174.989682978,3.0,852.833333333,31.3108705124,73.0,322.447,329.56456963,1161,125.702,4.09321853599,175.177312913,1161,111.399,149.0,-186.43
174.901,0.274833,90.6449746544,1000.0,174.259,23.4761904762,174.254540103,3.0,842.916666667,15.9556499849,57.0,322.464,351.249070778,1162,125.727,4.05567078642,174.449555372,1162,100.294,72.0,-185.485
174.108,0.32212,99.9956828753,1000.0,173.479,25.7692307692,173.479791521,3.0,1000.0,18.9472432721,1000.0,322.49,0.0,1163,125.735,4.03049307827,173.653285652,1163,101.94,72.0,-184.92
173.571,0.195188,62.2941539522,1000.0,172.92,22.9090909091,172.916243787,3.0,361.25,15.7231996828,48.0,322.425,439.651617355,1164,125.77,4.06497986896,173.087232275,1164,104.991,61.0,-184.139
172.904,0.29279,99.9956828753,1000.0,172.334,18.8490566038,172.33176623,3.0,1000.0,14.9090275633,1000.0,322.416,0.0,1165,125.785,3.78272251283,172.471472822,1165,95.1525,69.0,-183.185
172.015,0.159476,75.4380039308,1000.0,171.41,22.8181818182,171.410608367,4.0,515.904761905,22.0735060519,59.0,322.343,461.617539565,1166,125.817,3.9269949527,171.558567143,1166,93.798,108.0,-182.601
171.055,0.282611,42.0896933907,1000.0,170.434,19.568627451,170.425092705,3.0,71.4466666667,16.4665494581,46.0,322.342,132.766287722,1167,125.839,4.29599005245,170.573974976,1167,108.879,82.0,-181.568
170.781,0.419412,40.2642802885,89.0,170.058,25.025,170.057144495,5.0,51.4256410256,23.4632558482,43.0,322.341,5.74039746452,1168,125.845,4.38465576504,170.218701066,1168,120.892,105.0,-181.412
169.905,0.371373,36.9734748294,185.0,169.302,23.8,169.296579314,3.0,46.7943925234,21.0192768667,41.0,322.284,14.9085927163,1169,125.867,3.93157769081,169.452491775,1169,90.4902,114.0,-180.801
169.752,0.452101,39.5641469362,67.0,169.179,20.9583333333,169.178195725,3.0,50.175,15.5039757446,43.0,322.292,3.71407794749,1170,125.9,3.79904389604,169.327097316,1170,95.3502,52.0,-180.295
169.273,0.408018,38.6687824712,1000.0,168.58,22.2608695652,168.576232311,4.0,53.2553191489,21.9767018756,43.0,322.331,69.3514693535,1171,125.892,4.13236209002,168.754765917,1171,103.986,97.0,-179.638
169.17,0.333483,43.5800082239,1000.0,168.503,19.94,168.488098097,3.0,99.1683168317,17.0181197551,42.0,322.236,205.756516171,1172,125.896,4.13263612917,168.671669917,1172,100.487,82.0,-179.405
168.528,0.513321,33.799045064,56.0,167.93,17.9298245614,167.94318328,3.0,41.3388429752,16.1493681905,13.0,322.246,7.46236144466,1173,125.934,3.9562882206,168.133010893,1173,94.8279,76.0,-179.018
168.124,0.535574,42.077512662,375.0,167.379,19.5490196078,167.367061668,3.0,58.4127906977,20.5400743889,42.0,322.23,37.206501984,1174,125.92,4.56769796206,167.520768534,1174,118.078,108.0,-178.655
167.6,0.306617,88.4419423155,1000.0,167.0,15.0476190476,167.003710731,3.0,785.230769231,11.0932963762,56.0,322.262,392.142468978,1175,125.937,4.00832296284,167.195707232,1175,93.4497,51.0,-178.271
167.788,0.566622,32.1860941579,50.0,167.053,14.1621621622,167.049811298,3.0,38.667953668,11.7542712502,36.0,322.328,2.12126939435,1176,125.941,4.18842043813,167.281866127,1176,96.0992,59.0,-178.215
167.65,0.617565,30.9600175232,42.0,166.966,13.1038961039,166.958968378,3.0,36.8713235294,10.7589701815,35.0,322.296,1.29832517047,1177,125.939,4.43952293944,167.198843714,1177,103.876,50.0,-178.372
168.012,0.151865,99.9956828753,1000.0,167.301,12.7922077922,167.303778218,2.0,1000.0,14.5756759326,1000.0,322.296,0.0,1178,125.93,4.41880127113,167.560174479,1178,108.219,93.0,-178.786
168.047,0.273422,99.9956828753,1000.0,167.354,12.9615384615,167.349190794,3.0,1000.0,13.8494120098,1000.0,322.284,0.0,1179,125.96,4.2230372579,167.601038637,1179,104.188,72.0,-179.272
168.774,0.180616,53.4877805771,1000.0,168.07,12.2625,168.070715588,3.0,503.6,13.3844534349,7.0,322.269,496.40008058,1180,125.95,4.78443653696,168.258631998,1180,126.244,76.0,-180.516
169.652,0.180945,99.9956828753,1000.0,169.13,14.6865671642,169.123301574,3.0,1000.0,19.223903773,1000.0,322.249,0.0,1181,125.989,4.31404531976,169.279514551,1181,106.438,92.0,-181.726
170.948,0.137594,99.9956828753,1000.0,170.367,10.8526315789,170.368822801,3.0,1000.0,13.9570532413,1000.0,322.202,0.0,1182,126.009,4.30365234107,170.490641086,1182,101.103,70.0,-183.305
172.388,0.246951,99.9956828753,1000.0,171.887,17.9821428571,171.889521818,3.0,1000.0,21.3512220054,1000.0,322.219,0.0,1183,126.024,4.38890968195,171.993793507,1183,111.563,77.0,-185.03
173.273,0.200964,99.9956828753,1000.0,172.676,15.1515151515,172.673869627,3.0,1000.0,19.6640283985,1000.0,322.218,0.0,1184,126.038,4.45633262913,172.791153386,1184,113.097,87.0,-186.116
174.867,0.209937,99.9956828753,1000.0,174.296,10.8804347826,174.294364622,3.0,1000.0,15.1175412017,1000.0,322.281,0.0,1185,126.038,4.15516544288,174.404067575,1185,104.37,83.0,-187.693
