AverageAbsY,AverageAbsQ,MinReturn,QFunRegParamNorm,StdReturn,AverageReturn,AverageQLoss,PolicyRegParamNorm,MaxEsReturn,Iteration,AverageEsReturn,MaxReturn,AverageAction,AverageDiscountedReturn,AverageQ,AveragePolicySurr,StdEsReturn,MinEsReturn,AverageY,AverageAbsQYDiff,Epoch
156.111197602,156.514,28.0,278.817,472.426076682,402.423076923,119.256,142.812,43.0,2376,8.78947368421,1000.0,0.0904331,53.9894907129,156.041,-178.468,8.51157486841,3.0,156.035445746,3.25824301277,2376
156.193416953,156.6,1000.0,278.818,0.0,1000.0,121.255,142.845,39.0,2377,8.03225806452,1000.0,0.365655,99.9956828753,156.101,-178.212,7.03784181989,2.0,156.116957606,3.35332767211,2377
156.345512921,156.828,21.0,278.845,442.267118472,720.285714286,120.452,142.884,54.0,2378,8.18852459016,1000.0,0.446311,76.8618343903,156.282,-177.906,8.64541190479,3.0,156.272841126,3.36005412425,2378
155.790902185,156.307,1000.0,278.835,0.0,1000.0,121.916,142.871,74.0,2379,9.83333333333,1000.0,0.688086,99.9956828753,155.697,-177.918,10.7302790685,3.0,155.702497695,3.39445976283,2379
155.276370866,155.757,1000.0,278.876,0.0,1000.0,108.562,142.88,32.0,2380,6.27450980392,1000.0,0.701854,99.9956828753,155.2,-177.849,5.71460151816,3.0,155.202306039,3.25077733475,2380
155.579331185,156.087,1000.0,278.876,0.0,1000.0,113.43,142.891,49.0,2381,7.80152671756,1000.0,0.400387,99.9956828753,155.482,-177.751,7.80332660255,3.0,155.486858476,3.28274744438,2381
155.269166188,155.731,1000.0,278.86,0.0,1000.0,94.0057,142.884,56.0,2382,8.71794871795,1000.0,0.581661,99.9956828753,155.181,-177.61,9.90712956941,2.0,155.170275931,2.9511592795,2382
155.3105363,155.926,34.0,278.895,277.70547452,912.181818182,127.722,142.907,90.0,2383,8.48717948718,1000.0,0.636766,93.5365005478,155.213,-177.708,12.2931538063,2.0,155.217433976,3.55370965437,2383
155.150547293,155.62,1000.0,278.888,0.0,1000.0,108.889,142.898,55.0,2384,8.18699186992,1000.0,0.465458,99.9956828753,155.01,-177.258,8.75905997248,2.0,155.021179897,3.14814723534,2384
156.018974733,156.495,1000.0,278.904,0.0,1000.0,101.326,142.899,72.0,2385,7.14285714286,1000.0,0.354489,99.9956828753,155.913,-178.015,7.81899831781,2.0,155.918089314,2.98247397604,2385
154.836819715,155.385,1000.0,278.948,0.0,1000.0,134.506,142.913,38.0,2386,7.71317829457,1000.0,0.252065,99.9956828753,154.736,-177.131,7.51865256612,2.0,154.728997996,3.54835920087,2386
154.619116683,155.1,1000.0,278.934,0.0,1000.0,125.167,142.924,64.0,2387,8.36666666667,1000.0,0.277229,99.9956828753,154.505,-176.921,9.46478854609,2.0,154.523635681,3.32693058071,2387
153.989109062,154.56,1000.0,278.939,0.0,1000.0,121.159,142.942,65.0,2388,8.04098360656,1000.0,0.396459,99.9956828753,153.932,-176.964,8.92169720399,3.0,153.923982904,3.23668621692,2388
154.180778841,154.61,1000.0,278.935,0.0,1000.0,111.856,142.923,62.0,2389,9.2752293578,1000.0,0.261985,99.9956828753,154.13,-176.468,9.91326750642,3.0,154.125976109,3.12024824896,2389
154.087856192,154.539,50.0,278.983,17.2277225254,78.2248062016,114.852,142.96,48.0,2390,7.768,146.0,0.312304,53.7963630346,154.014,-175.974,7.89646604501,3.0,154.022255665,3.0923823184,2390
153.656240024,154.125,1000.0,278.91,0.0,1000.0,134.927,142.956,39.0,2391,7.20833333333,1000.0,0.439559,99.9956828753,153.606,-175.992,6.65715467248,3.0,153.597193886,3.48250967066,2391
152.676788948,153.144,1000.0,278.898,0.0,1000.0,91.7991,142.958,51.0,2392,8.07317073171,1000.0,0.208237,99.9956828753,152.615,-175.339,8.03768636746,2.0,152.614676178,2.87194316819,2392
152.736333423,153.195,1000.0,278.909,0.0,1000.0,110.114,142.977,60.0,2393,9.2962962963,1000.0,0.184627,99.9956828753,152.671,-174.991,9.3553898698,3.0,152.670221863,3.16140286757,2393
153.415746052,153.877,1000.0,278.943,0.0,1000.0,108.133,142.973,55.0,2394,7.65625,1000.0,0.1583,99.9956828753,153.334,-175.051,7.62339890977,3.0,153.338963458,3.10662214926,2394
153.27774008,153.787,1000.0,278.947,0.0,1000.0,118.606,143.017,38.0,2395,7.58208955224,1000.0,0.443104,99.9956828753,153.189,-174.628,6.78925677627,3.0,153.194184148,3.30297067817,2395
151.988208445,152.439,1000.0,278.949,0.0,1000.0,106.009,143.021,62.0,2396,9.22018348624,1000.0,0.199011,99.9956828753,151.907,-173.663,10.0679870515,3.0,151.897446185,2.98858302242,2396
151.679974644,152.184,1000.0,278.982,0.0,1000.0,111.578,143.032,34.0,2397,8.48305084746,1000.0,0.194439,99.9956828753,151.619,-173.401,6.82434953857,2.0,151.630901302,3.06562267683,2397
151.961256862,152.482,75.0,278.967,265.918803241,915.909090909,111.578,143.049,108.0,2398,9.8,1000.0,0.248026,95.7180149631,151.909,-173.416,16.1666323024,3.0,151.902419577,3.05422981275,2398
151.602318012,152.056,1000.0,278.959,0.0,1000.0,113.839,143.071,115.0,2399,11.7356321839,1000.0,0.251732,99.9956828753,151.531,-172.478,18.1851649594,3.0,151.537311449,3.05230140845,2399
150.776857713,151.33,34.0,278.933,402.020061909,779.846153846,125.572,143.102,111.0,2400,11.3793103448,1000.0,0.258743,85.2748487335,150.716,-171.994,17.1365317776,2.0,150.706110409,3.21638576478,2400
150.335373098,150.716,26.0,279.015,161.693778401,73.5661764706,98.1778,143.084,60.0,2401,9.83333333333,1000.0,0.510813,38.1141547994,150.241,-172.243,10.9518405055,3.0,150.245538927,2.88154561938,2401
150.298443821,150.724,65.0,279.013,391.246804744,682.933333333,117.658,143.058,50.0,2402,7.10714285714,1000.0,0.480933,90.6011795837,150.229,-171.107,7.93428044138,3.0,150.229584747,3.19924875351,2402
149.007458182,149.402,52.0,279.038,275.67650324,360.035714286,116.562,143.048,44.0,2403,10.0101010101,1000.0,0.713521,85.3841196245,148.956,-170.759,9.4307630608,3.0,148.955144993,3.13628031687,2403
148.751563426,149.197,1000.0,279.037,0.0,1000.0,99.474,143.023,94.0,2404,9.81188118812,1000.0,0.189286,99.9956828753,148.679,-170.468,12.7696366907,3.0,148.676548943,2.86687650934,2404
148.021191759,148.464,1000.0,279.047,0.0,1000.0,106.532,143.002,56.0,2405,8.85344827586,1000.0,0.375327,99.9956828753,147.935,-169.559,9.84295153935,3.0,147.92982157,2.96299876456,2405
147.653251799,148.105,1000.0,279.122,0.0,1000.0,101.455,143.042,48.0,2406,7.8359375,1000.0,0.258375,99.9956828753,147.581,-168.588,7.69209958308,3.0,147.569275276,2.95715253858,2406
148.654742199,149.15,1000.0,279.096,0.0,1000.0,106.03,143.058,71.0,2407,8.61739130435,1000.0,0.323827,99.9956828753,148.565,-169.343,10.7287363887,2.0,148.573438156,3.10493354323,2407
146.969679214,147.505,1000.0,279.132,0.0,1000.0,123.467,143.067,35.0,2408,8.83486238532,1000.0,0.27371,99.9956828753,146.893,-168.09,6.91032170611,3.0,146.88752349,3.3654819355,2408
146.78909167,147.277,1000.0,279.127,0.0,1000.0,91.4134,143.052,69.0,2409,10.7835051546,1000.0,0.204192,99.9956828753,146.72,-168.029,12.007065621,3.0,146.713004033,2.91609065315,2409
146.950654155,147.408,1000.0,279.108,0.0,1000.0,92.9905,143.06,83.0,2410,10.7582417582,1000.0,0.151073,99.9956828753,146.879,-167.501,12.2226062034,2.0,146.882984231,2.89537543629,2410
146.421061362,146.919,1000.0,279.112,0.0,1000.0,101.703,143.078,76.0,2411,14.803030303,1000.0,0.213873,99.9956828753,146.345,-167.007,14.2703546249,3.0,146.339864708,3.06138161371,2411
146.104501252,146.532,1000.0,279.133,0.0,1000.0,99.3974,143.077,67.0,2412,13.9315068493,1000.0,0.139767,99.9956828753,146.037,-166.459,13.0008732764,3.0,146.033233182,2.87560189944,2412
145.721576248,146.226,1000.0,279.145,0.0,1000.0,101.882,143.086,55.0,2413,10.8617021277,1000.0,0.151917,99.9956828753,145.653,-166.095,10.3867766423,3.0,145.656815423,2.98374341425,2413
144.974640169,145.512,1000.0,279.152,0.0,1000.0,99.8115,143.093,79.0,2414,10.0909090909,1000.0,0.106176,99.9956828753,144.928,-165.514,12.6019806918,2.0,144.921773665,2.96838742901,2414
144.735960542,145.13,1000.0,279.13,0.0,1000.0,100.988,143.119,62.0,2415,11.3409090909,1000.0,0.216385,99.9956828753,144.691,-165.835,11.4692140926,3.0,144.693954915,2.97308480221,2415
144.403922624,144.908,1000.0,279.126,0.0,1000.0,104.481,143.106,128.0,2416,10.7127659574,1000.0,0.0353927,99.9956828753,144.325,-164.859,15.1254487118,3.0,144.322389043,3.10345335289,2416
144.043789773,144.501,1000.0,279.102,0.0,1000.0,101.469,143.07,58.0,2417,8.8,1000.0,0.140698,99.9956828753,143.981,-164.524,8.69252552484,3.0,143.967608529,3.00601200917,2417
143.441988419,143.856,1000.0,279.126,0.0,1000.0,94.0761,143.084,61.0,2418,10.14,1000.0,0.126319,99.9956828753,143.349,-164.639,10.4067478109,3.0,143.359465814,2.8170060359,2418
143.94247746,144.454,1000.0,279.134,0.0,1000.0,109.886,143.084,163.0,2419,11.6091954023,1000.0,0.228948,99.9956828753,143.838,-164.101,19.2702237828,3.0,143.832584889,3.08187661982,2419
142.962592866,143.419,1000.0,279.135,0.0,1000.0,102.055,143.088,61.0,2420,9.66346153846,1000.0,0.251706,99.9956828753,142.853,-163.296,9.97555722072,3.0,142.849364125,2.91738713454,2420
143.538488439,143.962,1000.0,279.167,0.0,1000.0,93.3766,143.042,55.0,2421,9.37735849057,1000.0,0.43245,99.9956828753,143.42,-163.356,9.19644397045,3.0,143.418329521,2.83249081501,2421
142.119766544,142.59,1000.0,279.186,0.0,1000.0,89.129,143.035,59.0,2422,9.08108108108,1000.0,0.412515,99.9956828753,141.977,-162.216,9.97305842391,3.0,141.977820632,2.82858092957,2422
141.976140613,142.385,1000.0,279.187,0.0,1000.0,86.1193,143.018,44.0,2423,9.67647058824,1000.0,0.0389344,99.9956828753,141.834,-162.284,9.16853289171,2.0,141.834894024,2.78117194421,2423
142.339764498,142.866,1000.0,279.223,0.0,1000.0,98.6193,143.032,63.0,2424,9.17592592593,1000.0,0.14867,99.9956828753,142.179,-161.774,9.00599461234,3.0,142.186731941,3.03744553349,2424
141.586359217,142.024,1000.0,279.198,0.0,1000.0,81.7571,143.028,66.0,2425,9.39814814815,1000.0,0.377203,99.9956828753,141.452,-162.014,9.64263278057,2.0,141.451971239,2.78353877685,2425
141.632397158,142.108,1000.0,279.209,0.0,1000.0,91.8678,143.048,38.0,2426,9.19444444444,1000.0,0.606034,99.9956828753,141.492,-161.433,7.70095993696,3.0,141.492677229,2.99074916724,2426
141.025890815,141.522,21.0,279.234,42.0544323398,128.743589744,97.5688,143.061,106.0,2427,9.81,275.0,0.652307,70.3068933385,140.87,-161.323,14.0667657974,3.0,140.866607306,2.90527240581,2427
140.520016933,141.007,214.0,279.273,275.266045047,670.933333333,83.5986,143.073,52.0,2428,9.06140350877,1000.0,0.602697,98.5060529501,140.362,-160.757,9.60197812927,2.0,140.356410462,2.78135600928,2428
139.816820193,140.251,1000.0,279.257,0.0,1000.0,85.5792,143.084,86.0,2429,7.8359375,1000.0,0.573834,99.9956828753,139.659,-160.465,9.45282476279,3.0,139.665292327,2.79861656651,2429
140.884141976,141.386,1000.0,279.258,0.0,1000.0,101.57,143.097,70.0,2430,8.52136752137,1000.0,0.211733,99.9956828753,140.737,-160.708,9.09268353438,2.0,140.737712751,3.00143866135,2430
140.967771224,141.467,1000.0,279.253,0.0,1000.0,93.2806,143.122,44.0,2431,9.1568627451,1000.0,0.180142,99.9956828753,140.846,-160.186,9.11661389888,3.0,140.836676681,2.86880645987,2431
139.566194861,140.018,1000.0,279.27,0.0,1000.0,86.3659,143.135,71.0,2432,11.7303370787,1000.0,0.168649,99.9956828753,139.428,-159.9,12.0753849776,3.0,139.424240599,2.86506539574,2432
139.936713677,140.358,34.0,279.27,277.70547452,912.181818182,87.4055,143.14,67.0,2433,9.05309734513,1000.0,0.145623,93.5365005478,139.765,-159.623,9.83207745309,2.0,139.774661589,2.80306479386,2433
139.49097054,139.926,1000.0,279.298,0.0,1000.0,85.0797,143.154,81.0,2434,8.19672131148,1000.0,0.219339,99.9956828753,139.352,-160.03,9.8243919799,3.0,139.345148924,2.7167514894,2434
139.385188729,139.772,1000.0,279.324,0.0,1000.0,78.2667,143.19,97.0,2435,9.96,1000.0,0.29632,99.9956828753,139.229,-159.488,12.5745139071,2.0,139.237894993,2.63466911485,2435
139.252911359,139.615,1000.0,279.311,0.0,1000.0,86.1762,143.21,47.0,2436,7.79069767442,1000.0,0.229878,99.9956828753,139.147,-159.2,7.67930312024,2.0,139.14906969,2.70779211619,2436
139.419501377,139.909,1000.0,279.261,0.0,1000.0,89.8206,143.232,55.0,2437,9.12264150943,1000.0,0.239884,99.9956828753,139.324,-159.832,9.35333946033,2.0,139.328575574,2.92015936617,2437
139.075247876,139.532,1000.0,279.265,0.0,1000.0,94.3205,143.237,84.0,2438,9.18918918919,1000.0,0.22628,99.9956828753,138.957,-159.05,11.8439656689,3.0,138.952898017,2.94004754894,2438
138.878021708,139.311,1000.0,279.272,0.0,1000.0,93.2178,143.239,93.0,2439,11.0217391304,1000.0,0.203164,99.9956828753,138.779,-158.81,15.614916406,3.0,138.774382229,2.81341498142,2439
138.055606937,138.447,1000.0,279.295,0.0,1000.0,85.5425,143.269,108.0,2440,8.19834710744,1000.0,0.559779,99.9956828753,137.963,-157.843,11.6842903891,2.0,137.965304053,2.63125354279,2440
138.425364419,138.865,65.0,279.264,52.8081379325,115.218390805,94.1089,143.326,68.0,2441,8.7652173913,300.0,0.667055,65.1228400989,138.312,-158.458,9.75912543728,3.0,138.312451172,2.83412254159,2441
138.943782904,139.389,1000.0,279.309,0.0,1000.0,97.0865,143.322,102.0,2442,10.6989247312,1000.0,0.423695,99.9956828753,138.845,-158.162,16.7670856184,2.0,138.84320372,2.89328288009,2442
137.615892513,138.051,81.0,279.282,1.15241110833,82.8347107438,96.7998,143.318,120.0,2443,11.2584269663,86.0,0.289549,56.5017596374,137.53,-157.408,17.9139817906,3.0,137.535845737,2.88949871811,2443
138.093804256,138.53,1000.0,279.267,0.0,1000.0,85.2241,143.338,91.0,2444,9.625,1000.0,0.345465,99.9956828753,138.019,-157.87,12.1956703383,3.0,138.013157205,2.76468389539,2444
138.67859136,139.098,567.0,279.246,133.184331345,932.545454545,85.831,143.36,81.0,2445,8.63716814159,1000.0,0.395771,99.9617190043,138.604,-158.38,10.09693018,3.0,138.603330442,2.75629700363,2445
137.941169381,138.443,160.0,279.267,188.718823366,349.413793103,97.4587,143.387,53.0,2446,8.73684210526,803.0,0.509215,92.5295314908,137.869,-157.775,7.92625288295,2.0,137.87625934,2.93054652069,2446
137.685282668,138.165,1000.0,279.302,0.0,1000.0,81.6495,143.422,68.0,2447,8.11023622047,1000.0,0.445375,99.9956828753,137.631,-157.169,8.63451082051,3.0,137.62612345,2.66209206861,2447
136.735901304,137.189,1000.0,279.327,0.0,1000.0,93.4533,143.429,93.0,2448,8.0564516129,1000.0,0.0245984,99.9956828753,136.667,-156.461,11.7035302224,2.0,136.669384098,2.88252654608,2448
138.055802944,138.479,95.0,279.35,6.59354802131,106.404255319,83.0063,143.437,76.0,2449,8.46610169492,130.0,0.396718,65.6053231182,137.996,-157.177,8.95438743269,3.0,137.999215676,2.64184171017,2449
136.857312524,137.354,361.0,279.388,192.980766889,914.416666667,92.8278,143.437,63.0,2450,7.85826771654,1000.0,0.360805,99.7622604119,136.768,-156.714,7.929536541,3.0,136.760554756,2.8692064968,2450
137.341969505,137.797,262.0,279.38,195.020733526,617.823529412,87.8065,143.435,70.0,2451,8.41525423729,1000.0,0.237095,99.0674498509,137.259,-157.116,10.0256672893,3.0,137.256608423,2.76884676323,2451
137.005146801,137.418,1000.0,279.369,0.0,1000.0,81.6511,143.435,39.0,2452,8.3781512605,1000.0,0.305427,99.9956828753,136.901,-156.803,7.1748763309,3.0,136.900958996,2.63094431429,2452
137.562524032,137.977,125.0,279.352,251.544813877,920.454545455,101.625,143.462,68.0,2453,9.29245283019,1000.0,0.164371,97.4078228568,137.465,-157.041,11.2928153659,3.0,137.461737917,2.88045550453,2453
137.439775522,137.889,32.0,279.358,33.453059049,109.184782609,107.275,143.507,36.0,2454,7.90697674419,220.0,0.687068,64.911513551,137.328,-156.738,7.18141643568,2.0,137.338355396,3.05657550904,2454
137.284105973,137.658,81.0,279.383,378.533753408,571.555555556,83.3655,143.531,91.0,2455,9.02702702703,1000.0,0.311624,88.936218426,137.179,-156.398,10.9564736382,3.0,137.179257014,2.62495495718,2455
136.857949895,137.264,80.0,279.433,82.476939538,174.233333333,77.5,143.545,64.0,2456,7.68702290076,478.0,0.339229,77.692881879,136.747,-156.352,7.25446319,3.0,136.753602861,2.74825437397,2456
136.339413292,136.84,1000.0,279.487,0.0,1000.0,107.775,143.551,64.0,2457,8.13008130081,1000.0,0.29581,99.9956828753,136.212,-156.139,9.39032485095,2.0,136.20632906,3.19811577701,2457
137.156206075,137.612,1000.0,279.482,0.0,1000.0,84.2841,143.547,75.0,2458,9.05504587156,1000.0,0.567701,99.9956828753,137.041,-156.591,9.22684044681,2.0,137.046795861,2.63000547927,2458
136.923351738,137.376,54.0,279.513,80.5793938366,148.073529412,93.0305,143.564,41.0,2459,6.81756756757,396.0,0.690847,71.5253914011,136.796,-156.337,6.17540584306,3.0,136.805088372,2.82121226204,2459
137.752302096,138.132,72.0,279.53,48.0704674542,121.333333333,85.7709,143.564,79.0,2460,9.78431372549,329.0,0.54789,67.8333088556,137.661,-156.783,12.2735387701,3.0,137.658783086,2.66357613493,2460
136.494122998,136.915,47.0,279.559,93.4036933052,89.4912280702,66.5928,143.545,91.0,2461,8.5,716.0,0.507118,50.3474894902,136.395,-156.28,10.7858586011,3.0,136.395166248,2.48765757214,2461
136.47567513,136.879,292.0,279.568,263.389625222,783.461538462,84.6771,143.539,42.0,2462,8.99082568807,1000.0,0.472074,99.2568069255,136.367,-156.686,8.72252742268,3.0,136.373545732,2.72716122559,2462
136.899888674,137.286,47.0,279.577,350.732799883,561.055555556,75.5623,143.534,66.0,2463,8.63559322034,1000.0,0.543822,88.0736000642,136.813,-156.457,9.14910874073,3.0,136.806493009,2.55729906092,2463
137.308544304,137.727,49.0,279.547,453.354312833,529.157894737,82.28,143.541,56.0,2464,8.016,1000.0,0.541089,74.8596229062,137.237,-156.677,8.22774233918,2.0,137.233060562,2.65190639305,2464
136.619560848,137.048,1000.0,279.569,0.0,1000.0,89.8408,143.525,61.0,2465,7.66153846154,1000.0,0.433584,99.9956828753,136.519,-156.168,9.42301098878,3.0,136.527905308,2.86564254382,2465
137.284404817,137.629,48.0,279.603,470.907545774,578.833333333,78.7624,143.564,69.0,2466,8.16260162602,1000.0,0.509609,73.6659885689,137.193,-156.591,9.29496234198,3.0,137.209200623,2.65383700555,2466
136.523008585,136.922,44.0,279.611,453.285808552,391.892857143,83.8481,143.574,39.0,2467,7.23188405797,1000.0,0.392675,62.5792166134,136.469,-156.239,6.21159487918,3.0,136.443609066,2.72531578328,2467
136.840765223,137.279,41.0,279.595,124.651721699,62.0173410405,80.6131,143.605,43.0,2468,8.25619834711,1000.0,0.565637,37.7388248021,136.771,-156.339,8.01499516724,3.0,136.774713079,2.64535658527,2468
136.258050339,136.784,53.0,279.625,272.243358562,913.909090909,87.5673,143.643,39.0,2469,7.92741935484,1000.0,0.467398,94.6593773235,136.192,-155.824,7.00019975187,3.0,136.19154619,2.85308918309,2469
136.705187749,137.198,44.0,279.635,158.507665144,95.4095238095,87.635,143.646,46.0,2470,10.2828282828,1000.0,0.440428,45.0283871868,136.637,-155.822,9.13428484763,2.0,136.648567492,2.81645567408,2470
135.843079752,136.328,21.0,279.606,281.442711755,911.0,82.5209,143.629,39.0,2471,7.60305343511,1000.0,0.309722,92.6349129028,135.794,-155.874,7.36888381587,3.0,135.783643946,2.77244701046,2471
135.93874238,136.405,20.0,279.601,486.9659151,564.444444444,92.6162,143.616,41.0,2472,7.59848484848,1000.0,0.147999,63.6461821486,135.882,-155.612,7.0085011674,2.0,135.88133651,2.83877808129,2472
135.742148743,136.168,20.0,279.621,281.730191542,910.909090909,88.0312,143.62,44.0,2473,8.275,1000.0,0.1517,92.5605577266,135.66,-155.022,8.1014016277,2.0,135.65786574,2.81304083943,2473
135.347992714,135.713,20.0,279.66,412.89854335,773.846153846,86.3956,143.636,44.0,2474,6.67333333333,1000.0,0.186663,81.1219036518,135.256,-155.067,6.17035565335,3.0,135.269772039,2.74604867314,2474
135.840739902,136.211,1000.0,279.687,0.0,1000.0,78.7321,143.637,69.0,2475,9.07272727273,1000.0,0.244409,99.9956828753,135.775,-155.12,10.9823901115,3.0,135.771808478,2.56473490219,2475
135.023680732,135.526,1000.0,279.658,0.0,1000.0,90.8347,143.67,74.0,2476,8.92920353982,1000.0,0.266668,99.9956828753,134.961,-155.025,9.76785119997,3.0,134.957015939,2.87019225746,2476
135.33647378,135.821,1000.0,279.729,0.0,1000.0,94.4764,143.711,100.0,2477,12.0853658537,1000.0,0.302326,99.9956828753,135.243,-154.861,15.3505392131,3.0,135.240561201,2.91924464808,2477
135.464412787,135.896,299.0,279.721,257.749501562,869.166666667,95.1433,143.72,75.0,2478,7.8046875,1000.0,0.499017,99.2009393423,135.39,-155.098,10.009416343,3.0,135.386671904,2.83649172889,2478
135.16472666,135.581,1000.0,279.752,0.0,1000.0,71.5645,143.718,63.0,2479,9.70192307692,1000.0,0.30046,99.9956828753,135.085,-154.886,11.5199490915,3.0,135.096183318,2.56185325116,2479
135.381713713,135.829,1000.0,279.756,0.0,1000.0,85.1301,143.717,60.0,2480,9.52380952381,1000.0,0.306102,99.9956828753,135.295,-155.125,11.636637739,3.0,135.290774026,2.85407748646,2480
135.579285037,136.045,1000.0,279.751,0.0,1000.0,85.8045,143.724,53.0,2481,8.98198198198,1000.0,0.156382,99.9956828753,135.501,-154.982,9.8684883715,3.0,135.505274596,2.83612443518,2481
135.720064401,136.126,1000.0,279.773,0.0,1000.0,80.4753,143.743,72.0,2482,7.765625,1000.0,0.170088,99.9956828753,135.637,-154.565,7.93280803747,2.0,135.635412635,2.68351153785,2482
135.215443685,135.689,1000.0,279.781,0.0,1000.0,98.1071,143.766,77.0,2483,10.9782608696,1000.0,0.168879,99.9956828753,135.109,-154.905,12.4052743524,2.0,135.109270707,2.99319764851,2483
135.945156437,136.354,1000.0,279.819,0.0,1000.0,82.875,143.795,53.0,2484,9.04545454545,1000.0,0.178022,99.9956828753,135.829,-154.948,10.3602267118,3.0,135.841325181,2.72625052556,2484
134.695479854,135.162,1000.0,279.824,0.0,1000.0,83.5924,143.825,51.0,2485,11.032967033,1000.0,0.072534,99.9956828753,134.589,-154.204,10.5032182922,3.0,134.597560297,2.84445752076,2485
134.597413489,134.936,63.0,279.831,448.808126458,652.375,70.5798,143.84,106.0,2486,11.1111111111,1000.0,0.0804727,81.9352549286,134.527,-154.336,14.8199898369,3.0,134.527718401,2.44582437273,2486
134.900455176,135.329,1000.0,279.848,0.0,1000.0,87.1358,143.862,83.0,2487,9.21296296296,1000.0,0.126402,99.9956828753,134.799,-154.232,11.0997588612,3.0,134.798867789,2.78391607939,2487
133.931520715,134.319,1000.0,279.862,0.0,1000.0,87.8503,143.905,146.0,2488,8.68103448276,1000.0,0.0673838,99.9956828753,133.849,-154.254,14.7587490931,2.0,133.846445532,2.70956159153,2488
134.302955328,134.719,1000.0,279.867,0.0,1000.0,89.6383,143.928,46.0,2489,8.84821428571,1000.0,0.102839,99.9956828753,134.236,-153.852,8.39771421007,3.0,134.242941297,2.81992560614,2489
134.211392035,134.659,1000.0,279.9,0.0,1000.0,96.032,143.941,166.0,2490,12.0722891566,1000.0,0.183695,99.9956828753,134.166,-153.871,21.3387949957,3.0,134.161137393,2.79922183593,2490
134.611153839,135.026,1000.0,279.91,0.0,1000.0,80.9458,143.992,100.0,2491,12.0,1000.0,0.533784,99.9956828753,134.561,-154.268,15.1114904247,3.0,134.561599432,2.67219425904,2491
134.889253103,135.323,1000.0,279.903,0.0,1000.0,87.573,143.985,76.0,2492,10.4947368421,1000.0,0.683971,99.9956828753,134.829,-154.71,13.2115369712,3.0,134.835722239,2.73259371681,2492
135.273236781,135.745,1000.0,279.865,0.0,1000.0,88.9867,143.987,48.0,2493,8.88495575221,1000.0,0.658966,99.9956828753,135.211,-154.692,9.96787069724,3.0,135.20013323,2.8564908456,2493
134.373542229,134.797,1000.0,279.9,0.0,1000.0,94.6053,143.981,61.0,2494,9.38679245283,1000.0,0.398583,99.9956828753,134.326,-153.725,10.2483967957,3.0,134.334950397,2.75888908037,2494
135.185962874,135.578,1000.0,279.884,0.0,1000.0,78.363,144.009,52.0,2495,7.73846153846,1000.0,0.328316,99.9956828753,135.125,-154.841,7.85400813515,3.0,135.121275581,2.64050177742,2495
134.914268784,135.4,1000.0,279.936,0.0,1000.0,91.0061,144.027,43.0,2496,9.95,1000.0,0.128527,99.9956828753,134.863,-154.302,9.53663986947,2.0,134.862087269,2.87414310911,2496
135.174125716,135.636,1000.0,279.92,0.0,1000.0,90.0974,144.053,89.0,2497,8.48305084746,1000.0,0.398245,99.9956828753,135.113,-154.945,10.7133158478,2.0,135.115863968,2.86454521692,2497
135.535241417,136.077,1000.0,279.954,0.0,1000.0,89.3412,144.055,69.0,2498,8.42016806723,1000.0,0.120712,99.9956828753,135.46,-154.788,9.19855286236,3.0,135.466380101,2.97705149474,2498
135.515175224,135.932,1000.0,279.931,0.0,1000.0,77.2102,144.063,56.0,2499,8.19008264463,1000.0,0.147783,99.9956828753,135.442,-154.794,8.21841718246,3.0,135.453333378,2.66199638122,2499
135.554290218,135.986,1000.0,279.985,0.0,1000.0,77.1742,144.054,63.0,2500,9.58095238095,1000.0,0.160076,99.9956828753,135.507,-155.214,10.5765067168,3.0,135.511432982,2.5336409832,2500
135.332197179,135.82,1000.0,280.012,0.0,1000.0,85.1297,144.063,58.0,2501,9.35514018692,1000.0,0.471474,99.9956828753,135.262,-155.191,10.0580114871,3.0,135.260559536,2.82457913266,2501
136.068946667,136.572,1000.0,280.009,0.0,1000.0,93.9202,144.05,65.0,2502,6.99300699301,1000.0,0.153982,99.9956828753,136.007,-154.781,7.62632219741,3.0,136.015613815,2.90842951375,2502
135.401897258,135.875,58.0,280.07,15.2264156126,68.6506849315,88.7608,144.088,58.0,2503,9.53846153846,137.0,0.296897,49.3202166226,135.333,-154.694,8.70667634736,3.0,135.331839713,2.77160928455,2503
135.534280881,135.944,1000.0,280.065,0.0,1000.0,77.2806,144.09,52.0,2504,8.90178571429,1000.0,0.223067,99.9956828753,135.44,-155.161,8.6209460674,3.0,135.444155649,2.52233518558,2504
136.173871285,136.697,1000.0,280.105,0.0,1000.0,93.4729,144.072,43.0,2505,8.19512195122,1000.0,0.355171,99.9956828753,136.089,-155.299,7.95480990313,3.0,136.085863316,2.86278086892,2505
135.789152877,136.138,1000.0,280.12,0.0,1000.0,76.5048,144.071,61.0,2506,9.40186915888,1000.0,0.425117,99.9956828753,135.686,-155.553,10.8704003598,2.0,135.685246156,2.62396500657,2506
136.442935586,136.912,1000.0,280.135,0.0,1000.0,82.3857,144.05,41.0,2507,8.67826086957,1000.0,0.329701,99.9956828753,136.348,-155.345,8.7133558913,3.0,136.355299086,2.72595093116,2507
135.65040455,136.144,1000.0,280.199,0.0,1000.0,104.107,144.049,59.0,2508,8.28925619835,1000.0,0.241608,99.9956828753,135.551,-155.565,8.46327800875,2.0,135.555646489,3.04046278353,2508
