AverageAbsY,AverageAbsQ,MinReturn,QFunRegParamNorm,StdReturn,AverageReturn,AverageQLoss,PolicyRegParamNorm,MaxEsReturn,Iteration,AverageEsReturn,MaxReturn,AverageAction,AverageDiscountedReturn,AverageQ,AveragePolicySurr,StdEsReturn,MinEsReturn,AverageY,AverageAbsQYDiff,Epoch
245.698725778,246.226,1000.0,213.107,0.0,1000.0,224.397,83.5927,68.0,642,13.8591549296,1000.0,0.0386152,99.9956828753,245.64,-267.067,13.6002234599,3.0,245.652494176,4.52367454369,642
245.679583398,246.159,1000.0,213.119,0.0,1000.0,246.24,83.5976,50.0,643,14.5142857143,1000.0,0.029259,99.9956828753,245.632,-266.849,10.9253870244,3.0,245.632774496,4.62452665909,643
246.43609197,246.938,1000.0,213.165,0.0,1000.0,241.054,83.6741,45.0,644,10.8804347826,1000.0,0.0351273,99.9956828753,246.373,-267.139,8.20371388763,3.0,246.38125228,4.55500076554,644
244.577519492,245.097,1000.0,213.135,0.0,1000.0,243.437,83.7016,44.0,645,12.974025974,1000.0,0.0353641,99.9956828753,244.504,-266.884,10.4967206084,3.0,244.500664557,4.56208297984,645
245.453960415,245.952,1000.0,213.15,0.0,1000.0,238.31,83.7537,72.0,646,13.5405405405,1000.0,0.0511791,99.9956828753,245.387,-266.758,13.7439806866,3.0,245.393541907,4.6165323259,646
245.322137195,245.83,1000.0,213.339,0.0,1000.0,263.146,83.7799,63.0,647,12.3037974684,1000.0,0.0711854,99.9956828753,245.259,-266.636,10.8106305281,3.0,245.261071501,4.84327302807,647
245.220603266,245.709,1000.0,213.395,0.0,1000.0,235.618,83.8288,47.0,648,13.2297297297,1000.0,0.254611,99.9956828753,245.171,-266.793,9.98586473579,3.0,245.16761623,4.56003225707,648
246.112413684,246.669,1000.0,213.41,0.0,1000.0,262.333,83.8549,104.0,649,18.3888888889,1000.0,0.0629292,99.9956828753,246.063,-266.531,16.9851968955,3.0,246.072135959,4.81625931868,649
245.141431121,245.652,1000.0,213.569,0.0,1000.0,224.512,83.8836,99.0,650,21.9583333333,1000.0,0.278186,99.9956828753,245.057,-266.894,18.0853973476,3.0,245.065333802,4.41663200982,650
246.079807355,246.59,1000.0,213.553,0.0,1000.0,246.072,83.8991,95.0,651,18.4259259259,1000.0,0.20211,99.9956828753,246.035,-266.785,16.8595525751,3.0,246.026306455,4.67411796886,651
245.010668062,245.545,46.0,213.595,428.044294866,729.285714286,274.899,83.9558,72.0,652,15.2878787879,1000.0,0.288118,83.1209911327,244.976,-266.306,15.7756670622,3.0,244.970969449,4.88591377587,652
245.471326,245.965,37.0,213.674,2.14756610758,39.6865079365,243.916,83.9841,57.0,653,11.8915662651,50.0,0.391124,32.8762930782,245.403,-266.411,9.93716651112,3.0,245.409257857,4.54882018737,653
246.101336692,246.564,1000.0,213.635,0.0,1000.0,249.738,84.084,85.0,654,15.7213114754,1000.0,0.276953,99.9956828753,246.048,-266.678,14.706005406,3.0,246.057085243,4.48961009272,654
245.326315946,245.792,1000.0,213.643,0.0,1000.0,242.603,84.0734,77.0,655,14.0666666667,1000.0,0.150438,99.9956828753,245.244,-266.687,14.9918496376,3.0,245.253240599,4.50972808586,655
245.765523375,246.25,1000.0,213.725,0.0,1000.0,223.802,84.1067,83.0,656,16.2,1000.0,0.119097,99.9956828753,245.687,-266.86,17.1792510508,2.0,245.696845378,4.48969447994,656
245.651833002,246.085,49.0,213.709,471.301210507,552.894736842,219.529,84.1153,59.0,657,13.6666666667,1000.0,0.302723,73.0174381103,245.553,-266.466,10.3863157835,3.0,245.561781815,4.38527185822,657
245.857529282,246.367,1000.0,213.745,0.0,1000.0,205.86,84.2167,94.0,658,13.5797101449,1000.0,0.378487,99.9956828753,245.782,-266.484,14.6212132936,3.0,245.772719323,4.30884154023,658
245.917128317,246.39,1000.0,213.759,0.0,1000.0,265.052,84.3332,68.0,659,14.6111111111,1000.0,0.207717,99.9956828753,245.832,-266.585,15.1268300597,3.0,245.830351288,4.7493368317,659
245.896642649,246.406,1000.0,213.863,0.0,1000.0,258.806,84.4208,100.0,660,17.1724137931,1000.0,0.265032,99.9956828753,245.801,-266.837,17.1666657046,3.0,245.801257031,4.76622065316,660
245.677814374,246.145,1000.0,213.889,0.0,1000.0,228.572,84.4904,46.0,661,12.7721518987,1000.0,0.314401,99.9956828753,245.573,-266.835,9.03432185162,4.0,245.591230918,4.42841114247,661
245.909754637,246.427,1000.0,213.915,0.0,1000.0,269.902,84.4342,71.0,662,14.5074626866,1000.0,0.172645,99.9956828753,245.844,-266.725,11.5530872456,3.0,245.854054076,4.77069438039,662
246.323362506,246.788,1000.0,213.971,0.0,1000.0,230.358,84.5056,90.0,663,17.4576271186,1000.0,0.301606,99.9956828753,246.273,-266.627,16.089076233,3.0,246.259401767,4.55333576973,663
245.155665072,245.673,1000.0,213.95,0.0,1000.0,243.969,84.5077,64.0,664,15.609375,1000.0,0.13031,99.9956828753,245.064,-266.443,12.5244974793,4.0,245.070128518,4.71918781851,664
245.084598103,245.549,1000.0,214.136,0.0,1000.0,222.608,84.5081,54.0,665,14.3857142857,1000.0,0.272036,99.9956828753,245.031,-266.298,11.1063596417,3.0,245.043356089,4.45932584963,665
244.65563043,245.12,28.0,214.2,279.430353244,911.636363636,252.503,84.4852,47.0,666,14.3333333333,1000.0,0.16718,93.134990912,244.593,-265.852,11.3898844858,3.0,244.579896957,4.6163110372,666
245.311894411,245.803,1000.0,214.321,0.0,1000.0,239.285,84.4939,58.0,667,14.1830985915,1000.0,0.173381,99.9956828753,245.246,-266.764,10.1832641757,3.0,245.265975644,4.57839554333,667
245.679459549,246.141,1000.0,214.434,0.0,1000.0,247.185,84.6,79.0,668,14.5507246377,1000.0,0.121871,99.9956828753,245.635,-267.027,12.8385021383,3.0,245.628259719,4.49006071564,668
246.208665246,246.734,1000.0,214.446,0.0,1000.0,239.454,84.6866,112.0,669,12.8831168831,1000.0,0.287135,99.9956828753,246.144,-266.838,14.3273184031,3.0,246.140977935,4.52122109601,669
245.96261867,246.431,1000.0,214.47,0.0,1000.0,260.195,84.7972,57.0,670,15.4153846154,1000.0,0.417711,99.9956828753,245.904,-266.964,13.7872765288,3.0,245.917340804,4.66374424554,670
246.355966036,246.834,1000.0,214.522,0.0,1000.0,250.139,84.9342,60.0,671,19.2352941176,1000.0,0.283935,99.9956828753,246.309,-266.676,13.2614556254,3.0,246.304923891,4.70699732528,671
246.391132009,246.837,1000.0,214.52,0.0,1000.0,247.964,85.0066,78.0,672,20.4583333333,1000.0,0.331786,99.9956828753,246.327,-266.704,15.9647506679,4.0,246.337112441,4.58706771845,672
244.809307249,245.374,1000.0,214.579,0.0,1000.0,243.183,85.0696,97.0,673,17.0819672131,1000.0,0.205328,99.9956828753,244.731,-266.124,16.9679496158,3.0,244.754551395,4.67457400964,673
245.158664095,245.661,1000.0,214.632,0.0,1000.0,210.209,85.0901,86.0,674,17.0344827586,1000.0,0.22685,99.9956828753,245.124,-266.163,20.7031277974,3.0,245.10093133,4.42719203283,674
245.696985816,246.169,1000.0,214.61,0.0,1000.0,272.825,85.176,36.0,675,11.6428571429,1000.0,0.173583,99.9956828753,245.592,-267.016,8.05582140464,3.0,245.620448408,4.93206565258,675
245.430720593,245.943,1000.0,214.713,0.0,1000.0,242.626,85.1886,61.0,676,13.3636363636,1000.0,0.491565,99.9956828753,245.287,-266.21,12.5996383074,3.0,245.280967883,4.69666811121,676
245.430889068,245.929,1000.0,214.681,0.0,1000.0,258.925,85.1828,88.0,677,14.3142857143,1000.0,0.244451,99.9956828753,245.286,-266.522,13.9750214486,3.0,245.286734897,4.61928541688,677
245.73775719,246.215,1000.0,214.782,0.0,1000.0,242.53,85.2482,78.0,678,14.2647058824,1000.0,0.268769,99.9956828753,245.622,-266.382,12.4612548314,3.0,245.621439024,4.63293462496,678
245.796827381,246.313,1000.0,214.784,0.0,1000.0,237.22,85.2677,161.0,679,25.85,1000.0,0.234679,99.9956828753,245.678,-266.76,30.1451073974,3.0,245.678589022,4.61379000171,679
244.770450194,245.224,1000.0,214.812,0.0,1000.0,258.069,85.3138,50.0,680,12.1951219512,1000.0,0.486548,99.9956828753,244.583,-265.906,10.2367570899,3.0,244.608352442,4.65766574754,680
246.218253869,246.678,1000.0,214.927,0.0,1000.0,231.034,85.3297,56.0,681,10.4270833333,1000.0,0.240202,99.9956828753,246.078,-266.331,8.89492457302,3.0,246.068320301,4.44722095152,681
245.788315221,246.27,53.0,214.971,272.243358562,913.909090909,233.737,85.42,64.0,682,12.6973684211,1000.0,0.0771403,94.6593773235,245.64,-266.183,12.3661462074,2.0,245.618749075,4.42555142475,682
246.004487077,246.498,55.0,215.045,351.808265331,842.666666667,245.261,85.4434,59.0,683,14.1830985915,1000.0,0.0860962,90.5025695591,245.839,-266.481,11.7907935668,3.0,245.841838164,4.63582241279,683
245.321599992,245.834,1000.0,215.1,0.0,1000.0,231.916,85.4543,74.0,684,16.6393442623,1000.0,0.133052,99.9956828753,245.178,-265.909,15.9476939973,3.0,245.169893689,4.53547302079,684
245.073034322,245.556,1000.0,215.131,0.0,1000.0,261.696,85.4523,90.0,685,13.9117647059,1000.0,0.240386,99.9956828753,244.881,-265.742,15.0750429656,3.0,244.887281532,4.70944468523,685
244.039778073,244.537,1000.0,215.2,0.0,1000.0,256.764,85.4552,82.0,686,16.8888888889,1000.0,0.122985,99.9956828753,243.94,-265.621,18.1904484889,3.0,243.936705725,4.74889598343,686
245.116685787,245.613,1000.0,215.118,0.0,1000.0,240.617,85.4713,73.0,687,14.0704225352,1000.0,0.155861,99.9956828753,244.948,-265.666,12.6171400787,3.0,244.944100738,4.80379820913,687
244.767513158,245.245,1000.0,215.245,0.0,1000.0,232.218,85.528,43.0,688,15.5625,1000.0,0.163485,99.9956828753,244.608,-265.578,10.5235969967,3.0,244.594188597,4.55204416209,688
245.470889494,246.045,1000.0,215.252,0.0,1000.0,261.422,85.5846,99.0,689,18.8679245283,1000.0,0.101908,99.9956828753,245.333,-265.518,16.5050452388,3.0,245.328372811,4.99148300238,689
244.127813607,244.562,1000.0,215.363,0.0,1000.0,237.44,85.6323,79.0,690,20.9375,1000.0,0.0895526,99.9956828753,243.927,-264.822,17.0286599713,3.0,243.954449889,4.70802036229,690
243.215659653,243.688,1000.0,215.415,0.0,1000.0,245.142,85.7154,52.0,691,15.21875,1000.0,0.112385,99.9956828753,243.081,-264.774,12.5193210054,3.0,243.086712844,4.64227207844,691
243.648816777,244.162,1000.0,215.476,0.0,1000.0,262.529,85.7912,52.0,692,14.014084507,1000.0,0.020195,99.9956828753,243.496,-264.863,11.2881502842,3.0,243.474011391,4.88113096324,692
244.142006818,244.629,1000.0,215.467,0.0,1000.0,238.309,85.8086,65.0,693,17.2711864407,1000.0,0.276506,99.9956828753,244.015,-265.175,16.3860528835,3.0,244.008859544,4.59619137259,693
244.053672779,244.548,1000.0,215.459,0.0,1000.0,234.734,85.911,69.0,694,17.5087719298,1000.0,0.109624,99.9956828753,243.911,-264.663,14.5060456931,3.0,243.932565021,4.46213396808,694
243.869949703,244.398,1000.0,215.511,0.0,1000.0,243.097,85.9691,72.0,695,18.8679245283,1000.0,0.263294,99.9956828753,243.767,-263.888,16.0530226812,3.0,243.768819628,4.72014775757,695
244.134724601,244.604,1000.0,215.624,0.0,1000.0,215.889,85.9409,110.0,696,27.4054054054,1000.0,0.276266,99.9956828753,244.052,-264.698,24.288201406,4.0,244.074187376,4.4744467907,696
243.38481193,243.839,1000.0,215.715,0.0,1000.0,244.867,85.9539,90.0,697,20.2083333333,1000.0,0.246725,99.9956828753,243.305,-264.116,19.4914065823,3.0,243.303935372,4.51021019488,697
243.598892628,244.098,1000.0,215.821,0.0,1000.0,230.295,85.9962,97.0,698,19.4528301887,1000.0,0.20064,99.9956828753,243.504,-264.201,21.9068060741,3.0,243.499988138,4.55855760975,698
243.491360903,243.991,1000.0,215.844,0.0,1000.0,211.706,86.0168,89.0,699,19.4901960784,1000.0,0.276891,99.9956828753,243.429,-264.076,18.7139169656,3.0,243.426644313,4.39845869055,699
243.326846304,243.794,1000.0,215.934,0.0,1000.0,242.315,86.0611,90.0,700,16.5090909091,1000.0,0.114444,99.9956828753,243.241,-264.251,16.4271092209,3.0,243.249573527,4.49706337274,700
241.541205714,242.035,1000.0,215.951,0.0,1000.0,243.254,86.0871,102.0,701,13.9487179487,1000.0,0.22132,99.9956828753,241.502,-263.113,15.8768477107,3.0,241.476410286,4.55579627834,701
242.315234116,242.798,1000.0,215.977,0.0,1000.0,224.96,86.1245,63.0,702,16.9830508475,1000.0,0.224895,99.9956828753,242.212,-262.933,16.2298025985,3.0,242.240898714,4.62509020719,702
242.068447005,242.527,1000.0,216.039,0.0,1000.0,240.535,86.1459,121.0,703,17.2413793103,1000.0,0.393615,99.9956828753,242.008,-262.748,18.5009881794,3.0,242.002585004,4.42629912293,703
241.169847834,241.679,1000.0,216.144,0.0,1000.0,241.511,86.2423,150.0,704,16.1228070175,1000.0,0.0875844,99.9956828753,241.077,-261.802,21.4067296973,3.0,241.086102647,4.55486191343,704
242.337349223,242.823,1000.0,216.153,0.0,1000.0,252.585,86.2578,93.0,705,17.2857142857,1000.0,0.128173,99.9956828753,242.304,-262.421,18.3098798653,3.0,242.294641829,4.68974033767,705
241.563904144,242.153,1000.0,216.158,0.0,1000.0,263.737,86.3043,127.0,706,19.4489795918,1000.0,0.184364,99.9956828753,241.53,-262.104,26.5030311894,3.0,241.529208318,4.75321668449,706
240.986678549,241.456,1000.0,216.165,0.0,1000.0,212.066,86.4167,169.0,707,21.5833333333,1000.0,0.305026,99.9956828753,240.959,-261.745,26.4037823469,3.0,240.947606795,4.33049953923,707
241.382617885,241.821,1000.0,216.268,0.0,1000.0,218.571,86.4438,85.0,708,21.4347826087,1000.0,0.267255,99.9956828753,241.325,-261.284,18.9789954537,3.0,241.335243258,4.22953423411,708
240.541356746,241.013,1000.0,216.262,0.0,1000.0,242.746,86.4632,49.0,709,15.0447761194,1000.0,0.184036,99.9956828753,240.501,-260.762,10.6216237281,3.0,240.510664676,4.51079796725,709
240.196131006,240.659,1000.0,216.282,0.0,1000.0,243.813,86.5148,59.0,710,16.9333333333,1000.0,0.154688,99.9956828753,240.161,-260.323,12.9278338823,3.0,240.155914219,4.55239590458,710
239.948593866,240.43,1000.0,216.355,0.0,1000.0,224.975,86.5723,69.0,711,20.6875,1000.0,0.152641,99.9956828753,239.92,-260.339,16.6034085983,3.0,239.919878207,4.29572391341,711
239.578052455,240.076,1000.0,216.292,0.0,1000.0,239.488,86.6048,107.0,712,20.8085106383,1000.0,0.161357,99.9956828753,239.53,-259.506,19.8694015778,4.0,239.539144045,4.50071951461,712
240.369093956,240.848,1000.0,216.294,0.0,1000.0,214.735,86.5534,71.0,713,17.9821428571,1000.0,0.172249,99.9956828753,240.336,-259.96,15.862682028,3.0,240.339087181,4.45025611807,713
238.905603511,239.359,1000.0,216.327,0.0,1000.0,233.704,86.5564,54.0,714,13.1168831169,1000.0,0.142586,99.9956828753,238.878,-259.085,10.5387029759,3.0,238.882628331,4.4587204597,714
238.441165067,238.992,1000.0,216.357,0.0,1000.0,206.075,86.5183,58.0,715,14.9701492537,1000.0,0.152509,99.9956828753,238.432,-258.875,12.7688638904,3.0,238.414957356,4.19535574985,715
239.242078092,239.725,1000.0,216.357,0.0,1000.0,254.138,86.5852,62.0,716,14.3142857143,1000.0,0.180082,99.9956828753,239.206,-259.004,12.577238917,3.0,239.203642661,4.59678174427,716
238.026411577,238.549,1000.0,216.413,0.0,1000.0,202.184,86.6672,61.0,717,14.7058823529,1000.0,0.0215695,99.9956828753,237.985,-258.789,13.4241428947,3.0,237.99534156,4.25323654074,717
238.552798905,239.012,1000.0,216.509,0.0,1000.0,257.932,86.7182,78.0,718,17.4561403509,1000.0,0.0955725,99.9956828753,238.515,-258.192,15.9021902667,3.0,238.504012228,4.61889284605,718
237.246765554,237.728,1000.0,216.499,0.0,1000.0,192.245,86.7511,57.0,719,16.0952380952,1000.0,0.146925,99.9956828753,237.22,-257.566,12.223726974,3.0,237.218262566,4.11546759662,719
238.114696145,238.592,1000.0,216.648,0.0,1000.0,234.989,86.8075,57.0,720,15.53125,1000.0,0.168097,99.9956828753,238.064,-257.713,11.4249846143,3.0,238.076791727,4.46619968155,720
236.491499726,236.97,1000.0,216.646,0.0,1000.0,218.148,86.7961,68.0,721,17.0689655172,1000.0,0.364736,99.9956828753,236.478,-256.598,16.1990443194,3.0,236.458109581,4.21355367772,721
236.257244197,236.734,1000.0,216.665,0.0,1000.0,199.349,86.8334,61.0,722,20.125,1000.0,0.47221,99.9956828753,236.22,-255.975,16.4083629592,3.0,236.212233929,4.19245885767,722
236.509465848,236.899,1000.0,216.736,0.0,1000.0,216.869,86.8489,66.0,723,18.0517241379,1000.0,0.426709,99.9956828753,236.455,-256.358,14.4906895362,3.0,236.459883055,4.17899782831,723
236.274815952,236.796,1000.0,216.676,0.0,1000.0,240.915,86.8875,45.0,724,13.2105263158,1000.0,0.386819,99.9956828753,236.241,-255.754,10.4078864196,3.0,236.23504166,4.54206862767,724
236.33735603,236.801,1000.0,216.753,0.0,1000.0,202.844,86.9975,73.0,725,20.5319148936,1000.0,0.416603,99.9956828753,236.292,-255.089,18.3788165107,2.0,236.296353351,4.0569497017,725
235.732879223,236.194,1000.0,216.756,0.0,1000.0,209.993,86.987,57.0,726,15.1470588235,1000.0,0.0932057,99.9956828753,235.688,-255.587,10.8210914774,3.0,235.705086426,4.1790413271,726
236.129881167,236.599,1000.0,216.703,0.0,1000.0,220.941,87.0309,50.0,727,16.813559322,1000.0,0.282131,99.9956828753,236.087,-255.483,12.8860383996,3.0,236.100198466,4.23929905496,727
234.594295734,235.084,1000.0,216.758,0.0,1000.0,198.854,87.0543,53.0,728,15.4375,1000.0,0.0655614,99.9956828753,234.556,-254.712,12.6180364459,3.0,234.538241603,4.10449669851,728
234.680685174,235.214,1000.0,216.776,0.0,1000.0,220.528,87.1425,44.0,729,14.1126760563,1000.0,0.167053,99.9956828753,234.643,-254.398,10.9126484254,3.0,234.647147547,4.3391459496,729
234.310212186,234.78,1000.0,216.848,0.0,1000.0,222.649,87.1717,85.0,730,18.7037037037,1000.0,0.340274,99.9956828753,234.299,-253.954,17.9439762199,3.0,234.290063929,4.42153245645,730
234.517744678,234.948,1000.0,216.849,0.0,1000.0,209.262,87.2203,135.0,731,19.3269230769,1000.0,0.247482,99.9956828753,234.494,-253.296,19.609378794,4.0,234.506642967,4.11630226894,731
233.360927936,233.894,1000.0,216.911,0.0,1000.0,237.85,87.2127,47.0,732,15.7301587302,1000.0,0.2649,99.9956828753,233.339,-252.699,11.5527861674,3.0,233.340534725,4.46382216938,732
232.19055843,232.64,1000.0,216.983,0.0,1000.0,214.384,87.1882,94.0,733,19.2692307692,1000.0,0.0190247,99.9956828753,232.145,-251.612,16.0313579546,4.0,232.151288085,4.1892827892,733
231.962000868,232.433,1000.0,217.011,0.0,1000.0,225.937,87.1502,47.0,734,13.3802816901,1000.0,0.12268,99.9956828753,231.933,-251.093,10.6656830202,3.0,231.933246362,4.33772085214,734
232.806593212,233.229,1000.0,217.127,0.0,1000.0,179.082,87.2281,67.0,735,16.6984126984,1000.0,0.240516,99.9956828753,232.791,-251.614,13.8192813548,3.0,232.790696238,3.87300026707,735
232.318449348,232.77,1000.0,217.181,0.0,1000.0,224.288,87.2688,56.0,736,15.8032786885,1000.0,0.191178,99.9956828753,232.286,-251.381,11.5074027095,3.0,232.290723277,4.33064730604,736
232.427356634,232.911,1000.0,217.259,0.0,1000.0,216.218,87.3219,83.0,737,14.1756756757,1000.0,0.199962,99.9956828753,232.41,-251.054,13.3693458452,3.0,232.392321755,4.14359180224,737
231.0197524,231.497,1000.0,217.33,0.0,1000.0,193.471,87.3736,54.0,738,14.3088235294,1000.0,0.164474,99.9956828753,230.971,-249.727,10.5638915414,2.0,230.973832924,4.13621097204,738
229.144339947,229.648,1000.0,217.38,0.0,1000.0,219.438,87.353,93.0,739,14.3857142857,1000.0,0.369692,99.9956828753,229.083,-249.007,14.2701415121,3.0,229.090004113,4.32964513042,739
229.989946043,230.432,1000.0,217.39,0.0,1000.0,224.09,87.4538,64.0,740,14.6811594203,1000.0,0.148611,99.9956828753,229.949,-249.017,12.3611039721,3.0,229.959606278,4.23026900396,740
229.153857315,229.612,1000.0,217.392,0.0,1000.0,189.517,87.499,60.0,741,14.2857142857,1000.0,0.155087,99.9956828753,229.116,-248.524,12.6797283174,3.0,229.111270832,3.95204578787,741
229.455707899,229.972,1000.0,217.459,0.0,1000.0,189.731,87.5254,42.0,742,11.9642857143,1000.0,0.197313,99.9956828753,229.438,-248.536,9.06648252864,3.0,229.423471041,4.06637689618,742
228.425857988,228.898,1000.0,217.477,0.0,1000.0,204.025,87.5809,76.0,743,14.6567164179,1000.0,0.185467,99.9956828753,228.379,-247.649,15.3686560641,3.0,228.389131097,4.00531739863,743
228.287449151,228.734,50.0,217.516,353.299683932,842.0,191.586,87.6638,61.0,744,15.859375,1000.0,0.321794,90.1116317189,228.263,-246.955,11.2609213482,3.0,228.251699426,4.00078152528,744
227.932262271,228.346,1000.0,217.503,0.0,1000.0,193.095,87.7456,53.0,745,16.6833333333,1000.0,0.115561,99.9956828753,227.892,-246.732,13.2620909194,3.0,227.891541478,4.11809760523,745
227.359854554,227.866,1000.0,217.434,0.0,1000.0,197.693,87.7712,78.0,746,14.6666666667,1000.0,0.166304,99.9956828753,227.302,-246.495,12.6195295179,3.0,227.30124756,4.04187126564,746
227.046533692,227.567,1000.0,217.509,0.0,1000.0,199.603,87.7792,50.0,747,14.9275362319,1000.0,0.16354,99.9956828753,227.007,-246.004,11.1137971969,3.0,227.009947359,4.14796842299,747
226.780691845,227.312,1000.0,217.512,0.0,1000.0,234.317,87.8147,83.0,748,19.693877551,1000.0,0.0163137,99.9956828753,226.746,-245.54,17.9605055172,3.0,226.737619223,4.38422314473,748
225.876195884,226.382,1000.0,217.553,0.0,1000.0,206.225,87.9021,83.0,749,16.9344262295,1000.0,0.302246,99.9956828753,225.837,-245.142,16.2671033347,3.0,225.849765905,4.12303110078,749
226.960330711,227.396,1000.0,217.601,0.0,1000.0,178.806,87.9573,89.0,750,19.6078431373,1000.0,0.0296158,99.9956828753,226.925,-245.114,18.3389422059,4.0,226.926787814,3.85543238957,750
225.251760784,225.723,1000.0,217.676,0.0,1000.0,204.124,88.039,47.0,751,15.3692307692,1000.0,0.177646,99.9956828753,225.214,-243.878,11.0684155363,3.0,225.207856577,4.1388607982,751
225.631110442,226.107,1000.0,217.713,0.0,1000.0,213.343,88.0448,63.0,752,17.2931034483,1000.0,0.34329,99.9956828753,225.582,-244.278,13.9259230124,3.0,225.583290988,4.2147736291,752
225.462399182,225.938,1000.0,217.74,0.0,1000.0,183.964,88.1359,64.0,753,15.873015873,1000.0,0.0773769,99.9956828753,225.403,-244.189,13.6817478503,3.0,225.404453315,3.89263696162,753
225.223624291,225.684,1000.0,217.833,0.0,1000.0,190.694,88.2461,42.0,754,11.8235294118,1000.0,0.0396936,99.9956828753,225.168,-243.54,8.04717922167,3.0,225.177870425,3.92649535011,754
224.820346671,225.322,1000.0,217.906,0.0,1000.0,190.942,88.2599,73.0,755,14.0704225352,1000.0,0.133037,99.9956828753,224.789,-243.472,13.445061865,3.0,224.778556122,4.0052440033,755
224.011778388,224.496,1000.0,217.908,0.0,1000.0,209.413,88.3672,65.0,756,12.6835443038,1000.0,0.0287564,99.9956828753,223.979,-242.804,12.2003779811,3.0,223.979074086,4.04184764596,756
223.99294868,224.417,1000.0,217.956,0.0,1000.0,187.328,88.4214,71.0,757,14.6911764706,1000.0,0.156555,99.9956828753,223.967,-242.401,13.3099447042,2.0,223.975136516,3.99851433481,757
223.881844574,224.383,1000.0,217.942,0.0,1000.0,196.221,88.4382,91.0,758,13.6438356164,1000.0,0.148857,99.9956828753,223.866,-242.382,13.9179295648,3.0,223.859762902,4.21498310894,758
222.722966603,223.181,1000.0,217.908,0.0,1000.0,194.71,88.5473,77.0,759,14.8059701493,1000.0,0.297158,99.9956828753,222.719,-241.478,14.2695153679,3.0,222.701290762,3.92882664044,759
223.068378459,223.542,1000.0,217.959,0.0,1000.0,220.393,88.56,94.0,760,20.4897959184,1000.0,0.255441,99.9956828753,222.997,-241.259,18.8767457081,3.0,223.026371652,4.2411968476,760
222.798917442,223.267,1000.0,218.061,0.0,1000.0,185.846,88.6132,61.0,761,14.5735294118,1000.0,0.250296,99.9956828753,222.791,-241.162,11.9167654717,3.0,222.772118797,3.93976481607,761
221.781441256,222.229,1000.0,218.143,0.0,1000.0,178.761,88.6992,82.0,762,13.5066666667,1000.0,0.0934921,99.9956828753,221.744,-240.652,12.4476218166,3.0,221.742164635,3.80113313866,762
222.83399083,223.266,1000.0,218.245,0.0,1000.0,199.02,88.789,62.0,763,15.4307692308,1000.0,0.211388,99.9956828753,222.781,-240.915,13.620086107,3.0,222.783135953,3.98495555963,763
222.562419033,222.99,1000.0,218.322,0.0,1000.0,180.605,88.8315,75.0,764,15.65625,1000.0,0.102693,99.9956828753,222.543,-240.832,15.0376805372,3.0,222.528637216,3.80651185708,764
221.940897518,222.399,1000.0,218.411,0.0,1000.0,184.894,88.9231,50.0,765,13.5135135135,1000.0,0.245254,99.9956828753,221.887,-239.754,11.1455278187,2.0,221.898338203,3.99079593696,765
221.578202741,222.039,1000.0,218.54,0.0,1000.0,191.564,89.0124,54.0,766,13.6388888889,1000.0,0.130045,99.9956828753,221.532,-239.825,12.1635904279,2.0,221.534488577,4.09130342308,766
221.793035018,222.214,1000.0,218.565,0.0,1000.0,181.692,89.106,48.0,767,14.0972222222,1000.0,0.191953,99.9956828753,221.76,-239.727,10.3200986782,3.0,221.757294932,3.76985878504,767
221.620579157,222.069,1000.0,218.637,0.0,1000.0,203.072,89.117,48.0,768,15.3174603175,1000.0,0.185922,99.9956828753,221.604,-240.028,12.2329575611,3.0,221.59442848,4.09235024306,768
221.448389114,221.871,1000.0,218.655,0.0,1000.0,193.552,89.1595,74.0,769,17.3389830508,1000.0,0.270159,99.9956828753,221.42,-239.231,15.18653526,3.0,221.423501199,3.96740943279,769
220.616948692,221.072,1000.0,218.706,0.0,1000.0,180.907,89.2141,52.0,770,16.2419354839,1000.0,0.258596,99.9956828753,220.577,-238.672,12.2799147363,3.0,220.578062869,3.87024888718,770
221.097692088,221.615,1000.0,218.759,0.0,1000.0,216.433,89.2509,62.0,771,16.5081967213,1000.0,0.202836,99.9956828753,221.071,-239.282,13.8429397887,3.0,221.063181889,4.32553848852,771
220.62480966,221.001,1000.0,218.769,0.0,1000.0,192.312,89.2976,51.0,772,13.9154929577,1000.0,0.0818638,99.9956828753,220.587,-239.232,11.9113467964,3.0,220.592997284,3.91233063944,772
220.576742821,221.054,1000.0,218.867,0.0,1000.0,169.981,89.3441,73.0,773,17.9642857143,1000.0,0.218171,99.9956828753,220.554,-239.002,16.1786502679,3.0,220.559774468,3.82469792594,773
220.187704881,220.679,1000.0,218.874,0.0,1000.0,196.142,89.4112,91.0,774,16.8305084746,1000.0,0.238242,99.9956828753,220.178,-238.845,14.6126860863,3.0,220.164962,4.081745961,774
220.751262941,221.115,1000.0,218.95,0.0,1000.0,179.379,89.4206,63.0,775,16.3389830508,1000.0,0.171519,99.9956828753,220.718,-239.057,12.7526802361,3.0,220.725149506,3.7832852186,775
219.448092458,219.992,1000.0,218.97,0.0,1000.0,201.672,89.461,62.0,776,14.5833333333,1000.0,0.0906872,99.9956828753,219.414,-238.454,12.869807475,3.0,219.42081775,4.12998992321,776
