AverageAction,StdEsReturn,Epoch,StdReturn,AverageQLoss,QFunRegParamNorm,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,AverageEsReturn,AverageAbsY,MinEsReturn,MaxReturn,PolicyRegParamNorm,AverageReturn,AverageDiscountedReturn,Iteration,AverageAbsQ,AverageQ,AverageY,MinReturn
0.451257,62.9975189731,30,15.5800333885,4.5746,36.6831,270.777682872,-35.035,0.9693323041,193.77007533,33.5304916171,75.9776746316,282.278781034,28.9432,258.526725983,143.105115101,30,33.5345,33.4899,33.4949156245,227.659096334
0.461984,100.926997889,31,57.5557241137,5.17522,37.6757,324.718576244,-36.9994,1.01913347031,194.26694671,35.4433139133,22.3120350259,306.679099859,29.3266,230.945665568,133.146204495,31,35.4464,35.4042,35.4124085105,169.286195131
0.528348,68.2065276147,32,21.2020003586,5.46065,38.6292,309.567058759,-39.0874,1.03049915524,204.858939855,37.5294629161,83.7259013421,296.915524208,29.6366,277.754157163,151.368422697,32,37.5333,37.4892,37.4986927571,205.996293416
0.698857,79.554439684,33,9.57589744018,6.71985,39.5881,310.501963544,-41.0251,1.11571647396,186.906011121,39.4255222136,38.9131888533,280.682899019,30.0271,268.923143845,147.092717182,33,39.4305,39.3828,39.3908087802,251.342868853
0.65525,84.4150542385,34,4.80434489141,7.56723,40.5611,318.750269522,-43.1077,1.2016554795,200.548296918,41.4806168532,59.8517105275,346.0743885,30.3713,333.783903456,168.718935438,34,41.4929,41.4439,41.4492073344,323.451257027
0.637262,73.0979664546,35,4.48362259063,8.62574,41.3669,334.806422464,-45.1034,1.23397071697,204.447979196,43.4078467128,67.2077323656,300.758549282,30.7146,289.913028398,154.929570785,35,43.4121,43.3699,43.3808611312,278.213902276
0.652876,93.0877900711,36,4.70586578133,8.70668,42.202,350.117389106,-47.3813,1.25012057406,270.847126228,45.6218784344,53.8808219772,330.900749587,30.9978,323.213788748,165.46906842,36,45.6298,45.5915,45.5982764381,309.792330376
0.52061,115.631505522,37,16.9412881915,9.07258,43.1715,355.800818861,-49.3564,1.29728167565,213.946933439,47.5567591522,13.8835507111,358.116224339,31.2955,333.832461172,166.991500254,37,47.5684,47.5205,47.5303770093,280.194409317
0.501958,112.321097879,38,4.99045396892,9.45671,44.0561,388.642596392,-51.6576,1.37238203962,239.798308322,49.7898324112,34.2961166827,367.89661631,31.6023,358.151555714,175.011918012,38,49.8018,49.7552,49.7665203719,345.236412584
0.524172,110.002141842,39,6.30644672224,9.76279,44.8644,445.074009809,-53.7019,1.36561289546,211.096807656,51.8028069497,29.9247305431,337.630045907,31.8866,324.473722538,165.275568202,39,51.8134,51.7713,51.7786014921,312.701072497
0.515343,130.390387418,40,31.4834218606,12.4027,45.7522,376.998805308,-56.0754,1.5268909718,217.882356645,54.0922101931,11.9392621715,348.074852711,32.1309,305.452006592,159.306223398,40,54.1076,54.0599,54.0707104239,176.736742233
0.557595,102.649948446,41,5.05540396836,12.6772,46.6444,348.042910071,-58.1329,1.53807058152,181.984859686,56.1452974816,41.2555689195,347.082250015,32.5123,338.336985593,169.447746895,41,56.1637,56.1166,56.1246226411,327.342184153
0.554622,126.388049513,42,13.1520736326,12.7449,47.5503,399.372751734,-60.4115,1.55563552238,264.144028843,58.3431883906,11.9100040664,424.198928933,32.8299,384.616122435,181.570763858,42,58.3571,58.3116,58.3206406167,366.972955655
0.674,119.070307965,43,33.6639127875,15.0896,48.3684,370.08029109,-62.8403,1.67311793883,190.544722359,60.6657887539,18.0685745623,512.737190128,33.2535,468.941273755,202.519617377,43,60.679,60.6329,60.6454331739,405.536806209
0.567764,133.974941695,44,33.1205219355,16.418,49.136,399.090718711,-65.1689,1.72669088072,232.20104422,62.8715667957,10.3456571156,370.068982983,33.7371,316.223628434,162.25987592,44,62.8927,62.8392,62.848707957,270.374775566
0.601008,141.969885485,45,30.8733145974,15.6743,49.9475,391.533737608,-67.6636,1.74822961572,177.496070847,65.3855649424,14.9738430346,477.613150237,34.1135,419.987427692,191.628617046,45,65.4062,65.353,65.3637039601,382.543305653
0.590058,133.746547463,46,8.64470870511,19.293,50.7404,374.796797917,-69.8433,1.86800359632,201.972574859,67.5527261704,25.3870776978,398.001782337,34.4682,378.182428046,179.575030899,46,67.5721,67.514,67.5275833596,361.600072615
0.470075,127.047162132,47,39.2660982767,18.2573,51.478,406.545684176,-72.2196,1.8988038823,188.133364156,69.7816144396,28.5786689308,499.342822664,34.7576,400.379412104,180.365928419,47,69.8116,69.7495,69.761437101,255.663144902
0.502955,102.824895666,48,36.4474739992,21.0788,52.1933,336.609236515,-74.2737,1.99472768789,173.595376274,71.8625827417,24.792571781,417.820860645,35.1196,342.349284202,167.953628435,48,71.8871,71.8267,71.8393150036,263.166149337
0.503046,120.96584469,49,7.66366790903,22.3758,53.029,450.164113228,-76.7189,2.09848889652,245.687186637,74.1948579577,49.408073834,408.031022169,35.4408,387.262911116,184.230865424,49,74.2231,74.1635,74.174848632,354.112875674
0.489766,103.102823752,50,18.5110909682,22.6736,53.7538,350.23287548,-79.2337,2.13067479485,202.117068895,76.7063109168,34.1894898522,394.85281956,35.8648,345.11979563,168.141878099,50,76.733,76.6734,76.6902816641,307.076866625
0.588383,101.441007281,51,2.27270472649,23.185,54.4858,321.23205362,-81.3444,2.19986382558,175.385057998,78.7696070153,13.5268768054,382.263602665,36.153,377.148438618,184.439242723,51,78.8003,78.7442,78.7532141092,372.614517652
0.594065,72.674648559,52,12.6591800249,25.5335,55.2769,375.083783542,-83.6701,2.2432290327,262.648875773,81.0829616154,155.393684067,354.228936892,36.3972,331.132506605,167.704470981,52,81.1096,81.0526,81.0676470882,298.274651028
0.597481,132.348375594,53,12.3075505041,25.2085,56.0892,352.450988296,-86.181,2.2556859362,228.051589963,83.5553370685,12.4244805181,420.806527522,36.7445,373.515876564,183.598524978,53,83.5838,83.5244,83.5372410812,323.468911081
0.60595,117.566385165,54,2.1636634662,23.2611,56.8461,365.903664861,-88.3733,2.28317610547,202.884549734,85.6643024986,30.8133912817,371.775055748,37.0282,365.948026808,180.458861103,54,85.7055,85.6367,85.646846789,359.131355649
0.600142,146.560155875,55,5.93206697188,26.3251,57.5904,396.168008009,-90.8618,2.36555608307,202.533412532,88.1515890761,6.85395415247,394.991062638,37.3264,385.940909055,185.997376119,55,88.1864,88.1216,88.135429698,370.891300255
0.531461,122.672145979,56,3.49302394619,28.8756,58.317,386.785639498,-92.9535,2.44929012405,248.406028613,90.2634046706,18.1988447131,392.14741,37.5834,385.648594753,186.066977762,56,90.2991,90.2325,90.2476123306,368.705007633
0.584866,141.939019189,57,8.67335225062,31.0563,59.038,397.560241144,-95.5025,2.49262079912,170.768570368,92.7624216504,5.22261054063,398.24839169,37.8998,383.081664053,183.739259631,57,92.7984,92.7363,92.7472839844,359.481680591
0.616855,74.1670915357,58,29.0794256396,30.1404,59.6835,365.43409866,-97.5924,2.51134110075,288.771036011,94.7932072321,126.431884975,485.764054407,38.1529,386.420136624,185.226460025,58,94.8323,94.766,94.7769592768,319.100562851
0.648986,116.929044377,59,9.99336535032,33.9815,60.4152,366.313822321,-100.014,2.62731072438,238.866562631,97.1469796285,60.796791367,404.042934068,38.388,367.94425487,178.531340287,59,97.1826,97.1172,97.1321316177,347.929320634
0.637997,97.0104367333,60,27.3248846447,31.8899,61.0618,332.898669591,-102.265,2.60163637854,229.629844616,99.3574069943,76.7772899923,422.225859047,38.6207,369.2822438,178.09143597,60,99.3936,99.3222,99.3389876418,282.719617268
0.683957,78.8087808364,61,12.9025415817,35.2046,61.8307,373.833814427,-104.397,2.71867204579,277.870882128,101.388129227,124.026698181,434.293009497,38.8604,372.383329208,180.168806268,61,101.425,101.36,101.371858319,356.388253481
0.671144,123.758177657,62,35.227778632,35.3218,62.4808,371.378733701,-106.743,2.74091073323,231.627811406,103.679450796,4.23388396194,502.27514856,39.037,413.80158058,188.668253209,62,103.717,103.652,103.664929567,330.964184163
0.649795,128.530269369,63,48.444179723,37.1183,63.1437,386.131671814,-108.807,2.80222747455,222.020584048,105.853462479,13.8252249048,527.527169314,39.2472,434.502875871,192.768309203,63,105.888,105.818,105.837562356,322.343717756
0.701698,124.961610358,64,38.3747297798,40.4984,63.767,416.015070605,-111.411,2.86184663981,231.516456536,108.351908352,81.3892145676,538.123938786,39.4676,478.610139402,203.937476891,64,108.4,108.324,108.336547868,385.606405007
0.630541,79.6935318858,65,34.7431341187,37.7524,64.4187,411.308943044,-113.322,2.88706971835,301.651295124,110.086720128,160.944552202,477.011936422,39.6371,410.076188165,188.703556964,65,110.135,110.059,110.073031831,344.592350456
0.694207,136.977731841,66,26.8739825923,39.7023,65.069,407.77448787,-116.148,2.85676831565,236.297039346,112.928055905,18.2890708061,481.457305831,39.845,443.241857515,199.415167093,66,112.977,112.901,112.913890599,330.759062501
0.674807,126.900873251,67,39.2807782341,47.5871,65.7678,365.993708976,-118.54,3.09092044348,193.453078423,115.263186666,21.4637402781,453.754203337,40.0759,373.572661486,178.035906741,67,115.31,115.228,115.245205437,303.835917134
0.670974,88.5738493651,68,40.8883808354,42.3669,66.3629,410.219443842,-120.839,2.99135922028,284.426605629,117.530677558,76.9231660511,497.859835234,40.2835,440.711727839,194.986809297,68,117.579,117.506,117.517617877,354.757656084
0.688048,113.776085176,69,75.2676880865,45.7855,67.0455,338.314097222,-123.194,3.08207917789,186.504167398,119.889916371,12.4714245265,520.427343976,40.4539,406.942761528,185.119344184,69,119.945,119.86,119.876639372,312.323097227
0.68266,125.786034557,70,43.633791208,47.2138,67.6978,428.350454502,-125.132,3.14913855672,179.971922887,121.749961491,8.19698623476,480.223642317,40.6928,436.704117264,193.310069159,70,121.799,121.714,121.733503757,315.433123308
0.744175,103.033082787,71,51.1530699585,44.6594,68.2507,373.487598886,-127.463,3.13302600225,233.681923003,124.030451495,34.4054203137,535.2131452,40.8678,444.053547355,198.110224958,71,124.092,123.996,124.011677193,304.021917034
0.75014,100.086797656,72,59.8572785203,48.2988,68.8767,365.521917019,-129.884,3.17177627851,211.405007878,126.413592124,52.0558367666,518.278130413,41.1207,360.126718366,173.318663511,72,126.469,126.383,126.394111647,274.946123624
0.744847,116.478898801,73,29.3000181723,55.1149,69.5141,441.431030802,-132.494,3.31562264927,249.847278424,128.809195251,49.1799745261,500.778566684,41.3785,459.925635874,198.746308048,73,128.86,128.771,128.79070725,345.434059223
0.716038,71.2520301152,74,98.0264517198,50.2483,70.1182,380.278015252,-134.685,3.22608214131,249.303661094,131.081614695,146.469352018,498.551419115,41.5768,352.192911274,169.87183889,74,131.146,131.056,131.064757438,239.635055951
0.722398,138.126170938,75,51.3663017628,58.8227,70.683,528.834756487,-137.162,3.36963096862,189.852738103,133.579419939,7.36776486388,514.829564799,41.7113,463.254692915,199.412138182,75,133.639,133.551,133.565509258,328.846020297
0.695513,129.474501336,76,89.1538282638,65.9994,71.2419,412.436318175,-139.363,3.49131410869,189.331718981,135.762634941,7.44749505254,518.437935942,41.9068,385.427701358,179.469035229,76,135.814,135.733,135.747338491,260.657417995
0.693226,154.466311085,77,14.2372059678,63.6885,71.7994,449.522530945,-141.661,3.49688688254,232.101698938,138.078493892,7.71622740782,486.661673536,42.1017,464.062293661,200.832449503,77,138.148,138.047,138.063177047,433.750609561
0.708168,124.724586034,78,42.7460931784,54.3506,72.2946,350.737186133,-143.612,3.34544312993,150.601900873,139.904704843,7.10728995794,492.366469245,42.2854,446.778724416,195.8223344,78,139.968,139.878,139.887652977,350.937818651
0.706803,105.587693695,79,10.5977490224,64.5911,72.7915,382.452079707,-145.995,3.53088025165,219.454398325,142.259332671,46.0936568399,492.486020711,42.4399,469.505602991,202.284487602,79,142.323,142.23,142.242802662,443.300588677
0.719435,153.362131845,80,31.9947187448,65.225,73.3507,437.853399985,-148.395,3.57112768578,190.740501336,144.710348184,9.7464437134,478.143749773,42.612,421.086647545,190.096672403,80,144.766,144.675,144.688723662,354.376534047
0.707058,149.439963101,81,15.496638305,59.8316,73.8461,449.895660509,-150.314,3.56476692589,197.918225161,146.492994394,9.64763559818,433.091739425,42.735,392.177166512,183.002221436,81,146.562,146.46,146.468994487,369.860222934
0.717546,142.140489338,82,19.6707813688,72.2686,74.3617,496.02201949,-152.608,3.71889643894,257.459864664,148.817270311,8.18289354982,482.918534613,42.8939,453.581161431,198.102408448,82,148.876,148.768,148.790321122,396.427546162
0.706889,158.50912349,83,20.8928689367,60.1342,74.896,498.4316136,-155.042,3.52643931416,270.733498728,151.250284685,72.0627645897,509.273998676,43.0625,475.950707129,203.256731043,83,151.32,151.207,151.217295146,438.236887602
0.731352,144.416285407,84,34.1805230028,66.1557,75.3127,503.1799958,-157.033,3.67901605097,172.134853995,153.357453169,9.3518599834,538.406649368,43.2271,504.570992335,208.665235024,84,153.443,153.313,153.328266834,350.991590239
0.732976,108.714315676,85,69.2619835479,72.3358,75.843,324.82560959,-158.95,3.7624583795,177.735546254,155.181344518,7.18740263914,500.231804938,43.3997,416.851550893,188.51037984,85,155.267,155.143,155.153864683,314.924809714
0.72787,129.38136624,86,22.9624437166,64.5455,76.3367,428.773907708,-161.14,3.68545836903,150.19252706,157.275560014,8.93125728683,538.000323445,43.608,507.58913778,209.666102099,86,157.347,157.233,157.246657841,445.744975418
0.756129,128.119722156,87,31.7439483833,71.4986,76.7639,359.745925779,-163.01,3.80005911464,184.658918863,159.152680793,7.32746426975,486.702933494,43.7728,420.713702211,192.38971405,87,159.238,159.109,159.122647049,354.9962967
0.745027,156.424230993,88,33.688645022,71.322,77.2079,469.134223764,-165.097,3.79411940875,180.185960724,161.17983098,7.99314982176,289.907580993,44.0391,240.393917527,137.400318403,88,161.244,161.131,161.146267598,156.753006537
0.754843,125.470172725,89,61.5241058072,72.7715,77.6975,368.572735736,-167.003,3.85242182493,150.100394263,162.986029615,7.89141817857,547.363424063,44.2402,332.146929244,166.468401854,89,163.055,162.946,162.95810284,238.782470138
0.695573,156.053009826,90,67.6716758699,83.6826,78.1289,527.205995271,-169.487,3.95564763683,122.955713526,165.537255964,7.00340286639,461.301860227,44.431,184.195209874,114.316850999,90,165.615,165.485,165.500268222,150.900131014
0.688255,133.034955981,91,60.9811750995,79.1221,78.646,395.978030951,-171.129,3.94514400721,96.8387627418,167.157179859,5.72875670447,312.820591469,44.5203,221.283856377,129.150655531,91,167.241,167.119,167.130770359,50.8885895792
0.672676,65.813669478,92,80.2922056928,78.0765,79.1004,304.854197086,-172.764,3.94429503408,24.9937286497,168.693390561,4.9996207649,536.519581907,44.682,189.569038066,116.379848738,92,168.769,168.642,168.657938737,151.802860283
0.698763,43.6903852983,93,54.0324274037,85.1774,79.5715,254.662713404,-174.531,4.06515218341,17.8670051036,170.302633663,4.88900177558,480.704918502,44.8175,345.552685221,173.852845397,93,170.398,170.262,170.276278684,253.251811114
0.657907,48.1386329532,94,104.701241018,87.0534,80.0907,296.609598707,-176.395,4.10034000283,18.4294430287,172.062777444,6.00492075217,605.010076185,44.8885,385.154316197,180.100030145,94,172.148,172.013,172.027664594,250.805903847
0.638049,21.4034109012,95,102.191009994,80.4405,80.5012,192.040277642,-177.937,3.94800057305,11.183581429,173.614368503,4.91597927662,563.98748592,45.0534,364.361577629,172.946395568,95,173.703,173.576,173.583745642,161.90791241
0.667351,45.925733951,96,32.2459960602,86.8952,80.9556,312.319599268,-179.602,4.11763893072,18.1008998843,174.927713944,5.16935722257,571.50463722,45.202,446.263435127,197.743311532,96,175.03,174.877,174.890871436,413.745544619
0.653294,61.5150760504,97,44.8297333358,95.9047,81.3789,358.461718897,-180.915,4.23395681746,21.0113776381,176.128251622,4.55996301701,426.195828691,45.3211,328.212491436,168.448110827,97,176.223,176.082,176.10168575,246.968853748
0.628054,12.1215756283,98,94.529100139,78.653,81.8499,93.2235496578,-182.613,4.00402878926,10.6970697327,177.616385188,4.92889679638,641.721552473,45.4912,428.857974631,189.445358316,98,177.713,177.578,177.584798372,256.84904734
0.603426,99.8121246441,99,73.9384429009,105.978,82.2886,654.836656057,-183.798,4.29327079897,33.6815456759,178.669449171,6.85346877471,464.522468606,45.6052,246.001872018,137.863411649,99,178.774,178.616,178.631362173,148.748702667
0.693904,5.00427593922,100,17.0557676956,97.2888,82.6865,51.6050745812,-185.856,4.21966533992,10.9669976466,180.59781682,8.54805624772,492.592847281,45.775,454.453628743,202.094874572,100,180.699,180.556,180.567975564,402.081314174
0.622776,1.3780962473,101,48.2998352022,103.979,83.0951,15.7042673965,-187.795,4.3337128387,10.1548241912,182.350546538,8.28397811383,453.673296768,45.9109,375.428469606,180.753427802,101,182.453,182.304,182.31386577,266.356031796
0.668803,71.9685100961,102,182.93338549,94.7295,83.5569,399.539441017,-189.535,4.25295666552,27.5474209846,183.873633746,7.06095177505,697.142099701,46.0483,342.295524062,159.975819149,102,183.962,183.822,183.846812816,146.257528289
0.626636,38.308976576,103,100.74474913,95.8326,83.9307,303.023322917,-190.963,4.23075275842,15.3231614957,185.281172052,7.21703572616,719.704629869,46.191,378.620320952,179.847250702,103,185.386,185.231,185.242225354,272.630293434
0.631594,127.927293256,104,101.369270063,106.412,84.3955,610.635816404,-192.959,4.41287680685,50.3668953161,187.196024092,6.83527884254,712.823894724,46.3823,496.948910444,204.300743734,104,187.3,187.143,187.164952549,373.484467474
0.63868,83.4895205424,105,74.8160509463,93.6097,84.8015,468.405431866,-194.816,4.32295459078,29.4102403794,188.961830196,6.07429982216,704.575377934,46.5189,406.2327717,192.079724078,105,189.087,188.921,188.930942618,310.663568368
0.655981,39.1821128522,106,70.8535491117,102.389,85.2082,327.229168316,-196.34,4.35024850585,15.7655240966,190.376308888,8.54921999129,695.505903649,46.6732,583.549423101,221.450899376,106,190.491,190.329,190.339505114,421.6794447
0.659175,47.8441580928,107,254.654976423,109.971,85.6482,356.880111627,-199.021,4.44848537742,18.1117129876,192.80456661,6.05567968538,1200.46577834,46.8157,638.277545222,191.480627858,107,192.916,192.758,192.776329318,226.415025533
0.662846,1.11584346919,108,309.87690282,107.899,86.0778,14.4062842238,-199.55,4.51035663074,10.388309208,193.111390461,8.96478720667,1062.25302912,46.9534,402.997707778,160.291232263,108,193.222,193.071,193.079590196,176.316569491
0.67701,7.31576720803,109,25.6474397005,120.224,86.5125,63.9007959795,-201.074,4.59350099297,11.8550488676,194.435711262,3.39686743699,603.484097365,47.1103,500.063168437,200.468974278,109,194.56,194.387,194.404569333,453.065160951
0.662961,5.65800328521,110,95.887649257,109.241,86.9036,28.039833285,-203.108,4.53688088203,12.8538253887,196.32744914,8.87872403501,509.827703866,47.3092,446.951644533,195.330158272,110,196.429,196.277,196.294611581,223.612541985
0.679691,5.11135112734,111,39.2855082917,122.198,87.3682,27.3919805671,-205.09,4.63179280748,12.0596800217,198.151071244,8.38766436302,474.690339939,47.4458,358.06366625,175.447360814,111,198.284,198.113,198.123169334,312.681393863
0.694958,2.5219612317,112,92.9070799014,103.586,87.7339,27.4221006334,-206.77,4.50004817773,10.5485303812,199.694084571,5.56811472868,512.469078832,47.5963,334.053142055,167.15901982,112,199.816,199.642,199.661210537,232.96381455
0.677753,5.01818957267,113,51.0963941368,113.689,88.0975,28.0342754014,-208.219,4.54362352237,24.9209408763,200.880067317,10.2239906318,711.402347405,47.7251,440.838235064,194.28766799,113,201.018,200.829,200.836421156,345.468290281
0.718738,1.14848895764,114,19.1127731226,106.419,88.4876,31.6449639186,-209.89,4.56515723256,27.3619258179,202.495891796,25.8814939035,552.368919437,47.8557,509.349826654,212.816583698,114,202.633,202.452,202.467622895,451.000292391
0.635857,1.17231081237,115,163.03626777,119.081,88.9202,31.8007878126,-211.789,4.67907879223,27.5495259114,204.268698877,25.9775810735,757.204394637,48.0192,317.14601733,150.460143004,115,204.382,204.215,204.233582111,187.861239132
0.66942,0.413186350083,116,172.094768943,121.108,89.2604,27.9956870977,-212.773,4.713484345,27.0992406788,205.024572523,26.4047234497,1064.89608225,48.1207,568.134101939,214.629223904,116,205.147,204.982,204.993670586,317.156668129
0.681227,2.77550570135,117,82.4813609897,113.565,89.6917,30.4852913835,-214.391,4.57784069977,26.6252990087,206.371290597,15.5019826213,735.311539556,48.2558,509.653508121,206.390768251,117,206.481,206.326,206.342660842,348.768544965
0.682525,5.8598036045,118,123.087124956,107.402,90.1094,28.3707264049,-217.465,4.57431065095,24.7631196569,209.396371523,9.00290599545,990.247870706,48.3625,710.449903837,230.466605511,118,209.515,209.356,209.366641777,429.466354495
0.682411,1.00495680814,119,110.378792684,106.195,90.4656,30.9901791958,-218.565,4.57087352042,27.4081832025,210.377198805,26.4277068388,693.595904241,48.5129,460.838498525,192.508016309,119,210.484,210.325,210.343827277,173.726329591
0.65966,0.656295535972,120,124.082486321,115.154,90.7952,29.4050370016,-220.168,4.66148612164,27.3404891655,211.92918106,26.3256298631,653.879621644,48.6348,421.359944873,188.065301361,120,212.068,211.882,211.893251047,311.987575242
0.686533,0.584701834464,121,267.70230955,117.714,91.1965,28.3933836331,-222.512,4.66943584601,27.2280369596,214.161118734,26.3874013584,1005.06634261,48.767,584.908633459,193.119576335,121,214.283,214.112,214.131627103,178.475123961
0.687899,0.753068103265,122,175.171842603,119.879,91.6297,29.79740086,-224.447,4.68573967156,27.2979524148,215.963060948,26.299457229,862.40958418,48.9664,395.938592691,174.561257625,122,216.088,215.911,215.920677383,177.431991869
0.700034,0.745558996054,123,128.945245241,116.997,92.0118,29.1592797545,-226.179,4.72094448928,27.1285861736,217.588335913,25.870764065,984.254219476,49.0953,527.548349492,205.636390431,123,217.702,217.521,217.546484432,227.911487279
0.68963,1.18253393319,124,41.5996569187,118.508,92.3868,31.7989115394,-228.206,4.67417789504,27.6411278271,219.441616392,26.1796643355,600.813389096,49.2575,491.032287462,206.881292687,124,219.568,219.4,219.405693606,426.485918958
0.693251,1.07811883482,125,67.5687752749,126.331,92.7451,30.6505402722,-230.504,4.8140051429,27.3360563525,221.536200049,26.0261193878,676.06957686,49.4216,535.630341819,211.114132888,125,221.672,221.484,221.495722597,232.144392742
0.699831,0.770986761722,126,121.54288568,134.125,93.0974,30.0122763941,-232.061,4.86122013009,27.3810830358,223.227054288,25.9568128656,792.433761287,49.6079,424.860493192,184.932571685,126,223.347,223.17,223.193390464,138.880406243
0.695727,0.530438646527,127,60.8391603167,136.624,93.4654,27.9591302753,-233.817,4.91188133269,27.1622983816,225.01351335,26.1569211725,684.103245741,49.7484,536.428529054,212.570230656,127,225.135,224.964,224.981821354,433.131649706
