AverageAction,StdEsReturn,Epoch,StdReturn,AverageQLoss,QFunRegParamNorm,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,AverageEsReturn,AverageAbsY,MinEsReturn,MaxReturn,PolicyRegParamNorm,AverageReturn,AverageDiscountedReturn,Iteration,AverageAbsQ,AverageQ,AverageY,MinReturn
0.802359,0.51994066359,274,120.335201749,228.492,124.194,28.28126547,-444.255,4.98141439397,27.17297022,426.693402175,26.1112006789,704.153338512,65.7844,451.965951571,175.518190539,274,426.877,426.64,426.649807593,206.830339061
0.799841,0.749085672881,275,100.104325706,292.339,124.344,29.537904015,-446.482,5.31035653571,27.0980898306,428.71903107,25.8841628803,777.330468359,65.8908,491.60559725,166.493427443,275,428.884,428.664,428.673791885,255.598055592
0.767776,0.648493820323,276,172.367620313,306.769,124.405,28.1660570709,-447.053,5.46759045538,27.141084658,429.523822927,25.745733212,1021.6209805,66.0045,496.438467854,175.370557689,276,429.684,429.48,429.482618606,217.538027825
0.741424,0.803072298922,277,174.700364253,247.117,124.491,28.9497186481,-449.431,4.81258687008,27.3071313049,431.828270513,26.0839820073,984.42398138,66.1246,521.198420272,173.145591054,277,431.99,431.77,431.786281957,229.810053859
0.760237,0.635154574182,278,208.217871471,274.497,124.626,28.985146961,-449.342,5.24206080969,27.286231181,431.495785144,26.5599626696,1032.64314636,66.1716,528.882384609,176.753788301,278,431.665,431.432,431.446082703,299.580411217
0.784185,0.954745603022,279,78.1008072824,293.131,124.761,30.2671771857,-452.127,5.18054114205,27.0066280274,434.473861094,25.7107477201,565.244754449,66.288,422.337940451,174.723169595,279,434.634,434.418,434.427121861,217.665397334
0.787189,0.725172607184,280,118.173756299,251.678,124.858,29.2380713248,-452.431,4.99776289551,27.2422938679,435.089478832,26.2964049736,823.970006668,66.3445,507.217706435,170.832496549,280,435.284,435.041,435.04825264,294.253906637
0.760289,0.723941922446,281,63.533965715,250.52,124.988,29.281757259,-452.063,5.16381934547,27.0714746093,434.924121673,26.1009614423,638.063275505,66.4431,442.406966768,172.082661274,281,435.079,434.866,434.875269867,294.422254533
0.76946,0.617029156247,282,169.081045472,275.761,125.11,29.2510976644,-453.22,5.16866924494,27.4525218606,435.953755828,26.235281635,767.137807514,66.566,475.029317122,177.132321954,282,436.123,435.914,435.917537315,153.708876662
0.742516,0.670696627875,283,39.6797557381,269.611,125.237,28.1771822398,-451.874,5.11479507476,27.2305210649,435.318166082,25.954644076,560.185870451,66.6507,414.62477894,189.006364186,283,435.483,435.264,435.272676052,340.090642599
0.803212,0.655201789667,284,128.331325093,284.781,125.377,28.5786762001,-453.183,5.22240617622,27.224046935,435.973389587,26.013645876,803.568768454,66.7773,374.265508426,156.234980295,284,436.136,435.907,435.935643934,197.938572683
0.789065,0.676822128035,285,172.269057705,256.11,125.534,28.827776756,-455.467,5.07113342107,27.2424776315,437.671115265,26.2680131328,1343.30861377,66.8828,388.292060414,163.262750833,285,437.853,437.627,437.622778431,171.658254206
0.760042,0.825601755023,286,185.712334891,267.914,125.708,30.0022308887,-455.866,5.07335422663,27.3711614801,437.832329596,25.8256752101,1173.55028131,66.955,481.811424546,172.741173253,286,438.003,437.776,437.789810904,250.010198161
0.775575,0.713688746921,287,87.7611711602,299.513,125.841,29.4852651304,-456.864,5.31649843417,27.2319201176,438.4224857,26.5440675351,627.121091662,67.0777,429.23037523,174.67081895,287,438.593,438.371,438.387721393,260.455115512
0.745937,0.517603876312,288,105.083982416,224.707,125.952,28.2625231309,-459.55,4.84811037392,27.1456849817,441.306795296,26.5203945253,916.655464359,67.1817,483.164246739,167.139328973,288,441.466,441.262,441.273494606,320.645562573
0.742247,0.588241650223,289,27.5974641554,290.533,126.078,29.1930131117,-460.964,5.30481494485,27.2900344628,442.226207584,26.4820068593,397.177928924,67.2457,337.644022292,165.224471634,289,442.391,442.176,442.185625796,286.609685393
0.772178,0.572735275488,290,116.401341321,272.142,126.184,28.5449383769,-463.45,5.17871025094,27.0854556524,444.918211535,26.2244465946,855.822863223,67.3357,486.166565356,160.901592404,290,445.069,444.855,444.86526089,295.917082761
0.791332,0.995004174675,291,162.703779414,254.909,126.308,30.5755922356,-462.671,5.06344148579,27.0159473323,445.039221281,25.7258931494,893.848559025,67.408,601.220380179,170.290398286,291,445.19,444.971,444.994689856,307.748278578
0.784395,1.15842829169,292,90.1912676858,222.645,126.437,31.9598513525,-464.062,4.9976795118,27.441936661,445.991583728,26.4964100685,629.839343608,67.5073,400.071434411,166.059562714,292,446.165,445.937,445.936515061,221.686769692
0.776249,0.941285769033,293,66.5883858879,305.684,126.546,30.1523278138,-464.837,5.3814148022,27.308476961,447.00444462,25.6954883365,512.691751733,67.6534,356.914065986,162.251899385,293,447.19,446.949,446.960790686,209.961282873
0.800869,0.784718552066,294,106.04759695,269.003,126.641,29.2332159845,-467.76,5.10306845949,27.4118790149,448.754815679,25.8150975395,653.358412218,67.7226,411.535965378,172.045582349,294,448.91,448.693,448.710275446,243.012738301
0.785581,1.13881150495,295,120.272457647,276.091,126.796,31.7677492171,-467.835,5.23824062265,27.3699258345,449.580409215,26.4502506186,1041.45272284,67.8205,419.631782708,173.702178233,295,449.73,449.523,449.535576467,210.352660933
0.765276,0.932969744747,296,110.454048394,287.129,126.983,30.5803734102,-468.528,5.0924420253,27.5041695306,450.198797118,26.2710712914,832.716988401,67.8962,458.495707328,177.118514831,296,450.361,450.149,450.14999664,241.917010301
0.728104,1.1466472756,297,73.7655891296,300.206,127.099,31.9473117074,-469.557,5.33017442482,27.6170592476,451.652172023,26.5153620782,573.05302855,67.9418,423.607147997,174.97226769,297,451.845,451.591,451.60628636,282.483488462
0.742163,0.734257219219,298,232.542898234,318.533,127.209,29.2194416656,-469.45,5.37567017066,27.3063640901,451.704971473,26.1690305867,1443.64573385,68.0109,601.643702212,170.515641149,298,451.843,451.634,451.648137913,347.740132096
0.743624,0.877216392243,299,123.83344589,300.542,127.406,29.692370853,-470.689,5.31594226479,27.257530301,452.968906492,25.7763844789,891.148297368,68.1342,480.369435575,175.146343238,299,453.122,452.902,452.901103698,310.302171851
0.736179,0.710319123989,300,113.65585838,290.458,127.544,28.6404094745,-470.657,5.23361803542,27.1036827767,452.813091074,25.951442239,861.093327408,68.219,397.917298545,172.846024365,300,452.949,452.708,452.730901042,277.079581037
0.738002,0.897904956341,301,170.942106802,289.161,127.671,29.7429305184,-470.276,5.31268687278,27.2888119177,452.841647952,25.9298358762,884.840305752,68.3141,415.338665273,162.813181337,301,452.991,452.757,452.774329785,95.854318667
0.787034,1.00046877084,302,402.699863334,243.822,127.732,30.8120373067,-470.829,5.16878814384,27.1474032584,453.429890366,26.1967524876,2014.43003575,68.4683,654.282728783,169.59149478,302,453.577,453.362,453.363679651,194.105841919
0.788774,1.06357028626,303,92.1548395115,292.347,127.876,30.8324824522,-470.846,5.30870403774,27.2169253927,453.038909921,25.9485464463,680.959060873,68.5672,453.888371257,176.650386353,303,453.184,452.97,452.974345801,304.43448193
0.74148,0.847586090665,304,230.339670456,287.698,127.992,29.7249321361,-470.997,5.13946861398,27.4005990611,453.598000323,25.7880931645,1688.36173452,68.6089,511.565947502,175.91223124,304,453.744,453.53,453.529755704,315.715421452
0.769289,0.706800327372,305,87.2971311291,318.96,128.122,28.8648550452,-472.221,5.41411359773,27.2922823195,454.787215213,25.9602132283,735.525582335,68.7102,450.735920471,177.985912439,305,454.932,454.713,454.732548484,329.78522426
0.756078,0.887521439234,306,62.583554854,287.191,128.234,29.4464265796,-472.658,5.21759265101,27.0643168406,454.90612212,25.6307011029,606.364792251,68.8565,402.181367682,173.814212228,306,455.047,454.828,454.838162337,275.775971135
0.784389,6.22538141626,307,81.3871354895,282.131,128.354,54.1557744598,-472.869,5.22725219943,28.5216467632,454.631490629,26.431597355,641.319712125,68.9658,457.900669936,182.296651206,307,454.77,454.564,454.577104639,229.671193215
0.791761,0.726548723933,308,284.642166412,300.888,128.483,28.9068951688,-474.868,5.35541670151,27.029924482,456.557302587,25.9609095169,1594.47025863,69.0419,594.92038258,179.06734891,308,456.703,456.485,456.492257168,119.002788784
0.792522,0.575114548844,309,107.425641979,332.567,128.633,28.7215707838,-475.58,5.55044158036,27.3128773287,456.93719743,26.4035578344,839.100978494,69.1362,480.264802747,182.423555975,309,457.066,456.86,456.874641961,346.921146317
0.773246,0.580754078531,310,231.946581521,297.404,128.74,28.8655444969,-476.039,5.28465847797,27.3504574239,457.10705422,26.3826522924,1268.55130232,69.2794,743.958384419,171.144017499,310,457.268,457.039,457.04985343,375.42955928
0.782595,0.911669685484,311,143.35184478,311.684,128.871,30.254877253,-480.554,5.23376176612,27.0901707092,460.713379216,26.1960596215,1045.75946976,69.3801,494.439857883,179.10922086,311,460.81,460.637,460.662546204,257.645783744
0.7746,0.830809842607,312,64.7944348709,298.468,129.007,29.5516291695,-482.164,5.2999811431,27.1949410053,462.211226198,25.6285248204,647.129867515,69.5258,420.760920301,180.271312932,312,462.349,462.162,462.158916142,279.629368378
0.756856,0.978264887301,313,138.165903272,214.735,129.249,30.8367673088,-485.524,4.88070526576,27.4899869015,465.027456664,25.6837122375,880.417487846,69.6555,564.27914114,165.047334779,313,465.172,464.949,464.968251558,321.092746105
0.802689,0.676027488275,314,77.4861464176,293.793,129.42,28.4282894881,-488.737,5.34857540087,27.0356642253,468.314243891,25.9530653753,578.40440555,69.79,427.286648248,177.810002048,314,468.417,468.24,468.264553865,243.72399951
0.785991,1.1679770557,315,73.7235410214,324.891,129.535,31.598538265,-490.382,5.44952565644,27.4589321629,470.213571052,26.1051783487,656.21506617,69.869,442.529293871,179.534787902,315,470.338,470.15,470.165866001,288.412677932
0.750684,0.767895622884,316,140.078449153,299.008,129.702,28.6352508973,-493.579,5.17023533748,27.4758338239,473.818844796,26.0112389204,808.265679255,69.9583,566.401331182,147.040349344,316,473.953,473.752,473.767822122,130.886859278
0.791525,0.657841332808,317,147.166573309,285.44,129.836,28.4671688286,-494.784,5.09178034919,27.0867159167,475.258123535,25.8514640544,1105.52622424,70.0614,577.8504451,164.676279378,317,475.405,475.193,475.204363082,369.916229552
0.798623,0.772940259383,318,216.415289853,322.534,130.026,29.4332887508,-495.848,5.21079156987,27.0159164746,476.807105973,25.7986019408,801.160195125,70.133,276.96226616,106.916927378,318,476.944,476.741,476.751024437,63.2877542838
0.775103,0.681757865409,319,305.023400539,308.635,130.179,28.4605301504,-496.009,5.13911894283,27.3964522467,477.593857408,25.9366582353,1439.65360204,70.2351,637.833099527,127.832683767,319,477.772,477.511,477.533226167,111.849679573
0.809739,0.449484878922,320,272.917042863,270.781,130.375,27.7083314406,-498.873,4.91806905581,27.1281181765,479.953204046,26.212558954,1427.9420183,70.332,465.411558067,154.297852372,320,480.112,479.894,479.893522993,113.865521682
0.827384,0.573022357423,321,151.346715069,333.325,130.497,28.1122854881,-499.0,5.1701995673,27.0424062927,480.368297435,25.649457519,920.998066593,70.4257,507.511104352,173.176890054,321,480.511,480.282,480.303300644,277.764510106
0.78234,0.762089210894,322,150.061124448,295.03,130.571,29.2741376695,-501.639,5.12225066846,27.1657534782,482.759037833,26.1800537956,1019.1347125,70.5458,455.916503539,160.029265026,322,482.947,482.705,482.709488949,89.1168788415
0.815075,0.643525356631,323,139.542097004,299.865,130.676,28.3493130826,-502.907,5.06714495257,27.1891124539,483.625619575,26.072918781,941.834565986,70.65,561.764350006,194.941015311,323,483.808,483.561,483.576238685,365.732386715
0.800129,0.706299104251,324,352.253678625,333.556,130.767,28.9312321088,-503.783,5.21198164466,27.1903722184,484.746359798,26.3081159338,1438.45796274,70.7966,744.468307028,149.139187553,324,484.905,484.675,484.682875898,113.663825977
0.76766,0.748405809505,325,348.753624792,300.912,130.887,28.3280884014,-504.113,5.02499715392,27.2184221638,485.974144565,26.2516412952,1371.61546918,70.8877,660.450712506,121.964207741,325,486.118,485.899,485.914704274,118.572643951
0.789961,0.691518570502,326,161.655103852,388.888,131.007,28.1910717766,-503.622,5.43719354915,26.8902343373,485.695151774,25.6646903295,1129.09394047,70.9279,513.240188657,156.122252951,326,485.853,485.622,485.621188342,244.328923001
0.766654,0.508700829888,327,212.799886365,328.185,131.086,28.5758944103,-503.697,5.11930983604,27.2524439118,485.382125767,26.4371731061,1308.59007151,71.006,542.51398299,160.095631858,327,485.56,485.309,485.319591392,303.657167877
0.807037,0.596243850224,328,143.673789112,297.852,131.277,28.5223257133,-505.925,5.08644423614,27.4496519819,487.416908155,25.9664410542,1222.04130393,71.1007,435.47123818,163.261705419,328,487.589,487.356,487.365067772,215.389089836
0.813989,0.529539498962,329,112.298103001,322.172,131.415,28.2028553821,-506.34,5.08199939662,27.2401354032,487.844871749,26.3005547692,837.139293122,71.15,407.527734923,161.691204902,329,487.995,487.748,487.772907923,169.287531151
0.787255,0.752319864958,330,140.063888401,253.203,131.506,29.6797356094,-506.943,4.81782492822,27.0983211065,488.60357215,26.1007351143,868.049625815,71.2509,533.814779882,155.751547764,330,488.77,488.541,488.55283821,277.739123623
0.748252,0.838896915445,331,168.58262327,404.679,131.644,29.6081336962,-508.061,5.27530179317,27.2406981162,490.295023467,26.0798802179,895.090004636,71.3022,512.812966264,140.967668491,331,490.437,490.227,490.235427756,116.699700963
0.75985,0.604363561496,332,184.32950298,256.91,131.748,28.5019986131,-506.35,4.78967948779,27.299755537,489.122613877,25.9519127953,1068.92622665,71.4452,475.36278554,162.564848367,332,489.28,489.056,489.054741342,305.09704367
0.734403,0.499414344186,333,212.060917023,360.87,131.917,28.1158393238,-507.518,5.21046246273,27.2108373545,489.75280526,26.3859754025,1402.64412352,71.5656,525.662422247,148.455600531,333,489.913,489.68,489.693608085,311.625377522
0.750587,0.677951358971,334,81.6273871462,331.322,132.012,28.6207687944,-505.913,5.2221300161,27.2370226539,488.811884251,25.6299306365,663.100123131,71.6652,492.642236473,136.635173107,334,488.986,488.734,488.75046524,316.419774064
0.756121,1.21555874447,335,115.363362913,364.265,132.138,31.5822911341,-504.782,5.41710921725,27.355695485,487.635348095,25.9573125982,698.154648146,71.7529,486.174524628,140.376166313,335,487.803,487.583,487.582897927,133.686177751
0.72412,0.684817109279,336,105.875064549,345.444,132.224,29.3479920839,-504.265,5.26490675256,27.3833122859,486.992771335,26.2167936627,673.629560614,71.8073,461.039898207,155.051605752,336,487.138,486.898,486.926218942,173.406380984
0.762028,0.692745597088,337,103.433971412,359.1,132.311,28.6373726242,-503.376,5.237920019,27.5107329489,486.592157313,25.9926797675,633.659530566,71.9363,433.095388935,142.844949629,337,486.768,486.542,486.533146848,218.653275717
0.708346,0.47371182695,338,59.2295214051,301.185,132.322,27.5711111023,-502.952,4.92417626515,26.9441764306,485.750815121,26.1185015498,583.27976846,72.0437,444.890909397,162.819425218,338,485.922,485.673,485.691357526,354.873971873
0.803605,0.795865590896,339,126.219852051,253.606,132.472,30.1235426237,-502.261,4.77215518471,27.3339856517,484.899684749,26.3223992419,669.742203796,72.0717,437.848695866,128.694870321,339,485.073,484.826,484.833049547,107.663181029
0.749887,0.950772750056,340,66.3397737241,297.714,132.573,30.6529552943,-501.602,4.84288795059,27.3701850707,484.360432939,26.3923890944,548.851139931,72.1623,416.295620126,172.316929614,340,484.55,484.296,484.297571927,279.383166917
0.819398,0.92191989838,341,137.987197581,325.709,132.638,29.1701242198,-502.873,4.97389894295,27.2085654996,484.950118582,25.7430132048,661.351042287,72.2284,460.388096277,140.371610132,341,485.125,484.882,484.892801784,88.8491054761
0.792144,0.599730645365,342,195.518284822,353.12,132.689,28.5350609626,-501.997,5.31406060096,27.2331877932,484.358856986,26.3308394444,1119.37044066,72.3057,592.237357362,122.177327404,342,484.543,484.291,484.305494438,66.3930007662
0.798375,0.601882979738,343,144.477159635,304.069,132.783,29.0695834964,-499.899,4.86387114846,27.3255622219,483.14497866,26.4741008844,776.312592442,72.387,527.105646441,133.290863073,343,483.346,483.101,483.089731562,97.3454926389
0.806756,0.822508361375,344,95.5121679478,331.089,132.791,29.6678912953,-500.112,5.25832251638,27.4779435567,483.091629165,26.1803795216,730.14903997,72.5248,554.772743912,162.832986505,344,483.249,483.015,483.03583831,321.853702031
0.854784,0.706258282715,345,145.413179263,313.411,132.841,28.881942811,-499.641,5.07622600312,27.4738816215,482.256272675,26.1303062597,653.467105708,72.6335,459.385299996,145.73584634,345,482.432,482.197,482.205880119,107.466102514
0.81211,0.801444240403,346,118.192688343,335.064,132.964,29.6863960206,-498.41,5.14780635267,27.306775054,480.966933087,26.2334392051,667.364609953,72.7086,433.782229474,164.862305864,346,481.139,480.908,480.908313126,109.154062151
0.808478,0.748145004496,347,161.055136497,386.2,133.027,29.9728344764,-498.05,5.34374787218,27.453346471,480.384086767,26.5484058444,1018.99454638,72.7909,562.048685123,148.176065262,347,480.553,480.313,480.326455335,247.466497465
0.828685,0.55365532189,348,90.957087934,296.486,133.148,28.0826286838,-498.429,4.98570666804,27.1163786684,480.669671151,26.1799006331,698.119408875,72.8783,495.296349865,164.491387957,348,480.886,480.601,480.610500753,227.99366532
0.794224,21.5833773634,349,97.5123363293,327.569,133.208,121.061083272,-499.182,5.07474671636,32.1000482383,481.713003227,25.9746632806,670.302228812,72.964,434.749543888,156.149591597,349,481.896,481.652,481.665445466,262.686682186
0.788512,0.548587183968,350,87.0966447446,309.453,133.348,28.1670710712,-498.082,4.89735479529,27.3276197887,480.71243197,26.1305344944,618.720954309,73.0213,448.400156793,151.050621062,350,480.903,480.648,480.649796805,264.502185582
0.760794,0.433466379457,351,108.443133412,305.297,133.467,27.9322938794,-496.973,4.95197042101,27.1149393355,479.669018489,26.281142928,839.574939923,73.0872,599.257872718,131.883211963,351,479.849,479.603,479.622626969,350.910790659
0.793973,0.805579711012,352,142.395606848,372.084,133.553,29.5888201318,-494.784,5.12318752403,27.5556410142,477.349996873,26.4475855022,1002.00951902,73.1563,537.987524014,134.384409602,352,477.533,477.275,477.290461531,346.885323832
0.836415,0.372741223177,353,77.4498696421,290.452,133.635,28.1719216669,-494.069,4.78913303008,27.1580931902,477.090885143,26.4591620964,656.210126326,73.268,495.187538633,142.598397665,353,477.298,477.027,477.045051684,372.582185683
0.82639,0.841632977153,354,84.0099159936,358.322,133.718,29.0496635297,-495.182,4.96195654615,27.0659411606,477.710814198,25.838597247,590.546041565,73.3212,418.944464923,134.256178486,354,477.918,477.668,477.663696686,89.0571202812
0.721007,0.727355274634,355,202.257735008,272.269,133.838,29.8843412784,-493.308,4.72093220068,27.3486762661,476.558274012,26.4583369384,977.197051171,73.3181,216.485113638,69.2646501603,355,476.782,476.501,476.514276528,62.1461993414
0.83385,0.562940195877,356,195.72881317,311.609,133.934,28.0020928255,-491.889,4.73110865098,26.8615516346,475.282091725,25.9758195362,724.846517616,73.4109,373.602880363,101.001743643,356,475.484,475.227,475.234171391,68.0748321393
0.816465,1.14487940035,357,96.2540180975,307.822,134.007,31.2821770513,-489.789,4.81318714852,27.2381880481,473.011533251,25.9409172823,737.496349106,73.4833,487.695536809,135.305196617,357,473.228,472.937,472.954206035,172.752059526
0.851813,1.07594639091,358,191.636454058,291.726,134.052,30.8007965268,-489.897,4.70911919269,27.2579118065,472.520953568,25.7580599116,1153.88556347,73.5243,457.01593559,124.833051659,358,472.773,472.47,472.470982155,126.132776512
0.810085,0.522806188848,359,335.992570156,322.698,134.163,28.5522789855,-488.067,4.82419083331,27.2148667744,471.353358641,26.1269525374,1164.95361746,73.5809,565.993907011,101.941335351,359,471.572,471.295,471.299869325,94.1416278827
0.837999,0.536524112634,360,88.014355161,365.449,134.261,28.4988552654,-487.278,5.03831892829,27.3441150804,470.836425547,26.2754905279,651.538015031,73.6756,486.081860669,156.399019362,360,471.04,470.761,470.777942379,320.438027548
0.865994,0.721607662451,361,172.380769159,332.374,134.406,29.5978617744,-488.564,5.04081910796,27.2136970814,470.417450762,26.0311353677,788.726374681,73.7549,385.159353222,135.688725402,361,470.639,470.358,470.368372133,96.9979427928
0.867938,1.01603605213,362,378.086618575,330.685,134.527,31.07901416,-490.055,4.97178462103,27.4084909954,471.732214132,26.1827453042,1257.12231111,73.7639,451.806413585,105.656432213,362,471.958,471.696,471.693167419,96.3297952518
0.854801,0.487253037278,363,159.660500959,306.285,134.639,27.8292023395,-491.917,4.79162371512,26.8767906667,473.523664732,26.1766967221,818.828823688,73.8481,360.590861695,127.267643836,363,473.719,473.454,473.466330165,107.927834805
0.879123,0.562386746182,364,152.957278838,302.867,134.719,28.1263593843,-492.423,4.80610731854,27.1266897439,473.4830218,26.3075200391,668.301034984,73.9457,393.452556019,140.896483693,364,473.668,473.408,473.422527469,92.5681455229
0.885094,0.462854142194,365,119.16048447,348.462,134.87,28.0884273138,-494.412,4.95631962316,27.2296251194,474.96604343,26.3597059502,662.07733895,73.9911,426.740599997,156.364838538,365,475.182,474.913,474.918775517,113.62560029
0.82599,0.702859009268,366,104.034748636,324.088,135.026,28.8179477569,-496.856,5.01746127135,27.4480094165,476.904458755,26.1408535798,683.862540855,74.0462,449.622583565,147.81426361,366,477.125,476.835,476.853865608,249.183269565
0.78854,0.561099709561,367,256.298387274,280.784,135.187,27.9344296628,-497.473,4.52320904013,27.1268364694,478.605147229,26.0300034066,1287.0154447,74.0923,500.094966537,125.772227646,367,478.833,478.556,478.554702976,188.47121566
0.779266,0.56497916806,368,118.159640087,292.126,135.309,28.2842616662,-497.427,4.66199911563,27.0842289501,479.148833205,26.1357133236,539.492629423,74.1864,351.281450977,137.907225259,368,479.405,479.091,479.103351247,86.7167962847
0.789123,0.795736276695,369,176.899443638,308.198,135.412,30.1582366721,-497.596,4.90126950222,27.3020264219,479.962440487,26.4341127155,886.332886926,74.2545,496.477130766,133.006714446,369,480.168,479.888,479.912225939,129.605373945
0.786879,1.04322967234,370,170.715880452,304.437,135.426,31.0254211323,-499.39,4.81215820512,27.2492856203,480.805647928,26.2646224504,855.026267592,74.3564,503.036922611,130.51640195,370,481.05,480.755,480.749931077,119.074382333
0.819158,0.372375278975,371,146.769590463,315.52,135.547,27.8921607208,-500.21,4.8930723304,27.0952315093,481.064980668,26.5567742231,640.287766487,74.4097,399.344262452,142.764670733,371,481.327,480.998,481.001415873,135.848514447
0.782718,0.786024797669,372,168.827387072,326.695,135.615,29.8682591536,-503.401,4.86941359757,27.2200695911,483.465580919,25.9932523138,717.402989079,74.4578,390.431730774,113.65436665,372,483.686,483.405,483.419114154,139.652887714
0.786542,0.652445747187,373,241.580767571,366.441,135.669,28.0800936228,-504.505,5.06880481285,26.9590881899,484.479290841,25.6312910941,1239.72737143,74.5014,456.79204069,114.875487359,373,484.699,484.407,484.424463888,110.335431888
0.774312,1.03668215044,374,316.869570068,276.102,135.741,31.328077207,-507.203,4.4649683803,27.4536978496,487.569985255,26.3528887379,1154.2983899,74.6035,620.926571906,113.534514161,374,487.761,487.503,487.515655322,105.773879685
0.780367,0.565482689738,375,144.837542077,369.073,135.876,28.3388409977,-508.543,5.00483036451,27.0437545756,488.509344911,25.7758750007,931.471864084,74.6598,626.871578934,131.356590953,375,488.702,488.473,488.462162234,382.759741132
0.779677,1.34310534867,376,193.01314693,357.841,135.981,31.6832611335,-508.585,5.0343114333,27.2127116782,489.61235016,25.5296717954,728.530076668,74.7415,299.254748821,107.849037271,376,489.773,489.528,489.565001075,80.3618128268
0.76739,0.611452928375,377,79.8454121888,324.363,136.074,28.9606291182,-511.836,4.79091999488,27.483208936,491.667943044,26.3949676072,714.70952853,74.8321,509.601997399,135.339569997,377,491.829,491.611,491.622796894,363.101098652
0.841038,0.679494907844,378,3.50706655452,363.432,136.173,28.3596277318,-514.213,4.99398270692,27.1906835385,494.056322268,26.1581823587,100.385909294,74.9143,94.2235026591,70.7289201548,378,494.199,493.998,494.011800398,86.1719129057
0.834148,0.629691576638,379,1.78693861811,360.167,136.267,28.5804791191,-513.37,4.85965887128,27.2746278696,494.394818477,25.8867790256,89.2837310256,74.9779,86.013603891,65.1082872098,379,494.556,494.338,494.34951001,76.5224110136
0.824103,0.673205090919,380,98.2693322115,269.399,136.344,27.9482929601,-514.444,4.53086587565,27.0154519913,495.999517113,25.4833275642,743.410959477,75.0799,120.320653021,75.5958620474,380,496.143,495.943,495.951774906,83.9256255942
0.839676,0.559862751578,381,38.8298211714,387.093,136.459,28.4020872874,-517.001,4.91401376336,27.2573803452,497.608300867,26.5256188753,563.632192913,75.1295,95.2913928151,68.9149907388,381,497.776,497.555,497.563084694,87.8500318456
0.822171,0.536231156229,382,160.656258489,366.458,136.552,28.1999046486,-518.7,4.92111855786,27.118466006,499.052632537,26.1326636217,927.849124453,75.1878,147.046855576,76.777189399,382,499.234,499.008,499.010383904,77.4038964798
0.814537,0.642670242061,383,260.865914681,349.516,136.705,28.1018521112,-519.879,4.78291083089,27.1967401503,500.682953523,25.4986254912,1181.85172537,75.2726,221.282466794,83.9146924493,383,500.858,500.615,500.634596841,71.4360331328
0.807702,7.80177292987,384,226.08658869,358.705,136.752,61.2396988175,-520.335,4.89988661437,29.1454851813,501.016855623,26.0570282998,1212.63999294,75.3955,716.610515047,132.841140007,384,501.196,500.969,500.96865005,387.99209534
0.763753,1.15645590699,385,52.7427442459,365.428,136.847,27.773197721,-520.035,4.96952075243,26.7180931683,500.298948,22.3661211352,541.391738478,75.4955,416.591496638,142.350558575,385,500.458,500.218,500.249805935,333.322877669
0.80922,0.743734415368,386,196.008372716,344.009,136.944,28.5329708965,-523.691,4.8639689663,27.1502480753,504.486958515,25.6496105322,1246.39697619,75.4983,613.833702145,139.171171237,386,504.658,504.441,504.444267152,356.85814625
0.803182,0.714052355065,387,174.162833844,305.014,137.068,28.5424771,-523.433,4.58519056996,27.3295906659,504.131810816,25.8434679321,1089.96897158,75.6201,641.726476051,137.247469978,387,504.293,504.078,504.084319762,466.903915744
0.823495,0.632922339882,388,168.262473338,386.584,137.101,29.2183018978,-523.38,5.04928110746,27.2897674141,504.803222496,26.4834563148,1158.4244823,75.6587,453.530382523,152.891292238,388,504.944,504.738,504.749463167,311.741859478
0.79402,0.7122044332,389,89.3267784944,346.829,137.211,29.355787746,-524.532,4.84835775559,27.383889984,505.438644051,26.1764194058,613.843089863,75.7172,413.288555538,152.58278242,389,505.592,505.37,505.389480813,285.854878013
0.786519,0.686468717542,390,88.7888252826,369.827,137.308,29.2038719013,-526.32,5.04686186076,27.1426974127,507.729137364,26.2939122219,619.78203154,75.7672,443.703373964,155.288870225,390,507.899,507.684,507.68080848,123.470862473
0.799698,0.984465179003,391,70.0645334422,332.501,137.365,30.8091587642,-527.592,4.77823260206,27.35640309,508.88185547,26.0938675926,545.370932612,75.8399,403.833424242,167.786641727,391,509.027,508.823,508.832216281,305.304966752
0.766812,0.668200298857,392,87.2034408492,407.311,137.494,28.9425753987,-525.439,5.28468959693,27.2327385578,506.264262207,26.1656711019,602.161943765,75.9744,437.051866719,154.504633566,392,506.401,506.203,506.218693533,341.937983614
0.767049,0.665370907653,393,114.053821627,361.353,137.591,28.4687187043,-525.052,4.86384065192,27.1843578459,507.171377934,26.3398492703,692.218499359,76.0759,469.662363877,148.980859959,393,507.326,507.101,507.117285668,182.503868507
0.779091,0.701155864372,394,95.8136771936,366.645,137.71,28.7983836548,-525.528,4.92389844393,27.1392231093,507.726577425,25.9488781349,623.482204655,76.153,392.208854907,142.679377175,394,507.875,507.674,507.674665388,256.131136662
0.73852,0.506545885431,395,94.5726961709,403.534,137.811,28.0121951984,-527.498,5.08022789432,27.0544262735,508.846137895,26.4223201853,620.001564891,76.2569,440.6867629,149.12777296,395,509.007,508.765,508.798240643,284.297311358
0.747992,0.715195068775,396,78.1974421821,311.076,137.943,28.9147141608,-527.065,4.8306989313,27.2765915959,508.707445408,26.3344564738,571.128382757,76.3127,405.032766031,155.450086251,396,508.916,508.674,508.657957464,257.919549095
