AverageAbsQYDiff,MaxReturn,MinReturn,Iteration,PolicyRegParamNorm,StdReturn,Epoch,AverageQ,AverageAbsY,AverageAbsQ,AverageAction,AverageReturn,AverageEsReturn,AverageY,MinEsReturn,AverageQLoss,AveragePolicySurr,MaxEsReturn,AverageDiscountedReturn,QFunRegParamNorm,StdEsReturn
0.328096555993,402.44007794,340.765139687,71,35.5117,14.1065720266,71,12.6026,12.6064036269,12.6101,0.729694,367.728323237,179.49256595,12.6045150454,13.1580404123,0.526801,-12.9687,367.386480657,176.630449192,40.6962,124.643412131
0.331563404567,407.056408353,352.885559742,72,35.6374,13.9872901077,72,12.8164,12.8199161334,12.8247,0.752181,374.299646433,235.745553348,12.8182303699,19.3312359222,0.500543,-13.207,375.623673148,182.690641372,40.9905,107.421443449
0.335114813073,317.93195664,282.412051813,73,35.825,8.43061244333,73,13.0475,13.051868802,13.056,0.782583,300.335650964,229.134196749,13.050438089,60.1497809891,0.531262,-13.435,365.112750939,157.626026808,41.3142,85.0503565365
0.348189211003,485.799772616,326.515724914,74,36.1054,35.2556272608,74,13.1753,13.1788207056,13.1841,0.78556,402.012222204,217.472216748,13.1769725377,74.7761742716,0.602116,-13.5537,323.317959336,185.205764021,41.5846,97.3886053416
0.355195938698,469.090065717,297.72795107,75,36.2067,48.7500343696,75,13.3765,13.380662786,13.3842,0.759098,357.772360931,225.981021267,13.3789351131,109.799939117,0.590922,-13.7817,313.371082613,173.019004765,41.9577,73.1615717811
0.361673011534,494.074982062,291.347255665,76,36.4059,46.832093741,76,13.5632,13.5662504865,13.5723,0.780467,413.790539217,299.909099704,13.5643113715,153.74037561,0.652737,-13.9644,484.705395084,188.1252801,42.3303,91.1083089128
0.349575464052,506.13705982,368.759690357,77,36.5991,31.7953677988,77,13.7955,13.799845223,13.804,0.788984,441.918227846,238.463149813,13.7978355704,10.611261111,0.57165,-14.1969,377.72035314,194.85976272,42.6389,110.982116063
0.36322601185,573.689148665,402.893983958,78,36.7502,34.1497036517,78,13.9728,13.9770452763,13.9812,0.780759,473.861205506,275.567856423,13.9750347212,94.3400208709,0.627853,-14.3948,401.230091242,200.89735007,42.9676,97.3835001134
0.357963791227,446.168861755,355.253647738,79,36.9554,17.9738475748,79,14.2191,14.2236706516,14.2284,0.787699,413.133584241,219.85184083,14.2217030043,91.0191651073,0.576458,-14.6487,367.226495947,192.18083871,43.2573,99.2901823069
0.369280000481,492.338746566,392.583256945,80,37.168,22.6556843466,80,14.3819,14.3868336306,14.3906,0.773681,437.43404819,242.450044476,14.3846169493,10.3877708493,0.583615,-14.8271,346.575602347,196.583407226,43.5977,98.3261647093
0.39175267845,356.153177762,318.150795526,81,37.3786,6.83937541623,81,14.6259,14.630775172,14.6359,0.788175,335.134385998,291.893002097,14.6278459543,10.7578550227,0.737939,-15.0568,452.999409757,169.240097794,43.9383,132.465286792
0.378556396569,576.49410571,365.949685704,82,37.5987,53.9719448007,82,14.8803,14.8852344505,14.8908,0.807979,438.34793033,211.457698663,14.8826520759,51.6541724903,0.714994,-15.3206,321.000028131,195.749124237,44.1979,88.5417146028
0.381212218621,453.51859105,357.810681007,83,37.7485,24.5021210544,83,15.0554,15.0603350435,15.0663,0.822176,393.89118504,262.554328085,15.0572917583,58.1512136168,0.696647,-15.4886,380.501521232,186.222530345,44.4899,108.837773521
0.401625077902,450.404611529,295.555888033,84,37.8804,30.5440006862,84,15.2644,15.2704848261,15.276,0.832731,366.513164424,244.468545876,15.2672203974,94.0272569099,0.825182,-15.6885,437.484588469,175.827877323,44.6961,121.982238734
0.384095316404,445.250353496,167.913761252,85,38.0531,79.5076016897,85,15.4476,15.4530483099,15.459,0.789206,240.778217798,209.274175412,15.4494152127,40.3083941932,0.716835,-15.8683,512.611355564,135.847888829,44.9601,124.905258196
0.394785652955,476.940053149,306.464408232,86,38.2241,27.8300312891,86,15.644,15.6501127061,15.6566,0.82535,358.035707291,223.25875954,15.6464427959,21.5974340823,0.741031,-16.0801,501.266181309,177.444537297,45.2265,163.686504002
0.396368884311,543.871060958,167.533792157,87,38.3461,104.050180084,87,15.8218,15.8279509015,15.8338,0.766698,457.06515028,203.169699467,15.8239027245,12.2593632435,0.809941,-16.2639,440.754960456,198.219594485,45.5118,142.77649655
0.403494542151,535.60924249,375.645114722,88,38.5141,43.6737163086,88,16.0716,16.0772432417,16.0843,0.824779,422.78598959,224.984431401,16.0733013319,107.594124863,0.814211,-16.51,421.859618361,192.562361504,45.7591,93.1766212275
0.391851947688,532.733582693,293.198543654,89,38.6357,44.6369702656,89,16.2569,16.2639605765,16.2686,0.814314,321.648100226,212.227601535,16.2595056888,26.9464663062,0.695562,-16.6938,499.699727459,165.016753102,46.0071,137.953740262
0.411308201774,655.325031868,331.772796352,90,38.8357,103.730939809,90,16.4375,16.4457529948,16.4501,0.796418,498.718269807,250.5726949,16.4407971688,28.588980813,0.838157,-16.8905,460.530024483,206.417552736,46.2502,140.580950083
0.429342421414,460.213568555,392.926213816,91,39.0846,12.4575693003,91,16.604,16.6105689615,16.6182,0.821123,413.6408065,225.65161791,16.6067295514,6.95690979307,0.898073,-17.0559,421.723218795,191.921962145,46.5108,134.594455646
0.437729339845,405.676357473,375.794427435,92,39.3065,5.35196227524,92,16.8208,16.827695791,16.8342,0.828221,389.617324649,212.569288682,16.8232635681,40.3619077493,1.02044,-17.2603,453.84538034,185.569478418,46.8117,141.281531556
0.417547217447,614.190475085,405.719238228,93,39.4816,43.3151740034,93,17.0083,17.0138397803,17.0214,0.78536,492.438094466,256.38806916,17.0097699862,117.169040052,0.850052,-17.4521,385.2781246,210.784943846,47.0757,93.6133580507
0.429097840665,586.392387137,431.595563455,94,39.6113,27.2660422036,94,17.1871,17.1935213122,17.2003,0.789108,493.398935624,279.834923493,17.189409665,16.852994223,0.925031,-17.6281,477.609585776,209.368864704,47.2736,161.493027805
0.432319802313,562.615172939,457.900484548,95,39.8097,26.3555203823,95,17.4095,17.4159069821,17.4229,0.77251,517.749409209,316.294133331,17.4119362729,79.061038663,0.946164,-17.867,430.449930477,214.783418775,47.5482,91.7000385045
0.411470321379,540.040122959,420.067559349,96,39.9561,18.0863651362,96,17.5131,17.52021007,17.5273,0.811515,510.887345602,210.028907918,17.5155449879,17.7737741619,0.849185,-17.9516,518.030051086,212.40263184,47.8267,146.178930503
0.439678275116,574.761681511,462.901277391,97,40.1288,18.8140521204,97,17.6942,17.7013032651,17.7062,0.801413,503.628672353,214.974938255,17.6966030552,25.5197355469,0.959837,-18.1549,491.62876999,210.821419784,48.0613,129.645609833
0.441569834702,588.421530063,432.292543948,98,40.2581,34.4543523246,98,17.9635,17.9688040416,17.9736,0.813084,504.842672904,327.44679781,17.9653411658,36.6814697223,1.02452,-18.4196,481.706384906,209.187150927,48.3357,140.612684463
0.445388416905,703.77982925,539.789444635,99,40.3655,30.9078817619,99,18.0822,18.0886282306,18.0956,0.772308,652.047737777,232.284002322,18.0841434414,16.8081367126,1.05339,-18.5215,543.339324351,226.423986303,48.6094,184.905534719
0.431065883169,562.568669228,402.845167734,100,40.4896,46.8019137509,100,18.3111,18.3180977877,18.3248,0.754122,467.497870756,306.954235905,18.3131508478,10.0996534571,0.855725,-18.7579,569.948796524,203.833083941,48.7967,207.921714067
0.421245769351,609.260273525,352.908618587,101,40.7095,76.2831491418,101,18.4657,18.4722527117,18.4789,0.78081,463.171667468,239.78289388,18.4678838397,23.9088506353,0.848531,-18.9164,477.784924485,201.208356189,49.0549,173.036346854
0.464507400724,653.096459606,241.761629988,102,40.8225,67.606741264,102,18.5602,18.5663295093,18.5743,0.796411,544.272515094,192.788121176,18.5623054329,7.63425567428,1.15847,-19.0159,428.019328542,209.828032734,49.3452,139.225039022
0.437162097286,750.589719112,416.867044117,103,40.9415,55.9158147288,103,18.8269,18.8326278921,18.8399,0.754383,589.584097258,229.335163573,18.8296905311,7.30662233127,0.952522,-19.3144,565.364604977,220.986555006,49.5738,152.327337514
0.448630014585,582.6271079,360.816591511,104,41.1433,34.8722091744,104,19.0464,19.0509054406,19.0582,0.755881,409.769545599,275.385142029,19.0479564545,53.9788908013,1.0458,-19.5306,514.209328977,190.748388498,49.7782,142.648438572
0.466813889572,1372.70096673,186.764211511,105,41.263,316.217104237,105,19.1985,19.20523599,19.2122,0.779222,697.301670397,178.159445162,19.2011089411,59.3697060459,1.17126,-19.697,348.50370929,117.403486825,50.0272,101.801902329
0.445682721644,833.991757872,370.498471995,106,41.3358,101.821661345,106,19.335,19.3416624604,19.3474,0.797743,628.199169595,139.016407579,19.337376225,32.9122214807,0.955407,-19.8255,379.375475652,184.447554591,50.2322,112.371218079
0.467094327084,865.064575538,660.443143121,107,41.4594,41.5106323859,107,19.6064,19.6135664706,19.6204,0.820349,722.390095413,164.090676514,19.6087785931,9.80466126073,1.19784,-20.0812,432.188665871,227.646377073,50.5052,127.008548287
0.459810269831,980.355916663,51.5290021698,108,41.5607,278.024156035,108,19.6893,19.6967913498,19.7042,0.798805,400.354326333,232.093227742,19.6914823008,49.8511655526,1.08313,-20.1843,551.233039424,125.125499516,50.7733,163.343907991
0.46731540188,847.774835124,276.922816679,109,41.7058,213.887235276,109,19.8914,19.8977325743,19.9056,0.830436,514.801795475,154.163189149,19.892691064,10.4295871989,1.12275,-20.3712,621.191999088,177.686426254,51.0075,190.501200241
0.485007870158,757.887814213,20.8963264033,110,41.7406,301.879693512,110,20.0631,20.0721940105,20.0771,0.812113,279.722413845,313.867556512,20.0672077323,17.0048573201,1.28282,-20.5446,743.768492616,108.736243872,51.252,264.55572919
0.472120964776,850.505522943,303.23893974,111,41.9563,120.194684999,111,20.2775,20.2840818679,20.2945,0.809032,720.831080003,215.498041382,20.2786229479,39.5917747313,1.17013,-20.7672,372.334736534,208.839564881,51.5248,101.039965403
0.481013947717,723.056567424,357.485362186,112,42.1373,94.9823236239,112,20.4836,20.492256682,20.4996,0.872436,417.015292764,310.724820488,20.4861179371,110.291334235,1.24617,-20.9752,517.181107844,182.019163015,51.7819,148.916560237
0.476685323494,752.510325093,683.982053455,113,42.2653,16.553532709,113,20.6326,20.6419422674,20.6485,0.823617,714.653609553,268.137229848,20.6361576918,12.8259207277,1.2632,-21.1354,766.271807155,212.214984759,51.9962,240.061095335
0.475873181286,1526.68897468,394.082097355,114,42.4516,367.761446904,114,20.8767,20.8841215852,20.8925,0.820072,742.409834701,195.007192839,20.8788734749,16.4225450665,1.21133,-21.3778,661.152371128,207.84229363,52.1978,185.535037033
0.488308336672,956.254762741,157.505377074,115,42.6246,144.294245813,115,20.9636,20.9700512384,20.9763,0.883127,386.471908282,306.632633294,20.9658810186,64.9233955926,1.2457,-21.4993,568.109616867,171.183398413,52.4805,193.962617684
0.485754622564,1599.46085023,332.038841611,116,42.6964,277.179807028,116,21.1939,21.2005482895,21.2078,0.890686,528.41742315,288.823853728,21.1960205345,169.397691549,1.17417,-21.7299,579.756447758,196.112747842,52.7111,118.448894385
0.497053592535,917.835112367,178.043637799,117,42.8859,197.718748592,117,21.3811,21.3907054476,21.397,0.835745,398.968539722,249.489361604,21.384369948,39.9751346148,1.25973,-21.9299,649.333432892,174.267773555,52.953,222.987948895
0.499620459811,608.886617754,145.501074803,118,43.0201,105.099839758,118,21.615,21.6224264079,21.6314,0.888088,250.96697358,277.611755675,21.6174408772,41.8271837582,1.37378,-22.1335,559.405179796,138.11112907,53.2315,129.138866463
0.518116170188,925.859110213,164.985954322,119,43.1033,217.626483936,119,21.7957,21.8041708251,21.8131,0.826156,442.388760075,176.562385344,21.7981053017,4.9932486053,1.43007,-22.3448,399.525799037,179.053011471,53.4804,126.177075245
0.520047500735,1562.9093087,247.512673926,120,43.2385,378.11669735,120,21.9299,21.9392026001,21.9493,0.817197,560.885068271,282.970912813,21.9323965567,71.0823623786,1.45146,-22.4757,586.493849327,177.450005085,53.759,169.0895404
0.487963869288,2597.53577057,283.468390515,121,43.4467,677.711500113,121,22.2554,22.2640111613,22.2713,0.851265,902.582365006,304.597258013,22.2582184218,73.6126978508,1.22055,-22.8183,725.880129287,200.07578356,54.0278,196.423115488
0.525008838762,920.876974367,246.755871237,122,43.5606,112.837063332,122,22.3955,22.4038954083,22.4125,0.806659,352.730388181,206.604969523,22.398150712,6.68830312384,1.45399,-22.9436,630.17424686,170.389615615,54.2887,199.975907875
0.510567534019,1485.96559104,277.673082989,123,43.7448,228.36890254,123,22.5639,22.5733474158,22.5801,0.767427,579.895786877,315.198600652,22.5665003688,8.07229844227,1.3148,-23.1512,735.086551524,197.163071182,54.5126,238.10835118
0.548738174462,952.000161904,176.845636923,124,43.8917,208.969564294,124,22.7454,22.7532827028,22.762,0.77647,607.074836367,283.928973785,22.7486056214,90.5434135744,1.68709,-23.3321,533.360232998,205.573944779,54.7918,165.891128008
