AverageY,AverageAbsQ,MinEsReturn,AveragePolicySurr,AverageQ,PolicyRegParamNorm,AverageQLoss,AverageReturn,Epoch,MaxReturn,QFunRegParamNorm,AverageDiscountedReturn,StdEsReturn,MinReturn,Iteration,AverageAction,StdReturn,AverageAbsY,AverageEsReturn,MaxEsReturn,AverageAbsQYDiff
1.63959918951,0.771827,-281.531403229,-1.04171,0.670362,11.7797,2.48095,112.090773555,9,140.534425634,11.5826,8.33311601295,48.8969020602,85.0714620574,9,0.209418,19.1667313701,1.65071738565,-204.340122048,-112.132044288,1.29421261602
0.698929714754,0.773279,-274.187396218,-1.83535,0.691124,12.4715,0.238678,-585.412039011,10,-584.402748927,12.3954,-56.4375703831,0.0,-586.420362843,10,0.97969,0.610323079739,0.813742517953,-274.187396218,-274.187396218,0.3419305695
0.676075342119,0.827412,-418.78948802,-1.57776,0.675043,13.8567,0.0733417,-587.281243505,11,-585.714287267,13.118,-57.357944152,0.0,-588.936156967,11,0.981206,1.01426615004,0.852560117292,-418.78948802,-418.78948802,0.208251739854
0.880892203679,1.16916,-432.608254695,-1.68624,0.879986,15.2514,0.0791707,-587.681773124,12,-585.703852528,13.9189,-54.2826384549,0.0,-588.722575571,12,0.987142,1.00352799094,1.18966919614,-432.608254695,-432.608254695,0.214874600941
1.27646147011,1.69241,-439.334661969,-1.97812,1.27515,16.1391,0.0947692,-566.437081739,13,-564.337175545,14.7095,-49.9210620204,0.0,-568.716192373,13,0.992901,1.27855919737,1.70944033008,-439.334661969,-439.334661969,0.231765441195
1.37335734911,2.07754,-438.81064405,-2.10955,1.37262,17.0431,0.111514,-501.396415644,14,-453.479562908,15.5122,-34.3918264119,0.0,-532.051395291,14,0.85607,25.2976180116,2.09221858672,-438.81064405,-438.81064405,0.249645838376
1.46354853783,2.29927,-434.039267761,-2.26657,1.46226,18.0039,0.167318,-430.870646355,15,-375.19067211,16.3899,-46.0269456237,0.0,-534.377602764,15,0.733739,46.332808405,2.32765994924,-434.039267761,-434.039267761,0.304479956808
1.79866136695,2.45558,-335.045561118,-2.5604,1.79698,18.6156,0.173611,-491.982063805,16,-403.149794701,17.1821,-38.3394493182,0.0,-562.345457999,16,0.856275,48.61762075,2.48242068629,-335.045561118,-335.045561118,0.310328060287
2.07731325632,2.72055,-247.250726688,-2.86649,2.07548,19.408,0.196437,-116.705550783,17,-7.08403151306,18.0165,-40.9752085611,0.0,-205.75496857,17,0.69068,68.5655219206,2.74687672346,-247.250726688,-247.250726688,0.327439582695
2.45255840945,3.05429,-262.539100081,-3.32598,2.44995,20.2642,0.233264,14.8754422367,18,204.357749512,18.8594,-19.8828623723,0.0,-162.834012545,18,0.738446,97.955128123,3.07988889542,-262.539100081,-262.539100081,0.354221028719
2.96437443973,3.44859,-70.8183189241,-3.96293,2.961,21.1504,0.279719,-72.7914275019,19,198.423913577,19.6511,4.19680835542,0.0,-340.532331117,19,0.771089,161.05785549,3.47543404556,-70.8183189241,-70.8183189241,0.386878632069
3.62135148869,3.97597,-36.685479885,-4.67952,3.6175,21.9053,0.337191,24.4963582402,20,116.785809599,20.3863,-17.5553349322,0.0,-272.257436041,20,0.817901,105.040978519,4.00169410208,-36.685479885,-36.685479885,0.418654267354
4.2989805965,4.51375,132.876936302,-5.39797,4.29465,22.4971,0.395949,269.713884988,21,393.623059176,21.0452,32.6081280744,0.0,171.820526673,21,0.804768,67.9846148248,4.53710929318,132.876936302,132.876936302,0.449107285416
5.03951083813,5.18486,171.634554329,-6.09535,5.0349,22.9849,0.460231,282.416858477,22,471.655082622,21.7669,6.54644907278,0.0,155.081368812,22,0.814868,85.9450206869,5.20782526294,171.634554329,171.634554329,0.481387200903
5.75158331114,5.85188,192.502931032,-6.80917,5.74764,23.5783,0.507999,235.490503099,23,343.484235017,22.5124,14.6124515295,0.0,116.154579489,23,0.791627,58.4883065208,5.87279173582,192.502931032,192.502931032,0.511178581016
6.46149117545,6.52318,283.840167726,-7.53453,6.45696,24.1467,0.59346,197.441339326,24,336.654501586,23.231,13.6285498456,0.0,90.457295804,24,0.82429,80.2644800838,6.54285028124,283.840167726,283.840167726,0.551714637473
7.19214729443,7.22723,252.748960824,-8.27177,7.18733,24.619,0.672261,398.121636896,25,463.635397044,23.9546,27.4347218741,0.0,301.451354488,25,0.795796,49.2668890272,7.24277728299,252.748960824,252.748960824,0.583850374116
7.91508128124,7.93123,278.90182365,-8.9884,7.91039,25.0473,0.746623,602.607825549,26,742.17631074,24.6089,62.7527243718,0.0,519.533874488,26,0.83398,64.9068231999,7.94278940002,278.90182365,278.90182365,0.618937489316
8.69112285063,8.69625,310.401889819,-9.78025,8.68646,25.4819,0.790996,601.330319138,27,785.40046163,25.2296,58.1570333488,0.0,367.965207119,27,0.810108,109.31715344,8.70540102396,310.401889819,310.401889819,0.63909157561
9.47557110141,9.47472,349.962784201,-10.5576,9.47036,25.8204,0.862652,739.601043897,28,988.346698993,25.8106,65.5144945562,0.0,601.475343033,28,0.816302,116.239083133,9.48292369486,349.962784201,349.962784201,0.668234119265
10.4904813119,10.4878,351.733830593,-11.599,10.4852,26.1764,0.963701,926.297622673,29,1115.57309526,26.3819,94.2464815897,0.0,830.995400319,29,0.803208,73.106568098,10.494994423,351.733830593,351.733830593,0.702253336162
11.4490728078,11.4449,607.915972923,-12.5702,11.4437,26.5638,1.04033,1204.3816516,30,1435.78075478,26.8709,103.188053161,0.0,761.814854759,30,0.766734,183.074367385,11.4516343854,607.915972923,607.915972923,0.725041929171
12.5471527505,12.5413,576.123297883,-13.6992,12.5408,26.9393,1.14679,943.225863662,31,1102.24880639,27.3556,117.331157661,0.0,816.746387894,31,0.795643,80.4541352349,12.5487726403,576.123297883,576.123297883,0.752789181473
13.470230886,13.4656,645.421109372,-14.6393,13.4651,27.3266,1.20195,1102.12238108,32,1519.5733112,27.8194,145.792987478,0.0,807.079860552,32,0.794629,200.614955234,13.4717275712,645.421109372,645.421109372,0.76910255221
14.5173737289,14.5114,448.214710826,-15.7041,14.5111,27.6488,1.24665,1005.54846317,33,1198.35768731,28.2223,144.674397219,0.0,781.677364248,33,0.765974,135.660412908,14.5184216259,448.214710826,448.214710826,0.785290569443
15.4673919045,15.4631,593.696980858,-16.6343,15.4619,27.9817,1.3271,952.40982456,34,1328.48067939,28.6577,127.525175133,0.0,733.779769983,34,0.79176,171.079882391,15.4697476015,593.696980858,593.696980858,0.797290680604
16.574962896,16.5696,531.017477921,-17.7463,16.5689,28.273,1.36833,1628.20171779,35,1968.34125598,29.123,155.890871502,0.0,930.257096232,35,0.795339,371.025613303,16.5770520797,531.017477921,531.017477921,0.812196844141
17.5437138971,17.538,571.04796385,-18.7399,17.5374,28.5849,1.44103,1947.04665892,36,1978.81876541,29.5301,170.254751135,0.0,1904.06016624,36,0.853793,23.1484605123,17.545152896,571.04796385,571.04796385,0.82343452399
18.7339290906,18.729,516.815569373,-19.956,18.7288,28.8865,1.4832,2126.25337348,37,2191.3352436,29.9382,184.537751571,0.0,1938.6034879,37,0.845245,65.0114488601,18.7352532872,516.815569373,516.815569373,0.836617402765
19.8568034553,19.8505,1003.74362441,-21.1128,19.8501,29.2168,1.53456,2127.1883084,38,2200.07783983,30.3267,184.111350204,0.0,2054.73537459,38,0.869968,41.6562805891,19.8582940194,1003.74362441,1003.74362441,0.845194051641
21.0383189887,21.0327,531.956758267,-22.281,21.0325,29.573,1.57686,2216.9713219,39,2529.86814957,30.7507,213.467404634,0.0,1550.40052272,39,0.846661,368.087210282,21.0393081617,531.956758267,531.956758267,0.859834194882
22.1697066526,22.1638,806.515520143,-23.4289,22.1636,29.9391,1.63534,902.374587417,40,1067.65342378,31.1552,103.836900879,0.0,806.839743117,40,0.732964,66.3770674152,22.1708156278,806.515520143,806.515520143,0.865753990231
23.2434769409,23.2377,674.622562032,-24.5162,23.2376,30.2812,1.75124,2220.82209606,41,2635.16495598,31.5701,209.910198264,0.0,1082.57381046,41,0.852054,503.824403115,23.2443709718,674.622562032,674.622562032,0.876804193513
24.6967974425,24.691,579.633194756,-25.9761,24.691,30.618,1.7567,1033.13934424,42,1248.19851467,31.9515,116.989532572,0.0,918.468499899,42,0.702495,116.280053901,24.6974070361,579.633194756,579.633194756,0.885925630933
26.1709425518,26.1649,1675.35735119,-27.4441,26.1649,30.9043,1.9696,2274.84453343,43,2329.050583,32.3508,194.313869601,0.0,2218.91848847,43,0.879068,39.2980431925,26.1714410608,1675.35735119,1675.35735119,0.907492500777
27.3198376799,27.3133,582.689364671,-28.6061,27.3133,31.2556,2.04187,1427.50118584,44,2319.74632047,32.7602,183.318609502,0.0,919.844097446,44,0.797125,473.489422601,27.3203673343,582.689364671,582.689364671,0.919449416118
28.5503115331,28.544,740.274249523,-29.8465,28.544,31.5722,2.16079,2529.57139011,45,2788.54867475,33.1287,225.358867217,0.0,1266.89213131,45,0.84128,427.896994742,28.5509586497,740.274249523,740.274249523,0.929651630487
29.5961302201,29.5898,783.584595272,-30.871,29.5898,31.9021,2.2363,1241.18065947,46,2014.17885845,33.5217,139.975322061,0.0,848.887794766,46,0.750834,395.214220095,29.5966847608,783.584595272,783.584595272,0.930932620032
