AveragePolicySurr,AverageAbsQ,PolicyRegParamNorm,AverageAbsY,AverageAbsQYDiff,MaxReturn,MinEsReturn,AverageEsReturn,AverageDiscountedReturn,AverageReturn,Iteration,AverageQ,AverageQLoss,AverageAction,Epoch,AverageY,MinReturn,StdEsReturn,StdReturn,QFunRegParamNorm,MaxEsReturn
-0.0787775,0.47866,13.9997,0.480898144422,0.0445388429393,3.78552200137,-3.63899419972,1.02165400591,3.34384701269,2.28359753066,37,-0.014298,0.00412661,1.0,37,-0.0143778618691,0.908465908596,3.27878172199,0.619136019591,20.8433,11.1656812993
-0.0777414,0.48292,13.9998,0.485008618688,0.0445998407396,3.6561201435,-22.9452895814,0.615394945757,3.37801385436,2.32291664298,38,-0.0102631,0.00443355,1.0,38,-0.0103069911642,0.889879472626,5.0253938032,0.561382594503,21.1799,9.35479093317
-0.0764134,0.487219,14.0,0.488944120273,0.0445009007916,3.72856822102,-4.12437326024,0.574621641362,3.41235135646,2.35372379792,39,-0.0121114,0.00438269,1.0,39,-0.01227612834,0.944537123738,3.64487236036,0.59892121412,21.5329,14.9546011157
-0.0740703,0.488032,14.0001,0.490084092382,0.0437547453453,3.66014628927,-8.12106631425,2.07169031943,3.43285909627,2.37831605929,40,-0.0147148,0.00437893,1.0,40,-0.0147688132446,0.636294342261,4.69355278011,0.58225035672,21.8947,13.2840872587
-0.0779111,0.492431,14.0004,0.494164074884,0.0430460522916,3.66892711499,-3.84811345747,0.774597061476,3.36061817576,2.28675523808,41,-0.0096654,0.00415024,1.0,41,-0.00973331779536,0.650588917007,3.22983522636,0.604978807909,22.1869,8.63691056884
-0.0656378,0.496527,14.0003,0.498208522618,0.0445758511644,3.65414224747,-5.3319666739,1.56168115808,3.45215071681,2.39725299646,42,-0.019728,0.00449013,1.0,42,-0.0198158606247,0.844700771901,4.39104916207,0.565481967932,22.5276,8.06798129927
-0.0634558,0.49641,14.0005,0.498715021799,0.0454928734026,3.65259122643,-3.27670364035,1.37687402986,3.4522968406,2.39468693019,43,-0.0281883,0.00511134,1.0,43,-0.0283273701892,1.06971931201,2.95053282209,0.550254098172,22.9162,8.62465673055
-0.0672567,0.503383,14.0008,0.505365904895,0.0444349052703,3.88056966926,-6.18404610085,0.988251444196,3.37059281248,2.3034318625,44,-0.0173186,0.00489324,1.0,44,-0.0174101124542,0.884767745186,4.07624452308,0.603191727965,23.2429,10.9666308556
-0.0604383,0.504909,14.0008,0.507001151391,0.0430713600396,3.73170928518,-5.66272339332,1.64372404732,3.34567182268,2.27767690953,45,-0.0276277,0.00428395,1.0,45,-0.0277201480935,0.820424450125,4.85302302212,0.567775494714,23.5165,13.3557949319
-0.0435596,0.509488,14.0009,0.51164551855,0.0444223835845,3.64118062409,-4.23855711835,2.34246425969,3.39041915821,2.32588070647,46,-0.0427563,0.00473226,1.0,46,-0.0428321178027,0.779226867152,4.09841838898,0.576517226304,23.818,11.6926141153
-0.0394915,0.506792,14.0008,0.509112679251,0.044925727697,3.74663591666,-3.5063651379,2.10743666704,3.40856488879,2.35069481646,47,-0.0456299,0.00505032,1.0,47,-0.0457854393316,0.962544286796,3.71836239219,0.61760133219,24.2132,11.1640087159
-0.0229766,0.50836,14.001,0.510191020484,0.042503357702,3.75560015559,-4.25362685844,0.9271699162,3.41546616962,2.35394131663,48,-0.0581768,0.00423891,1.0,48,-0.0582298213691,1.09333128526,4.23117327063,0.559516411295,24.4835,11.32369152
-0.0144217,0.503172,14.0017,0.505056534045,0.0444131239246,3.72495884691,-4.47869454537,1.34308170595,3.42954274895,2.37866204373,49,-0.0655577,0.00517267,1.0,49,-0.0656196330449,0.999528404934,4.26091926953,0.597022012403,24.8109,12.5200971265
0.00921447,0.496195,14.0018,0.498361798238,0.0454002981942,3.87380076298,-3.67403341011,1.485094788,3.38461041817,2.33486656472,50,-0.0883662,0.00538985,1.0,50,-0.0884065687258,0.953265051742,2.98836533995,0.605915709344,25.1302,10.9952115468
0.0325299,0.49301,14.0018,0.494916214922,0.045145276432,3.71161014016,-5.99375031138,0.924963133039,3.42343385851,2.37235404156,51,-0.108848,0.00525176,1.0,51,-0.108998290682,0.829813075189,4.13360169946,0.583431914127,25.4067,9.30788552677
0.0614992,0.487422,14.0016,0.489157655942,0.0458889436383,3.70914625906,-12.8442290334,1.26675546513,3.37329971714,2.30897122348,52,-0.132338,0.00579961,1.0,52,-0.13257514254,0.7369437558,3.86442566155,0.59173476133,25.741,9.08806989403
0.0897273,0.485491,14.0017,0.487390832738,0.0474066137953,3.54381880753,-4.81831236101,0.781423662717,3.40844226704,2.3403122383,53,-0.155723,0.0071946,1.0,53,-0.155961323649,1.12391116789,3.93451904394,0.56218341001,26.0715,9.85709415214
0.116267,0.473297,14.0015,0.474655774324,0.0443825263632,3.82057558316,-21.7299971626,0.164587057507,3.42616993626,2.37745592455,54,-0.181008,0.0058118,1.0,54,-0.181038751838,0.741372890955,5.47465897199,0.589515784403,26.2984,7.59506238387
0.143607,0.461549,14.0014,0.463282795752,0.0457203863903,3.65419782082,-6.3476819272,0.951896220621,3.39153274549,2.32989304858,55,-0.202387,0.00550322,1.0,55,-0.202648068205,0.993444553055,3.25519715598,0.595338782079,26.5683,7.5605063812
0.162092,0.446389,14.0011,0.4479780662,0.0448761837269,3.6962917622,-6.10402193376,0.599595183892,3.40349488494,2.35683709411,56,-0.21916,0.00530364,1.0,56,-0.219190396252,0.988830680824,3.74629150429,0.573225955374,26.8281,8.37531581232
0.187407,0.436353,14.0011,0.437804398824,0.0444469136661,3.78666712709,-5.84243828872,1.20734087887,3.39995388546,2.34963708422,57,-0.238182,0.00520854,1.0,57,-0.238417145131,1.03621351157,3.67957868587,0.619066398767,27.1156,10.0105452855
0.209787,0.426204,14.0012,0.427713333512,0.0456512711555,3.56929020798,-3.58867222621,2.60458300281,3.38962489438,2.33562355595,58,-0.257431,0.00566848,1.0,58,-0.257626406123,1.02248770994,4.95096822602,0.548765876153,27.4379,20.5994158154
0.229088,0.407993,14.0012,0.409645271615,0.0451470338976,3.69046447708,-3.81543991317,1.97915979218,3.43211099759,2.37723334212,59,-0.268404,0.00623226,1.0,59,-0.268587680396,0.839551511864,3.55225363394,0.620927523563,27.7086,8.09569842697
0.248879,0.401199,14.0009,0.402789224827,0.0440378488814,3.7105609251,-12.2379433366,0.703610665403,3.40045903529,2.34406205955,60,-0.286295,0.00569374,1.0,60,-0.286387558026,1.10570781429,3.76838473642,0.580500154489,27.9015,9.34520536899
0.263838,0.389585,14.0006,0.391011056991,0.0455677421268,3.97111328346,-3.97843188107,0.925067605917,3.43350997001,2.38928131026,61,-0.296779,0.00609819,1.0,61,-0.296864943931,1.07068301101,3.85996988025,0.584080516568,28.1782,10.5546628613
0.270773,0.376928,13.9995,0.378500477951,0.044145505294,3.71303874116,-14.3273421741,0.317402514363,3.41359590967,2.36598776163,62,-0.301524,0.00607687,1.0,62,-0.301804856053,0.915710876607,4.87164532905,0.591030337147,28.4167,11.406180417
0.173601,0.37302,14.8615,0.374924648908,0.0510692772987,-11.275332864,-62.7232348794,-12.0586281677,-12.071296246,-14.7897175081,63,-0.293671,0.00713003,0.933065,63,-0.293477277639,-19.1230287485,13.4571205161,1.6916336552,28.6712,8.929778095
-0.0998035,0.35942,16.1229,0.364431776638,0.0685815784716,-1.22800085446,-35.9809852589,-7.51949791481,-6.05401727488,-11.8646230063,64,-0.157243,0.0109346,0.783835,64,-0.156717093032,-28.8638876052,9.06171311058,5.78590327253,28.9315,6.43268907764
-0.158586,0.332891,16.7565,0.339554565879,0.0691482803959,36.103798519,-19.1060723082,1.50976926135,15.3567446949,17.8808016293,65,-0.0307524,0.0112167,0.704244,65,-0.0303200418069,12.4450115307,11.6762225114,3.30685255147,29.0622,27.0749112221
-0.225226,0.307921,17.3817,0.312542305986,0.0551675319851,153.911016059,-4.29116308561,13.6534287627,23.0771297822,26.7443918165,66,0.064951,0.00675744,0.717374,66,0.0652897512142,-8.63663209751,28.2858282654,22.4502460955,29.2011,129.613251108
-0.288761,0.314113,17.8855,0.317830281789,0.0489143678413,-14.6737087715,-34.1785364087,7.61541906335,-8.39514571465,-21.1429600696,67,0.139994,0.00532209,0.728707,67,0.140259966036,-30.8006406079,53.3174605698,3.27742929086,29.2998,202.19716708
-0.332331,0.344748,18.3198,0.348078950514,0.045699103105,-6.08636196059,-33.8061724406,-13.8966762805,-3.85363900998,-14.6179360445,68,0.194459,0.00464504,0.622691,68,0.194639841155,-30.1980107657,8.06100231234,5.52936231345,29.4248,-3.40055875226
-0.370543,0.387104,18.7045,0.390051938508,0.0444226812645,772.509981949,-54.6729180431,5.93003763946,108.580032454,330.375512861,69,0.23656,0.00444541,0.657623,69,0.236647392146,7.58756493935,83.6710579343,148.299981791,29.5648,251.540123982
-0.416559,0.426598,19.087,0.429905164635,0.0478298878748,465.127445109,-21.051904685,2.31704614587,74.907567103,184.632197357,70,0.273135,0.00537048,0.556482,70,0.273361267599,80.4748525609,29.5547185175,107.798411974,29.742,79.0462231394
-0.477544,0.473894,19.4828,0.477199313227,0.0500532637458,869.124624657,-16.9745638697,64.6101072253,53.6105948942,189.447189532,71,0.319938,0.00567652,0.606361,71,0.320067271807,-7.51024067925,128.675403483,220.960226427,29.9107,390.307476946
-0.552698,0.52659,20.1786,0.530415778075,0.0553975584667,890.307595194,-28.9254560863,89.6139295548,75.7351006485,258.217901634,72,0.379217,0.00735231,0.670056,72,0.379509886367,67.4961942736,114.451874541,254.987736066,30.1554,320.643668386
-0.649573,0.595152,20.7979,0.599154862412,0.0611530072729,845.088275767,-36.1857446179,126.535214663,121.148507302,360.33941147,73,0.456841,0.00884499,0.850314,73,0.457121281654,134.222135374,157.409702918,96.8600004742,30.3992,423.556246879
-0.778723,0.690292,21.2699,0.694666098056,0.0669099521865,957.717274307,209.102939032,292.46517508,89.926441576,299.461208634,74,0.562742,0.0111428,0.801986,74,0.563490816653,53.3931549287,81.1317053964,208.828320861,30.6494,385.596428649
-0.911661,0.802796,21.5152,0.807402000227,0.0753103760299,1042.43563887,6.54938854923,166.109245817,110.94469825,796.930068017,75,0.686106,0.0152924,0.69525,75,0.686748969753,220.404252639,140.824845206,312.074247094,30.8916,371.611305976
-1.03026,0.916875,21.7971,0.920834832102,0.077561290198,1023.52086542,31.488521453,325.165288515,103.571092803,785.89815659,76,0.803084,0.0163614,0.883719,76,0.803855706081,363.869512565,182.439717596,251.746861273,31.1394,528.596062182
-1.17018,1.03146,22.1553,1.03568710748,0.0824123336051,903.998967753,42.5532421268,213.736316738,122.580566626,306.116186502,77,0.927969,0.0190146,0.795519,77,0.928830483064,187.515959032,124.368035635,124.450672791,31.3712,419.821655002
-1.32393,1.16316,22.4882,1.16691591958,0.0894586699588,919.578037798,47.023238047,240.570231025,114.331881112,459.407353767,78,1.07425,0.022945,0.686745,78,1.07515354518,247.618672934,113.104537783,211.124858181,31.621,333.563356244
-1.41933,1.26082,22.757,1.2649812279,0.0936190513221,529.804034212,37.0536763401,120.667993617,120.370233894,259.436816322,79,1.17559,0.0260375,0.774979,79,1.17652691581,87.8716301723,103.139095476,80.3607312124,31.8624,393.334177237
-1.55543,1.37774,23.078,1.38221057182,0.0972980208368,148.675232851,20.246340823,264.607580086,61.8223877583,97.4378061292,80,1.2998,0.0292806,0.759279,80,1.30070895164,66.8578288777,226.066120727,18.4303568275,32.1337,619.729160623
-1.68469,1.50026,23.5008,1.50438799556,0.10304207767,528.145802984,192.616615113,278.93449219,139.174592809,365.766041671,81,1.42768,0.0337003,0.782874,81,1.42861677396,166.987698417,64.3112355229,49.1252379438,32.4549,356.353614614
-1.85529,1.63461,23.9456,1.63821947024,0.106504272095,623.679843406,11.2110940233,227.52970632,103.568568849,189.518786909,82,1.56717,0.0344517,0.806671,82,1.56801750899,110.471420571,111.224973116,89.9406321773,32.7699,327.578883692
-2.04812,1.80441,24.3343,1.80738786641,0.117073153074,696.171566226,136.34365264,216.782968345,78.6727384139,211.186062593,83,1.74442,0.0428471,0.741982,83,1.74543660647,28.0158631975,65.5488088191,120.503799023,33.0838,338.504282572
-2.22791,1.95914,24.7047,1.96240368801,0.125173115888,421.640254055,32.0623326623,200.105242007,69.1842489537,119.7263445,84,1.90559,0.0488002,0.759519,84,1.90680038207,39.3810841571,147.30083348,87.1208563946,33.361,438.176565586
-2.43773,2.13396,25.2053,2.13705585435,0.135125754504,712.778852962,10.6437227916,151.85446744,50.8858522265,109.562651736,85,2.08839,0.0575269,0.808105,85,2.08981884706,41.9381121469,121.341327121,124.195999554,33.6946,380.418240074
-2.6519,2.30944,25.4974,2.3129485585,0.147779463372,988.68028397,1.85842150293,40.7059396108,75.9899296883,564.526608403,86,2.27106,0.0684305,0.810547,86,2.27269953694,32.8761441735,38.7464292085,364.990486866,34.0516,109.504755814
-2.87168,2.51852,25.7218,2.52105184338,0.151203771397,189.283176247,19.0969122978,138.003174812,22.9470461033,42.119992667,87,2.48279,0.0715365,0.790625,87,2.48487951754,-33.1636689006,91.9406201796,52.0504913456,34.3329,298.030107411
-3.02959,2.71152,25.9709,2.71386259189,0.155750877427,913.881343382,78.3000305443,125.833965423,68.2986233521,152.31272708,88,2.67877,0.07736,0.825338,88,2.68038518268,-2.38017804751,34.0283152322,138.331545352,34.6092,177.032398353
-3.17556,2.85423,26.2357,2.85601074441,0.164768907917,971.404267351,-29.2487633018,66.7202531753,62.4640945129,964.508232529,89,2.82205,0.0861376,0.902561,89,2.8237831379,946.987957478,105.667411699,6.78259361186,34.9144,313.386346675
-3.38954,3.04937,26.5084,3.05077677152,0.168384707462,330.252744747,11.138070805,176.463710822,5.16389258284,3.45592402024,90,3.01878,0.0900987,0.847016,90,3.02050090475,-56.4095092699,240.655416079,73.0051123129,35.1688,589.262581645
-3.62872,3.22957,26.8423,3.23067816081,0.178264019268,390.728713288,-44.4508984794,27.0966374766,45.1975941818,101.483903472,91,3.20119,0.106382,0.840448,91,3.20274679215,-26.7481723481,64.8715467786,94.9578957299,35.4442,158.455446907
-3.83763,3.43542,27.1782,3.43643453147,0.185318015303,408.884784258,-37.6501052684,71.2998047681,69.6874309563,135.27179804,92,3.409,0.107918,0.859162,92,3.41095329397,-84.0006406822,139.280549784,80.3385353801,35.6802,321.298806295
-4.05973,3.66765,27.438,3.66852766726,0.194666231287,881.779564149,4.0025876712,71.6460678118,80.5016773639,206.873538408,93,3.64235,0.117631,0.836511,93,3.6442985713,95.7268427878,57.6115121594,149.796674183,35.9137,141.110390859
-4.28324,3.88677,27.6771,3.88667601515,0.190310631056,880.324867414,16.0904069992,136.898635467,51.0247240916,331.068762626,94,3.86135,0.112806,0.919828,94,3.86262986431,25.4845256236,180.104595058,346.894340956,36.1447,658.25446377
-4.51483,4.10057,27.9182,4.10190034424,0.203171687314,878.788105558,24.6883265348,24.6883265348,61.7727789417,232.508928468,95,4.07574,0.139017,0.917981,95,4.07756842432,16.974001272,0.0,248.93717175,36.4319,24.6883265348
-4.72669,4.32126,28.2054,4.32215456908,0.202818208036,928.046588027,36.5071542188,207.516681139,97.8274498551,233.372642774,96,4.29716,0.134063,0.832302,96,4.29891628816,81.6638241755,207.119010426,136.589251079,36.7231,710.88253493
-4.9225,4.51477,28.4965,4.51496797047,0.213863553505,939.994659201,9.67813470617,178.553826534,101.201756883,349.929712406,97,4.49009,0.158625,0.889664,97,4.49197434248,105.197689065,167.564994504,242.426051232,36.9844,523.285155198
-5.07729,4.67333,28.7964,4.67321415303,0.214972034193,917.619781072,0.662767004596,91.4160604938,92.2535451471,386.618029425,98,4.65072,0.162008,0.884226,98,4.65318920242,70.1730294836,87.9801217115,299.75880134,37.2072,234.36060721
-5.28119,4.87628,29.0451,4.87655423049,0.216964657634,416.49143869,27.4923925801,153.705695722,90.0229810547,226.050974106,99,4.85518,0.157839,0.85556,99,4.85709848251,90.8235867842,91.5211535898,90.3644821125,37.4642,325.487121101
-5.41858,5.02575,29.2663,5.02552243099,0.21850993096,985.512534681,15.675833094,139.610878802,100.55447783,314.955400961,100,5.00385,0.171063,0.838937,100,5.00569382986,66.1968693916,121.62944112,144.495737692,37.6867,392.060194274
-5.57259,5.18521,29.5067,5.18602964959,0.224685460244,475.060035039,8.64807709681,77.4365560232,105.53076798,243.976192204,101,5.16526,0.16904,0.8446,101,5.16685758508,32.7568936389,72.3126774156,94.2658290407,37.9201,205.264524638
-5.68272,5.29349,29.7929,5.29447738186,0.231089792578,483.837695014,-53.8223016969,86.4977021488,102.119493943,276.941557637,102,5.27224,0.186703,0.816095,102,5.27464565705,44.4060546214,104.388494483,96.2686932767,38.1559,305.357818614
-5.80178,5.39893,30.0764,5.39891407373,0.229003117826,406.57442328,1.95316580479,83.2534660617,100.575671129,234.204785986,103,5.37786,0.17245,0.796237,103,5.37934642743,-7.83139325452,105.637511696,75.7949188931,38.4325,351.141325467
-5.97957,5.57714,30.4131,5.57834904853,0.235634545749,463.09160009,-33.8927909245,120.973502393,85.8404305306,182.653367716,104,5.5547,0.195161,0.819413,104,5.55662806029,-38.6094220484,113.729860223,92.4041158709,38.7016,283.239958834
-6.12139,5.71274,30.6637,5.71378096703,0.247017351395,365.035482755,16.886289088,144.353358692,71.6289920671,155.730761472,105,5.68785,0.2167,0.779764,105,5.69058311734,-65.9795779525,88.2423661535,109.851474507,38.9514,271.590507973
-6.28267,5.86979,30.8348,5.87112419825,0.243011199183,376.589396687,-6.24811020925,130.551219643,99.0459825238,215.162187447,106,5.8446,0.189882,0.788214,106,5.84704538313,29.2138516163,107.619903665,61.9016042922,39.1713,257.068595371
-6.36447,5.97264,31.038,5.97163451545,0.255237747121,356.335857239,-17.8571846275,78.6744612844,112.439233153,230.406919993,107,5.94409,0.227792,0.790502,107,5.94556524879,158.594726056,84.6727502079,46.3887336274,39.3974,226.707323461
-6.478,6.10322,31.2826,6.10460995703,0.257128284349,456.605816065,-60.1940341096,86.0194695162,76.4345617179,166.970504107,108,6.07283,0.235807,0.781323,108,6.07492696048,-13.7918500708,93.7191482512,97.5269029461,39.6534,298.133720832
-6.58429,6.19165,31.527,6.19280602152,0.258721441134,391.745625015,1.51657338436,106.390692116,95.9541785925,186.785634769,109,6.15924,0.240535,0.772118,109,6.16118079213,90.9076986397,70.5603709369,60.1175744242,39.903,219.617000871
-6.71887,6.31799,31.6542,6.3182328567,0.260876590928,531.234660903,-81.2564740432,51.7073335435,99.0673991628,203.927060489,110,6.28143,0.229993,0.846206,110,6.2837131804,92.5095881923,84.460297344,63.0446557362,40.1287,257.146213431
-6.85485,6.46247,31.8597,6.46199030905,0.258799868822,324.526220469,2.40661772552,120.477735542,102.675846312,189.529332068,111,6.42436,0.229944,0.842854,111,6.42614148464,138.513783849,127.518019982,35.163425859,40.2875,390.402060833
-7.0297,6.60565,32.0664,6.60576671297,0.268171881525,541.698066706,-64.0649743591,81.1864895846,119.419480593,327.540532603,112,6.57139,0.267533,0.853565,112,6.57381223484,150.602777821,83.4338995919,73.7172641928,40.5159,193.226062081
-7.19666,6.74607,32.2853,6.74516768218,0.278871780322,410.534788542,1.65382682944,76.9020974583,99.6308781141,216.819630836,113,6.72163,0.284144,0.828187,113,6.72430275561,139.806808851,92.8801458934,57.8034114521,40.7455,324.741613879
-7.33169,6.88666,32.5379,6.88600188606,0.276146757462,919.072931563,-2.16444701421,117.01931437,100.044576528,270.117479842,114,6.86994,0.26974,0.809534,114,6.87293274736,-0.383096546847,97.2635091014,140.941340191,41.0177,302.08855595
-7.49355,7.0327,32.742,7.03088391329,0.283991386675,470.295721144,-2.15203815224,65.3750753293,82.0903180661,249.420390221,115,7.01711,0.290282,0.845651,115,7.01929175086,-51.6827253482,72.8264373193,164.981538095,41.2799,244.561335226
-7.68327,7.19461,32.8986,7.19260304192,0.286633637083,450.20934777,41.517900725,151.314491556,110.854283131,340.610918037,116,7.17841,0.293532,0.850454,116,7.18051094417,205.865589393,107.790158081,63.036237328,41.4869,357.908011336
-7.87565,7.37121,33.0719,7.36920049856,0.291211917101,967.344200749,-18.6547703535,114.635505776,99.7062896466,425.370489625,117,7.35603,0.304777,0.841676,117,7.35806974559,45.3837335199,100.898188863,246.277067341,41.6928,216.304165015
