MinReturn,AverageAbsY,AverageReturn,AverageY,StdReturn,StdEsReturn,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,MaxEsReturn,AverageQ,AverageQLoss,PolicyRegParamNorm,MinEsReturn,AverageAction,Iteration,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,QFunRegParamNorm,Epoch
4075.37753007,33.0189554157,4237.29120914,32.9820315133,88.148383115,0.0,-33.0941,329.330213564,4346.95482192,2832.06707638,32.9831,1.84123,149.463,2832.06707638,0.999714,1450,33.0174,2832.06707638,0.318425967714,130.458,1450
1067.85613434,32.9619011184,3310.67939167,32.9213848873,1243.30523764,0.0,-33.0419,324.501318721,4330.15707954,1902.00609313,32.9215,1.29441,149.53,1902.00609313,0.999808,1451,32.9596,1902.00609313,0.28759285483,130.468,1451
3364.56234605,33.0813519153,3425.82186618,33.0421833882,43.8823267254,0.0,-33.1518,279.90995501,3514.83136595,2283.14268283,33.0438,1.44627,149.493,2283.14268283,0.999749,1452,33.0804,2283.14268283,0.287894742501,130.521,1452
3063.12965859,32.9010944382,3975.73152276,32.8576872811,320.118136262,0.0,-32.9671,328.574136321,4245.06695989,-143.747559849,32.8574,1.17286,149.679,-143.747559849,0.999637,1453,32.8975,-143.747559849,0.285676175225,130.543,1453
2150.61418967,33.0163242212,3842.34361682,32.9759741974,673.089958711,0.0,-33.0855,311.53181674,4367.79925658,2748.95079582,32.9771,1.50585,149.766,2748.95079582,0.999728,1454,33.015,2748.95079582,0.292598561469,130.587,1454
1783.35940825,33.0242094764,3829.91047298,32.9834196508,686.012315383,0.0,-33.0978,322.402776749,4201.22468494,2804.01341733,32.9839,1.38986,149.746,2804.01341733,0.9998,1455,33.022,2804.01341733,0.286648491153,130.629,1455
3174.49237599,32.9572225526,3279.41840905,32.914528792,50.1707261867,0.0,-33.0317,271.76025143,3340.79456124,2899.35588126,32.9152,1.36874,149.659,2899.35588126,0.999753,1456,32.9551,2899.35588126,0.28943926909,130.685,1456
3215.23013853,33.0409931062,3362.80425679,32.9989250079,83.6224730136,0.0,-33.0971,277.709836721,3500.87883448,2915.15889194,33.0002,0.943397,149.616,2915.15889194,0.9998,1457,33.0395,2915.15889194,0.260392860567,130.708,1457
3049.46256724,33.0087826065,3155.39082197,32.9659246653,93.4378969792,0.0,-33.0655,250.326494777,3284.47245665,2364.96043324,32.9661,1.48145,149.713,2364.96043324,0.999656,1458,33.0059,2364.96043324,0.29687976443,130.716,1458
737.716750055,32.9988125917,2473.16041527,32.9563892984,937.885395049,0.0,-33.0513,288.196556869,3735.89657658,2269.22706696,32.9578,1.58615,149.894,2269.22706696,0.999721,1459,32.9967,2269.22706696,0.295899292254,130.771,1459
-225.16264497,33.0499987783,2885.60119035,33.0088286497,1538.54553481,0.0,-33.0934,272.831539746,3954.78959461,2527.71521894,33.0092,1.72088,149.858,2527.71521894,0.999752,1460,33.0477,2527.71521894,0.311126286108,130.81,1460
3668.29133622,32.9199726594,3759.76864051,32.8771957547,70.3486773638,0.0,-32.9868,304.971681527,3899.4991984,291.465535639,32.8782,1.30619,149.865,291.465535639,0.999814,1461,32.9179,291.465535639,0.283474412178,130.845,1461
3731.38248141,32.9408750002,3907.03379668,32.898441415,110.050602896,0.0,-33.0066,319.816278203,4039.08035318,2766.4585893,32.8996,1.40545,149.865,2766.4585893,0.999763,1462,32.9388,2766.4585893,0.294003150174,130.906,1462
3651.63486437,32.9993122716,3887.55509874,32.9578801951,128.620627301,0.0,-33.0574,310.023554138,4118.79979814,2836.0143927,32.9576,1.44309,149.883,2836.0143927,0.999845,1463,32.9969,2836.0143927,0.285947053118,130.94,1463
3761.39616351,32.9048761565,3845.84800876,32.8605071187,70.1900778628,0.0,-32.9787,317.307578422,3976.32929485,2964.10903709,32.8617,1.40723,149.884,2964.10903709,0.999627,1464,32.9036,2964.10903709,0.284978258548,130.982,1464
3628.7168472,32.984074173,3744.10826662,32.9406565991,65.5476970966,0.0,-33.0482,301.499590565,3855.05711413,2903.82378377,32.9408,1.46077,149.927,2903.82378377,0.999759,1465,32.9816,2903.82378377,0.289159528571,131.022,1465
3653.40641891,32.9817159119,3852.10643568,32.9375829661,87.7145815981,0.0,-33.0505,311.6141752,3975.22949529,2613.5781075,32.9388,1.39227,150.007,2613.5781075,0.999664,1466,32.9806,2613.5781075,0.278825747609,131.075,1466
3663.87391169,32.9637039,3815.42704192,32.9189740134,90.0413456343,0.0,-33.0152,307.336800946,4004.21607752,2753.37127759,32.9194,1.29919,150.049,2753.37127759,0.999764,1467,32.9616,2753.37127759,0.27533635689,131.125,1467
565.877699084,32.9772393823,3878.25989908,32.9329599886,1110.9653967,0.0,-33.0396,338.851081599,4445.50612786,2749.11454948,32.9337,1.20611,150.097,2749.11454948,0.999863,1468,32.9751,2749.11454948,0.272414182481,131.163,1468
3868.08797718,32.9659373788,3973.19559949,32.9219644376,58.2969195504,0.0,-33.0465,328.416140089,4043.19055417,2928.25130612,32.9228,1.2229,150.096,2928.25130612,0.999792,1469,32.9648,2928.25130612,0.276880368242,131.197,1469
4157.8210654,32.9312333938,4259.20170622,32.8850768014,85.9473046207,0.0,-33.0154,337.49795263,4421.48139799,2449.43565213,32.8857,1.72165,150.203,2449.43565213,0.999807,1470,32.9295,2449.43565213,0.308386311575,131.253,1470
3193.7173393,32.970339005,4323.39141289,32.923319797,550.248396281,0.0,-33.0419,328.579439007,4933.43613967,2646.4085298,32.9228,1.27208,150.301,2646.4085298,0.99979,1471,32.9671,2646.4085298,0.281304100536,131.315,1471
418.570042596,32.9557511331,2575.20189588,32.9082353682,1333.52361838,0.0,-33.0121,266.593249957,4147.71114614,2674.16012318,32.9096,0.900222,150.379,2674.16012318,0.999746,1472,32.9541,2674.16012318,0.266827215096,131.352,1472
4044.07571391,32.9885114937,4139.94349181,32.9417934132,81.2553284932,0.0,-33.0623,334.997499597,4321.67378661,2147.32810296,32.9425,1.23336,150.363,2147.32810296,0.999746,1473,32.9865,2147.32810296,0.295224350977,131.424,1473
3864.38367604,33.0090877738,3942.6098516,32.9629724076,55.0152426648,0.0,-33.0664,323.616630405,4073.75034955,2992.12012539,32.9631,1.23827,150.343,2992.12012539,0.999727,1474,33.0072,2992.12012539,0.287911010849,131.441,1474
3734.88564971,32.9775760316,3909.60192561,32.9306107973,89.7624216442,0.0,-33.0341,302.833628439,4051.20650876,974.963367539,32.9311,1.15209,150.37,974.963367539,0.999714,1475,32.9753,974.963367539,0.277421612323,131.49,1475
249.615377037,33.0256154718,3826.51184456,32.9795120827,1201.04724726,0.0,-33.0954,322.078947038,4406.62458675,2808.89256815,32.98,1.20753,150.427,2808.89256815,0.99973,1476,33.0235,2808.89256815,0.283345635707,131.542,1476
4104.61353158,33.1059204399,4221.70042759,33.0598383861,69.1871084824,0.0,-33.1751,346.23503642,4355.54233435,2564.1741234,33.0601,1.32196,150.476,2564.1741234,0.999654,1477,33.1036,2564.1741234,0.285877077097,131.591,1477
1534.96819666,33.1073418628,3713.81447702,33.0611261117,868.990820608,0.0,-33.1731,346.9672771,4345.58344072,2743.26654566,33.062,1.0419,150.518,2743.26654566,0.999742,1478,33.106,2743.26654566,0.267963771058,131.585,1478
4118.37246486,33.0692707425,4186.50517855,33.0219509492,47.4346233208,0.0,-33.1252,337.058237748,4286.860856,1472.89589813,33.0219,1.21512,150.502,1472.89589813,0.999677,1479,33.0671,1472.89589813,0.280130684325,131.614,1479
158.782276791,33.0911378024,2967.3371792,33.0422680845,1386.86915195,0.0,-33.1465,308.527427761,4079.80747426,3091.49862933,33.043,0.980953,150.496,3091.49862933,0.999754,1480,33.09,3091.49862933,0.262670598782,131.643,1480
3614.10520322,33.0280652243,3781.60721017,32.978228963,112.204572972,0.0,-33.0874,309.191220419,4006.30184617,2776.53780491,32.9788,1.50351,150.482,2776.53780491,0.999725,1481,33.0263,2776.53780491,0.298550467967,131.695,1481
888.399118695,33.0802014841,3299.33775121,33.0307346996,1242.37577474,0.0,-33.1345,346.741948616,4499.54975675,2887.25658351,33.0323,1.65256,150.616,2887.25658351,0.999784,1482,33.079,2887.25658351,0.299156883241,131.737,1482
1250.46750666,32.9818724003,3714.00898589,32.9299761264,862.479990329,0.0,-33.0277,315.838148656,4389.04325581,3107.82780563,32.931,1.10787,150.652,3107.82780563,0.999645,1483,32.9801,3107.82780563,0.280657473889,131.825,1483
-520.832983414,33.0672152695,3016.61451942,33.0185223407,1681.52754922,0.0,-33.097,285.879126548,4507.21923269,2749.82796483,33.019,1.09655,150.731,2749.82796483,0.999667,1484,33.0653,2749.82796483,0.285529176079,131.863,1484
4047.78830978,32.9554626472,4269.44790922,32.9039823356,116.778010157,0.0,-32.9954,347.500418158,4406.25464586,18.7278716985,32.9046,1.52347,150.7,18.7278716985,0.999736,1485,32.954,18.7278716985,0.31987658671,131.901,1485
3503.2646109,32.8516741925,3648.06238581,32.7970371897,96.2316087468,0.0,-32.8946,296.032563732,3821.61416347,2846.41598603,32.7971,1.43906,150.706,2846.41598603,0.999723,1486,32.8495,2846.41598603,0.29832110105,131.921,1486
3781.45267007,32.9368593114,3854.35064941,32.8834878732,85.4643633556,0.0,-32.9837,310.896678468,4023.04682244,2948.19626524,32.884,1.12296,150.767,2948.19626524,0.9997,1487,32.9351,2948.19626524,0.278603441813,131.942,1487
2888.41273096,32.9366126752,3067.25493419,32.8825428551,101.527221173,0.0,-32.9929,244.104930988,3211.16962006,2576.00333433,32.8831,1.24785,150.82,2576.00333433,0.999625,1488,32.9344,2576.00333433,0.281345463384,131.966,1488
3412.68427583,32.9029870579,3880.7441978,32.8488957257,281.151361858,0.0,-32.9496,313.342380159,4412.05578233,2802.47098252,32.8508,1.23156,150.818,2802.47098252,0.999605,1489,32.9021,2802.47098252,0.276237427017,131.989,1489
640.802790723,32.9459756163,3748.70565154,32.8924549189,1166.36123144,0.0,-32.9834,336.3526894,4434.04956993,2584.67814957,32.8937,1.27654,150.808,2584.67814957,0.999702,1490,32.9451,2584.67814957,0.277994035238,132.03,1490
39.9403196465,32.9749424468,2808.08719376,32.9226431584,1492.06152501,0.0,-33.0126,309.858087152,3870.95759783,2558.34554625,32.923,1.52715,150.881,2558.34554625,0.999821,1491,32.9728,2558.34554625,0.296838221172,132.04,1491
-293.194381446,32.9777308269,375.375942744,32.9254329716,387.931596912,0.0,-33.0236,217.870660105,959.538660939,2818.79890552,32.926,1.45968,150.971,2818.79890552,0.999879,1492,32.9759,2818.79890552,0.289933535311,132.075,1492
-546.169303697,32.8845856468,190.791992174,32.8298828606,963.452590699,0.0,-32.918,118.46844231,2224.47539445,2213.75596593,32.8296,1.62398,151.094,2213.75596593,0.999882,1493,32.8823,2213.75596593,0.314527540834,132.09,1493
-465.142795795,32.8103755768,1227.72129239,32.753186423,1384.40654844,0.0,-32.86,222.735973125,3650.12066173,336.434556121,32.7557,1.57297,150.979,336.434556121,0.999806,1494,32.8105,336.434556121,0.306949538786,132.147,1494
-445.84729099,32.8361437898,651.700344171,32.7793146631,993.20685697,0.0,-32.8725,194.566387104,2948.06218895,-286.392633187,32.7791,1.26182,151.019,-286.392633187,0.999898,1495,32.8334,-286.392633187,0.292649411713,132.167,1495
1673.30234253,32.8469890027,3977.17249531,32.7888650612,1098.54828663,0.0,-32.8899,381.145311269,4880.23220897,1761.8698411,32.7897,1.22548,150.983,1761.8698411,0.999724,1496,32.8453,1761.8698411,0.301289278483,132.196,1496
-331.276004328,32.7156585939,2427.94948324,32.6547890252,1470.1468008,0.0,-32.747,264.921275047,4114.31790229,519.472468437,32.6554,1.42135,151.024,519.472468437,0.999709,1497,32.7134,519.472468437,0.317887322382,132.253,1497
737.561533979,32.7370027189,3513.42769732,32.6774106426,944.817638599,0.0,-32.7758,311.226979888,4187.48607073,648.425344718,32.6786,1.57163,150.998,648.425344718,0.999736,1498,32.7362,648.425344718,0.334348789397,132.318,1498
4175.35012843,32.697602005,4343.46918563,32.6350912104,119.650530619,0.0,-32.7442,347.050456021,4573.51580223,2774.63764828,32.6356,1.35501,150.949,2774.63764828,0.999863,1499,32.6954,2774.63764828,0.318802182534,132.359,1499
4062.62499303,32.7522989238,4304.36192854,32.6903062969,132.111166373,0.0,-32.8109,344.54107646,4501.63468913,2447.47562948,32.6913,0.897815,150.979,2447.47562948,0.999771,1500,32.7508,2447.47562948,0.29375711333,132.382,1500
1821.71897389,32.7361786302,4432.77589408,32.6718261817,878.089116723,0.0,-32.786,344.087385602,4969.36167539,2093.56661019,32.6732,0.965686,151.055,2093.56661019,0.999855,1501,32.7344,2093.56661019,0.293212516102,132.383,1501
1841.91633524,32.762487916,3767.69267536,32.6985098226,736.254854428,0.0,-32.7984,332.030863289,4572.91029341,1038.555562,32.6985,1.41635,151.1,1038.555562,0.999847,1502,32.7596,1038.555562,0.329750992883,132.445,1502
2309.38375599,32.7531644086,4034.50168149,32.6878732793,607.394753684,0.0,-32.7951,356.154095485,4535.40990454,2783.21429185,32.689,1.23017,151.069,2783.21429185,0.999836,1503,32.751,2783.21429185,0.321352485356,132.448,1503
3890.97823959,32.8296932385,4101.00534332,32.7647575735,144.318092221,0.0,-32.8732,329.008546943,4323.19959592,2704.44697151,32.7664,1.1869,151.086,2704.44697151,0.999731,1504,32.8292,2704.44697151,0.30947844665,132.515,1504
3102.28005179,32.8818912395,3894.12292653,32.8182289971,297.255745583,0.0,-32.9194,320.995303194,4130.47183048,2473.87159097,32.8189,1.30046,151.149,2473.87159097,0.999725,1505,32.8792,2473.87159097,0.313292508624,132.543,1505
3901.11173899,32.9106214816,4143.03005073,32.8473764861,150.613761005,0.0,-32.9543,324.076336427,4419.03603078,2432.22071073,32.8475,1.30996,151.149,2432.22071073,0.999713,1506,32.9079,2432.22071073,0.313221227558,132.609,1506
3665.94154483,32.8364029041,3817.89571608,32.7702398254,126.504156077,0.0,-32.8677,303.585679881,4084.71289606,2721.50121105,32.7711,1.10888,151.264,2721.50121105,0.999821,1507,32.8345,2721.50121105,0.285903697076,132.612,1507
-531.268421286,32.9694555025,2231.04911633,32.906936082,1649.71584759,0.0,-33.0269,250.431160326,3947.15000194,2608.60210397,32.9078,1.22998,151.373,2608.60210397,0.999862,1508,32.9676,2608.60210397,0.288623462874,132.629,1508
-373.499760479,32.913708083,1357.52903859,32.8485188074,1183.09286335,0.0,-32.9538,240.130005042,3245.89632873,2569.39815386,32.8495,1.26615,151.42,2569.39815386,0.999898,1509,32.9125,2569.39815386,0.287162035197,132.654,1509
239.975259336,32.8679672461,3726.41717555,32.8015594635,1653.25245208,0.0,-32.9148,348.968116224,4811.55323806,2669.04892826,32.8032,1.29676,151.448,2669.04892826,0.999783,1510,32.8664,2669.04892826,0.304026385182,132.679,1510
3289.74545472,32.9166252767,4058.29178669,32.8482564947,275.306090319,0.0,-32.9542,350.543160117,4279.32607438,262.644110309,32.8485,0.960051,151.461,262.644110309,0.999768,1511,32.9135,262.644110309,0.285100316946,132.694,1511
3914.9518038,32.8782060182,4199.35602287,32.8085002664,155.46632904,0.0,-32.9227,339.509341495,4402.01203189,2895.51378227,32.8096,0.985931,151.51,2895.51378227,0.999845,1512,32.8765,2895.51378227,0.280216405171,132.691,1512
4347.31230483,32.9361380473,4528.08675162,32.8663531884,117.768399127,0.0,-32.9818,360.980422692,4714.55162346,2689.77896585,32.8666,1.40921,151.608,2689.77896585,0.999725,1513,32.9333,2689.77896585,0.303193082519,132.767,1513
-527.025904927,33.0179679039,3528.81316257,32.9494980419,1508.53450509,0.0,-33.0577,305.081223144,4390.47691923,3041.40654393,32.9507,1.06351,151.597,3041.40654393,0.999871,1514,33.0164,3041.40654393,0.287585771321,132.83,1514
3185.32184007,33.0299225722,4169.07448487,32.9621906568,334.110629571,0.0,-33.0778,335.329457078,4389.69370456,2639.13689788,32.9627,1.49571,151.679,2639.13689788,0.999752,1515,33.0282,2639.13689788,0.313445280047,132.875,1515
1070.13843191,32.9279799997,3783.94469844,32.8565872435,907.106797202,0.0,-32.9578,316.926391887,4168.3023073,2818.0468787,32.8575,1.45267,151.759,2818.0468787,0.999867,1516,32.9262,2818.0468787,0.315611162166,132.923,1516
3232.10243939,32.9567155554,4143.72600388,32.8862298484,383.250756618,0.0,-32.9851,287.795550006,4618.00771786,2601.94944803,32.8874,1.28019,151.795,2601.94944803,0.999754,1517,32.955,2601.94944803,0.310359665913,132.965,1517
-69.0999673075,32.8911190067,2851.32499417,32.8178156398,1400.2658059,0.0,-32.9161,313.820640282,4455.56973333,2356.15438581,32.8181,1.23003,151.838,2356.15438581,0.999812,1518,32.8886,2356.15438581,0.307647853489,132.975,1518
1617.0153649,32.9696573129,2942.41039851,32.899148476,503.741374313,0.0,-32.9894,233.798794934,3447.78220825,2774.70329442,32.9002,1.35386,151.804,2774.70329442,0.999754,1519,32.9678,2774.70329442,0.318449731772,133.036,1519
1476.64575082,32.8627452643,2706.4236318,32.788879072,785.454280569,0.0,-32.8834,271.413461966,3581.78441973,1369.28640675,32.7896,1.23648,151.927,1369.28640675,0.999691,1520,32.8607,1369.28640675,0.307311226675,133.102,1520
-191.064238607,32.948167722,3911.65361511,32.8752898159,1427.22400412,0.0,-32.9715,343.70542743,4748.0720893,1450.98853383,32.8757,1.30571,151.985,1450.98853383,0.999804,1521,32.9461,1450.98853383,0.308237515432,133.12,1521
968.638476071,32.871507462,3306.68915727,32.7946934298,1458.60149183,0.0,-32.9093,351.465979113,4650.84004874,2191.13706546,32.7962,1.07828,152.036,2191.13706546,0.999848,1522,32.8695,2191.13706546,0.30231553589,133.148,1522
3860.52807262,32.9429559878,4070.18738571,32.8679776782,94.0238992398,0.0,-32.9821,323.245645386,4183.09075953,2355.72930862,32.8696,1.56063,152.088,2355.72930862,0.999848,1523,32.9416,2355.72930862,0.322154794709,133.207,1523
-114.073864436,33.1002736464,3222.05220806,33.0305577193,1236.90386538,0.0,-33.1468,305.089334581,4155.51222523,2509.18254484,33.0304,1.23192,152.144,2509.18254484,0.999858,1524,33.0972,2509.18254484,0.304338443339,133.22,1524
445.995200945,32.9885917389,4065.73831479,32.9153773476,1216.74843689,0.0,-33.0264,345.827555956,4689.06432174,2654.90835511,32.917,1.2738,152.224,2654.90835511,0.999777,1525,32.9873,2654.90835511,0.302219535506,133.273,1525
89.4775293978,32.9255968664,2467.82950847,32.8474251392,1830.60755186,0.0,-32.9614,325.215596783,4424.3393207,2563.32740791,32.8486,0.945077,152.346,2563.32740791,0.999896,1526,32.9242,2563.32740791,0.275719396388,133.276,1526
15.4335844549,32.9944397894,3289.12282011,32.9170950818,1442.43775242,0.0,-33.028,317.721274509,4588.03080832,2909.03739578,32.9177,1.15403,152.336,2909.03739578,0.999834,1527,32.9926,2909.03739578,0.302192609021,133.289,1527
-423.260226417,33.0557988778,2267.52269606,32.9804919756,1995.360119,0.0,-33.0869,271.413114006,4496.90785774,2648.19928935,32.9812,1.3954,152.461,2648.19928935,0.99989,1528,33.0536,2648.19928935,0.317993975609,133.35,1528
-397.818801324,33.0576679291,2549.00236166,32.9828807742,1666.13655791,0.0,-33.0851,292.67842921,4286.91912168,2393.58228755,32.9836,1.26775,152.51,2393.58228755,0.999855,1529,33.0557,2393.58228755,0.316796585266,133.377,1529
-212.980761087,32.9595049653,2720.21495461,32.8815746276,1617.36728335,0.0,-32.9744,306.922247102,4558.09255004,853.237143118,32.8818,2.01492,152.568,853.237143118,0.999857,1530,32.9571,853.237143118,0.350701220631,133.428,1530
-393.841164317,32.9131110297,2136.05570577,32.8318374809,1608.78738289,0.0,-32.9238,277.248890937,4626.87310988,1502.76508447,32.8335,1.473,152.519,1502.76508447,0.999938,1531,32.9117,1502.76508447,0.31669796896,133.471,1531
-122.161159062,32.8859293692,1821.69898153,32.8057930427,1501.63619974,0.0,-32.8998,311.579632588,4560.32795422,2972.85257595,32.8067,1.36519,152.502,2972.85257595,0.999906,1532,32.8842,2972.85257595,0.328383859593,133.516,1532
258.864832293,32.9361157145,3435.18788107,32.8560624939,1176.53855356,0.0,-32.9685,314.635102008,4357.94765233,1519.18941062,32.8571,1.55344,152.54,1519.18941062,0.999827,1533,32.9342,1519.18941062,0.333041436003,133.573,1533
1229.67568467,32.8444861611,3877.12662728,32.7611080266,913.42730124,0.0,-32.8841,303.667367944,4494.53973482,1249.94503111,32.762,1.2073,152.596,1249.94503111,0.999834,1534,32.8428,1249.94503111,0.313755740967,133.628,1534
-81.9723494757,32.9304607093,3545.28730789,32.8478112,1318.72617493,0.0,-32.9643,321.974678828,4428.68331966,3115.47790752,32.848,1.54633,152.802,3115.47790752,0.99983,1535,32.9278,3115.47790752,0.328875708217,133.66,1535
1036.5077606,32.9445532499,3763.41529606,32.8610958245,1373.07579045,0.0,-32.977,320.221283631,4769.34581811,2392.96548625,32.8618,1.49526,152.857,2392.96548625,0.999882,1536,32.9422,2392.96548625,0.334500528597,133.71,1536
3791.34273804,32.8936151173,3981.28615431,32.8093333241,102.718133916,0.0,-32.9069,317.585994144,4128.59232638,2594.60339594,32.8097,1.52162,152.728,2594.60339594,0.999744,1537,32.8902,2594.60339594,0.331974760566,133.779,1537
2750.41904441,32.9337317455,3700.03361655,32.8496026831,375.485345319,0.0,-32.9626,296.64062803,4196.32043388,2332.96109698,32.8512,1.64968,152.871,2332.96109698,0.999725,1538,32.9325,2332.96109698,0.333272550642,133.787,1538
3821.12068042,33.0099195259,3964.26323589,32.9267711346,86.658438041,0.0,-33.0353,305.694094595,4122.0649186,834.561007987,32.9281,1.30273,152.853,834.561007987,0.999672,1539,33.0079,834.561007987,0.30566063664,133.785,1539
3830.0463548,33.0019044851,4052.09618052,32.9180381659,111.864633562,0.0,-33.0384,319.480608369,4270.87632161,2490.18062529,32.918,1.32085,152.858,2490.18062529,0.999785,1540,32.9996,2490.18062529,0.306185543579,133.803,1540
3888.56716243,32.9559616016,4042.1379695,32.8707371505,76.9285715071,0.0,-32.9869,326.358204204,4177.18872967,2956.94611128,32.8719,1.29172,152.859,2956.94611128,0.99972,1541,32.9542,2956.94611128,0.300519570914,133.827,1541
4151.59822119,32.9582014142,4305.48328198,32.8719546057,118.014823687,0.0,-32.9851,350.10837694,4478.29026796,2604.54836745,32.8729,1.58297,152.965,2604.54836745,0.999698,1542,32.9561,2604.54836745,0.312203742999,133.849,1542
-421.390893223,32.9626557523,3864.98032,32.8754172846,1429.88891145,0.0,-32.9804,315.515957636,4467.54918025,2709.73336104,32.8763,1.14089,153.051,2709.73336104,0.999833,1543,32.9599,2709.73336104,0.288338398493,133.837,1543
-273.873224883,33.0012866715,3839.70872508,32.9148577083,1484.94935438,0.0,-33.0184,304.097749954,4796.66273051,2892.37502961,32.9153,1.4301,153.101,2892.37502961,0.999749,1544,32.9988,2892.37502961,0.30304422956,133.84,1544
3795.38612372,32.9859961926,3911.86294109,32.8991230334,82.1214371081,0.0,-33.0062,307.895538671,4051.74767601,1984.73526962,32.9008,1.34328,153.105,1984.73526962,0.999715,1545,32.9847,1984.73526962,0.300870477215,133.842,1545
3786.12788581,32.9830708747,3960.27430689,32.8954515824,81.2222247044,0.0,-33.0176,300.182466402,4060.49271033,2883.23166915,32.8962,1.26508,153.138,2883.23166915,0.999713,1546,32.9807,2883.23166915,0.292853249078,133.875,1546
709.384529841,33.0167993722,3648.74927789,32.9288581018,994.967016745,0.0,-33.0462,315.372637964,4201.09875291,3046.05194788,32.9301,1.07922,153.206,3046.05194788,0.999725,1547,33.0148,3046.05194788,0.281579685721,133.903,1547
-513.665080538,33.1021911578,3718.23482277,33.0165806962,1420.83439919,0.0,-33.1356,272.376536168,4467.87800819,2906.48390713,33.0172,0.934819,153.244,2906.48390713,0.999744,1548,33.1011,2906.48390713,0.268187240689,133.904,1548
146.612094236,33.1462154135,1764.35601768,33.060240298,1321.96630005,0.0,-33.1767,265.653873283,4032.38709366,2797.66496679,33.0612,1.1549,153.353,2797.66496679,0.99973,1549,33.1446,2797.66496679,0.28303781688,133.913,1549
-400.541982851,33.0447554691,1248.57543095,32.9547726113,1338.57980587,0.0,-33.0438,231.045647558,3375.55516684,2558.38010812,32.9551,1.12141,153.466,2558.38010812,0.999829,1550,33.042,2558.38010812,0.298615500673,133.936,1550
-119.768811402,33.0490512774,1628.27750073,32.9578693192,1281.68185977,0.0,-33.048,238.758839724,3418.29881245,530.449636625,32.959,1.09739,153.536,530.449636625,0.999749,1551,33.0468,530.449636625,0.304076296667,134.008,1551
4164.19286598,33.0305678796,4376.93125386,32.9393092312,154.560040417,0.0,-33.0384,347.290434825,4685.88443089,-324.475708188,32.9401,1.34427,153.417,-324.475708188,0.999738,1552,33.0291,-324.475708188,0.320016268664,134.026,1552
271.230459324,32.9857066441,3763.92349371,32.8914204856,1172.78142512,0.0,-33.0127,317.094494819,4410.12677212,2612.33827464,32.8914,1.57446,153.483,2612.33827464,0.999728,1553,32.9823,2612.33827464,0.323172183467,134.066,1553
44.8289281642,32.9472186812,3112.72943038,32.8513168057,1262.00857282,0.0,-32.9551,287.583294506,4086.34353775,2889.46612879,32.8537,1.39973,153.54,2889.46612879,0.999637,1554,32.946,2889.46612879,0.318344027006,134.129,1554
-72.1596627674,32.8860534048,2476.54684655,32.7889578244,1439.95746967,0.0,-32.8693,274.252699561,3754.68265361,2614.41550925,32.7896,1.5321,153.642,2614.41550925,0.999877,1555,32.8839,2614.41550925,0.318711457013,134.174,1555
3781.13254725,33.0188116465,3937.52451045,32.9264268744,106.591179392,0.0,-33.0141,327.745208427,4121.9150683,2562.98080649,32.9269,0.877639,153.551,2562.98080649,0.999768,1556,33.0166,2562.98080649,0.283612861204,134.175,1556
4018.73137576,33.005570472,4272.25154441,32.9130791553,143.785004153,0.0,-33.0242,348.172805288,4488.90496662,2637.98455914,32.9137,1.44471,153.596,2637.98455914,0.999695,1557,33.003,2637.98455914,0.313697284931,134.196,1557
4196.979189,32.8954187183,4309.12743827,32.7983319968,90.9146163738,0.0,-32.8985,344.994391448,4507.4461375,2722.63584791,32.7989,1.27785,153.628,2722.63584791,0.999714,1558,32.893,2722.63584791,0.309224773798,134.222,1558
4048.87092722,32.9519012264,4234.02252631,32.8567995807,109.967180807,0.0,-32.9608,338.64177483,4403.71616463,-429.27325397,32.8578,1.14161,153.668,-429.27325397,0.999738,1559,32.95,-429.27325397,0.303179706774,134.248,1559
2857.63202225,32.9336269145,3030.12758356,32.8381381478,116.018662616,0.0,-32.925,246.482391286,3210.62575126,2935.70727706,32.8394,1.48045,153.632,2935.70727706,0.999827,1560,32.9319,2935.70727706,0.309331771406,134.343,1560
3100.70560606,32.873009907,3427.58441938,32.7764783791,143.530194813,0.0,-32.8754,279.705538756,3636.3818184,2120.87609491,32.7778,1.61894,153.781,2120.87609491,0.999787,1561,32.8718,2120.87609491,0.31597308723,134.361,1561
3445.7579412,32.943778801,3686.5160893,32.8495226091,126.776142545,0.0,-32.9379,304.13547988,3892.33264886,2564.49830105,32.8493,1.28393,153.735,2564.49830105,0.999783,1562,32.9409,2564.49830105,0.29729508881,134.387,1562
-263.532195942,32.8787004316,3442.78998289,32.7823940603,1291.63149606,0.0,-32.8811,301.070251076,4328.3279499,2176.75724504,32.7831,1.08586,153.847,2176.75724504,0.999835,1563,32.8771,2176.75724504,0.292434410029,134.428,1563
109.015094677,32.917657246,2899.90906478,32.8229028442,1549.45470121,0.0,-32.9207,314.755628687,4616.92610294,2294.44834877,32.8229,1.3954,153.895,2294.44834877,0.999766,1564,32.9151,2294.44834877,0.310935538034,134.478,1564
-244.942664797,32.9526177863,1249.54808962,32.8594889575,1255.47656879,0.0,-32.9635,231.764122842,3247.73873033,2705.30042354,32.8621,1.43293,153.908,2705.30042354,0.999916,1565,32.9526,2705.30042354,0.328474804235,134.534,1565
