MinReturn,AverageAbsY,AverageReturn,AverageY,StdReturn,StdEsReturn,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,MaxEsReturn,AverageQ,AverageQLoss,PolicyRegParamNorm,MinEsReturn,AverageAction,Iteration,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,QFunRegParamNorm,Epoch
-14.8863619829,30.1349132888,1221.13922525,29.4726134834,1140.31084726,0.0,-29.5537,286.23892585,3329.00655077,-6.57480026225,29.4729,1.18524,199.037,-6.57480026225,0.999947,3047,30.1332,-6.57480026225,0.377826717863,179.708,3047
1351.28443362,30.0909891765,4188.86725161,29.4223250472,951.405726404,0.0,-29.5116,368.260949928,4707.99245953,1159.57012981,29.4222,1.21327,199.007,1159.57012981,0.999796,3048,30.0913,1159.57012981,0.370289970386,179.753,3048
4073.89543715,30.096686506,4196.65956864,29.4276362251,79.4980991082,0.0,-29.5365,344.544466779,4336.44276394,1763.05767833,29.4268,1.25593,198.969,1763.05767833,0.999896,3049,30.0953,1763.05767833,0.367553155723,179.765,3049
4157.99602865,30.1770771122,4250.73105878,29.5210221932,84.6823705447,0.0,-29.6321,348.145896803,4431.07488649,2798.74643597,29.5222,1.40122,198.988,2798.74643597,0.999946,3050,30.1776,2798.74643597,0.362642535801,179.747,3050
-66.1570867593,30.2252140313,3535.86084923,29.573491429,1202.05217351,0.0,-29.6791,320.894667017,4013.16887642,2527.99100749,29.5728,1.22157,199.049,2527.99100749,0.999856,3051,30.2226,2527.99100749,0.351408630267,179.782,3051
3689.5897813,30.1815599573,3983.07955094,29.5177527377,134.396329766,0.0,-29.6109,321.923363239,4216.94691404,2434.08396779,29.5193,1.13604,199.04,2434.08396779,0.999916,3052,30.1811,2434.08396779,0.332286251963,179.781,3052
4055.7893216,30.1506981663,4241.61865061,29.4807247825,98.3343748268,0.0,-29.5853,343.402246227,4400.37147898,519.70542615,29.4803,1.46253,199.039,519.70542615,0.999921,3053,30.1483,519.70542615,0.352876069422,179.801,3053
3800.15919796,30.269734863,4010.90232157,29.6138463427,107.37762336,0.0,-29.709,331.258480332,4174.3317786,2546.27645315,29.6139,1.16452,199.12,2546.27645315,0.999913,3054,30.268,2546.27645315,0.323437013997,179.837,3054
4355.53508409,30.2493838874,4456.2598649,29.6001311046,73.3272696125,0.0,-29.6731,362.812129377,4575.39623245,2578.45796269,29.5998,1.4003,199.188,2578.45796269,0.99988,3055,30.2475,2578.45796269,0.349157983338,179.898,3055
441.296689832,30.1651109309,2887.37774982,29.5017381963,1447.65932637,0.0,-29.5915,329.13690493,4453.52814763,429.322159435,29.5005,1.41636,199.317,429.322159435,0.999942,3056,30.1621,429.322159435,0.352976660282,179.898,3056
4246.78988498,30.1816768362,4417.23150249,29.5171747498,84.8771922429,0.0,-29.6066,354.646174015,4517.80395699,1770.66247592,29.5186,1.14997,199.323,1770.66247592,0.999945,3057,30.1793,1770.66247592,0.346792421249,179.93,3057
-327.665473386,30.0561006629,3239.76451974,29.3669736136,1553.45697043,0.0,-29.4569,319.732536479,4434.69330623,2503.31254608,29.3667,1.44068,199.365,2503.31254608,0.999941,3058,30.0538,2503.31254608,0.363687590569,179.948,3058
58.5110985688,30.1392556863,3748.71155187,29.4635820302,1244.13224998,0.0,-29.5604,347.985766513,4431.12479174,3042.10997425,29.4641,0.820063,199.408,3042.10997425,0.99994,3059,30.1377,3042.10997425,0.33073890108,179.942,3059
1755.32433125,30.1976812241,3408.36033188,29.5361985507,935.376436622,0.0,-29.6366,328.168930521,4333.66893319,2250.34463934,29.536,1.15003,199.515,2250.34463934,0.999923,3060,30.1974,2250.34463934,0.351483621176,179.974,3060
-361.715490204,30.1064796098,1218.8052624,29.4256079394,1089.50470678,0.0,-29.5165,221.406426455,2755.79527317,2990.65546069,29.4254,0.981424,199.575,2990.65546069,0.999821,3061,30.1038,2990.65546069,0.340872084997,180.016,3061
-244.918945525,30.0915149243,1491.21603268,29.403689651,1333.84803652,0.0,-29.5016,273.222977395,3557.82028496,416.762880646,29.4032,1.31328,199.55,416.762880646,0.999917,3062,30.0891,416.762880646,0.364725607073,180.039,3062
-378.079801891,30.0745191711,1706.48026288,29.3829911642,1553.24687161,0.0,-29.4878,268.018652741,4005.53205281,1536.73320013,29.385,1.27575,199.603,1536.73320013,0.999932,3063,30.0743,1536.73320013,0.360731508435,180.069,3063
815.697932094,30.1385446454,3000.75751015,29.4514312859,1013.31943132,0.0,-29.565,290.267338888,3940.86280716,2580.44714878,29.4512,1.40366,199.589,2580.44714878,0.999905,3064,30.1364,2580.44714878,0.36069984884,180.107,3064
1829.02268679,30.1353796889,3571.37716927,29.4492626098,596.653663826,0.0,-29.5466,311.809390202,3938.66424345,2646.09914025,29.4492,1.59403,199.547,2646.09914025,0.999923,3065,30.132,2646.09914025,0.370107558424,180.122,3065
836.996680914,30.2671657145,2956.10874615,29.6034140452,926.523692696,0.0,-29.7006,307.016981356,3841.80554296,2265.82179229,29.604,1.23359,199.573,2265.82179229,0.99987,3066,30.2668,2265.82179229,0.351163782514,180.129,3066
-270.226704453,30.278223929,2835.82524355,29.6205468809,1234.04792757,0.0,-29.7193,268.314434595,4075.6009746,2490.76759176,29.6195,1.15464,199.599,2490.76759176,0.999954,3067,30.2748,2490.76759176,0.349434332617,180.175,3067
-497.108009091,30.1733979665,1443.51377406,29.4926841258,1006.07886988,0.0,-29.5838,168.907246913,2433.06996021,1613.30996289,29.4927,1.21792,199.568,1613.30996289,0.999748,3068,30.1719,1613.30996289,0.343949098994,180.196,3068
-351.351221403,30.2503011721,1753.40056491,29.5851402947,1200.30968949,0.0,-29.6682,228.305826438,2971.12273515,2717.72434439,29.5863,1.20695,199.674,2717.72434439,0.999817,3069,30.2497,2717.72434439,0.327107884847,180.213,3069
51.5559318419,30.1832948443,1562.62805751,29.5085775636,914.875759034,0.0,-29.5908,190.293605022,2630.93182043,161.704600447,29.5086,1.14296,199.674,161.704600447,0.999835,3070,30.1818,161.704600447,0.321609603388,180.258,3070
184.378504928,30.1583524671,1561.45569506,29.4781962944,741.397947117,0.0,-29.5378,177.359280997,2238.49705655,1072.67225511,29.4773,1.0162,199.6,1072.67225511,0.999781,3071,30.1582,1072.67225511,0.318492960278,180.285,3071
-319.347853286,30.1211719296,1663.52982422,29.4377663425,1102.62778025,0.0,-29.5131,225.508269144,3022.47398778,1624.058555,29.4364,1.26453,199.573,1624.058555,0.999928,3072,30.118,1624.058555,0.33581795025,180.323,3072
-355.866735325,30.0333286537,2338.54151084,29.3368341872,1234.68515575,0.0,-29.41,257.789389582,3400.40077609,187.976233882,29.3374,1.28164,199.555,187.976233882,0.99992,3073,30.0314,187.976233882,0.333212191002,180.35,3073
-60.9806025845,30.1427981926,1940.00346195,29.470220872,1465.15423242,0.0,-29.5481,272.380408484,3603.69324691,2360.00514202,29.4696,0.979653,199.568,2360.00514202,0.99995,3074,30.1406,2360.00514202,0.309625317681,180.361,3074
879.959007358,30.0764594197,3316.34348016,29.3929814332,1082.19823826,0.0,-29.4865,317.881818723,3954.63442132,2409.84967714,29.3928,1.17936,199.591,2409.84967714,0.9999,3075,30.0759,2409.84967714,0.313277231565,180.375,3075
3964.25485943,30.201540687,4333.18484196,29.5399284451,150.910404015,0.0,-29.626,354.439716875,4493.35410098,2608.66615484,29.541,0.815878,199.649,2608.66615484,0.999958,3076,30.2011,2608.66615484,0.282970658661,180.364,3076
1082.96225848,30.0927991653,4037.39409449,29.4100545846,992.245398904,0.0,-29.4964,351.422230452,4546.75458811,2711.03721096,29.4089,1.39399,199.626,2711.03721096,0.999971,3077,30.091,2711.03721096,0.319066517222,180.41,3077
4097.99232192,30.1778488317,4244.39156812,29.5075553984,92.6992860384,0.0,-29.5929,334.975550891,4426.49604478,2721.16552853,29.5079,0.991743,199.575,2721.16552853,0.999924,3078,30.1763,2721.16552853,0.293273944534,180.437,3078
2912.22255426,30.2374478608,3855.93018685,29.5858138384,461.779789597,0.0,-29.6427,321.202717116,4378.11225397,2721.57409826,29.5856,1.0676,199.734,2721.57409826,0.999958,3079,30.2359,2721.57409826,0.299500361231,180.431,3079
-152.167889482,30.0229165095,2625.95188612,29.3307866546,1831.99060659,0.0,-29.4156,318.915112478,4612.85024927,2570.92728532,29.331,1.31066,199.741,2570.92728532,0.99991,3080,30.022,2570.92728532,0.313293702179,180.436,3080
-413.68121609,30.0522425803,740.970498931,29.371385139,1015.98851924,0.0,-29.4561,257.909016695,3402.02437978,2486.86802066,29.3718,0.845494,199.807,2486.86802066,0.999993,3081,30.0513,2486.86802066,0.294346533155,180.469,3081
-223.038163937,30.0865217682,1743.37329878,29.4144639525,1430.21505298,0.0,-29.4993,235.262567804,3459.65782686,2717.08116145,29.4146,0.992847,199.785,2717.08116145,0.999947,3082,30.0845,2717.08116145,0.299221916026,180.497,3082
-270.220277839,30.080572322,1215.77495921,29.4084455475,1348.65392221,0.0,-29.4838,228.118905817,3561.44567092,-203.903679844,29.4087,0.740912,199.849,-203.903679844,0.999929,3083,30.0789,-203.903679844,0.285580795633,180.528,3083
-450.439181637,30.0535563489,2041.09252365,29.3789704025,1646.26287334,0.0,-29.4595,262.871064125,4303.19433683,2343.45233831,29.3796,1.16321,199.941,2343.45233831,0.999949,3084,30.052,2343.45233831,0.314549468416,180.558,3084
-26.7670977519,30.0111100603,1548.37859015,29.3228989017,1158.35974638,0.0,-29.4143,304.275223791,3423.40779628,2707.3640859,29.3237,0.818227,199.925,2707.3640859,0.999906,3085,30.0102,2707.3640859,0.296261390822,180.592,3085
-442.045621953,30.0063132227,915.506585302,29.3207327104,1335.96176528,0.0,-29.4151,207.805145128,3467.09674139,70.3935930462,29.3207,1.17678,199.872,70.3935930462,0.999972,3086,30.0037,70.3935930462,0.329580602407,180.583,3086
-244.17357166,30.0650898196,2648.91135215,29.3847026014,1699.61215415,0.0,-29.4878,293.929899128,4436.95547591,2407.88779699,29.3841,0.892178,199.887,2407.88779699,0.999939,3087,30.0623,2407.88779699,0.314628015788,180.605,3087
1124.35529152,30.031050804,3046.3828153,29.3482736377,1040.4896294,0.0,-29.4466,309.932571346,4009.60557357,2404.54112504,29.3487,1.40077,199.878,2404.54112504,0.99995,3088,30.0312,2404.54112504,0.340897572557,180.653,3088
258.812775945,29.9733906828,3021.55939015,29.2775371694,1738.91315831,0.0,-29.3757,324.452063819,4276.7391287,2009.10592815,29.277,1.32013,199.878,2009.10592815,0.999959,3089,29.9719,2009.10592815,0.326067620582,180.69,3089
2867.05631471,29.9580257475,3853.0721971,29.257109768,462.270803262,0.0,-29.3575,339.605794278,4304.95512404,2627.21899484,29.2582,1.41539,199.84,2627.21899484,0.999942,3090,29.9566,2627.21899484,0.339190223563,180.7,3090
3993.47501687,30.0263435316,4473.6931081,29.3345626843,181.075090083,0.0,-29.429,370.275491194,4637.93128683,2527.93080234,29.3334,1.20745,199.852,2527.93080234,0.999966,3091,30.0235,2527.93080234,0.32173587367,180.745,3091
-357.376776229,30.1567369535,2265.46415265,29.4885465776,1604.06729833,0.0,-29.5948,295.65119821,4484.73377384,2612.15248985,29.4892,1.01353,199.906,2612.15248985,0.999953,3092,30.1545,2612.15248985,0.306584826418,180.763,3092
-341.732974256,30.065261712,659.339907384,29.3779535788,975.579191304,0.0,-29.4897,260.977739966,2949.70685192,2923.81220172,29.3783,1.11348,199.919,2923.81220172,0.999983,3093,30.0642,2923.81220172,0.317833571254,180.756,3093
4305.35257111,30.1598053937,4519.83339903,29.4907984346,122.496474354,0.0,-29.5872,370.902340272,4678.46257174,2627.37385592,29.4902,1.37571,199.95,2627.37385592,0.999953,3094,30.159,2627.37385592,0.327045757373,180.795,3094
556.151172077,30.211414778,3940.80863029,29.5430110189,1138.99005967,0.0,-29.6466,349.612547841,4490.97320864,2559.67773468,29.5437,1.04796,199.991,2559.67773468,0.999965,3095,30.2106,2559.67773468,0.30866944125,180.813,3095
547.643625309,30.0856601521,3508.53776751,29.3947366827,1437.30646715,0.0,-29.4849,337.783311654,4382.22005621,2481.01598947,29.3936,1.35988,199.983,2481.01598947,0.999952,3096,30.084,2481.01598947,0.32725654313,180.811,3096
4119.32472987,30.1329831736,4341.99757357,29.4567710925,107.848045175,0.0,-29.543,356.704706168,4557.55071479,1187.96135225,29.458,1.08786,199.918,1187.96135225,0.99995,3097,30.1334,1187.96135225,0.312200565926,180.852,3097
594.903529383,30.2205629443,2742.38220411,29.5558242004,1501.37888846,0.0,-29.6548,325.054206789,4690.87413033,2629.11520075,29.555,1.06564,200.019,2629.11520075,0.999995,3098,30.2174,2629.11520075,0.313058989176,180.849,3098
855.557641567,30.1815624792,3450.01574129,29.507072207,1240.33690639,0.0,-29.614,328.591644954,4335.84591537,3014.3901862,29.5071,1.07118,200.007,3014.3901862,0.999955,3099,30.1805,3014.3901862,0.305025575712,180.878,3099
3863.01328406,30.1149033753,4196.74281299,29.4257052125,144.89027767,0.0,-29.5188,344.042426312,4344.73975466,2841.24414571,29.4254,1.13143,200.033,2841.24414571,0.999925,3100,30.113,2841.24414571,0.30500900362,180.891,3100
3711.7988947,30.0799560453,3853.23754086,29.3889769407,74.6558403473,0.0,-29.4862,322.950105604,3973.33350598,441.134443534,29.389,1.27547,199.97,441.134443534,0.999966,3101,30.079,441.134443534,0.312499620137,180.91,3101
3773.68661067,30.1569417893,3911.55254467,29.4749033137,71.5048790624,0.0,-29.5724,325.092916263,4019.0734555,2715.10712617,29.475,1.02099,199.971,2715.10712617,0.999913,3102,30.1559,2715.10712617,0.292950772049,180.938,3102
2419.43591931,30.0780136757,4110.82397563,29.3841862722,570.671450916,0.0,-29.4703,344.509659883,4444.53832073,2612.64041383,29.3838,1.06649,199.983,2612.64041383,0.999953,3103,30.0772,2612.64041383,0.301249958384,180.956,3103
-271.02845216,30.1581759115,2021.74258707,29.4791580121,1659.06770985,0.0,-29.5658,278.597375308,4370.49362068,2798.62239754,29.4791,1.22568,200.17,2798.62239754,0.99996,3104,30.1562,2798.62239754,0.309647672529,181.028,3104
-339.12400564,30.1005344419,1439.27866374,29.4142536169,1527.52981734,0.0,-29.5084,219.970787003,3436.72110446,2483.10193738,29.4137,1.35915,200.205,2483.10193738,0.999978,3105,30.0978,2483.10193738,0.315135897045,181.07,3105
-347.679704115,30.0084300038,2277.55925933,29.3012137152,1166.80758005,0.0,-29.3872,221.751441043,3887.82611661,1336.59221572,29.3018,1.27054,200.201,1336.59221572,0.99995,3106,30.0067,1336.59221572,0.322560651085,181.107,3106
-461.397945543,29.953524645,1141.50347938,29.2377829007,1342.37941415,0.0,-29.32,246.2495596,4033.69220406,209.828268954,29.2379,1.25084,200.165,209.828268954,0.999981,3107,29.952,209.828268954,0.32855124849,181.199,3107
18.6918061703,30.0348594428,1537.81133356,29.3355170998,1457.13804895,0.0,-29.4107,241.736907991,3584.48111296,-148.750213257,29.3351,1.13892,200.176,-148.750213257,0.999963,3108,30.0331,-148.750213257,0.344835753521,181.233,3108
-9.76493918628,30.035018127,1638.6040806,29.3374244778,1147.72124201,0.0,-29.4251,253.82882014,3671.91595238,1409.79311783,29.3373,1.42247,200.218,1409.79311783,0.999981,3109,30.0329,1409.79311783,0.345441417388,181.227,3109
-491.894519987,30.043007125,866.064670401,29.3489322344,1458.32054127,0.0,-29.4398,220.513350325,4272.6720236,-271.130973532,29.3489,1.10501,200.223,-271.130973532,0.999969,3110,30.0416,-271.130973532,0.325324443042,181.225,3110
-798.482220994,29.9558422769,2656.46391784,29.2428346588,2009.77062559,0.0,-29.3288,330.128323743,4554.6669602,2750.60546942,29.2443,0.889979,200.144,2750.60546942,0.999975,3111,29.9549,2750.60546942,0.321561532192,181.239,3111
864.09528848,30.0263276202,3789.37525939,29.3234504942,1161.52839311,0.0,-29.4008,353.853283273,4515.67723098,-84.6058471908,29.3233,0.912247,200.077,-84.6058471908,0.99999,3112,30.0241,-84.6058471908,0.31238594557,181.27,3112
3961.47562702,30.0034569324,4085.49607515,29.2976016417,100.180098607,0.0,-29.3827,338.009623662,4276.43239171,2873.94277994,29.2978,1.06841,200.041,2873.94277994,0.999947,3113,30.0037,2873.94277994,0.320155088705,181.297,3113
21.4535215243,30.1355099443,3508.6693074,29.4597431452,1736.80130773,0.0,-29.5468,324.676427801,4490.08692509,1364.07522165,29.4595,1.47292,200.073,1364.07522165,0.999946,3114,30.137,1364.07522165,0.349630877248,181.35,3114
3762.85571988,29.9986628844,3869.88293878,29.3019398556,53.426882442,0.0,-29.3753,313.487730232,3962.33189818,2662.951157,29.302,1.78316,200.082,2662.951157,0.999861,3115,29.9974,2662.951157,0.361551955533,181.416,3115
3668.12789233,30.0305310771,3838.27252483,29.3373167046,86.7408009539,0.0,-29.4046,322.03572589,4001.65549052,2483.89425334,29.3393,1.63491,200.06,2483.89425334,0.999924,3116,30.0309,2483.89425334,0.361638850689,181.435,3116
2047.19699443,29.9773853167,3906.83219424,29.2742197315,637.838797032,0.0,-29.3555,334.887844138,4298.38461707,2396.25079441,29.2745,1.20935,200.141,2396.25079441,0.99988,3117,29.9758,2396.25079441,0.34421880229,181.469,3117
-290.378733391,29.8304430117,3635.77398677,29.1082189195,1314.46891168,0.0,-29.1902,314.460679721,4301.66038476,2641.05753055,29.1074,1.36452,200.17,2641.05753055,0.999888,3118,29.8278,2641.05753055,0.352923590055,181.481,3118
-294.863905936,30.0006584073,2954.34393802,29.3080860676,1333.20977538,0.0,-29.4093,323.627344555,4199.6209103,2509.78241863,29.3097,1.07935,200.114,2509.78241863,0.999865,3119,30.0006,2509.78241863,0.338474834162,181.52,3119
477.549907895,29.8142291472,3244.86654125,29.0836646775,1317.20813361,0.0,-29.1854,319.13887276,3959.01520768,1147.62643606,29.082,1.25598,200.137,1147.62643606,0.999926,3120,29.8115,1147.62643606,0.359718310608,181.549,3120
3605.6037634,30.0898574406,3833.18209122,29.4032959925,100.601708983,0.0,-29.5099,315.354462772,4011.69162928,2295.86535179,29.4027,1.13234,200.13,2295.86535179,0.999945,3121,30.0877,2295.86535179,0.355382213117,181.564,3121
1001.13429945,30.0597237495,3462.18259142,29.3565076009,881.713212615,0.0,-29.4661,315.899732885,4050.74120421,2631.93514407,29.3574,1.14739,200.149,2631.93514407,0.999883,3122,30.0588,2631.93514407,0.337653452126,181.614,3122
-207.296624428,30.1104714041,3361.79510233,29.4255230795,1222.63924403,0.0,-29.5321,305.02808025,3995.77595378,2571.51476751,29.4255,1.7663,200.132,2571.51476751,0.999922,3123,30.1092,2571.51476751,0.366879983039,181.686,3123
-278.425701362,30.0854983807,3179.89273576,29.3906497996,1342.49175413,0.0,-29.4925,312.340304872,4185.97463438,2808.95419233,29.3899,1.20533,200.26,2808.95419233,0.999938,3124,30.0832,2808.95419233,0.339307719122,181.685,3124
430.595376951,30.0189521456,3310.24521947,29.3071209756,1285.51645986,0.0,-29.3965,323.819727016,4191.35462233,2619.19805731,29.3077,1.14607,200.266,2619.19805731,0.999928,3125,30.0181,2619.19805731,0.334093169494,181.657,3125
13.9567212513,30.0499572569,2492.14198337,29.344583174,1468.90557742,0.0,-29.4514,287.553946915,3787.55820184,2642.79052451,29.3439,1.45649,200.178,2642.79052451,0.99992,3126,30.0483,2642.79052451,0.340559533746,181.666,3126
1912.81332183,30.0371300855,3652.42253297,29.3267528386,611.074905989,0.0,-29.4301,321.79910515,4088.74980748,2435.86628795,29.3268,1.31378,200.304,2435.86628795,0.999942,3127,30.0356,2435.86628795,0.330931990695,181.692,3127
-30.2174729347,30.2025662085,2595.0145979,29.519941559,1553.50484448,0.0,-29.6195,292.243633657,3939.59894889,2649.49403142,29.5213,1.25446,200.186,2649.49403142,0.999887,3128,30.2022,2649.49403142,0.326066491186,181.68,3128
2100.09357626,30.1080085378,3572.09961731,29.409536013,504.811613566,0.0,-29.4818,299.838858712,3910.7324735,2302.04722188,29.4079,1.29015,200.219,2302.04722188,0.999889,3129,30.1052,2302.04722188,0.318492908487,181.698,3129
343.882268008,30.135068877,2188.54068222,29.4486003422,1434.90676394,0.0,-29.531,288.832944749,4061.01638737,2459.89762321,29.4494,1.30795,200.349,2459.89762321,0.999969,3130,30.1336,2459.89762321,0.314013177433,181.743,3130
106.480123337,30.1264122293,2547.1533964,29.4401523111,1404.45251342,0.0,-29.5349,305.488302578,4029.75805312,2502.20172008,29.4399,1.36414,200.335,2502.20172008,0.999966,3131,30.1247,2502.20172008,0.320271255069,181.738,3131
-178.438953986,30.1808599203,2267.6221826,29.5001857512,1478.00760816,0.0,-29.5785,292.295538087,4014.72526458,2375.01706721,29.5008,0.931819,200.296,2375.01706721,0.999958,3132,30.1797,2375.01706721,0.285748921373,181.748,3132
198.274254319,30.0865620209,1881.6865829,29.388709213,1240.19140823,0.0,-29.468,292.051752704,3652.15967071,1272.49735173,29.3882,1.0185,200.401,1272.49735173,0.999936,3133,30.0846,1272.49735173,0.293787835353,181.748,3133
-428.884026011,30.0506854048,779.483688164,29.35372779,934.364699146,0.0,-29.4392,202.007864246,2065.59935065,2643.15426023,29.354,1.20796,200.526,2643.15426023,0.999918,3134,30.0492,2643.15426023,0.308676214117,181.762,3134
-412.662823997,30.0942462184,1264.46214328,29.4093295257,1211.28719993,0.0,-29.494,233.04220639,3601.55489712,2414.13589797,29.4095,1.3243,200.579,2414.13589797,0.99995,3135,30.0921,2414.13589797,0.31928954317,181.829,3135
-384.035117966,30.0594770605,25.3912763292,29.3707151337,437.584172467,0.0,-29.4352,162.611744097,1054.66388755,610.880737083,29.372,1.27245,200.572,610.880737083,0.999971,3136,30.0594,610.880737083,0.317370630219,181.872,3136
-297.943785138,30.0730965873,1250.97678473,29.3881246414,1381.78486294,0.0,-29.4621,226.28070717,3723.46295551,2440.18640717,29.3872,1.33451,200.697,2440.18640717,0.999969,3137,30.0716,2440.18640717,0.32001858843,181.882,3137
-51.2683624568,30.0223374849,2411.77606349,29.3392202433,1418.46861967,0.0,-29.4123,287.514396889,4188.24717552,2027.18098817,29.3401,1.58295,200.759,2027.18098817,0.999952,3138,30.0222,2027.18098817,0.343368228151,181.92,3138
-268.445230447,29.9909447758,1610.69031261,29.3000622642,1220.37574101,0.0,-29.3851,235.753285832,3269.78213094,2268.60379875,29.3,1.19587,200.818,2268.60379875,0.999981,3139,29.9894,2268.60379875,0.320428100175,181.957,3139
-442.597962109,30.0827289909,1406.85722744,29.408920313,1437.66016339,0.0,-29.4869,210.049410615,3177.34244285,2358.6090688,29.4087,1.21388,200.775,2358.6090688,0.999954,3140,30.0824,2358.6090688,0.321925749665,181.951,3140
244.507535881,29.9969668685,2466.20023974,29.3102334314,1080.41540608,0.0,-29.3956,260.767596171,3414.74199076,2285.61941047,29.3108,1.01536,200.822,2285.61941047,0.999903,3141,29.9958,2285.61941047,0.319317066908,181.965,3141
-81.3061740142,29.9083846394,1439.22070155,29.1948516324,1214.50455618,0.0,-29.307,255.258658878,3573.35406542,457.505393597,29.1963,1.35552,200.757,457.505393597,0.999992,3142,29.9093,457.505393597,0.33961114265,181.993,3142
-344.074622419,30.0050639015,1492.489378,29.3148382412,1545.34124193,0.0,-29.4207,235.123485736,3578.05294153,2694.82706261,29.3137,1.21977,200.794,2694.82706261,0.999969,3143,30.0026,2694.82706261,0.339898887647,182.044,3143
3625.42004532,30.0864416153,3709.48265581,29.4147469493,66.119998262,0.0,-29.507,299.019320495,3845.72113877,1535.02056426,29.4151,1.38895,200.75,1535.02056426,0.999893,3144,30.0857,1535.02056426,0.336267121081,182.045,3144
1906.55810805,29.9259661679,3415.0618549,29.2217731359,515.594494428,0.0,-29.2969,285.224487657,3726.20707017,2578.74322853,29.2202,1.27736,200.656,2578.74322853,0.999895,3145,29.9223,2578.74322853,0.330157429515,182.084,3145
3519.86915648,29.9567343972,3627.10407209,29.2583171173,57.2833713441,0.0,-29.3462,299.04548852,3732.73858089,2314.76949262,29.2601,1.25442,200.647,2314.76949262,0.9999,3146,29.9558,2314.76949262,0.329844603776,182.093,3146
2218.84227112,30.0032519395,3687.97709888,29.3148408209,493.578054509,0.0,-29.3968,313.880808973,3959.06512314,2482.98404858,29.3149,1.14841,200.671,2482.98404858,0.999945,3147,30.0023,2482.98404858,0.315678582142,182.149,3147
-291.889469716,29.9994717418,3361.51469545,29.3098646747,1410.457209,0.0,-29.3927,309.77298186,4117.25453166,2363.74698639,29.31,1.03599,200.793,2363.74698639,0.99992,3148,29.9995,2363.74698639,0.307570018511,182.145,3148
-418.954063281,29.9709043691,3212.93127574,29.2703368199,1304.78240005,0.0,-29.3619,296.683505398,4157.30075746,2445.47106196,29.271,1.15133,200.819,2445.47106196,0.999907,3149,29.9696,2445.47106196,0.308485716898,182.173,3149
-155.961642888,29.9871607705,3057.69653137,29.2940667678,1374.22789361,0.0,-29.3806,304.812537975,4136.39627319,2718.71760676,29.2941,1.5838,200.829,2718.71760676,0.999904,3150,29.9855,2718.71760676,0.336579799976,182.148,3150
-381.016486237,29.9889880247,2139.84596973,29.3032372756,1679.21811178,0.0,-29.3828,299.947393028,4169.71092595,2573.13901509,29.3025,1.17057,200.832,2573.13901509,0.999962,3151,29.9868,2573.13901509,0.310218814451,182.14,3151
-312.221122808,29.9676537917,2115.53855244,29.27533607,1564.61633169,0.0,-29.3469,296.612891125,4050.9393259,2710.12809344,29.2758,1.29591,200.895,2710.12809344,0.999952,3152,29.9641,2710.12809344,0.329585044901,182.196,3152
-319.789308748,29.9129648431,2755.14728384,29.2136841077,1383.71281955,0.0,-29.2807,305.797220227,4265.35964543,886.294477188,29.2143,1.24488,200.846,886.294477188,0.999969,3153,29.9128,886.294477188,0.327623735799,182.219,3153
-234.676742187,29.9949155588,2081.28308065,29.3148989313,1367.17884632,0.0,-29.3767,274.684924544,3664.80511496,2777.40189607,29.3142,1.52372,200.847,2777.40189607,0.999939,3154,29.9933,2777.40189607,0.342049660467,182.272,3154
-221.800022325,29.8225810595,1069.8923908,29.1158798705,1153.77288303,0.0,-29.1917,261.760786024,3874.6835969,493.060773654,29.1177,1.445,200.841,493.060773654,0.999975,3155,29.8233,493.060773654,0.34756713238,182.316,3155
-445.219867873,29.8128767283,840.864076619,29.1025643591,1267.63326767,0.0,-29.1819,218.932347102,3699.96148974,179.45066213,29.1031,1.43868,201.023,179.45066213,0.999988,3156,29.8118,179.45066213,0.355160644623,182.345,3156
-248.318430006,29.7153569985,2042.81077493,28.9936601865,1963.63168469,0.0,-29.0538,304.236445141,4601.01147891,1265.44872671,28.9941,1.5063,201.024,1265.44872671,0.999985,3157,29.7126,1265.44872671,0.357537784431,182.405,3157
3183.85824948,29.7318695722,3835.00990312,29.0074949021,227.383530006,0.0,-29.0877,309.595217302,4044.56939915,510.542974476,29.0075,1.41432,201.015,510.542974476,0.999859,3158,29.7298,510.542974476,0.365030853774,182.434,3158
-281.466727941,29.8664849423,2517.91311147,29.1715962817,1646.79203963,0.0,-29.2629,276.121307681,3895.83888314,2686.28400957,29.1728,1.70884,201.064,2686.28400957,0.999926,3159,29.8654,2686.28400957,0.393709646312,182.487,3159
41.4432417115,29.7531821358,3437.39574711,29.0420604048,1155.91896787,0.0,-29.1423,317.68180019,4006.80190373,2665.01230597,29.0416,1.66597,201.012,2665.01230597,0.999931,3160,29.7487,2665.01230597,0.390288993726,182.554,3160
851.887815739,29.7163819,3391.02952858,28.9802013341,852.803621446,0.0,-29.0645,310.087440525,3860.1296464,2734.91530134,28.9834,1.3904,200.898,2734.91530134,0.999927,3161,29.7172,2734.91530134,0.37121979985,182.598,3161
3450.64390565,29.6309560315,3612.88043527,28.8970740165,76.7109954452,0.0,-28.9729,286.348097965,3714.43224329,2584.72435853,28.8955,1.94696,200.817,2584.72435853,0.999925,3162,29.6267,2584.72435853,0.410429709415,182.612,3162
