MinEsReturn,StdEsReturn,AverageAbsY,AveragePolicySurr,MaxEsReturn,AverageAbsQYDiff,StdReturn,AverageReturn,MinReturn,Iteration,QFunRegParamNorm,AverageY,Epoch,MaxReturn,AverageDiscountedReturn,AverageQLoss,AverageAction,AverageAbsQ,PolicyRegParamNorm,AverageEsReturn,AverageQ
89.5220306883,1.52496304489,6.66002097147,-6.68411,94.3271232338,0.0409265377197,0.0674241560922,93.4775831726,93.4001439752,332,78.752,6.66002067734,332,93.6112198462,47.0341976775,0.020145,0.981646,6.66003,35.8274,92.842194848,6.66003
89.8874830779,1.43930826334,6.64450077782,-6.66796,94.6639033525,0.0359291200544,0.122338443235,93.5637353585,93.2618374106,333,78.8235,6.64450011172,333,93.7503316447,47.1382930561,0.0149173,0.969549,6.64443,35.8007,93.1439190899,6.64443
89.1866282479,1.80102859106,6.65234471734,-6.67628,95.6772642676,0.0368636402326,0.126761525275,93.6367262032,93.3181421205,334,78.873,6.65234468561,334,93.773175006,47.1281758326,0.013782,0.956645,6.6522,35.8478,93.5066924165,6.6522
90.167611212,2.36584597903,6.65702765569,-6.68409,99.8099488179,0.0402577355584,0.146668166847,93.5228046058,93.2453735701,335,79.0592,6.65702683024,335,93.6979016293,46.9624234016,0.0201283,0.971385,6.65707,35.8483,93.7946490834,6.65707
88.614107838,1.88493983904,6.65792042159,-6.68174,94.558864783,0.0336386855552,0.111058013179,93.6421595259,93.4084305573,336,79.1689,6.65792032285,336,93.7970333008,47.2987745977,0.013552,0.960628,6.65789,35.879,92.594381156,6.65789
91.1370932104,2.06600262847,6.65630009401,-6.68017,99.3184935431,0.0390895575009,0.121888633511,93.6789039475,93.4622022683,337,79.2456,6.65629978272,337,93.8472706442,47.2648756193,0.0176069,0.953151,6.6563,35.903,93.8769314179,6.6563
90.8887135554,1.44992677513,6.65141464983,-6.67666,95.7760795016,0.0356433411326,0.0978047170205,93.7140001268,93.5238080768,338,79.3174,6.65141436334,338,93.8886529339,47.3197853239,0.0151911,0.948712,6.65135,35.8654,93.8195675548,6.65135
89.7046210935,1.80297395235,6.66094008915,-6.68516,95.0380231484,0.0388918709388,0.21871820707,93.4194943315,92.8652580852,339,79.4118,6.66093891941,339,93.705150197,46.6890320312,0.0184082,0.981091,6.66089,35.9603,92.9861399951,6.66089
90.490969134,2.24210762168,6.67276385511,-6.69698,99.6233671398,0.0375903903779,0.0988942437563,93.5379764108,93.3409942846,340,79.471,6.67276337631,340,93.6773751644,47.3533052972,0.0168288,0.980659,6.67271,35.9338,93.9508151243,6.67271
90.0363835899,1.52723808313,6.67937843881,-6.70349,95.0761476482,0.0389626355108,0.109506970873,93.7136548717,93.5042698051,341,79.492,6.67937784193,341,93.8923301882,47.3043239718,0.0221474,0.94829,6.67929,35.9971,93.2946650997,6.67929
86.3114308718,2.40251411382,6.66939596351,-6.69239,94.9584624957,0.0305447772357,0.104104981624,93.7681088071,93.538647838,342,79.5072,6.6693946953,342,93.9252839444,47.3915398009,0.0122145,0.941317,6.66937,36.0246,92.7058240563,6.66937
88.6765853434,2.54383885571,6.6689181317,-6.69315,98.3520984941,0.03438480607,0.0837820648253,93.7928455954,93.6081078015,343,79.5758,6.66891799325,343,93.9279028014,47.2754319581,0.0136237,0.933825,6.66893,36.0091,93.3438661378,6.66893
90.3491987008,1.69398422815,6.65823717153,-6.6841,98.8861233445,0.0455979836158,0.0899291246666,93.754443907,93.5913973665,344,79.6154,6.65823683437,344,93.8980808169,47.2913944641,0.0245898,0.941009,6.65817,36.1072,94.2503615642,6.65817
87.3020339471,2.59923548614,6.66438646766,-6.68956,99.641945548,0.0387348760754,0.0721688039295,93.7361623208,93.5881593612,345,79.7029,6.66438624713,345,93.8501454099,47.3308087568,0.0212229,0.945272,6.66428,36.05,94.0843679762,6.66428
89.1562029649,2.73811851453,6.66960700594,-6.69331,98.6821600858,0.0378873599832,0.09845805913,93.7128952138,93.5279515222,346,79.7607,6.66960624792,346,93.8602404259,47.3535737564,0.0146049,0.949846,6.66959,36.1277,92.3526643915,6.66959
91.0255972838,1.4098374547,6.67039914501,-6.69481,96.4287536703,0.0351099774225,0.110973964065,93.6178726491,93.4126422882,347,79.8035,6.67039911534,347,93.7883756816,47.2564298917,0.014351,0.963605,6.67041,36.1608,93.9681543826,6.67041
90.847137172,1.729983232,6.66333283858,-6.68744,96.3042601361,0.0381685342568,0.0866543199395,93.5984112226,93.4759717167,348,79.8564,6.66333208916,348,93.7496110854,47.3301851834,0.0178601,0.969358,6.6633,36.2416,93.540172807,6.6633
90.476262359,2.28484920113,6.68037759085,-6.70443,99.1630151805,0.034718101887,0.14521218208,93.520488064,93.2070208101,349,79.9065,6.68037756456,349,93.7246636458,46.999709608,0.0130666,0.972958,6.68035,36.2581,93.5630753145,6.68035
89.867559709,2.64118340042,6.66428251676,-6.68857,99.9082935675,0.0338730028455,0.202626173475,93.4549342472,92.8971219191,350,79.9934,6.66428249219,350,93.7365710669,46.0249970727,0.013651,0.955007,6.66422,36.3252,93.6670832918,6.66422
89.8557463137,2.39921988108,6.66666064419,-6.69019,97.7218969224,0.0410501359862,0.113248434469,93.6704327412,93.4725853102,351,80.1033,6.6666590042,351,93.8406379398,47.2260379359,0.0216591,0.953476,6.66657,36.2795,92.3603975546,6.66657
89.1005012418,2.2323772258,6.65961016543,-6.68559,97.8265840577,0.0374426730163,0.122140025627,93.6794811331,93.4577110071,352,80.1958,6.65960950504,352,93.8661670378,47.1287421275,0.0166112,0.949083,6.65956,36.3616,93.1876361315,6.65956
88.1623595253,2.66304916142,6.66365181554,-6.68769,98.1261421404,0.0338855230491,0.129735048749,93.5156776406,93.2565834324,353,80.3084,6.66365159547,353,93.7110783883,46.9140309744,0.0145269,0.97158,6.66366,36.4383,93.312772392,6.66366
91.4567312072,1.23349691376,6.66325798501,-6.68851,94.6469567144,0.0386478169194,0.122072710312,93.5272261175,93.3366714321,354,80.4212,6.66325708499,354,93.725709505,47.3113708538,0.0179341,0.98131,6.66322,36.4389,93.3644761735,6.66322
90.8603883145,1.23091118637,6.67222654329,-6.69447,94.4938443661,0.0365570007314,0.101674024044,93.5774407879,93.3598184023,355,80.5394,6.67222582346,355,93.7559435913,47.1503845172,0.017571,0.967678,6.67211,36.4998,93.6781606273,6.67211
92.2092654581,1.23699966895,6.66997170545,-6.69413,97.583277602,0.0336297112149,0.0746969639562,93.4503356532,93.2537019564,356,80.6082,6.66997169694,356,93.5831207359,47.0504875205,0.0132673,0.987025,6.66992,36.4793,94.1569812122,6.66992
88.7123113366,2.60079555166,6.66729769241,-6.69144,96.9934139133,0.0346715217109,0.0646492607058,93.4496531248,93.3381582044,357,80.7135,6.66729699276,357,93.5961626262,47.0597319058,0.0134538,0.987424,6.66727,36.5804,93.2481302449,6.66727
88.9923661797,1.65586699926,6.67296779739,-6.69712,95.2224292794,0.0406442200143,0.066879596333,93.4557193507,93.3609202565,358,80.8171,6.67296770507,358,93.608498829,47.0589689731,0.0166871,0.986312,6.67294,36.5569,93.4812916085,6.67294
89.320538711,2.38287431644,6.67246323977,-6.69721,97.3543065164,0.038327549842,0.0697264496631,93.295686164,93.2000503652,359,80.8923,6.67246124551,359,93.4628589042,46.3140252872,0.0206248,0.991643,6.67249,36.5975,92.8714459538,6.67249
90.0284902948,1.95864167678,6.66507395438,-6.68796,97.8106226499,0.0385055157016,0.0689333963391,93.1648578706,93.1000133633,360,81.0374,6.66507323818,360,93.3738725081,45.583921438,0.0192566,0.991979,6.66503,36.6503,93.705942183,6.66503
90.2194711772,2.46367798564,6.67873872813,-6.70127,99.271998398,0.0394188838794,0.0524277772941,93.3561853037,93.3000389928,361,81.1269,6.67873826779,361,93.4692758783,46.6236038623,0.0218274,0.99053,6.67872,36.689,93.4450450324,6.67872
90.2364189418,2.085560515,6.67295759939,-6.69465,97.624378718,0.0425785104731,0.0844602889427,93.5283484423,93.3876660876,362,81.2244,6.67295658577,362,93.6813994687,47.1414162462,0.025834,0.976048,6.67281,36.6314,93.4260123248,6.67281
89.0695032611,2.53773859644,6.66428033679,-6.68762,99.0945033016,0.0333810320008,0.0738790586993,93.2600467798,93.142863078,363,81.3001,6.66428001249,363,93.4263014073,46.1707115195,0.0165905,0.99344,6.66448,36.6199,93.7297135672,6.66448
89.8846274716,1.68232151912,6.66855539834,-6.69088,95.0426731913,0.0366108580488,0.0867490570702,93.4920294776,93.3475840188,364,81.4072,6.66855484548,364,93.6467421637,47.1101493813,0.0167927,0.981526,6.66834,36.6576,93.5969734126,6.66834
88.3716213192,2.80611771702,6.66197590268,-6.68401,98.2318198859,0.0272271747235,0.0776725473907,93.4463721233,93.3186987133,365,81.4988,6.66197590268,365,93.539501612,47.0340715118,0.00742583,0.987229,6.66197,36.6777,92.8257758551,6.66197
90.221218296,2.25695056386,6.66321806653,-6.68559,97.7348074285,0.0373044537516,0.146111826804,93.5941679185,93.3858799174,366,81.5986,6.6632162009,366,93.851445042,47.2663744068,0.0162753,0.968264,6.6632,36.6606,92.8934118665,6.6632
91.2263338877,1.66274938827,6.65936316868,-6.68188,98.6059487212,0.030996717275,0.125958759596,93.5836754605,93.403366834,367,81.6798,6.65936191505,367,93.7512328151,47.3097521135,0.00938632,0.971299,6.65936,36.6706,94.1651809071,6.65936
89.091340506,2.16276633477,6.66436016657,-6.68765,95.831834986,0.037652189823,0.0915580513728,93.433203367,93.2275211421,368,81.7865,6.66435978627,368,93.5421894247,46.9451729787,0.0169582,0.986849,6.66427,36.7159,93.3515669772,6.66427
87.5537538355,2.05417020954,6.65315887486,-6.67661,94.9350561055,0.0387760572738,0.0879127379665,93.3281682601,93.1166085362,369,81.8773,6.65315867318,369,93.4829605938,46.5616232248,0.0213637,0.993507,6.65311,36.7688,93.6571806682,6.65311
89.3757540779,2.50357130102,6.66072944949,-6.68203,97.935165382,0.0428525240522,0.0877278313212,93.2467966756,93.1037449702,370,81.99,6.66072893315,370,93.3982701374,46.2169343518,0.0215045,0.997081,6.66067,36.7584,93.3197982271,6.66067
87.299397544,2.113450395,6.65148687958,-6.67511,95.4720309241,0.0385426691451,0.0434569029663,93.2896971945,93.2075167935,371,82.0302,6.65148591949,371,93.3254689419,46.4778463175,0.0197462,0.99764,6.6514,36.8,93.420933252,6.6514
86.8068970359,3.20057346343,6.67337705451,-6.69544,95.2788344344,0.0312848135283,0.0873643022334,93.116577114,92.8024955708,372,82.097,6.67337658065,372,93.2520675968,45.5345838145,0.0114911,0.998589,6.67338,36.7378,92.3018077546,6.67338
89.967034955,1.60170139067,6.6641286959,-6.68745,95.6437910919,0.0387007403237,0.0610713217829,93.3612463959,93.202211755,373,82.1945,6.66412815173,373,93.4918689264,46.8906960702,0.0180891,0.997762,6.66411,36.8129,93.6824091568,6.66411
90.6890800753,1.51193786456,6.65958820664,-6.68169,96.4885309777,0.0353315668835,0.0503212202481,93.2830399351,93.2055567165,374,82.2472,6.65958751821,374,93.3288392118,46.4562843135,0.0159479,0.998132,6.65955,36.7865,93.8372731966,6.65955
88.3546035286,2.59168842611,6.66395612466,-6.6889,99.082510548,0.0365787077372,0.0644170066663,93.405389572,93.3049523508,375,82.335,6.66395508354,375,93.5405524681,47.0795137371,0.0187189,0.995786,6.66385,36.8019,93.5578122796,6.66385
90.0451428365,2.04846172532,6.68110420877,-6.70572,96.6161859556,0.0366739867451,0.0673768530779,93.3970024634,93.3000266182,376,82.4694,6.68110323809,376,93.5056219551,47.1355343949,0.0191415,0.998961,6.68131,36.7476,93.4628464929,6.68131
90.1836719386,1.75181626813,6.67139230793,-6.69541,97.3422597161,0.0358462174692,0.0911116142133,93.4079196596,93.2000171417,377,82.5324,6.67139209714,377,93.5997227391,47.1778299592,0.0134434,0.998302,6.67115,36.7391,93.8518104872,6.67115
90.9248164468,1.50528353444,6.65984460769,-6.68459,94.7348985157,0.0319841990387,0.097520742008,93.4484142973,93.3020842749,378,82.6943,6.65984460769,378,93.6031138156,47.2259945848,0.0103352,0.992665,6.65981,36.7559,93.1777530379,6.65981
89.9186697501,1.77561410784,6.67485437502,-6.70022,94.7240742059,0.0419758679155,0.0877298587993,93.4319450303,93.3000651888,379,82.8231,6.67485294884,379,93.6110710966,47.2876266605,0.0229207,0.997447,6.67481,36.7538,92.6248067058,6.67481
90.5602082794,1.43287811045,6.6798559603,-6.70476,95.010411717,0.0326817642826,0.0768228575353,93.3784060342,93.2001816921,380,82.886,6.67985553691,380,93.5348467418,46.9500222811,0.0143541,0.996572,6.67984,36.7439,93.646321201,6.67984
87.5577019217,2.13825985154,6.67904025645,-6.70205,94.9497680453,0.0353856170474,0.0806072648293,93.3328016008,93.2003738555,381,82.9955,6.6790396919,381,93.4941711785,46.7719052168,0.0152796,0.999081,6.67898,36.89,92.8154461626,6.67898
91.0588233682,1.90246131237,6.65942599062,-6.68334,99.0488795436,0.0409649415811,0.0714444686407,93.4224939793,93.300293034,382,83.0928,6.65942513784,382,93.5660044344,47.1981274928,0.0233595,0.996393,6.6594,36.8748,94.277261491,6.6594
90.2645086731,1.58438718612,6.67428863885,-6.69745,95.3201816241,0.0341396155367,0.0582333606769,93.396866838,93.3022611037,383,83.1684,6.6742877933,383,93.4749482762,47.0069971623,0.015407,0.995083,6.67425,36.9216,92.744708004,6.67425
89.8156378963,2.25521517506,6.68081794626,-6.70408,98.2685408571,0.0335196509904,0.0671371515061,93.3967643914,93.3014386866,384,83.2692,6.68081764484,384,93.5324132261,47.02330318,0.0155709,0.995595,6.6808,36.9166,93.6400650179,6.6808
89.8645006441,2.29110534542,6.65995873789,-6.68551,97.7775272875,0.0382258092908,0.058985169826,93.3888578911,93.3006236657,385,83.3759,6.65995873788,385,93.5085462085,47.0136599381,0.0166344,0.996688,6.65998,36.9799,92.8683265502,6.65998
89.756307948,1.48912957204,6.67320110057,-6.69957,94.3252167676,0.035826769949,0.0947150112785,93.1690554123,92.9504050176,386,83.4974,6.67320083151,386,93.3214823136,45.7497619507,0.0172409,0.996222,6.67318,36.9866,92.9964340012,6.67318
90.0056316884,2.14234711596,6.66779177548,-6.6913,99.8,0.0374205119489,0.0671548212591,93.3957754211,93.3001697949,387,83.6279,6.66779136752,387,93.5713786063,47.0922518486,0.0176769,0.997855,6.66773,37.0102,94.0657928456,6.66773
88.6817509766,2.13703911292,6.66970912151,-6.69282,98.7111915868,0.0361986927215,1.05243092454,92.9913564541,89.8007571265,388,83.7153,6.66970879444,388,93.6149424535,45.1013012832,0.0185383,0.998044,6.66966,36.9937,93.9112210683,6.66966
90.6251228787,1.94668384337,6.6680542022,-6.69191,97.0317494273,0.0354072494085,0.0790878974362,93.3541719529,93.2006299991,389,83.8268,6.66805311274,389,93.4500008591,46.8234979257,0.0154095,0.99694,6.66817,37.0001,93.373054157,6.66817
91.1617074834,2.05930351122,6.67718024826,-6.70119,98.4605502159,0.0371085705067,0.10792068056,93.4224101759,93.2011361542,390,83.9298,6.67718023737,390,93.6267256028,47.1934123476,0.0180285,0.996207,6.67698,37.1532,94.0549194749,6.67698
89.1565270724,2.08680433182,6.68090153635,-6.70535,94.4747511295,0.0402382773781,0.0544091784508,93.2888607748,93.1012181266,391,84.0526,6.68090014184,391,93.4137633923,46.4870174903,0.0214448,0.998063,6.68084,37.1067,92.4222491693,6.68084
89.9181726684,1.71722155619,6.67557441779,-6.69876,96.1257864434,0.036954982316,0.0974278697067,93.4140210802,93.2008670465,392,84.0947,6.67557301011,392,93.5673156227,47.1961169259,0.0186094,0.997776,6.67556,37.1742,93.387364085,6.67556
90.5992311081,2.07493204891,6.68221267799,-6.70329,99.2687737628,0.0345720464598,0.0743477187339,93.4059000141,93.3003133488,393,84.1387,6.68221133604,393,93.5215161625,47.1623673357,0.0142218,0.99821,6.6822,37.1109,94.3262813635,6.6822
90.3577899591,1.95774789291,6.67692779084,-6.7007,95.4633290788,0.0380799998644,0.0511076134887,93.3717606994,93.3000184531,394,84.252,6.67692608612,394,93.4893975266,46.9966858259,0.022464,0.999166,6.67679,37.0477,92.8015662693,6.67679
91.1571413502,1.30191681535,6.67500458161,-6.69838,95.5995603477,0.0316977412464,0.0760491756088,93.4074178185,93.3000859749,395,84.3974,6.67500457407,395,93.5580726175,47.1961782734,0.0103724,0.998976,6.67504,37.1668,93.8458304861,6.67504
89.7778357539,2.36774557189,6.68223983483,-6.70565,98.2888665554,0.0361383407599,0.119932344531,93.3977662673,93.1000990978,396,84.4662,6.68223885165,396,93.6025972169,47.1358234505,0.0204093,0.998746,6.68216,37.1706,93.4046606735,6.68216
88.8784721877,2.29420195885,6.69965616684,-6.72124,99.3293022684,0.0338600497083,0.0522125926175,93.3675019012,93.2000050783,397,84.5541,6.69965616684,397,93.5012048418,46.9737408383,0.0145679,0.999209,6.6996,37.1555,93.807994767,6.6996
87.6537867088,2.32435697128,6.69421297693,-6.71842,97.5601134122,0.0386958700427,0.731640028106,93.1878621482,90.0019675208,398,84.5968,6.69421045125,398,93.5911191111,46.0214013934,0.0213453,0.996997,6.69422,37.224,93.5454648744,6.69422
87.235518416,2.65420659096,6.67866501787,-6.70272,98.2507610637,0.037400746427,0.0848883329386,93.3993772923,93.2054086804,399,84.7186,6.67866274488,399,93.5172720119,47.1028390038,0.0181282,0.997509,6.6786,37.2176,93.4299631222,6.6786
88.9220691263,1.98425050323,6.67370555079,-6.69624,94.5468178632,0.0289367308723,0.0427236386972,93.3882478272,93.3152251118,400,84.8254,6.67370555079,400,93.4979620812,47.0525287347,0.00906911,0.997975,6.67368,37.1864,92.8375448284,6.67368
91.4091196031,1.86578721249,6.66994122336,-6.69132,97.8958719579,0.0318466356357,0.0800794069521,93.3819015355,93.2185961257,401,84.9375,6.66994035744,401,93.5163717595,46.9582048436,0.0114171,0.996145,6.66988,37.2454,93.6502884823,6.66988
90.4666238248,2.09312863892,6.67554691943,-6.69874,97.6641918358,0.0374777159294,0.150415158426,93.6977675695,93.3727301649,402,85.0198,6.67554620903,402,93.8951625742,47.377959984,0.0168305,0.953268,6.67554,37.2674,93.1843077885,6.67554
90.961963094,1.52758078007,6.67430027659,-6.69657,94.9784049783,0.0353777248069,0.634418204324,93.2441365847,90.2025787725,403,85.1361,6.67430008393,403,93.6512344364,46.0369611579,0.0153308,0.989057,6.67432,37.3053,93.3555306275,6.67432
88.2557304895,2.4529567494,6.67765684932,-6.70229,95.7187057196,0.0426309076158,0.084033538596,93.3680418548,93.2151951722,404,85.2575,6.67765622482,404,93.5293626378,46.806463185,0.0231263,0.993999,6.67757,37.2973,92.1904816714,6.67757
87.6685178206,3.21176426589,6.68027839991,-6.70196,98.8019381076,0.033385724178,0.0544026470501,93.3940814321,93.302589665,405,85.3245,6.68027817834,405,93.5138746296,47.0504614908,0.0139977,0.996896,6.68027,37.3312,92.5737037514,6.68027
89.6753076526,2.13100924073,6.68449490642,-6.70882,98.3250191957,0.0313209017807,0.164356909983,93.3978989368,92.9021705745,406,85.4169,6.68449400246,406,93.5925844916,47.0704115482,0.0107683,0.996618,6.68432,37.3572,93.7900051252,6.68432
89.525222898,1.95597002921,6.68495510732,-6.70904,96.0886514151,0.0426428563609,0.0608910249678,93.3726275313,93.2020875444,407,85.4871,6.68495365792,407,93.5147721536,46.9453379166,0.0265771,0.997442,6.68503,37.3665,93.2986406947,6.68503
89.6358952049,2.58033824284,6.68821918207,-6.71213,98.6277071577,0.036462150512,0.0514051815074,93.3946042241,93.307248667,408,85.5141,6.68821844864,408,93.5114070517,47.041187566,0.0160134,0.996518,6.68819,37.4239,93.2545024057,6.68819
90.7589170409,1.56799698716,6.67313357259,-6.69677,96.8440640499,0.035280962203,0.0769887664532,93.4075847893,93.3021098671,409,85.5923,6.67313277608,409,93.5277153798,47.1475648192,0.017252,0.997459,6.67296,37.4145,93.5580152259,6.67296
93.2112471789,0.582759515894,6.69083525865,-6.71339,95.2009951615,0.038213771401,0.051993833207,93.3846343578,93.3021924392,410,85.6028,6.69083406202,410,93.4570470503,47.0168173191,0.0218115,0.997524,6.69086,37.4212,94.3968242557,6.69086
90.431750191,1.40299018096,6.70303590571,-6.72593,95.0094991674,0.0330293461375,0.0659219352224,93.4126238526,93.3017692105,411,85.6529,6.70303457785,411,93.5893303834,47.1541866774,0.0143035,0.996796,6.70297,37.3746,93.6243159377,6.70297
86.6834678245,2.4309642523,6.67730357187,-6.70051,97.8125454403,0.0371588331666,0.0546808749626,93.3645132309,93.2020439049,412,85.6417,6.67730222215,412,93.4190107808,46.9192972323,0.0166572,0.998066,6.67727,37.3665,93.7309779649,6.67727
88.4279370473,2.39930307044,6.68899859919,-6.71003,96.2021713377,0.0329409666372,0.0515157388386,93.2816425016,93.1017403841,413,85.7519,6.68899801969,413,93.3236671734,46.4650573457,0.0155202,0.998639,6.68895,37.4902,92.8318943993,6.68895
89.8834486069,2.00978923211,6.69120081156,-6.71413,96.7915585659,0.0374778010748,0.088434569026,93.3386427533,93.2017683463,414,85.8333,6.69120078007,414,93.5127770238,46.6972802811,0.0183723,0.995818,6.69115,37.5008,93.4853701812,6.69115
89.1324629251,1.87205755851,6.6659228906,-6.68931,94.5772024523,0.0357045452554,0.0652618725675,93.399437512,93.3010065234,415,85.8816,6.66592232691,415,93.5119788147,47.1212521898,0.0170527,0.998095,6.66588,37.4764,92.9754639674,6.66588
91.9236474092,1.70970862141,6.68538691722,-6.70692,99.0159326016,0.0370608907189,1.30320174067,92.7240067556,89.6004067212,416,85.9246,6.6853859881,416,93.601994551,43.7879457701,0.0173996,0.997801,6.68538,37.5288,93.9932523149,6.68538
90.0397094661,1.8775936005,6.68117213545,-6.70048,95.5286563341,0.037506566094,0.130441122098,93.3924947445,93.1011112744,417,85.9421,6.68117134516,417,93.5984769759,47.0598490378,0.0163897,0.997334,6.68106,37.5041,93.1016995293,6.68106
90.7250266143,2.21508347749,6.67708243163,-6.69815,99.0087995836,0.0339999620135,0.0759614888639,93.4038320196,93.3018932816,418,85.9741,6.67708180662,418,93.592830006,47.1182753367,0.0122017,0.997232,6.67701,37.5462,93.4871454053,6.67701
89.2317662249,2.83619863165,6.6952440405,-6.71782,99.0954308825,0.0377058142765,0.0795713592601,93.412276482,93.3000574072,419,86.0635,6.69524341187,419,93.6019420925,47.2066264563,0.0150976,0.998439,6.6952,37.4868,93.1976900724,6.6952
89.54557767,1.71570048681,6.68560839719,-6.71052,95.2631652024,0.0321623531101,0.0989360110768,93.4105610791,93.2000883844,420,86.2133,6.68560816387,420,93.6047808138,47.2063581977,0.0129523,0.998698,6.68558,37.5302,93.7169137456,6.68558
92.363469661,1.43909566808,6.69369269795,-6.71821,98.7435277854,0.0409818363764,0.0662727268238,93.3584048163,93.2002537893,421,86.4279,6.69369139564,421,93.4086838565,46.8723830426,0.0232505,0.997693,6.69361,37.5503,94.3339719312,6.69361
89.0264625866,2.26860150738,6.69955744867,-6.72396,96.1708354037,0.0408038707904,0.0798559617113,93.4099865423,93.30016012,422,86.4724,6.69955582191,422,93.5979397285,47.2016493257,0.0234803,0.998686,6.6995,37.5452,93.4964533568,6.6995
90.3770080347,1.59922532638,6.70053350184,-6.72472,98.1500828081,0.0361984380024,0.0609888950413,93.3800069867,93.300160922,423,86.529,6.70053340312,423,93.5167329234,47.0395975648,0.0166008,0.99902,6.70055,37.5955,93.9590166938,6.70055
88.1053115544,2.59808742228,6.70182337627,-6.72335,96.2209713172,0.0300863937508,0.0496361137996,93.3705957423,93.3001318586,424,86.6588,6.70182292204,424,93.49696466,46.9859986767,0.0124262,0.999042,6.70168,37.6249,92.7684308921,6.70168
87.8492205378,2.33972512147,6.68671069554,-6.70731,95.6492065549,0.0368151644689,0.0575019133843,93.3565940923,93.2001202413,425,86.8448,6.68671054727,425,93.408053572,46.9196003962,0.016354,0.999456,6.68667,37.6293,93.2175488628,6.68667
87.4708290508,2.2293676275,6.69218651115,-6.71546,94.8529414116,0.0308926226059,0.0647414251604,93.3943849543,93.3000957712,426,86.9188,6.69218647701,426,93.5066316974,47.1268228755,0.00959582,0.999158,6.69226,37.6097,93.1802312036,6.69226
89.581643008,1.9035453337,6.70993540138,-6.73354,96.5666850366,0.0361728493644,0.0761977252059,93.4055444966,93.300128513,427,87.0156,6.70993444279,427,93.5714012297,47.198051129,0.0178157,0.999359,6.70993,37.6713,93.8851406341,6.70993
88.4771616382,2.37392653529,6.70804732684,-6.73146,98.0904286261,0.0338312152217,0.136099560552,93.3783392054,93.1000497906,428,87.0889,6.70804680874,428,93.6000478766,47.0330354818,0.0160868,0.998972,6.70804,37.7288,93.4451229626,6.70804
89.1929138759,2.6145116114,6.68793509269,-6.71106,99.1497040935,0.0369019772163,0.17467973193,93.335391712,92.9000008106,429,87.1781,6.68793463972,429,93.5947368372,46.7974744506,0.0152355,0.999192,6.68788,37.6845,93.1692866711,6.68788
90.3190436963,2.42419857728,6.715141756,-6.73888,99.2,0.0386057681241,0.0767818259489,93.3334877462,93.200021314,430,87.2193,6.71514129425,430,93.4147162577,46.8020492078,0.0220183,0.999877,6.7151,37.7569,93.6059057423,6.7151
89.9473857382,1.90842275976,6.70415446648,-6.72579,95.6362432719,0.0320433670891,0.0622249775763,93.3649063044,93.200005877,431,87.2755,6.70415446648,431,93.5004215106,46.9588514644,0.0111038,0.999201,6.7041,37.7778,93.0117447241,6.7041
90.1100821221,1.51355290765,6.70707386008,-6.73013,95.0547264385,0.032364770385,0.0743313239096,93.2581993523,93.1000075101,432,87.3291,6.70707385316,432,93.3345630374,46.3655933547,0.011546,0.99963,6.70707,37.753,93.3608118039,6.70707
91.720528767,0.953808361843,6.7121085785,-6.73549,95.3394184828,0.0343287000028,0.0663234837808,93.3983588209,93.3000542716,433,87.3861,6.71210848082,433,93.5004566663,47.152860593,0.0140518,0.999253,6.71216,37.8437,93.9225315824,6.71216
93.0652823357,1.24508761418,6.71052627481,-6.73508,98.0176106095,0.0407987067513,0.0583029006655,93.3557409904,93.2005327166,434,87.4317,6.71052498393,434,93.4777387831,46.9189453897,0.0244604,0.999585,6.71045,37.8614,94.3433812931,6.71045
90.3704850593,1.37317991097,6.72322544619,-6.74602,94.7355128136,0.0375608724383,0.0589258417284,93.3626052089,93.2003431294,435,87.5321,6.7232247109,435,93.4999073253,46.9438261188,0.022007,0.999149,6.72326,37.8196,93.5839254559,6.72326
90.4578705542,1.48958698717,6.70446893108,-6.72616,95.7479385108,0.0340205627802,0.150466116802,93.369292119,93.0000363451,436,87.551,6.70446856255,436,93.6000423032,46.974671543,0.015017,0.99874,6.70423,37.8373,93.8157135054,6.70423
87.704517162,2.3476488931,6.70241884308,-6.72404,95.6447463382,0.035631431161,0.078187784228,93.4136502759,93.3000494442,437,87.6679,6.70241816702,437,93.5999803631,47.2371375045,0.0172984,0.999127,6.70253,37.8914,92.6483346852,6.70253
89.332426508,1.95572770627,6.7164663806,-6.7387,96.6736588889,0.0341260290418,0.0883369873764,93.4046125726,93.2000489437,438,87.7015,6.71646549916,438,93.5460548988,47.1882152971,0.0169239,0.999201,6.7164,37.8483,93.6828074208,6.7164
89.554047266,2.22126495839,6.70601859222,-6.72937,96.3599936448,0.0317278650197,0.0969132958027,93.3964033345,93.2000197405,439,87.742,6.70601746285,439,93.5986318323,47.1365900878,0.0116089,0.999051,6.70599,37.8961,92.4990104756,6.70599
90.2841286184,1.92635084322,6.71022124587,-6.73199,95.9072523787,0.035618596193,0.0874340679454,93.396535036,93.2000062107,440,87.782,6.7102212213,440,93.5986464535,47.1523290588,0.0157567,0.999529,6.71016,37.8833,92.1749191475,6.71016
90.8556520371,1.44352806562,6.71602291112,-6.73751,95.8538217232,0.0345634494423,0.0672328873904,93.1653945127,93.0000126837,441,87.8292,6.71602136307,441,93.2026303714,45.8405035984,0.019121,0.999589,6.716,37.8831,93.712375553,6.716
