QFunRegParamNorm,StdEsReturn,MaxEsReturn,AverageEsReturn,Iteration,Epoch,MaxReturn,AverageAbsQ,AverageQ,AverageAction,StdReturn,AverageAbsQYDiff,PolicyRegParamNorm,AverageDiscountedReturn,AverageY,MinEsReturn,AverageAbsY,MinReturn,AverageReturn,AverageQLoss,AveragePolicySurr
34.6861,12.8613409242,58.0,16.7068965517,42,42,38.0,2.64045,2.63563,0.219734,0.444050302303,0.0916670486363,27.3219,29.7982651115,2.63602813149,2.0,2.63622798326,35.0,35.2035087719,0.0470099,-3.01144
35.0076,12.1695646833,65.0,12.5731707317,43,43,39.0,2.73796,2.73285,0.26818,0.708895077854,0.0849148381227,27.5971,30.6388585956,2.7332720606,3.0,2.73412639772,35.0,36.4036363636,0.0416863,-3.1003
35.433,11.6377000123,53.0,12.3456790123,44,44,42.0,2.80626,2.80132,0.397083,1.17536378021,0.0928822525105,27.8406,31.5228039601,2.80163587087,2.0,2.80243757311,36.0,37.6842105263,0.051503,-3.18746
35.956,13.7394040591,61.0,12.2839506173,45,45,36.0,2.87513,2.87093,0.354438,0.576841870009,0.0914274348487,28.0506,29.6244811234,2.87124688975,2.0,2.87129851322,34.0,34.9581881533,0.052312,-3.26859
36.3845,9.30959018663,38.0,11.511627907,46,46,37.0,2.95326,2.94792,0.362843,0.595924069581,0.0982139558918,28.2193,30.031524875,2.94813932575,3.0,2.94818524182,34.0,35.5354609929,0.0557606,-3.35558
36.887,12.315856416,50.0,14.3623188406,47,47,35.0,3.02434,3.02007,0.325686,0.748838504762,0.0927411039823,28.4029,28.7693008266,3.02050696963,3.0,3.02063262965,27.0,33.7575757576,0.0530216,-3.43328
37.1929,11.8901777333,47.0,14.3714285714,48,48,41.0,3.07997,3.07508,0.421466,0.951691362833,0.0989618760343,28.6321,31.9244640638,3.07530500313,3.0,3.07550451738,36.0,38.2671755725,0.0616267,-3.49805
37.6446,12.5358657058,55.0,12.9230769231,49,49,50.0,3.14973,3.14396,0.420166,1.66759226907,0.103424878617,28.8299,34.7174687985,3.14415126987,3.0,3.14435299171,39.0,42.4449152542,0.0654299,-3.58131
38.1736,14.5437022239,54.0,15.1428571429,50,50,1000.0,3.24004,3.23428,0.363837,343.628756396,0.104152674875,29.0345,92.3550864808,3.23460585541,3.0,3.23479893853,69.0,846.333333333,0.0667474,-3.66356
38.4968,19.9412359838,88.0,18.7272727273,51,51,1000.0,3.29928,3.29298,0.373184,0.0,0.104178729421,29.2664,99.9956828753,3.29335108734,3.0,3.2935178795,1000.0,1000.0,0.0637673,-3.71924
38.8085,12.9454092976,65.0,13.4078947368,52,52,1000.0,3.35106,3.34402,0.397799,0.0,0.113562011572,29.5288,99.9956828753,3.34441831289,3.0,3.34455859056,1000.0,1000.0,0.0736015,-3.79106
39.2446,18.4801241134,90.0,17.9464285714,53,53,1000.0,3.43559,3.42965,0.212121,0.0,0.105426467958,29.7575,99.9956828753,3.4300609437,3.0,3.43030290275,1000.0,1000.0,0.0663715,-3.8723
39.7113,14.6854019413,74.0,16.0161290323,54,54,1000.0,3.49724,3.49028,0.221637,0.0,0.113679566469,29.8537,99.9956828753,3.4907722189,3.0,3.49090482789,1000.0,1000.0,0.0753547,-3.93716
40.1968,14.38320351,57.0,18.2222222222,55,55,1000.0,3.55283,3.54561,0.277933,0.0,0.114507826216,30.0449,99.9956828753,3.54576450886,3.0,3.54635586096,1000.0,1000.0,0.0847253,-4.00104
40.4945,13.7750087133,71.0,14.8823529412,56,56,1000.0,3.62038,3.61269,0.307935,0.0,0.112826994996,30.2296,99.9956828753,3.61337872783,3.0,3.61401359037,1000.0,1000.0,0.083144,-4.07758
40.8126,8.79741539149,45.0,11.1098901099,57,57,1000.0,3.6643,3.65689,0.264849,0.0,0.119441186243,30.4008,99.9956828753,3.65705678153,3.0,3.65744584344,1000.0,1000.0,0.0854688,-4.14166
41.1804,10.0814461044,43.0,13.0666666667,58,58,1000.0,3.75352,3.74651,0.244444,0.0,0.117431582795,30.5541,99.9956828753,3.74661633567,3.0,3.74691565992,1000.0,1000.0,0.0841809,-4.23078
41.6802,9.53321637921,49.0,12.0117647059,59,59,1000.0,3.83009,3.82363,0.198712,0.0,0.117585069449,30.6865,99.9956828753,3.82451916538,3.0,3.82471422186,1000.0,1000.0,0.0882852,-4.29997
42.1831,13.6255883814,57.0,17.224137931,60,60,1000.0,3.89034,3.88244,0.278306,0.0,0.125259037533,30.9467,99.9956828753,3.88257289274,3.0,3.88294083337,1000.0,1000.0,0.0936064,-4.37126
42.5064,11.4714073258,70.0,12.9350649351,61,61,1000.0,3.96109,3.95295,0.333094,0.0,0.121743757092,31.1591,99.9956828753,3.95352806203,3.0,3.95379109662,1000.0,1000.0,0.0922676,-4.44883
42.7466,9.63363493016,46.0,12.4936708861,62,62,1000.0,4.01314,4.00605,0.408923,0.0,0.124477828986,31.4019,99.9956828753,4.00617137516,3.0,4.00640507631,1000.0,1000.0,0.101808,-4.51525
43.0816,15.6645498271,82.0,16.9655172414,63,63,1000.0,4.10186,4.0941,0.339264,0.0,0.120642168289,31.3762,99.9956828753,4.09422395871,3.0,4.09442320274,1000.0,1000.0,0.0907862,-4.61215
43.3486,13.3476589708,89.0,17.2,64,64,1000.0,4.15729,4.14958,0.239336,0.0,0.126793321315,31.5834,99.9956828753,4.15008098426,4.0,4.15048982754,1000.0,1000.0,0.0999311,-4.66403
43.6918,14.8949935661,76.0,16.65,65,65,1000.0,4.23815,4.22948,0.203504,0.0,0.129173858801,31.5752,99.9956828753,4.23020252289,3.0,4.23044943039,1000.0,1000.0,0.104563,-4.74125
43.9582,12.1450290285,56.0,14.7058823529,66,66,1000.0,4.30288,4.29495,0.202043,0.0,0.12981272296,31.6614,99.9956828753,4.29533312948,3.0,4.29557667681,1000.0,1000.0,0.113486,-4.81844
44.1484,14.2931711978,62.0,16.8983050847,67,67,1000.0,4.35051,4.34276,0.115681,0.0,0.125140248707,31.8204,99.9956828753,4.34284323264,3.0,4.34318762549,1000.0,1000.0,0.104461,-4.87457
44.5554,14.145688243,74.0,18.1636363636,68,68,1000.0,4.42742,4.41788,0.209112,0.0,0.138451772575,31.8672,99.9956828753,4.41842179543,3.0,4.41901688013,1000.0,1000.0,0.123903,-4.93365
44.7972,25.9311468123,130.0,24.975,69,69,1000.0,4.4906,4.48084,0.117751,0.0,0.133845354123,31.9576,99.9956828753,4.48122849527,3.0,4.4819044402,1000.0,1000.0,0.116411,-5.01299
45.0591,14.0713313821,74.0,15.4615384615,70,70,1000.0,4.55588,4.54781,0.212833,0.0,0.130540953,32.0572,99.9956828753,4.54802554306,3.0,4.54852854309,1000.0,1000.0,0.117274,-5.08703
45.424,12.1495595386,56.0,18.4074074074,71,71,1000.0,4.63775,4.6277,0.268613,0.0,0.13850696341,32.1755,99.9956828753,4.62805707639,3.0,4.62869496733,1000.0,1000.0,0.124414,-5.17657
45.6972,22.5553039336,97.0,22.5909090909,72,72,1000.0,4.70902,4.70015,0.18025,0.0,0.13506114655,32.3433,99.9956828753,4.70051636916,3.0,4.70125880669,1000.0,1000.0,0.120219,-5.25876
45.9292,14.8565522157,61.0,17.8070175439,73,73,1000.0,4.77978,4.76984,0.214629,0.0,0.139654782387,32.4678,99.9956828753,4.77033164532,3.0,4.77077743903,1000.0,1000.0,0.12855,-5.31831
46.2727,18.1693881754,103.0,16.2,74,74,1000.0,4.85565,4.84719,0.229388,0.0,0.136205958025,32.6154,99.9956828753,4.84757921808,3.0,4.84819663737,1000.0,1000.0,0.12778,-5.40766
46.5382,24.5094788962,100.0,21.7391304348,75,75,1000.0,4.91738,4.90757,0.167171,0.0,0.135838413028,32.7212,99.9956828753,4.90779955368,3.0,4.90869954701,1000.0,1000.0,0.120932,-5.47457
46.8444,13.3409841995,58.0,16.2857142857,76,76,1000.0,4.99294,4.98322,0.285498,0.0,0.139484912059,32.8694,99.9956828753,4.98354079064,3.0,4.98458885427,1000.0,1000.0,0.131367,-5.55546
47.0569,22.0396468154,99.0,23.6666666667,77,77,1000.0,5.0776,5.06766,0.330257,0.0,0.140987925809,33.0816,99.9956828753,5.06836913383,3.0,5.06930523519,1000.0,1000.0,0.14238,-5.63408
47.1742,25.646277111,104.0,32.4516129032,78,78,1000.0,5.13795,5.12817,0.415905,0.0,0.139000558376,33.235,99.9956828753,5.12846033033,3.0,5.12930628029,1000.0,1000.0,0.134138,-5.68944
47.4739,14.6202281377,72.0,15.7936507937,79,79,1000.0,5.18591,5.17496,0.419619,0.0,0.147722741089,33.376,99.9956828753,5.17507770427,3.0,5.17561931846,1000.0,1000.0,0.155211,-5.74622
47.7972,12.77451247,51.0,17.1896551724,80,80,1000.0,5.25829,5.2478,0.392288,0.0,0.139700188311,33.4602,99.9956828753,5.24816756629,3.0,5.24898438947,1000.0,1000.0,0.136439,-5.82544
48.0917,14.3853658412,65.0,17.6140350877,81,81,1000.0,5.32095,5.30906,0.39245,0.0,0.153577767788,33.5821,99.9956828753,5.30925506771,3.0,5.31073187118,1000.0,1000.0,0.171614,-5.8941
48.4123,10.1502694861,46.0,13.985915493,82,82,1000.0,5.39273,5.3808,0.373479,0.0,0.14262893709,33.677,99.9956828753,5.38163754615,3.0,5.38291380889,1000.0,1000.0,0.138929,-5.96262
48.6425,11.6783752093,57.0,14.1549295775,83,83,1000.0,5.45276,5.44056,0.323901,0.0,0.149142049325,33.8051,99.9956828753,5.44113174704,3.0,5.44275472653,1000.0,1000.0,0.167296,-6.01801
48.8923,11.6009181436,49.0,15.4153846154,84,84,1000.0,5.49142,5.47904,0.271769,0.0,0.145831653224,33.8808,99.9956828753,5.47929662474,3.0,5.48070258159,1000.0,1000.0,0.155427,-6.08846
49.1806,12.8151184651,64.0,15.7936507937,85,85,1000.0,5.59322,5.58056,0.393945,0.0,0.15136284789,34.0818,99.9956828753,5.58071811682,3.0,5.58195701619,1000.0,1000.0,0.159162,-6.17325
49.5012,13.2769761517,61.0,15.435483871,86,86,1000.0,5.64351,5.6306,0.345887,0.0,0.159066291035,34.2193,99.9956828753,5.6314706454,3.0,5.63270943212,1000.0,1000.0,0.179097,-6.23688
49.8309,18.3309880794,94.0,18.7818181818,87,87,1000.0,5.7156,5.70241,0.339013,0.0,0.150838601225,34.3718,99.9956828753,5.70297582584,3.0,5.70400567782,1000.0,1000.0,0.168151,-6.30601
50.0096,16.7922691031,78.0,17.8070175439,88,88,1000.0,5.77937,5.76676,0.252475,0.0,0.162262163737,34.4704,99.9956828753,5.76649581648,3.0,5.76802402759,1000.0,1000.0,0.187067,-6.38179
50.2674,14.7752767072,63.0,19.1346153846,89,89,1000.0,5.83235,5.8195,0.165654,0.0,0.148669521692,34.6212,99.9956828753,5.81994228396,3.0,5.82124715735,1000.0,1000.0,0.17284,-6.42957
50.4692,13.5212841094,76.0,18.2181818182,90,90,1000.0,5.89217,5.87996,0.382588,0.0,0.15910323747,34.7218,99.9956828753,5.88085720618,3.0,5.88178461806,1000.0,1000.0,0.186327,-6.50692
50.8041,8.64936192256,42.0,12.4197530864,91,91,1000.0,5.95868,5.94596,0.115594,0.0,0.16664474314,34.829,99.9956828753,5.94600107237,3.0,5.9472223881,1000.0,1000.0,0.19976,-6.57709
51.0045,6.99350412883,33.0,10.03,92,92,1000.0,6.04399,6.03322,0.334888,0.0,0.156725932181,34.9574,99.9956828753,6.03392061919,3.0,6.03483550598,1000.0,1000.0,0.187121,-6.65318
51.2332,8.0792906399,37.0,11.4022988506,93,93,1000.0,6.09536,6.08259,0.202596,0.0,0.16193361003,34.9725,99.9956828753,6.08352302022,3.0,6.08417269963,1000.0,1000.0,0.208249,-6.71221
51.5778,13.9500893028,69.0,13.4657534247,94,94,1000.0,6.15361,6.14268,0.15443,0.0,0.159300777296,35.1181,99.9956828753,6.1426685771,3.0,6.14305424171,1000.0,1000.0,0.194826,-6.77399
51.8577,11.0246723631,61.0,11.7931034483,95,95,418.0,6.19468,6.18132,0.410266,79.6137109455,0.166203780554,35.2097,88.2891721442,6.18200053886,3.0,6.18303809643,127.0,241.119047619,0.205478,-6.81443
52.0911,7.99469613983,49.0,9.70873786408,96,96,1000.0,6.24866,6.2335,0.201654,312.925119122,0.170203100497,35.2663,94.7763481887,6.23390217872,2.0,6.23524533403,48.0,780.153846154,0.215533,-6.87588
52.3437,6.82217281485,36.0,8.90825688073,97,97,1000.0,6.27576,6.26356,0.173014,341.016168972,0.161807966942,35.3912,92.8512119616,6.26410972842,2.0,6.26492270249,136.0,529.35,0.219174,-6.92309
52.5377,6.92496443563,39.0,9.92233009709,98,98,243.0,6.34868,6.33426,0.166637,54.060014864,0.168339616685,35.493,57.1704041663,6.33492107816,3.0,6.33554404855,44.0,97.2307692308,0.213948,-6.97766
52.8671,8.50244452106,56.0,9.37735849057,99,99,1000.0,6.4155,6.40197,0.0880463,0.0,0.167905902624,35.5885,99.9956828753,6.40203569604,2.0,6.40281810849,1000.0,1000.0,0.217747,-7.02529
53.1855,6.15713012613,27.0,8.96460176991,100,100,211.0,6.45348,6.43978,0.184104,38.9570615498,0.165443077603,35.626,40.865786117,6.43990564228,3.0,6.44088285399,38.0,58.0231213873,0.218673,-7.1022
53.3898,6.58745595526,38.0,8.02419354839,101,101,320.0,6.48404,6.46921,0.189087,55.1154609603,0.16861960308,35.7296,66.4430875688,6.46938712048,2.0,6.47038363887,58.0,121.144578313,0.222747,-7.16312
53.7258,5.75941343353,37.0,7.73643410853,102,102,172.0,6.53131,6.51704,0.148478,24.4987267963,0.172442608427,35.8402,60.1924318387,6.51776446656,3.0,6.5183529854,43.0,94.4205607477,0.235761,-7.20812
53.9794,6.0553818932,37.0,8.95535714286,103,103,263.0,6.60624,6.5909,0.125027,39.0582901193,0.179214370265,36.0356,67.649266182,6.59128715466,3.0,6.59216176694,65.0,118.720930233,0.235172,-7.2801
54.0528,9.45789887832,58.0,9.42452830189,104,104,163.0,6.65298,6.63774,0.100651,21.2750546654,0.180585304943,36.1421,67.3244790188,6.63840322069,3.0,6.63937082052,72.0,113.662921348,0.250307,-7.32827
54.181,8.5515324099,48.0,10.2783505155,105,105,227.0,6.73263,6.71772,0.127506,36.6837441129,0.17378342902,36.2398,71.3531726999,6.71834883881,3.0,6.71932912342,75.0,130.792207792,0.243214,-7.42086
54.4764,5.84903404799,36.0,7.94444444444,106,106,1000.0,6.77497,6.75962,0.188182,291.300853929,0.179220658119,36.3786,93.6563293139,6.75963286798,3.0,6.76050994572,118.0,503.25,0.259927,-7.47209
54.7559,6.77938820015,32.0,9.14678899083,107,107,181.0,6.79058,6.7737,0.212808,23.6474270535,0.189349670864,36.549,53.9966820179,6.77395631588,3.0,6.7748730525,66.0,79.4603174603,0.275102,-7.53015
54.9656,8.44202450706,39.0,11.1,108,108,80.0,6.87353,6.85773,0.0913736,0.943211767049,0.186202895419,36.6117,54.4658641384,6.85824694831,3.0,6.85892126227,76.0,78.28125,0.272968,-7.60824
55.2259,8.94989447626,51.0,10.4787234043,109,109,78.0,6.93069,6.91464,0.083893,0.732109860939,0.183887318678,36.7249,53.527572708,6.91492942451,3.0,6.91578802642,74.0,76.25,0.276201,-7.68011
55.4202,11.3648794112,46.0,14.2253521127,110,110,82.0,6.99143,6.9754,0.115873,0.786038167012,0.191494598283,36.7949,55.4652428929,6.97596438235,3.0,6.97684652902,79.0,80.488,0.295142,-7.74993
55.763,12.7892760489,55.0,12.8076923077,111,111,614.0,7.09365,7.07717,0.159228,90.8506226421,0.196382895221,36.956,89.8980228718,7.07787239998,3.0,7.07859169498,95.0,256.897435897,0.309485,-7.83491
56.0398,9.56595773551,51.0,11.1758241758,112,112,170.0,7.14833,7.13394,0.128941,19.3976015115,0.184785325904,37.0059,71.7253048606,7.13441830221,3.0,7.13513726876,88.0,127.683544304,0.273733,-7.92768
56.3415,9.68171676096,59.0,11.1685393258,113,113,95.0,7.23243,7.21377,0.166264,2.02647408624,0.197013629511,37.0905,56.876080831,7.21414081764,2.0,7.21467377415,81.0,83.7083333333,0.311706,-7.9947
56.6527,9.1923645474,52.0,10.3541666667,114,114,148.0,7.29396,7.2774,0.196005,13.4565770818,0.197574429957,37.2102,73.2790122547,7.2779215664,3.0,7.27869681596,95.0,132.302631579,0.309209,-8.07073
56.8486,11.1780202776,57.0,13.5675675676,115,115,202.0,7.3743,7.35647,0.212015,34.1548110474,0.200449416224,37.275,70.9818538499,7.35685025442,3.0,7.35761312942,82.0,128.679487179,0.319241,-8.1451
57.2014,15.0611148548,63.0,17.5964912281,116,116,187.0,7.41538,7.3976,0.274753,23.9066818227,0.197100734,37.3334,38.4714765255,7.39795488471,3.0,7.39906377771,37.0,50.6161616162,0.29238,-8.19949
57.487,11.8045342696,49.0,13.7638888889,117,117,200.0,7.50216,7.48584,0.0986583,20.4745305196,0.20786610656,37.4577,73.5674233671,7.48644335892,3.0,7.48762881348,87.0,134.44,0.333556,-8.29422
57.7523,10.326641255,45.0,13.8219178082,118,118,236.0,7.57897,7.55883,0.254368,31.6879584225,0.208731983206,37.6225,78.6273433437,7.55910338759,3.0,7.56065147548,89.0,158.328125,0.322824,-8.37283
57.8898,16.5283308548,116.0,14.8939393939,119,119,164.0,7.64277,7.6244,0.204007,22.4779093116,0.212475943521,37.6879,67.116616546,7.62496356854,3.0,7.62654554189,91.0,113.04494382,0.350897,-8.44185
58.011,11.9102018534,54.0,12.9113924051,120,120,361.0,7.69994,7.67853,0.122516,61.5957529793,0.221852839806,37.8319,76.5260315487,7.67943736969,3.0,7.68102643365,101.0,159.650793651,0.375242,-8.51568
58.2298,12.9863115283,59.0,15.609375,121,121,246.0,7.75422,7.73583,0.155954,42.4655103837,0.207630503401,37.9243,72.4147810164,7.73596438518,3.0,7.73764660278,80.0,137.095890411,0.332122,-8.57526
58.584,9.62813178144,65.0,11.1348314607,122,122,174.0,7.82484,7.80685,0.199758,8.72265113696,0.208377045893,38.0363,51.1926207518,7.80699915948,3.0,7.80852277384,69.0,71.65,0.35392,-8.64008
58.8392,10.5366862658,50.0,13.0649350649,123,123,190.0,7.89857,7.88044,0.224307,10.560289874,0.213861051929,38.1348,56.7320619365,7.8818788554,3.0,7.88347040928,76.0,83.7833333333,0.353872,-8.69781
58.9315,12.1973826151,65.0,13.0131578947,124,124,252.0,7.96278,7.94501,0.37162,34.8712779562,0.212118011335,38.2172,72.7267047392,7.94493283478,3.0,7.94625520915,22.0,135.472972973,0.365791,-8.78534
59.1583,10.2540079994,46.0,13.7534246575,125,125,285.0,8.00873,7.98809,0.189531,30.4860320171,0.232081479603,38.3114,84.0422796584,7.98885992263,3.0,7.99089604475,109.0,186.5,0.403685,-8.8093
59.3278,12.8309874175,60.0,15.7049180328,126,126,509.0,8.09062,8.07182,0.152327,77.5456334007,0.216378524359,38.4121,93.418731845,8.07234478061,3.0,8.07439599351,171.0,297.705882353,0.363448,-8.9166
59.644,10.4709409112,57.0,12.962962963,127,127,210.0,8.12367,8.10201,0.159355,24.5145292061,0.229115436374,38.5429,82.3361573449,8.10176012543,3.0,8.10452903977,91.0,175.947368421,0.397147,-8.96166
59.9266,9.0916145776,44.0,10.3402061856,128,128,185.0,8.21039,8.19159,0.301323,25.9070896845,0.206419573468,38.6537,68.9072356791,8.19268426887,3.0,8.19540935436,87.0,119.535714286,0.339256,-9.04659
59.9782,11.4949673055,55.0,12.6202531646,129,129,90.0,8.26965,8.24793,0.170896,1.88988981735,0.230212333342,38.7709,56.0443363395,8.24828075507,3.0,8.25031862333,79.0,81.8048780488,0.412542,-9.12441
60.2984,9.92359079774,51.0,10.9888888889,130,130,43.0,8.32671,8.30643,0.11935,1.97843572796,0.232594791757,38.8204,31.1882307542,8.30671404903,3.0,8.3100028672,33.0,37.2118959108,0.40892,-9.18927
60.5496,7.47704305454,41.0,11.2222222222,131,131,197.0,8.39165,8.36688,0.197932,20.6481463923,0.239409644477,38.942,56.8434616919,8.36738181879,3.0,8.37007416999,76.0,85.2288135593,0.443838,-9.25869
