AverageQ,AverageAction,QFunRegParamNorm,MinEsReturn,AverageQLoss,AverageEsReturn,MaxEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,MinReturn,StdEsReturn,StdReturn,Iteration,Epoch,AverageReturn,AverageAbsY,AveragePolicySurr,MaxReturn,AverageY,PolicyRegParamNorm,AverageAbsQ
6.69234,0.993234,52.1719,90.3510886611,0.0448041,93.5687269645,96.4333437034,0.0814160545612,46.2100915854,93.1345587149,1.66019220964,0.0793255490677,100,100,93.268154845,6.69319833121,-6.74484,93.3959760516,6.69319410036,31.0714,6.69234
6.70409,0.991322,52.2999,90.9229683148,0.0307586,93.9606823875,94.9126906691,0.0712540524608,46.0234146879,92.9769458151,0.974257646301,0.115402558162,101,101,93.2461959287,6.70454615005,-6.75071,93.4000323949,6.70454369338,31.0777,6.70409
6.74086,0.990344,52.3666,90.9978892254,0.0445145,93.4970329998,95.0027115458,0.0835169352294,46.590413125,93.1463320256,1.50947756797,0.115359649382,102,102,93.3514030828,6.74173782622,-6.78483,93.5000542898,6.74173420176,31.1061,6.74086
6.74059,0.992063,52.4735,89.0651403679,0.029738,92.9922190916,96.560309447,0.0703149567303,46.4896647589,93.1462895754,2.24503114916,0.105039906443,103,103,93.3238792925,6.74108335388,-6.7813,93.5000342207,6.74108147571,31.1109,6.74059
6.73846,0.991349,52.5943,85.3187874603,0.036016,91.4213931402,94.5889164374,0.0765950738946,46.3075860324,93.1495515801,2.88607543881,0.0768613934305,104,104,93.2963366177,6.73884220344,-6.77506,93.4000799213,6.73883984958,31.1871,6.73846
6.73501,0.992168,52.753,90.103608843,0.0329502,93.8230077521,97.7078982015,0.0720366498788,46.3586809282,93.1603294641,1.88286755049,0.068602683589,105,105,93.3005335923,6.73552750311,-6.76899,93.3990330897,6.73552516292,31.1711,6.73501
6.72374,0.990582,52.8413,89.458360915,0.0380318,93.7021827327,98.4181974533,0.0771834249069,46.0071052472,93.0957105665,2.31827552903,0.100629763215,106,106,93.2478687374,6.72425354193,-6.75555,93.39994247,6.72425044956,31.2702,6.72374
6.72795,0.992006,52.9947,90.1672553921,0.0411174,92.6881938581,97.8460594177,0.075591198277,46.6531538476,93.1752819592,2.37845454251,0.101451483061,107,107,93.3529006714,6.72837197476,-6.75766,93.5000646721,6.72836923377,31.3854,6.72795
6.72708,0.99228,53.1275,90.5122546884,0.0185198,93.4699432888,95.5529565192,0.0608557194231,46.3487074019,93.02978213,1.57682306181,0.115262270974,108,108,93.297782831,6.72724840286,-6.75936,93.4996784647,6.72724743615,31.5449,6.72708
6.71531,0.991646,53.2844,89.0146315358,0.0376493,93.3464551372,97.4266518912,0.0751484000747,45.1483747089,92.7515641363,2.43528108635,0.162699958171,109,109,93.0880880577,6.71562981756,-6.74318,93.2990614033,6.7156264707,31.6935,6.71531
