MaxEsReturn,QFunRegParamNorm,MinReturn,Iteration,AverageAbsQ,AverageAbsY,PolicyRegParamNorm,AverageReturn,AveragePolicySurr,StdReturn,AverageDiscountedReturn,AverageAction,StdEsReturn,MinEsReturn,AverageY,AverageAbsQYDiff,AverageQ,AverageEsReturn,Epoch,AverageQLoss,MaxReturn
58.2832961711,34.7151,36.7452519167,39,22.2741,22.2673142837,13.2282,38.8278513204,-22.8508,0.967425197731,34.5019569379,1.0,6.4032524904,12.7666656713,22.2642029174,0.460593587167,22.2639,40.1509538914,39,0.789187,40.6735866094
64.2232981301,35.0426,36.7075195894,40,22.1772,22.1717792217,13.2282,38.7734693736,-22.6858,0.90307120203,34.4627040514,1.0,6.71942257089,14.3060058961,22.1673402825,0.458967415563,22.166,41.993856343,40,0.820933,40.7206823434
56.1133901047,35.3335,36.6715463667,41,22.0996,22.0934723917,13.2282,38.8464194509,-22.6539,0.946178988451,34.5179574625,1.0,7.02956947054,4.13221535898,22.0880923771,0.434683144685,22.0881,40.9607790322,41,0.674983,40.706302911
56.127231483,35.5927,36.6727103792,42,22.0156,22.0102385194,13.2282,38.7353960588,-22.5799,0.944104437898,34.4301131916,1.0,7.05636113902,7.3282630989,22.0038278329,0.450650029477,22.0031,41.2481909599,42,0.900106,40.5989795909
71.3968632002,35.8868,36.6479856722,43,22.1572,22.1532628365,13.2282,38.7653286242,-22.7338,0.95857393084,34.4544206924,1.0,6.91263506322,36.7395785262,22.1446222909,0.433160660055,22.1441,42.5871048569,43,0.71722,40.7182972996
59.938648115,36.1681,36.6294174408,44,22.1182,22.1141186379,13.2282,38.7562655286,-22.7017,0.924860093431,34.4469190994,1.0,5.60448310987,14.7559043976,22.1046692681,0.43681963664,22.1038,41.0658540229,44,0.76098,40.6614472616
70.4798137018,36.4528,36.6359837923,45,22.1408,22.1363072946,13.2282,38.7330166228,-22.721,0.932765764666,34.4276806176,1.0,8.12669392317,13.6063566066,22.1281954194,0.436865677488,22.1277,41.6450396772,45,0.788232,40.6096664371
57.2118842863,36.7776,36.6944119213,46,22.1376,22.1331012532,13.2285,38.7812389106,-22.7174,0.91880370383,34.4662357902,1.0,7.0474106525,6.39533475364,22.1245381331,0.434509122529,22.1238,40.6064455816,46,0.822557,40.7505317065
78.9307480305,37.0634,36.6437326225,47,22.2308,22.2286103527,13.2285,38.7821938672,-22.8004,0.959693959766,34.466334896,1.0,7.94310317472,19.7188051769,22.2180539268,0.393840865634,22.2166,42.3563246617,47,0.587924,40.6725295911
50.3649884548,37.4175,36.7575258661,48,22.2279,22.2245554269,13.2285,38.7567259673,-22.775,0.93219717095,34.4458940568,1.0,3.24162252236,36.6476582389,22.2138593503,0.409480907988,22.2128,41.1087063915,48,0.722632,41.8834179868
62.3138195291,37.7007,36.7186159887,49,22.2179,22.2135681417,13.2285,38.7666698121,-22.7185,0.916976646183,34.4551831123,1.0,5.05741646206,38.0583886352,22.1999024626,0.420879640306,22.1996,42.5082753329,49,0.783798,40.6683503413
63.462284271,37.9691,36.651904369,50,22.368,22.3639552765,13.2285,38.8008902512,-22.8537,0.897409242214,34.4823679101,1.0,7.07383580972,14.3122853184,22.3504430299,0.364205462125,22.3496,41.3042993119,50,0.466282,40.7503638056
56.0238584348,38.2185,36.5939041772,51,22.2828,22.279379775,13.2285,38.7777893635,-22.7836,0.929672285472,34.4603487125,1.0,6.85245647795,3.07593103876,22.2665275788,0.380172498539,22.2655,40.3533200353,51,0.638103,40.5716465559
69.0512695438,38.5131,36.7253848087,52,22.2157,22.211450034,13.2285,38.7291490987,-22.6622,0.976507847596,34.4257918059,1.0,7.94728065869,19.9664449454,22.1988283552,0.398313789742,22.1981,42.7710725749,52,0.76581,41.810149992
77.8851657005,38.8241,36.6502928124,53,22.2031,22.1997749886,13.2285,38.7897616854,-22.6316,0.941175618066,34.4726847183,1.0,8.07493107768,28.4420820258,22.1845955841,0.37877934817,22.1837,42.9247326722,53,0.689293,40.6425518067
51.4055782996,39.1156,36.7489813052,54,22.246,22.2428044656,13.2285,38.8558396337,-22.6538,0.899511769212,34.5233082891,1.0,7.14468261505,6.20276179092,22.2283654659,0.370276119017,22.2277,40.3065690058,54,0.614579,40.6784496571
60.0873023326,39.4185,36.7260413101,55,22.2006,22.1956221722,13.2285,38.779629953,-22.6286,0.90997472344,34.4630277236,1.0,4.72625235745,37.1377948134,22.1847405343,0.385445833279,22.1842,42.1097118749,55,0.745192,40.7284776394
62.6334942421,39.6987,36.6671129159,56,22.1556,22.1520481291,13.2285,38.8172498558,-22.5254,0.902121916574,34.4942644592,1.0,7.12658455761,12.1711807091,22.1384931287,0.364110406146,22.1378,40.3397283607,56,0.640478,40.6579535581
73.5039679176,39.9799,36.7015036248,57,22.2752,22.2730163623,13.2285,38.7249128976,-22.6982,0.919164200691,34.4216692378,1.0,5.95224404852,36.5617940793,22.2594214041,0.378593563535,22.2587,42.6617492344,57,0.766857,40.8005507684
63.4821401686,40.267,36.5913046068,58,22.2923,22.2908312468,13.2285,38.707958972,-22.6716,0.896922599534,34.4063421421,1.0,6.76235329715,10.6629009873,22.2763882147,0.373745482827,22.275,40.8536444087,58,0.680556,40.6359821126
56.9892776331,40.498,36.6748253041,59,22.1036,22.0999260502,13.2285,38.8246328193,-22.4738,0.917207698434,34.5003886728,1.0,6.17431889494,14.9125305674,22.08313697,0.394569776959,22.0826,41.4985695569,59,0.906181,40.7213825481
57.9207764069,40.8013,36.7605470113,60,22.1241,22.1216648455,13.2285,38.8064448305,-22.4578,0.933486449336,34.4849656586,1.0,4.87638762592,36.8123669459,22.1063881127,0.351519919773,22.1055,42.9202738471,60,0.598636,40.6864868882
66.3458481571,41.0985,36.5940813012,61,22.0837,22.0813730632,13.2285,38.8298452813,-22.4339,0.971564751922,34.5054346031,1.0,7.92796781512,6.34507602916,22.0652005618,0.380284270592,22.0644,41.5043667901,61,0.7142,41.7771667791
59.4765498143,41.3812,36.6982870393,62,22.1323,22.1296320859,13.2285,38.8020500732,-22.4701,0.931480361625,34.4832904062,1.0,5.28640126376,23.1650290149,22.1148815314,0.356578728369,22.1143,41.8362013915,62,0.638579,40.7693347132
56.9053074658,41.6486,36.6049488682,63,22.0327,22.0298558109,13.2273,38.7861972291,-22.3981,0.927476238853,34.470489711,1.0,5.5711642925,19.9947374415,22.0115233378,0.382922939409,22.011,40.1121396824,63,0.816937,40.7469649802
53.6586123097,41.8982,36.7461205995,64,22.1265,22.1242323678,13.2273,38.8958030048,-22.424,0.913391243104,34.5578355287,1.0,5.39152089049,15.0767349316,22.1065315485,0.363659269401,22.1055,41.0534382733,64,0.664859,41.7666284587
50.7785426827,42.206,36.6470429271,65,22.0228,22.019339242,13.2267,38.8216145709,-22.3282,1.0110905008,34.4968488031,1.0,5.97619115502,8.51468199671,22.0001022868,0.373484460289,21.9992,40.2505356677,65,0.764289,41.762064418
59.3962847386,42.4322,36.5957531847,66,22.069,22.0664889866,13.2267,38.8177043348,-22.3546,0.936510543792,34.4951579443,1.0,7.37290147244,5.26218016007,22.0499281304,0.383386084286,22.0491,41.6256226202,66,0.832775,40.8502295852
47.0515264531,42.6837,-2.00135933042,67,22.125,22.1227034418,15.6876,-1.5152054494,-24.6498,0.248842362931,-0.747633700696,0.983588,17.5100851239,-2.04337363624,22.0855252143,0.4089311477,22.083,11.1412999057,67,0.997516,-0.591664937739
13.8602538867,43.3443,-2.05631917426,68,25.5994,25.6006370749,16.7862,-1.53275891578,-29.1805,0.220395850176,-0.761952033279,0.995967,2.40894880969,-1.6976143676,25.4766168288,0.816785090116,25.4724,0.325097725517,68,2.09953,-0.958842418086
7.37373527589,44.0338,-1.99719463889,69,28.4562,28.4570629695,17.2044,-1.5328762688,-32.2265,0.237004864417,-0.762880721402,0.98239,1.95651999225,-1.90754278028,28.2098547467,0.919402731091,28.2066,0.430917535374,69,2.82408,-0.757149234048
77.4601844076,44.7223,109.99070133,70,31.0691,31.0696995197,17.9297,115.963899107,-35.1045,2.21528272165,70.9642032361,0.237606,18.9709827795,-1.43156971682,30.6461503543,0.930257972725,30.6428,10.2344705169,70,3.16224,120.61587408
242.97875623,45.246,45.8227530064,71,33.7711,33.7735473402,18.543,48.7610546474,-37.6851,1.48221152251,41.1843262302,0.75825,67.9125978242,19.8121612885,33.3653489506,0.949540673074,33.3628,109.890030364,71,3.51341,51.3992952181
242.675324727,45.729,178.136683649,72,36.274,36.273702411,19.1634,188.102879367,-40.0423,2.95676514949,117.446493943,0.819816,68.1074824845,4.03019168577,36.0622487609,0.951087409695,36.0555,180.325844833,72,4.05142,195.378292826
284.161953456,46.2594,178.48650678,73,39.0014,38.9937614815,19.7406,194.077478054,-42.5564,4.0438691243,120.597598457,0.838031,81.3140641901,8.86685977426,38.8589057256,1.01106606085,38.8557,164.965750737,73,4.33665,210.352709099
293.222790152,46.7329,118.254175454,74,41.4088,41.3964635798,20.1189,138.863272574,-44.7666,21.518416488,93.0899696449,0.755725,48.0552624129,110.21295991,41.3059178326,1.01028294782,41.3021,184.632022291,74,4.87696,182.764511801
185.655469689,47.2346,95.0189910774,75,43.3319,43.3226136349,20.5677,98.511469622,-46.4928,1.37915337312,73.5966485083,0.748888,22.7982740915,96.2828730085,43.2489351078,1.02638906728,43.2422,135.97597054,75,4.94262,102.458865435
252.588901183,47.7147,151.483247267,76,45.2441,45.2278792489,21.0649,157.867487336,-48.2435,3.81277765372,100.93242925,0.85275,54.2574378143,76.8187350787,45.1613131419,1.0606800659,45.1558,152.428396226,76,5.82545,172.394382517
249.452996742,48.1836,190.078511045,77,46.5569,46.5317626188,21.5153,210.758332871,-49.5452,10.4714225682,123.716298458,0.838977,75.6062723474,11.1292933166,46.4624451776,1.10808626805,46.4576,171.551756787,77,6.4002,236.446166045
232.42799242,48.6554,208.796269745,78,48.0495,48.0223261041,22.0326,219.592928611,-51.0707,5.04370817085,128.14158574,0.868612,56.0970264771,47.0670509943,47.9623434361,1.10279851745,47.9576,164.352295355,78,6.50587,233.245809918
224.75115471,49.0926,184.621591239,79,49.585,49.5612765381,22.6784,187.539634298,-52.5121,1.36537463664,117.423547795,0.910712,61.5857753353,44.648784962,49.5037862752,1.11041709999,49.4973,146.710166935,79,6.58095,191.961972661
226.857838186,49.536,184.294321086,80,50.9648,50.9356503924,23.2257,189.205918142,-53.9867,1.94586390588,118.109056731,0.867897,55.3489939835,50.973803873,50.8866650881,1.16016253812,50.8814,160.521873393,80,7.3528,193.553584668
198.305392845,49.9954,172.423795491,81,52.2,52.1693621051,23.8119,182.381502438,-55.2882,4.32123449082,115.713609116,0.929445,41.4098586353,33.4162809766,52.1278637053,1.16246847569,52.1234,168.190004777,81,7.49955,188.456612741
211.509224727,50.457,166.718300781,82,53.6461,53.6101663729,24.3368,172.410257267,-56.8181,2.38762741933,111.439933166,0.916677,42.8519116723,36.7582014247,53.5757850895,1.1986650729,53.5712,174.546361879,82,8.19302,176.468130397
177.581711641,50.9433,166.358869695,83,55.098,55.0613817637,24.7709,171.06473903,-58.1663,2.35047128519,110.852477918,0.950875,40.7840721033,39.6779027366,55.0316639052,1.18641911294,55.0244,152.021300163,83,7.7207,176.285245798
198.014296264,51.4155,172.451019611,84,56.6893,56.6511468508,25.1637,176.995876901,-59.9572,2.53832235833,113.567795754,0.961823,44.7858497485,41.1964978314,56.6223766636,1.24420658787,56.6165,157.875614695,84,8.79344,183.936139997
194.777077501,51.8894,165.461723346,85,58.1755,58.1415646844,25.5158,172.60925927,-61.2961,2.12155911668,111.600934599,0.884455,7.84455302984,162.368427044,58.116803744,1.21318191625,58.1097,176.766285786,85,8.14447,178.106804504
240.684593871,52.3676,162.058069291,86,59.5838,59.5457653333,25.9386,167.73653661,-62.7543,2.17310734373,109.448559415,0.900079,39.9187524594,89.0307640692,59.5256268074,1.30291530589,59.52,165.58127235,86,9.37459,172.162185401
218.782234644,52.8607,162.936823031,87,60.9691,60.931934494,26.4333,169.081110495,-64.2199,2.7601169502,109.978720941,0.820743,35.4332104006,70.7650138279,60.9126835921,1.3052311623,60.9048,159.160332368,87,9.72596,175.289499228
268.656129229,53.3563,160.982996362,88,62.2612,62.2182969553,26.8134,171.393193371,-65.4123,4.62917667328,111.000283615,0.856652,71.5657716359,22.7566192784,62.1988802441,1.3593703279,62.1909,169.856416442,88,10.7436,189.285470123
216.684510325,53.8304,161.02937073,89,63.6939,63.6510920124,27.2134,172.884583321,-67.0587,4.16873278335,111.625825178,0.864813,35.1262538657,69.1544393407,63.6310278159,1.33239457296,63.6239,172.486874182,89,9.33066,186.147905791
287.709967802,54.2646,161.207916265,90,65.2541,65.2066363206,27.5531,192.986505892,-68.463,14.128976647,119.700899809,0.859761,92.248240896,12.4481488108,65.1893251402,1.34363500289,65.1851,190.696502091,90,10.3872,223.971210042
316.092431232,54.8172,238.60942744,91,66.2951,66.2456438033,28.0972,279.265631713,-70.0755,13.5957711694,150.959112086,0.922934,84.5625084372,41.2764948363,66.2318364074,1.39467805781,66.2261,227.444760695,91,10.3493,304.349935948
309.378883405,55.2951,264.265195009,92,68.2803,68.234937958,28.4604,278.866566752,-72.4573,5.7650735135,152.227551524,0.84349,107.161729757,38.6257861657,68.2191200002,1.56674004975,68.2107,196.36148115,92,12.9975,290.837812664
302.778554601,55.7125,233.744638935,93,70.5739,70.518277148,28.6795,255.710374891,-74.8141,10.4685602567,142.885854931,0.853206,76.3967099677,57.2154130418,70.5012485616,1.55229176587,70.4947,246.538814587,93,12.5467,281.180634287
319.522258646,56.1583,264.295713364,94,72.396,72.3405275989,29.0527,283.776707443,-76.6472,9.60225177584,154.358850728,0.856023,92.4155322917,21.4786116049,72.3240914699,1.55676255533,72.3149,234.769783557,94,12.3173,308.042453066
321.841156774,56.5884,275.721768469,95,74.128,74.0750345822,29.4349,295.586988068,-78.2892,10.8773516317,157.464717532,0.833931,80.9002316438,93.2948190103,74.0571388719,1.632384506,74.0493,230.163578144,95,14.8494,326.20066653
322.384298963,57.0143,273.453330206,96,76.0088,75.9558030284,29.8115,293.318544397,-80.2351,11.5956199204,155.897763168,0.830095,90.1361293055,47.4892706262,75.9374152046,1.63874271287,75.9293,231.877927727,96,13.884,323.690611855
353.398880707,57.4502,269.392265683,97,77.8023,77.7407799697,30.11,297.369808785,-82.0436,12.3077306579,156.593841229,0.829588,103.224283986,13.5957527787,77.7220372697,1.64633873581,77.7173,280.615078717,97,14.1035,331.105996574
316.228737009,57.8425,277.700294996,98,79.2555,79.2050110798,30.3203,295.349031,-83.4548,9.56188048434,158.566126077,0.791534,90.3144272558,50.9981462716,79.1865434052,1.67414444709,79.1758,211.382363984,98,15.6579,317.591989741
391.965339302,58.2633,277.437281492,99,80.9416,80.8792026032,30.6073,293.834918191,-85.1479,10.49217388,156.213237284,0.75336,117.08662971,52.5733058164,80.8636040433,1.73223017451,80.8575,258.956299568,99,15.0554,328.658624192
383.053501545,58.6087,274.039580291,100,82.6445,82.5911467593,30.8464,292.273872877,-86.7949,9.89795477285,155.084586371,0.700638,91.7070368202,109.799906286,82.5733486898,1.71869225872,82.5639,271.920456329,100,16.2018,320.535684101
352.944740465,58.9876,306.472984854,101,84.0614,84.0014240414,31.164,342.030274802,-88.1518,19.6854429717,171.325746506,0.711484,72.5664206843,99.709013863,83.981783915,1.80475141681,83.9725,288.017604808,101,18.0263,371.117313673
451.046974805,59.4107,323.972974045,102,85.7166,85.64716787,31.4825,350.390323804,-89.8654,7.3688991385,171.19641825,0.674932,135.000200816,5.10207409733,85.6283848009,1.81998557058,85.6224,302.124012213,102,18.7205,365.304174869
421.817607975,59.8222,335.085231938,103,86.9727,86.9120666707,31.6832,400.210256637,-91.3619,18.1195316251,187.348036161,0.667017,108.467946918,91.8581272506,86.885796483,1.81248699227,86.8761,261.328320327,103,17.7846,430.764452147
397.744137037,60.24,236.377861143,104,88.8235,88.759308452,31.9381,407.53749504,-93.1176,35.2962217307,168.911796782,0.68716,142.772760009,16.4228712612,88.7352303974,1.93835896774,88.7288,269.69049194,104,20.9272,464.921321101
405.526254598,60.6247,280.128786604,105,90.4257,90.3667103666,32.1458,311.675211218,-94.9281,14.683002876,157.168374532,0.602124,119.816818389,85.7034860914,90.3480376154,1.97485646041,90.3408,277.856429024,105,21.7168,338.71308387
364.702207688,61.0607,273.005819945,106,92.2633,92.2073583689,32.4193,321.623151154,-96.9131,20.4022306371,153.501220851,0.598187,121.751691632,31.5070199099,92.1860388197,1.98077526971,92.1759,231.66429959,106,21.4118,369.120571164
430.900633403,61.5227,206.030610876,107,93.9422,93.8836634159,32.6575,576.203777256,-98.6495,130.805692165,168.926929194,0.655382,150.371525175,26.8071704444,93.8659784868,2.00375059662,93.8568,285.946502021,107,21.5098,780.426829965
537.829546139,62.0015,253.629568671,108,95.5896,95.5330600322,32.8662,365.749295825,-100.322,45.9059401983,169.421524486,0.687175,173.743887988,15.0410486342,95.5120025221,2.04083792327,95.5034,263.474602745,108,23.7766,422.405409935
403.709081228,62.4226,372.726482488,109,97.5224,97.4663566979,33.15,408.825803018,-102.323,24.0402576312,180.366970201,0.652481,123.313012934,11.951017799,97.4468716815,2.06676862023,97.4367,298.967228952,109,23.1658,521.085787198
410.050934521,62.9723,279.194561251,110,99.354,99.2876004955,33.4891,360.020298353,-104.321,65.2839832081,167.785725923,0.62443,150.686233939,15.3792657061,99.2720292738,2.15933092235,99.2655,238.582613531,110,26.1487,555.7825796
376.58557082,63.4489,277.288683828,111,100.99,100.926464139,33.751,309.334154961,-106.122,31.4994785978,156.263706825,0.622952,104.312109256,66.7434431228,100.910409779,2.19911529085,100.899,260.285214,111,26.6898,434.51303006
426.800759186,63.8931,318.784836209,112,103.682,103.621319537,34.0923,403.768474264,-108.966,31.4563836818,174.924246969,0.615901,59.7543254467,207.573957183,103.60732769,2.17703102677,103.594,321.933679363,112,25.2698,446.274713618
471.631299112,64.3608,333.295595698,113,105.661,105.587893473,34.4919,407.663627644,-111.031,25.7356397525,184.930718568,0.655837,156.609715146,31.5368972785,105.573910659,2.22199836708,105.563,280.637974375,113,26.7534,482.241671596
552.525131461,64.7728,393.043401968,114,107.964,107.888567353,34.8029,411.710315151,-113.175,8.27681833376,188.824930519,0.675043,167.274762808,11.8815798256,107.875465331,2.23196815529,107.867,326.612675076,114,25.9156,431.064094355
401.349908506,65.2127,343.001775004,115,110.026,109.960452951,35.0973,414.572122886,-115.218,35.9521531916,184.75935386,0.660583,105.256667223,100.940373134,109.946695927,2.32636722993,109.931,271.184128049,115,31.3487,531.589080947
578.454979063,65.5741,332.960782045,116,111.817,111.74460285,35.3862,472.549657279,-117.075,64.4169484417,186.866618658,0.651837,142.968224686,125.478749611,111.730588755,2.32678449874,111.723,321.830398011,116,29.8725,605.853457407
474.485607319,65.9874,366.737541774,117,113.94,113.868282339,35.6544,440.906672352,-119.223,40.6581859103,192.653589422,0.674302,114.014546189,128.881958596,113.852567539,2.40705778723,113.84,340.078037831,117,35.006,539.770899038
421.435663469,66.3214,340.686099552,118,116.255,116.175986543,35.9537,358.134924873,-121.593,16.550590399,173.139421336,0.605498,148.564831424,17.6722161318,116.162586906,2.40592062967,116.152,250.502216496,118,33.8872,436.581452258
447.675951528,66.773,346.474211576,119,118.225,118.15646948,36.1603,435.715837329,-123.841,37.2672747758,189.966520486,0.664092,150.707521549,23.3121353656,118.144727305,2.43788884588,118.131,244.948650839,119,34.7983,519.046251699
476.264263423,67.1568,359.044219644,120,120.234,120.152825772,36.4309,418.621623817,-125.876,41.2870093196,187.824253423,0.647603,137.781583938,87.9519153537,120.138406359,2.45653729509,120.133,286.491468366,120,34.9438,501.706041835
445.238798937,67.5695,337.678203041,121,122.227,122.149350511,36.6136,369.596467037,-127.685,26.5278716422,177.7963529,0.665972,118.228301626,83.8816371331,122.138416119,2.50627848494,122.123,262.822254205,121,36.7033,527.18630707
406.960380308,68.0478,313.295529391,122,123.857,123.774308131,36.7756,379.709977494,-129.231,38.5262335869,180.412611518,0.689695,118.991115287,8.22068950957,123.764120899,2.57072165533,123.753,299.53007358,122,39.6902,494.016760396
