Iteration,MinEsReturn,StdEsReturn,AverageAction,MaxEsReturn,AverageAbsQ,AverageQ,AverageEsReturn,AveragePolicySurr,QFunRegParamNorm,AverageReturn,AverageY,MinReturn,AverageQLoss,AverageAbsY,PolicyRegParamNorm,StdReturn,MaxReturn,AverageAbsQYDiff,Epoch,AverageDiscountedReturn
1191,1.10922608807,152.224416359,0.997333,453.431716457,1.53404,1.53289,280.920347732,-1.54316,93.6968,324.247256636,1.53298212907,13.4870576922,0.00695168,1.53385071251,106.069,92.4309859572,399.576525919,0.0358576455287,1191,125.578268585
1192,57.6748757947,168.805203094,0.998104,459.215059731,1.536,1.53457,242.664889874,-1.54405,93.7244,340.271042581,1.53462262145,31.1949243006,0.00731038,1.53567233982,106.061,71.1802081889,551.869830161,0.0357478874977,1192,128.788313609
1193,6.63714897415,300.661731991,0.999066,845.199557461,1.53377,1.53257,377.146194867,-1.54213,93.7309,460.674503395,1.53248057282,195.0912264,0.00669093,1.53330509577,106.06,153.950380158,884.747776046,0.0352230929546,1193,148.924310374
1194,182.772957293,115.110004324,0.999203,449.257379744,1.53454,1.5332,325.429942492,-1.5416,93.7758,460.57584864,1.53320498215,192.613056712,0.00648395,1.53403368277,106.104,213.675348607,1298.62298871,0.0346435578753,1194,136.152301198
1195,17.0080903997,193.46238616,0.999865,658.718820659,1.5313,1.52977,286.515553223,-1.53884,93.7819,773.754164896,1.52977890445,80.386862905,0.00675272,1.53082860777,106.176,421.278705555,1204.8282855,0.0356674838887,1195,131.510742755
1196,56.6025389894,119.217741649,0.999768,445.384295485,1.5322,1.53075,289.350534386,-1.53994,93.7924,654.794913994,1.53071761954,49.3472165844,0.00692627,1.5317432349,106.222,462.610576459,1230.15893843,0.0350475559791,1196,128.286939527
1197,3.91951615389,98.886540327,0.999874,277.633786432,1.53798,1.53666,135.317902223,-1.54483,93.7954,821.288577103,1.53667574196,87.6988386313,0.00641409,1.53756774477,106.314,377.130933342,1133.84876441,0.0346807357113,1197,133.05379519
1198,-5.21432135047,70.6355771755,0.999683,327.551854785,1.53707,1.53587,39.1819241486,-1.54311,93.8168,76.0704911897,1.53586810898,50.5180043657,0.00611044,1.53671495329,106.309,6.68824713905,86.6792200481,0.0340990533361,1198,53.628598437
1199,-30.3162304961,139.009465281,0.998919,521.809134545,1.53594,1.53465,70.5335567218,-1.54515,93.8216,93.6883100233,1.53465793469,24.5764178736,0.00624735,1.53554302628,106.324,76.0045865942,436.006838963,0.0354559756636,1199,44.8542641936
1200,-22.3515943965,114.763073642,0.999495,289.485456457,1.54068,1.53955,90.2827708457,-1.54902,93.8532,210.399294967,1.53958803435,40.0491448283,0.00709395,1.54030743121,106.377,345.856803788,1300.4835759,0.0356674657512,1200,58.9725386535
1201,-22.2213215256,169.565618044,0.999589,479.101560639,1.5394,1.53802,102.510818284,-1.54649,93.8704,139.112257619,1.5381205924,47.7728770271,0.00614258,1.5390712447,106.376,270.268181317,1592.41250939,0.0347012105437,1201,56.130240818
1202,12.5873996767,271.402145569,0.996856,916.041605657,1.5381,1.53651,159.365492433,-1.54442,93.9066,266.577715406,1.5364489414,3.02043176982,0.00760996,1.53741688857,106.393,236.455737237,730.188125092,0.0363195642904,1202,71.6941265579
1203,-7.44937198221,228.594174605,0.999234,621.976375504,1.53709,1.5359,157.078334007,-1.54449,93.9159,533.03969267,1.53596269257,432.02014486,0.00739847,1.53667814614,106.414,148.824509353,1348.9978909,0.0354280131772,1203,162.430230026
1204,-23.867166265,285.08610662,0.998992,779.351915726,1.53885,1.53756,259.193318278,-1.54597,93.9185,425.499776349,1.53753823815,313.992494986,0.00730873,1.53843437117,106.464,66.7197022581,581.158921243,0.0351842597362,1204,127.882051396
1205,-13.4618132647,50.586273315,0.999629,154.706588423,1.53493,1.53361,14.9166949867,-1.54283,93.9273,-28.4669198731,1.53367925618,-94.0214624078,0.00754344,1.53466453006,106.467,20.1945216376,5.73572427281,0.035172099324,1205,7.26215442617
1206,-102.229053223,48.1039477791,0.999126,28.6257064907,1.53325,1.53198,-9.7706720498,-1.54151,93.9393,62.9788592904,1.53198979191,-6.36683607262,0.00616127,1.5327335053,106.429,93.4235246461,388.056276052,0.0340439631509,1206,39.0388714315
1207,363.317591939,110.142352444,0.998901,653.923774665,1.53862,1.53745,478.434064033,-1.54642,93.9771,330.670493454,1.53744025377,27.8081685732,0.00756252,1.53812223565,106.411,187.791549524,635.941443827,0.0358254801005,1207,78.7564165981
1208,61.458785913,120.280482026,0.999179,372.527948869,1.53676,1.53547,197.557125352,-1.54426,93.998,536.45572904,1.535569818,69.0556321025,0.00680937,1.53634225723,106.486,195.949305028,1353.80486222,0.0341863595727,1208,130.9618072
1209,-40.9656180546,257.113916446,0.999664,709.637964861,1.537,1.53593,208.183245516,-1.54472,93.9776,353.20663755,1.5358756549,14.2356905326,0.00626413,1.53665056392,106.582,250.798497883,1264.11837962,0.0339218989795,1209,101.181412817
1210,9.01770223669,303.67151282,0.999917,997.280391929,1.53582,1.53446,162.748195011,-1.54296,94.0124,312.503559699,1.5345085511,35.9436923764,0.00726875,1.53538318027,106.589,404.597340201,1179.43948339,0.0352006069043,1210,69.6942599644
1211,8.33817446777,78.1762107167,0.999638,289.898631894,1.53704,1.53572,66.9355780338,-1.54421,94.0431,124.578748786,1.53569870069,61.0354079948,0.00726011,1.53649303411,106.608,82.6424208655,680.65313644,0.0356827617396,1211,62.0576124711
1212,73.2219574693,169.207637484,0.999589,481.188352044,1.5351,1.53382,256.088872741,-1.54196,94.0748,945.745722393,1.5337991045,392.370739103,0.00728298,1.53465796912,106.615,311.7813662,1445.19391883,0.0356419690979,1212,127.072140865
1213,18.1476447292,202.7118555,0.99968,593.406741835,1.53475,1.53362,210.832372137,-1.54268,94.0958,343.108357297,1.53371397061,172.032626444,0.00791061,1.53437881342,106.642,213.175569336,1456.2645497,0.0355374641738,1213,108.12912416
1214,28.8340847384,103.853361032,0.999702,296.46690272,1.53691,1.53561,204.686580633,-1.54503,94.1096,181.968329649,1.53565599618,-62.2173140051,0.00728764,1.53648245864,106.699,105.776624799,360.881381347,0.0354663630957,1214,66.0117895948
1215,1.332529407,148.639686472,0.999481,386.810571574,1.53762,1.53623,161.832695996,-1.54453,94.1218,204.862306647,1.53609816975,-68.4049875903,0.00705216,1.53694065717,106.766,201.153580119,768.537471284,0.0352857261857,1215,56.6851115143
1216,-59.4974753742,182.222802833,0.999362,513.987074617,1.53991,1.53855,86.3881780029,-1.54729,94.149,542.703635395,1.538585892,457.839961187,0.00666365,1.53934138374,106.814,35.0794468795,636.459146136,0.0344892945111,1216,147.394833823
1217,45.3132578149,239.803848714,0.999533,560.100468708,1.54205,1.54074,343.647342134,-1.54965,94.1596,723.949048566,1.54070185959,51.9288155036,0.00639421,1.5416738151,106.848,395.213934155,1448.91532898,0.0339489705386,1217,129.47938011
1218,17.8016796276,170.69074943,0.999278,523.757277759,1.53542,1.5342,202.729175454,-1.54292,94.1695,621.860102348,1.53423629721,550.149974151,0.00704326,1.5349760055,106.913,41.4396595181,774.181988191,0.0347150817837,1218,143.250636836
1219,49.5504674046,282.375509645,0.999618,720.560645549,1.53899,1.53754,302.41960372,-1.54666,94.2112,530.031658134,1.53759781693,54.1800784675,0.00778655,1.53849620773,106.926,300.264487346,1410.37247208,0.0357910021906,1219,143.691088784
1220,26.1815169956,135.71236552,0.999439,365.893390719,1.53534,1.5338,128.49003599,-1.54285,94.2021,446.601255772,1.53367605951,285.55503049,0.00628398,1.53461036871,106.942,107.843215637,912.389787127,0.0343560149525,1220,116.33794671
1221,-0.2286612084,245.701975513,0.999439,668.659388272,1.53742,1.53605,383.38984434,-1.54638,94.2314,204.706290142,1.53612053441,91.1411793971,0.00744198,1.53706814947,107.022,239.634632115,1135.31262031,0.0354098281142,1221,73.4369765228
1222,6.38880108238,113.462665943,0.999349,325.61562898,1.53558,1.53426,135.362488139,-1.54378,94.2501,321.154412427,1.53434502751,73.4359331527,0.00803494,1.53513642084,107.134,388.504713456,1093.72652411,0.035503553712,1222,74.42531873
1223,20.0615254557,189.210527461,0.999145,560.595859405,1.53416,1.53301,146.920017962,-1.54352,94.2422,93.2750289108,1.53287162794,21.5971863207,0.00686032,1.53355327848,107.147,94.2076430947,419.347258056,0.0342239017157,1223,52.5275975986
1224,39.3438647725,227.166884791,0.999188,574.2376837,1.53852,1.53703,181.490461617,-1.54482,94.2789,664.199132534,1.53716177369,312.667102701,0.00707183,1.53804262661,107.12,185.889319474,1337.57474186,0.034284574634,1224,162.513956859
1225,79.6833361801,186.511169359,0.999266,658.505367093,1.5376,1.53629,358.812644948,-1.54528,94.2824,621.214432934,1.53630969163,228.855178387,0.00733245,1.53719093473,107.168,160.268205614,967.827369987,0.0345040839892,1225,139.03769431
1226,31.7006798067,227.703627571,0.999246,672.15154498,1.53476,1.53336,229.987490379,-1.54267,94.3027,552.1926359,1.53330939434,234.076040153,0.0071412,1.5342935965,107.183,218.060961018,1367.45967067,0.0346133694408,1226,154.25370184
1227,22.7963340927,199.723368389,0.998852,596.724193238,1.54019,1.53887,211.705591129,-1.54675,94.3184,605.921149206,1.53874761008,363.026337195,0.00615674,1.53965268952,107.266,159.106830229,1063.15213757,0.0338475581654,1227,173.868550325
1228,97.8183337202,135.100513109,0.998981,498.846640316,1.53675,1.53563,333.211509761,-1.54404,94.3456,671.115831227,1.53571433535,323.808947384,0.00644944,1.53641295106,107.353,257.727348425,1426.35726503,0.0339639124672,1228,168.708058348
1229,37.2820532573,221.602364547,0.999064,555.469982068,1.52977,1.52807,329.651255398,-1.53727,94.3432,516.493032435,1.52802019918,451.971966411,0.00738011,1.52910114744,107.457,29.2019346033,574.192631923,0.0351523708726,1229,170.009107582
1230,40.8296306997,135.651751607,0.99927,455.785536845,1.53947,1.53815,285.603947311,-1.54673,94.3625,593.457891348,1.53832642703,192.880274156,0.00781103,1.5391359248,107.499,198.935748168,1064.38049594,0.0346426841854,1230,169.805481202
1231,179.068182638,181.177154811,0.998975,654.394759038,1.53538,1.53418,431.762399203,-1.54323,94.3782,669.823684552,1.53403329889,423.526499855,0.00810974,1.53483147151,107.503,156.392542086,1249.36373122,0.034952458264,1231,178.568741476
1232,437.732592741,202.24796128,0.999727,933.562853608,1.53695,1.53593,601.730173491,-1.54502,94.3835,903.718038677,1.53600673397,633.287190876,0.0062468,1.53662087816,107.542,308.705439403,1410.52395738,0.0327239629866,1232,176.532168322
1233,7.78373695112,261.027402114,0.999204,709.583858841,1.53439,1.53337,294.110515648,-1.54064,94.418,548.889903195,1.53335454375,297.417256066,0.00742669,1.53390269975,107.617,182.675500201,1093.0154235,0.0345040035285,1233,160.339866903
1234,7.16128169459,294.766142955,0.999171,735.355190202,1.53075,1.52969,295.138389315,-1.53795,94.4275,384.364619306,1.52970206297,219.604102063,0.00723374,1.53028266479,107.689,113.475229647,761.08804676,0.0344496004501,1234,126.435796454
1235,273.95971732,88.5655396066,0.998977,532.229252403,1.52964,1.52844,396.095385708,-1.53788,94.435,325.249963924,1.52853881738,66.5822965265,0.00688974,1.52923830468,107.732,213.783877663,802.999664932,0.0340979371494,1235,96.9975537311
1236,52.7913562286,36.5863661067,0.999466,142.408666663,1.53698,1.53567,97.5039299506,-1.54632,94.4603,154.050382015,1.53555838616,-22.8677470143,0.00710766,1.53652732172,107.719,159.755769889,505.783484771,0.0345045422834,1236,65.8848960808
1237,222.03343118,65.9569774799,0.999518,423.817793526,1.53159,1.53051,315.987168494,-1.54012,94.4817,288.136711107,1.53048325014,73.2307324599,0.00774627,1.5311797623,107.767,94.4873882452,644.761617604,0.0349726051158,1237,116.165831842
1238,8.66786171155,205.741513911,0.999425,484.101805297,1.53575,1.53455,188.14677932,-1.54417,94.5135,305.030983099,1.5347507685,231.679552054,0.00676304,1.53551756805,107.785,81.299481373,667.522509152,0.0335662258602,1238,117.636182248
1239,60.379251636,148.774167499,0.999675,462.88373903,1.53558,1.53422,316.480556851,-1.54412,94.5392,231.26009295,1.53413488192,207.996600671,0.00655467,1.53510749463,107.805,11.0776424683,268.435976133,0.0336876674334,1239,112.384225593
1240,15.6056211953,148.547246585,0.999328,447.673192675,1.53574,1.53439,164.999158404,-1.54405,94.5634,322.89661703,1.53448148756,6.75006990544,0.00789971,1.53521451714,107.858,127.136467839,519.530373258,0.0364652402006,1240,106.355244209
1241,34.9468029914,179.34692606,0.999686,479.43267763,1.53937,1.53834,207.499554163,-1.54729,94.6063,438.282668617,1.5384656438,77.7059702316,0.00670793,1.53913381096,107.962,109.13984671,771.34906734,0.0337863153534,1241,151.959530218
1242,4.63494478037,205.670335524,0.999864,586.066280274,1.53755,1.53631,164.966858118,-1.54452,94.6304,907.663044565,1.53634061485,459.004847037,0.00656165,1.53714066361,107.991,265.591756383,1142.71393525,0.03383826381,1242,151.896777336
1243,22.9696807695,228.090057986,0.999911,572.590805127,1.53662,1.53534,262.603787515,-1.54428,94.6243,906.888425557,1.53542514318,479.152432929,0.00745192,1.53639378747,108.017,283.010809938,1228.81526916,0.0351454078327,1243,156.664697312
1244,19.0648949402,164.850718767,0.999929,488.811031174,1.54346,1.54197,158.180766624,-1.54983,94.6619,1025.00700924,1.54190062996,564.530346112,0.00732069,1.54296147081,108.053,245.498528327,1286.13306974,0.0352285324267,1244,147.955371728
1245,31.6913183112,252.73883274,0.998334,724.500225378,1.53624,1.53468,295.271022663,-1.54488,94.6616,1207.15711699,1.53469303165,1174.19592753,0.0061386,1.53573269584,108.056,12.176774696,1220.12313977,0.0340410412928,1245,107.106949057
1246,251.327630441,0.0,0.999352,251.327630441,1.53883,1.53765,251.327630441,-1.547,94.6561,1191.76254348,1.5376293945,1147.47913602,0.00858009,1.53840030947,108.045,16.1282218605,1208.52089866,0.0364650604867,1246,108.953393189
1247,482.050656178,236.020389783,0.999891,988.289489949,1.53532,1.53398,654.570243896,-1.5434,94.6823,553.655948792,1.53402185237,50.560004209,0.00642483,1.53477349386,108.009,509.841240522,1183.81356652,0.0336681620508,1247,93.7836898091
1248,13.4664633469,260.861903101,0.999211,678.189517356,1.5382,1.53706,316.340812208,-1.54616,94.7153,914.214535835,1.53708656397,253.503354627,0.00684241,1.53777118292,108.027,370.571609075,1633.25979686,0.0335286140623,1248,156.160740039
1249,425.013119769,63.2842732416,0.999939,551.581666253,1.53752,1.53628,488.297393011,-1.54681,94.7323,1005.41174479,1.53625430317,249.398248646,0.00793758,1.53695330314,108.092,269.036854017,1268.36100852,0.0355077139945,1249,144.535960525
1250,9.86608359641,229.231062677,0.999406,832.170873821,1.54012,1.53893,159.849228659,-1.5486,94.7467,599.20818459,1.53893969263,297.97007309,0.00673968,1.53955824469,108.124,149.930999511,1206.68523285,0.0336182297724,1250,164.803675228
1251,11.8957691343,114.429337725,0.999574,318.674872746,1.53974,1.53829,133.514399891,-1.54728,94.773,59.6095755788,1.53831775139,32.9143465678,0.00784389,1.53927573296,108.15,30.5207553161,174.362231084,0.035215659931,1251,39.976397808
1252,11.1096078628,275.543268593,0.999805,854.380340643,1.53841,1.53711,236.905062843,-1.54788,94.813,907.441650338,1.53708370606,74.8252697716,0.00656889,1.53797969001,108.165,362.616635513,1174.52158323,0.034298739533,1252,131.304936454
1253,49.4915241243,323.661421622,0.999506,755.993870862,1.54045,1.53928,298.90198248,-1.54854,94.8446,767.355895541,1.53925341602,213.350773584,0.00751716,1.5398977288,108.15,364.207800503,1405.50742529,0.0347586695567,1253,135.641636619
1254,56.7396952231,171.410406272,0.998922,482.117614857,1.54101,1.53965,243.393233015,-1.54997,94.8309,949.870072248,1.53966166794,2.5849463993,0.00826895,1.5403371352,108.186,320.370701129,1199.43379731,0.0361660042403,1254,73.8987650179
1255,-10.1183071735,156.653467891,0.999101,414.122738583,1.53953,1.53852,168.328722441,-1.54758,94.8689,600.020289277,1.5386141388,-276.087068672,0.00712057,1.53914487515,108.216,422.827399887,1115.90061192,0.0343540719864,1255,89.0357706625
1256,-6.66219297288,156.516036587,0.999094,380.062065329,1.54024,1.53921,113.75851448,-1.54793,94.8944,653.906030385,1.53901732743,353.510830554,0.00743954,1.53964565573,108.23,208.089701152,965.409352374,0.0343425438456,1256,115.813202411
1257,352.143125191,136.270946119,0.999182,727.865188858,1.5388,1.53757,540.667808519,-1.54751,94.8869,364.549671338,1.53779187318,135.950813393,0.00709784,1.53852142222,108.271,268.41694455,1112.29139952,0.0341433741833,1257,104.371429942
1258,-52.6524984884,210.514216758,0.998944,522.852420956,1.53761,1.53646,201.462990458,-1.5457,94.9143,287.941321545,1.53640955478,-10.5618174484,0.00726239,1.53708909624,108.338,167.030510975,689.880718317,0.0339873434398,1258,95.9339226054
1259,319.71872832,81.1663091837,0.99894,529.566308464,1.54398,1.54314,443.622284544,-1.55219,94.9429,343.481681029,1.54312614028,-22.3104577169,0.00639197,1.54365089408,108.369,297.284529852,936.863406101,0.0328866147399,1259,73.9784146568
1260,-50.7449012997,200.074801524,0.999462,517.141944861,1.54417,1.54328,87.0841209566,-1.55299,94.9545,-16.343645908,1.54316130305,-18.8970016384,0.00639465,1.54360024283,108.455,0.890146226205,-14.034678148,0.033498848104,1260,-12.0486714882
1261,-10.1302595618,234.060892319,0.999206,539.488753713,1.54555,1.54454,173.025856186,-1.55211,95.001,627.907018989,1.54458490233,324.294234266,0.00716919,1.54525891286,108.426,150.223293659,1067.14970381,0.0334039385939,1261,180.493603967
1262,40.6492962905,199.935424992,0.998898,503.67650198,1.53848,1.53717,238.788406957,-1.5463,95.0444,654.228787301,1.53705213248,527.041596132,0.0070289,1.53782126471,108.405,77.4647432283,871.755234715,0.0339023976526,1262,165.365655935
1263,7.31088851439,226.709299658,0.998249,662.808585083,1.53502,1.53415,222.191979069,-1.54244,95.0607,575.736342337,1.53430415501,167.060410279,0.0062782,1.53499569021,108.434,124.808729123,749.421297073,0.0326824658718,1263,166.585654877
1264,0.254858295184,114.036864696,0.999649,344.919870145,1.54318,1.54179,120.255144654,-1.54998,95.0748,571.698829048,1.54171406656,393.403714142,0.00733013,1.5426642844,108.478,163.721806146,1382.20297424,0.0337071625004,1264,171.610458397
1265,35.7441408943,190.891702339,0.999556,488.143334492,1.54208,1.54066,269.882101143,-1.54924,95.0774,523.28347036,1.54052761075,400.642805933,0.00644038,1.54149580759,108.519,136.732715385,914.322447801,0.03326827136,1265,174.682885172
1266,14.9378856537,195.219813031,0.999565,515.766241361,1.53607,1.53406,268.13523671,-1.54313,95.1139,520.657063284,1.53418066371,378.160305767,0.00708051,1.53550113981,108.594,210.236558754,1484.93531576,0.0342267742058,1266,179.670860036
1267,12.9306877197,209.066649381,0.999762,532.916791678,1.53339,1.53179,234.581092727,-1.5411,95.1281,876.472483854,1.5317235986,467.821236425,0.00652579,1.53292935082,108.624,290.771214106,1473.49576909,0.0334392999589,1267,195.121909728
1268,18.1776936467,367.186855881,0.999001,928.73235886,1.53459,1.53297,321.554895848,-1.5429,95.1471,441.428872803,1.53306735709,366.595918008,0.00721752,1.53419103548,108.689,32.4373077067,497.906416071,0.0348000137091,1268,174.409253063
1269,31.9985046206,241.592769749,0.999386,759.057178935,1.536,1.53435,457.366240925,-1.54344,95.1702,465.61845784,1.53439921474,392.904534734,0.00689842,1.53568361495,108.718,68.7475362846,767.14234852,0.0341184400891,1269,173.68401865
1270,-7.51662923178,155.525876446,0.998984,427.897281521,1.53984,1.53828,159.199270189,-1.548,95.18,375.906558976,1.53814122935,266.051947879,0.0062003,1.53936121023,108.78,117.060025372,769.828490127,0.0332239266524,1270,138.123964048
1271,12.479610798,228.360260819,0.999272,611.92806738,1.54467,1.54318,318.6472032,-1.55341,95.2012,368.134323679,1.54329756037,314.473223293,0.00680008,1.5442063374,108.812,46.5632354878,511.507009572,0.0336512919647,1271,149.106136289
1272,99.3520332585,145.011479668,0.999225,549.229593372,1.54165,1.5401,398.880974788,-1.54997,95.2216,715.446047939,1.54017671229,339.938612452,0.00586302,1.54140686996,108.813,270.877698454,1336.3188073,0.0330286040708,1272,146.920027618
1273,1.05854097588,186.090894765,0.99942,458.069930429,1.53981,1.53826,173.811566562,-1.54812,95.2343,299.287812729,1.53817390785,257.406782627,0.00714009,1.53923704859,108.815,26.8696956294,359.901195937,0.0344487486896,1273,128.383152333
1274,8.45050622533,158.991658286,0.998581,465.63732979,1.54405,1.54273,283.429676322,-1.55367,95.2669,293.095910509,1.54262415198,16.0103508461,0.00721521,1.5435673791,108.842,155.626121121,675.016297023,0.0341811745071,1274,97.7311420606
1275,181.491190588,154.975934339,0.99941,652.33752798,1.54294,1.54171,368.962429123,-1.55331,95.2742,392.728620341,1.54183396788,172.95062417,0.00650832,1.54266302835,108.853,127.060471857,930.601219645,0.0335213722681,1275,120.783418108
1276,46.2955412995,212.234375246,0.999533,663.295944265,1.55236,1.55102,275.184253884,-1.56139,95.2906,442.402330525,1.5509517731,328.999661227,0.00679831,1.5518868934,108.879,59.9345473832,619.106895961,0.0333387787237,1276,165.957605477
1277,79.646453539,157.245719011,0.999543,516.637676029,1.54853,1.5474,295.400151231,-1.55783,95.3105,415.420908028,1.54745260937,395.074166785,0.00731042,1.54825833672,108.896,15.2794216221,481.467097758,0.0342535247006,1277,169.71223926
1278,19.5017204611,186.102413606,0.999625,494.856195661,1.55404,1.55273,244.18779446,-1.56293,95.3309,75.7440893699,1.55278404292,32.4617112654,0.0081158,1.5537959683,108.96,113.07891082,643.118965509,0.0352768942394,1278,41.7371009611
1279,42.1972570237,101.766423354,0.998933,339.753314219,1.55168,1.55035,187.490515539,-1.56024,95.3588,296.387148058,1.5502879944,217.546864439,0.00796299,1.55124203943,108.972,34.7292045501,368.333600428,0.0354085198102,1279,128.752187971
1280,4.76149265149,134.510484494,0.997738,374.227866378,1.5514,1.55007,234.876213003,-1.56131,95.3669,453.040418437,1.55009058304,99.7108378014,0.00712534,1.55101124972,108.99,297.913143008,1156.03096883,0.0342072752197,1280,108.610340384
1281,5.82666245168,135.201651402,0.998814,403.486145583,1.55718,1.55592,264.480985457,-1.56578,95.4146,330.513533574,1.5558088366,138.768895665,0.00711578,1.55668417243,109.03,118.617599389,607.842333493,0.0341040354385,1281,119.491562345
1282,-6.8817475838,149.228569608,0.9982,383.774285387,1.55254,1.55137,192.512341999,-1.56155,95.4692,1371.22233985,1.55135485696,383.013045524,0.0083923,1.55201146345,109.06,583.600594476,1971.71594493,0.0356043580576,1282,151.052989923
1283,1.56044401649,238.692774584,0.99898,762.838603572,1.55179,1.5505,163.669666408,-1.56009,95.4534,904.997418605,1.55058207121,472.037895208,0.00778735,1.55135760589,109.102,340.466399102,1492.4583371,0.0345304584769,1283,164.284903636
1284,4.23607357616,147.31899715,0.998944,407.825819449,1.55344,1.5523,171.706122394,-1.56172,95.491,342.148919009,1.55234602273,144.642836202,0.00689218,1.55308886878,109.132,184.563025943,1080.67676054,0.0332829876821,1284,117.176281852
1285,207.592842563,40.110137989,0.998806,322.718899699,1.55968,1.55881,257.923030343,-1.5665,95.5096,329.950256078,1.55879253504,91.7539223672,0.00711472,1.5593952954,109.172,173.548239316,1057.72934998,0.0332578014377,1285,118.602905555
1286,191.710038507,121.327654561,0.999114,535.606474413,1.54927,1.54829,325.854409852,-1.5568,95.5256,800.253393527,1.54827812168,238.04199665,0.00656953,1.54885141824,109.257,395.340496836,1618.23378705,0.0326272247961,1286,146.767158728
1287,9.70091214453,191.744895632,0.995296,546.734054812,1.54975,1.54858,282.455184182,-1.55763,95.5386,1114.38734009,1.54856016171,1076.13389141,0.00710269,1.54933627105,109.259,35.9661029788,1179.43499159,0.0331976311524,1287,145.196038538
1288,6.59558812683,268.518377021,0.999037,726.123751236,1.55254,1.55163,200.191023572,-1.55917,95.5525,452.093215584,1.55167739551,242.310196128,0.0068938,1.55230277973,109.304,200.004051707,1074.7381217,0.0330844793248,1288,136.38420207
1289,259.273111908,90.3985261666,0.999066,498.145365965,1.55164,1.55072,370.108779342,-1.55966,95.591,1045.11626579,1.55072369983,471.867215189,0.00796914,1.55133461711,109.37,240.550805707,1439.14810027,0.0341520889296,1289,155.418072542
1290,7.99425185108,153.779422889,0.999388,411.191338711,1.55402,1.55308,196.70098755,-1.56183,95.6197,1011.25559741,1.55312819792,586.333729897,0.00666985,1.55365983958,109.391,265.321463502,1451.38532764,0.0326853829083,1290,168.201531001
1291,1.87637236601,79.5031149969,0.998425,311.907805253,1.55241,1.55154,42.5266607015,-1.5598,95.6196,926.596093999,1.55147340959,228.037899776,0.00758196,1.55208928831,109.395,483.921621844,1474.80921329,0.0336429651504,1291,149.342817768
1292,45.5005525725,205.888401462,0.999136,545.761209931,1.54913,1.54803,333.94829023,-1.55823,95.6557,998.974644269,1.5481318609,258.884582322,0.00753617,1.54872725961,109.449,363.827292416,1282.74832741,0.0338834961474,1292,144.14312746
1293,244.09365212,350.485848002,0.998735,945.065348124,1.55542,1.55403,594.579500122,-1.5638,95.6624,928.116387564,1.55401342961,294.129243284,0.00644147,1.55502741749,109.475,324.868418969,1395.87209685,0.0325827276614,1293,140.146608161
1294,4.99169242288,152.971107455,0.999123,530.155350664,1.55184,1.55063,252.548224149,-1.5601,95.661,391.662933714,1.5506458269,283.186555499,0.00674408,1.55140443324,109.494,61.2900928446,618.385169782,0.0331577330179,1294,132.300536775
1295,-1.48431924077,144.176295144,0.999177,440.626479983,1.5512,1.54976,261.173293386,-1.55959,95.6637,392.714104864,1.54975188995,249.671382796,0.00689761,1.55066970723,109.54,155.320216406,1155.0338091,0.0331461707103,1295,145.054367497
1296,314.073927726,132.345949645,0.999395,617.939799444,1.55105,1.55011,445.201448132,-1.55985,95.6705,491.10159935,1.55009979717,352.154736031,0.00703312,1.55070265143,109.561,112.430693296,975.198751254,0.0329120845894,1296,163.929216028
1297,26.757682068,156.248501107,0.999038,450.321942482,1.55318,1.55209,148.908396526,-1.56127,95.6867,866.067017061,1.55211809914,358.000460364,0.00622592,1.55274240577,109.535,387.851307061,1317.37354554,0.032617996578,1297,169.377410403
1298,4.97314826553,211.392217385,0.998973,575.191200344,1.55357,1.55259,145.980959839,-1.56166,95.6766,692.645053284,1.55257832725,333.1526883,0.00616517,1.55326091724,109.597,300.002593192,1127.804855,0.0322145702675,1298,146.699781173
1299,26.1085898101,199.344054159,0.99946,590.864842216,1.55271,1.55164,395.734748673,-1.56149,95.6904,608.123660584,1.55154372928,361.134926345,0.00757468,1.55210592451,109.612,258.035513117,1451.12270117,0.0338735572626,1299,168.182728252
1300,188.009773983,103.018994152,0.999556,458.248453858,1.54994,1.54865,306.847455773,-1.559,95.7041,815.73077554,1.54872891872,74.4588431073,0.00746089,1.54961937258,109.613,265.643081113,1099.28072131,0.0344774972708,1300,118.088715776
1301,40.8936220186,229.668503144,0.999506,615.120046188,1.55689,1.55586,230.141324357,-1.56534,95.7256,884.078359866,1.55597004112,435.138289671,0.00749628,1.55660263796,109.61,303.167926395,1383.88286261,0.0347166574784,1301,126.302564837
1302,3.70037752026,134.247566636,0.999583,479.861330328,1.55585,1.55434,85.1371649697,-1.5638,95.7486,594.309805069,1.55440915871,46.225600836,0.00737185,1.55535431713,109.604,342.383884056,1127.15459103,0.0345248252337,1302,116.451306199
1303,21.5694286471,236.94412453,0.999639,658.210191333,1.55667,1.55566,193.983615063,-1.56468,95.7334,431.432468494,1.55556814198,47.7756485864,0.00636864,1.55617970595,109.646,272.15484929,1108.64234936,0.032714578113,1303,97.2996499094
1304,16.2535220851,81.6454821451,0.999826,308.787054444,1.55664,1.55541,78.3371075063,-1.56448,95.7549,157.305199449,1.55541532231,60.0157276324,0.00788062,1.55607901336,109.689,35.95478222,215.397344283,0.0354988714204,1304,85.7949596282
