Iteration,MinEsReturn,StdEsReturn,AverageAction,MaxEsReturn,AverageAbsQ,AverageQ,AverageEsReturn,AveragePolicySurr,QFunRegParamNorm,AverageReturn,AverageY,MinReturn,AverageQLoss,AverageAbsY,PolicyRegParamNorm,StdReturn,MaxReturn,AverageAbsQYDiff,Epoch,AverageDiscountedReturn
19,-45.231713658,14.6828924159,0.974542,10.0095577427,2.01037,1.99738,-17.2377867703,-2.3956,13.8713,-49.270461776,1.99822175256,-71.0371705745,0.0174295,2.00905908624,15.9552,11.7668775266,-17.2054297962,0.0919031431347,19,-23.2919880893
20,-70.0277343121,21.3211903731,0.952965,-6.66554631492,2.06693,2.05245,-36.6414463179,-2.40236,14.1759,-34.6933389763,2.05299388592,-87.579865951,0.0151599,2.06566463369,16.561,89.006059035,860.698262564,0.0862368202097,20,-19.433230533
21,-113.749282994,50.7106218806,0.940399,88.8167671507,2.09913,2.08386,-24.3747400099,-2.40286,14.5173,-57.459118918,2.08463416293,-128.58897814,0.0157877,2.09811841039,17.0238,17.9308149128,-16.1394507795,0.0861194228769,21,-24.720551935
22,-57.6357320804,20.014377631,0.932214,-1.21242253879,2.1424,2.1256,-28.8794004115,-2.45698,14.8844,-41.7305112037,2.12613570757,-82.3553990264,0.0157242,2.14103142805,17.4993,19.4283601264,-8.25891395805,0.0853112029152,22,-19.074574355
23,-49.0901909534,13.3259444607,0.921992,-5.84660842201,2.19461,2.17815,-24.3216762713,-2.5131,15.2786,-27.1332218782,2.17871118133,-63.9374987074,0.0157901,2.19386077147,18.2387,16.2619148473,-6.5306096641,0.0858124216153,23,-12.5600559812
24,-33.8980103106,9.30563048777,0.961604,0.36098816885,2.21668,2.19947,-18.7108037529,-2.55766,15.7531,-38.0691999357,2.2001123873,-74.4250844133,0.0163309,2.21590118575,18.7639,16.4501361752,-13.8365553347,0.0865684719854,24,-16.9308505687
25,-55.8324705094,17.7809921374,0.926131,-0.621742495535,2.2971,2.2807,-19.3648453829,-2.62345,16.1844,-19.1766314465,2.28144988195,-53.0696575184,0.0154819,2.29629294075,19.1994,9.24648852377,-7.33411940323,0.084199551184,25,-8.40794611888
26,-68.3987842131,17.1329372814,0.931044,1.95486036969,2.36956,2.3518,-20.2019427122,-2.67238,16.5973,-9.16240798834,2.35228348225,-36.4681009603,0.0156297,2.36872047648,19.6486,3.24820456673,-5.8886348518,0.0817068120463,26,-4.57454357821
27,-49.6732468113,13.9743108285,0.958983,-3.27617053619,2.40876,2.38869,-22.7866971695,-2.69568,17.0768,-16.0197976073,2.38953391166,-40.7201598126,0.0190631,2.40835776329,20.1628,7.89623470465,-3.42492996723,0.0874681792404,27,-7.48322325402
28,-72.637537626,19.2206419582,0.954944,-3.9022528222,2.40976,2.38807,-26.6972087692,-2.6917,17.4738,-20.770262336,2.38852233564,-45.8603729643,0.0182368,2.40858182018,20.7094,10.0936678483,-5.07262066596,0.0855277959164,28,-10.2607187998
29,-54.8966169839,14.6084162266,0.938683,-4.53515733979,2.43284,2.41138,-25.3285933533,-2.69937,17.867,-38.6207566196,2.41180369763,-78.4512552311,0.0167811,2.43175993383,21.4005,15.2423541913,-12.60505932,0.0830201999321,29,-15.8641434458
30,-99.6731286072,29.0599751853,0.927367,0.93743871547,2.44739,2.42493,-23.5491559251,-2.69766,18.3228,-38.6918303351,2.42568261744,-90.2940884487,0.0191735,2.44647687978,22.0876,17.8954964673,-8.62507516799,0.0868116345743,30,-16.2580713006
31,-71.8628815159,19.607042211,0.934,-2.83036105589,2.4628,2.4413,-22.6211978407,-2.70759,18.7556,-11.1241156383,2.44199546631,-44.1222997948,0.0185259,2.46155817033,22.6566,7.90639039854,-1.74267716309,0.0864483676252,31,-6.56903271937
32,-53.6557567691,18.4553862727,0.943185,-1.34522502806,2.45953,2.44022,-23.677385366,-2.69354,19.1469,-21.1082097574,2.44101914212,-57.507186105,0.0209957,2.45825781448,23.1791,14.2689459513,-1.20397631426,0.0897415591422,32,-8.97935564943
33,-63.5524061642,16.4346727143,0.921324,-5.19426308781,2.45618,2.43558,-22.4753795135,-2.68289,19.5336,-12.1117792402,2.43636651147,-81.1130650643,0.0192552,2.45508833871,23.6087,13.0979501327,-1.6559578252,0.0894069338843,33,-5.52105915823
34,-47.4797274789,15.4105768743,0.911057,0.186003116699,2.47298,2.45149,-17.0821024009,-2.69061,19.9538,266.05931101,2.45197203577,-70.2554654321,0.0199914,2.47151930365,23.9416,402.228238374,978.307225235,0.0875004206178,34,36.0684877382
35,-41.2745679358,10.9935941474,0.942017,-2.76672090721,2.45968,2.43932,-11.5735349921,-2.66858,20.3027,-11.823872973,2.4396903052,-66.1526768886,0.0189582,2.45791202827,24.2766,12.0863942244,1.02755540587,0.0902039869236,35,-6.60130198521
36,-15.1261136787,27.0076257496,0.944271,74.844127755,2.45695,2.43739,3.63783272528,-2.66302,20.7259,-7.5141286552,2.4379759889,-15.4979534498,0.0215974,2.45542977176,24.5476,3.02756268814,-0.657224053065,0.0913918646828,36,-7.15648509295
37,-33.3942170161,6.55572296627,0.941631,-0.583038779925,2.45423,2.43683,-10.0499846165,-2.65909,21.0749,-9.28113175259,2.43727691426,-14.9714992866,0.0215161,2.45250587691,24.843,2.82204100581,-2.64895857906,0.0913124865947,37,-8.37547375492
38,-17.7478828792,131.110562844,0.940725,497.737348917,2.43872,2.42378,25.3361435921,-2.64777,21.4627,-67.6516851041,2.4242781094,-252.008770476,0.0259435,2.43737976981,25.1367,59.0437791908,116.668526099,0.0948868672725,38,-14.5657022753
39,-95.3883651179,78.9324457287,0.933888,276.831050929,2.4675,2.45432,5.98687697802,-2.67284,21.8016,-54.8101278235,2.45500173825,-285.606645716,0.0232488,2.46633035818,25.4564,82.5088366272,268.244507436,0.0952834944456,39,-8.64877453813
40,-50.9694380266,109.079565067,0.931822,335.193035858,2.47855,2.46573,13.0510127881,-2.67653,22.1311,-19.8216405261,2.46627381732,-252.084235955,0.0242599,2.47707347232,25.8906,29.285828561,66.1111395552,0.0977406512503,40,-8.41275830817
41,-64.2561560678,33.8443803565,0.94595,93.0046509039,2.47854,2.4648,-6.95255912221,-2.6853,22.4457,-26.7462300793,2.46532836775,-168.557573651,0.0245565,2.4768298353,26.2436,56.6888196642,379.490262052,0.0990271310001,41,-10.596470633
42,-41.2754150612,20.1273177347,0.947444,26.5678906636,2.48463,2.47358,-10.9195520561,-2.69405,22.8273,-12.7731169378,2.47410933731,-205.36178262,0.0268185,2.48313971199,26.5629,109.852870845,907.206670002,0.101435062591,42,-2.23898843285
43,-69.742805986,64.787982684,0.948675,179.084759599,2.49187,2.48221,25.9339137156,-2.71267,23.1671,-23.6149080526,2.48280617257,-195.462840256,0.0286142,2.49047680749,26.9179,32.6130076742,28.5266368152,0.104343003777,43,0.161833327748
44,-5.1766631245,32.403628651,0.871112,126.267874142,2.51141,2.50165,22.6268143917,-2.72812,23.4494,673.128404704,2.50221170203,-177.286259647,0.0296707,2.50973892286,27.1584,419.535163326,1002.68588404,0.10658805367,44,64.2014943277
45,-30.738376206,53.1632094055,0.973823,145.072958101,2.54362,2.53497,47.7600686904,-2.76145,23.7717,120.873417295,2.53558609163,-82.5160658833,0.0336195,2.54204376129,27.3202,38.848471068,257.678938999,0.111270726186,45,77.7899524331
46,-22.3313792216,45.5205429724,0.957332,125.517743581,2.57461,2.56644,39.3732407052,-2.79122,24.0726,127.823559103,2.56726778051,-178.017230649,0.0378229,2.57327540119,27.5525,159.64507318,926.299862787,0.116456030697,46,75.7071682185
47,1.76620976542,58.8468633463,0.957143,178.560837614,2.59383,2.58545,91.2875203454,-2.8107,24.3892,151.133483601,2.5859845153,2.80832122019,0.0358847,2.59203155967,27.7494,127.823955425,905.649482035,0.116389204099,47,82.2677028813
48,-84.9196055715,113.173617218,0.949297,279.225845421,2.64501,2.63635,112.991740223,-2.86478,24.6832,110.772738039,2.6370608177,-42.767646542,0.0377484,2.64345143418,27.9667,81.8549601132,890.00036089,0.116833765696,48,71.3250135443
49,4.59930780438,131.605974468,0.964309,471.489325702,2.68791,2.67957,157.156469442,-2.91915,24.9824,114.520000133,2.68053545273,-120.507343163,0.0417549,2.68674765716,28.2221,85.6754084831,335.169591624,0.122235672688,49,72.4210333793
50,68.5744178802,50.7132411198,0.94593,218.132037114,2.7045,2.6937,142.140004795,-2.93046,25.2445,135.721563434,2.69449749813,96.3320564645,0.0443207,2.70289269021,28.4303,18.2925331086,184.312002583,0.119925163048,50,82.5701713033
51,6.64798548058,81.2358727706,0.984782,262.06246852,2.7437,2.73424,166.898525865,-2.97445,25.5349,151.888668012,2.73493610788,114.707897725,0.0523374,2.741947425,28.6366,31.589036732,194.166459261,0.127513589973,51,92.1744658678
52,6.53666383671,59.3883431361,0.980934,231.196754835,2.80092,2.7935,130.912995259,-3.02935,25.8164,85.9418059811,2.79425239446,81.883184715,0.0445886,2.799594278,28.8844,1.2270807507,88.6441355598,0.123200645404,52,59.0802582279
53,64.2476926369,53.1993599674,0.974008,218.029630526,2.85469,2.84727,137.070695085,-3.08665,26.0724,94.2116575044,2.84815699137,86.1049753776,0.0539324,2.85360439313,29.0614,5.84647537572,111.258283108,0.127523114332,53,64.4018987939
54,-22.2985202978,85.7713765125,0.975089,256.793280025,2.89882,2.89096,98.8449125721,-3.1269,26.3575,90.6542757007,2.89152444208,82.6554004169,0.0559082,2.89737013117,29.2881,5.83778131975,116.853505964,0.130787694065,54,61.3379999643
55,-4.97257245006,67.6094387383,0.940205,184.110681358,2.92224,2.91422,81.9723574291,-3.15574,26.6768,128.088081018,2.91508606424,88.8247670152,0.0546741,2.92133200722,29.5206,23.6022764474,228.996614419,0.131840211683,55,78.2382613961
56,47.6334060092,61.9777287728,0.948462,224.117886656,2.95825,2.95069,153.202164884,-3.18527,26.9525,123.097131013,2.95156819986,110.491477099,0.051623,2.95683733132,29.828,9.59785696551,187.915934889,0.131316401088,56,80.3870710362
57,63.0246725835,76.9194111127,0.942448,295.494089549,3.01304,3.00682,184.421876673,-3.24146,27.2732,162.533521741,3.00765031834,-42.5293991269,0.0620782,3.01179697812,30.1018,122.967280085,396.889920124,0.139721684863,57,78.2497518324
58,-3.67467946076,129.062249774,0.867253,322.589769483,3.0673,3.06064,124.704292179,-3.29836,27.5409,40.0209085477,3.06131586265,-26.3020453742,0.0519875,3.06550242059,30.3216,19.4651118701,69.2849628638,0.13429908828,58,43.1634525823
59,-1.21307435176,134.678342501,0.866041,350.331686685,3.07505,3.06863,83.0696580874,-3.29766,27.8415,302.946965098,3.06943573558,-55.9937632514,0.057538,3.07353945336,30.5617,349.032400449,912.907299659,0.136262682925,59,36.050007692
60,8.00058508657,64.1272885065,0.920767,195.515817994,3.12797,3.12167,80.6236261758,-3.33373,28.1248,198.815719431,3.12264777419,22.1305222258,0.0527552,3.12646189119,30.7866,69.7392524157,329.423166418,0.137307388708,60,86.4970934824
61,-46.9239294489,74.3243890169,0.856734,175.378244457,3.13775,3.13152,78.3849873885,-3.35828,28.3718,314.701610261,3.13205024158,102.074872175,0.0538567,3.13593312655,30.9717,132.163746503,863.790089371,0.134607873427,61,88.2691612606
62,51.0044560404,81.3827143106,0.801274,311.781328809,3.17722,3.17086,137.128898522,-3.39595,28.6799,160.306280701,3.17187297757,126.917844665,0.0508937,3.17571214255,31.1495,41.0052130822,326.628349258,0.13401031457,62,73.9062634762
63,-3.92464286946,67.6187758652,0.8213,169.405301998,3.20696,3.20047,77.3794582199,-3.42603,28.9371,95.671136763,3.20112751708,-211.219780589,0.0531674,3.20533054712,31.3174,128.159965709,352.048236506,0.134293514939,63,64.5182168731
64,135.951137191,62.808196885,0.797935,353.45557221,3.25874,3.25194,181.314737443,-3.46674,29.1961,211.1208505,3.25254451255,-151.840398731,0.0607929,3.25689892558,31.5116,207.327355267,624.605532399,0.138437952864,64,67.5322401116
65,-28.0334483799,64.0225205019,0.790145,172.137872806,3.27688,3.26964,63.7406064938,-3.48497,29.4709,366.207751814,3.27020531606,243.38323844,0.0511411,3.27512106838,31.7225,91.7466130436,701.756708242,0.133544328251,65,92.7554756354
66,8.42144826615,136.029403151,0.836915,404.955715278,3.28487,3.27781,211.541429998,-3.49012,29.7668,931.580586611,3.27827565598,926.211648369,0.0570356,3.28276423966,31.9533,6.1281403808,943.697415449,0.135338119003,66,61.2025559226
67,20.4378724776,164.311928349,0.889766,473.331011609,3.33987,3.33392,281.966420912,-3.54542,30.0123,55.4689169589,3.33512966794,-341.907073131,0.0571004,3.33860490532,32.1892,131.559329575,374.696198434,0.13601452232,67,32.8889675922
68,28.8824319525,76.0618628318,0.900677,251.274504687,3.35261,3.34666,171.257455211,-3.55465,30.3069,105.152492269,3.34705534719,-167.549027087,0.0539123,3.35093717676,32.436,65.6003730867,214.808760369,0.133067277447,68,72.3943805944
69,-114.854452242,182.501575917,0.899533,454.016987675,3.36405,3.35798,72.4392054874,-3.56391,30.52,56.3990241506,3.35879888265,-270.826720259,0.0517918,3.36296503865,32.6754,139.808118282,316.444814339,0.131857997224,69,54.3003511543
70,-20.875835954,103.21858176,0.875237,287.610245476,3.39705,3.3916,124.008261554,-3.59838,30.7762,263.476904862,3.39245360113,-8.82947342104,0.0572785,3.39596702673,32.8963,94.4685847039,467.525945079,0.135178968611,70,113.23385388
71,89.8029973082,87.5376062075,0.915338,358.559834082,3.42088,3.4149,172.81796385,-3.62284,31.0137,55.8566148319,3.41529878181,-431.394051053,0.052773,3.41934516217,33.1508,135.201500927,252.273276887,0.132965238509,71,50.6649218396
72,-76.9494345922,84.6650310258,0.923693,213.677089132,3.44275,3.43565,104.199884233,-3.63588,31.2535,-51.3785178498,3.43647092549,-387.579276136,0.0536557,3.44131083632,33.4139,152.02278197,385.511824753,0.131866234886,72,16.3794063931
73,-14.9893276597,113.332068478,0.929229,346.184549953,3.46651,3.45875,116.779591133,-3.65788,31.5319,136.901451966,3.45947976581,-41.0613430168,0.0595383,3.46484439834,33.6011,50.2214284512,315.271464185,0.141718276868,73,78.8154139042
74,-100.205095167,106.913145397,0.937475,259.314164787,3.45893,3.45038,90.6087763192,-3.64485,31.7574,135.060036791,3.45089720344,-32.5373191263,0.0544338,3.45703966551,33.8361,51.3652383452,275.435621239,0.136066329499,74,76.7209759236
75,-6.10649191042,79.4306624751,0.916544,226.840131118,3.48545,3.47607,68.8103350688,-3.66318,32.0342,-55.97155439,3.47672679869,-322.25291781,0.0595901,3.48403417274,34.0396,54.3914339058,28.8182031644,0.136101261569,75,-9.54570500998
76,-64.7624163156,97.3545892566,0.927836,224.541682484,3.48921,3.47936,53.3895073596,-3.67036,32.2217,183.875556487,3.47996111301,-157.109654895,0.0536278,3.48717777294,34.1897,87.830428783,353.371559867,0.136321866345,76,88.610096298
77,-48.2138491053,119.54033048,0.920758,316.595638659,3.50289,3.49299,48.7569758168,-3.67125,32.4834,33.3903760478,3.4936876372,-288.859556752,0.0613123,3.50090489416,34.3888,177.032920629,336.525599073,0.138137671401,77,49.8470442064
78,-45.1474719812,111.367683186,0.926348,307.176804491,3.51175,3.5017,99.1070240208,-3.67545,32.6923,109.727358836,3.50229037451,-148.190570113,0.0533975,3.50998280901,34.5772,134.869891869,571.358332633,0.132881067646,78,63.1970011374
79,-121.492714404,101.662076461,0.92279,196.641321652,3.5148,3.50597,75.9400970824,-3.67154,32.9539,133.186579843,3.5065765526,-188.116295583,0.0566798,3.51331474974,34.7663,135.874895834,837.647025186,0.13395732728,79,58.125018959
80,-16.0793153694,104.581783121,0.939924,288.499832999,3.50764,3.49825,87.8377078922,-3.66409,33.2154,113.330981581,3.49873880486,-104.203547373,0.05289,3.50560791768,35.0387,85.046067527,413.197547617,0.133849302684,80,65.3878401553
81,-43.2198502612,61.5226511664,0.926488,139.541026694,3.49961,3.49075,59.2403365079,-3.66113,33.4251,161.589540393,3.49134927534,-63.7913833357,0.0562696,3.49740643725,35.2666,76.0826588067,454.600719135,0.136313293733,81,85.9762610269
82,-87.25605144,118.523469207,0.927476,327.424874246,3.51301,3.50523,80.3478449121,-3.67547,33.6302,148.664541383,3.50616809545,-42.3740527524,0.0590003,3.51123138467,35.4354,104.096728735,938.556706998,0.137092007137,82,84.7781314589
83,-1.03549893304,47.6587644696,0.907686,170.588131156,3.50866,3.50007,85.2935065302,-3.66299,33.8497,181.030871831,3.50020835678,101.946220885,0.0555614,3.5063257053,35.6541,179.769218983,1039.96968177,0.136145550275,83,91.3205402
84,45.6861773167,49.0606418067,0.92469,178.401324126,3.50671,3.49778,102.578433528,-3.6575,34.0925,198.456629314,3.49830505595,-157.99356256,0.0531333,3.5048386343,35.8575,165.198325788,783.927281202,0.134693466977,84,90.5280910869
85,-1.15101393412,102.572138285,0.907473,247.090547216,3.49988,3.49213,91.5792052196,-3.65835,34.2881,159.461001809,3.49276843674,-357.389225189,0.0518404,3.49812969314,36.0307,149.695328486,894.39230048,0.136045585682,85,82.2982980586
86,1.43988147879,63.1426513485,0.940572,208.015558964,3.51443,3.50763,108.883865433,-3.66952,34.5107,123.006538569,3.50802072067,108.634871705,0.0549922,3.51276466436,36.1784,11.8071023246,214.141404749,0.136668286293,86,83.324371267
87,28.7655858385,109.279100594,0.932929,330.395310628,3.53311,3.52669,160.112864299,-3.68115,34.7094,116.640298871,3.52781090239,39.8000415131,0.0607925,3.53262144647,36.3144,40.9226192087,297.773736748,0.140960930106,87,75.8170245129
88,-37.4351738168,87.8697525572,0.922001,223.711584605,3.52706,3.52135,84.0509230612,-3.67915,34.9476,147.783289716,3.52169360613,-115.713655852,0.0556386,3.52520010939,36.4364,93.9669654557,342.547297092,0.136252038127,88,34.1127420796
89,-71.982211826,79.2979851306,0.930744,152.934348216,3.51155,3.50576,56.6246791974,-3.65348,35.1845,107.225432998,3.50651425217,93.7830197598,0.0581531,3.51006342733,36.5873,6.64814127808,140.548911535,0.137342762894,89,70.6475535952
90,-55.8948372563,47.6135004596,0.924219,100.655537235,3.5017,3.49582,63.9183891285,-3.64998,35.4064,85.7908078796,3.49629034572,71.5769429795,0.0557232,3.50038695824,36.7302,6.79571165255,114.467206087,0.137048122121,90,58.3873811225
91,-17.8817159336,58.5333569558,0.944236,156.739494978,3.49248,3.48529,63.7614830192,-3.63711,35.6012,75.9334255865,3.48553577098,-42.6109680878,0.0576185,3.49052001952,36.903,84.3963858174,318.885829786,0.138617803041,91,27.1326754727
92,24.4303273275,36.4601691678,0.940329,149.697970646,3.49392,3.4875,101.28257017,-3.6442,35.8166,120.819444155,3.48800047014,43.543602327,0.0561219,3.49274662952,37.0647,55.0638200759,360.873315449,0.137808429865,92,65.9795338204
93,-54.4627140064,105.952897902,0.915532,219.122283867,3.49629,3.49032,68.3194694031,-3.65068,35.9933,143.225338651,3.49065654534,-61.0770669723,0.0461529,3.4947998435,37.2301,63.0718213189,488.215389021,0.131496118395,93,70.2472333027
94,-11.8039892949,85.1399318735,0.908325,209.530589149,3.5077,3.50247,97.8002234005,-3.66005,36.218,78.8265125233,3.50293472653,-161.987591227,0.0506387,3.50694152231,37.3894,138.671391634,412.049826925,0.133311319285,94,34.9761112879
95,47.4285598185,63.5258760004,0.923676,205.482177534,3.51048,3.50462,117.697289646,-3.65682,36.4778,210.289168554,3.50507238814,102.19019522,0.0587957,3.50908594995,37.5717,76.7844372557,517.391442933,0.136299143704,95,95.2928144067
96,133.727041047,127.263883228,0.917541,460.266747746,3.50957,3.50375,246.007063217,-3.66167,36.6639,212.949953222,3.50426266121,-49.482033355,0.049445,3.50781302629,37.7113,152.73159344,626.781914182,0.133135365322,96,74.8406328186
97,-30.5914840488,73.3322019947,0.924136,174.639730415,3.51427,3.50865,34.1710824918,-3.6644,36.8486,35.2208417505,3.50900711877,-234.941342687,0.0530486,3.51281525636,37.8972,109.132041342,236.696692981,0.132589537199,97,39.46269248
98,89.0193249632,47.3672952827,0.918353,225.166465272,3.51673,3.51107,135.962696198,-3.66067,37.0483,66.3096527996,3.51147396384,-212.996995286,0.0584066,3.51536036566,38.0687,124.39477191,368.461560507,0.13363082563,98,48.303900195
99,-66.0967580035,125.117806096,0.926884,328.420270393,3.50502,3.49858,130.688512626,-3.65056,37.2684,128.076401974,3.49866779876,81.325531826,0.0554078,3.50278406657,38.217,46.7772382332,245.037092504,0.134849719888,99,73.8931360399
100,-142.03814562,177.916939149,0.914552,291.897231722,3.52485,3.51787,86.5725370402,-3.66875,37.4542,140.620433504,3.51835267043,-159.095529944,0.051691,3.52298560885,38.3987,113.998982382,416.349009039,0.13155149137,100,69.2492230685
101,-121.1786069,127.929600233,0.916146,253.069984371,3.53173,3.5254,91.6176969445,-3.67221,37.6287,198.857340857,3.52582347417,-72.8154745125,0.0489802,3.5301326997,38.5555,103.199903962,498.355196679,0.13178033048,101,97.671685865
102,71.1323066923,81.3232927829,0.892884,291.075417017,3.50848,3.50251,182.986242667,-3.63983,37.8159,227.701452114,3.50300322872,-81.8271537909,0.0498635,3.506934211,38.7577,156.232415825,771.944080711,0.131286841301,102,90.573271414
103,46.7202041734,118.829743599,0.923748,326.592248819,3.50944,3.5037,177.318768049,-3.65318,38.0151,213.132929082,3.50401773018,156.551450611,0.0490289,3.50771671661,38.915,45.6392823045,368.01994182,0.132486077117,103,115.145438356
104,84.3969217765,50.608189569,0.875064,220.020366784,3.50195,3.49644,148.490507278,-3.64263,38.2262,333.246836402,3.49700032734,32.2629797943,0.0549893,3.50044420832,39.0649,238.724319193,840.95152404,0.135070127227,104,79.1217773718
105,-0.300342906227,109.388853137,0.850543,335.730719869,3.51054,3.50514,130.769967279,-3.64945,38.4522,145.097313808,3.50550449979,9.77792789188,0.0545814,3.50884786133,39.2036,215.676122536,937.650523171,0.134844960911,105,50.8892856154
106,-1.27529849007,85.6667625866,0.910514,228.776392095,3.51621,3.51099,127.459172296,-3.65448,38.6589,180.698112738,3.51158054387,-67.8012336991,0.0540906,3.51484923912,39.366,149.774258286,486.098182299,0.134588606273,106,66.2428373602
107,65.7292270159,181.130539295,0.932462,501.156286149,3.49943,3.49385,258.858022555,-3.63605,38.8799,188.261481842,3.49422277956,21.2788754919,0.0549375,3.49824246575,39.5506,97.7002870342,691.237714934,0.134841297951,107,91.6306388687
108,79.39586761,61.4447935677,0.92738,316.450434765,3.49217,3.48725,185.257327031,-3.62218,39.0709,245.2816563,3.48776390037,118.955879797,0.0517436,3.49076348962,39.7216,70.1728661586,523.651471439,0.132590161656,108,95.2281616732
109,-18.2254219427,116.081719333,0.930317,336.545108905,3.47723,3.47154,160.702852998,-3.60369,39.2943,260.082726555,3.47192063084,-44.2412776147,0.0489024,3.47555045581,39.9033,100.200499102,562.377052337,0.129741358476,109,109.834601834
110,92.8464849215,131.133731284,0.935009,461.597965552,3.47582,3.47139,248.629060935,-3.6027,39.4692,96.8964634264,3.4719458804,-293.742586738,0.0442537,3.47442854998,40.1359,124.735203,390.656749159,0.127390927004,110,57.628593396
111,6.88047790658,95.8266867239,0.95324,289.822093908,3.45512,3.44902,162.008846593,-3.58087,39.643,214.165943005,3.4493527123,119.754008024,0.052608,3.45332469546,40.3398,79.0768615094,489.587194173,0.13058495861,111,106.601274752
112,82.8095194564,83.5824216417,0.948092,353.886232848,3.46204,3.45597,188.114849852,-3.59363,39.8654,153.412242041,3.45647191067,102.613097561,0.0531978,3.46063743355,40.5075,44.1202349045,294.793033958,0.130522006266,112,90.5350209707
113,-5.56919947219,98.6143775092,0.932983,285.947293874,3.46454,3.45812,117.304925036,-3.59499,40.0414,253.63080673,3.45848778145,-109.783862641,0.0521466,3.46242322169,40.6969,90.9768214445,450.512985728,0.131338086143,113,107.554613438
114,-2.50833172286,79.6461235868,0.948605,292.793998228,3.4528,3.4473,92.3731666019,-3.57862,40.2364,193.318097364,3.44777354671,47.5052919625,0.0460754,3.45123766161,40.8471,42.25097633,397.418247968,0.127651570108,114,103.892945005
115,-45.173105415,113.120336213,0.941073,316.703429612,3.42553,3.41904,82.6632260019,-3.54831,40.3969,177.237930332,3.41950196743,-102.818575015,0.0499504,3.42383610168,41.0306,88.017967296,487.378526168,0.127575274127,115,80.4132653642
116,-5.47193429921,64.4025228412,0.929668,195.618463305,3.40394,3.39718,104.033476463,-3.5259,40.5718,120.783372512,3.39754787105,-363.541461053,0.054399,3.40210080013,41.1972,137.419246235,449.068468303,0.131292061966,116,65.2741312807
117,235.240403221,100.785593229,0.932787,505.207398727,3.41,3.40214,342.628302775,-3.52274,40.7587,189.088357951,3.40216115491,-2.87862934704,0.0471989,3.40813974013,41.3878,78.142337077,525.668425246,0.127540392739,117,85.1496078592
118,-3.64231316037,92.3248827725,0.938052,240.354804268,3.40173,3.394,162.976624345,-3.51866,40.9275,163.950265557,3.3945539415,-64.0841893637,0.047438,3.40026262632,41.5569,73.3977781669,314.279991167,0.12668179177,118,71.5464005293
