MaxEsReturn,Epoch,AverageReturn,AverageQ,AverageEsReturn,AverageDiscountedReturn,QFunRegParamNorm,PolicyRegParamNorm,AverageAbsQ,MinReturn,MaxReturn,Iteration,StdReturn,AverageAbsQYDiff,AverageAction,AverageQLoss,AverageAbsY,AveragePolicySurr,AverageY,StdEsReturn,MinEsReturn
96.5357178429,357,93.3409335237,65.072,93.7502858553,46.6728499092,172.712,43.2466,65.072,93.3000487532,93.5631437564,357,0.0602785492239,0.379383386252,0.994682,2.65579,65.0726319045,-65.3633,65.0725912859,2.18136279509,89.0807252834
98.2626484529,358,93.3540811435,65.0312,93.4875143558,46.7322456439,172.824,43.2761,65.0312,93.3000202531,93.6367053053,358,0.067609586969,0.371224870382,0.994203,2.38829,65.0320047054,-65.3259,65.0319862513,2.40011557876,89.7330811237
95.099347557,359,93.3356665525,65.012,93.0431164665,46.6419795778,172.891,43.2774,65.012,93.3000428058,93.4732767386,359,0.0414488147883,0.366523716003,0.994677,2.10975,65.0130582701,-65.3167,65.0130276876,2.45713193731,87.1316126016
96.3736530643,360,93.3904654353,64.9774,93.7402033799,46.954028784,172.961,43.2997,64.9774,93.2178655528,93.5895571161,360,0.0741358509526,0.335961437646,0.994559,1.52352,64.9772465115,-65.2677,64.9772385194,1.1976951452,91.7449245721
96.2355773474,361,93.4131012316,65.1465,93.2305602551,47.0562184519,173.014,43.29,65.1465,93.3116309821,93.5896956405,361,0.0637125978402,0.348498579615,0.993727,1.9819,65.1474951555,-65.4455,65.1474621834,2.01802923941,90.5890885773
95.9527819342,362,93.3689238104,65.0099,93.2248106139,46.6673645913,173.1,43.3033,65.0099,93.3001024706,93.4662652312,362,0.0409441852809,0.332382207364,0.989713,1.58257,65.0100730129,-65.2988,65.0100568642,1.87086966896,90.3130151791
94.551313281,363,93.4205888352,65.028,93.1963399024,47.0880078055,173.184,43.3417,65.028,93.3084471935,93.5575657743,363,0.0566592110486,0.339708529032,0.993392,1.98426,65.0287439627,-65.3081,65.0287166764,1.42767264478,89.4435548224
95.4055234309,364,93.3333894487,64.9773,94.1433842934,46.5978992646,173.282,43.3706,64.9773,93.2131857909,93.4688405315,364,0.0453913666652,0.387107910511,0.993731,2.46966,64.9777875671,-65.273,64.9777654108,1.14932636038,90.7450512792
99.4882624736,365,93.3478413409,65.1971,93.4786860896,46.7140804549,173.376,43.3854,65.1971,93.3000146029,93.5871690352,365,0.0615720826932,0.351471982232,0.99474,2.35152,65.1981385393,-65.4872,65.198111071,2.59762844737,90.0171297091
94.6925566949,366,93.391474638,65.1178,92.9018594597,46.9411356329,173.457,43.4055,65.1178,93.3000187989,93.6240171856,366,0.0757661607919,0.329887365155,0.994011,1.74902,65.1178601847,-65.4163,65.1178420393,1.50672942646,90.3990010821
95.3424247673,367,93.3706426973,65.0807,92.4151583394,46.8428706664,173.579,43.3814,65.0807,93.3000143645,93.5796207746,367,0.0753209300303,0.335815013322,0.994667,1.83041,65.0814104282,-65.353,65.0813880598,2.10582387989,88.5353166462
98.8054071689,368,93.3431877065,65.0117,93.5046521081,46.6873327912,173.689,43.3917,65.0117,93.3000314699,93.5655919286,368,0.0559821709814,0.364147756983,0.994742,2.17037,65.012932634,-65.3017,65.0129113633,2.19844754921,90.5677167667
94.8159931865,369,93.3846404227,65.0466,93.1918630854,46.8903362265,173.788,43.4412,65.0466,93.0209081243,93.6761657605,369,0.156009184043,0.369149423429,0.993455,2.4013,65.0469501697,-65.3585,65.0469263715,1.67791231688,90.3630864315
96.4600511379,370,93.409457238,65.0897,93.5204378046,47.0631494258,173.891,43.4426,65.0897,93.3050591345,93.610504207,370,0.0615513325813,0.317150176623,0.994575,1.50088,65.0903027175,-65.3883,65.0902906566,1.92661669887,89.3626268872
98.5186906263,371,93.3874415344,65.1343,93.2288661808,46.9326286394,174.016,43.4381,65.1343,93.2182960259,93.587946177,371,0.0806807026058,0.322465474332,0.994419,1.66485,65.1348724769,-65.4193,65.134855073,2.46361198661,90.4741574008
94.9944592049,372,93.4133281372,65.1225,93.0629045484,47.0992342817,174.07,43.4629,65.1225,93.3059409691,93.6035775041,372,0.0559973513563,0.348623433565,0.995005,1.93257,65.1229047796,-65.4072,65.1228924481,1.70533275426,89.6782407655
97.8936578816,373,93.3820328653,65.332,93.1790117487,46.8975056463,174.188,43.4612,65.332,93.3003214942,93.5883228674,373,0.0747429461742,0.305594796693,0.994341,1.60469,65.3317990992,-65.6224,65.3317805686,2.36091197735,89.1914249895
97.28662197,374,93.4102620465,65.1376,92.6267163446,47.0608277668,174.326,43.4863,65.1376,93.2147615953,93.5611683302,374,0.0596336967391,0.348569261597,0.994354,2.00706,65.1395680519,-65.4443,65.1395443954,2.62367825828,88.4955826916
96.9578390665,375,93.3814658245,65.0967,92.4227339257,46.8776176355,174.444,43.5132,65.0967,93.3000233643,93.5818525041,375,0.0705106640825,0.343791920214,0.993833,2.0204,65.0973795052,-65.397,65.0973498068,2.39030353726,88.8186715305
97.955704618,376,93.341939118,65.1309,93.0182352505,46.6733319534,174.538,43.4793,65.1309,93.30006022,93.6071686532,376,0.0594647885792,0.379822421642,0.994532,2.49787,65.1319684097,-65.4343,65.131938572,2.53158309324,88.5793630311
95.4435689073,377,93.3569008735,65.164,93.5525410351,46.7739965265,174.624,43.4774,65.164,93.3000111459,93.621663159,377,0.0690554357869,0.333172910151,0.994972,1.72367,65.1645311958,-65.4569,65.1645120839,1.60999564587,90.4165939378
95.0665779996,378,93.2687931461,65.2555,93.293485023,46.2094892685,174.715,43.4718,65.2555,93.1642872171,93.4265101833,378,0.0582357419012,0.343186668135,0.99314,1.95146,65.2556613131,-65.5459,65.2556328503,1.88511023698,89.9065073296
99.004303279,379,93.3372741844,65.1553,93.6943313764,46.6426154739,174.756,43.4815,65.1553,93.3000285734,93.4061456465,379,0.0381696553968,0.34059445824,0.994437,2.06564,65.1563573552,-65.4368,65.1563359359,2.36688132597,89.798706368
99.9084984322,380,93.3257816448,65.2245,93.4890752998,46.5744606784,174.847,43.4712,65.2245,93.2624046893,93.4516157199,380,0.0381888418079,0.366197845173,0.994359,2.32146,65.2254356618,-65.5241,65.2254004809,2.98685128,89.3671978078
94.6604231779,381,93.404733758,65.1861,93.4282348423,47.0429706751,174.914,43.5075,65.1861,93.3043454899,93.5364025368,381,0.0565473372027,0.340487966738,0.994791,1.89416,65.1865739008,-65.4672,65.1865488443,1.12481712122,91.0556319677
95.8626080328,382,93.3552514345,65.1767,93.5659151254,46.7262323021,175.018,43.5182,65.1767,93.3001176032,93.4984158335,382,0.0478610887569,0.330173746173,0.99383,1.93706,65.1771466463,-65.4762,65.1771242416,1.78046749085,90.3440257492
94.4786532691,383,93.3385196566,65.2811,92.8343346977,46.644164035,175.067,43.5546,65.2811,93.3000440805,93.4800243157,383,0.0425577183612,0.346109291359,0.994251,1.93743,65.2817268755,-65.5607,65.2817189449,2.3357536777,87.8594198005
98.4734374913,384,93.4007138495,65.2341,93.3534671103,47.0135362881,175.126,43.5613,65.2341,93.3009545523,93.5807530582,384,0.0673835779673,0.34533861838,0.994602,2.22099,65.2347142204,-65.5234,65.2346936931,2.68735936866,87.1877111719
99.7942452989,385,93.3517441598,65.3292,93.9978118616,46.717059242,175.172,43.5592,65.3292,93.3000095724,93.5374768778,385,0.0503570282091,0.341289835976,0.994156,2.19065,65.330192982,-65.6149,65.3301690423,2.04154401276,91.5765442795
99.6470964998,386,93.3928875565,65.2883,93.9908054113,46.9391385288,175.204,43.5619,65.2883,93.2127254907,93.5865724162,386,0.0740977907884,0.34062374177,0.993699,1.92468,65.2888639613,-65.5856,65.2888457826,2.11170125418,89.9884294421
95.2552926245,387,93.380303627,65.2313,93.7330599053,46.9644952249,175.227,43.5505,65.2313,93.3008063953,93.5344302801,387,0.052275116421,0.373624392066,0.996684,2.73965,65.2317544313,-65.5311,65.2317207117,1.38475351144,90.6809712918
94.833336515,388,93.3945753851,65.3307,93.5813292346,46.9236994031,175.216,43.5649,65.3307,93.2635607285,93.5000740489,388,0.0557186167402,0.350346842932,0.992951,2.29238,65.3310262664,-65.6125,65.3309989068,1.40968792936,90.6860305543
95.1731226984,389,93.3957936073,65.3763,92.1457571491,47.0094937034,175.258,43.582,65.3763,93.303633323,93.557762212,389,0.0473602801151,0.330148354892,0.995344,1.84773,65.3765840568,-65.6642,65.3765630172,1.6286970236,90.3481022772
94.9081811648,390,93.3845505991,65.2749,92.4181143711,46.9450898864,175.29,43.5866,65.2749,93.3004709169,93.5384475776,390,0.0582581010839,0.325185094443,0.99535,1.85948,65.2751222907,-65.5638,65.2750986162,2.43993483041,87.9725134786
96.3270193872,391,93.3895802905,65.3347,93.0245109567,46.9193611299,175.337,43.5996,65.3347,93.3011443632,93.4998231958,391,0.0521957474137,0.361136629629,0.993702,2.18056,65.3350399412,-65.625,65.3350180048,2.17999647092,89.0376628172
97.3276244957,392,93.3653118654,65.374,93.2225211118,46.835050534,175.388,43.6116,65.374,93.3004247181,93.4999603541,392,0.0534365227046,0.333507293244,0.995368,1.96422,65.3745017947,-65.6646,65.3744688754,2.44532445451,89.6004926543
94.9529516696,393,93.4013081103,65.3633,92.5642421911,47.0369221784,175.426,43.6332,65.3633,93.3021857585,93.5312779447,393,0.0580947273858,0.341486758721,0.995208,1.82847,65.3639078329,-65.6561,65.3638863519,1.90996868352,89.5800002657
97.3650106093,394,93.3896592814,65.3058,93.4215294348,46.9654801529,175.487,43.6468,65.3058,93.3007194477,93.5406437739,394,0.0540255481869,0.354166952753,0.995077,2.45369,65.3065129791,-65.5965,65.3064791305,2.18920429927,89.1391183936
96.8813988233,395,93.359979887,65.3675,93.057344328,46.7498622796,175.534,43.649,65.3675,93.2425750878,93.4999186118,395,0.0642585374578,0.345519424421,0.993717,2.25608,65.3678737418,-65.6496,65.3678346482,2.05839110067,90.0957888644
94.79010203,396,93.3172186379,65.3845,93.9179625483,46.4726762172,175.591,43.6416,65.3845,93.2430124231,93.4509526503,396,0.0453922551418,0.308236858194,0.992756,1.55846,65.3851246293,-65.6633,65.385102744,1.2834197494,90.0860751084
94.1777013332,397,93.3864073364,65.4149,91.8483334583,46.9015526046,175.606,43.6749,65.4149,93.2350730083,93.5151170753,397,0.066276768233,0.338547713904,0.993684,2.07095,65.415524779,-65.712,65.4154975005,2.34444116836,87.4557982518
97.1823364992,398,93.3605468075,65.3727,93.9039262881,46.8671641505,175.667,43.6388,65.3727,93.3000023246,93.4999942408,398,0.0571784913421,0.347828140588,0.997173,2.07563,65.3734470065,-65.6658,65.3734236641,1.88016662891,90.0381284202
99.4311003637,399,93.3675891582,65.339,93.0826244178,46.8048161314,175.704,43.6716,65.339,93.3000039816,93.4999893681,399,0.0557336447166,0.323253558707,0.994066,1.86043,65.3397582489,-65.6367,65.3397327817,3.47456213541,87.498462491
99.851451193,400,93.4036406261,65.4627,93.7443323082,47.0096452335,175.751,43.6967,65.4627,93.2160265622,93.5000073944,400,0.0533261062668,0.335758042099,0.993963,1.91917,65.4632301667,-65.7541,65.463212151,2.522029815,90.6846322515
95.4689858346,401,93.3903640048,65.325,92.4917230023,47.0085331188,175.8,43.7022,65.325,93.3022972155,93.4983777035,401,0.0372992285968,0.363825640866,0.996262,2.43287,65.3267350759,-65.6319,65.3267054842,2.32171685187,87.3317541966
96.583500022,402,93.3993912167,65.4175,93.79681477,46.9996227668,175.874,43.7129,65.4175,93.3003667689,93.5844318991,402,0.0626050104617,0.384545182006,0.994405,2.77479,65.4175725489,-65.7169,65.417533585,1.70549159372,89.8361585015
95.7571099743,403,93.3757669909,65.4705,93.7340643822,46.9022677947,175.946,43.7213,65.4705,93.3000149843,93.4996049361,403,0.0557102313425,0.317910164469,0.99558,1.89292,65.4704577061,-65.7468,65.4704376381,1.59857841546,90.4955459383
99.7254439273,404,93.3420650433,65.4616,93.6937882064,46.6964429592,175.991,43.7362,65.4616,93.3000019312,93.4999159951,404,0.048804417488,0.334499573896,0.995207,1.98346,65.4617016516,-65.7531,65.4616833947,2.59361423218,89.9157611125
95.7569393148,405,93.4053209365,65.402,93.2534974668,47.0303021957,176.091,43.7469,65.402,93.2526252132,93.5164075111,405,0.045758845048,0.353387117081,0.994305,1.99476,65.4032788925,-65.6834,65.4032730627,1.48793150052,90.5323621824
94.6314056066,406,93.3283544643,65.4885,93.1272515847,46.5836372328,176.155,43.7429,65.4885,93.2002274577,93.4566037376,406,0.0536176833007,0.325545915344,0.994185,1.88,65.4889268987,-65.7822,65.4889060988,1.86366099705,89.0144824601
94.9970830583,407,93.3975130158,65.4595,93.7662939971,46.9715018077,176.231,43.7485,65.4595,93.2165361058,93.4999216242,407,0.0569868997007,0.302749581276,0.993894,1.37859,65.4602724045,-65.7491,65.4602570255,1.02384560596,91.4192176301
95.324386964,408,93.3808739469,65.3478,93.2438098555,46.8897257504,176.31,43.7528,65.3478,93.3000109075,93.4998816227,408,0.0674727167135,0.343263936669,0.994318,1.75346,65.347370791,-65.6382,65.347363561,1.87381338746,88.3486006869
99.7519713605,409,93.3942954083,65.5505,92.618100813,46.9856269817,176.421,43.7597,65.5505,93.3000343057,93.4999979141,409,0.0443981239218,0.338118383788,0.994875,1.78436,65.5516288419,-65.8332,65.5516108431,3.06999831769,89.0342358548
99.1202583454,410,93.4007197532,65.5208,94.2082817964,47.0200180795,176.467,43.7612,65.5208,93.3000618551,93.4999999662,410,0.0540795030988,0.328067905867,0.9948,1.69525,65.5213901705,-65.8036,65.5213729725,1.78788327878,91.5902577993
97.2279171289,411,93.3399830336,65.5268,92.1677716526,46.7209363528,176.542,43.7602,65.5268,93.3000009179,93.483483965,411,0.049026858109,0.363541764034,0.996312,2.5296,65.5268684827,-65.8249,65.5268254802,4.30794235704,81.4252179693
96.4437704215,412,93.3696683419,65.427,93.4175660292,46.8416006798,176.598,43.7988,65.427,93.2881996347,93.4992725604,412,0.0516168484914,0.325234531627,0.994813,1.99527,65.4278358151,-65.7117,65.4278168328,1.71833241618,89.7548669686
99.1837582336,413,93.3720670092,65.5812,93.3046492704,46.8534063414,176.677,43.7891,65.5812,93.3000642513,93.4997787202,413,0.0494550916157,0.330024580458,0.99475,1.88281,65.5814588373,-65.8717,65.5814347128,2.84904771806,88.0551862149
99.808543225,414,93.3826869865,65.5281,93.598379699,46.908327242,176.764,43.8067,65.5281,93.2134433957,93.5198560301,414,0.0621666398047,0.34442336153,0.99454,2.20853,65.5292578642,-65.8131,65.5292302446,2.38571826812,90.2793462594
97.584782503,415,93.3848917856,65.5277,93.6295800282,46.925712293,176.823,43.8212,65.5277,93.3000549015,93.4999983069,415,0.0495570799155,0.343141493771,0.994704,2.02972,65.5283384363,-65.8226,65.5283260295,2.06027737262,90.0653862224
96.5240572054,416,93.2734938483,65.5232,93.0402745812,46.2789502925,176.861,43.8344,65.5232,93.2000886466,93.4000057378,416,0.0553272974362,0.300345572814,0.994429,1.62628,65.5237729627,-65.7999,65.5237575237,1.86696627575,90.4248352877
98.3812125526,417,93.4020667321,65.6571,93.5649155034,47.0309073323,176.911,43.861,65.6571,93.3028993646,93.5897834572,417,0.0641312874164,0.340654730693,0.994895,2.1467,65.6570232712,-65.9527,65.6569941708,2.43741188019,88.4524140781
98.8390993373,418,93.3832491922,65.5593,93.9093115478,46.834404373,176.971,43.8573,65.5593,93.207770665,93.4999800019,418,0.072298606636,0.320898743675,0.992215,1.77274,65.5590729434,-65.8503,65.5590566033,1.98715212452,91.2242852338
96.5378611738,419,93.3848129153,65.6353,93.5682220808,46.9715170402,177.016,43.8721,65.6353,93.3031722408,93.4997893781,419,0.0522679905646,0.355840743361,0.996104,2.5504,65.6366351911,-65.9186,65.6366089047,1.86767670783,88.8456855118
99.75647327,420,93.3964583331,65.5789,94.2845796673,47.029743996,177.041,43.8834,65.5789,93.3030674105,93.5747932509,420,0.0481782001199,0.342568916713,0.99584,2.08072,65.579178341,-65.8477,65.5791586843,1.99173735869,90.5744971771
96.1524715125,421,93.3941065516,65.5501,92.8506683118,47.0087147412,177.098,43.8809,65.5501,93.2063039468,93.5895490894,421,0.0579574806659,0.338951413986,0.995598,2.19723,65.5505057637,-65.8365,65.5504913549,2.32468398337,87.4889800948
99.0251640025,422,93.3807129767,65.5959,94.0929763807,46.843998892,177.134,43.8986,65.5959,93.2790295969,93.5262451604,422,0.0560485690422,0.313159447887,0.992959,1.88988,65.5961744168,-65.8768,65.5961459453,2.04593976228,90.4334979716
97.8165544603,423,93.3747427958,65.4847,93.4326371415,46.9212283606,177.208,43.9031,65.4847,93.3001068664,93.4893490006,423,0.0437345300228,0.310076797656,0.996329,1.82026,65.4850499091,-65.7652,65.4850231088,1.91898382306,90.890202417
96.7550914923,424,93.2915605119,65.5936,93.5716900541,46.5152766096,177.294,43.9374,65.5936,93.2014751008,93.3979233074,424,0.0372582752399,0.323245419051,0.998459,1.97431,65.5943383409,-65.8801,65.5943132427,1.78351257107,89.0269155251
98.0367924455,425,93.3597993376,65.5533,93.1802559005,46.7008179872,177.351,43.9438,65.5533,93.200005722,93.4999445104,425,0.0942089770372,0.316232429786,0.99226,1.80681,65.5539642541,-65.841,65.5539408738,2.32688202325,89.3394638127
98.5166626111,426,93.3764154991,65.484,93.4350703474,46.9711943106,177.458,43.943,65.484,93.3000002503,93.4958404038,426,0.0513208808124,0.336324877132,0.997568,2.11974,65.4840048717,-65.7593,65.4839909453,2.60840751103,87.9605323678
97.8486942175,427,93.39296877,65.5679,94.0113062734,47.003984926,177.512,43.9711,65.5679,93.3000370609,93.499880104,427,0.0566985083737,0.346902087156,0.99567,2.16031,65.5687924272,-65.845,65.5687782596,1.6510591228,90.5870598219
98.162894817,428,93.3820622146,65.6835,93.8297485709,46.9756945115,177.583,43.9786,65.6835,93.3000071405,93.4995737048,428,0.0521563388065,0.330646123671,0.996717,1.99539,65.6833080505,-65.9678,65.6832807717,2.07344835064,90.362557422
97.0439119354,429,93.367871288,65.6061,93.7615400504,46.8993341412,177.68,43.9901,65.6061,93.300028252,93.4581061314,429,0.0465167895513,0.323727879754,0.996866,1.90631,65.6062872216,-65.8907,65.6062641159,1.90273866488,89.7859760412
98.7310486449,430,93.3420707538,65.5266,93.4967859401,46.8139450045,177.747,43.9968,65.5266,93.2000251876,93.4000172369,430,0.0617239356126,0.342610560822,0.998756,2.27784,65.5275276891,-65.8248,65.5275116317,2.38615682761,89.8152625796
99.4214948107,431,93.3929087618,65.6863,92.9067737481,46.9876001687,177.78,43.9998,65.6863,93.3000061392,93.4998569243,431,0.0527657760433,0.315912146581,0.995183,1.72376,65.6870431103,-65.9748,65.6870306083,3.15889252734,88.3799712716
94.5350876778,432,93.3906140979,65.7161,92.2995669566,47.0155617511,177.826,44.021,65.7161,93.2034554864,93.4998066504,432,0.0467899952614,0.351272460241,0.996423,2.36395,65.7175280677,-65.9965,65.7175029956,1.4331677746,89.6459595289
97.0169704872,433,93.3866223869,65.5927,93.4759935256,46.9992748806,177.861,44.0306,65.5927,93.2256202756,93.4999999811,433,0.0566563039405,0.317297104551,0.996627,1.84785,65.5927597603,-65.8601,65.5927431746,2.35226608032,89.1732319827
93.8610361841,434,93.3835199117,65.7015,91.343551232,46.9737700125,177.918,44.0506,65.7015,93.3010691063,93.499712702,434,0.0483524841995,0.360277461078,0.996398,2.69383,65.7017212373,-65.9863,65.7016947423,1.58135444478,88.8457275983
98.0733520472,435,93.3994796903,65.5676,93.1589618839,47.0389556913,177.97,44.079,65.5676,93.2149388326,93.5654504095,435,0.0558667642488,0.325713376304,0.995583,2.18456,65.5683034593,-65.8454,65.5682753564,2.35266528896,89.2652998504
95.0413285056,436,93.3729539135,65.7616,93.9281766296,46.9650327671,178.0,44.0778,65.7616,93.3000031948,93.4975767282,436,0.0498845734949,0.331012822994,0.997989,2.17575,65.7618625823,-66.0462,65.7618404322,1.03675174886,90.8718377491
99.7,437,93.3940586928,65.7158,93.6742683875,47.0080983429,178.046,44.114,65.7158,93.3000162361,93.499979596,437,0.0544767328294,0.309567894785,0.995605,1.73144,65.7167313837,-65.9998,65.7167123657,2.66363167623,90.7769335967
95.2074523739,438,93.3855478973,65.7198,93.2483423988,47.0082982017,178.149,44.094,65.7198,93.2022319722,93.5500867145,438,0.0585136761167,0.323235774095,0.997087,2.07943,65.7200024918,-65.9977,65.7199783279,1.64388963702,89.7786842513
95.2479115583,439,93.399261967,65.8248,93.79816839,47.0290629726,178.265,44.1274,65.8248,93.2127700325,93.5453534257,439,0.0571421479889,0.339647747536,0.995318,2.07488,65.8251109198,-66.1072,65.8250867284,1.13560593134,90.1133177034
98.5880756561,440,93.3859355639,65.6181,93.3798362793,46.9860021295,178.334,44.1327,65.6181,93.2137300214,93.5668688768,440,0.0669758629987,0.349563628814,0.996333,2.26303,65.6182250985,-65.8952,65.618202385,2.0841324337,90.5847585979
98.0318291197,441,93.3955141019,65.649,93.6051934474,47.0453028512,178.438,44.1354,65.649,93.3018138468,93.5644506671,441,0.0579049152737,0.3113084371,0.99648,1.73332,65.6488566113,-65.9249,65.6488380507,1.98397206148,90.781574036
94.9161576168,442,93.3691156763,65.6594,92.8503399903,46.8743674486,178.502,44.1436,65.6594,93.3000000715,93.4698868971,442,0.0494686875803,0.319257970003,0.995886,2.09395,65.6608440901,-65.9419,65.6608201678,1.51175198934,90.4206136803
95.6621388578,443,93.3770145898,65.7621,93.7509330656,46.9749933708,178.562,44.1433,65.7621,93.3000693028,93.4983429769,443,0.0466723660933,0.28849786755,0.997577,1.41274,65.7626498791,-66.0373,65.7626341836,1.18608771855,91.4420340085
96.7970699537,444,93.3879990276,65.7057,93.4358327412,46.9484804814,178.642,44.1704,65.7057,93.2134989314,93.4989331799,444,0.0656726874418,0.340105820499,0.994831,2.00431,65.7067405991,-66.0055,65.7067092971,1.76336959554,90.9340932387
96.0490545906,445,93.3838229986,65.7414,93.9163893487,46.9836296681,178.695,44.2054,65.7414,93.3000011802,93.4926323288,445,0.0464229463852,0.34422419674,0.996651,2.20601,65.7409651228,-66.0228,65.740944319,1.2383516002,90.9602493019
99.6283740477,446,93.3809349894,65.7622,93.3522486091,46.9788282711,178.784,44.2104,65.7622,93.202263299,93.499383065,446,0.0600479357729,0.374879979703,0.996986,2.68945,65.7638895558,-66.0393,65.7638610621,2.83222534091,88.7764525171
94.6353319179,447,93.3810717144,65.7877,93.1920673164,47.0011112171,178.862,44.2305,65.7877,93.3007593001,93.4699591921,447,0.0422339183859,0.325308143493,0.997662,2.35169,65.7888867351,-66.0708,65.7888631291,1.23214617171,90.8768566461
95.7140945657,448,93.4027544207,65.7489,94.2884544293,47.0476589224,178.967,44.2179,65.7489,93.3014613247,93.53789798,448,0.0600591953306,0.312295708956,0.995288,1.68353,65.7480063692,-66.0233,65.7479935495,0.700795192789,93.3790509285
94.5304125801,449,93.3993286959,65.7437,92.4987571177,47.0582134603,179.087,44.2572,65.7437,93.3014032861,93.5362971249,449,0.0511120134829,0.344254054127,0.996203,2.00175,65.7442477608,-66.0118,65.7442288041,2.36679251484,86.7012719044
98.9092938577,450,93.3664580662,65.8552,93.5137121444,46.8818998248,179.162,44.2691,65.8552,93.3001183755,93.4641481019,450,0.0404643943064,0.308541951478,0.996582,1.73866,65.8551475322,-66.1248,65.8551347215,2.47669575407,89.4009846555
94.4318419985,451,93.3766253969,65.7555,92.8770993456,46.9460415986,179.25,44.3261,65.7555,93.208143654,93.4999999823,451,0.0588505698339,0.302252173188,0.996741,1.68335,65.756641847,-66.0243,65.7566256635,1.80923060101,88.9666701583
98.2740210612,452,93.3842942845,65.8246,93.7995416633,46.9906130896,179.326,44.3149,65.8246,93.301348902,93.4997849406,452,0.0447707412289,0.332345612671,0.996779,1.85924,65.824756365,-66.0985,65.8247429544,2.15888921566,89.1987471922
94.7441340356,453,93.3972625687,65.7821,92.6903247335,47.0531607809,179.356,44.3089,65.7821,93.2823790844,93.4954480878,453,0.0442243095291,0.318993772403,0.996416,1.89408,65.7826346359,-66.0637,65.7826127801,1.75268222278,89.788734902
95.7894524654,454,93.3909755397,65.805,93.3197895877,46.9870550693,179.397,44.3029,65.805,93.2256702834,93.5657548175,454,0.0613446262841,0.313829860199,0.995474,1.73981,65.8055355257,-66.0817,65.8055092247,1.30558833027,91.4125212793
97.220756477,455,93.38784654,65.8858,93.7946797853,47.0261744137,179.481,44.3193,65.8858,93.3019627569,93.4486521444,455,0.0315459013548,0.301570938843,0.997238,1.56727,65.8863276121,-66.1618,65.8863168888,2.02359923048,89.0318759106
96.8574348447,456,93.3926683478,65.6917,93.4697682843,47.0202224819,179.567,44.3186,65.6917,93.2175924925,93.4998720703,456,0.0532887663549,0.274506305489,0.996213,1.3824,65.6920117769,-65.9521,65.6920035367,1.94097956963,90.2505964388
94.2389961982,457,93.3915735604,65.7732,92.8268425774,47.0163336952,179.654,44.3511,65.7732,93.2816188585,93.5435638076,457,0.0494684433329,0.324301823266,0.996278,1.86521,65.7744120955,-66.0467,65.7743876684,1.20719233877,90.9261464883
94.3609014428,458,93.3865719953,65.7862,92.9362107694,47.0092696124,179.71,44.3662,65.7862,93.2081761169,93.5584260749,458,0.0637715606088,0.331080065651,0.996933,1.98297,65.7861476731,-66.0536,65.7861288909,1.50806449285,89.8861230671
96.4539905711,459,93.3927791138,65.7433,93.6231449176,46.9907997888,179.775,44.3625,65.7433,93.3015129715,93.4997454187,459,0.0524650361819,0.324467810654,0.995302,1.93751,65.7436593759,-66.0348,65.7436302977,1.8127074403,90.5488425552
98.5545664681,460,93.3852320702,65.818,93.3089847547,47.0080739538,179.819,44.3867,65.818,93.2037015387,93.514161663,460,0.0539958077126,0.300218106962,0.997135,1.4438,65.8185484281,-66.1019,65.8185248284,2.47676629085,89.3717655143
96.096781847,461,93.3833809357,65.8285,92.8061431071,46.9899380246,179.869,44.4051,65.8285,93.3000052571,93.4965682068,461,0.0440308639048,0.319152476751,0.996916,1.64168,65.8287804991,-66.1106,65.8287579118,2.16324288061,89.851665818
99.9305637652,462,93.3800994683,65.7948,94.169045609,46.9775725431,179.934,44.4262,65.7948,93.2790912006,93.4985896518,462,0.0471266613972,0.313233926188,0.997112,1.85145,65.7951946988,-66.0688,65.7951681629,2.09331979576,90.6797002605
98.0039921496,463,93.3772124271,65.8684,94.1120693441,46.9784463191,180.008,44.4189,65.8684,93.3000095486,93.4933944766,463,0.0456136250505,0.319204746046,0.997647,1.90047,65.8687085466,-66.1579,65.8686907096,1.63235641352,90.7825438022
95.3766767684,464,93.3891476503,65.8496,93.0877529261,47.0402190113,180.112,44.4319,65.8496,93.3000032902,93.4938511832,464,0.0385712622171,0.335510987242,0.997441,2.13876,65.8504989233,-66.1196,65.850480978,2.06893557153,89.4700196148
97.7252637454,465,93.3912670686,65.8567,93.5930378445,46.9896770054,180.203,44.44,65.8567,93.3003406602,93.4998964554,465,0.0479627032148,0.324056322834,0.995529,2.03873,65.856992175,-66.1293,65.8569752946,2.35662451943,89.4362467911
98.8097903033,466,93.3744210692,65.7858,94.0865320745,46.9631497066,180.269,44.4241,65.7858,93.3001502675,93.530878954,466,0.0465615769227,0.303118714114,0.997669,1.74027,65.7863497378,-66.0607,65.7863156614,2.12037658674,89.5623738511
94.9334240169,467,93.3761667915,65.9162,93.4586827555,46.9647092948,180.309,44.4431,65.9162,93.3000183338,93.4572937938,467,0.0387128599167,0.343436665002,0.997406,2.17224,65.9165643356,-66.1975,65.9165431393,1.10227914372,91.3649850603
99.6060992865,468,93.3907363255,65.808,93.8249780722,47.0284178112,180.387,44.4418,65.808,93.3013875297,93.4999515241,468,0.04289962656,0.3238494118,0.996803,1.78744,65.8089593712,-66.0833,65.8089497549,2.22494067706,90.5789711276
