MaxEsReturn,Epoch,AverageReturn,AverageQ,AverageEsReturn,AverageDiscountedReturn,QFunRegParamNorm,PolicyRegParamNorm,AverageAbsQ,MinReturn,MaxReturn,Iteration,StdReturn,AverageAbsQYDiff,AverageAction,AverageQLoss,AverageAbsY,AveragePolicySurr,AverageY,StdEsReturn,MinEsReturn
91.6753968457,27,-0.726708257962,1.82066,62.3647588939,-0.0729045529638,58.3245,18.7145,2.01092,-0.78469718655,-0.715413238156,27,0.0189720211521,0.0853167920824,0.00727436,0.939498,2.00468631823,-1.94019,1.82114270552,47.7006622694,-20.2325757761
91.1240624492,28,21.6814260576,1.95144,58.1261923545,-0.415347142577,61.3294,19.0408,2.12255,-7.74068314341,94.2977702671,28,43.5244326097,0.0910001673473,0.0599516,0.998619,2.11764954708,-2.06463,1.95403188831,42.6899798277,-2.15638111454
94.553673078,29,-99.8999969417,2.14738,88.5171056803,-9.99956367697,64.0769,19.1628,2.29766,-99.9,-99.8999929667,29,2.9174177975e-06,0.131317119708,1.0,2.06456,2.28528984103,-2.25384,2.14883957859,5.00240153399,82.304151075
-24.5615914678,30,-99.8999947678,2.38145,-24.5615914678,-9.99956347357,66.8565,19.1624,2.57807,-99.9,-99.8999905825,30,2.8222032866e-06,0.148326071747,1.0,2.04338,2.56589872765,-2.46728,2.38326906543,0.0,-24.5615914678
84.8728617305,31,-0.487641342319,2.40655,26.3132700171,-0.0430316351145,69.3969,19.2155,2.64858,-0.683394857819,-0.35738100003,31,0.112468172661,0.136118346349,0.00488129,1.48391,2.63770278945,-2.53468,2.40625607082,65.024581138,-64.3699043463
89.5880830898,32,-0.248639241848,2.62804,54.114133557,-0.0234232821598,72.0282,19.5108,2.93982,-0.276084198763,-0.227193488188,32,0.0153153639128,0.158987525282,0.00248888,1.45277,2.92962473253,-2.81527,2.62866906458,43.3439296065,-6.91537554285
90.6990298362,33,8.09472799603,2.78503,58.4482464291,-0.0668360135172,74.1615,19.8479,3.13239,-0.84540040276,96.078912321,33,27.8231236654,0.171637274558,0.00998268,1.23275,3.12090385501,-2.98791,2.78579194822,43.4602794875,-2.98839185767
95.0430576532,34,16.4011094963,3.18874,74.1451817766,-3.65715494525,76.2559,20.0458,3.52721,-45.302852636,85.3605261229,34,57.2450278584,0.215560628447,0.483018,1.91116,3.51118997248,-3.3928,3.19100762723,39.0930473072,-13.1449758641
98.4278504111,35,89.6335171232,3.4701,90.8068585026,1.70666229626,77.7361,20.4098,3.80198,-1.71071979539,96.1794814162,35,21.5661142405,0.240107741273,0.0902991,2.05571,3.78099784369,-3.69379,3.46970432282,5.16396676265,85.2608817185
94.6360504332,36,56.0851153533,3.94131,76.089820257,0.0733058354508,79.6032,20.8325,4.25445,-0.65576894594,96.6607948474,36,47.7608656597,0.2964549835,0.0269167,2.53013,4.23078197533,-4.21429,3.94080674506,36.7140676594,-5.82142502426
93.925235755,37,48.7078388471,4.59502,73.3936494206,0.0213314590114,81.4709,21.2917,4.91379,-2.64581142494,94.9991085528,37,47.5470499793,0.320441873502,0.0630945,2.15104,4.88533645748,-4.8963,4.59462221096,39.0947957766,-4.78725800066
95.0274042057,38,48.0387685062,5.06026,78.177054355,4.10350649817,82.9888,21.8223,5.40305,-8.28616765434,94.294661608,38,48.3971468044,0.330709766178,0.0771877,2.29795,5.37032618789,-5.38777,5.06089018464,35.5372838358,-8.76809529511
92.7797970559,39,92.013508302,5.55779,73.225103554,27.8162401259,84.459,22.2663,5.96393,91.4894921287,92.2066241329,39,0.167713565513,0.392788553786,0.710964,2.9294,5.90997784041,-5.9137,5.5595019325,37.7131314507,-2.19251081494
94.110602469,40,92.4502240814,6.2187,88.3529605735,30.0981608037,85.4019,22.6458,6.72726,92.0014529554,92.5777695259,40,0.129429663631,0.418470818735,0.710831,3.32748,6.67812234087,-6.65063,6.21999722495,4.57657557746,82.6825540253
97.0987053639,41,91.8129868815,6.58836,92.7560176602,28.4241994441,86.8925,22.9867,7.16494,91.157438912,92.1411385227,41,0.299461105592,0.398378199568,0.742642,4.25698,7.13645726093,-7.03517,6.58922573437,2.9753607658,87.6948485259
94.6133174912,42,34.8754405754,7.10635,89.5379416487,7.55995472765,88.1764,23.1397,7.71799,-0.0353760233729,94.1615980641,42,45.0637396351,0.365533591766,0.0384868,2.91851,7.69906245674,-7.5857,7.10457005577,4.80628954124,77.7840258314
94.5767717801,43,15.387793709,7.89396,79.5048412491,3.07418270566,89.4323,23.3524,8.53262,-0.243745754625,93.4857440552,43,34.9227125568,0.363831627247,0.0148966,2.53605,8.5177991646,-8.40479,7.89387383195,32.7518515424,-0.655507259191
92.1304471968,44,35.8710317192,8.65156,74.7504868683,1.57553063914,90.8227,23.5433,9.28232,-0.195633981163,93.8462882008,44,45.6189343335,0.40405696236,0.0310269,3.51837,9.27253431796,-9.1891,8.65119768421,35.4499471165,-4.47532471905
92.542985804,45,87.5763151644,9.4819,61.2851170692,14.5630627959,91.7338,23.7909,10.1019,81.973525584,91.4598886343,45,3.04447967751,0.420305210898,0.735202,3.76407,10.0882870927,-10.0677,9.48153336353,39.7116803769,-5.04104346497
93.6315455236,46,91.1650525823,9.97266,88.3249801044,24.3325361621,92.5616,23.7792,10.6248,87.0549343118,92.1114256811,46,1.33467747383,0.422861290346,0.701604,2.76365,10.595844586,-10.5826,9.97149919328,3.66346779303,82.2724949676
92.6734702522,47,25.2948282725,10.6036,90.6652938142,10.0424118458,93.3486,23.6951,11.2578,-2.35563898414,94.7886290315,47,43.5331292234,0.473181032836,0.0442272,3.85456,11.2326590216,-11.2574,10.6045857915,1.98613160904,87.4675230753
94.2146891099,48,12.7772250726,11.6112,69.9253714276,4.53057237367,94.0662,24.1112,12.2587,-10.5608219347,89.4038295426,48,41.9546005865,0.514610624019,0.129281,4.73353,12.2203764241,-12.3208,11.6094328941,39.0589006616,-7.81164385392
90.5665981878,49,86.8891014863,12.3019,62.5836609339,14.4242624448,94.6507,24.4107,12.9403,86.2302436523,88.5495666518,49,0.545253578212,0.51724827771,0.81935,4.9696,12.9000247539,-13.072,12.3059240509,42.0546384529,-10.1377553453
94.3846816168,50,-14.774138902,12.8805,91.2863986276,-1.51240105935,95.63,24.8285,13.4877,-15.7935272265,-14.6323501665,50,0.326374994468,0.498472084536,0.147889,4.02916,13.447857538,-13.7045,12.8816801018,2.33973677467,88.7312580519
80.3168126648,51,-0.546092377052,13.5427,27.0393072987,-0.187671118037,96.5384,24.9982,14.0961,-0.768731229236,-0.379422107644,51,0.141557752171,0.504031245477,0.00546639,4.01353,14.0622837397,-14.4015,13.5453942989,53.2775053661,-26.2381980674
90.2862024485,52,33.3856514124,14.0955,60.5806540934,10.7308422629,97.323,24.9505,14.6076,-7.26541821166,93.8630225182,52,48.5807422331,0.521951279277,0.122147,3.60225,14.5636448665,-14.9804,14.0972249139,43.6721090182,-14.5673925311
92.2443096769,53,38.5223934297,15.0084,74.2247575445,8.13074409769,97.8428,25.1479,15.4789,-6.33779038518,92.8526679797,53,47.5740440756,0.514487875308,0.142009,3.70423,15.4292912968,-15.9221,15.0105042953,35.9204798518,-5.99890393481
92.7668109687,54,-0.137682315857,16.0598,73.900472592,-0.0393263582346,98.4161,25.4639,16.4958,-0.246376485285,-0.0979416032945,54,0.0428371114092,0.553014500964,0.0013782,3.65945,16.4304130085,-16.9975,16.0600170022,34.1536640542,-1.9848320522
88.5556661196,55,3.52137272654,16.9701,69.0884276226,1.31849556766,99.0045,25.8414,17.3783,-4.99325619474,88.0595766662,55,26.733355342,0.632098410681,0.0605026,5.85304,17.3055232094,-17.8998,16.9687666404,35.0684182775,-1.01519456133
99.7288719774,56,87.5137736501,17.9393,91.747578509,14.7014068603,99.6284,26.0481,18.3298,86.7639710962,88.3999439372,56,0.338252983115,0.652804942469,0.77792,5.06453,18.2527527978,-18.8679,17.9356472343,4.5246779421,87.0537517569
89.1738406791,57,11.8322446251,18.744,86.1172151084,2.07642185107,100.161,26.339,19.1309,-2.97898238211,85.5903565205,57,32.9356941326,0.703082304246,0.056307,7.18178,19.0517842766,-19.6509,18.7399017025,3.03769628971,81.3740850087
89.6803246942,58,89.3427584587,19.7491,69.1578997967,26.4022736928,101.154,26.5298,20.123,82.7505513666,92.5360370443,58,2.74570949011,0.736335303737,0.902976,7.79206,20.0418405492,-20.6373,19.7447287592,36.4897520827,-3.54068314072
87.5109261289,59,90.7234683097,21.0123,85.7480413653,33.0961025582,102.088,26.7552,21.3694,82.3700843875,93.2670366064,59,2.64365529339,0.699504733364,0.932454,7.16991,21.2922699656,-21.9017,21.008535953,1.66766824898,83.57285236
93.1559577754,60,91.7879977874,21.747,89.6532572926,37.1893714545,102.865,26.8485,22.0773,84.1613105817,93.506218222,60,2.02338463554,0.70194236248,0.920592,7.77076,22.012691721,-22.5991,21.7428524944,3.06803094211,84.4600317323
95.3053071446,61,87.5545941624,22.6993,91.346387688,19.5086694383,104.12,27.027,23.0086,77.4654213548,91.2395543366,61,3.15496702157,0.710375686916,0.892588,7.90337,22.9484638169,-23.5526,22.6958771169,3.28262836015,84.1882501426
92.9845371044,62,91.3252918624,23.4613,89.6987954165,36.3106303076,105.272,27.1368,23.7811,80.5961905062,93.2668327253,62,2.38288988164,0.668938102641,0.954027,5.91575,23.7146413675,-24.2672,23.4593861109,2.63567773672,85.6480958591
94.4350213752,63,92.6411803316,24.4412,90.8126440159,42.3331710125,106.253,27.2172,24.7497,89.9081635595,93.3965145057,63,0.743709294083,0.736598565517,0.974533,8.79441,24.6933407732,-25.1812,24.4400438237,3.093215002,84.5534510578
98.9399784941,64,87.5348354141,25.0878,89.5792879526,19.5769343091,107.308,27.3633,25.3919,80.0896033667,91.2401061255,64,2.69097367821,0.647513074102,0.902109,5.32916,25.3395884239,-25.8111,25.0873314659,6.58274647919,76.7259091994
91.6740915136,65,82.7629816125,25.9111,86.6011555504,8.96166860498,108.523,27.4563,26.2289,81.0833984649,89.2544215265,65,2.48493087024,0.692469714144,0.949231,5.91401,26.1661426845,-26.5981,25.9108164392,5.19322120238,79.4654147762
92.333649959,66,90.1079616981,26.5278,82.4807427756,29.3973691032,109.671,27.4934,26.8374,83.0725148972,92.6703049456,66,2.55197735427,0.658861195724,0.905561,5.20573,26.7828845603,-27.1805,26.5286787239,10.498038931,65.0434203425
91.9597917186,67,90.8016456889,26.8853,84.0565958221,34.1421112905,110.552,27.6724,27.1788,79.273517707,93.2650902855,67,3.3200794113,0.654605898322,0.938138,5.63446,27.1259285298,-27.5189,26.8860499704,9.61438160716,65.8685602238
97.8288458067,68,90.6477843958,27.183,86.9066767923,34.0716055327,111.365,27.903,27.4624,80.9525111725,93.2468994961,68,3.01667414981,0.652189510278,0.955918,5.62201,27.4155728957,-27.764,27.1847829792,8.05704153858,74.0804819386
98.4679879749,69,91.0018788983,27.9519,90.4402505067,36.5366303016,112.135,28.0114,28.2193,81.9062053612,93.2835494701,69,3.24238503716,0.665624928336,0.983304,5.05543,28.1620438887,-28.5192,27.9504852494,4.55363634631,84.8390578742
98.8275280075,70,93.2873265713,28.7434,90.4368260196,46.3288194398,113.1,28.124,29.0023,93.1451056783,93.4000535161,70,0.0672315191911,0.653194590383,0.993532,5.33501,28.9492724061,-29.2792,28.7433591484,3.92300963752,85.4373248559
97.6942463968,71,92.4044215764,29.2331,93.2551664435,41.5022337132,114.032,28.2111,29.4731,92.1273932487,92.5719205379,71,0.11295609157,0.671608960465,0.993035,5.37472,29.4287749586,-29.8916,29.2365046697,4.06274308294,80.8456125529
98.0783589777,72,92.2747458053,30.2753,93.608290924,40.8127467894,114.942,28.328,30.5007,91.9991089899,92.5000006199,72,0.11546272358,0.708382707336,0.992489,6.12825,30.4587884517,-31.0259,30.2759140854,1.86251896242,90.7515293507
95.7737441543,73,92.4235411257,31.3719,93.1979621548,41.5797930623,115.832,28.4159,31.5722,92.2215313704,92.5892589183,73,0.0925795355129,0.645460130145,0.992417,4.81677,31.5360034522,-32.1951,31.3732041776,2.02643569341,88.6917455498
95.3672719124,74,92.2529148209,32.7463,93.1200468356,40.7127697305,116.64,28.4999,32.9237,91.9656678375,92.4000023126,74,0.127228913132,0.742282495878,0.992821,6.51259,32.8992864395,-33.6317,32.7491025612,2.8205198347,86.0281120326
94.4158305285,75,92.3752173984,33.7044,91.7780173659,41.4508783534,117.462,28.5799,33.8711,92.1756514927,92.4332700078,75,0.0671050598921,0.688617156781,0.995958,4.78239,33.8455936667,-34.677,33.7078223975,2.81546659939,85.9764839426
97.5130879639,76,92.4981732788,34.8934,93.7205683694,42.0101041785,118.423,28.6422,35.0402,92.2981871091,92.5998157715,76,0.069485360465,0.644831514933,0.99357,4.23124,35.0188752086,-35.9489,34.8962696718,1.45756016829,92.1387695959
94.9115181876,77,92.5662117857,36.3553,93.3379733826,42.3074263045,119.37,28.7117,36.4756,92.3897363195,92.7000145289,77,0.106394945751,0.740532221955,0.991764,6.60729,36.4652737515,-37.486,36.357262456,1.57656974494,88.8421727086
97.7371596628,78,92.6318592596,37.407,92.9168974507,42.6819581048,120.229,28.7687,37.5032,92.4653152261,92.7990186304,78,0.106234018559,0.724060269343,0.992516,5.7685,37.501951787,-38.5965,37.4135784425,3.26657570342,83.8732907967
99.6,79,92.565762789,39.2633,94.5388190434,42.4231643817,121.304,28.8352,39.336,92.3889595624,92.6612987444,79,0.0721870548127,0.686099696913,0.995193,4.66525,39.3389491189,-40.4813,39.2685317568,1.69052746976,92.6188489195
95.0860019972,80,92.6456253781,40.697,93.2755682995,42.8046259423,122.293,28.9289,40.7489,92.4382828872,92.7646143952,80,0.0997283780449,0.748462797909,0.993933,5.86249,40.7524636384,-42.0177,40.7031509934,1.79178718307,88.6580427236
94.4375525232,81,92.5602858163,42.0861,93.6616469383,42.3072988831,123.201,29.0159,42.1218,92.3141336372,92.6999771286,81,0.116313137111,0.734259135125,0.992653,5.33059,42.1250439856,-43.4857,42.0908765533,0.534965087622,92.6277082452
95.9668463027,82,92.5968133547,43.8043,93.1367272803,42.57888408,124.182,29.1501,43.8247,92.4363579758,92.6698103465,82,0.0651357598368,0.704859293056,0.994953,4.4188,43.8317722477,-45.2362,43.8119008619,2.44322976244,87.2055236783
99.6794324682,83,92.7112335699,45.2718,94.2894228737,43.2961701351,125.242,29.2674,45.2823,92.5188916759,92.8140341616,83,0.0634826942494,0.745260981194,0.998062,5.42474,45.2912102024,-46.7896,45.2802682595,1.67865995823,92.8928900914
94.6852722208,84,92.5975751264,46.8558,93.7734957112,42.5827898912,126.367,29.4965,46.8608,92.4102910973,92.6870672304,84,0.07685014887,0.740437251914,0.99495,4.92356,46.8691806038,-48.418,46.8639623675,0.626755822885,92.9681521092
95.8649088463,85,92.3519727538,48.5082,93.1510387104,41.3164900641,127.482,29.491,48.5095,92.036626656,92.5000008106,85,0.0972809118813,0.747883678059,0.99552,4.7093,48.519122671,-50.1236,48.5178278144,2.31700057032,88.3225708599
96.7472369151,86,92.5492585874,50.0965,92.6931304105,42.3914516571,128.377,29.4719,50.0969,92.3114337661,92.6919159015,86,0.0788317625532,0.807365522793,0.996804,6.22615,50.1047053344,-51.7625,50.1045825956,3.76515650734,83.3400096582
94.8869994957,87,92.6351846712,51.7746,93.5009689374,42.7941605983,129.509,29.5492,51.7747,92.4112092665,92.7772647131,87,0.0945879384021,0.770847007216,0.995245,5.02736,51.7842001021,-53.4651,51.7841547028,1.29869258512,90.5828324773
94.9351138082,88,92.4522499011,53.4305,92.6719260534,41.881463198,130.463,29.6077,53.4306,92.1819173288,92.596659964,88,0.0937934587794,0.847934614687,0.996774,6.92521,53.4415000963,-55.1428,53.4414380197,3.72904484986,81.7407193238
99.2591289825,89,92.5649224284,54.8782,93.7434319826,42.3376878677,131.695,29.6494,54.8782,92.2968149952,92.6997175446,89,0.105359582889,0.825394137746,0.992826,5.12743,54.8868866944,-56.5551,54.8868418555,2.65772175944,87.6256072409
99.0082046186,90,92.4942113887,56.6433,93.5986407445,42.1173311742,132.828,29.7103,56.6433,92.3067467627,92.6292362584,90,0.0721059618097,0.787838121389,0.997273,4.61836,56.6503367005,-58.3131,56.6503122709,2.49979179019,87.3439204171
95.1886139259,91,92.564397812,57.9787,93.8512951121,42.4224873499,133.925,29.7572,57.9787,92.3094884558,92.6961252146,91,0.0831669276294,0.830801097545,0.995375,5.92651,57.9864637491,-59.6495,57.9864326524,0.980658173551,91.9205364129
96.1413605768,92,92.6808597265,59.4919,93.2634349783,42.9848664736,135.137,29.8226,59.4919,92.4102216299,92.7858141705,92,0.0893379984413,0.813322599669,0.993714,5.23419,59.4963733579,-61.1233,59.4963377301,2.06787151834,89.0663278509
95.6709282028,93,92.789798066,60.7065,93.639147159,43.493839877,136.353,29.9087,60.7065,92.5875073676,92.9000030233,93,0.107086278722,0.840481989601,0.991439,5.22564,60.7153650224,-62.3211,60.7153089092,1.62113503328,89.9054625595
94.593524374,94,92.8202933812,62.0384,93.1662576305,43.7196722189,137.663,30.0135,62.0384,92.6121501455,92.9998949018,94,0.0880089108749,0.846379903361,0.993212,5.94659,62.0462424242,-63.6253,62.0461972187,1.46323164868,88.7210330192
99.7998739131,95,92.73075917,63.2159,93.449387084,43.3722454731,138.952,30.0891,63.2159,92.4105284274,92.8879441729,95,0.0945461437651,0.869782266488,0.997172,5.98234,63.2314003655,-64.8113,63.2313678518,3.71220701222,83.7887568232
99.2,96,92.892012172,64.712,93.7753395598,44.2847186111,140.261,30.1888,64.712,92.7041323983,93.0013975666,96,0.0770352259649,0.884668199378,0.998333,5.65583,64.7243167958,-66.2792,64.7242842978,2.78352907496,87.6395126407
98.5900144686,97,92.6678935563,65.7729,94.0064773428,43.0507887825,141.494,30.2708,65.7729,92.3534245871,92.8070683512,97,0.10814926674,0.881445400765,0.997615,5.6667,65.7909286876,-67.3269,65.790884253,1.6302052334,91.8347861088
99.6,98,92.6008636376,67.2762,94.3576148261,42.6870145227,142.841,30.3567,67.2762,92.3071258012,92.7869125325,98,0.119008791636,0.924378142188,0.997387,7.28598,67.2947980383,-68.7852,67.2947589579,2.14803755006,89.7300991157
94.9486788983,99,92.7589688036,68.1057,93.7768672795,43.3612262953,143.961,30.4031,68.1057,92.4170755426,92.9000010825,99,0.114313110106,0.859705747398,0.992415,4.98028,68.1179616994,-69.5637,68.1179346428,0.727800483343,92.5141664869
99.5684875039,100,92.5307527018,69.1257,93.513743894,42.3017966626,145.032,30.4901,69.1257,92.2069945775,92.6994241063,100,0.108104976552,0.881963479201,0.996991,6.78829,69.1412612996,-70.5444,69.1412319628,2.80196553297,87.8631845083
94.702799551,101,92.5538851596,70.1201,92.9809167806,42.2969458038,146.155,30.5918,70.1201,92.2070431314,92.6999972414,101,0.123096252787,0.858299447802,0.993309,5.61838,70.1336687583,-71.517,70.1336322246,1.52652340598,89.4624055917
97.2531518421,102,92.3041252836,70.7615,93.2296451545,40.9926548465,147.179,30.6808,70.7615,91.8542381255,92.4998811005,102,0.162657692685,0.795991221276,0.993213,4.0039,70.7742192619,-72.0956,70.7741907488,3.2920094396,84.2010437719
94.6063600933,103,92.4232715183,71.6989,93.5430712902,41.7325990643,148.202,30.7992,71.6989,92.1464262298,92.5148354755,103,0.0946375277323,0.83027105989,0.996839,5.22597,71.7109003312,-72.9807,71.7108408432,1.40898777246,89.4027469168
99.0,104,92.4109906876,72.4677,93.3774345602,41.6739310406,149.232,30.8808,72.4677,92.1073769241,92.5023417936,104,0.112740749566,0.801696493705,0.996964,4.45873,72.4809567553,-73.6653,72.4809299633,3.44194916794,84.3156578442
96.6135841798,105,92.1869068431,72.8681,93.4081722694,40.5253774101,150.24,30.978,72.8681,91.8236447794,92.4,105,0.128183431985,0.809947383812,0.997085,5.38933,72.8807266781,-74.0451,72.8806869305,1.56071697014,90.0498188217
96.4893102258,106,92.4486155062,73.7356,93.2351778272,41.8210081144,151.304,31.0539,73.7356,92.2055430283,92.5808376161,106,0.101778186876,0.766445858297,0.995588,4.03254,73.7437067368,-74.8468,73.7436759808,2.40150741833,86.3657405932
95.2552588829,107,92.4834141717,74.2035,93.2374598424,42.0684086656,152.253,31.1216,74.2035,92.3003670194,92.5944110666,107,0.0628391900372,0.839820661741,0.997511,5.72183,74.2134794968,-75.2435,74.213449676,1.5884618358,89.5421327837
94.7095989516,108,92.3412932173,74.4653,93.4008785582,41.3396098892,153.063,31.1728,74.4653,92.1136106545,92.4130638717,108,0.0855224106178,0.815825059512,0.997803,5.19375,74.4749279019,-75.4981,74.4749036185,0.804911022971,91.2348649026
97.1178237683,109,92.4184134718,75.089,92.6474774635,41.7284431186,153.78,31.2248,75.089,92.204944897,92.507731296,109,0.0813149259778,0.766709276332,0.997478,4.39421,75.0966879864,-76.0626,75.0966674866,2.71761302971,86.1145361347
97.0837857769,110,92.5531245038,75.3147,93.7566657252,42.3119216364,154.358,31.3084,75.3147,92.301642516,92.6999977485,110,0.102599591793,0.804006368699,0.993906,6.07719,75.3233908044,-76.2491,75.3233508111,1.2890881372,91.3951454611
98.3674914733,111,92.3430959484,75.8488,93.9672149292,41.3338082812,154.871,31.3589,75.8488,92.1118571293,92.481088811,111,0.0837101375531,0.765671572544,0.997369,5.27941,75.855708656,-76.7142,75.8556860267,1.46976184715,92.5911283841
95.2328321475,112,92.587171234,76.2159,93.6915049524,42.4943981275,155.313,31.4736,76.2159,92.4001933701,92.6999243304,112,0.0922862644293,0.799238944773,0.993973,6.48539,76.223873946,-77.0311,76.2238275963,1.11469028637,90.6861227968
94.7148835324,113,92.5551907491,76.3513,93.9365102004,42.439436859,155.695,31.6516,76.3513,92.3032271273,92.6996047735,113,0.0748664254233,0.703311174375,0.997305,3.71643,76.3608621761,-77.1256,76.3608397283,0.462770776006,93.0310682597
94.9113649817,114,92.6754407819,76.384,93.5696557176,42.9913390064,156.006,31.7776,76.384,92.5000988933,92.7986186718,114,0.092301265251,0.753105430383,0.994747,5.47207,76.3906310827,-77.1216,76.3905820039,1.21499566568,90.012620888
97.5224012002,115,92.542261873,76.584,94.3401153091,42.3794960277,156.187,31.941,76.584,92.3273578466,92.6835741089,115,0.078438359971,0.705143246393,0.997541,4.5478,76.5904469115,-77.2527,76.5904126236,1.08256138846,93.123796059
96.3594340162,116,92.6624909279,76.7191,93.6170618767,43.0063711666,156.419,32.0422,76.7191,92.4000995372,92.7997274008,116,0.08255874869,0.67858807108,0.997203,4.42141,76.7253964037,-77.3652,76.7253634475,1.99596811568,88.1637222841
95.4929137244,117,92.4295736171,76.7505,94.0952023238,41.7502180198,156.632,32.0456,76.7505,92.1635841861,92.5995449435,117,0.106663459487,0.659841477617,0.996407,4.28817,76.7578589204,-77.3615,76.757833597,0.913498818213,92.6979315628
