MaxEsReturn,AverageDiscountedReturn,AverageAbsQ,AverageAbsQYDiff,AverageReturn,Iteration,AverageY,QFunRegParamNorm,AverageAction,PolicyRegParamNorm,MinEsReturn,AverageAbsY,AverageQ,AveragePolicySurr,Epoch,MinReturn,MaxReturn,AverageEsReturn,StdEsReturn,AverageQLoss,StdReturn
908.138323839,108.749752556,138.887,1.30391578953,1254.23652529,353,138.890084548,93.9283,0.919641,68.7001,908.138323839,138.890436095,138.887,-139.819,353,1211.76625545,1320.19199527,908.138323839,0.0,19.997,28.8724681544
870.126832319,106.558710391,139.007,1.35247620423,1251.36521437,354,139.014377753,94.1157,0.907341,68.8234,870.126832319,139.014847952,139.007,-139.97,354,1176.55716776,1330.67888708,870.126832319,0.0,22.7255,52.8951012636
916.99012301,114.210969207,139.229,1.25575545497,1255.53265471,355,139.231577308,94.2013,0.922605,68.8373,916.99012301,139.231880326,139.229,-140.138,355,1203.5214121,1309.74586925,916.99012301,0.0,17.9571,34.6280103308
919.610749814,114.940297777,139.352,1.28215490378,1312.77223903,356,139.356494258,94.3495,0.912782,68.9275,919.610749814,139.356733018,139.351,-140.296,356,1257.66839926,1399.00316282,919.610749814,0.0,19.6314,39.5522278547
928.578418024,122.129233146,139.439,1.29234461592,1359.51348851,357,139.444716751,94.5052,0.911316,69.0118,928.578418024,139.445158528,139.439,-140.391,357,1291.84198622,1441.30693972,928.578418024,0.0,18.0815,49.8425810035
835.09416727,120.927907639,139.636,1.32520522117,1313.69080617,358,139.641046125,94.6282,0.892097,69.1172,835.09416727,139.641342455,139.636,-140.564,358,1222.09282738,1410.56825069,835.09416727,0.0,20.9925,52.7052657617
841.150083529,110.880313463,139.732,1.26854880762,1325.73126932,359,139.73679234,94.8117,0.910587,69.1793,841.150083529,139.737038179,139.732,-140.681,359,1211.18899065,1403.02939309,841.150083529,0.0,18.1767,57.8143245371
853.012724545,95.7763832212,139.868,1.32701743371,1127.67083173,360,139.87107075,94.928,0.92763,69.2675,853.012724545,139.871428689,139.868,-140.826,360,1021.75428729,1257.71762449,853.012724545,0.0,21.3212,75.6383211635
916.170663112,121.751341244,140.005,1.31646989125,1313.16186341,361,140.010418218,95.0918,0.918172,69.3377,916.170663112,140.010767476,140.005,-140.969,361,1240.49284743,1368.22957729,916.170663112,0.0,19.8936,41.500901966
951.458719786,90.4769516147,140.053,1.41114484147,1150.62110936,362,140.060395603,95.2999,0.934031,69.4137,951.458719786,140.060916172,140.053,-140.97,362,1100.97645805,1208.1063633,951.458719786,0.0,27.8358,31.7345198569
858.143153174,112.047823607,140.243,1.25222643444,1334.10405799,363,140.244445142,95.3714,0.911042,69.5396,858.143153174,140.244766185,140.243,-141.158,363,1288.52814108,1369.83289689,858.143153174,0.0,18.1416,24.4667691883
871.772109768,103.578694156,140.33,1.33014310637,1145.94622228,364,140.332230034,95.5648,0.916058,69.6158,871.772109768,140.33268437,140.33,-141.24,364,999.727553244,1255.76377902,871.772109768,0.0,21.5314,76.9825582308
882.802520066,107.361508087,140.492,1.33623351718,1239.51395594,365,140.502289943,95.72,0.916772,69.6543,882.802520066,140.502494864,140.492,-141.437,365,1144.84659517,1339.99163012,882.802520066,0.0,21.2689,52.4760211211
887.518118857,102.244957655,140.619,1.35787675514,1197.56490173,366,140.620401303,95.8309,0.930111,69.681,887.518118857,140.620833804,140.619,-141.571,366,1138.62763602,1228.12826322,887.518118857,0.0,22.4365,27.254052964
875.335300723,98.3107033358,140.79,1.2875667726,1134.64939959,367,140.798999777,95.9832,0.914777,69.7693,875.335300723,140.799410429,140.79,-141.71,367,1062.48922671,1211.59607296,875.335300723,0.0,20.8214,50.0150570388
837.585725351,110.475407894,140.845,1.34160645964,1211.58562739,368,140.847329939,96.1881,0.920821,69.8396,837.585725351,140.847768179,140.845,-141.749,368,1069.510672,1319.23679119,837.585725351,0.0,22.3393,72.8083918991
868.999664103,107.615721235,140.918,1.35193638211,1320.3301685,369,140.919536737,96.3475,0.919059,69.9526,868.999664103,140.919889876,140.918,-141.824,369,1259.61285999,1386.60551648,868.999664103,0.0,23.9211,43.4703042233
893.928757761,95.3492743313,141.027,1.32640643603,1248.37997262,370,141.031792903,96.4774,0.928057,70.058,893.928757761,141.032055153,141.027,-141.928,370,1176.35660927,1308.18463009,893.928757761,0.0,21.666,43.2974823017
862.197692088,102.849631717,141.103,1.36996960902,1166.6326005,371,141.107064309,96.6098,0.912812,70.1409,862.197692088,141.107426738,141.103,-142.039,371,1113.08159695,1226.60024101,862.197692088,0.0,25.7615,35.1544954863
901.483305661,89.4921010237,141.194,1.376349329,1144.19276978,372,141.201205222,96.7909,0.916747,70.1989,901.483305661,141.201625528,141.194,-142.151,372,1032.6239256,1226.44741497,901.483305661,0.0,22.8875,55.9181166673
871.264567175,101.805017607,141.388,1.35903733068,1195.65244227,373,141.391289465,96.9514,0.913506,70.2627,871.264567175,141.391540946,141.388,-142.354,373,1021.29429147,1320.92761548,871.264567175,0.0,22.8308,82.8097226762
906.893745492,98.3155072382,141.517,1.31570020903,1162.97178919,374,141.522012505,97.1823,0.927243,70.3549,906.893745492,141.522275983,141.517,-142.443,374,1106.30140241,1236.05452697,906.893745492,0.0,20.4166,47.2147641525
820.480078098,98.6558200279,141.685,1.3187964189,1202.33739052,375,141.688792698,97.3181,0.925572,70.3769,820.480078098,141.689163488,141.685,-142.624,375,1070.64958684,1258.2781663,820.480078098,0.0,21.2683,48.0529093184
837.399508886,111.648581024,141.828,1.32691378016,1255.33708402,376,141.8318188,97.4204,0.922698,70.4567,837.399508886,141.832159167,141.828,-142.737,376,1187.38859658,1360.69102923,837.399508886,0.0,23.9144,54.6131662145
915.146576503,118.189959779,141.827,1.33042908166,1354.86048424,377,141.833066399,97.5593,0.902666,70.572,915.146576503,141.8333487,141.827,-142.712,377,1306.44522262,1424.93357798,915.146576503,0.0,20.9151,39.061549598
864.471839149,120.28819271,141.967,1.28986361879,1347.3175458,378,141.972135171,97.737,0.940145,70.6556,864.471839149,141.972376974,141.967,-142.902,378,1269.11307497,1422.07750079,864.471839149,0.0,19.5965,42.0855938341
965.679111599,110.931615333,142.002,1.34231135499,1298.75826713,379,142.005455352,97.8837,0.921558,70.7668,965.679111599,142.005854882,142.002,-142.905,379,1261.79628838,1369.44831005,965.679111599,0.0,23.7758,31.941994464
900.843429762,110.63299315,142.132,1.33292689001,1274.84806641,380,142.139157903,98.0956,0.923305,70.8521,900.843429762,142.13943636,142.132,-143.085,380,1203.12659552,1345.25459647,900.843429762,0.0,22.6326,36.8738156445
864.489883848,111.197362151,142.241,1.34840362651,1266.08037173,381,142.244815506,98.2603,0.94354,70.9196,864.489883848,142.245145107,142.241,-143.217,381,1209.43901214,1315.72569703,864.489883848,0.0,23.3626,33.8307090263
929.619594704,115.494806746,142.416,1.33528176542,1252.79037614,382,142.42097033,98.4044,0.93003,71.0531,929.619594704,142.42125461,142.416,-143.362,382,1174.64198836,1347.02721747,929.619594704,0.0,22.0692,44.6417787782
827.586729811,109.434434312,142.534,1.28610748101,1285.53765861,383,142.537771098,98.5547,0.923841,71.078,827.586729811,142.537955106,142.534,-143.494,383,1195.02699175,1358.91042984,827.586729811,0.0,19.5493,42.2687024414
793.530027384,110.124987558,142.612,1.37939128384,1242.16270099,384,142.616155542,98.6831,0.930823,71.0992,793.530027384,142.616618842,142.612,-143.556,384,1198.26247328,1278.43446324,793.530027384,0.0,24.0889,27.7048203399
923.878684707,115.454122541,142.72,1.35418482901,1325.57277783,385,142.724409152,98.8261,0.917821,71.1397,923.878684707,142.724822901,142.72,-143.68,385,1266.23788167,1408.66197466,923.878684707,0.0,25.4255,38.0431362391
933.724501142,107.078621858,142.867,1.33710484803,1268.89523875,386,142.873153626,98.9771,0.929479,71.223,933.724501142,142.87340558,142.867,-143.8,386,1205.90152035,1316.14353089,933.724501142,0.0,22.4378,32.8603153252
929.757957587,105.232694078,142.945,1.35880247348,1271.86621616,387,142.950022774,99.1467,0.923829,71.3019,929.757957587,142.950396481,142.945,-143.879,387,1132.22246224,1351.69343224,929.757957587,0.0,24.5528,55.1039289233
879.06394381,105.641300951,142.991,1.41773981328,1236.67443239,388,142.9960593,99.3347,0.932136,71.3583,879.06394381,142.996417204,142.991,-143.904,388,1117.71921,1353.80788433,879.06394381,0.0,25.7052,56.9057470372
901.861315129,102.505827156,143.117,1.33369060181,1204.05054612,389,143.121177894,99.5237,0.917187,71.4786,901.861315129,143.121574988,143.117,-144.018,389,1144.88246282,1289.92509507,901.861315129,0.0,21.1113,48.929076599
823.056749516,103.626159434,143.323,1.27601811689,1269.69297895,390,143.324067685,99.5851,0.921818,71.51,823.056749516,143.324273148,143.323,-144.207,390,1216.34313092,1348.02386513,823.056749516,0.0,17.6739,37.3350171921
899.507386773,112.531150583,143.28,1.41330060712,1300.13699898,391,143.283338001,99.7204,0.914383,71.5533,899.507386773,143.283790448,143.28,-144.164,391,1225.71704509,1395.07958548,899.507386773,0.0,25.4131,50.9020965818
848.39271539,100.063642571,143.446,1.3819056455,1098.45718673,392,143.450292692,99.8933,0.908538,71.5964,848.39271539,143.450668593,143.446,-144.358,392,984.889185371,1199.9146363,848.39271539,0.0,24.8551,56.9792322193
828.971120946,107.925253207,143.401,1.35704650359,1238.95601378,393,143.414257435,99.9676,0.906708,71.6257,828.971120946,143.414584293,143.401,-144.339,393,1198.33631864,1298.43006051,828.971120946,0.0,23.0306,32.6448416322
900.559445558,111.602015252,143.55,1.3271612055,1326.83820788,394,143.549898698,100.157,0.914401,71.6885,900.559445558,143.550225935,143.55,-144.479,394,1221.10975554,1402.91451108,900.559445558,0.0,21.0651,49.6074810596
881.891909148,114.88435611,143.694,1.23408430047,1325.57291164,395,143.698640679,100.249,0.927007,71.8233,881.891909148,143.698731669,143.694,-144.613,395,1279.20715449,1359.13976592,881.891909148,0.0,16.8298,23.0577798591
816.769091475,108.173069149,143.705,1.40702973005,1237.81632231,396,143.712068605,100.445,0.934428,71.8944,816.769091475,143.712444032,143.705,-144.658,396,1151.78318254,1313.83478359,816.769091475,0.0,25.607,41.3723178752
886.726068378,108.809666067,143.927,1.30840422198,1277.66669023,397,143.932173518,100.637,0.911721,71.931,886.726068378,143.932684451,143.927,-144.842,397,1213.08066364,1364.01375113,886.726068378,0.0,20.6996,50.0609033547
1027.00447596,107.997150421,143.918,1.3906249677,1263.80660823,398,143.920800991,100.793,0.917726,72.0082,1027.00447596,143.921160833,143.918,-144.825,398,1216.8417033,1318.727039,1027.00447596,0.0,26.4583,36.0008495817
941.240386587,109.92938935,144.029,1.27767359426,1296.42658216,399,144.03459307,100.964,0.916738,72.0723,941.240386587,144.03485781,144.029,-144.967,399,1274.0039147,1326.38965422,941.240386587,0.0,20.1269,17.6433389096
857.332430613,104.575993731,144.101,1.33056495554,1217.48300008,400,144.101494604,101.119,0.917917,72.157,857.332430613,144.101922693,144.101,-145.012,400,1132.37045175,1277.48367363,857.332430613,0.0,23.4957,48.5792544427
914.966508748,106.645848036,144.217,1.28689060764,1190.41332503,401,144.223113209,101.263,0.920597,72.205,914.966508748,144.223465489,144.217,-145.15,401,1094.56216477,1251.60845205,914.966508748,0.0,19.0744,49.585512127
848.677888379,110.523102768,144.252,1.35053036014,1264.15114065,402,144.254331594,101.426,0.903176,72.2741,848.677888379,144.254571247,144.25,-145.152,402,1193.08994381,1338.75440317,848.677888379,0.0,22.3871,48.4045637678
921.210261151,109.844831251,144.373,1.38156831195,1282.4458065,403,144.381669249,101.571,0.916714,72.3435,921.210261151,144.382131898,144.373,-145.263,403,1212.33002671,1370.50849321,921.210261151,0.0,24.6498,49.0421770707
924.686704905,110.169494863,144.376,1.33304656724,1296.56798832,404,144.380013445,101.694,0.91261,72.4636,924.686704905,144.380323987,144.376,-145.255,404,1237.02302778,1353.95149685,924.686704905,0.0,23.4509,40.5449606699
846.785295973,97.5164772228,144.444,1.32157276745,1101.31543094,405,144.449039548,101.846,0.905611,72.5003,846.785295973,144.449392852,144.444,-145.344,405,1047.68563501,1197.48187975,846.785295973,0.0,22.4314,46.425171656
956.906619988,116.279364612,144.499,1.33628224786,1286.5436155,406,144.502948018,101.999,0.927163,72.5893,956.906619988,144.503285594,144.499,-145.366,406,1195.97565271,1336.71487648,956.906619988,0.0,22.8553,42.1278535048
875.769755194,117.775329255,144.661,1.28686360128,1331.48406458,407,144.668359976,102.145,0.925609,72.6587,875.769755194,144.668750144,144.661,-145.571,407,1282.27409475,1392.70302813,875.769755194,0.0,19.2854,33.417603251
861.707617385,94.9213571492,144.719,1.37203059769,1207.24553002,408,144.719310293,102.304,0.914991,72.6813,861.707617385,144.719652081,144.718,-145.631,408,1099.17298883,1253.99136115,861.707617385,0.0,24.7428,49.126497882
899.764284897,122.573850732,144.641,1.29785376486,1319.40354713,409,144.646869467,102.424,0.920425,72.7411,899.764284897,144.647214615,144.641,-145.495,409,1256.67513091,1385.41352834,899.764284897,0.0,20.9798,47.2654939648
820.799188746,101.618865848,144.767,1.26015162971,1185.82758332,410,144.769870975,102.566,0.920345,72.8533,820.799188746,144.770118522,144.767,-145.643,410,1137.28883722,1228.23733811,820.799188746,0.0,19.1668,25.3626813092
947.154364216,106.509906488,144.811,1.32465782674,1234.68789234,411,144.816157302,102.746,0.928414,72.8644,947.154364216,144.81651336,144.811,-145.723,411,1164.69694296,1335.54962136,947.154364216,0.0,23.1595,53.2757878046
863.910854337,109.859970367,144.796,1.37975507488,1388.52642719,412,144.80019162,102.896,0.924917,72.9674,863.910854337,144.800597856,144.796,-145.681,412,1324.13810344,1458.25799303,863.910854337,0.0,26.6201,37.9705253359
806.734756944,107.826379184,144.906,1.34473659111,1294.39027093,413,144.909388405,103.071,0.913035,73.063,806.734756944,144.909777406,144.906,-145.789,413,1209.79646952,1329.80342802,806.734756944,0.0,23.0418,33.5591403726
858.825530799,101.762031753,144.994,1.26898197335,1135.5097492,414,144.999873733,103.219,0.913907,73.1384,858.825530799,145.000180561,144.994,-145.864,414,1082.74793326,1213.22278007,858.825530799,0.0,18.661,44.6786403336
967.633966284,111.162506336,144.947,1.36318591463,1242.41764879,415,144.950340764,103.36,0.925443,73.2403,967.633966284,144.950546259,144.947,-145.868,415,1194.55775015,1277.87136989,967.633966284,0.0,22.9518,28.9673003072
939.768728495,105.844188891,145.099,1.2762358413,1260.29637449,416,145.100860958,103.5,0.914844,73.3057,939.768728495,145.101237687,145.099,-145.965,416,1161.60117602,1315.89639269,939.768728495,0.0,21.0738,58.1829896924
974.498094625,114.86739919,145.1,1.33553208433,1296.40214866,417,145.109373946,103.622,0.927989,73.4143,974.498094625,145.109630082,145.1,-145.977,417,1236.38162962,1355.4595106,974.498094625,0.0,23.2988,41.1868793816
882.234348754,92.8786358855,145.153,1.36646168849,1071.64303985,418,145.156261646,103.81,0.931623,73.4449,882.234348754,145.156546734,145.153,-146.056,418,1028.14562477,1149.36091149,882.234348754,0.0,23.7975,37.8540466848
855.062275412,107.647526861,145.223,1.29653987854,1280.92808488,419,145.226781544,103.953,0.925793,73.512,855.062275412,145.22708515,145.223,-146.11,419,1174.13623852,1349.8777451,855.062275412,0.0,21.9858,48.0545939107
939.641394237,108.170621312,145.294,1.29524082678,1243.03037943,420,145.297913329,104.118,0.916654,73.567,939.641394237,145.29827332,145.294,-146.232,420,1164.3164352,1302.28814379,939.641394237,0.0,21.1328,46.0384208082
943.723784854,104.944248142,145.38,1.25366710274,1244.21801313,421,145.383146786,104.255,0.919379,73.6645,943.723784854,145.383390487,145.38,-146.309,421,1188.58461808,1292.13058375,943.723784854,0.0,19.2376,35.3068055152
786.826172386,110.765807685,145.482,1.32012605009,1297.16621265,422,145.487592205,104.365,0.918881,73.7216,786.826172386,145.487932555,145.482,-146.393,422,1224.97260497,1383.39665806,786.826172386,0.0,23.3588,44.5789456185
885.523526903,108.573172004,145.592,1.28954170683,1127.78372382,423,145.594958724,104.522,0.91483,73.7614,885.523526903,145.595390293,145.592,-146.485,423,975.281912635,1253.20323799,885.523526903,0.0,22.2004,79.2869084884
780.467450483,114.222090658,145.659,1.34467416948,1308.70873257,424,145.664619755,104.665,0.928964,73.8118,780.467450483,145.665113958,145.659,-146.554,424,1250.47649108,1429.73102276,780.467450483,0.0,24.3983,54.0169338558
943.556132258,106.313825272,145.598,1.33458872002,1244.02287748,425,145.602619615,104.832,0.909272,73.9049,943.556132258,145.602954044,145.598,-146.496,425,1180.45085477,1355.11787846,943.556132258,0.0,25.0071,43.0042343026
850.733868432,103.722178326,145.774,1.24346317741,1199.4777979,426,145.774813119,104.925,0.918815,73.9625,850.733868432,145.775104457,145.773,-146.667,426,1131.32238886,1240.32227616,850.733868432,0.0,18.9248,31.9360736918
856.107496936,99.9606723212,145.779,1.33250886299,1177.5003417,427,145.785834002,105.059,0.917182,73.9988,856.107496936,145.786058227,145.779,-146.66,427,1103.32910381,1245.15466581,856.107496936,0.0,24.4674,46.4449795618
851.789392507,105.058511664,145.804,1.34452986427,1139.62290892,428,145.808418322,105.242,0.928056,74.0761,851.789392507,145.808700503,145.804,-146.671,428,1031.24638214,1196.61807812,851.789392507,0.0,25.7077,52.7074597127
875.338613661,110.030045986,145.798,1.30860566684,1170.76717397,429,145.803026793,105.348,0.925773,74.1368,875.338613661,145.80339134,145.798,-146.68,429,1111.66885834,1234.5191411,875.338613661,0.0,23.3055,42.4673747757
843.895224688,103.114307948,145.824,1.3249490702,1188.00860133,430,145.82846125,105.5,0.915231,74.2319,843.895224688,145.82880465,145.823,-146.732,430,1061.31966615,1247.96950741,843.895224688,0.0,24.3018,53.130560684
781.516177263,112.507269445,145.893,1.31721972245,1241.90302582,431,145.895010755,105.642,0.921576,74.2985,781.516177263,145.895253676,145.893,-146.792,431,1139.84848797,1287.87941899,781.516177263,0.0,23.0213,42.7853524531
900.103769844,124.372692758,145.92,1.30236296535,1371.31140253,432,145.925571213,105.76,0.925645,74.3456,900.103769844,145.925840766,145.92,-146.815,432,1282.25891576,1444.49212334,900.103769844,0.0,22.5613,40.6022469968
855.355533648,117.495145897,146.005,1.26416713874,1378.93068264,433,146.010612735,105.898,0.909645,74.4051,855.355533648,146.01097877,146.005,-146.905,433,1319.09054063,1452.88117546,855.355533648,0.0,20.3121,33.2253400776
897.139436672,120.661250977,146.086,1.30937945107,1362.72640534,434,146.089820349,106.07,0.910561,74.5208,897.139436672,146.090180154,146.086,-146.983,434,1321.51706767,1421.53651514,897.139436672,0.0,23.7745,31.1236626484
891.275441881,105.727559247,146.108,1.37273823947,1181.57123613,435,146.110709959,106.23,0.909835,74.5878,891.275441881,146.111064462,146.108,-146.97,435,1087.00635625,1252.21111955,891.275441881,0.0,25.704,42.3780093898
857.477794235,105.296368655,146.085,1.3113946122,1221.11622366,436,146.089206582,106.368,0.92718,74.6374,857.477794235,146.089480723,146.085,-146.933,436,1156.3887595,1296.30768729,857.477794235,0.0,24.9531,54.5221788406
877.667142985,107.549007414,146.142,1.27040921483,1264.69543829,437,146.150386299,106.5,0.944957,74.6888,877.667142985,146.150639611,146.142,-147.008,437,1209.00494185,1330.63345621,877.667142985,0.0,19.9985,43.2212072956
925.75952906,108.44221579,146.09,1.33400971873,1256.0355968,438,146.094734597,106.631,0.940724,74.7678,925.75952906,146.094927199,146.09,-146.945,438,1135.70293034,1332.27648674,925.75952906,0.0,25.0901,53.513969676
866.6411312,97.7475857804,146.153,1.31154502961,1069.92327227,439,146.155538764,106.777,0.929484,74.8638,866.6411312,146.156291387,146.153,-147.027,439,981.562992879,1116.68427404,866.6411312,0.0,22.8025,38.1351393424
802.050254078,103.273269616,146.088,1.36513030744,1105.2638016,440,146.094901831,106.977,0.897971,74.924,802.050254078,146.095395015,146.088,-146.969,440,1047.26005098,1174.86453337,802.050254078,0.0,27.0868,39.0613842101
867.620694955,112.30596053,146.218,1.32741547887,1182.33737635,441,146.218840654,107.094,0.919991,74.9811,867.620694955,146.219117276,146.218,-147.104,441,1080.47624697,1275.59594524,867.620694955,0.0,24.0093,57.044753754
884.545029728,103.396727953,146.206,1.29891468827,1120.97480723,442,146.213009267,107.306,0.913239,75.0707,884.545029728,146.213340773,146.206,-147.073,442,1069.57838376,1192.57935904,884.545029728,0.0,22.4016,37.29886606
829.463612204,114.838221629,146.151,1.35604385813,1309.25899667,443,146.153856234,107.464,0.910758,75.1551,829.463612204,146.154254754,146.151,-147.022,443,1235.28981548,1376.80489772,829.463612204,0.0,24.8511,41.9437698005
874.705430702,111.628608972,146.182,1.36178610193,1252.66887431,444,146.186140489,107.616,0.942628,75.2664,874.705430702,146.186499887,146.182,-147.051,444,1150.72593385,1298.44891194,874.705430702,0.0,27.1339,41.530278109
845.444892481,102.320511339,146.23,1.28879307456,1177.59943116,445,146.235372012,107.734,0.927065,75.2568,845.444892481,146.235582334,146.23,-147.119,445,1092.13426629,1272.3083842,845.444892481,0.0,21.2445,49.8162973348
974.078456104,119.336541329,146.289,1.33231372881,1351.1355802,446,146.293014164,107.849,0.924025,75.3267,974.078456104,146.293240252,146.289,-147.156,446,1311.19803266,1396.73719419,974.078456104,0.0,23.777,26.7174802496
946.799983958,124.152383223,146.274,1.29297402773,1345.62937924,447,146.28009082,107.948,0.907439,75.4255,946.799983958,146.280598126,146.274,-147.108,447,1228.80270638,1398.43003696,946.799983958,0.0,21.9221,44.5571263512
836.760239502,102.875689683,146.305,1.28215992851,1224.35476717,448,146.307384831,108.078,0.934239,75.5006,836.760239502,146.307737196,146.305,-147.155,448,1180.88256339,1312.58878822,836.760239502,0.0,22.0314,38.2061288893
891.557153683,112.628661828,146.249,1.2852163871,1239.14685084,449,146.25284618,108.234,0.921951,75.614,891.557153683,146.253023472,146.249,-147.093,449,1166.75664045,1290.74029235,891.557153683,0.0,22.495,40.2939616905
926.128308954,104.030116121,146.272,1.25682018383,1178.16132455,450,146.276725086,108.3,0.925377,75.6451,926.128308954,146.277042299,146.272,-147.084,450,1083.6060332,1270.5534108,926.128308954,0.0,20.7592,52.9999568247
895.388424214,111.307478761,146.161,1.32943092034,1269.45763906,451,146.160895728,108.433,0.919548,75.7264,895.388424214,146.161324143,146.161,-146.983,451,1209.03857551,1332.54224086,895.388424214,0.0,25.6892,33.3184500311
825.92063413,105.807651202,146.212,1.26819078113,1263.62907906,452,146.219455532,108.611,0.92412,75.831,825.92063413,146.220277015,146.212,-147.042,452,1192.53289822,1311.38909658,825.92063413,0.0,22.8021,31.6391698127
853.97454888,105.086348266,146.178,1.33900553297,1189.46067645,453,146.182088553,108.791,0.907323,75.828,853.97454888,146.182564532,146.178,-147.044,453,1125.24410443,1253.63705411,853.97454888,0.0,26.4823,39.2500796941
948.328301943,110.925286941,146.184,1.30577928878,1298.96177302,454,146.187209528,108.978,0.907329,75.9451,948.328301943,146.188180334,146.184,-147.031,454,1258.20105839,1393.7741516,948.328301943,0.0,21.7004,43.4510089835
830.643502521,99.5032696143,146.134,1.33916489475,1161.90338861,455,146.140033143,109.106,0.942367,76.0151,830.643502521,146.140400568,146.134,-146.969,455,1047.05895562,1284.66904229,830.643502521,0.0,24.305,67.5763190374
854.175189707,111.801114206,146.141,1.27124181221,1246.03659023,456,146.144123029,109.242,0.931126,76.0814,854.175189707,146.144525176,146.141,-146.991,456,1170.23184947,1309.68860496,854.175189707,0.0,21.5012,48.6631873841
848.170576105,125.07539956,146.181,1.23917514336,1423.59004224,457,146.184578135,109.339,0.915051,76.1063,848.170576105,146.184852817,146.181,-147.064,457,1353.82865166,1492.30230814,848.170576105,0.0,20.2945,45.535044212
981.197070652,95.7235579724,146.206,1.27466267342,1055.39844915,458,146.21017441,109.463,0.918561,76.1461,981.197070652,146.210453538,146.206,-147.067,458,978.47405799,1137.43623026,981.197070652,0.0,19.474,44.7231122258
865.879335861,118.187628239,146.246,1.28133972957,1353.07978567,459,146.252236346,109.572,0.93097,76.2302,865.879335861,146.252518242,146.246,-147.146,459,1266.17290003,1424.86062708,865.879335861,0.0,20.5171,40.9046324826
940.48366486,109.955871266,146.316,1.36053492057,1254.19678435,460,146.319109645,109.726,0.925345,76.2729,940.48366486,146.319615065,146.316,-147.219,460,1157.5217149,1345.82943364,940.48366486,0.0,25.7645,57.4054711249
911.765965472,113.985514127,146.312,1.36071717864,1324.50558347,461,146.316384841,109.9,0.910663,76.3862,911.765965472,146.31670138,146.312,-147.202,461,1276.01784005,1387.72649145,911.765965472,0.0,27.0291,32.5100222344
848.810668451,117.110104358,146.355,1.34063164481,1283.7334496,462,146.358965376,110.086,0.911223,76.4708,848.810668451,146.359280398,146.355,-147.23,462,1208.15483705,1354.06413435,848.810668451,0.0,25.258,40.2032065442
794.763650054,111.222098334,146.385,1.33007649845,1240.79456339,463,146.390277347,110.241,0.914276,76.515,794.763650054,146.390466845,146.385,-147.245,463,1079.4450349,1370.84515101,794.763650054,0.0,23.8469,85.5389042021
858.734665361,99.9253914356,146.474,1.20846051008,1185.49190209,464,146.479113061,110.324,0.923549,76.5936,858.734665361,146.47924334,146.474,-147.371,464,1079.72058252,1244.04262822,858.734665361,0.0,16.756,50.9055389816
898.993495021,111.972329989,146.51,1.32444292001,1298.28066667,465,146.512990479,110.433,0.92437,76.6061,898.993495021,146.513256426,146.51,-147.434,465,1235.27384767,1400.39724777,898.993495021,0.0,23.2709,49.5610616133
852.933892911,103.021723594,146.606,1.27542198856,1208.6791571,466,146.614321367,110.62,0.918579,76.6598,852.933892911,146.614675399,146.605,-147.488,466,1139.05847869,1315.19163329,852.933892911,0.0,22.1785,53.0568086334
918.089366222,113.874496168,146.659,1.3280720902,1335.59460773,467,146.659077141,110.731,0.909482,76.7295,918.089366222,146.659401511,146.659,-147.528,467,1238.54155365,1431.55622725,918.089366222,0.0,24.1098,64.5194754053
910.905298445,110.370995829,146.637,1.3361643528,1187.40810909,468,146.643723537,110.862,0.929359,76.8083,910.905298445,146.644093378,146.637,-147.514,468,1113.91826656,1243.60940493,910.905298445,0.0,24.7745,41.0694123985
891.150264468,115.425815782,146.655,1.34457316385,1277.85239548,469,146.657659469,111.054,0.928426,76.8296,891.150264468,146.658118793,146.655,-147.546,469,1200.08206635,1364.45828163,891.150264468,0.0,24.621,50.6554592196
889.692697516,108.76356252,146.729,1.30042217469,1281.53935013,470,146.731666205,111.163,0.920682,76.9723,889.692697516,146.732017339,146.729,-147.604,470,1237.83826496,1336.19158538,889.692697516,0.0,23.5179,35.2512452647
858.176095679,107.483249373,146.716,1.31542393898,1278.63102484,471,146.720308832,111.288,0.921435,77.0383,858.176095679,146.720629234,146.716,-147.571,471,1234.08362709,1339.69244048,858.176095679,0.0,23.5543,32.0701251022
782.15255207,108.851466799,146.718,1.35565032423,1247.25353544,472,146.725153683,111.465,0.929003,77.1281,782.15255207,146.725507904,146.718,-147.565,472,1102.62777722,1343.50306709,782.15255207,0.0,25.0794,80.163886705
894.045238224,106.594463126,146.796,1.24429356172,1208.61953622,473,146.795441372,111.57,0.922533,77.2205,894.045238224,146.795707668,146.796,-147.65,473,1156.8276093,1250.84925434,894.045238224,0.0,18.3864,31.8443996174
904.089196873,110.781598299,146.692,1.39375275138,1205.46803913,474,146.698886934,111.726,0.932351,77.237,904.089196873,146.699320153,146.692,-147.52,474,1152.26172192,1284.21774323,904.089196873,0.0,28.669,42.2824842088
832.438634827,108.646187864,146.749,1.20383134396,1259.63451233,475,146.752142841,111.786,0.930061,77.2849,832.438634827,146.752396879,146.749,-147.596,475,1208.17056378,1317.78711162,832.438634827,0.0,17.3444,28.8973157564
852.473146502,99.4499717346,146.785,1.2955547099,1134.20919822,476,146.788766118,111.896,0.928479,77.3879,852.473146502,146.789105817,146.785,-147.666,476,1029.97827283,1198.6542081,852.473146502,0.0,22.7475,48.785278623
