AverageAction,AverageAbsQ,AverageQLoss,StdReturn,AverageQ,PolicyRegParamNorm,AverageAbsY,AverageY,MinEsReturn,AverageReturn,AverageAbsQYDiff,AverageDiscountedReturn,Epoch,MinReturn,MaxReturn,StdEsReturn,Iteration,AveragePolicySurr,MaxEsReturn,QFunRegParamNorm,AverageEsReturn
0.781344,37.4499,9.05364,93.4424485613,36.8795,29.6042,37.4666322237,36.888606815,95.6443262643,340.043574796,1.76873247234,110.099598365,44,159.147095845,647.485524795,108.269064604,44,-39.2284,393.157882887,36.5211,228.580449405
0.798576,38.8464,10.0719,173.751869776,38.3013,29.9449,38.8621081929,38.3104914475,13.1160127554,287.208950646,1.85040890647,111.003449878,45,122.784331639,1153.01488717,73.4346871959,45,-40.6639,227.039895216,37.0323,127.113745198
0.809657,40.2631,10.3172,87.5426093847,39.7245,30.238,40.2786878543,39.7326366395,-23.6909268569,281.083229529,1.90332496266,113.496412767,46,139.697085674,522.381268097,101.905256074,46,-42.115,300.520712169,37.5805,110.996365947
0.789066,41.7768,11.3803,107.112986634,41.2756,30.4604,41.7937695661,41.2855048832,-10.5533641216,301.138663041,1.97704215939,104.002333079,47,18.8804872414,565.432612086,89.7237292516,47,-43.7441,296.102256041,38.0572,89.6364320037
0.803185,43.2821,12.1933,349.182645092,42.8157,30.6928,43.3033994475,42.8290520371,-7.10040116926,182.425919317,2.05369354959,37.9144558069,48,-88.0041422041,998.668198151,95.869334162,48,-45.3527,274.157891755,38.5853,83.2824720847
0.822904,44.5829,13.5445,94.8623682851,44.147,30.9486,44.5994261619,44.1606035622,0.386489525838,237.788408693,2.1281176627,81.3710129425,49,16.2726348359,426.580838861,64.819389956,49,-46.8048,197.186116854,39.0462,63.5195933527
0.784713,46.0966,15.2988,111.148283207,45.7121,31.2317,46.1122878177,45.7258118548,-2.90714940512,112.673972686,2.25078269554,42.0814768058,50,-129.201633508,306.308023626,56.8349208058,50,-48.4224,161.466355243,39.5808,49.9776126038
0.760043,47.3792,16.3869,71.954470195,47.0252,31.4583,47.3898706708,47.0406164122,-6.37823041115,208.693347706,2.32307754577,91.6366226591,51,16.1429269703,388.487519211,59.9677261262,51,-49.7799,213.082918143,40.0023,46.379508899
0.791157,48.941,17.967,173.72372177,48.6232,31.6856,48.9559879169,48.6378310587,-12.4031067266,316.803855444,2.38625031457,72.6575384842,52,46.6955150806,633.914713993,101.546129435,52,-51.3633,338.293198574,40.4741,85.8430396763
0.80031,50.3812,17.5309,99.6309306503,50.0703,31.7892,50.3914330948,50.0848679637,-10.1898815847,70.7726780719,2.42213748607,30.8916058913,53,-26.1250463273,479.613743208,81.390291575,53,-52.9314,248.006584763,40.9017,68.3906986409
0.78402,51.7954,19.7616,59.0948262756,51.5152,31.9866,51.807160998,51.5324127724,0.589010468266,230.595164596,2.47185453588,119.71482198,54,116.833310566,396.543405115,57.7020577251,54,-54.3401,217.969777262,41.3248,47.9783218921
0.798532,53.3655,19.9475,300.21589103,53.1261,32.1515,53.3834155952,53.144693324,-0.570805170488,337.812910151,2.52773130207,90.5652197476,55,115.094776916,901.832353027,85.8027017763,55,-56.0013,301.838896299,41.7761,63.2803804185
0.806576,54.9412,21.3315,54.9107688097,54.7216,32.3514,54.9583839458,54.7405871091,0.501419486915,149.833521231,2.58123607133,91.7323490721,56,79.7994221322,446.308244089,79.1075857332,56,-57.7592,244.257308218,42.2308,86.5057532518
0.773655,56.8389,21.7754,94.5300208603,56.6531,32.5172,56.8524245901,56.666673982,12.7863357978,131.318598756,2.61826718117,45.9564252789,57,1.83952511916,406.264535457,64.3806870019,57,-59.6607,219.453277406,42.6424,95.2963653288
0.757638,58.6688,20.3125,154.910050403,58.5006,32.7215,58.6879104761,58.5184492237,1.91933283797,909.382505708,2.57591655121,74.676963901,58,454.731674925,1100.55659893,60.1211731321,58,-61.6299,216.66387596,42.9776,75.4519985907
0.788825,60.3218,22.0952,162.896946836,60.1688,32.9293,60.3387350415,60.1840265006,1.72692462917,278.137453171,2.652705081,122.624239685,59,114.240947694,957.564234434,107.427416324,59,-63.2267,297.828339922,43.3504,151.557595796
0.70078,62.0427,24.9413,314.246723999,61.8943,33.1745,62.0644216423,61.9152596609,-1.21377491257,622.22728978,2.75155252523,93.1252986886,60,125.416518607,926.520423251,99.8040360938,60,-65.0031,302.361257162,43.7309,95.1440333822
0.772804,63.832,24.037,217.470445828,63.6914,33.3887,63.846384763,63.7108488672,3.91814731882,165.439637376,2.72685946906,71.1130562908,61,89.221461034,1200.11185118,103.660598674,61,-66.9923,280.517764097,44.0678,141.500151143
0.803177,65.8604,24.3482,78.3077973195,65.7265,33.6373,65.8760147652,65.7443530354,0.528625322541,205.260765634,2.78181136532,107.994405276,62,74.9002194438,398.07692665,78.3038990513,62,-68.9598,238.833198478,44.4001,92.115685938
0.804573,67.4225,24.8142,190.145546206,67.3008,33.9265,67.4345395581,67.3148248525,5.72870946953,304.340137515,2.78812058584,124.364847747,63,103.014558766,1009.38873642,68.9505484586,63,-70.476,241.917601699,44.7825,117.849823332
0.809873,69.1712,25.7252,97.8958505702,69.0543,34.2335,69.1886604426,69.073351745,26.7436807048,120.464850018,2.85374540935,72.9113235998,64,29.4930060629,548.153719922,92.1183921458,64,-72.2861,317.724963019,45.2322,170.290665961
0.822257,71.2282,26.83,103.04532388,71.1233,34.4894,71.2453707169,71.1369253097,23.3705459272,181.275078707,2.88158408598,89.7573880511,65,47.7111978773,470.316963744,104.486968671,65,-74.3704,399.952066566,45.5388,135.491350236
0.831138,72.7382,26.3023,159.379125214,72.6278,34.6954,72.748042198,72.6435955106,0.148869995009,228.154675064,2.90099371329,85.2468599602,66,60.5217353211,776.181098274,115.736224307,66,-75.8211,388.310473328,45.9333,120.202112062
0.836081,74.481,28.1076,171.321917222,74.3779,34.9165,74.4939702522,74.3985407059,0.0273023588155,296.152608674,2.94964910736,110.623814193,67,34.8076342692,797.978988779,84.9325943257,67,-77.6505,255.665205459,46.3212,76.0978452011
0.857739,76.0073,29.6076,149.979883782,75.9045,35.1829,76.0138692659,75.9170327705,23.1419567927,243.62639258,2.9850671737,97.7938372094,68,68.0396511839,612.231997981,110.53350063,68,-79.2628,341.23251149,46.7181,159.682422756
0.861791,77.887,30.0018,127.71901886,77.7799,35.3572,77.8986998125,77.800499848,-0.49658337039,257.623665442,3.03735407572,92.8804674038,69,58.193801848,632.169977277,92.0213401246,69,-81.1631,295.586306204,47.0663,111.824429969
0.859538,79.4609,30.0751,142.378047886,79.3582,35.6403,79.4620537186,79.3735352469,2.74351332276,255.906298395,3.03065688116,92.5986153936,70,50.6931115015,626.081447671,94.9409895849,70,-82.6617,277.039635204,47.4309,115.480870104
0.850517,81.2378,33.2437,111.160562128,81.1213,35.8304,81.2387322412,81.1379512522,2.09651468021,261.11233148,3.12258046524,107.617519871,71,75.4486211805,515.714636377,78.6054595308,71,-84.4191,257.817370568,47.7917,109.944827033
0.861083,82.8526,35.1227,136.140386147,82.7425,36.0523,82.8607746092,82.7612384927,-36.413962099,307.041834925,3.1803629085,123.363214952,72,86.9600246924,862.458819168,98.5442155006,72,-86.0595,303.225917359,48.118,107.683703226
0.820004,84.3394,34.5132,214.40982534,84.2156,36.2938,84.3397509829,84.2328984442,0.195006539248,259.980551989,3.19463989226,92.5926407585,73,69.5430599504,962.340711965,69.3092104457,73,-87.5597,235.122313552,48.415,91.1275891292
0.834157,85.7296,35.2806,100.77152136,85.5976,36.4964,85.7308019989,85.620574132,-1.8995218298,165.068954523,3.22882059028,89.5377528495,74,-77.4192859525,535.369223964,113.313950713,74,-89.0384,402.534511752,48.7705,126.949306985
0.87772,87.9197,35.4803,98.6239282901,87.7812,36.6421,87.9130835229,87.7992723928,2.00316477893,269.037153252,3.233474402,127.622944648,75,120.121902722,561.655205893,91.7286060004,75,-91.3196,322.269849323,49.1473,128.325391595
0.778346,89.2359,36.0804,306.750109735,89.1089,36.794,89.2326465421,89.1276726993,0.833749317234,445.864655067,3.26653222657,119.591062879,76,96.6525850415,1003.10613229,121.205182038,76,-92.7966,405.845543564,49.4545,105.545761911
0.822442,91.0905,38.0038,185.553910275,90.9624,36.9438,91.0911350801,90.985653232,22.7659704829,210.873665976,3.30748070634,86.5463156294,77,57.3841758376,995.965593544,70.9290219391,77,-94.5945,224.488477516,49.7896,115.882030678
0.832657,93.0164,39.9341,47.7810955746,92.875,37.0767,93.0037173258,92.8972131902,-1.08923215503,119.79845005,3.3898810431,68.2338835524,78,20.3670647337,292.961072325,57.6825849728,78,-96.7616,149.987785991,50.1509,66.195372222
0.865265,95.0806,36.1447,111.574155934,94.9585,37.259,95.0671647419,94.979160924,0.0658244605488,263.308845767,3.33583899127,119.740720855,79,77.6733452838,926.33566098,112.701288324,79,-98.8334,394.191175418,50.4839,136.054911626
0.843596,96.727,39.6713,168.923330671,96.6065,37.4373,96.7140364661,96.6266676216,10.6775953596,318.552369348,3.40080323886,103.435109375,80,84.391755409,705.823891678,102.274034122,80,-100.541,329.955857234,50.8126,104.655173854
0.823636,98.5992,41.1002,212.095242568,98.4682,37.5803,98.5915125162,98.495842697,3.45641998323,231.416380179,3.50107520376,78.4317023951,81,30.9181675979,966.848187064,80.2608658675,81,-102.498,272.342068633,51.1416,99.8773951353
0.84805,100.464,44.583,147.021505226,100.332,37.7608,100.465047103,100.364343414,-1.53518414739,296.101583738,3.55066942019,102.54387949,82,68.3837749542,762.978208541,92.7374553309,82,-104.354,315.334286471,51.4743,70.8777846279
0.853624,102.462,40.784,112.237669542,102.345,37.9615,102.453326796,102.361488381,1.11421375719,324.545067341,3.54081428201,123.547558375,83,155.462601682,752.170833483,84.2767967084,83,-106.393,260.000255744,51.8096,77.2386302821
0.81735,104.235,42.1968,134.777111096,104.096,38.1507,104.212416719,104.121299951,-0.820910212284,322.647579183,3.54733185082,107.35392468,84,73.396609953,738.209320469,63.3199871997,84,-108.123,234.814169111,52.1189,57.9815335559
0.890104,105.749,43.301,155.134490222,105.639,38.322,105.740068783,105.660555653,22.4905318456,136.013852398,3.57743325907,64.4774397061,85,18.9040023892,714.636062128,95.8033184647,85,-109.692,324.205560612,52.4472,135.090917391
0.819769,107.424,45.4371,232.955337148,107.301,38.5314,107.418862201,107.332599882,3.90581767158,435.334910263,3.69403738831,99.5796289179,86,67.9728812214,1059.87717543,98.1098735662,86,-111.321,301.130538211,52.8221,193.199609457
0.847544,109.286,45.8402,163.325256171,109.161,38.704,109.263974266,109.180214813,0.0590772082684,343.538033698,3.66302786339,119.202312489,87,126.62624484,802.95064984,78.9178067998,87,-113.151,277.504082577,53.1586,104.555891831
0.838404,110.593,50.4099,236.750907821,110.464,38.8959,110.578255455,110.490718015,0.0470072246873,806.318034298,3.80189931922,66.879951022,88,66.2182865397,932.599431429,63.3762497143,88,-114.497,214.393207436,53.4971,87.1656262383
0.836553,112.172,51.4334,434.015528239,112.053,39.0982,112.161054546,112.0773949,12.3639351413,363.989997114,3.75445172174,49.7359560272,89,20.9930699226,954.265574586,58.3083059792,89,-116.08,182.227410782,53.7651,71.787711219
0.859834,113.595,48.1344,168.866009978,113.472,39.3077,113.577359488,113.496138425,4.60977990396,300.885331372,3.73168664446,121.609148246,90,10.226072623,984.716448227,91.669194918,90,-117.416,390.553124317,54.1393,99.0371291852
0.872668,115.189,50.3644,131.754844628,115.061,39.5051,115.161985353,115.081240973,22.3255379979,309.71065663,3.78429470496,131.75135235,91,85.9157602319,762.533762185,41.7085892541,91,-119.054,143.134450871,54.4706,83.9382823952
0.891237,116.206,51.5743,92.6796573437,116.073,39.706,116.194098632,116.104509719,0.264062907459,254.788432621,3.82453967771,126.461505129,92,129.334632389,515.560056205,61.1854777325,92,-120.08,211.948145352,54.844,98.4031434786
0.887969,117.639,52.1902,108.236744088,117.496,39.9202,117.60286861,117.513608226,19.0694611632,243.582408306,3.84845598269,123.119873862,93,135.375635845,684.806700824,88.2761918399,93,-121.513,271.189662412,55.2109,144.276564507
0.882485,119.468,52.0878,176.086408962,119.334,40.1242,119.454430263,119.367902675,-0.406630707264,253.844361326,3.87974710586,120.545865742,94,67.6091116864,1267.0040859,103.009067166,94,-123.292,342.6982221,55.569,137.279990599
0.922184,120.423,55.6121,56.5164305453,120.29,40.3378,120.396793015,120.308165011,1.97488109768,232.944350035,4.00789785321,131.532309572,95,181.188106597,470.181066797,172.691099103,95,-124.395,533.079088889,55.9094,214.597989041
0.911121,121.803,59.3286,171.294007337,121.652,40.4978,121.779522939,121.682684425,-1.74104002576,284.407507504,4.07025088304,127.012064988,96,78.0428251952,1114.50583249,161.402573339,96,-125.718,564.940872283,56.2395,111.831797732
0.911104,123.532,57.6382,144.291407061,123.398,40.692,123.505682817,123.425459185,22.0876050585,188.338150463,4.04742263144,97.0119894622,97,81.6248992952,755.882382678,83.9820953502,97,-127.423,275.259853619,56.5117,158.096117436
0.913213,124.895,60.6197,149.00443822,124.759,40.8515,124.860496151,124.7836186,34.5630707557,268.837482862,4.14126151624,120.676752709,98,51.3464736358,777.70061291,207.989985574,98,-128.748,548.887103267,56.8266,293.223140564
0.912487,126.195,58.2501,185.663284501,126.055,41.0133,126.160282901,126.080164432,36.365130833,422.832441052,4.13199161371,161.140270866,99,217.448211213,1114.50726703,119.709737982,99,-130.259,369.531574875,57.1671,258.652831177
0.915779,127.688,61.9979,145.626391554,127.543,41.1583,127.647878727,127.56781628,12.6960141261,222.964136528,4.24698528883,108.157622859,100,60.9279478705,738.7543731,94.3546666636,100,-131.722,281.108178303,57.4914,157.022294543
0.890873,129.424,62.4384,102.159748806,129.295,41.2728,129.399804703,129.328562015,-0.548582155071,142.472625845,4.27047432155,86.7964245406,101,51.0504186564,692.680577581,108.164683031,101,-133.615,352.20463182,57.8305,111.890266475
0.876701,131.234,63.6554,116.99050254,131.086,41.4304,131.195296104,131.113018767,-0.505010410731,164.330438365,4.33216457529,85.8583255421,102,47.3116681608,492.054899019,61.9598426741,102,-135.404,222.912419184,58.1505,85.8964512601
0.875276,132.825,68.6432,29.9460651192,132.679,41.5912,132.790262098,132.71013549,0.741458039403,56.2722263114,4.44949700487,41.6994720012,103,22.8250346089,323.721631925,69.8942711688,103,-137.203,295.500067054,58.4408,70.4811676982
0.911538,134.846,74.1639,122.449545955,134.705,41.7258,134.822409183,134.741570151,-1.70874982754,277.215135913,4.52001447979,129.837094874,104,62.5965339929,585.23256966,157.595660691,104,-139.23,502.831957368,58.7134,147.876958449
0.893068,136.556,80.9655,133.056348113,136.419,41.8972,136.527585303,136.455896741,-0.193006983473,124.143750135,4.65541308283,70.0795202922,105,48.0852238278,665.443355008,91.1458163204,105,-141.016,344.324103905,58.9809,115.892262872
0.876159,138.371,79.0945,134.509239453,138.233,42.037,138.344713235,138.269961734,0.536540127562,207.820175648,4.62142243884,96.7569112364,106,43.7269900584,677.9529506,73.8389492117,106,-142.809,273.72647132,59.2892,68.9033851109
0.87093,139.86,84.0972,177.753530843,139.721,42.2249,139.820205474,139.747856901,-1.7265224768,231.318387878,4.72272784997,108.533737244,107,52.1319450057,1028.12586977,88.0885456068,107,-144.434,340.818714916,59.5556,71.3901317713
0.861165,141.72,86.1419,157.4529545,141.577,42.4226,141.687768214,141.621107476,-2.14651127333,201.534514205,4.77474143924,91.6794744499,108,-138.86566453,505.096980448,132.138936856,108,-146.431,479.377130231,59.8386,118.934310125
0.918675,143.147,81.5295,202.945512036,143.004,42.5753,143.103835566,143.03655346,0.986507806905,267.385914369,4.72916000338,118.678695807,109,82.8668896707,900.894964748,171.459285544,109,-147.921,562.048968606,60.1023,149.060567616
0.852485,145.03,82.9228,77.9179599682,144.893,42.7555,144.998971078,144.930523583,-1.67865595932,173.018678637,4.78031917227,98.941352829,110,-4.40999816602,437.21630387,80.1466673703,110,-149.768,275.527321832,60.4188,69.0649710746
0.864333,146.453,86.8086,134.82971863,146.313,42.9079,146.419043755,146.349792523,-0.0804537649072,145.233051243,4.84457598671,78.21991068,111,19.5457027375,632.371764962,84.8974700012,111,-151.189,285.916642582,60.6977,76.8879355999
0.877891,148.009,86.0411,117.696536157,147.878,43.1025,147.972981425,147.910244931,-1.49708638604,104.05873632,4.91070252139,59.0721238901,112,34.94628988,581.419280175,142.145301815,112,-152.758,461.015526698,60.9836,103.962349755
0.868575,149.403,95.6625,10.110519009,149.272,43.2453,149.373429874,149.31686229,3.6357100902,61.5027634711,5.07041266312,46.692378455,113,53.2850554303,159.403872239,265.925672536,113,-154.236,842.989596346,61.2875,185.536998412
0.885199,151.331,84.0739,82.5003430369,151.21,43.4262,151.301135047,151.248051409,6.3546575129,67.673466784,4.86200489955,44.9070553656,114,34.8675213133,816.572854673,109.064396273,114,-156.085,348.723855348,61.5113,172.173590706
0.832732,152.6,92.9096,75.8810810199,152.48,43.6406,152.557524926,152.506035318,-1.07240035675,87.2870357097,5.0083249508,57.2803564591,115,54.3066977829,618.934666897,112.368874379,115,-157.423,448.721834653,61.8294,109.0575655
0.881213,154.018,85.836,127.462143869,153.889,43.7933,153.987818981,153.929440429,13.7390920334,351.519963732,4.90684852665,157.183512789,116,100.717725584,616.782187921,147.336849941,116,-158.899,529.47088078,62.0835,184.14103898
0.869927,155.361,91.5946,190.453299877,155.223,43.9557,155.320723676,155.257387511,-0.0429172765045,353.346595821,5.04061606999,118.518833772,117,80.4086608903,731.183872628,228.327157649,117,-160.158,548.890308626,62.3903,192.894612762
0.895396,156.975,101.257,95.4358371938,156.835,44.1567,156.940132827,156.875082373,6.39066090548,124.968310292,5.24293685804,79.7467731576,118,89.5969918302,630.060727834,145.793885826,118,-161.808,395.810752009,62.7187,152.262192043
0.901646,158.606,102.174,142.032564551,158.462,44.2631,158.576028491,158.501903479,1.9453422872,323.364638748,5.22637183312,142.393527073,119,155.961811412,865.469987595,105.661903832,119,-163.518,392.717984628,62.9757,210.914365937
0.897019,159.981,95.1411,86.7960467903,159.852,44.4511,159.939690596,159.882768403,-1.5351361488,236.387219001,5.12699686339,122.42915368,120,100.041610667,538.48187383,95.3303503289,120,-164.868,282.263835887,63.2298,121.620436998
0.863187,161.646,98.2868,181.769876302,161.517,44.6488,161.609596224,161.5488049,-1.83375616779,271.334049462,5.17402022341,116.695658591,121,82.3780760013,775.685307967,121.948522698,121,-166.339,316.97902365,63.4969,111.584613568
0.888294,162.162,100.001,139.08525621,162.016,44.8037,162.133618919,162.060071197,1.41297752997,275.996852941,5.22024817714,124.346648232,122,58.5537135945,630.535717919,161.002935763,122,-166.97,457.197895198,63.7672,146.55666672
0.916361,163.663,96.1882,156.773287641,163.514,44.9539,163.618444257,163.544879511,1.07480214466,300.491787502,5.12269535751,136.313445994,123,86.9000258571,801.892263717,127.512208226,123,-168.414,393.070239667,63.9745,187.440313237
0.895228,164.961,110.413,169.861143837,164.79,45.1098,164.910751648,164.827008281,30.6705269567,356.780352312,5.39092398863,137.084275112,124,139.017242746,1110.4054867,131.902514321,124,-169.755,465.137863523,64.2136,217.736978396
0.898225,166.32,107.854,152.53122529,166.182,45.3009,166.286938698,166.222576578,8.46522268994,197.042809765,5.24491150063,103.97837675,125,115.277391995,1201.34295495,138.687684987,125,-170.969,468.452557878,64.4578,139.878352886
