StdReturn,AverageReturn,StdEsReturn,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQYDiff,Epoch,AverageAbsY,AverageQLoss,Iteration,MinReturn,MaxEsReturn,QFunRegParamNorm,AverageY,AverageQ,AverageAction,MinEsReturn,MaxReturn,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn
17.2130408352,113.596077234,44.6387203354,11.7792,-1.13499,1.33838845194,9,1.75580302643,2.96817,9,95.2659302334,-97.5613018702,11.5828,1.72458314813,0.75282,0.210683,-268.660451687,147.697832809,-199.640547224,0.811756,5.77877721959
0.711109203088,-573.929782279,0.0,12.5366,-1.84061,0.33841089188,10,0.790120913577,0.240194,10,-574.889624849,-284.445130179,12.1514,0.673357382224,0.663245,0.95909,-284.445130179,-572.293120072,-284.445130179,0.744641,-55.8611051014
1.44128502726,-549.644378985,0.0,13.6394,-1.99193,0.207776023215,11,0.941933797991,0.0720608,11,-551.273175521,-400.989968812,12.7104,0.822844127371,0.819902,0.936176,-400.989968812,-546.309660723,-400.989968812,0.922212,-47.2704524083
1.19070825952,-561.021650466,0.0,14.4702,-2.52048,0.222724107257,12,1.52571179173,0.0878217,12,-563.482243778,-408.449948431,13.398,1.41621773544,1.41299,0.946796,-408.449948431,-559.028952606,-408.449948431,1.50935,-49.6741933188
12.3699166698,-383.813076438,0.0,14.9299,-2.89674,0.262905912313,13,2.10575839865,0.124732,13,-404.12680476,-395.320701041,14.2565,1.95852836238,1.95569,0.648294,-395.320701041,-366.39453569,-395.320701041,2.08778,-36.8144571668
4.20141997738,-347.164689767,0.0,15.7992,-3.00781,0.292056081162,14,2.41547816133,0.15245,14,-353.12948265,-377.925442068,15.1335,2.23338084976,2.23175,0.662141,-377.925442068,-341.037615866,-377.925442068,2.39741,-29.1255257415
61.8596440362,-461.857106071,0.0,16.677,-3.07558,0.310609565396,15,2.59866632101,0.171915,15,-536.434157183,-357.811563599,15.9778,2.43242351721,2.4303,0.712689,-357.811563599,-387.677664659,-357.811563599,2.5777,-35.5080227129
1.90735473175,-369.267927848,0.0,17.3317,-3.0881,0.329414082259,16,2.74965370412,0.196917,16,-373.063337503,-338.763163505,16.851,2.54375064946,2.54153,0.663422,-338.763163505,-366.458354227,-338.763163505,2.72437,-29.7443097264
10.1547771258,-236.407315975,0.0,17.8568,-3.07177,0.341742562205,17,2.89351974629,0.211162,17,-262.102328771,-365.288485103,17.631,2.59661261976,2.59531,0.413843,-365.288485103,-225.505373169,-365.288485103,2.86673,-19.4529986681
46.7774900979,-251.59121118,0.0,18.3239,-3.10529,0.344024968354,18,3.07234502365,0.216244,18,-287.530488208,-336.632053295,18.2851,2.59121677863,2.58981,0.448996,-336.632053295,-174.431143673,-336.632053295,3.04618,-20.2106271035
3.32423144592,-147.619439939,0.0,18.8475,-3.12912,0.338599056793,19,3.21906080642,0.210451,19,-152.033993152,-251.346540126,18.8738,2.62786194168,2.62676,0.266397,-251.346540126,-142.292841089,-251.346540126,3.19643,-9.27464644131
1.81242838457,-130.255519838,0.0,19.3096,-3.19832,0.337566491989,20,3.39786718937,0.21341,20,-132.676468792,-244.558756595,19.4275,2.69122972252,2.69056,0.231471,-244.558756595,-126.946542082,-244.558756595,3.37891,-6.11554014313
1.97059715846,-121.366307928,0.0,19.6984,-3.20007,0.334545090853,21,3.55181095706,0.208721,21,-125.186824653,-280.831686894,19.9368,2.70804472652,2.70667,0.219489,-280.831686894,-117.747842839,-280.831686894,3.53547,-5.38530450275
2.18027361112,-109.242439748,0.0,19.9224,-3.15335,0.329605702262,22,3.65741244517,0.205988,22,-112.972112721,-227.959328936,20.4045,2.69385152947,2.6929,0.197512,-227.959328936,-105.810652152,-227.959328936,3.64375,-2.7556359589
654.166012765,97.5986591887,0.0,19.9996,-3.25915,0.341609209496,23,3.82090267241,0.235634,23,-624.519388874,-318.855554123,20.9116,2.60451739613,2.60348,0.632556,-318.855554123,907.914234104,-318.855554123,3.80864,14.6907447146
433.510981084,754.378529063,0.0,20.2848,-3.18175,0.355917188864,24,3.96676746325,0.253607,24,-453.079743766,-445.5898479,21.4398,2.47749709656,2.47596,0.637814,-445.5898479,983.713247075,-445.5898479,3.95259,69.0593038516
23.6622619304,1115.03826398,0.0,20.612,-3.26674,0.358577996038,25,4.22099921874,0.252776,25,1063.86753877,-349.272223481,21.8578,2.60538903132,2.60214,0.660141,-349.272223481,1144.1045448,-349.272223481,4.2024,94.8584460925
304.897175675,87.0460094295,0.0,21.1371,-3.70183,0.367091102733,26,4.66870394103,0.269699,26,-401.800690407,-210.466516023,22.3185,2.98820792681,2.98501,0.442463,-210.466516023,574.395531327,-210.466516023,4.64725,87.031050802
342.029055626,439.479654246,0.0,21.6204,-4.0145,0.388272983207,27,5.03219932229,0.303688,27,-173.162475955,171.676264373,22.7999,3.23710594788,3.23347,0.65066,171.676264373,805.959414792,171.676264373,5.00949,101.256314876
149.751909984,-73.5932444092,0.0,22.1083,-4.55205,0.415735298027,28,5.61110237084,0.359689,28,-235.454327008,-257.660284621,23.3808,3.75977563604,3.75641,0.509918,-257.660284621,256.005598967,-257.660284621,5.58907,58.0547854484
78.5241559126,-215.013189803,0.0,22.6182,-4.97118,0.434476503767,29,6.17886991651,0.392519,29,-318.025312159,183.122939488,23.8755,4.15629351152,4.15221,0.527113,183.122939488,-93.2182457641,183.122939488,6.1582,34.1166749378
179.315348703,-95.0750264028,0.0,22.9975,-5.36074,0.43843396902,30,6.70417876076,0.408062,30,-251.132004266,-30.7817945382,24.3945,4.51792902152,4.51388,0.454776,-30.7817945382,336.954260391,-30.7817945382,6.68661,44.7023121652
44.5453092106,-204.783118749,0.0,23.4035,-5.67349,0.452454800391,31,7.19734199016,0.454416,31,-248.530944064,-259.371143985,24.9564,4.82923598412,4.82491,0.463896,-259.371143985,-90.514302041,-259.371143985,7.18296,20.2751442925
29.8895580361,-197.902198777,0.0,23.8107,-6.08183,0.465805047501,32,7.76392058525,0.477484,32,-240.936453862,-37.6751113029,25.4428,5.23420156401,5.22982,0.396456,-37.6751113029,-155.326470778,-37.6751113029,7.75092,9.87091205412
134.078176379,-106.336662723,0.0,24.1532,-6.41073,0.472518919186,33,8.25296714724,0.505234,33,-257.645767653,-85.645566094,25.9019,5.56234263038,5.55853,0.446624,-85.645566094,175.190490574,-85.645566094,8.24181,51.8544349457
420.198824418,281.048925402,0.0,24.5364,-6.7061,0.477234016304,34,8.66006527881,0.530496,34,-170.164988709,-179.015171547,26.3833,5.86060830258,5.85654,0.417751,-179.015171547,1082.53250987,-179.015171547,8.64902,108.486765333
807.518335188,1524.58666437,0.0,24.8915,-7.41401,0.495137676021,35,9.41133881575,0.580001,35,-163.882933127,-75.1006350644,26.7784,6.54981138236,6.54482,0.739393,-75.1006350644,2158.07992327,-75.1006350644,9.3993,164.580972563
701.745108456,1793.14101682,0.0,25.2086,-8.15199,0.516951756769,36,10.1327636653,0.660398,36,411.377582097,588.350364106,27.2281,7.24069486547,7.23521,0.701779,588.350364106,2288.9727262,588.350364106,10.1208,188.316632646
288.403225661,2209.08591091,0.0,25.5723,-8.54336,0.517820353799,37,10.6373475929,0.685606,37,1521.80005682,221.550486796,27.6746,7.62876552363,7.62471,0.770442,221.550486796,2446.31465147,221.550486796,10.6283,204.934581005
