StdEsReturn,PolicyRegParamNorm,AverageReturn,Epoch,Iteration,AverageDiscountedReturn,QFunRegParamNorm,AverageAbsY,AveragePolicySurr,StdReturn,AverageQ,MaxEsReturn,AverageEsReturn,AverageAction,AverageY,AverageQLoss,MinReturn,MinEsReturn,AverageAbsQYDiff,AverageAbsQ,MaxReturn
0.0,26.7508,276.941101113,45,45,36.2829171116,29.853,11.960767813,-12.76,334.366001626,11.9534,356.036363382,356.036363382,0.736835,11.9597302802,0.710066,-245.162368152,356.036363382,0.553681715973,11.9534,549.708082006
0.0,27.1077,-211.33209231,46,46,-14.3333577352,30.0889,12.5404644589,-13.312,260.720240212,12.5346,340.5631557,340.5631557,0.546032,12.5398018013,0.688278,-303.856867396,340.5631557,0.556005534899,12.5346,570.793450481
0.0,27.3905,-121.72372729,47,47,2.49941777048,30.3653,13.1685788054,-13.9378,255.700211817,13.1619,351.581130848,351.581130848,0.54684,13.1675929734,0.767417,-270.687456309,351.581130848,0.569246501857,13.1619,434.643656977
0.0,27.6791,384.263080233,48,48,28.9140722961,30.6014,13.7338242197,-14.5074,173.49271577,13.7281,390.95009681,390.95009681,0.749664,13.733462068,0.675465,166.887279161,390.95009681,0.557350930209,13.7281,607.364422206
0.0,27.9182,-191.216946239,49,49,4.76972930159,30.8371,14.4137611146,-15.1521,51.1036607212,14.4081,196.861921764,196.861921764,0.474356,14.4133380374,0.73677,-241.222416422,196.861921764,0.556340284607,14.4081,-92.0499979304
0.0,28.1898,422.191640069,50,50,47.8244692881,31.0938,14.9643690165,-15.693,44.4806070097,14.9585,354.72287894,354.72287894,0.842796,14.9637993328,0.744519,366.667169733,354.72287894,0.562577211805,14.9585,488.903424071
0.0,28.3541,530.365609981,51,51,51.1950072993,31.3851,15.5673709715,-16.2719,27.7585412959,15.5618,418.713256335,418.713256335,0.851624,15.5667155311,0.815729,468.27765524,418.713256335,0.574923656817,15.5618,563.490284878
0.0,28.5971,501.217803752,52,52,41.7639342119,31.6634,16.1096497253,-16.8288,40.6225329896,16.103,408.961770779,408.961770779,0.829669,16.1090009341,0.909945,422.418829043,408.961770779,0.591641039657,16.103,567.411592872
0.0,28.867,688.079384104,53,53,62.2595938661,31.9228,16.7249095697,-17.4421,37.8238465491,16.7196,487.72157032,487.72157032,0.811912,16.7244567475,0.80001,642.897429866,487.72157032,0.585075594218,16.7196,777.991184464
0.0,29.1281,176.675291556,54,54,19.8448221082,32.172,17.2990328671,-18.0241,111.131615966,17.2941,467.45282469,467.45282469,0.753074,17.2984387321,0.815297,82.150837986,467.45282469,0.585105713353,17.2941,432.509274657
0.0,29.4248,417.915658654,55,55,51.6499141918,32.4275,17.9192646096,-18.6432,50.7435518317,17.9124,269.841667889,269.841667889,0.8097,17.9185361748,0.932727,336.393557864,269.841667889,0.602695880967,17.9124,507.193337797
0.0,29.6775,453.024565463,56,56,42.93332763,32.6866,18.4981295886,-19.2184,246.980872252,18.4928,408.831217841,408.831217841,0.87167,18.4975726698,0.901965,-68.9354295049,408.831217841,0.597782050073,18.4928,641.438897438
0.0,29.9012,585.791530732,57,57,54.3842999369,32.9454,19.0766462263,-19.8057,59.961793422,19.0704,440.573200928,440.573200928,0.838292,19.0762613676,0.850181,514.182545947,440.573200928,0.593826507029,19.0704,733.061709767
0.0,30.1206,712.594619561,58,58,56.958001651,33.204,19.6576874772,-20.3857,47.063457688,19.6518,464.062905541,464.062905541,0.813714,19.6567560504,1.01979,621.132930857,464.062905541,0.610734872911,19.6518,782.494284117
0.0,30.3683,485.566264511,59,59,53.8189941578,33.4463,20.2654393938,-21.0004,31.00334228,20.2591,401.823677999,401.823677999,0.825607,20.2647779014,0.983397,432.122972148,401.823677999,0.615592543022,20.2591,523.407881874
0.0,30.5952,371.975436282,60,60,40.5791657605,33.7057,20.8479635558,-21.596,42.1866631033,20.8417,462.739113116,462.739113116,0.826211,20.8471886131,1.05602,310.07766724,462.739113116,0.62004751971,20.8417,465.835479163
0.0,30.9047,538.272479368,61,61,46.4860102266,33.9905,21.4549051605,-22.1958,40.7459953773,21.449,451.125846927,451.125846927,0.840931,21.4545366924,1.16459,435.249464493,451.125846927,0.633632765531,21.449,578.580438686
0.0,31.1005,648.727616161,62,62,66.9873144294,34.249,22.1008808014,-22.8251,20.4064340737,22.0951,378.447246459,378.447246459,0.825367,22.1002215881,1.0574,618.701807386,378.447246459,0.621332114745,22.0951,683.457444851
0.0,31.2855,667.353271077,63,63,61.4038443708,34.4441,22.7027925256,-23.4454,31.012999623,22.6964,410.016445038,410.016445038,0.854599,22.702069108,1.11508,628.562360491,410.016445038,0.625644910271,22.6964,720.760518398
0.0,31.5095,706.937699596,64,64,74.0941328283,34.7296,23.3095932529,-24.0566,219.032605092,23.3037,443.56869018,443.56869018,0.848614,23.3090886883,1.21132,61.6150857273,443.56869018,0.636239573423,23.3037,848.328534331
0.0,31.7332,514.221596044,65,65,55.5649070034,34.9368,23.9115027089,-24.6603,33.6925000486,23.906,447.832814527,447.832814527,0.834522,23.9111048553,1.23682,457.468880628,447.832814527,0.643709680224,23.906,561.650863599
0.0,31.9541,636.333022209,66,66,59.4177560547,35.1578,24.5276017346,-25.2463,164.421732257,24.5215,457.670315463,457.670315463,0.814464,24.526884493,1.16761,150.765467468,457.670315463,0.638197173421,24.5215,741.634455697
0.0,32.1776,761.923289187,67,67,66.1926078985,35.3884,25.0763527409,-25.8083,30.9119543545,25.0709,463.488485169,463.488485169,0.819707,25.0757182341,1.30893,703.940502131,463.488485169,0.648480641921,25.0709,809.430973377
0.0,32.3892,717.865286697,68,68,76.1999767878,35.6247,25.7452031297,-26.4778,198.455868817,25.7393,483.074571234,483.074571234,0.790066,25.744609199,1.3277,127.067279679,483.074571234,0.652873794898,25.7393,818.952922133
0.0,32.5958,678.388427648,69,69,65.6022467573,35.863,26.3243052279,-27.0736,35.6619466273,26.3174,533.751326173,533.751326173,0.783355,26.3237633662,1.58991,633.470689901,533.751326173,0.684126188863,26.3174,746.331628566
0.0,32.7749,983.607524631,70,70,90.2868937725,36.0764,26.9613091859,-27.7018,42.7879973619,26.9564,498.910155612,498.910155612,0.808154,26.9609778881,1.36297,896.502555049,498.910155612,0.660356056338,26.9564,1044.00949858
0.0,33.0293,767.536115616,71,71,81.5809684781,36.2629,27.5227524393,-28.2805,19.4798814585,27.517,489.062496861,489.062496861,0.815967,27.522214821,1.5158,744.231275166,489.062496861,0.667402270967,27.517,798.904674993
0.0,33.2101,838.252670529,72,72,80.991972627,36.4553,28.1826924261,-28.9462,22.7301516083,28.176,504.664728075,504.664728075,0.750146,28.18202838,1.44833,789.285140018,504.664728075,0.659055454198,28.176,874.704189749
0.0,33.4175,719.114602063,73,73,71.8486354543,36.6784,28.8008733043,-29.5406,34.5699146839,28.794,472.839535242,472.839535242,0.770397,28.8003401274,1.70881,647.43236715,472.839535242,0.681433798238,28.794,758.537632942
0.0,33.6275,860.388235366,74,74,82.9266590892,36.8853,29.3946137282,-30.1389,17.1334440003,29.3886,482.53712621,482.53712621,0.777467,29.3940040782,1.54741,833.495203429,482.53712621,0.666370314787,29.3886,888.026750181
0.0,33.8506,902.875243761,75,75,67.525648286,37.1297,30.0096821006,-30.7557,30.1584893382,30.0033,534.21855548,534.21855548,0.754157,30.0092428417,1.57525,866.346583226,534.21855548,0.675639026332,30.0033,976.575633331
0.0,34.0532,957.47816177,76,76,91.2549314288,37.356,30.5506844936,-31.3066,22.2076423369,30.5445,573.041785267,573.041785267,0.742113,30.5502411118,1.60589,923.779663243,573.041785267,0.680070932323,30.5445,981.418264873
0.0,34.2714,797.134438371,77,77,69.6587866471,37.5778,31.222153953,-31.9899,29.9080795491,31.2166,517.75524367,517.75524367,0.832684,31.221801957,1.50014,765.244564312,517.75524367,0.67003097353,31.2166,866.709402759
0.0,34.4502,890.412514084,78,78,78.3831231121,37.8346,31.8473250238,-32.6304,24.0948238103,31.841,543.947633192,543.947633192,0.751079,31.8465815696,1.54331,830.264765597,543.947633192,0.667908476853,31.841,923.30715604
0.0,34.6576,784.394629058,79,79,60.1872550131,38.101,32.4672262123,-33.2675,148.64214145,32.4602,511.55658813,511.55658813,0.770664,32.4665257375,1.94107,356.788186732,511.55658813,0.706892959354,32.4602,942.672779324
0.0,34.8195,817.340752797,80,80,78.0806555541,38.3282,33.0320427806,-33.8133,45.4124134789,33.0264,486.311841878,486.311841878,0.787066,33.0312565961,1.99362,723.401866804,486.311841878,0.709309689287,33.0264,896.394835227
0.0,35.0405,835.456875678,81,81,69.1638504666,38.5473,33.7033338471,-34.4745,23.9694737367,33.6953,496.858034088,496.858034088,0.791926,33.7028786412,1.93681,800.591649976,496.858034088,0.70463086752,33.6953,873.631235306
0.0,35.2427,1050.03165085,82,82,82.8158788552,38.7706,34.2908990412,-35.0791,26.3045992313,34.2855,546.793463974,546.793463974,0.783313,34.290255955,1.87343,1005.14609002,546.793463974,0.705047276345,34.2855,1086.22015691
0.0,35.4062,996.319370597,83,83,78.9920211998,39.0068,34.9177870474,-35.6912,18.456546043,34.9127,561.210406721,561.210406721,0.813173,34.9170718525,2.15283,975.225088388,561.210406721,0.720392107183,34.9127,1032.66599822
0.0,35.5901,972.444408119,84,84,82.9816308182,39.2782,35.5173976082,-36.2987,57.6103996889,35.5108,549.936499825,549.936499825,0.781479,35.5168155767,1.73777,882.261350863,549.936499825,0.699699591297,35.5108,1075.02670611
0.0,35.7562,516.021287591,85,85,55.4190513311,39.4558,36.1220159478,-36.8998,351.300862311,36.1165,585.082313469,585.082313469,0.802186,36.1216526371,1.89618,68.3177454312,585.082313469,0.712146311464,36.1165,844.868381072
0.0,35.9842,918.187706719,86,86,70.5152740246,39.7158,36.7716756541,-37.5933,70.5879273172,36.7635,550.380534985,550.380534985,0.806558,36.7710631979,2.46168,830.350386977,550.380534985,0.753834564375,36.7635,1067.78698728
0.0,36.1662,633.57583962,87,87,62.8338782078,39.8951,37.4187226693,-38.2224,344.35229527,37.4128,582.797677522,582.797677522,0.812034,37.4183847211,1.96536,-200.134324734,582.797677522,0.720411704013,37.4128,843.080966443
0.0,36.3504,910.362988176,88,88,71.1433798774,40.0856,38.0214525582,-38.8049,276.08887463,38.0163,533.993345927,533.993345927,0.817712,38.0210942233,1.93094,84.8872464896,533.993345927,0.709874760053,38.0163,1041.22536476
0.0,36.5624,186.33814998,89,89,54.0300651507,40.3049,38.5861820105,-39.3985,558.006292267,38.5794,527.184791234,527.184791234,0.862769,38.5855414628,2.31263,-242.982093996,527.184791234,0.75107787059,38.5794,1095.96174134
0.0,36.7235,601.810233312,90,90,53.0116576039,40.5077,39.2536477091,-40.0489,196.398355953,39.2466,594.970757014,594.970757014,0.826139,39.2529760346,2.35932,26.8272027713,594.970757014,0.750192290163,39.2466,749.305742847
0.0,36.9129,716.536390354,91,91,68.5616202062,40.6896,39.8337545438,-40.6576,421.519645235,39.8275,555.082574459,555.082574459,0.819523,39.8333746383,2.17862,16.616443815,555.082574459,0.733800206372,39.8275,1028.94611516
0.0,37.0978,925.274407111,92,92,64.0705419484,40.8905,40.4787748489,-41.3135,276.763059171,40.4714,569.426573591,569.426573591,0.811439,40.4783364068,2.61151,220.58879855,569.426573591,0.763913375883,40.4714,1105.38020147
0.0,37.2592,640.469211699,93,93,66.6257365699,41.1118,41.1441997864,-42.004,497.673851998,41.1395,584.687098685,584.687098685,0.819765,41.1435064192,2.40504,3.81197195189,584.687098685,0.753487376965,41.1395,1067.2251866
0.0,37.4746,1041.56430812,94,94,88.8888500404,41.2838,41.809471715,-42.6723,46.5295741328,41.8013,608.343269474,608.343269474,0.837797,41.8089813049,1.97407,955.62375153,608.343269474,0.738179908949,41.8013,1105.66175843
0.0,37.6198,862.846452203,95,95,65.6170788273,41.4948,42.5086223723,-43.3643,53.8241358108,42.5008,548.229365088,548.229365088,0.861749,42.5081289353,2.54596,741.935873132,548.229365088,0.763137914242,42.5008,940.19958442
0.0,37.7529,763.534724206,96,96,67.5051380721,41.7271,43.1045320447,-43.9161,488.010566009,43.0978,660.571799471,660.571799471,0.858583,43.103911432,2.69441,-290.229960502,660.571799471,0.783303293478,43.0978,1035.71005609
0.0,37.9731,325.137163004,97,97,50.8615435225,41.8903,43.7696325198,-44.6022,615.689163981,43.7639,559.395852083,559.395852083,0.898567,43.7691865794,2.09878,-419.630241536,559.395852083,0.745467028099,43.7639,980.530171482
0.0,38.1421,740.788132489,98,98,62.2073946241,42.1067,44.4157471744,-45.2875,38.8858815066,44.4078,617.313652196,617.313652196,0.84186,44.415232063,2.70146,678.866802414,617.313652196,0.778284228852,44.4078,829.612561371
0.0,38.3438,545.016171672,99,99,52.5693569636,42.3104,45.1436089869,-45.9899,574.925457266,45.1343,581.680965955,581.680965955,0.879683,45.1431762241,3.01557,-360.61449441,581.680965955,0.803856938376,45.1343,1005.77089523
0.0,38.5764,428.450877096,100,100,55.379078163,42.5459,45.9903181237,-46.8797,383.236563914,45.9792,27.7578659184,27.7578659184,0.88783,45.9898410027,3.50975,17.8579331688,27.7578659184,0.842184317465,45.9792,926.17149028
0.0,38.7163,753.289820353,101,101,58.0688906122,42.7323,46.7469496785,-47.5936,430.232422576,46.739,46.6942103755,46.6942103755,0.877203,46.7464784385,2.91374,-106.90785106,46.6942103755,0.80500846767,46.739,1029.0196932
0.0,38.852,837.863920527,102,102,60.0213281702,42.9311,47.3713846262,-48.2004,330.658546895,47.3582,521.862863106,521.862863106,0.844742,47.3706920878,3.78738,-147.201977684,521.862863106,0.845546481196,47.3582,1003.50162892
0.0,39.0719,646.101106631,103,103,71.559407327,43.0137,48.0273040705,-48.908,417.403835281,48.0201,594.090056452,594.090056452,0.86416,48.0269593475,2.69442,-196.5407442,594.090056452,0.77052528644,48.0201,933.051767598
0.0,39.2571,791.208979966,104,104,72.1157139055,43.2924,48.5660911772,-49.4574,322.618448628,48.5568,524.42679495,524.42679495,0.91714,48.5655874545,3.46844,-174.112130608,524.42679495,0.828255582908,48.5568,926.026166813
0.0,39.4082,688.589104904,105,105,63.7156082801,43.4858,49.2551879272,-50.1161,473.805932094,49.2455,549.89947374,549.89947374,0.906774,49.2546080543,3.47075,-262.978201517,549.89947374,0.823037743713,49.2455,964.818993038
0.0,39.6093,644.410658104,106,106,60.6770546486,43.6863,49.8632645059,-50.6995,279.696743816,49.8529,592.307862622,592.307862622,0.867784,49.862779319,3.21611,-187.481869251,592.307862622,0.810823844614,49.8529,781.414067301
0.0,39.6913,595.105907938,107,107,52.7674654223,43.8375,50.3567564711,-51.1863,422.500643129,50.3498,652.432664392,652.432664392,0.875374,50.3565997022,3.17083,-53.5836863397,652.432664392,0.818014446016,50.3498,931.000815163
0.0,39.8333,707.627463922,108,108,68.5333349673,44.0353,50.9127802862,-51.737,338.923575775,50.9049,616.199311727,616.199311727,0.837593,50.9122574544,3.98488,-306.398125086,616.199311727,0.85106460062,50.9049,863.250801033
0.0,40.0404,819.703451163,109,109,73.5625428532,44.168,51.4353058374,-52.2761,331.56539735,51.427,611.753683078,611.753683078,0.863293,51.4351181005,2.70907,-168.623068386,611.753683078,0.783515458022,51.427,995.876477658
0.0,40.2274,599.291166614,110,110,61.3020303367,44.3799,51.9993029159,-52.8293,426.314614775,51.9874,569.160044551,569.160044551,0.877801,51.9986501002,3.97609,-121.024980436,569.160044551,0.866831756499,51.9874,957.365818426
0.0,40.4039,282.495666315,111,111,34.7021039643,44.5438,52.5711254743,-53.4411,330.166382387,52.5649,591.776720971,591.776720971,0.880554,52.5706527189,3.65227,-33.2438475291,591.776720971,0.835766363764,52.5649,746.663158099
0.0,40.5412,79.865362723,112,112,38.679218857,44.683,53.2341986923,-54.123,563.459496883,53.2255,603.997630831,603.997630831,0.78533,53.2337631621,3.41147,-364.159862862,603.997630831,0.824294955349,53.2255,939.541287009
0.0,40.723,563.703573403,113,113,63.8312194492,44.8679,53.8210297898,-54.6892,455.128271779,53.8116,21.0947850284,21.0947850284,0.86852,53.8206885994,4.03912,-177.790379668,21.0947850284,0.868446723007,53.8116,923.409557628
0.0,40.905,500.072544949,114,114,58.5487519175,45.0099,54.3574491992,-55.2219,574.053550326,54.3489,563.367361664,563.367361664,0.810086,54.3570033624,3.98216,-398.047916458,563.367361664,0.854645929477,54.3489,922.640490972
0.0,41.0849,468.744753577,115,115,49.3871994942,45.217,54.8794976815,-55.7063,479.238793684,54.87,567.376354212,567.376354212,0.839835,54.8788544078,5.28847,-172.520693316,567.376354212,0.913839690939,54.87,900.072523835
0.0,41.2047,424.627163621,116,116,57.7039905131,45.3858,55.4315233257,-56.2784,542.635926631,55.4225,534.305198379,534.305198379,0.882956,55.4309814832,3.93834,-416.213001946,534.305198379,0.851244701571,55.4225,821.566540796
0.0,41.3531,609.608371644,117,117,63.3514600882,45.5733,55.9812280278,-56.827,533.146049171,55.9723,584.314363909,584.314363909,0.879827,55.9808072071,4.23862,-453.568805023,584.314363909,0.872314142569,55.9723,971.530989813
0.0,41.4727,970.478646501,118,118,72.7642010726,45.7464,56.5505216462,-57.4245,43.0441919105,56.5399,639.379257046,639.379257046,0.873195,56.5501402016,3.86585,900.504257035,639.379257046,0.836348895239,56.5399,1049.43191728
0.0,41.7098,328.914868782,119,119,47.381612818,45.9599,57.1093674236,-57.9845,618.681303102,57.1017,577.644426338,577.644426338,0.81995,57.1089080874,4.50686,-294.024829818,577.644426338,0.888506509473,57.1017,1014.74063637
0.0,41.8425,520.765238461,120,120,50.7772038313,46.162,57.6131486226,-58.456,538.89470818,57.605,578.270801433,578.270801433,0.848626,57.6127565657,4.67312,-356.656797699,578.270801433,0.897332842718,57.605,912.997803313
0.0,41.9864,126.261737414,121,121,40.0548231722,46.3211,58.1945058811,-59.0802,657.984739074,58.1865,-190.381269398,-190.381269398,0.849335,58.1942907775,3.45137,-424.160942614,-190.381269398,0.853168566365,58.1865,998.474674338
0.0,42.1978,367.749735347,122,122,45.3286062146,46.4832,58.800849748,-59.6892,621.075226523,58.7919,525.666125124,525.666125124,0.82767,58.8003857706,4.71821,-405.597541278,525.666125124,0.908701869577,58.7919,902.017663093
0.0,42.2938,452.690117785,123,123,54.2010963333,46.6952,59.3250646859,-60.1996,537.823968935,59.3176,598.946149737,598.946149737,0.84109,59.3246728373,4.29823,-466.190305093,598.946149737,0.882528842911,59.3176,869.438454649
0.0,42.4093,889.530962325,124,124,64.9364971329,46.8675,59.9261640385,-60.8229,48.9576093737,59.9178,489.874867251,489.874867251,0.884532,59.9258636111,3.29789,771.311067131,489.874867251,0.861100481257,59.9178,937.414163397
0.0,42.5689,586.448364428,125,125,52.5154043195,46.9772,60.4804815152,-61.3609,444.542750787,60.4731,610.870284295,610.870284295,0.890667,60.4801715272,4.12968,-454.456109246,610.870284295,0.894516848732,60.4731,853.887007541
